,Thal_PuL_R,Hippocampus_L,Frontal_Inf_Oper_L,Temporal_Mid_R,SN_pc_R,Temporal_Pole_Mid_R,Precentral_R,Fusiform_L,Cerebellum_Crus1_L,Putamen_R,Temporal_Pole_Sup_L,Amygdala_R,Frontal_Inf_Orb_2_L,Occipital_Inf_L,Thal_AV_R,Frontal_Med_Orb_L,ACC_pre_L,ParaHippocampal_R,Thal_VL_R,Thal_MDl_L,Cerebellum_Crus2_L,Temporal_Mid_L,Olfactory_R,SN_pr_L,Occipital_Mid_R,Cerebellum_8_L,ACC_sub_R,SupraMarginal_R,Thal_VPL_R,Temporal_Pole_Mid_L,Pallidum_R,Rolandic_Oper_R,Thal_PuA_R,Frontal_Mid_2_R,Rolandic_Oper_L,Angular_R,OFCant_L,Vermis_7,Vermis_10,Red_N_L,Cerebellum_3_R,Amygdala_L,Thal_IL_L,Thal_PuM_L,Parietal_Sup_L,Paracentral_Lobule_R,Cerebellum_Crus1_R,Paracentral_Lobule_L,Frontal_Inf_Orb_2_R,Rectus_L,SN_pr_R,Thal_MDm_L,Cuneus_R,Thal_AV_L,Postcentral_L,OFCpost_L,Thal_IL_R,Calcarine_L,Thal_LP_L,Thal_PuI_R,VTA_L,Supp_Motor_Area_L,OFClat_L,Heschl_L,Hippocampus_R,Cingulate_Mid_R,Occipital_Sup_R,Heschl_R,Parietal_Inf_L,Parietal_Sup_R,Temporal_Inf_L,OFCpost_R,Vermis_4_5,Thal_MGN_R,OFCmed_R,Raphe_D,Thal_LP_R,Frontal_Mid_2_L,Cingulate_Post_R,Thal_PuI_L
Thal_PuL_R,1.0,-0.2678915702470823,0.1418601190275443,0.41444418469168415,-0.27111183770985786,0.4911568125218696,-0.16933531842503588,0.1208535158597378,0.42982243825261296,-0.3396830223583739,-0.32492152147961956,-0.39594882163075773,-0.32953604173967416,0.5214777307280529,0.10843977752265252,0.19477716863992034,-0.5668515444317165,-0.33439309594390204,-0.3579765006961933,-0.1763053282469768,0.41641613190267784,0.13161658340676227,-0.41440365641027893,0.019167705089426397,0.49212797808224135,0.4427051977603626,-0.48784599477156526,-0.14401094817939572,0.23435902671902867,-0.4185696674618064,-0.360228183977095,-0.30613661383802965,0.30246006367293177,-0.1885595795350149,-0.016738299660630857,0.284478755904655,-0.5373420480272565,0.15562374793382625,-0.17569681540546406,-0.3275353738539099,-0.04488320454094925,-0.045483482998093815,-0.32326093526825633,-0.4930685756319368,0.49886558035579776,0.17640954264335837,0.4475787477384564,0.338392183638566,-0.40568375044335164,-0.44608751782629186,-0.2561268158071486,-0.2604566758429664,0.38228486519653737,-0.0633396834606019,0.42449050646623954,-0.5147292088615072,0.26363506378909574,0.49697689969495473,-0.49179374910690815,-0.37938185025937415,-0.24686933233405542,0.3358081504791038,-0.3055761488858436,0.00597199296734592,-0.20703889036174677,0.06338937177274301,0.41720596863000253,-0.04801808058196266,0.5065022321974406,0.11628199533669936,0.0688453961713881,-0.13814499092059707,0.12310112097457448,-0.42035275332683253,-0.23908166608446024,-0.03450408731258093,0.3068163857197299,0.2717738723235815,-0.1742206528153445,-0.38885664219921023
Hippocampus_L,-0.2678915702470823,1.0,-0.0294583944643606,-0.7872397624320759,0.7247672773365564,-0.8355665970438648,0.3905894677839668,0.3922206813594522,-0.5988162733351063,0.20489578092675695,0.8600508889237174,0.8106888365490493,0.9491712133966043,0.18544235651923444,-0.0750090932124778,-0.17092095624322268,0.6071487060377795,0.41314002684348966,-0.06183854713836224,0.22349325927073302,-0.6626480389524747,0.6428189326317932,0.7421831353268123,-0.6441449242993111,-0.6151872957676169,-0.4805431771903957,0.687508467817622,0.3097439519989909,0.2084068673049748,0.9003584631083039,0.046213278601741556,0.5071594029409473,-0.09763651956431924,0.4704121041517098,-0.02881279711477469,-0.3279104908043091,0.8548856478410646,-0.565447279490812,0.1894294325096333,-0.2888790194204815,-0.44617253855553807,0.7278359628279027,0.4589978019067801,0.29359944835853247,-0.48140202562339496,-0.30096986378576046,-0.8625640279128435,-0.6981290552916367,0.6370360922106685,0.5204000542309328,0.6217107535224317,0.5394157526195484,-0.20525275568781637,-0.2700897045781514,-0.6830958238898956,0.8725454682319553,-0.6799148117223851,-0.5700192722478703,0.47709503584622565,-0.20174390672938666,0.7686382362590636,-0.7163813289188566,0.8096788389312392,0.46013723782307697,0.55380913721096,-0.13119931651962458,-0.47396811071261974,-0.35811444959794175,-0.6284456251865114,0.052843063832883036,0.38347785089548586,0.7909996023451945,-0.19888795810074,0.13251344283671754,0.35145292989610194,0.45341508553777843,0.2570289382049055,-0.641881001390689,-0.0546515089318013,0.5853528218384857
Frontal_Inf_Oper_L,0.1418601190275443,-0.0294583944643606,1.0,-0.0335728480237837,-0.06985487569660528,0.2536953647068763,0.3291307937220102,0.517364180872419,0.20348658557920302,-0.00936252796887063,0.03409027561212118,-0.07832124869565754,-0.018454615461438586,0.23171913393003932,0.3457376579416855,0.11330755955502933,-0.15757230570852176,-0.03348266566738308,0.28362774903012666,0.21154104412796645,0.01010752054037703,0.40025997952835585,-0.19937586992136508,0.1519888466220538,0.048948939333526884,0.2640861232167106,-0.33650686980880856,-0.13898097090435074,0.17672257551561768,-0.09496324075767983,-0.14417480243668745,0.3129176732975839,0.008837954577118584,0.37909261124389915,0.794835765240746,0.022893688502032907,-0.27547072769809255,0.2347817665743066,0.27366760851384225,-0.09092163836359639,0.06847209011868356,0.17557043930839228,-0.06536954905661255,-0.1403821311860768,0.38581165231272385,0.5078654271639231,0.13922539499374464,0.5199200131529685,-0.1800344939218192,-0.1520732653677678,-0.008386381853005265,0.17084270257748096,0.2829469469218333,0.454965124705377,0.5480117183291059,-0.180855267641837,0.055461294879291044,0.42056023064134307,0.2656150408787614,0.1571089225745562,0.01103611475129691,0.4479437046847548,0.040337043258508905,0.5216218583147486,-0.06375119816303036,0.645379477120646,0.1403426936519322,-0.17380243389222272,0.5156091319839033,0.24309376572300806,0.4886665232263281,0.14239116523499504,0.35450439133628364,-0.08911765695763926,0.1995404414422477,-0.03218368661143763,0.015911281683119272,0.6179016344543673,0.2850069972243246,-0.1962257628636095
Temporal_Mid_R,0.41444418469168415,-0.7872397624320759,-0.0335728480237837,1.0,-0.46902853704933134,0.8102893990771233,-0.28460292777281104,-0.2840952416800783,0.5759664176955948,0.1501210752367646,-0.8041172634647248,-0.6478677578185547,-0.850879338150298,-0.15416504880879586,0.4066344446602432,0.13746824073654693,-0.6009845769057014,-0.05205888125653123,0.1113601892154452,-0.019594295311917427,0.509308047040025,-0.7027742722697418,-0.5109764473108745,0.5452187697718806,0.6202215251488201,0.4846790136597412,-0.6100464059166967,-0.1565269262582683,-0.05654709788671482,-0.8353914412920196,0.27010820234001126,-0.5394091140288076,0.2053089884003616,-0.22128162297236467,0.06593432497498102,0.4358474041227151,-0.73112667128217,0.7322204525587016,0.05736827558315994,-0.04245489208252434,0.6141158684481424,-0.6582995317207072,-0.2203703350574994,-0.13035006303727453,0.40849190336773006,0.2799544134046486,0.8957758405840701,0.6386818572434017,-0.4515528893266465,-0.355289422229545,-0.29634004502295797,-0.3220423387490843,0.3156655596162596,0.33697935215104835,0.5940915160710515,-0.7273992852586076,0.4706198180003833,0.7116861987227343,-0.4677856588936321,0.1472109708932357,-0.455702378796813,0.6940493352615835,-0.8243767783285016,-0.3037861460239754,-0.18575226275215093,0.2745825816174443,0.48553098955218155,0.6008583101585773,0.5344259783958882,-0.10586403471410373,-0.25840561522808586,-0.557943219662767,0.4690507171245692,-0.2979328278909517,-0.3877787799494593,-0.5186840545845108,0.050925161307617865,0.5703555293670851,0.22168367861630034,-0.28488477363718284
SN_pc_R,-0.27111183770985786,0.7247672773365564,-0.06985487569660528,-0.46902853704933134,1.0,-0.6046261013664723,0.3076294981349647,0.08305843389690386,-0.620109736352896,0.44080672519034997,0.5551265657885465,0.6407926212259479,0.6440865727925288,-0.17896993941046754,0.1171796167077027,-0.09003394880537147,0.4300012704811488,0.6028789930711985,-0.004665692556606859,0.30062922732416214,-0.6888263055100022,0.23578024407172907,0.6581577074329871,-0.43395394874784826,-0.5751737354333214,-0.2100251875577578,0.5346938635936478,0.23312724284813666,0.08446028903963404,0.6065591117177829,0.26054083711014253,0.33998297004863426,-0.18505640648659136,0.4287299856544253,-0.02098582349958434,-0.30174702087495586,0.6663748750204477,-0.3693861912484556,0.2962504907139682,-0.3861093908181383,-0.2078478775637205,0.3695405835462968,0.45931393384004926,0.4058049920086865,-0.41437804994078137,-0.19191743551196086,-0.6002190022720167,-0.42896074765697134,0.583281596759083,0.2996010911507875,0.7083066015638414,0.47677413153128306,-0.18327064187408348,-0.09356234128481201,-0.46045607927197,0.6712371563605406,-0.6006524644768579,-0.4778087066218849,0.4645139732549171,-0.06330238608385239,0.7084848592251642,-0.43383340525248754,0.48776083315543733,0.349956675831791,0.5740613662459482,0.048162408939385004,-0.4640921862505074,-0.028810765031583356,-0.46452436893667387,-0.06552688487098168,0.16156104832029167,0.67976658831218,0.0012566306099338564,0.057510977826882824,0.1056353314969668,0.2232910432065231,0.3807528054325478,-0.3948185234436118,0.08418591109521222,0.5175732619989114
Temporal_Pole_Mid_R,0.4911568125218696,-0.8355665970438648,0.2536953647068763,0.8102893990771233,-0.6046261013664723,1.0,-0.29061172795785134,-0.1252642576524021,0.6570508282833292,-0.1659425895707354,-0.7737413188792513,-0.7187366981383352,-0.8448418554812424,0.11083238340696504,0.2717219880753131,0.19444000395188535,-0.6257008242554437,-0.3370338650083403,0.06808059046306618,-0.15990897342428773,0.6684697846444557,-0.402463785676738,-0.7009781575540392,0.5076530430536348,0.6205121358453024,0.6726306583460847,-0.7175366087564373,-0.3246053350610315,0.016150532341036035,-0.8725286796602231,-0.04177973870623512,-0.4590775162759349,0.17828164087522538,-0.28224541174404777,0.18835235550961724,0.35210650312833663,-0.8568314312147527,0.5632982702254807,-0.08774019946158951,0.0014035544386816379,0.3890598467769864,-0.5201669966610757,-0.3977149407404187,-0.3607344948996342,0.6157989262567853,0.4406921147346498,0.9070497997984239,0.8259279141783213,-0.6345840890700682,-0.5492778292040869,-0.466055357425095,-0.3643317363238869,0.3998207091268602,0.3180015933466891,0.8111945559680754,-0.8396714392346064,0.582310706319968,0.7595384927641364,-0.3834334961018627,0.10557277126161455,-0.6123502902993972,0.8185479386313249,-0.7896516699661189,-0.25705803740900357,-0.37191101835060164,0.3828204390769355,0.5208598443590271,0.2945119696697866,0.7943416703097502,0.05823584332329839,-0.13824614042713707,-0.6203454336472789,0.40798013994522736,-0.2343440365712286,-0.35466425531452955,-0.3766928123177975,-0.02660011585229363,0.7602747966553496,0.20389597710529436,-0.5294687102305261
Precentral_R,-0.16933531842503588,0.3905894677839668,0.3291307937220102,-0.28460292777281104,0.3076294981349647,-0.29061172795785134,1.0,0.5881591453208206,-0.273355259846665,0.2215513138466651,0.45659510845495066,0.14658419039527576,0.3564902566316327,0.014998052577387825,0.28531651807609393,0.0031708179641737272,0.11881689601701702,0.11675930216364709,0.08841500918560553,0.271225535015079,-0.4085778669851516,0.43355249122922346,0.07657501514129941,-0.05474442445203266,0.10413983501509487,0.08146348168153925,0.014425252747142374,0.7189745602891334,-0.01354219494414737,0.3815815470314395,-0.08832390806862138,0.8273632270537467,-0.280257457615531,0.5900279256221538,0.476082273843831,0.409801231219292,0.30130306564634857,-0.19245742436023916,0.3183244308429119,-0.061083462022755074,-0.1782646270851673,0.45489351473509565,0.15485071526977773,-0.0047941118923631515,0.11027822026299469,0.4919473406040848,-0.4049140416462519,-0.03419217125949363,0.018650648091993835,0.2372611442081206,0.27111229854716345,0.22678583499860455,0.4422284480781951,0.258220069928959,-0.15874368182953916,0.3837219551294019,-0.04369345057718599,0.048441779012125215,0.05474164074411601,0.28144723932147914,0.2920239451279677,-0.08155486153295458,0.30120597527015447,0.34604684155741616,0.03574058750438264,0.39707608865600524,0.24674086294353131,-0.16440648169770164,-0.10149078959164419,0.6244572724517922,0.48630450583907164,0.29115300422312596,0.28632185408571575,-0.04594894445849305,0.36716808065625733,0.12893870730334783,0.015291212420684106,-0.20960278023964815,0.2250472817131774,0.08530221206666079
Fusiform_L,0.1208535158597378,0.3922206813594522,0.517364180872419,-0.2840952416800783,0.08305843389690386,-0.1252642576524021,0.5881591453208206,1.0,0.09740413676560371,0.018469025564259726,0.38841758398821147,0.10235955783123434,0.34293848145540257,0.4665328938144867,0.2701672249308342,-0.1092484593346974,0.1320471135174374,0.023238917040130726,0.07020870984624923,0.310239884015864,-0.2241607572716839,0.686524192356219,0.07855697760599235,-0.07168624238938782,0.05917405589653606,0.06363408772764306,0.008198082116241921,0.30663272807163,0.14500288035407044,0.3426954668887384,-0.12628866857223903,0.5143908107810469,-0.06768313549690086,0.5213873968283496,0.5749660255426148,0.23088770698647668,0.17714724388941983,-0.010237011153063911,0.34233182883473456,-0.04200448314146678,-0.11987883534824491,0.539568339295222,0.07336038569556495,0.013536872825120255,0.13987710978744933,0.31740818458020365,-0.2336521049580571,-0.01958769397373303,0.0008678045273121184,0.1753162341571042,0.1096882222775413,0.26616967771337174,0.38459970533851473,0.12787072382439443,-0.020168560731807745,0.247030736909169,-0.10453499262252446,0.29164902832578454,0.2075475207208432,0.07035483321440028,0.22662444392789616,-0.062218797138565374,0.3347093052459182,0.41039930624737697,0.07563448979463243,0.3142450098090659,0.20004029870823273,-0.24314258624531396,0.0532066306167877,0.45391085867138553,0.8036365606509782,0.25803265228870487,0.3726301919346126,-0.15795540887722084,0.37226103796348897,0.15689028945542466,0.00901786082370984,-0.053414836570087595,0.1930460819954765,0.07763590269373427
Cerebellum_Crus1_L,0.42982243825261296,-0.5988162733351063,0.20348658557920302,0.5759664176955948,-0.620109736352896,0.6570508282833292,-0.273355259846665,0.09740413676560371,1.0,-0.1467748296562399,-0.45257110481163443,-0.5650449842015568,-0.5711619051560871,0.25092820067555577,0.27504098878905153,0.025529027574492026,-0.394873387978361,-0.37208234951519153,0.10213127862873728,-0.1332791729311252,0.7558592684404412,-0.20553984678513143,-0.5025944470086935,0.26015123475592145,0.4552966940262405,0.38375074538830756,-0.49023534913598465,-0.24880614999206796,-0.021757495473534467,-0.550908975105932,-0.017647615898871826,-0.3928721867247815,0.23932769341446491,-0.19932930591384504,0.09446020120587895,0.2432202987588297,-0.6042749076289275,0.6892333705012189,-0.1075076530176588,0.10451903131588897,0.4262256323954461,-0.1929588334137739,-0.4123596715593564,-0.20116159196849584,0.20466852374763084,0.10954174466588412,0.765577964342594,0.3851531829904378,-0.540724720462105,-0.28398333191064806,-0.40715808311687957,-0.20531481861870848,0.13804931438066226,0.28336726088541636,0.3577928387964061,-0.5886108032831169,0.36953085340743363,0.6615007445160963,-0.2536339132593538,-0.18530988776220259,-0.4476563076364426,0.4653729461705395,-0.38069814135030344,0.026233434717537037,-0.37300174381945495,0.19021137853058395,0.33544363925563003,0.20164999638295572,0.3385471067042084,-0.10224618075158302,0.2631592519634057,-0.4821967068426596,0.2114792005166198,-0.21592938073443002,-0.25474244024075854,-0.21961188076910979,-0.01690472105193201,0.46933958820269805,0.053113020619765916,-0.2504826934386141
Putamen_R,-0.3396830223583739,0.20489578092675695,-0.00936252796887063,0.1501210752367646,0.44080672519034997,-0.1659425895707354,0.2215513138466651,0.018469025564259726,-0.1467748296562399,1.0,0.04447281617637161,0.2519879973325413,0.17274337943769028,-0.4737225142602605,0.5736070572882481,-0.151535631279794,0.2260548616456024,0.678403434121718,0.4448100541687967,0.6201023735279503,-0.3991234949540171,-0.34854988403359316,0.48914023570863363,0.14663686910484486,-0.3407979264442431,-0.08764869183561635,0.21249480925068706,0.10199290823642422,0.08138268937023192,0.10072645653433537,0.7101517619194411,0.06463708833763208,-0.03250455374779074,0.41104086401861234,0.2150888813073247,-0.09541796028663202,0.25683137849286214,0.3851831133920672,0.489600664246251,-0.2925473446820229,0.4490493759643776,-0.12115193634324443,0.6350156504035347,0.6091080073383653,-0.4130445878090725,0.016909105633680546,-0.0035139341388347113,-0.034016612069773654,0.4666617990315965,0.33750161085442726,0.5523995691676427,0.5711807525905037,-0.199053952262521,0.4432926833176308,-0.17488178647099312,0.2847215998883547,-0.4877649602882397,-0.06699953658215704,0.43771338362592954,0.25690236150526297,0.5043260502556036,0.02592845062805137,0.011802415105425268,0.2573423882176318,0.5016121116774283,0.2684717806926356,-0.32444500431044104,0.49571709786525275,-0.3179107757584562,-0.2507931892583203,0.1483780619855217,0.2400023189479795,0.42152897533567,-0.07804701603464696,0.063166901631564,-0.24457310256877587,0.4169733570896997,0.03695417966606899,0.46105372827331226,0.5870473204350714
