,Calcarine_R,Temporal_Inf_R,OFCant_R,ACC_sup_L,Thal_LGN_L,Cerebellum_9_L,Cerebellum_9_R,VTA_R,Heschl_R,Precentral_L,Occipital_Mid_R,Occipital_Mid_L,Parietal_Sup_R,Cerebellum_Crus1_L,Paracentral_Lobule_R,Cerebellum_Crus1_R,Cingulate_Post_L,Thal_MDm_L,Pallidum_R,Frontal_Inf_Orb_2_R,Thal_PuL_L,Cuneus_L,Temporal_Sup_L,Vermis_7,Caudate_L,Thal_PuA_L,Thal_VL_R,Frontal_Sup_2_L,Thal_Re_L,N_Acc_R,Temporal_Pole_Sup_R,Thal_MGN_R,Temporal_Sup_R,Putamen_R,Paracentral_Lobule_L,OFCpost_R,SN_pc_L,Frontal_Inf_Tri_L,ParaHippocampal_R,Cuneus_R,Temporal_Pole_Sup_L,Vermis_8,Olfactory_R,Thal_VL_L,Rectus_L,ACC_sub_L,Red_N_L,Amygdala_L,Supp_Motor_Area_R,Frontal_Inf_Oper_R,Amygdala_R,Hippocampus_R,Cingulate_Mid_L,OFCpost_L,Lingual_R,N_Acc_L,Vermis_4_5,Thal_VPL_L,Thal_IL_L,Parietal_Sup_L,Pallidum_L,Vermis_9,Frontal_Sup_Medial_L,Thal_VPL_R,ACC_sup_R,Frontal_Sup_2_R,Occipital_Inf_L,VTA_L,Cerebellum_Crus2_R,Cerebellum_3_L,Temporal_Mid_L,Cerebellum_8_L,OFClat_L,Postcentral_L,Cerebellum_3_R,Caudate_R,Frontal_Med_Orb_R,Raphe_M,Vermis_3,Cerebellum_4_5_L,Frontal_Inf_Orb_2_L,Frontal_Inf_Tri_R,Calcarine_L,Thal_PuM_R,Cingulate_Post_R,Parietal_Inf_R,Thal_PuM_L,Thal_MDm_R,ACC_pre_R,Temporal_Inf_L,Heschl_L,Thal_LP_L,OFCmed_R,Vermis_10,Thal_PuI_R,SN_pr_L,OFClat_R,ParaHippocampal_L,Cerebellum_8_R,Vermis_1_2,Frontal_Mid_2_R,Thal_LP_R,Temporal_Mid_R,Temporal_Pole_Mid_L,Red_N_R,Thal_AV_R,Occipital_Inf_R,Thal_MDl_R,Rolandic_Oper_R,Supp_Motor_Area_L,Cerebellum_4_5_R,ACC_sub_R,Rolandic_Oper_L,Vermis_6,Cerebellum_6_R,Putamen_L,Lingual_L,Thal_IL_R,Raphe_D,SN_pr_R,Cerebellum_Crus2_L,Thal_AV_L,SN_pc_R,Rectus_R,Frontal_Med_Orb_L
Calcarine_R,1.0,0.7974466389877606,-0.17206750189511053,-0.03922429746121566,0.00950085373019029,0.5117872291155016,0.354327830618242,-0.6566995012789096,0.5478834281376027,0.6401594769358269,0.5031418707728149,-0.004252977917292142,-0.11670373781828619,0.6499524799379756,0.3221719449878585,0.8326513986915994,0.3542464832362873,-0.28135546297194985,0.21110738992489317,-0.48589810984660287,-0.22939094727296608,0.41979019111492244,-0.35415617408147526,0.733864760982079,0.11789602764906115,-0.3499639243194761,0.09666267437875481,0.7216798046947578,-0.17075491428261413,-0.6050295983736264,0.4306195759932703,-0.34215116923692157,0.7592328266124693,0.07963042472271079,0.6596635576811292,-0.5148525304751109,0.1443456189227229,0.029411254580700073,-0.0860197516061503,0.35599823052164736,-0.6937145433620535,0.6473913576393668,-0.5117243422739444,0.10221391365853225,-0.30130821412855724,-0.5812205415164872,0.012882791287952043,-0.45637781588226417,0.5591527634996182,0.18732170729263026,-0.64907108848809,-0.2011822226547077,0.2269818699893261,-0.7011847093402557,0.8598443182704857,-0.06308096016036564,0.6488371743239184,-0.3338255535179868,-0.33511493832912503,0.3765534039916379,0.572146269208476,0.5944038244234298,0.6720143709596931,-0.11507845414550721,0.05574599533454453,0.47066047418986057,0.035580404898460434,-0.46002945928696276,0.539680575703732,0.2317391870386275,-0.41781507811495133,0.40835821279497425,-0.6716814511080691,0.6245619584477489,0.5981825328449564,-0.3892374925420445,-0.10636324286502744,0.45990222099353895,0.16247575657806348,0.3612943023554249,-0.7417550138630434,0.08563834375509527,0.9068530243204777,-0.44330232061598174,0.2955384815270197,-0.28121759205847163,-0.06693366628520366,0.24453289288527819,-0.5261880085221845,0.002553252943410176,-0.038638849966243616,-0.28167490161218306,-0.21149391604598092,0.17722559713607053,0.07140749616283629,0.48179808425265785,-0.18702237779379677,-0.21570804128421855,0.3508812804070633,0.40311854687817994,-0.12717848263363254,-0.025715909683146704,0.848738463176146,-0.7356058677145159,0.03330455367847228,0.515515858781303,0.7729571884776394,0.5099993604947294,-0.3753965276261502,0.7123175098725266,0.7732480627200851,-0.6166292570420547,0.37506867112029274,0.8519253783548107,0.8389937323458359,0.3392349210029699,0.7586678460855748,0.3908311896000346,-0.44930086145940007,-0.3223041800683634,0.4864195282967515,0.3895923374553609,-0.4628568710616795,-0.49525747308432344,0.09725888619179002
Temporal_Inf_R,0.7974466389877606,1.0,-0.2521261913583557,-0.20298910497762504,-0.11420163553842373,0.6460089698937989,0.27175030836880637,-0.7032082017747835,0.6428851413931219,0.6299819499977148,0.3456724621693635,-0.3364033706825658,-0.35413289648303337,0.5618782995863301,0.1601255160207343,0.9051763382931773,0.25395493287432097,-0.15565027383805194,0.42001640442548543,-0.30986804082696345,-0.28611576699486563,0.2036526678121978,-0.645523103486319,0.8115127300726448,0.07301144991927457,-0.15721938092082643,0.2703446588852011,0.7269048764342334,-0.17939087933802017,-0.49782955134061574,0.6166280096816081,-0.19960800048646826,0.6778316754488268,0.25246169532171886,0.6286996189338524,-0.48437925452583297,0.24723766758771523,-0.08099338609718738,0.08885783539109592,0.040603724367951295,-0.8175791468709779,0.5914589014184708,-0.3838946659887599,-0.0028164305465695986,-0.34638450023831646,-0.47035358657410326,-0.04399778688176573,-0.7237179430721067,0.4206648313553437,-0.018698114128662915,-0.52563490954856,-0.026384356616178727,0.028248697320448133,-0.6997199186572814,0.6613622727989594,-0.07051468251125757,0.4342583587825462,-0.19194660410192324,-0.0902109326965132,0.21072902976340957,0.5824342078915801,0.5829628659276381,0.7027452731187672,0.013487452494263238,0.10497023843467253,0.2909721379829688,-0.2729538190443549,-0.3566892381140394,0.4839631863619991,0.2467692025312614,-0.7852326962880339,0.35597518508140913,-0.7888975333122371,0.5941699942452856,0.7029880651757208,-0.3281354350840264,-0.0679812787162998,0.3256891170453537,0.11699158273908569,0.30945351286589057,-0.8000051137463345,-0.11533752519181457,0.6002944645638346,-0.22581666752249335,0.25136991060805913,-0.5375219136006473,0.05854322835623754,0.47964487888369545,-0.536953470026116,-0.2856443232120472,-0.23222951575865197,-0.19969178904999874,-0.42186336186823603,0.11219444870634673,0.14210909554123,0.5213138398269401,-0.01035913409782055,-0.21481230188408978,0.17656070651613381,0.4521902183536828,-0.23269348142140384,0.1223142449282506,0.9205731134775527,-0.8160725371302843,-0.11998831874768275,0.41893135570522794,0.7956991224053064,0.5625380732726032,-0.6717740347252923,0.7019149737764442,0.7684040405702096,-0.5184542114454814,0.06269551345929376,0.7851486243987835,0.8494500777773966,0.2500792424750403,0.5561217216969775,0.32934153680854084,-0.5034311812528768,-0.21895831704926055,0.45582768887389735,0.3511812004227343,-0.38652398587485376,-0.6812252306727693,0.09966472507141709
OFCant_R,-0.17206750189511053,-0.2521261913583557,1.0,0.259749945015378,-0.1008179470034432,0.07223732449350981,-0.2602696249551122,0.39958977010347774,0.13116958139873788,-0.24448738988533358,-0.29780978051646845,-0.20841005810938656,-0.14515473782347954,-0.17145188508808046,-0.12323169597943939,-0.356736580711189,-0.05824542377234736,0.08751615770335297,0.09725791847051866,0.34890950566980544,0.32701775149484746,-0.2457811945842521,0.3950769878835648,0.03922990615666495,-0.012938641915167371,0.527632277617863,0.021552704926088274,-0.18177935850663252,0.18875883431912635,0.5193150446466211,-0.2899696814550381,-0.10855885074743434,-0.0580908845212812,0.2285242960611683,-0.23349086666581595,0.12305286879276936,0.3059677257944736,0.2200225539448621,0.24603009310054536,-0.22864741100025696,0.2554492183002952,-0.29588601126031794,0.40634414168156435,0.18585769960531556,0.5988803064783846,0.41261318914083267,0.22446276023452677,0.12310813609133098,-0.12687561281174053,0.22287966393377565,0.21412942255052872,-0.01447618729200264,0.061764710432381735,0.34454830807790454,-0.3123479298025991,0.26737722694116334,-0.008153982669953189,0.531869846942749,0.11168104497993919,-0.3403507305270562,-0.36537857634486326,0.012423496749148713,-0.20636313496115258,-0.34189237135797196,0.2423786018887898,-0.14553123259247377,-0.12092515811810092,0.23030043615113668,-0.4314233467835729,0.11711932925108497,0.16569534908660513,-0.4422505724714471,0.38196604624876945,-0.2638720331593003,0.026249816680328834,-0.264885723509027,-1.1692147557620595e-05,0.34704553871554933,0.1951167245458963,-0.007528720252309432,0.33210719497962216,0.33171202784020287,-0.15897115966918166,0.5156339838103503,-0.18802269684285744,-0.06910629874378457,0.5343245778095902,-0.466320888990727,0.19415127553194922,0.2404202297081468,0.27735706936685905,0.33785133015991914,0.6325220447164174,0.24124287813345877,0.2683251899546182,0.13143423788331332,0.5250582589701072,0.3927333584828166,-0.3766550267583689,0.12501565692477448,0.20688011288958252,-0.21371788630871497,-0.32719910861435825,0.38074436433437675,0.5285088436892598,-0.11464437666462486,-0.41362767919912324,-0.39554517845100495,0.32957786359216157,-0.22335454159839552,-0.18494628414475414,0.30720338614091147,0.31612156628026084,-0.1979920432671079,-0.3171477138659947,0.10133777679617359,-0.42900915283950175,-0.41601172644162376,-0.29556004247862644,-0.10113561038680821,-0.3742560051006951,0.08653715771114931,0.13618885408479073,0.5792243874518066,-0.2276858813261034
ACC_sup_L,-0.03922429746121566,-0.20298910497762504,0.259749945015378,1.0,0.23041998667529537,-0.024998851813328726,0.1284585246312362,0.2331091521785234,-0.2942897004559713,0.2799260210612514,-0.009667707822379851,0.19604566530495138,0.3867905896926114,0.0414442686833398,0.40109040499422527,-0.095897022216173,0.30187623384629136,0.2992568079773883,-0.14236729570236745,0.031801095963050766,0.262450526661291,0.22080927759269378,0.6082796091100696,0.09086070358788412,-0.052589452321925675,-0.008178752916794731,0.3131638855779539,0.24716887437581267,0.10982732102976848,-0.009228826701554772,-0.23386316090142456,0.006574092152383449,-0.11683510550752978,-0.004221816032999053,0.23043185849390957,0.2702896536313634,0.18211690002778494,0.70047604906729,0.04426183335777061,0.22721158034328984,0.27218865900313893,0.1418443695229121,-0.0009172756648665954,0.3874880356543998,-0.016048765721167646,0.01862611999427981,-0.044399418000305176,0.2919139902899686,0.26416157974829413,0.2876563556186931,0.1169236616385327,0.03150610595815445,0.3923230594357384,0.08360643869856675,0.07389932924532205,0.050038725393180314,0.2296708193698415,0.136406248484177,0.08217927004100875,0.2650600430869737,-0.10153797300801365,0.07335882135294763,0.2240205868843797,0.2321831996073337,0.054886292676486176,0.49469602535051543,0.1198577050930911,0.1438204661371473,-0.20589599213446214,0.05933550034428357,0.4505531142760367,0.1655922143991764,0.22798129228175995,0.24225865703866184,-0.051141055644122066,0.2921167706129189,-0.15546774048827713,0.07470352630305217,0.1358966507127232,0.14240875388697946,0.2034409670956312,0.5523357953756766,0.14289458430517046,0.05589594774512803,0.2546181885772388,0.15687063019721215,-0.038049690454315804,-0.06629922321733535,0.2858940723130433,0.5433091938518914,0.5100598724788538,0.2765358928818446,0.23321837400843956,0.19403760599960004,0.17242363395904178,0.09756792646812414,0.2677902158255692,0.08724777836157611,0.19156952634013588,-0.07262525142212414,0.490213228220458,0.1085395543999287,-0.23704132309067347,0.1729329003212021,0.10572340224203564,0.17138551542620706,-0.08071253167758019,0.14638468286582723,0.40521753441208713,0.1504208162664785,0.013700906401406551,-0.09576904613026908,0.5761785540786935,-0.0033353945178435295,0.04941991341016718,0.08985351772969548,0.05447770962160918,-0.030992489413074732,0.03811913737059391,0.1124484082367604,-0.10291890979809548,0.29551604179550583,0.060315060050887354,0.1657354121917276,-0.03839253908028806
Thal_LGN_L,0.00950085373019029,-0.11420163553842373,-0.1008179470034432,0.23041998667529537,1.0,-0.02560812708562644,-0.20459286593716192,0.2432188854930948,-0.0397098983010652,-0.15674517735703558,-0.22855619357215703,-0.07764138824091633,-0.018131801897459426,0.10569834393942544,-0.05614485783771786,-0.0899008225336545,-0.07318724058579246,0.5240490803641531,0.24239744637994093,0.10576170289542011,-0.025121702891399086,-0.1705171150087529,0.3549263663302638,0.0700393601635767,0.27487746894737325,0.11268172273825103,0.17652103114299608,-0.01600238417850452,0.4021490574662487,0.05775830060984618,0.004719058539112176,-0.03997999560915369,-0.12801832871475363,0.2242095159198874,-0.1722718301632232,0.42296116265467526,-0.25495247046236613,0.26062368799545055,0.17796195452456012,-0.028177591158367512,0.40835244155494166,-0.1744146930581246,0.21280528415158384,0.48173561909558527,0.0445298538215912,0.09298001881298087,-0.39174511196890016,0.45647940632358064,0.008065655734547922,0.042037553853447415,0.23333983617871254,0.3556383248087721,0.5225982176963387,0.30275083905579997,0.021870219689228164,0.05527971146010992,0.1835087278763092,0.07384376429126706,0.14532985967460502,-0.2537105523132725,-0.09536283095371866,-0.050101391974667696,0.02815822784946495,0.3885612557393904,-0.36479420016405634,0.33079007956836765,0.25533323517460743,0.3617190010558018,-0.08904578210463293,0.15077197745138873,0.31684621108398503,0.032233466038075705,0.31478768777051197,-0.2200160578095339,0.013085459373871452,0.4380132324297002,0.15916562315224128,0.05794015476978247,0.23587569392247668,0.4400392307567598,0.3592750499004061,0.17826943311308166,0.09045215170433611,-0.041743329564141604,0.18031151694061767,0.10353490823099039,0.04887879864028076,0.2698787580302426,0.48912359312409637,0.5176343828984891,0.5356197081470141,0.32407069656743126,-0.05115834478300408,0.20470043450031108,-0.27543695230596416,-0.4384367340326408,0.15530246704981754,0.48454692472477123,-0.01988739342680949,0.124855137147032,0.4290045677016452,0.37034287019290796,-0.1659326234893975,0.32743666293550394,-0.3123530430744567,0.3992853448139341,-0.10472914731232548,0.06626010474172454,0.15135306549062164,-0.16685232786207374,0.08488594000198556,0.1749271874334348,0.1367393314218943,-0.046824091991773634,-0.00393327605416661,0.28198832319873995,0.00021614560839146635,-0.23421494367380435,0.3388060157848753,0.43458281059411574,-0.11048578873972024,0.08000451836270402,0.27726361431827984,0.0840813663730098,-0.1333947073833903
Cerebellum_9_L,0.5117872291155016,0.6460089698937989,0.07223732449350981,-0.024998851813328726,-0.02560812708562644,1.0,0.4085507026801202,-0.23393935673397195,0.5900971326119133,0.3772776646298685,0.15278861256868434,-0.37785169581832273,-0.1980066341617848,0.20215849780802794,0.14994940457246855,0.4524509889105757,0.42671597150857743,0.09979610177010075,0.5721909909510998,-0.08889805331626259,-0.045333734432175025,0.10468749297459046,-0.24328483546988425,0.6913918235294588,0.2975895158561962,0.12346249476431537,0.4496705033040952,0.5163895574342148,0.025945415089865566,-0.13850882921666124,0.4302204812851334,-0.04891745382876661,0.6045625995679325,0.5552202630437432,0.42060305400661335,-0.2328358048337338,0.4785877353798155,0.061071047412281525,0.44020437229421566,0.02018544186256502,-0.4373538207777827,0.25425018481953865,-0.0804807253978888,0.24803509134265161,-0.056165868273245434,-0.1241899222969852,0.029593429930906252,-0.47964464760466013,0.3902397097238675,0.3412875889314688,-0.20904900106283097,0.1480832030901653,0.2825064075386536,-0.2580940633181517,0.3835493465512875,0.021938298656893708,0.4755762899906529,0.17164006514382457,0.18014448319689538,0.04974856603918051,0.4175857225793503,0.7618573230399283,0.522172206268827,0.014635834483436465,0.21019378084547624,0.36486693019657546,-0.44348897444440716,-0.07066376015744764,-0.07155534478150549,0.589704145382131,-0.5595776593088317,0.08104970041511315,-0.4735444556977769,0.3317683145019881,0.7654077086221658,-0.10965121181373291,0.07662182801351199,0.2965906561448221,0.5096923394261487,0.5303432118036822,-0.4459162507416208,0.3238657869356738,0.3806659467344124,0.11168987611623216,0.37582667045366797,-0.30375042885234244,0.2951354226973685,0.35221114794656944,-0.16962855945582792,0.008215248206182562,-0.0012664967916905787,0.06672392013355459,-0.15799616576463124,0.6443334303224963,0.3693756473077691,0.500331030262121,0.33469982175680507,0.17852060052772992,-0.19259313333224098,0.6743427801392684,0.14453040289167352,0.08580143388529321,0.5934622950373739,-0.3855352755501078,0.21309593998700457,0.4968768310862918,0.3583198687182635,0.4512131758322088,-0.22527831618918037,0.44591754911880194,0.7268377373714691,-0.22685340153680214,0.26899512418040705,0.46370589583845834,0.5673807460886894,0.44885183909863824,0.1423154200215459,0.1388531427877291,-0.46381355803819424,0.09614977948856884,-0.014953612987003683,0.5280881531518363,-0.02563193451037259,-0.3022568375164233,0.01783338474452081
Cerebellum_9_R,0.354327830618242,0.27175030836880637,-0.2602696249551122,0.1284585246312362,-0.20459286593716192,0.4085507026801202,1.0,-0.2879409434086742,0.027783913172442352,0.5289544060256267,0.5382841250941821,0.2636739963178301,0.4411740789675244,0.14210519078253178,0.4980174338776426,0.37331616548548485,0.3944601532238825,-0.22403084370322926,-0.09704238636947077,-0.4295750497734221,-0.06548796393057948,0.5834761000728618,-0.20476271869393015,0.18344460591329217,-0.05817920426226128,-0.42788480693307407,0.1916071259781477,0.4522137303189173,-0.36360888342142644,-0.5080031203502268,0.10991913702965928,0.15129462446158942,0.3358013771740235,-0.10465138570165515,0.5953850366845642,-0.3923262177578499,0.3917771566960842,0.029249541635192867,-0.0616111686271771,0.48426284894666866,-0.3962552635532194,0.568157963773275,-0.5176753133416802,-0.13870547461449625,-0.4370261851968908,-0.422840005081547,0.194271687566536,-0.3075626872806388,0.4835047833217799,0.2967935070667922,-0.34644060173494157,-0.20954371560715965,-0.017675732555412018,-0.43221273571459545,0.5470130846519763,-0.21729697525075792,0.33982725856731266,-0.2803420239742897,-0.11853520331950912,0.6377691157512263,0.3760465522505727,0.5631808789377906,0.4445447237429543,0.0701473920692671,0.23662682857517028,0.38441824929908575,-0.10186565209785402,-0.39911863933195957,0.19408237542719123,0.20320010850055334,-0.19086529760042123,0.44244080343838516,-0.5100338923868044,0.5670435989780994,0.22416504819646407,0.01202223546445808,-0.02702335128074182,-0.03487639818104787,0.11453486081051054,0.08945745134799546,-0.4938058598160209,0.18856713604156167,0.45160121257976177,-0.2081019129829036,0.24647160467698087,0.183693459218741,-0.32871307092824154,0.17391087776252498,-0.31213423914895616,-0.07550073325058039,-0.32163349758044224,-0.2794291865190419,-0.20404938595964708,0.27724832619549505,0.44441871390121035,0.5233340895257582,-0.2673387214784991,-0.36919522428849577,0.38202126342058407,0.10286442260650375,-0.06589427385508659,-0.2108924148097824,0.40573795378232047,-0.4462734250258726,0.08929473145004636,0.07589974617482793,0.4772743733903117,0.4520448863214159,0.019195711740394226,0.5275748917286993,0.4291123214502035,-0.4844447977146681,0.2215908217224087,0.3169308906844892,0.490288812847879,0.052191234911352254,0.4882943187639557,0.5738319634989311,-0.17658846731550606,-0.18454998168343192,0.2306220488171585,0.31038141443952366,-0.33745198904266016,-0.3993362030256921,0.20212328717444597
VTA_R,-0.6566995012789096,-0.7032082017747835,0.39958977010347774,0.2331091521785234,0.2432188854930948,-0.23393935673397195,-0.2879409434086742,1.0,-0.3157261454866292,-0.5792873185840866,-0.5600947242535436,-0.028708350182387776,0.14466110676806887,-0.6046664994299271,-0.1986718295670357,-0.8143434963268965,-0.0926801120327847,0.48430692772449807,0.09123993602280658,0.5791555605864359,0.3784998445921307,-0.371293813925463,0.630263561078666,-0.5040096120072093,0.20636297841858992,0.49134359952162876,0.06815220356498813,-0.5628659073756684,0.428960982065809,0.7070779305178493,-0.31762456822756374,0.2687278201333307,-0.471289191445475,0.21422181250495406,-0.5786562193107481,0.6535377951862825,0.08449352814893316,0.18755456112452668,0.4868176283410137,-0.22451466924422292,0.7713039339437674,-0.7213865055436992,0.6494986666238152,0.31706207866881353,0.39595192116658473,0.6739569254831963,-0.06854844925680185,0.6083205984838814,-0.34150127925669255,0.11507316199363396,0.7498809861909889,0.47266249470189764,0.1472840811302545,0.8091911122046757,-0.6567886878469945,0.18625967284741382,-0.1431049389124278,0.5168638255405674,0.4362932034696049,-0.39670771653169695,-0.4637267673488053,-0.3505907276698357,-0.49482786629475795,0.13691150136055408,0.006738804283569095,-0.15398064418758486,-0.0391467001796536,0.6193742970190912,-0.7117976339702521,0.03596828975099494,0.5246420661495759,-0.4082501549425978,0.7253842234763801,-0.5784448139997614,-0.32915386376679645,0.45661006547944205,0.11542147478770348,-0.267354425372885,0.2389679739724494,0.09753109697581656,0.8075382431670213,0.31140882587930746,-0.5535059639009743,0.5208585609715087,0.02810371341812207,0.29082630940860227,0.3160912079065863,-0.21084353667401182,0.6819830660181034,0.3405687845227395,0.3522546443376517,0.4760026167234765,0.3310432020285342,0.2470484484381993,0.06692121481393623,-0.37143905487864953,0.4973708705779177,0.599806125785638,-0.4785158924767456,-0.13317703971739098,0.4511270904558122,0.04288764796969939,-0.7507227200174508,0.8152906384718984,0.1864695075626229,-0.09599183173441696,-0.817816691490783,-0.41598496270242713,0.5396336591230602,-0.614974088208835,-0.4708700607982601,0.6309581187951909,0.04874952049167898,-0.6528829422767795,-0.6970765109495826,0.0812667152599479,-0.6780436465729114,-0.5100146691872549,0.3388117697323837,0.5922433934411211,-0.6817544284255909,-0.15701120358613058,0.701351582728425,0.5992427193697392,-0.20800410234289163
Heschl_R,0.5478834281376027,0.6428851413931219,0.13116958139873788,-0.2942897004559713,-0.0397098983010652,0.5900971326119133,0.027783913172442352,-0.3157261454866292,1.0,0.14364568763686786,0.05213929584100656,-0.4888534680780646,-0.47096538163971,0.20164999638295572,-0.09229542085668228,0.4374716746373237,0.20710946429250243,-0.12644233397042087,0.6124359733077493,0.04685887941945039,-0.06494035814335199,-0.08863763740430373,-0.39027830339691033,0.5745196559547774,0.3433968679263183,0.24762356786665904,0.08843022180027595,0.3183176448750592,0.14452742358030785,-0.04088536384290183,0.5394797195435846,-0.3228886947803594,0.7386844148530978,0.49571709786525275,0.21861887922686035,-0.32878568968428756,0.23117949009866032,-0.1914811003725294,0.2224508464818057,-0.05444089919666817,-0.44617096198396067,0.19770789574990488,0.05631467336857136,0.1692867237680637,0.18776534946387002,-0.006634508009733168,0.05396364016350398,-0.48834823380638537,0.17590269986031637,0.23734044947033042,-0.36489426505482664,-0.01069885499586268,0.11498819857279154,-0.22230982906800206,0.3483301611018409,0.0464845075848868,0.4213013016015566,0.16516610180717026,-0.062296136410446956,-0.1851651036537584,0.3518707768572042,0.5002619221402834,0.33684138898470456,-0.3915888540337467,0.13449808746237368,0.18020719048668707,-0.3951543477925698,-0.17433493830984162,0.05833269501543689,0.3896474645472298,-0.6419502580964795,0.02222232362406838,-0.4130503459624324,0.1098081176534807,0.6696921958448472,-0.4353476102210089,0.251304594464511,0.4609754691923036,0.27355884452702645,0.35325585131798043,-0.43891311169752745,0.12419630390243575,0.3365552360764887,-0.006158938493060847,0.16757864147890397,-0.41655337233149714,0.480301279208618,0.07930513345974213,-0.17200604690578383,-0.2230145855965527,-0.030367412345098276,0.0187820616788883,0.039471168647437195,0.26399181631647967,0.11141773075839215,0.35002287941587884,0.25187865987248864,0.18008725453210042,-0.19909256512430826,0.5730215281739772,0.03902609011152515,0.007932173464491295,0.6008583101585773,-0.35270941679854406,0.35490313198912316,0.41747484469904145,0.33785467003544967,0.14841871384906066,-0.27117367295569833,0.26332513140739006,0.5663759534310413,-0.044472512940813086,0.19144113828487946,0.5267964073906742,0.4474905942024098,0.5354367236311672,0.13976628452961604,-0.03156622913303102,-0.5284420300461756,-0.10884225249848418,0.027500721040157803,0.29349820669402565,-0.028810765031583356,-0.2024251083507867,-0.2353547129490074
Precentral_L,0.6401594769358269,0.6299819499977148,-0.24448738988533358,0.2799260210612514,-0.15674517735703558,0.3772776646298685,0.5289544060256267,-0.5792873185840866,0.14364568763686786,1.0,0.36900392533912846,0.0819546162911997,0.0544914609057319,0.41193781182117306,0.5967200198756272,0.736560136408024,0.37876237762360054,-0.1691162054413935,-0.08982550662533065,-0.5198585197925675,0.06982152298710154,0.42945496685675927,-0.15996611215008985,0.5057663911825026,-0.19314050427787277,-0.37463088465982813,0.23878727721315302,0.9252329160265802,-0.46080756424267294,-0.6854321381691605,0.2943624734211752,-0.13938318367299407,0.3976682449501806,-0.09367216147984124,0.9553934536917505,-0.4095137621621199,0.1941268943275241,0.42105574410825497,-0.1767128418398716,0.29353221723402506,-0.7090169192205785,0.702093119044307,-0.6210424128190858,0.018367721011776382,-0.5674229450068203,-0.6640839200411346,-0.061795616508189,-0.5347423282475365,0.665232299141921,0.12190966937659667,-0.5241248689575854,-0.22794816595537928,0.0746252129681089,-0.7880098035348736,0.6997481577419294,-0.0665250637151835,0.43253715895663425,-0.23565186074455058,-0.19618066982848445,0.64331180865012,0.48254709970111925,0.48322680774414195,0.7891257475126571,0.15504690104452337,0.14399819318111434,0.5400702909653836,-0.008209274347779112,-0.43519826475493495,0.5004117476287959,0.1165680069175655,-0.2664018736261399,0.5397260719643555,-0.6831478144933669,0.9744847834102336,0.3211363801115719,-0.1783089043511106,-0.32409560661179415,0.0626367511525031,-0.015588869615204911,0.06968793752147019,-0.6866554904469744,0.0960124547975496,0.631393511221016,-0.2605715579211217,0.31770128494289607,-0.33299326220257475,-0.2845054333448493,0.2580045051396872,-0.5536958869203411,-0.10961786340796172,-0.08115985271000274,-0.08664171811689912,-0.2605318792375389,0.08776187797054846,0.2683782442032078,0.5400832726068037,-0.20241655161396538,-0.5394954362192229,0.4440543936573408,0.08358389347822938,-0.17759738871787772,0.01751628488251981,0.588319373954226,-0.7896852619727567,-0.09466539299238559,0.2946320759751014,0.709513005492387,0.5786394351735884,-0.3054953282871413,0.9167281864957898,0.5374057262576154,-0.7612870819065424,0.45169199668180104,0.6422334443071201,0.751755528138966,0.06863062896373019,0.6740188978721521,0.4471763560360152,-0.35391031055123817,-0.3242795016087555,0.3887207575929548,0.44285025178683995,-0.4375115199219154,-0.5468877412841738,0.28525686066307837
