,ACC_sub_L,Temporal_Sup_L,Hippocampus_L,Rolandic_Oper_R,Vermis_7,ACC_sup_R,SN_pc_R,OFCant_R,Thal_VA_L,Paracentral_Lobule_R,VTA_L,Cerebellum_3_L,Thal_PuM_L,Frontal_Med_Orb_R,SupraMarginal_L,Supp_Motor_Area_L,Rolandic_Oper_L,Thal_MDl_R,OFClat_L,Temporal_Pole_Mid_L,Vermis_8,Thal_PuA_R,Olfactory_R,Temporal_Pole_Sup_L,Thal_AV_R,Temporal_Inf_L,Raphe_D,ACC_sub_R,Parietal_Inf_R,OFCant_L,Thal_AV_L,SN_pr_L,Red_N_R,Thal_Re_L,Caudate_L,Calcarine_L,Thal_MGN_R,Caudate_R,Pallidum_L,OFCmed_R,Frontal_Inf_Orb_2_R,Heschl_L,Angular_R,Lingual_L,Thal_LP_R,Frontal_Inf_Orb_2_L,Parietal_Inf_L,Temporal_Inf_R,Thal_LGN_L,OFCpost_R,Putamen_R,Temporal_Mid_L,Cerebellum_Crus2_L,Cerebellum_8_L,Frontal_Mid_2_L,Paracentral_Lobule_L,Thal_MGN_L,Cerebellum_6_L,Fusiform_L,Raphe_M,Calcarine_R,Precentral_L,Cerebellum_4_5_R,Thal_PuI_R,Cerebellum_3_R,Cerebellum_Crus1_R,Thal_LGN_R,Insula_R,Occipital_Sup_L,Vermis_9,OFCpost_L,Amygdala_L,OFClat_R,Olfactory_L,Frontal_Inf_Tri_R,Frontal_Sup_Medial_R,ParaHippocampal_R,Precuneus_R,Rectus_R,Vermis_10,Amygdala_R,Thal_VPL_R,Angular_L,Cingulate_Mid_L,VTA_R,Parietal_Sup_R,Pallidum_R,Thal_VL_L,Thal_PuL_L,Occipital_Mid_R,Temporal_Sup_R,Frontal_Sup_2_L,Thal_PuA_L,Thal_PuL_R,Frontal_Sup_2_R,Postcentral_L,Cerebellum_Crus2_R,Frontal_Inf_Oper_R,Cerebellum_4_5_L,Frontal_Inf_Oper_L
ACC_sub_L,1.0,0.3959758565897143,0.647946407932285,0.27050041094065747,-0.3011484232700155,-0.1369514550949788,0.5822066392556992,0.41261318914083267,0.5433547338653526,-0.5268130467877552,0.5159682848942028,-0.0047592952982496795,0.5696331002736433,0.42695917893453617,-0.638185211070467,-0.740978018606692,-0.10042967093054253,-0.6200176942161266,0.6595123014760073,0.7607303727578432,-0.7018121418963199,-0.18123353448881194,0.8088548935657641,0.6871205302454471,-0.12312613726063891,0.12043947049386891,0.20634725647777077,0.8851810431282698,-0.007779505421241276,0.846547745810997,-0.2007545515242253,-0.41087996874097293,0.2931805795333812,0.5899104622385734,0.09267615163319927,-0.621604907436763,0.3194123518087563,0.2656582555922703,-0.648596401400515,0.29959421742997233,0.7610823566030942,0.2582758036754385,-0.3812194790022246,-0.7450529332822455,-0.03837661252429421,0.6764049823525531,-0.7132453920302712,-0.47035358657410326,0.09298001881298087,0.555498338325842,0.30126623069369474,0.18708004211027657,-0.5367023617312067,-0.5625804242933361,-0.5803392206522954,-0.6986817071785705,-0.06550522273982019,-0.3102647070975304,0.014176701603982465,-0.031875680790505734,-0.5812205415164872,-0.6640839200411346,-0.403604601577086,-0.013137599762263388,-0.06641946399837327,-0.6666902423108824,-0.6369713963882999,0.6192416667569248,-0.3435222944847393,-0.28199136853804263,0.8477867428853884,0.4514783518949594,0.6498964979871497,0.7381214838099136,0.21358323565655374,0.09279739200060352,0.45292628818933034,-0.17293526198202305,0.49800435977487845,0.17438381007003279,0.6539320310078904,-0.12920130297843674,-0.6706124625337153,0.009602679938733007,0.6739569254831963,-0.18753410514303354,0.41250257671900714,0.17973082747222266,0.22625131230442563,-0.6172786666411373,-0.38847100368427184,-0.5723024949166863,0.7021243884789307,-0.6512876407388173,-0.28020629459352103,-0.7030786430040099,-0.6972319136517421,0.015584555567826786,0.031747745138648295,-0.22121672934461886
Temporal_Sup_L,0.3959758565897143,1.0,0.6778048228065561,0.630435334512247,-0.30030735453241186,-0.18776579148299596,0.4056380581674705,0.3950769878835648,0.6498955106922869,0.08085660690135195,0.417690131631177,0.03659478727771928,0.15486180528506877,0.016746374594568722,0.018167205653294178,-0.3072945608664905,0.5403153090267558,-0.31015327930072534,0.6857171005857928,0.6393363908490998,-0.41111166473286265,-0.1643061525199094,0.3986597499875298,0.6899614898644417,0.12349692978169635,0.65554639284999,0.3175623962933549,0.34496079001596536,0.24615514750084136,0.4822892224371573,0.0966787835473321,-0.3341443737290454,0.17396762331121363,0.2946152753686103,0.07496150584212899,-0.14360133932361013,0.05755878031371037,0.3366321501791091,-0.44665996340833536,0.4677635757203326,0.30737487545935244,0.6900255272760488,-0.22347952753757647,-0.3310296169939069,0.08220981110188794,0.6882887693291552,-0.16246315095809408,-0.645523103486319,0.3549263663302638,0.5498611139198063,0.035318416733741254,0.8270266061826607,-0.43793219615027157,-0.22516998128829863,-0.1231520737099714,-0.2232630110420731,-0.22813711860792993,0.15901452523079423,0.6851344214813114,-0.024288696371498917,-0.35415617408147526,-0.15996611215008985,-0.34624045364111544,-0.05620830415192942,-0.2731286463147324,-0.5748454782993544,-0.45673240571047796,0.665558474974279,0.08714353536842438,-0.2204354658688911,0.5499054577038301,0.6947824202506079,0.3145375874779108,0.49551880162074036,0.5395637855931457,0.37940227616463046,0.13171103067660264,0.07460835732072854,0.5775398405953664,0.2775236060161932,0.44940836474381884,0.13109495620550032,-0.04279758687355921,0.4379789817580519,0.630263561078666,0.2379546844501065,-0.11639456535021281,0.4996740344881225,0.43490455331595257,-0.39542777524768075,-0.3852416496064334,-0.16886223824473184,0.29011868483316083,-0.13808213748897447,0.2377959405453095,-0.20340086991338355,-0.417920282473742,0.32524907796485314,0.09541283287054116,0.5941579201797004
Hippocampus_L,0.647946407932285,0.6778048228065561,1.0,0.5071594029409473,-0.565447279490812,-0.22676205823021264,0.7247672773365564,0.311953599290541,0.7004955959322073,-0.30096986378576046,0.7686382362590636,-0.026025790521184113,0.29359944835853247,0.0815584365766847,-0.5080487970350778,-0.7163813289188566,-0.02881279711477469,-0.46878457735322915,0.8096788389312392,0.9003584631083039,-0.8079166629135135,-0.09763651956431924,0.7421831353268123,0.8600508889237174,-0.0750090932124778,0.38347785089548586,0.45341508553777843,0.687508467817622,0.3078318446620429,0.8548856478410646,-0.2700897045781514,-0.6441449242993111,-0.01434611582012522,0.49335049371608863,0.25954068482798953,-0.5700192722478703,0.13251344283671754,0.4633033314548794,-0.48711122123635875,0.35145292989610194,0.6370360922106685,0.46013723782307697,-0.3279104908043091,-0.6679164317826792,0.2570289382049055,0.9491712133966043,-0.6284456251865114,-0.749973565760875,0.40283106543825914,0.7909996023451945,0.20489578092675695,0.6428189326317932,-0.6626480389524747,-0.4805431771903957,-0.641881001390689,-0.6981290552916367,-0.27833565080525186,-0.2501347051027669,0.3922206813594522,-0.27457708611988374,-0.6637131852581826,-0.6797714566557683,-0.5542647984577665,-0.20174390672938666,-0.44617253855553807,-0.8625640279128435,-0.6108022361005196,0.8670640464771043,-0.1446376834011277,-0.4515142552068417,0.8725454682319553,0.7278359628279027,0.42245464167434504,0.8970031678876986,0.1898572996962554,-0.033877319247575526,0.41314002684348966,-0.20493225048544356,0.6862180517742802,0.1894294325096333,0.8106888365490493,0.2084068673049748,-0.48597267922119464,0.26164806898320364,0.8316984259699176,0.052843063832883036,0.046213278601741556,0.3802663885540446,0.30708698033093457,-0.6151872957676169,-0.506477429373333,-0.6699020043058255,0.4690558399609078,-0.2678915702470823,-0.1999746584828238,-0.6830958238898956,-0.6388509003196038,0.03383800404197252,0.11294260544339972,-0.0294583944643606
Rolandic_Oper_R,0.27050041094065747,0.630435334512247,0.5071594029409473,1.0,-0.39411758564357224,0.12235465351219532,0.33998297004863426,0.32957786359216157,0.40768747441694797,0.291384906282156,0.2993856004417724,0.18168407646190143,0.04367617342586695,0.015258321868374572,-0.20400748813939795,-0.294867713909398,0.4274945118295206,-0.1446669975044422,0.4656943827410694,0.5653253490591577,-0.2475997465842864,-0.42718679773837853,0.15294579938037506,0.603414003551668,0.024898873959269364,0.4198135512572654,0.23733769200816168,0.17949444975382797,0.671721993604365,0.43747060604517163,0.1418372470300783,-0.1857725510697488,0.36235325920424005,0.08186761774710946,0.23942971385037548,-0.16094985261976383,0.05869024177369048,0.2364918174958375,-0.19868861156724255,0.4993159529667757,0.07682302572744935,0.36022109220864557,0.18727328620821554,-0.28405969709903606,-0.12104625375300988,0.4845168561393851,-0.22414237184424532,-0.6717740347252923,0.15135306549062164,0.3330384319872546,0.06463708833763208,0.5528173514323569,-0.4111980954891343,-0.10920236526757213,-0.32540825826529657,-0.21232819931368044,-0.2675227133997073,0.02851076591411912,0.5143908107810469,-0.1204884861787275,-0.3753965276261502,-0.3054953282871413,-0.23629547712827825,0.24932335177935525,-0.3274397310585203,-0.598164366442303,-0.20588343772555234,0.4772627943532687,0.24164998498761686,-0.17201662859678982,0.5140300353052109,0.5446940155168319,0.15787612378096047,0.36571767151952106,0.6220264601833232,0.21908824180961586,0.05104725155641672,0.35874069154956856,0.5608612066358027,0.1826891178550097,0.256456954541918,-0.1335788813854672,-0.10744253458612861,0.3474341120667658,0.5396336591230602,0.5205941483600933,-0.20722041292410634,0.28030032105627206,0.22184429150271467,-0.05365714653888642,-0.12872292098207186,-0.3114922596326842,0.1256590876235502,-0.30613661383802965,0.2660455161441244,-0.29777258658518885,-0.5193740547154712,0.4895019194172983,0.15901103256415938,0.3129176732975839
Vermis_7,-0.3011484232700155,-0.30030735453241186,-0.565447279490812,-0.39411758564357224,1.0,0.12454130426393861,-0.3693861912484556,0.03922990615666495,-0.09823650100090461,0.1517025249815359,-0.22872168815966037,0.4301874479381724,0.24000844766255075,0.007107248105793736,0.22357617257945284,0.5693831459383647,0.2987021491973603,0.5077230365566873,-0.5103541026914856,-0.5734155644443099,0.5172273376023944,0.22902692105983838,-0.24635443681448446,-0.5543199070888517,0.5817625508867403,0.18914468513692184,-0.5165599748141926,-0.400333246222221,-0.4237188626587449,-0.5061058831758575,0.56294597129079,0.5193171990193457,0.021825107349624267,-0.006239861391246213,0.1264087148492853,0.6204156336340456,-0.20793348221628744,-0.2829507816549233,0.37205900842715356,-0.203126224401429,-0.25147148079260084,0.09527805459157783,0.16824419974442736,0.40072585006073963,0.12553004591981679,-0.5934512920345143,0.2804158091815294,0.8115127300726448,0.0700393601635767,-0.3693031086055014,0.3851831133920672,-0.5516034362755892,0.3708962372960656,0.20744079137099822,0.6119494519828996,0.5008205657077452,0.5202894830552339,0.642260434952081,-0.010237011153063911,0.578166971371514,0.733864760982079,0.5057663911825026,0.7873474264153355,0.17661968017950905,0.8184959769743971,0.7640898759092208,0.38765322933061896,-0.33420920273118887,-0.19069459852242723,0.6033712395877964,-0.4762242364845503,-0.4703289747835829,0.20249021656619365,-0.4523165868809326,0.2035095957991724,0.328908838783571,0.14131899446665183,0.2591081161436858,-0.46427797880277005,0.3410568570703443,-0.4368988356768405,0.00819704987205184,0.08087340790144722,0.2965371903476337,-0.5040096120072093,-0.2735513284528707,0.4742047441666648,0.27629009692944806,-0.2363392602118727,0.2716839939511255,0.5853571920866073,0.6960399199184015,0.012183539959710013,0.15562374793382625,0.44875847495778404,0.42199026849678145,0.24838539974891297,0.16505253957139593,0.4942608698960544,0.2347817665743066
ACC_sup_R,-0.1369514550949788,-0.18776579148299596,-0.22676205823021264,0.12235465351219532,0.12454130426393861,1.0,-0.09105422325799817,0.2423786018887898,-0.002077750503181713,0.3764043036032056,-0.14675832125308705,0.1104540342838378,0.22740202782857272,-0.2275838873440021,0.03722698954330287,0.32546151728406864,0.18074579695590504,0.20634684477431853,-0.3002600329873626,-0.22132339098005002,0.14028562532705083,-0.28954034409975815,-0.21615578028376842,-0.35492995239233094,-0.029492959774203468,-0.11475729572006954,-0.39845178680597576,-0.292754326433241,0.0066728691397742596,-0.15469175175490615,0.23446659209579376,0.5049417836403485,0.27495852793311,-0.3061392765803762,0.09161599640120828,-0.007447993978556408,-0.0757652256266828,-0.23134379448843972,0.24263588989249152,0.04754516922536074,-0.18419168613699294,-0.3436105744505175,0.11815828208407796,-0.05955571923286927,-0.20843996675470386,-0.2464243147292717,0.09116500061704826,0.10497023843467253,-0.36479420016405634,-0.39388599178616207,0.21026963223432893,-0.32208500702667675,-0.14309711986983434,0.04840109862709987,0.1691994108964527,0.2514206110009822,-0.11566036817206203,0.07193750572388422,-0.02209429097844634,0.004322668831834718,0.05574599533454453,0.14399819318111434,0.1612201084564578,0.6020756886092157,0.10355345004110551,0.0639426763462631,0.21294119891831093,-0.24012389139416623,0.004028180553701929,0.16802616327058112,-0.2020792686378023,-0.49542708189081547,0.07373694850952658,-0.235688362704358,0.12445370113756234,-0.3080431472916519,0.081647294232083,0.3211275446011618,0.024472839069047823,0.1388059193007736,-0.20186629666323544,-0.21527676815800553,-0.003944180236499199,-0.14166456902493327,0.006738804283569095,0.12031040978718592,-0.04938910717756151,-0.024672834716986662,0.3194832509233165,0.061060404752193556,0.2136182636348178,0.18959678876181324,0.19807803970625976,-0.33077072515518446,0.0006101616448437717,0.15002846121612512,-0.10436998241355996,0.1471464869724985,0.06965908439249544,-0.0557533983934298
SN_pc_R,0.5822066392556992,0.4056380581674705,0.7247672773365564,0.33998297004863426,-0.3693861912484556,-0.09105422325799817,1.0,0.13618885408479073,0.6110542969884663,-0.19191743551196086,0.7084848592251642,0.10537770822798352,0.4058049920086865,0.05341207157653733,-0.41336931623989615,-0.43383340525248754,-0.02098582349958434,-0.2082322926957596,0.48776083315543733,0.6065591117177829,-0.6454689239220391,-0.18505640648659136,0.6581577074329871,0.5551265657885465,0.1171796167077027,0.16156104832029167,0.2232910432065231,0.5346938635936478,0.12185125583056572,0.6663748750204477,-0.09356234128481201,-0.43395394874784826,0.11597133645752693,0.38562403265881284,0.40899156098259487,-0.4778087066218849,0.057510977826882824,0.32940893206121924,-0.16760441181490734,0.1056353314969668,0.583281596759083,0.349956675831791,-0.30174702087495586,-0.5891499165367641,0.3807528054325478,0.6440865727925288,-0.46452436893667387,-0.38652398587485376,0.27726361431827984,0.67976658831218,0.44080672519034997,0.23578024407172907,-0.6888263055100022,-0.2100251875577578,-0.3948185234436118,-0.42896074765697134,-0.28762613475565546,-0.33884127659872426,0.08305843389690386,-0.3985600640925712,-0.4628568710616795,-0.4375115199219154,-0.27329763316456857,-0.06330238608385239,-0.2078478775637205,-0.6002190022720167,-0.46177007423678496,0.7694957440258335,-0.2794452957576401,-0.22040684694078688,0.6712371563605406,0.3695405835462968,0.5154713322824606,0.6722589866108286,0.22800160333152278,0.0039032146113229327,0.6028789930711985,-0.12947839353451238,0.4190949340357113,0.2962504907139682,0.6407926212259479,0.08446028903963404,-0.4432455829759263,0.2527252644419838,0.701351582728425,-0.06552688487098168,0.26054083711014253,0.4071159374962085,0.30083360042490753,-0.5751737354333214,-0.2179189704341497,-0.3893244505441795,0.5084353885725408,-0.27111183770985786,-0.061704759047682474,-0.46045607927197,-0.591990622383367,0.07597261368037846,0.2814966073750932,-0.06985487569660528
OFCant_R,0.41261318914083267,0.3950769878835648,0.311953599290541,0.32957786359216157,0.03922990615666495,0.2423786018887898,0.13618885408479073,1.0,0.3991292490151397,-0.12323169597943939,0.23030043615113668,0.11711932925108497,0.5343245778095902,-1.1692147557620595e-05,-0.24839928374781484,-0.22335454159839552,0.31612156628026084,-0.39554517845100495,0.38196604624876945,0.38074436433437675,-0.29588601126031794,-0.35874287020022083,0.40634414168156435,0.2554492183002952,-0.11464437666462486,0.2404202297081468,-0.29556004247862644,0.30720338614091147,-0.06910629874378457,0.35407105577974274,0.08653715771114931,0.13143423788331332,0.5285088436892598,0.18875883431912635,-0.012938641915167371,-0.15897115966918166,-0.10855885074743434,-0.264885723509027,-0.36537857634486326,0.6325220447164174,0.34890950566980544,0.27735706936685905,-0.2696878989423929,-0.42900915283950175,-0.21371788630871497,0.33210719497962216,-0.3520107819395928,-0.2521261913583557,-0.1008179470034432,0.12305286879276936,0.2285242960611683,0.16569534908660513,-0.3742560051006951,-0.4422505724714471,-0.1264367191283285,-0.23349086666581595,-0.04138480785150156,0.029945349773654328,0.332287823226181,0.34704553871554933,-0.17206750189511053,-0.24448738988533358,-0.18494628414475414,0.2683251899546182,0.026249816680328834,-0.356736580711189,-0.36021350252373247,0.2894740845518909,-0.24245616881888174,0.012423496749148713,0.34454830807790454,0.12310813609133098,0.5250582589701072,0.30316490113013345,0.33171202784020287,-0.05788063617086053,0.24603009310054536,-0.03200006679403932,0.5792243874518066,0.24124287813345877,0.21412942255052872,-0.34189237135797196,-0.35616660394291827,0.061764710432381735,0.39958977010347774,-0.14515473782347954,0.09725791847051866,0.18585769960531556,0.32701775149484746,-0.29780978051646845,-0.0580908845212812,-0.18177935850663252,0.527632277617863,-0.356551719534164,-0.14553123259247377,-0.2638720331593003,-0.4314233467835729,0.22287966393377565,-0.007528720252309432,0.15902763019202842
Thal_VA_L,0.5433547338653526,0.6498955106922869,0.7004955959322073,0.40768747441694797,-0.09823650100090461,-0.002077750503181713,0.6110542969884663,0.3991292490151397,1.0,0.007749740824962913,0.7275429173140301,0.25145159254067817,0.4511021827651292,0.021364381635251718,-0.23345990374024578,-0.29321368812860676,0.33163829471590306,-0.08265853883053567,0.5045189788846101,0.5684052514431683,-0.47165842354870896,-0.061121415519946216,0.6309859589636447,0.5581602853291603,0.28386480281498505,0.488491468447058,0.13216375818154372,0.4377590635782006,0.05808112888290654,0.5643401805207298,0.1860871443675605,-0.22680882110962025,0.011250264901869728,0.4386614189099762,0.3467185792200583,-0.3149779408655591,0.09543455013959837,0.44591577339298505,-0.2781765199459057,0.2971901230338841,0.603762377556759,0.5187052704918863,-0.2831581905457528,-0.5122863834117362,0.3079755359387487,0.6724368422640182,-0.3585360535717428,-0.3665924788925265,0.4059880417260456,0.6693815493062616,0.5611667293080963,0.3793338584259793,-0.6485828911705731,-0.22137369818687608,-0.1778557763093799,-0.2681038811456104,-0.14028726887974152,0.053697402687698216,0.4309771074896309,-0.10449422472780795,-0.36356962045739966,-0.2562065228766942,-0.14814995178350338,0.16626518279338964,-0.05749842466487797,-0.5074876307242868,-0.3592989225483795,0.8344136524295971,-0.201008777203219,-0.06497028365147257,0.6289280980753374,0.43677743474655417,0.6920947795355227,0.6752395666819219,0.4658199631145503,0.27870731404356563,0.5666765221298389,0.09811721999033247,0.47747939201767964,0.42968853506449,0.6414395252431393,0.2873197680011973,-0.3322523917737168,0.4168683578942017,0.6891446866145338,0.04265107258950914,0.34391064545123323,0.6580908055992013,0.38733767095726535,-0.5706841048410612,-0.22332910753595095,-0.16780787903415534,0.5932084965203797,-0.36779181149399665,0.1890998533069874,-0.3026187910404265,-0.6165754207564602,0.20857882381202686,0.39569638819639935,0.2927770575904206
Paracentral_Lobule_R,-0.5268130467877552,0.08085660690135195,-0.30096986378576046,0.291384906282156,0.1517025249815359,0.3764043036032056,-0.19191743551196086,-0.12323169597943939,0.007749740824962913,1.0,-0.17769798607180656,0.2011719585028482,-0.2868407544926343,-0.2714675678497777,0.5628167174212202,0.6653110514132748,0.5256051476411866,0.6149681197981479,-0.3990423706358451,-0.40128425971479204,0.5515246553678486,-0.06718108784935704,-0.48955518632155093,-0.31490152717471664,0.3298919473797314,0.16145485384432898,-0.22358064219115217,-0.6281662460126023,0.3422269194584641,-0.4400568049713053,0.4360406770818348,0.4117712210063719,-0.027550592103664468,-0.45786887606967763,0.21243244739138764,0.4521654627989593,-0.1969275422010921,0.05093110184822098,0.4924311852937682,-0.033571951016035446,-0.4433832102891772,-0.02049361420712373,0.4745819320844109,0.4928355111765091,0.046055017764332434,-0.32176564029702603,0.624351036114473,0.1601255160207343,-0.05614485783771786,-0.2182991452892923,0.016909105633680546,0.043335600711734555,0.07735451837139334,0.5708078271242194,0.4925304070283998,0.7158540896073293,-0.14531019180548796,0.3817103279109174,0.31740818458020365,-0.11465860525987472,0.3221719449878585,0.5967200198756272,0.3377587612446852,0.4590564800433866,-0.020757688156455338,0.30953056595356476,0.4954180725322481,-0.15953896955383598,0.4335028127024899,0.2887092578657874,-0.3968555346415919,-0.20214295007252922,-0.16380154004462458,-0.4294453266461125,0.38190664768460103,0.24740558395425835,-0.130281752079801,0.6617472718861698,-0.17301103006258509,0.08359436632957826,-0.3670547217118458,0.1197354384444293,0.5764973520491343,0.3052835606323789,-0.1986718295670357,0.6060411013542779,-0.22404835307656615,0.22667560303916848,0.11135082428070536,0.4393702679520011,0.3676409047137596,0.5197977960134215,-0.32878327230452004,0.17640954264335837,0.6730917511314815,0.6215008022439683,0.17701332969584244,0.3872085262362916,0.197503870046257,0.5078654271639231
