,OFCant_R,Thal_VA_R,Frontal_Inf_Oper_R,Thal_PuA_R,Cingulate_Post_L,SupraMarginal_R,Occipital_Sup_R,OFClat_L,Calcarine_L,ACC_pre_R,Cerebellum_Crus1_L,Rectus_L,Cerebellum_6_R,Cerebellum_9_L,Thal_AV_R,Vermis_9,Paracentral_Lobule_R,Thal_IL_R,OFClat_R,Thal_VPL_L,Red_N_R,Thal_PuL_R,Occipital_Mid_L,Cuneus_R,Thal_VL_L,Cerebellum_Crus1_R,Cerebellum_9_R,Thal_MGN_R,OFCmed_L,Cingulate_Mid_L,Heschl_L,ACC_sup_R,Lingual_R,Supp_Motor_Area_L,Insula_L,Temporal_Sup_L,Thal_PuI_R,Rolandic_Oper_L,VTA_R,Frontal_Inf_Orb_2_R,Lingual_L,N_Acc_R,Thal_VA_L,SN_pr_L,Postcentral_L,Rolandic_Oper_R,Insula_R,Caudate_L,Cuneus_L,Hippocampus_R,Vermis_6,Parietal_Sup_R,ACC_sub_L,Frontal_Sup_2_R,N_Acc_L,Pallidum_R,OFCmed_R,Frontal_Sup_Medial_L,Raphe_M,Thal_PuA_L
Cerebellum_Crus1_L,-0.17145188508808046,0.048317298290404424,-0.01678731270453924,0.23932769341446491,0.08156924038030851,-0.24880614999206796,0.33544363925563003,-0.38069814135030344,0.6615007445160963,-0.4366856108501366,1.0,-0.28398333191064806,0.668149503385234,0.20215849780802794,0.27504098878905153,0.3003112077980407,0.10954174466588412,0.36953085340743363,-0.36729569503434395,-0.46179123098281644,-0.15718078805586458,0.42982243825261296,0.05254762156858629,0.13804931438066226,-0.0012095485583910204,0.765577964342594,0.14210519078253178,-0.21592938073443002,-0.44877121647828594,0.06071306270894372,0.026233434717537037,-0.10807087829073503,0.5562438263987668,0.4653729461705395,0.10619936700697921,-0.2560249495708902,-0.18530988776220259,0.09446020120587895,-0.6046664994299271,-0.540724720462105,0.597390067675293,-0.5781135018284397,-0.4084798983468395,0.26015123475592145,0.3577928387964061,-0.3928721867247815,-0.5543067525118888,-0.17037466684983585,0.32555092436476235,-0.37300174381945495,0.5888627466587771,-0.10224618075158302,-0.5013448395967463,0.26651446338035745,-0.2483363959358798,-0.017647615898871826,-0.25474244024075854,0.520920854270363,0.510341405890374,-0.3723533774040169
Rectus_L,0.5988803064783846,0.22042603651377113,0.03113453168225479,-0.34612388129371013,-0.1420348034996262,0.081583089068635,-0.3277721880340583,0.5140173348389854,-0.3294312011867023,0.4682056626431364,-0.28398333191064806,1.0,-0.47412806645304306,-0.056165868273245434,-0.05294846508584284,-0.12512142941745955,-0.3704353852464076,-0.5632854659210483,0.5104836020958025,0.4660183421995345,0.41198653598669593,-0.44608751782629186,-0.21995648194064285,-0.22679768680172938,0.2588154022987235,-0.4953664357932656,-0.4370261851968908,-0.14380265284346067,0.61965341801209,0.08172857717099545,0.32835366483938977,-0.07136371682503241,-0.4101577788170189,-0.5318249379412838,0.2693746876884463,0.33266859073191685,-0.022705298630093,0.09637726953621978,0.39595192116658473,0.5122039592514767,-0.5330320876209953,0.6857688512613628,0.4135670916506577,-0.22225598653767384,-0.5910040209514444,0.3290651183261396,0.4563731183291421,0.2174146340087208,-0.38749849012827736,0.14289008641283904,-0.3368898576483467,-0.16171304959983313,0.651946363183038,-0.19727762448467204,0.31341481810921473,0.2747744362514255,0.5887826597636303,-0.3785279312777857,0.2914245946582071,0.5499883183358614
Cerebellum_6_R,-0.3171477138659947,-0.009214162684289281,0.17651481376620715,0.22306114201161276,0.41765363846465364,-0.19257406361411666,0.48113148610541745,-0.7690527999243407,0.792522897639209,-0.5100849440542395,0.668149503385234,-0.47412806645304306,1.0,0.5673807460886894,0.5201212379662531,0.6245229730356343,0.45563845820347354,0.47968648670681546,-0.1751760183595182,-0.344696081110075,-0.12394721865742271,0.3931395531436241,-0.04711602148423872,0.36952998387322816,0.07674772018495347,0.9250178271664755,0.490288812847879,-0.24283369334933372,-0.4152892616307099,0.19022850740565792,-0.1485968771164758,0.12348871009024384,0.8915164367524174,0.8156783423034941,0.13010320454413613,-0.4432379781880354,0.2065949101691128,0.28165332585994257,-0.6970765109495826,-0.4996301301412265,0.7918647357766143,-0.7107043444291646,-0.35340182667185904,0.5572597101957892,0.7216087193795219,-0.3890395647239597,-0.5214503141978646,0.09801138284348171,0.49080933282657163,-0.19336321073638593,0.8891383137739656,0.00596747413246095,-0.6244666011851576,0.5996064377299309,-0.1284020626368217,0.1966227859989996,-0.3681807832499879,0.8348058127087228,0.3023929092404187,-0.3731400185073432
Cerebellum_9_L,0.07223732449350981,0.20384014406055492,0.3412875889314688,0.10500544163497154,0.42671597150857743,-0.07220144721348146,0.08385229268134325,-0.4735444556977769,0.3806659467344124,-0.16962855945582792,0.20215849780802794,-0.056165868273245434,0.5673807460886894,1.0,0.4968768310862918,0.7618573230399283,0.14994940457246855,0.1388531427877291,0.33469982175680507,0.17164006514382457,0.21309593998700457,-0.04502739390883538,-0.37785169581832273,0.02018544186256502,0.24803509134265161,0.4524509889105757,0.4085507026801202,-0.04891745382876661,0.11727227296296705,0.2825064075386536,-0.0012664967916905787,0.21019378084547624,0.3835493465512875,0.44591754911880194,0.15895246211075442,-0.24328483546988425,0.3693756473077691,0.26899512418040705,-0.23393935673397195,-0.08889805331626259,0.1423154200215459,-0.13850882921666124,0.06748737205717788,0.500331030262121,0.3317683145019881,-0.22527831618918037,-0.12420158771476013,0.2975895158561962,0.10468749297459046,0.1480832030901653,0.46370589583845834,-0.1980066341617848,-0.1241899222969852,0.36486693019657546,0.021938298656893708,0.5721909909510998,-0.15799616576463124,0.522172206268827,0.2965906561448221,0.12346249476431537
Thal_AV_R,-0.11464437666462486,-0.16684731502796277,0.3958671697314259,0.13354769026024724,0.4634312525949086,0.16324506498851343,0.06876451324349435,-0.20356758532510913,0.4651962272554226,0.09728480256120889,0.27504098878905153,-0.05294846508584284,0.5201212379662531,0.4968768310862918,1.0,0.4095285457950806,0.3298919473797314,-0.0281220568117481,0.300549582492278,0.12710233421729894,-0.0753903352498913,0.10843977752265252,-0.20179264724235502,0.19122282900350632,0.6500623164570762,0.362112198924331,0.07589974617482793,-0.14519509472376707,0.08372499247214132,0.6691655511811196,0.37538752849755325,-0.029492959774203468,0.44723868263823385,0.36150894015501495,0.5831598544337905,0.12349692978169635,0.08956596025571797,0.4923026530264633,-0.09599183173441696,-0.017388510210417686,0.2481332160396329,-0.16123290603698873,0.28386480281498505,0.15286450539528643,0.215556365951717,0.024898873959269364,0.17314580227550883,0.5546426647168498,0.115936360354768,0.30051162022464784,0.5112106039127101,-0.00011188589983089146,-0.12312613726063891,0.7017146967403783,0.14090609510219515,0.5314980735039412,-0.11717001259681437,0.5514845002605853,0.2650453838968315,0.09695758577407952
Vermis_9,0.012423496749148713,0.2150073262914396,0.3710420432938996,0.011336348542750565,0.35452159823230844,-0.13031278280741634,0.3140332577212856,-0.4865161613822643,0.555777000059183,-0.2650197995157658,0.3003112077980407,-0.12512142941745955,0.6245229730356343,0.7618573230399283,0.4095285457950806,1.0,0.2887092578657874,0.2598246313685696,0.10061075923675626,-0.05048508203490814,0.23960560067647588,0.12229217269512524,-0.08092475832528236,0.3015488570756647,0.15313692406338367,0.5136583359899342,0.5631808789377906,-0.20065423416788436,-0.1325334714207843,0.21073958959069114,-0.06302582329100785,0.16802616327058112,0.5591912598102504,0.5182394908843555,0.16724504097495416,-0.2204354658688911,0.28559447307704533,0.37988537295542557,-0.3505907276698357,-0.21405301405899319,0.3930906606363568,-0.32454883219380815,-0.06497028365147257,0.49685848199282034,0.48576281045275443,-0.17201662859678982,-0.24007191391293128,0.16690202083869807,0.36002544875798986,-0.07402307189976184,0.5404836344323222,-0.0019849310242465432,-0.28199136853804263,0.43748228575550313,-0.04076193709357364,0.31365428387956085,-0.07351478691880772,0.5164092708563004,0.31959316640220325,-0.15192163435062256
Paracentral_Lobule_R,-0.12323169597943939,-0.1589261324766671,0.3872085262362916,-0.06718108784935704,0.45285183031562787,0.24393372143557213,0.5234686152877209,-0.3990423706358451,0.4521654627989593,-0.24980018612125596,0.10954174466588412,-0.3704353852464076,0.45563845820347354,0.14994940457246855,0.3298919473797314,0.2887092578657874,1.0,0.3474099612545853,-0.16380154004462458,-0.11262657499519182,-0.027550592103664468,0.17640954264335837,0.31038196462375073,0.5900174898414473,0.22667560303916848,0.30953056595356476,0.4980174338776426,-0.1969275422010921,-0.41372946133779853,0.3052835606323789,-0.02049361420712373,0.3764043036032056,0.5448644663123575,0.6653110514132748,0.17045181433460765,0.08085660690135195,0.4590564800433866,0.5256051476411866,-0.1986718295670357,-0.4433832102891772,0.4928355111765091,-0.5413724999954421,0.007749740824962913,0.4117712210063719,0.6215008022439683,0.291384906282156,-0.15953896955383598,0.21243244739138764,0.5669176340973487,-0.21139108374626905,0.392882549417184,0.6060411013542779,-0.5268130467877552,0.6730917511314815,0.13700157332515403,-0.22404835307656615,-0.033571951016035446,0.5155940632422444,-0.11465860525987472,-0.32878327230452004
Thal_IL_R,-0.41601172644162376,0.341883927659611,0.12160283852555133,0.2306027484122137,0.2052238690487902,0.19251253867881268,0.684378369259591,-0.5828270287428545,0.45263506930634595,-0.4325332963940692,0.36953085340743363,-0.5632854659210483,0.47968648670681546,0.1388531427877291,-0.0281220568117481,0.2598246313685696,0.3474099612545853,1.0,-0.5001072732870244,-0.6879655338733253,0.040894707680662515,0.26363506378909574,0.3784686217809466,0.42625755581884056,-0.4552526260306455,0.4948149577745474,0.5738319634989311,0.23379122232295624,-0.5009825585933778,-0.1446361180830921,-0.448909671002777,0.09637702795673565,0.5053732249491399,0.4218822556166108,-0.1872430412722685,-0.4171696665975282,0.25103632434522793,0.00847075546198884,-0.5100146691872549,-0.6963398701789296,0.5879546514819621,-0.7673817781568837,-0.6168167788001448,0.4085851278174235,0.499249291455023,-0.1360608163165742,-0.7196388715006318,-0.25245220517141664,0.6851459398850898,-0.3946622600688089,0.3382684117076182,0.4043011672973823,-0.554192381571361,0.24866329458403916,-0.6262979756178139,-0.2024590997287549,-0.2895012273470264,0.3005052627109805,0.021042615108760026,-0.6493206252015049
OFClat_R,0.5250582589701072,0.031821752968186665,0.1346962710643565,0.019188255019718985,0.16411291079112003,0.052703659719330824,-0.4165689107207145,0.33297521757803106,-0.28216909336795887,0.565521767668,-0.36729569503434395,0.5104836020958025,-0.1751760183595182,0.33469982175680507,0.300549582492278,0.10061075923675626,-0.16380154004462458,-0.5001072732870244,1.0,0.6937266230766396,0.212088322535677,-0.4932150042127898,-0.4990305169931121,-0.3195508043269942,0.4951393881115549,-0.3014778188186064,-0.2673387214784991,0.16095710341925398,0.6019654380403537,0.3513752949333814,0.3690564406444808,0.07373694850952658,-0.3041247875554544,-0.2427355712648544,0.31778856680256345,0.3145375874779108,0.30214223040620664,0.25096361763962055,0.4973708705779177,0.6903749268787601,-0.524691083425155,0.6296429845584696,0.6920947795355227,-0.00746084827937284,-0.27225713824790226,0.15787612378096047,0.6247400693032097,0.3051302399487927,-0.37745865127774036,0.6042923214676876,-0.14144913807428663,-0.21295808208479872,0.6498964979871497,0.12469809939531713,0.23012854440249905,0.6430570390600194,0.2296243819313838,0.028169174495594734,0.08679504493505955,0.7067161085586402
Thal_VPL_L,0.531869846942749,-0.09738021886172309,0.14301286222659038,-0.2660584052591573,0.14664627835706726,-0.10832827059632137,-0.6560533338572758,0.3338564121305335,-0.4373535980500316,0.40338995527282356,-0.46179123098281644,0.4660183421995345,-0.344696081110075,0.17164006514382457,0.12710233421729894,-0.05048508203490814,-0.11262657499519182,-0.6879655338733253,0.6937266230766396,1.0,0.1948607762085845,-0.6032212843061394,-0.604147024229317,-0.4704084123605699,0.47940660716934347,-0.4229440403211678,-0.2803420239742897,0.042911522259401924,0.5310903412007301,0.1581931180267099,0.29021327433299926,0.34049643629631615,-0.4143733903387518,-0.21177160707537804,0.09776157738223733,0.37737070616284374,0.2880593009225424,0.22771187137843013,0.5168638255405674,0.6119751279180253,-0.633002363943848,0.6432198592622322,0.684474400585999,-0.03339113685202512,-0.30624736813880343,0.23135441108329136,0.583197840727248,0.24926931431290536,-0.6129269815092282,0.43816997303779437,-0.2506777680682379,-0.331756480970337,0.584494271173518,-0.07961156671412599,0.4010859399135743,0.4189671883874704,0.2726518250730572,-0.044772968155626744,-0.01785810399659697,0.8960834080652705
Red_N_R,0.5285088436892598,0.6542337195433517,0.3894191613221599,-0.5302610595532543,0.10351374323529976,0.025572456678253773,0.008222991999986981,0.04528362938585424,0.030990288947855247,0.0020098932706144974,-0.15718078805586458,0.41198653598669593,-0.12394721865742271,0.21309593998700457,-0.0753903352498913,0.23960560067647588,-0.027550592103664468,0.040894707680662515,0.212088322535677,0.1948607762085845,1.0,-0.32072213385570986,-0.03513423577781955,0.07752951933639643,-0.039656667178818814,-0.1989749893102097,0.08929473145004636,-0.07139740927323893,0.16674657459779563,-0.05154451819008489,0.02931161225880819,0.27495852793311,-0.07755516665756153,-0.07936711827229616,0.07482316652463562,0.17396762331121363,0.30168490627646427,0.3704905581930354,0.1864695075626229,0.03257452707306615,-0.21027704527312863,0.19385446506625958,0.011250264901869728,0.301116767314372,-0.0764527315578373,0.36235325920424005,-0.03679170908057557,-0.017834279077061605,0.029885384047709927,-0.2751625698583594,-0.02119690003664597,0.009890639905177138,0.2931805795333812,-0.027770009897021723,-0.12191023717526857,0.10698466933619392,0.4919098302917299,-0.14919501969018154,0.30569731882525447,0.22037535612989595
Thal_PuL_R,-0.356551719534164,-0.309339791611998,0.02119637107309546,0.30246006367293177,-0.00902429377482589,-0.14401094817939572,0.41720596863000253,-0.3055761488858436,0.49697689969495473,-0.4557579816098155,0.42982243825261296,-0.44608751782629186,0.3931395531436241,-0.04502739390883538,0.10843977752265252,0.12229217269512524,0.17640954264335837,0.26363506378909574,-0.4932150042127898,-0.6032212843061394,-0.32072213385570986,1.0,0.49404308786434187,0.38228486519653737,-0.009844516520386506,0.4475787477384564,0.12110686724991011,-0.42035275332683253,-0.5326055362114936,0.1266108209750856,0.00597199296734592,-0.33077072515518446,0.41141434599830434,0.3358081504791038,0.0023326188371718703,-0.13808213748897447,-0.37938185025937415,-0.016738299660630857,-0.42799599930419546,-0.40568375044335164,0.6044068035421631,-0.4619347634789011,-0.36779181149399665,0.019167705089426397,0.42449050646623954,-0.30613661383802965,-0.27635461958328056,-0.001230982489717028,0.44196468456793797,-0.20703889036174677,0.3319444666147258,0.11628199533669936,-0.6512876407388173,0.14976765938959008,0.1137849009027017,-0.360228183977095,-0.23908166608446024,0.10939404962470521,0.05056188111653921,-0.6396676726946251
