,ParaHippocampal_R,Occipital_Inf_L,Thal_LP_R,Frontal_Inf_Orb_2_L,Red_N_R,Frontal_Mid_2_R,OFCant_R,OFCpost_L,Olfactory_L,Temporal_Inf_L,Occipital_Sup_L,Postcentral_L,Paracentral_Lobule_R,Cerebellum_6_R,Frontal_Med_Orb_L,Cingulate_Post_R,OFClat_L,Cerebellum_3_L,LC_L,Thal_PuI_L,Lingual_L,Caudate_R,Cingulate_Post_L,Thal_LGN_R,N_Acc_R,Thal_VPL_R,ACC_sub_L,Supp_Motor_Area_L,Fusiform_R,Thal_PuM_R,Vermis_8,Putamen_L,Vermis_10,Temporal_Mid_L,Rolandic_Oper_R,Cerebellum_Crus2_L,Hippocampus_L,Occipital_Mid_L,Vermis_1_2,SupraMarginal_R,Occipital_Inf_R,Thal_PuM_L,Caudate_L,OFCpost_R,ACC_sup_R,Cerebellum_9_L,Thal_MDl_L,SN_pc_L,Postcentral_R,Parietal_Sup_R,Cingulate_Mid_L,Temporal_Pole_Sup_R,Insula_L,Cerebellum_Crus1_L,Occipital_Mid_R,Frontal_Sup_Medial_L,Cerebellum_8_L,Precuneus_L,Thal_PuL_L,Thal_AV_L,Temporal_Pole_Mid_R,Thal_PuI_R,Frontal_Med_Orb_R,Thal_VA_L,Cerebellum_4_5_R,Raphe_D,Fusiform_L,Thal_MGN_L,Thal_MDm_L,Vermis_9,Thal_LGN_L,Cuneus_R,Cerebellum_4_5_L,Precentral_R,Frontal_Inf_Oper_L,Frontal_Inf_Tri_L,Frontal_Sup_2_L,Cuneus_L,Vermis_3,Thal_IL_R,Red_N_L,Cerebellum_6_L,Frontal_Sup_Medial_R,Temporal_Sup_L,ACC_pre_L,Cerebellum_Crus1_R,Angular_L,Rectus_R,Thal_VL_R,SN_pr_R,Rolandic_Oper_L,Thal_MDm_R,Thal_PuA_L,Cingulate_Mid_R,Thal_PuA_R
Occipital_Sup_L,0.2739152370752366,0.21957732577878286,0.15100160775241647,0.01687558017236324,0.16335912853974985,-0.2647596887114258,-0.14508150083250282,0.10298978409114926,0.2992656661476701,0.025222956161125486,1.0,0.3998986147338729,0.6664956349620478,0.2729664888084275,0.03845478414758359,0.3336588636596713,-0.34333170173435495,0.3796897515781084,0.30583284880967454,0.22643644287891293,0.33763180157610184,0.27298778832649795,0.23240469929160534,0.04167361441541098,-0.04147495474623899,0.266122782683974,0.028264487604410853,0.08625237659333644,-0.055607597946973536,0.6185274001520744,0.1809697623091433,0.2910503413721126,0.1278688384752603,0.34530886493083285,-5.255608817433573e-06,-0.22208337090295088,0.11002408521945542,0.3680844318095327,0.34437679766260576,0.7338639925808018,-0.07513050720831728,0.7022150763869281,0.2953598271505018,0.10484892692359314,0.3662891060553769,0.09141911967900754,0.44474547840812667,-0.008089707891377508,0.5278782361676354,0.27092053033659913,0.35892409944310555,0.23695129234424703,0.20822621467492589,0.014769230986862489,0.7961829693157058,-0.4107290148531605,0.06438490692487708,0.7157928255049313,0.21474268914029485,0.03961618621199336,0.20984306815553472,0.46380594931805136,0.21156374125528238,0.08840129265847749,0.10620039246547944,-0.008192846099645943,0.2035055880264202,-0.12541876045742387,0.42553516054129453,0.20448068981405643,0.19305945364591762,0.8236381995735987,0.23291247098431458,0.2856549834915526,-0.036232464713783885,-0.27507170898639355,-0.36491802083663294,0.6865967967723507,0.1405322972920673,0.1352087795448248,0.049553459756071845,-0.02523488552750492,-0.4306019640015936,0.28360721551992973,-0.3985550814566699,0.12023157110729721,0.8697344732691898,0.12404945434466515,0.21318740212181944,0.4094765777428468,0.18122188489209798,0.5672447434426394,0.3782437343536039,0.37223596899921874,0.4457295134150324
Postcentral_L,0.4357784693250878,0.2192899999943968,0.23772385911409666,0.3763840091856647,0.2657911799041264,0.4050201735255705,0.3207170565871827,0.32236935622069923,0.30024238176195805,0.5342113488153764,0.3998986147338729,1.0,0.22041182932341896,0.35026485952343356,-0.0390503596711725,0.5209632834105266,0.3897793178182775,0.5313955995556419,0.3927920883332083,0.5063478642431106,0.4805068022119875,0.5258321572975757,0.4172382063659392,0.2700060759421251,0.34679403886942484,0.5021605792918465,0.06286448287563218,0.5862721946039915,0.34064263800910644,0.4329170504047922,0.36229427843316675,0.38990354140589234,0.3800372154987333,0.6915158437785404,0.5878595660643362,-0.18165655196479463,0.4794462367692831,0.2002086355506546,0.5204810225310018,0.6040891391043741,0.08346780696701767,0.3251303260122522,0.4847723523895892,0.3355320617850518,0.4173876980007975,0.43530788483142774,0.4714240372873809,0.3818610116527188,0.7190319090166015,0.08898433550736846,0.7410805965135736,0.4964464862701325,0.6822560472176331,0.21027433278146046,0.18870741506734873,0.28952404738086057,0.30803137344915243,0.5524593282336632,0.24375890104172498,0.36312310305111734,-0.009962374213343398,0.35539853713641156,-0.10240873812713394,0.3461041058794515,0.446005782818663,0.03751509307967966,0.49761189408174644,0.24025745947485194,0.4270113755009191,0.43370528492240973,0.5662329023728577,0.41198410645523914,0.4392843091012003,0.6209513072776505,0.7111918402859552,0.5924571161461316,0.4138651006692418,0.4106390795703909,0.5269105971213027,0.29937653445303875,0.42148941443365634,0.2733674818385965,0.2512576965406976,0.7520090810411815,-0.026422224132161887,0.13884931445527954,0.3639360315714471,0.07138282884718382,0.4615749091908252,0.48142956748007304,0.6215093816671962,0.5227531926737339,0.5117209031298522,0.7099082245404458,0.388317492833687
Paracentral_Lobule_R,0.20223419077580523,-0.19216011224733107,-0.07655973176066705,0.06210743762963741,0.183807281851668,-0.3807982360926336,-0.1802336668715009,0.01625170012015298,0.17873475993206778,-0.1457799807264165,0.6664956349620478,0.22041182932341896,1.0,-0.1961173548145211,0.1726721453369452,0.17593405520434094,-0.35064037252060437,0.3442556152700261,0.262616852436577,0.2571521620321259,0.002673418896885353,0.2236406396635078,0.168528877671297,-0.029781342477823575,0.039605142671678285,0.22534294354731255,0.21769560941669455,-0.2108274686906197,-0.13926516586832569,0.5406546822029904,-0.15402143949717984,0.28549498896812975,-0.009159073659504175,0.07959485705291876,-0.058162318789595005,-0.41518398963787356,0.048184215672696415,-0.01219864100839772,0.5482366988669967,0.6819182342326124,-0.41738763639523596,0.5702862083093668,0.31133754312419265,0.10368243958627124,0.37165225870728297,-0.15781348891713848,0.38865076617826716,0.2014852729642675,0.43855965008744424,0.5785516789954513,0.19327194092697872,0.15510432700703952,0.03971737916333886,-0.4135386268201852,0.5718820442371164,-0.5559905721374448,-0.32473933842023167,0.5101185955796461,0.1871909254873935,-0.012165781352505291,0.2217002909964744,0.3172213858233801,0.15422213475702834,0.12123715205542059,0.004059684872111881,-0.08229406902248942,0.016762631827377524,-0.050488632102647854,0.4149235990156348,-0.07484943164699527,0.04599058104850232,0.6834902168966929,0.2076064153593276,0.13863388095057713,-0.12113034371096769,-0.35174511679940507,-0.5127912153681757,0.5149906703236024,0.1546334752363072,0.07098100790626384,0.1443871003300426,-0.41955255674684067,-0.5307573260135265,0.11395134848395118,-0.3449014773792063,-0.30931373356058983,0.6794969807214403,0.30390123688778026,0.2371516407350648,0.402868390567945,0.10242752858131363,0.478806801903525,0.42720611179973556,0.22053235289798057,0.3423477578011312
Cerebellum_6_R,0.2848964791818509,0.5727233189008076,0.250657669038162,0.12292113806135964,0.11958674452220606,0.3957781595613752,0.0525414740199082,0.31495119647755737,0.16177277576856688,0.5019897792853213,0.2729664888084275,0.35026485952343356,-0.1961173548145211,1.0,-0.2738270369835531,0.44435932697706654,0.029884279901020452,0.29291589019548997,0.19769200034525142,0.1988375770493019,0.7511561219547789,0.2703468391843719,0.3908625563607882,0.21587217960721852,0.12328027050915628,0.2871784973453473,-0.18216409406090175,0.36059245709819604,0.5372774503267832,0.21335213011295678,0.8862377578016292,0.2864487711111696,0.692044737124158,0.5349187952536192,0.3899193629585862,0.3918186560511228,0.3576295217625638,0.46551465833508926,-0.02745234150776143,0.30049086835464467,0.6261030995966159,0.1860023565597238,0.2707143623366584,0.27163039779400194,0.2715340267442029,0.7827759528101619,0.25765041102596137,-0.030524608765145927,0.26752702091349995,-0.25418512001240884,0.5230645420899314,0.2919819932945478,0.5195299513183754,0.7855809778877532,0.14801300361811173,0.43560979781833403,0.8256519734043027,0.42887500506824494,0.11173731893414232,0.3045969265700117,0.0589764535321431,0.33973444924155055,-0.06480555241767978,0.1984002713115312,0.6616081443979613,0.06585445835379657,0.5072298724755124,-0.1412796013700627,0.27580454299929813,0.8392625188150535,0.1524102722020515,0.2321630356137633,0.3613411272785317,0.3685503058909673,0.4064849095242953,0.386836894073831,0.3481287881180342,0.34032502521784996,0.27525577962002884,0.20658526679463943,-0.03590794482951102,0.8096369819126606,0.3470946729047138,0.47087398367141803,0.15267851306736951,0.808234010982328,0.11037328530889194,-0.10975317564751765,0.21606164095911998,0.2220694992510696,0.44068510872726385,0.2614046356310412,0.15159473159243717,0.4306153610038711,0.2992256368951326
Frontal_Med_Orb_L,0.2518288599774966,-0.5056160098520891,-0.07988780228145456,0.32927794103816593,0.34132582300718173,-0.241800555974264,-0.026910938501155463,-0.11379434028745734,0.13661596107913276,0.031231519241554873,0.03845478414758359,-0.0390503596711725,0.1726721453369452,-0.2738270369835531,1.0,0.14519377963228233,0.12101680631499495,0.23462866535478413,0.24322099999857189,-0.06796552866224462,-0.15659685949781132,0.16386721348996666,0.15369058346095624,0.28683363321369654,0.36057062413293284,0.08535542704467092,0.677562305505418,-0.031049932531451527,-0.003333246833628583,-0.1459378512457341,-0.09067659411538428,0.24626254297470035,-0.010853219832062248,-0.03233396299401015,0.04319916439628044,-0.541843716026143,0.020743948947800763,-0.6020438312441644,0.36778375283445963,0.22518830868733516,-0.6374005253022256,-0.12441897031914473,0.10772191649502606,0.04598359764398985,0.2849412312842778,-0.01878819877589929,-0.01535105489526595,0.3197725460339947,0.21545103357624018,0.3809443960891132,0.09758659677190662,0.24168947560070023,-0.18355404871874034,-0.5230417261118425,-0.01676716835428372,-0.3472501555627869,-0.2955246151777339,0.19205114680863083,-0.09790177012989182,0.25111255672262367,0.41984787631646764,-0.34546350115232966,0.5323475045988202,0.16625506728118736,0.13090180847542449,-0.22294301430502186,-0.1123467528891152,0.29226220386017887,-0.06773327959468388,0.015671574900043773,0.13569442011395377,0.1550200608036918,0.14042837564376545,-0.028961977906359855,-0.13327435624494763,-0.21810980860259138,-0.36898999643577196,0.2279611133227747,0.2343009061308024,0.21979954018751155,0.3828860219466192,-0.4280968274635382,-0.37165678468450963,0.05352001536591754,-0.32912451067036996,-0.4357318959012929,0.16733504573043018,0.2878126836097741,0.1640568911766281,0.009385148163447748,0.07665273217914502,-0.08629293253080064,0.11798499224355792,0.16931200250361536,-0.2715023390397931
Cingulate_Post_R,0.5487119631803745,0.09069865266068922,0.1248774476171955,0.36697380942740687,0.3786986834172462,0.3271490208707824,0.10267274191806719,0.4260241620161347,0.3051621792008727,0.6008992492259058,0.3336588636596713,0.5209632834105266,0.17593405520434094,0.44435932697706654,0.14519377963228233,1.0,0.11881748312882487,0.6022107388312834,0.46331964861241154,0.46672732007950374,0.6729749561957338,0.48839999499834275,0.9028694636689223,0.384271609467507,0.45126561696342643,0.41274090005557995,0.1368633887185588,0.39705450411628707,0.6869693138595343,0.4665112714840626,0.416856209251664,0.6830709369716862,0.6674189232687865,0.7213213769980166,0.7221878154978476,-0.00022532694003887902,0.7253506565577107,-0.08178252448200343,0.4606751325549513,0.5934152635453773,0.05096259605829124,0.31885116566367266,0.4925126686644345,0.5100156620867982,0.5155377994632963,0.5887325570700371,0.4047933163897109,0.41913747490188036,0.5221559284804196,0.27547255541460086,0.8472865681822701,0.6181639736134987,0.639280515619767,0.18682820212125095,0.1787904244916748,0.15231110700691666,0.2623760495179413,0.8175755901468843,0.31200647807316634,0.32994448505260665,0.14665562513486077,0.33717801141632125,-0.02144521720504249,0.44529169672811164,0.7386666831888699,-0.10436202317222863,0.5082674178985153,0.3542095308334136,0.39074577771982727,0.5381449847503376,0.4425725499625505,0.5543658171675012,0.6919596694919714,0.48609735071432153,0.5002990659729875,0.4094599334809634,0.1424560232187878,0.767708799234426,0.6539799338595585,0.4039489834324399,0.4608252817666089,0.3774202222912807,0.12772031494686922,0.720687293352678,0.0021070595535889456,0.11504627753083448,0.39244482815401444,0.14686290114445558,0.43055002341481474,0.47055211465026464,0.6898601089920781,0.42923361043722685,0.3779057025575094,0.8490618091720457,0.41187982507683696
OFClat_L,0.20400297423858457,-0.19045899020270882,0.37727506797737115,0.2823350944638942,0.19317033648193394,0.5964550078273005,0.560837919197409,0.107603379905418,0.2691383628118547,0.36907580703933957,-0.34333170173435495,0.3897793178182775,-0.35064037252060437,0.029884279901020452,0.12101680631499495,0.11881748312882487,1.0,0.06460541576240234,0.08757968522737618,0.06250271996478046,0.1018321695456396,0.18078025813751927,0.10325611727014948,0.312578896449137,0.1779187226882854,0.15080831598357122,0.05455581452176286,0.6699326274777698,0.20398648683673662,-0.06472903816980664,0.04538997324164208,0.06920540675613646,0.004535478348530294,0.2690043687894112,0.3166875204497166,-0.0034056880081335087,0.24290149853992316,-0.18838620575584808,0.10023131046945141,-0.07041762226618001,0.08934898609531201,-0.19316688707380256,-0.021572018490005083,0.02011447900365095,-0.18287347905943566,0.31259157792088527,0.08807818350122248,0.43160240761718677,0.3081545689841144,-0.043950117319737726,0.24125804132028925,0.011034471809603055,0.2870859231964136,0.12747814715834768,-0.26960594272630667,0.5135950961319518,0.17657878811098893,-0.10384046144252226,-0.037912195966330005,0.2985889796596484,-0.38916523025883054,-0.15171949162984152,-0.2753291210033408,0.037327468949531185,0.1746829005576218,0.23544910058564247,0.24568239884372492,0.43379267742461436,-0.14421826329130835,0.16493304579845372,0.5309716271650592,-0.1438080807661159,0.07476970610161988,0.509905682753135,0.4589917463799206,0.5905322744908218,0.659543610552362,-0.1618785848365059,0.14247923678802843,0.2220756619363426,0.36694665870187,0.21320256712905739,0.543206561443252,0.2996486994970349,0.2678967489390584,-0.03996081299756752,-0.1838243957370232,-0.30398768212570193,0.1545102946232958,0.0022448518209237742,0.2618719969305475,0.0345563856575746,0.05628882127368402,0.3229253321996057,-0.1558315146927504
Cerebellum_3_L,0.5997092196048347,0.04435303365123057,0.2268118972025539,0.46255087479057155,0.5102271546851578,0.24813545986055122,0.2073460873240885,0.3704840023321825,0.24739221289328128,0.5249273871974114,0.3796897515781084,0.5313955995556419,0.3442556152700261,0.29291589019548997,0.23462866535478413,0.6022107388312834,0.06460541576240234,1.0,0.6852465964431095,0.5419147694495955,0.5082117447548546,0.6058703715329172,0.5082840337063789,0.4851200749589898,0.5630218770991081,0.5513698229688951,0.32525509218132437,0.2990759450437958,0.5033818363721213,0.532155536217075,0.2919458926723584,0.6547788400912234,0.4803392706155004,0.577034309526571,0.5705747305356549,-0.2589334938552619,0.6248510032508614,-0.0721663137248512,0.6861805042025743,0.6512940818684876,-0.05879814429324507,0.4254261027189423,0.6246164150177823,0.463976615637702,0.6355895437352598,0.4815238135250432,0.4956432325529756,0.5572175267218946,0.6793261790672074,0.38873503348143146,0.6655078165791692,0.599102720814176,0.576425134822454,0.0388345484425709,0.2820374004753785,0.07107690869024455,0.11600974789964633,0.6361112414731074,0.30369804762521996,0.4515535115721237,0.3187444623500549,0.2890919200100505,0.09046455429086667,0.469277095399764,0.6330474032409709,-0.19612281602719678,0.5654296142515145,0.3029048720623384,0.49265539024296795,0.39928146715261037,0.5465744322578041,0.48237227269992544,0.7726890903255653,0.5085728467403934,0.4706660300272459,0.26922251055804464,0.053775897324719796,0.5584464391222542,0.7774662938469454,0.5202009817794961,0.5611296138813013,0.18060824226517133,0.013199711608853764,0.6127548068442433,0.016859997082959915,-0.017555486603535436,0.391131731315342,0.27007487160987453,0.5756964764502569,0.6224602128516655,0.6321365282351468,0.5147909084257052,0.6323578013918283,0.7178159597784757,0.35624925372801197
LC_L,0.5530901833389621,0.14380604902771804,0.23846880697400813,0.38729250030841417,0.42968290308468365,0.1602923892001113,0.1819671615163572,0.36609431256965685,0.4055723121863282,0.3965897971234528,0.30583284880967454,0.3927920883332083,0.262616852436577,0.19769200034525142,0.24322099999857189,0.46331964861241154,0.08757968522737618,0.6852465964431095,1.0,0.3646100705792953,0.34963370429578183,0.4324213937706577,0.36683616289535953,0.32772547899807786,0.3370455671079016,0.4069804043202987,0.15213268016792478,0.2742248382695889,0.33735184147056624,0.44263461486500066,0.13412577042637,0.5234485412764466,0.3503951712077409,0.4704009123638018,0.38826740857070446,-0.16092560044916054,0.4936461814795774,-0.0336428303003952,0.46092933403662756,0.4672319640736392,-0.03266762785699857,0.40630027332505114,0.42697480153635126,0.3595101928029389,0.39695088557081887,0.30318000435392717,0.4162865459906193,0.37774622009128134,0.522988894457722,0.3612167849895763,0.45007557824377253,0.4201501982202287,0.5049054760300737,0.07232548717265294,0.3118688437712933,0.03104156297165223,0.062173145458274195,0.4022467717984452,0.29311088914158084,0.2924837585459808,0.21718447073764416,0.2782591075543658,0.09724249953542582,0.2959773496729792,0.437451177716786,-0.12599313495413428,0.44711676264154027,0.21774050313682694,0.3707548829917218,0.25699006351828524,0.4409286869849569,0.42494980060539805,0.6073440978856212,0.4095481006380377,0.3267381399097794,0.18332769656843464,0.021043088633415773,0.42490313542630964,0.5720860926894686,0.3206660534887752,0.45364688683889,0.1253745223451284,0.0018030720641303071,0.4352557606112647,0.0156379814944152,0.004447699143846861,0.3619796117418446,0.07505475345377466,0.3883602531282285,0.5237103834280337,0.45193820062957835,0.4394411944168895,0.45408666859634006,0.5260691505704811,0.310796450766919
Thal_PuI_L,0.5320515601299348,0.18322039281200792,0.042357761442143586,0.5124421781396075,0.576450387338029,0.39870449553560766,0.2957152491796687,0.38865468490051047,0.24186698512226432,0.5610933096549836,0.22643644287891293,0.5063478642431106,0.2571521620321259,0.1988375770493019,-0.06796552866224462,0.46672732007950374,0.06250271996478046,0.5419147694495955,0.3646100705792953,1.0,0.5295340613021667,0.7868320272518613,0.42604128311515405,0.4934902563774492,0.4490302916223227,0.816416089172189,-0.02121878264569038,0.14821910520650797,0.5665385694012914,0.6319773209644449,0.12238135968628909,0.6197303669985844,0.4624842360359742,0.6704121733644681,0.6068297639269791,0.0767473648905491,0.6861292986378277,0.133994861440492,0.5892399663375121,0.47434399094038937,0.06831837126566591,0.47699993564959614,0.832410814896756,0.3121195486831479,0.5186886007216677,0.3945573683015399,0.7203659776658009,0.4445377722092635,0.4906421595549833,0.2665007948858114,0.5347618052196245,0.5268635970085958,0.7023768352777215,0.17881708329021032,0.049663856876111113,0.30033492675752216,0.15306354046528167,0.3610570174095127,0.4704390437241824,0.5977344986161978,0.10814889524716462,0.7074661948789474,-0.25897564828339514,0.7036996038507156,0.4430116751906346,-0.019666528054181297,0.6789613943350069,0.38208456634853466,0.8288175797702354,0.2685450189489184,0.4918066988027959,0.33023042002676944,0.7574594060205037,0.44105776094772675,0.676005758490081,0.47623570035754315,0.26794870033251067,0.3440011661768922,0.5615243198322571,0.6687405819111808,0.5440341132995812,0.2898905174238996,0.2830466266198925,0.7130851241420798,0.38311694675279273,0.0254262464622724,0.2046564252524529,0.08258261514103897,0.7969815960786629,0.693542078319752,0.7311979870715084,0.7514066770336526,0.8363510543921613,0.5752312912603696,0.7415853910996129
Lingual_L,0.49838803694886236,0.4832148267535764,0.24864109952373475,0.28297022786775583,0.4564070587102823,0.5662925242010989,0.25291081142038024,0.4451692795974119,0.2709406280270714,0.685944035772064,0.33763180157610184,0.4805068022119875,0.002673418896885353,0.7511561219547789,-0.15659685949781132,0.6729749561957338,0.1018321695456396,0.5082117447548546,0.34963370429578183,0.5295340613021667,1.0,0.5556623577918253,0.5453049694819472,0.42774149627158087,0.3484366175851353,0.5589801771533731,-0.17075513221269642,0.4236206479442038,0.7879362061162465,0.5320415170524567,0.6461743942506989,0.596638754181719,0.7486525746935291,0.7822354737469142,0.662752952621568,0.3458763278067438,0.6756413103084025,0.30596815536361,0.28409539924300253,0.5340415801107874,0.5045370677382577,0.4001984080979603,0.5681356104586501,0.4234187834385336,0.39301551807498875,0.798688309450665,0.5300804530530154,0.26995425615808033,0.4653936042732128,0.11071603417127802,0.7413385935325354,0.4955708899356868,0.7451367539504965,0.6243874006749968,0.22538101234893865,0.4289261624836154,0.6617199339356244,0.6113617793990027,0.3902917400428199,0.4810258029404627,0.07377909476087297,0.5707734731880021,-0.2394405504116578,0.5071065371305788,0.7033233351955345,0.09878308779429641,0.7618208448655447,0.18919449547714942,0.561243188980891,0.6729977125908003,0.39806916445910834,0.41668702601022795,0.7154353014289306,0.5898239719757638,0.6269393807965141,0.539260739621852,0.3818256651412924,0.47756628708289717,0.49593832425838114,0.48901071681360214,0.3664481733475999,0.800849250070053,0.3849207385112476,0.7524831535587151,0.2713151351820188,0.5651049029716825,0.2736804260018918,-0.07204478215294709,0.5136013248475478,0.5694318993082006,0.7527505579239081,0.563958752949053,0.464510532065665,0.7129940879556943,0.5807322178140915
Caudate_R,0.7449664197082995,0.09083715519838118,0.17636003989925447,0.7250108344673692,0.7819484776001029,0.45861113138147597,0.4030621888709975,0.5169333558041215,0.4123941771960073,0.6973564721684504,0.27298778832649795,0.5258321572975757,0.2236406396635078,0.2703468391843719,0.16386721348996666,0.48839999499834275,0.18078025813751927,0.6058703715329172,0.4324213937706577,0.7868320272518613,0.5556623577918253,1.0,0.4534233924840815,0.8112111421452619,0.7106552879672806,0.9530146998951526,0.28016012915625343,0.2932311524758438,0.6259600320485054,0.5465064529507058,0.23827986174515198,0.765357954683214,0.5267888859508406,0.7716492480575534,0.624789459076202,0.01581249018795966,0.7313937626566727,0.02779894652034176,0.5751726299431468,0.5689854462505938,0.015979416094202073,0.3577502960535272,0.9406745240121781,0.46240523913005266,0.6984297701576463,0.5293149407403671,0.7461663870428094,0.5692003445758337,0.6369018175569761,0.27985738974686397,0.6294893699341212,0.7255779615258828,0.7360030501627666,0.19557292832031267,0.10552929172256649,0.26645936963063815,0.2426535040298927,0.42708973874111467,0.2753345565049664,0.8388005276310104,0.32655259513738943,0.5482312339364234,0.06673808000432513,0.8272846057411511,0.5560185953828991,0.06979587536071086,0.7825856645428936,0.41664951708321335,0.7677653524633363,0.39503534725571343,0.5465927421596203,0.3611545869223155,0.8267119847675816,0.5672445961000048,0.7168521360593549,0.46759324652699774,0.256928174257654,0.40676687994779226,0.6280797551494167,0.8790908354419656,0.7103998395682566,0.31896357397205327,0.19646844232229008,0.7964831139746184,0.26415466808621646,0.06058752120057311,0.24990559700063994,0.21109896534681885,0.9572357689621191,0.7339809221380056,0.8296120326007337,0.7304532370028021,0.8425446119651472,0.6990609381353649,0.6029636002929455
Cingulate_Post_L,0.4139710214387556,0.04618411304100726,0.12178526292022629,0.3325501382600937,0.31760930395241604,0.28089308190909973,0.05483857965348302,0.3680930176593054,0.2138070793109037,0.49269279358455376,0.23240469929160534,0.4172382063659392,0.168528877671297,0.3908625563607882,0.15369058346095624,0.9028694636689223,0.10325611727014948,0.5082840337063789,0.36683616289535953,0.42604128311515405,0.5453049694819472,0.4534233924840815,1.0,0.3383491033670005,0.42592884258541397,0.37927507760810003,0.1243120638073291,0.3143064722106417,0.5816147014425961,0.39487189227080755,0.37501638769263296,0.5993524013991628,0.6018740308988576,0.5831072535802101,0.6239305731768313,0.033690136009861496,0.6380673970755988,-0.07231236683454532,0.42342197457953834,0.4999811887766783,0.03490373018610184,0.3145242165463251,0.4588970434328064,0.43895150140167916,0.5079341033565239,0.5020511753617556,0.4270430381968108,0.35869035481374967,0.4759743487179742,0.2064613618550417,0.7662146797576291,0.535788017337598,0.5840481628268053,0.1619867225801535,0.09851706696294835,0.15796717423098475,0.24634843317084082,0.7164495476562447,0.22671193430939113,0.30135091731632146,0.1195383808133638,0.28778740551617443,-0.011347315078798218,0.365735246715968,0.6500222506314678,-0.05236442843415156,0.42907770762745173,0.2360184041796714,0.3959762818658638,0.48524789538625634,0.30206864726042953,0.46661037981598574,0.602560185015835,0.42797197374489654,0.4771604644347073,0.3621194555736837,0.1297648243415804,0.7658153278623083,0.6020525836145243,0.3658373338365514,0.3575528235005583,0.2980686079408568,0.1298471731844188,0.5993622995188453,0.009874285582403431,0.11289098991981533,0.28252934645612426,0.15650018757952033,0.4097871665327428,0.38829311041609094,0.6461043079217251,0.3624670049353516,0.35425930986840426,0.7436236441097624,0.3806215561705455
Thal_LGN_R,0.7583079644841251,-0.055205553690971035,0.29286024073765365,0.7181150348286293,0.8077960538716282,0.49402378001103997,0.5174634067294966,0.4708076763955743,0.44137444204548215,0.6782194574405274,0.04167361441541098,0.2700060759421251,-0.029781342477823575,0.21587217960721852,0.28683363321369654,0.384271609467507,0.312578896449137,0.4851200749589898,0.32772547899807786,0.4934902563774492,0.42774149627158087,0.8112111421452619,0.3383491033670005,1.0,0.7072340428533621,0.7412940640614538,0.33471503512624773,0.37245156537711466,0.600023839751009,0.3049767994605727,0.17366156433937188,0.702183185573055,0.387669629181626,0.6369614277468643,0.5282816230348069,0.060514028909044906,0.6857589931947486,-0.1263061578849138,0.319839445620971,0.3132242356265929,0.07337662993908627,0.06365267724209407,0.6959417509199304,0.41363137986030174,0.48999068935902546,0.5126107926913979,0.4311718772917135,0.624202285245488,0.40768521897823423,0.19039674314203303,0.4811336869008512,0.6180855178245145,0.5379624706741762,0.19686655220748803,-0.0049129885917545526,0.2942229807138815,0.1920249744404769,0.26478240242999423,0.12528426379618185,0.7975821829641311,0.29846800040142796,0.24456770458462485,0.18189364066079045,0.7286166552640605,0.48099788036633373,0.06855397248865612,0.7184611516358063,0.5518043742839907,0.3961030746640274,0.3527689365988173,0.6291084837078976,0.1549419089402997,0.6990105107046022,0.4508178015225459,0.4992346917522598,0.3680620180359078,0.27121286977211434,0.24419347583455137,0.5123811354063548,0.9080677038229725,0.7244948571486876,0.34891574016191096,0.23506372854271496,0.6061289378374797,0.3010081360285695,0.027132668471521963,0.10957412652548587,0.10869398695326227,0.808195987461125,0.5829586599893392,0.6575634442857438,0.4544839910187448,0.5710311995878399,0.5862448215008665,0.2639107120650123
N_Acc_R,0.6423196235414077,-0.14680631597870145,-0.046058435082371285,0.7427600732895762,0.654184098216268,0.3587137100859272,0.29826427514225506,0.34539177415230804,0.23277604688159598,0.6282755311461609,-0.04147495474623899,0.34679403886942484,0.039605142671678285,0.12328027050915628,0.36057062413293284,0.45126561696342643,0.1779187226882854,0.5630218770991081,0.3370455671079016,0.4490302916223227,0.3484366175851353,0.7106552879672806,0.42592884258541397,0.7072340428533621,1.0,0.5815893524515617,0.5807516615195998,0.14187220323470945,0.6294541786455576,0.0738290701766518,0.22772010245365149,0.7032370427350184,0.49010212353177385,0.5258315108223638,0.6499507719863991,-0.1532430097685087,0.6429261928999489,-0.3050875038290563,0.524260956202681,0.4089629996257422,-0.15927516753434492,-0.11986287596664309,0.69743480194827,0.4862802437711036,0.6706527327184498,0.4309178966619401,0.28558067474146454,0.6682060239646843,0.4035819992297528,0.2144583728618414,0.5485920327758832,0.7473155175324068,0.4791763752007105,-0.017767572663332197,-0.14859671451738068,0.18251717743986295,0.129871280716642,0.3290429257067534,0.1335867950755337,0.6621619295173363,0.5397327410917583,0.027298984674465634,0.3155952701194396,0.7567031349273653,0.5589091541575923,-0.03891649327744211,0.5091204422206991,0.4917978941470759,0.3708878402244014,0.2961659998116758,0.3802836303481442,0.08108784207215686,0.6619595133761681,0.27980592452947295,0.5554327122613129,0.4286184065379402,0.12857157444894535,0.2639146654821399,0.6426394728979474,0.6473544657365244,0.7523611295956418,0.16212871677056043,0.0886317689090517,0.6247343698602599,0.10548004173790956,-0.07315653000092202,-0.007906837883509715,0.48768416865262026,0.6939175500647252,0.5423619517067365,0.6618200312018667,0.24820351238665123,0.48938567830587343,0.5836525187127753,0.11914580597947642
