,ParaHippocampal_R,Occipital_Inf_L,Thal_LP_R,Frontal_Inf_Orb_2_L,Red_N_R,Frontal_Mid_2_R,OFCant_R,OFCpost_L,Olfactory_L,Temporal_Inf_L,Occipital_Sup_L,Postcentral_L,Paracentral_Lobule_R,Cerebellum_6_R,Frontal_Med_Orb_L,Cingulate_Post_R,OFClat_L,Cerebellum_3_L,LC_L,Thal_PuI_L,Lingual_L,Caudate_R,Cingulate_Post_L,Thal_LGN_R,N_Acc_R,Thal_VPL_R,ACC_sub_L,Supp_Motor_Area_L,Fusiform_R,Thal_PuM_R,Vermis_8,Putamen_L,Vermis_10,Temporal_Mid_L,Rolandic_Oper_R,Cerebellum_Crus2_L,Hippocampus_L,Occipital_Mid_L,Vermis_1_2,SupraMarginal_R,Occipital_Inf_R,Thal_PuM_L,Caudate_L,OFCpost_R,ACC_sup_R,Cerebellum_9_L,Thal_MDl_L,SN_pc_L,Postcentral_R,Parietal_Sup_R,Cingulate_Mid_L,Temporal_Pole_Sup_R,Insula_L,Cerebellum_Crus1_L,Occipital_Mid_R,Frontal_Sup_Medial_L,Cerebellum_8_L,Precuneus_L,Thal_PuL_L,Thal_AV_L,Temporal_Pole_Mid_R,Thal_PuI_R,Frontal_Med_Orb_R,Thal_VA_L,Cerebellum_4_5_R,Raphe_D,Fusiform_L,Thal_MGN_L,Thal_MDm_L,Vermis_9,Thal_LGN_L,Cuneus_R,Cerebellum_4_5_L,Precentral_R,Frontal_Inf_Oper_L,Frontal_Inf_Tri_L,Frontal_Sup_2_L,Cuneus_L,Vermis_3,Thal_IL_R,Red_N_L,Cerebellum_6_L,Frontal_Sup_Medial_R,Temporal_Sup_L,ACC_pre_L,Cerebellum_Crus1_R,Angular_L,Rectus_R,Thal_VL_R,SN_pr_R,Rolandic_Oper_L,Thal_MDm_R,Thal_PuA_L,Cingulate_Mid_R,Thal_PuA_R
ParaHippocampal_R,1.0,0.04457471896259877,0.16544386710457198,0.7443731676588438,0.7330130343028571,0.3227859493132014,0.3797297279599776,0.5813431702899244,0.6524984571554697,0.6809560985859024,0.2739152370752366,0.4357784693250878,0.20223419077580523,0.2848964791818509,0.2518288599774966,0.5487119631803745,0.20400297423858457,0.5997092196048347,0.5530901833389621,0.5320515601299348,0.49838803694886236,0.7449664197082995,0.4139710214387556,0.7583079644841251,0.6423196235414077,0.6650759776369229,0.3508758766216183,0.3189164388924068,0.6366973168946646,0.43592169412429177,0.2619086247065072,0.7835792215577548,0.5253353179827916,0.7347655301895254,0.6364557885724496,-0.03352375679244675,0.7419532363934394,-0.07808613986100205,0.4763453562057152,0.540582610002064,-0.027914926712304736,0.19755445286283219,0.6741384085193615,0.5577914131101092,0.6037144440407467,0.5168401891801289,0.44946093486085364,0.6137470784439853,0.49312803398217775,0.2990992117626631,0.5737232965854131,0.721899690395954,0.6318592836023634,0.11676407262500688,0.17438207058518948,0.10749416676404283,0.15899854616684192,0.4813024382024437,0.2878469400786699,0.632886423100957,0.4195325763524349,0.34969430438377863,0.20420448579076303,0.6939225935044124,0.5890018086370612,0.07070071639640822,0.6848726572697172,0.5674848283223252,0.4664886718865548,0.43315470336111533,0.5797760929161296,0.3807025328393289,0.7403221715118383,0.41530626374141877,0.4847695453987412,0.3323623679615362,0.10260691502112136,0.4483652585082845,0.5489514078069369,0.7130996278664347,0.7599144222125204,0.27901248725445854,0.03804876463226779,0.7199593733567567,0.06787032594857234,0.011109776671123745,0.3498801646037688,0.23159265250503508,0.7168066085810461,0.7206006844217562,0.6618575586732318,0.5667393440744757,0.5604930792701135,0.6652349602070875,0.35039318595596075
Occipital_Inf_L,0.04457471896259877,1.0,0.11909208576465094,-0.09029997652456247,-0.06343778152073903,0.2499274525124954,-0.010986553965477224,0.29547048865402864,-0.0001056564293819736,0.3265186886081255,0.21957732577878286,0.2192899999943968,-0.19216011224733107,0.5727233189008076,-0.5056160098520891,0.09069865266068922,-0.19045899020270882,0.04435303365123057,0.14380604902771804,0.18322039281200792,0.4832148267535764,0.09083715519838118,0.04618411304100726,-0.055205553690971035,-0.14680631597870145,0.16661790114432082,-0.5308219341052347,0.2515013322974006,0.22172984461927708,0.2957463197134221,0.3227451205060102,0.04734414129373416,0.27454397794077323,0.39225727361009927,0.18096610491079912,0.5827569175820565,0.1832046646214881,0.7901015269642108,-0.2289346615962035,0.025223445187342576,0.7239571644807323,0.29806200485227924,0.14242756407619753,0.12503561571231256,0.08543444151577816,0.23714366286777547,0.2182560117648067,-0.35629411438808495,0.026110983975216637,-0.3591295932871594,0.20855852396931718,0.11120354075797594,0.4268932646161129,0.7337334412789519,0.22998698275292134,0.3871059966972223,0.5294816322003657,0.10557739032453274,0.1723590426078269,0.02306369469638033,-0.015916916554349528,0.5400935011298332,-0.27001348895310695,0.08155399173736923,0.11239729077027141,0.116552440323062,0.46107974182879813,-0.2867168992859012,0.2951368440596557,0.22687629146322977,-0.04775535379035431,0.06933972845592179,0.17258685676895746,0.18794386726030854,0.28776710162786806,0.28168615803060415,0.32431569893246953,0.07335342585401573,0.10356083467439234,0.03448865631241449,-0.22425353794722605,0.6281260522755421,0.31724762519331573,0.24512309738835206,0.15239150001166937,0.6870223061023559,0.03772913912568396,-0.22282351342397552,0.05977097699159845,0.18898708565665504,0.20497853612845232,0.2918443766653561,0.10961511570736215,0.1256788338962133,0.4281426891094153
Thal_LP_R,0.16544386710457198,0.11909208576465094,1.0,0.10579508559337596,0.1184712338557497,0.2873114529636872,0.3745039581264195,0.23600066668709221,0.22981881996236342,0.23466242136150742,0.15100160775241647,0.23772385911409666,-0.07655973176066705,0.250657669038162,-0.07988780228145456,0.1248774476171955,0.37727506797737115,0.2268118972025539,0.23846880697400813,0.042357761442143586,0.24864109952373475,0.17636003989925447,0.12178526292022629,0.29286024073765365,-0.046058435082371285,0.19232836493345568,-0.14572656631005407,0.4704736972494415,0.01489204549845713,0.3255119898804083,0.13475747955497022,0.09344419750377239,-0.058818501225438045,0.28608054398421323,0.0944661427551637,0.03617308002690864,0.15278819113419254,0.19138928949758047,-0.034372778276895874,0.11804546865154632,0.268659730129814,0.30380526400904584,0.03156702258426418,0.11692338536405014,-0.02811648363433006,0.26155239559269683,0.22089540427769028,0.11866309700207128,0.32219613676829234,-0.0069003716634550485,0.19255398332128443,0.02143801754813225,0.3326202550215577,0.2628927407395774,0.22967064154806718,0.19285189827777344,0.2109207930028619,0.11885788020546297,-0.04619855082925159,0.14596002112770837,-0.3050722222724759,0.117478294355989,-0.12188089680981576,-0.13577715212248298,0.09977141806890172,0.08733303842780463,0.3587707292876828,-0.0006523737203913928,-0.01992811597203647,0.19615870795916135,0.4265722574779813,0.1876346352829319,0.12352404018907208,0.46307756682299045,0.17198645158347395,0.1293314220230944,0.2782751252595765,0.13187904057718333,0.11755990713325326,0.217157054605061,0.060141283048460004,0.2602876240138131,0.21055388049203524,0.13430793665738291,0.07601554148176115,0.15813325356417626,0.1771937922537789,-0.23208142823711997,0.09400127199579861,0.1833900732557863,0.21880146377872814,0.24366891602450694,0.16177064628753085,0.26585533306586323,0.07801849692404017
Frontal_Inf_Orb_2_L,0.7443731676588438,-0.09029997652456247,0.10579508559337596,1.0,0.6530262074548712,0.3850006511605804,0.4653758848716606,0.5098669860045818,0.6073842059335048,0.6309807096282393,0.01687558017236324,0.3763840091856647,0.06210743762963741,0.12292113806135964,0.32927794103816593,0.36697380942740687,0.2823350944638942,0.46255087479057155,0.38729250030841417,0.5124421781396075,0.28297022786775583,0.7250108344673692,0.3325501382600937,0.7181150348286293,0.7427600732895762,0.6273263955506897,0.5459651884957231,0.2365197434567085,0.5034322532225283,0.1352014459933974,0.18215022649786136,0.7189625213095221,0.3778801095457729,0.5627886422469257,0.5854813863093863,-0.14141467637873364,0.6069133559748913,-0.20707409207685717,0.4862144864581461,0.3822694054504932,-0.15690924100874418,-0.08002252230214468,0.658970683887602,0.5148569073626141,0.5812170011668347,0.40856368205520804,0.3427749620819576,0.643669143208542,0.44828489145637046,0.17536937246168258,0.46433935627488826,0.6910857754267566,0.5563731666137378,0.04281937976842318,-0.14521173503202855,0.2584079137928732,0.15215850135546197,0.24320023811298427,0.12881392047614362,0.6695852817882914,0.43721654760107337,0.08585402321096318,0.32168759879058545,0.6992308969049325,0.47274811367539604,-0.007528158560971108,0.5634711911164754,0.5525262676386808,0.36958204844132087,0.3064192103479054,0.4310647308681843,0.08607074862897673,0.5955733156328905,0.3243004517724322,0.5459690936401643,0.4387808124163064,0.18522702270957733,0.20971949759241004,0.569123930071516,0.6181867452049886,0.7139007648223452,0.15362368317793795,0.15909726238528832,0.6094497728674128,0.2308479340587689,-0.07404061652059792,0.02712194048698019,0.448596205828004,0.7129631288740343,0.5517742041170733,0.6251572405061006,0.32290538091571386,0.49470998698066665,0.5349734456829669,0.12478308869616038
Red_N_R,0.7330130343028571,-0.06343778152073903,0.1184712338557497,0.6530262074548712,1.0,0.39865830087608195,0.3949563793597322,0.39213617763042596,0.4778804896120195,0.5573457625652048,0.16335912853974985,0.2657911799041264,0.183807281851668,0.11958674452220606,0.34132582300718173,0.3786986834172462,0.19317033648193394,0.5102271546851578,0.42968290308468365,0.576450387338029,0.4564070587102823,0.7819484776001029,0.31760930395241604,0.8077960538716282,0.654184098216268,0.7051315710878749,0.3168340842647613,0.2876597007713018,0.5564810475349443,0.38436936385691683,0.1153947013914223,0.7145549478648763,0.4210999719007431,0.5623305806372983,0.46787353225275174,-0.002944907732045794,0.6741678546076548,-0.1849470247264726,0.5101157434838175,0.47278568940453736,-0.10155556977396846,0.22877597323095428,0.7303892480246764,0.2835593063277315,0.4962725575983044,0.43539078860365915,0.5434995966837894,0.5867199992595387,0.4572242361318177,0.3562281246612515,0.48614205660489834,0.5551661243662998,0.4897528055002341,0.053530660877139015,0.10000708393328028,0.19929727544963913,0.11426403419317936,0.34144331247216586,0.36328852451034394,0.7039636311522792,0.3705642195191678,0.3457734693273041,0.12054189788272746,0.7627739175868904,0.411813571445903,0.12891982460654555,0.636447782023988,0.6202060481862192,0.5470309867391205,0.2881429244331373,0.5622263496630298,0.2341550108664638,0.7413920243582439,0.41939440072728656,0.4562689754997888,0.3168209279899014,0.15654491786933428,0.32478866683952773,0.4906958001061499,0.8146263099074238,0.8172220844936281,0.20509283937679962,0.14306054728571632,0.5920998885987213,0.25214203748480174,-0.04466134054491899,0.21408174957106832,0.11463745216849132,0.8158898929598386,0.7115414174864085,0.5981598930325678,0.5929190198823759,0.6316312144219837,0.5716208087012662,0.3582425439600782
Frontal_Mid_2_R,0.3227859493132014,0.2499274525124954,0.2873114529636872,0.3850006511605804,0.39865830087608195,1.0,0.6165123752290163,0.3682456583505273,0.21376190876996098,0.6766549220724192,-0.2647596887114258,0.4050201735255705,-0.3807982360926336,0.3957781595613752,-0.241800555974264,0.3271490208707824,0.5964550078273005,0.24813545986055122,0.1602923892001113,0.39870449553560766,0.5662925242010989,0.45861113138147597,0.28089308190909973,0.49402378001103997,0.3587137100859272,0.4477605395535581,-0.19897695453510802,0.6260170332955897,0.6229022610115592,0.15551909571566602,0.3015882119398022,0.35625989966892807,0.4334574492568337,0.5626040132979224,0.5872171109112958,0.41798977699161194,0.5729051748877217,0.1387677205698805,0.10256255792088176,0.07314972330697501,0.5074204241913502,-0.06190284832649785,0.38471801126307714,0.2988616458078209,-0.011329562030832125,0.5834272908951218,0.3179554301203561,0.4329925799140413,0.333721827183093,-0.10914867693158263,0.5357417898580211,0.22819162231101567,0.6556059920453039,0.5672788177694323,-0.2861795547389127,0.8932321113150993,0.47241579526323596,0.04398365081472133,0.24295251698266931,0.5043577858152153,-0.2564719504884144,0.2279225629681107,-0.49198772519268164,0.41183850002356753,0.4655969932347874,0.25430279169772846,0.6529658671907596,0.3841456390198356,0.24786923788041396,0.37765788137543893,0.4754111299679119,-0.1387505983598035,0.4791650737043107,0.6508491048314802,0.7883802081008882,0.8851921511033649,0.9110648161293589,-0.08929159063116154,0.40167840368497454,0.45726530658772047,0.4522356689416925,0.7038693078308514,0.8884070066166938,0.5695737680869981,0.7399668845975393,0.3054946409082545,-0.29670472952644245,-0.26553182391432173,0.4628772869905039,0.3457739646214112,0.5959300847922865,0.24630370459240356,0.2918118518032661,0.5301070607486988,0.23488221098950376
OFCant_R,0.3797297279599776,-0.010986553965477224,0.3745039581264195,0.4653758848716606,0.3949563793597322,0.6165123752290163,1.0,0.369210535475712,0.34243620920022094,0.45647399455807197,-0.14508150083250282,0.3207170565871827,-0.1802336668715009,0.0525414740199082,-0.026910938501155463,0.10267274191806719,0.560837919197409,0.2073460873240885,0.1819671615163572,0.2957152491796687,0.25291081142038024,0.4030621888709975,0.05483857965348302,0.5174634067294966,0.29826427514225506,0.3661394893916767,0.036170539714755735,0.47389465958175286,0.31426053137829885,0.1407101525928157,0.004437416968826052,0.23393347315059648,0.10960471288103547,0.36799133940234363,0.33600062341702586,0.0654561280341706,0.40251822550877203,-0.025412647797021817,0.19623074497738036,0.06615057313883836,0.154783974872814,-0.03201416471208029,0.27673317463703767,0.3123030805972374,-0.05937521226370345,0.3377849323126322,0.22323811084713963,0.4761623465014738,0.31129033716232246,0.046007454261604595,0.24725055379240182,0.1865728517614711,0.43484240155057713,0.17520593137562726,-0.1295117028812729,0.5110317590660912,0.1278566202167605,-0.03255266041780145,0.15817667313939504,0.40640996380456124,-0.1491232002395434,0.07443809515905009,-0.2530777038346869,0.29767178878764794,0.21148486528919047,0.17144998971278932,0.5016022588721412,0.5056459455776204,0.1054193039358595,0.1013919418261872,0.5303627041875315,-0.09352703828124541,0.319200619699147,0.4476013055372522,0.49172270131272355,0.5047564412093782,0.5662938593032841,-0.11840222342599212,0.24562994659283405,0.43220435067966423,0.4653693607333595,0.2827569469885134,0.5450596479005316,0.3603669459195103,0.5201843305872976,-0.06435884597652657,-0.1061038516413472,-0.13439797433600956,0.404353889730006,0.3026205686269657,0.4023574723296705,0.23835478845876468,0.28837686236565235,0.31020046934508555,0.066980834710027
OFCpost_L,0.5813431702899244,0.29547048865402864,0.23600066668709221,0.5098669860045818,0.39213617763042596,0.3682456583505273,0.369210535475712,1.0,0.45041840738567523,0.5503348267311253,0.10298978409114926,0.32236935622069923,0.01625170012015298,0.31495119647755737,-0.11379434028745734,0.4260241620161347,0.107603379905418,0.3704840023321825,0.36609431256965685,0.38865468490051047,0.4451692795974119,0.5169333558041215,0.3680930176593054,0.4708076763955743,0.34539177415230804,0.4819071957930444,0.03113681794284722,0.25216126136103323,0.521557500477927,0.36190032248456117,0.2573726440292233,0.6090174000936284,0.5098107677588336,0.619793412261051,0.5517709069830152,0.23267335277861104,0.6393240203248323,0.10732378476545448,0.15783206920668175,0.2834648533680237,0.20496881521624524,0.15081535363343632,0.48912184163140354,0.8226519436285231,0.4244213581087307,0.41250107180207035,0.3386500354095645,0.2532314532927084,0.29255448241966286,0.0927855114817817,0.440884117099956,0.6008301502996177,0.6970962443437894,0.3241074446127595,0.027427433232251996,0.27759555680492365,0.2915171368815259,0.2602092038568474,0.1491977257540851,0.3560730234465109,0.17499830936864708,0.37622038874262004,-0.014238824951326794,0.4806651024156281,0.42278463271912414,0.06505396722378161,0.5737844810352624,0.304370833812157,0.3491062764552482,0.3141726623488184,0.3006818075209098,0.14500518456784053,0.5323057041165553,0.3146076747071511,0.4927990500547415,0.40595275628063066,0.24787334315101112,0.2677211526695761,0.4398772627765157,0.4085052715455804,0.3797045864844541,0.38824278153112696,0.2021364644608694,0.555689298355477,0.1793512576124495,0.2049149762549357,0.09191818815736841,0.14230606730353362,0.5014201174132241,0.5341548135274193,0.5517012519419345,0.4185189863826235,0.3522278649637373,0.4710927282821258,0.3581320066122489
Olfactory_L,0.6524984571554697,-0.0001056564293819736,0.22981881996236342,0.6073842059335048,0.4778804896120195,0.21376190876996098,0.34243620920022094,0.45041840738567523,1.0,0.374608056392617,0.2992656661476701,0.30024238176195805,0.17873475993206778,0.16177277576856688,0.13661596107913276,0.3051621792008727,0.2691383628118547,0.24739221289328128,0.4055723121863282,0.24186698512226432,0.2709406280270714,0.4123941771960073,0.2138070793109037,0.44137444204548215,0.23277604688159598,0.35555761403394154,0.18375958822291297,0.30826318203234987,0.26594091479749,0.3092382466251322,0.07959312183922518,0.5103366345935423,0.21781680529226946,0.45146720891082137,0.27060579273274693,-0.026233158344447706,0.43857272016922866,-0.016886685703394234,0.25353230310262315,0.35505668182409966,-0.03492542327410477,0.20370894123185987,0.29036448972050893,0.36487641971764906,0.23547087554850457,0.263984897061263,0.35697948801882395,0.4089916310149042,0.32562933570459635,0.1297552672697208,0.31400030919629734,0.34395292248473447,0.375639746862776,0.08382163707324941,0.20249340156504206,0.04935709736140133,0.1091893931015158,0.3022673142718477,0.31559136253843256,0.3069716568627945,0.10152652049116868,0.2423461588249196,0.20342549947664879,0.3351622552716947,0.2617705310472943,0.24020520953250513,0.4234727781302155,0.47003831891868253,0.2308385145879053,0.22208038719365822,0.38473711220497075,0.3339530303436787,0.37161238001020397,0.2989142651787232,0.20750490082666292,0.15216373347600645,0.08636780965820857,0.2811559072048597,0.2453778305114877,0.36136227922669384,0.4883839067248025,0.1349338186913968,0.02795077120395153,0.4164870536569176,0.07196325968867721,-0.014111746671501698,0.33932167587489076,0.12546878645015735,0.39339968769297734,0.4789512933287415,0.3128350475867537,0.44632908934570414,0.22739054372883233,0.4099504957249084,0.19984102622358954
Temporal_Inf_L,0.6809560985859024,0.3265186886081255,0.23466242136150742,0.6309807096282393,0.5573457625652048,0.6766549220724192,0.45647399455807197,0.5503348267311253,0.374608056392617,1.0,0.025222956161125486,0.5342113488153764,-0.1457799807264165,0.5019897792853213,0.031231519241554873,0.6008992492259058,0.36907580703933957,0.5249273871974114,0.3965897971234528,0.5610933096549836,0.685944035772064,0.6973564721684504,0.49269279358455376,0.6782194574405274,0.6282755311461609,0.6558472180824783,0.11717128202939389,0.5078705194737858,0.7896927572084501,0.34821595746887835,0.41459731590060195,0.7035908611280135,0.6170639281317338,0.8780755620376574,0.8354303114347901,0.28417203305535044,0.8219022156912832,0.1146739956837707,0.36867082394815526,0.3909901321815083,0.349144674396075,0.09416296133040727,0.649041765158749,0.5397556492504448,0.4883831046804325,0.6820906923401032,0.43714669410549845,0.5542759417324769,0.4919318062337924,0.06525184092392787,0.7507213209562956,0.7192835085309746,0.7832729364057699,0.5308801368175706,-0.07502426009061461,0.5826778484378349,0.46081706026418806,0.40675291917527207,0.34207318904455875,0.6626090579252352,0.22499439932911003,0.37835996199974126,-0.09757736533277679,0.6702303182907622,0.6967689052613159,0.11052462556047041,0.8298425808985269,0.4513174467519989,0.45449108878486066,0.519512861881433,0.5429041876218499,0.1726734452836887,0.759140431557957,0.5999222519512919,0.7585096073115438,0.7239091014203821,0.5278771089022518,0.2806921173433356,0.6732051158660719,0.6381479451440683,0.6081516729927579,0.6366101905546729,0.5061194550959122,0.8434868929996542,0.35923000621167334,0.2975581745426248,0.016072240118267526,0.06926197869675835,0.6770688500177366,0.5585163556524954,0.8248853271308563,0.4669283307832868,0.5087491752545228,0.7609078267851452,0.38818754727518273
