,Heschl_L,Cuneus_L,Caudate_R,Putamen_L,ACC_sub_R,ACC_pre_L,Parietal_Sup_L,Temporal_Mid_R,Occipital_Mid_L,VTA_R,Cerebellum_6_L,Angular_L,ACC_sup_R,Caudate_L,Heschl_R,Occipital_Mid_R,Insula_R,Thal_LGN_R,Precentral_R,SN_pr_R,Calcarine_R,Cerebellum_3_L,Thal_PuM_R,ACC_sup_L,Parietal_Inf_R,Frontal_Sup_2_R,Precentral_L,Vermis_8,OFCmed_L,OFCmed_R,Rectus_L,Cuneus_R,Temporal_Pole_Sup_L,Thal_MDm_R,Temporal_Mid_L,Frontal_Sup_Medial_R,Amygdala_L,N_Acc_L,VTA_L,Thal_PuM_L,Temporal_Inf_L,Thal_VA_L,Cerebellum_7b_L,Thal_PuL_R,Cingulate_Post_R,Frontal_Inf_Tri_L,Paracentral_Lobule_L,Frontal_Sup_2_L,Frontal_Mid_2_L,Putamen_R,Cerebellum_10_L,Parietal_Inf_L,Temporal_Sup_R,Lingual_L,Thal_PuA_R,Hippocampus_R,Frontal_Sup_Medial_L,Frontal_Mid_2_R,Supp_Motor_Area_L,Frontal_Inf_Orb_2_R,Thal_VPL_R,ParaHippocampal_L,Cerebellum_10_R,Temporal_Pole_Sup_R,Olfactory_L,Amygdala_R,SN_pc_L,Vermis_10,OFClat_L,Fusiform_R,Raphe_D,Occipital_Sup_R,Thal_MGN_L,Temporal_Sup_L,Cerebellum_3_R,Olfactory_R,Vermis_6,Occipital_Inf_L,Precuneus_R,Frontal_Inf_Orb_2_L,Thal_VL_R,SupraMarginal_L,ParaHippocampal_R,OFClat_R,Frontal_Inf_Oper_R,Vermis_4_5,Thal_AV_R,Cerebellum_4_5_L,Calcarine_L,Temporal_Pole_Mid_R,Cerebellum_Crus1_R,Thal_MDm_L,Parietal_Sup_R,Thal_MDl_R,Thal_VL_L,Thal_PuI_R,Temporal_Inf_R,Vermis_1_2,Angular_R,N_Acc_R,Thal_MDl_L,OFCant_R,Pallidum_R,Cerebellum_4_5_R,ACC_pre_R,Thal_IL_R,Thal_MGN_R,Cingulate_Post_L,Thal_VA_R,Temporal_Pole_Mid_L,Cerebellum_8_L,Frontal_Inf_Oper_L,Thal_PuI_L,Red_N_L,Frontal_Inf_Tri_R,Thal_IL_L,SN_pr_L,Paracentral_Lobule_R,Thal_LGN_L,Rolandic_Oper_L,SN_pc_R,Frontal_Med_Orb_R,OFCpost_R,Supp_Motor_Area_R,Thal_VPL_L
Heschl_L,1.0,0.08665271011705655,0.48441313272816655,0.5774362471011494,0.27527850853099944,0.2864582705359162,-0.034783737686716436,0.49936811349654187,-0.23515378615965504,0.2894688312825442,0.45535865608504944,-0.1996872680222349,0.3394840720528924,0.3801155042740218,0.31808821863026876,-0.2940571706371982,0.43703477447153305,0.7068484995638349,0.38833133520777624,0.28814194040918284,0.43500560339091315,0.36241138774979137,-0.031621862877059245,0.25968467196486755,0.0027222725136652384,0.4553264031232148,0.3003893830239585,0.28142796105633866,0.22711199445350194,0.3578003568409612,0.1558968891335942,-0.09970455930426163,0.4833607128391686,0.04398403518594677,0.578108489980104,0.40710034276788254,-0.05832418878386034,0.44097755525387705,-0.07783358693134436,-0.28175146038415533,0.7484653142394853,0.49714104161672795,0.14945143533538952,0.10124165658457122,0.4434642831179098,0.5656319536893132,-0.25791293541769966,0.42569850625311106,0.4930180574914232,0.58829260564374,0.5258230472078111,-0.23076286396721635,0.5190664321539481,0.36627897098049905,-0.03474780819137658,0.4648185167935104,0.4627783977827903,0.5813692978279585,0.4402836456592091,0.5936017209291057,0.40764008964072684,0.46311284870342917,0.3797164058793932,0.5685406043191001,0.27374501699649983,0.5605511734289919,0.5485551373725014,0.4538687248521092,0.4899968659735996,0.6492196047469337,0.014640840297785233,-0.3050094691342268,0.4705582190447704,0.5841265441158819,0.5772520900388756,0.42127737392479536,0.35672369616791677,-0.030517873458398105,0.2043730831090065,0.6277623589963899,0.46872321292528424,-0.16420133256085503,0.5661664277673736,0.6335877764244905,0.5750302525507203,0.5947719876791233,0.20444146412891076,0.5156379100421571,0.20451184972735623,0.19011267969336101,0.1123494962175169,0.05507985538966263,0.0001910016332601066,-0.12230951241855974,0.3734938330942074,-0.0638342577618899,0.5619511287893276,0.10321483971605545,-0.148716502751057,0.6543029820819039,0.07584543338653103,0.43699850231286347,0.6291764628451644,0.5344580927244157,0.2499188476544547,0.559127082175612,0.579645791616147,0.3965956496486956,0.45550263392810986,0.30349444296766825,0.28775380546637536,0.5251407220211363,0.24370303802552057,0.5639528861913811,0.5727990608100273,0.47984320766968386,0.5224877193775511,-0.3852531083468917,0.43812992119016503,0.6293592537059371,0.21355089865025406,0.08589667676796477,0.437711920522535,0.45014125623932283,0.270527495945831
Cuneus_L,0.08665271011705655,1.0,0.40676687994779226,0.5676542410642423,0.13947780173018576,-0.34884268296676757,0.22875098819958956,0.5488185190814666,0.07134338597280097,-0.019454696465486,0.07702043735979729,0.7403031394033601,0.5871587646471267,0.422318879828154,0.3920787439929532,0.5696747056600017,0.35209118294520564,0.24419347583455137,0.3889512930377433,0.44733691894672695,0.48773213564151247,0.5584464391222542,0.5789898862132596,0.6578792094608625,0.5906492215583568,-0.1782885226120158,0.09609614529255892,0.308074315750224,0.052438581024224024,0.18659735054772467,0.12966512820842188,0.7832210513267005,0.3952743084734503,0.5301598020084081,0.5213026261097222,-0.29222883655689214,0.3042731045998178,0.3182158057449404,0.3180656872538926,0.5896203185565662,0.2806921173433356,0.26060928150482243,0.14967208545216512,0.5270183517944085,0.767708799234426,-0.04585736768280432,0.4365555568019029,-0.2608105268384596,-0.2642376225360522,0.4854567339402424,0.29949053755079535,0.6407256332053836,0.5224151709484709,0.47756628708289717,0.41066239099368024,0.4569963420164604,-0.25698099141676983,-0.08929159063116154,0.23934466778115338,0.21603973857245423,0.3499400333935239,0.4394602697445517,0.5096132003970266,0.49528438169161626,0.2811559072048597,0.3218515143350625,0.22515021027631665,0.4414018124292152,-0.1618785848365059,0.3303034515160685,-0.11529876301661302,0.6701337747568756,0.08702098724015105,0.5006673396229117,0.46941069209409514,0.1875830789115281,0.2936803315329206,0.07335342585401573,0.8824846809153786,0.20971949759241004,0.3503566206112102,0.6647144625320741,0.4483652585082845,0.19567568833251717,0.35117590548266897,0.5463379951064586,0.235945385118169,0.5260705553210792,0.7963301189590599,0.2799193657570343,0.08329775960176503,0.4608398396615552,0.3576625965898364,0.37752383324105593,0.44905065335752153,0.36027636835223503,0.39809441386829897,0.5018749389493514,0.7369667738718533,0.2639146654821399,0.48147852699035304,-0.11840222342599212,0.4226464707241082,0.4821981251577713,-0.3194846141997261,0.3136589475590479,0.0889710248345754,0.7658153278623083,0.4614383394636012,0.3332529528425046,0.12672760492165075,0.17207572389824285,0.3440011661768922,0.2726250364953542,0.27179920283865244,0.1596743418867334,0.4555383216398529,0.5149906703236024,0.2863351523008515,0.47199883896561406,0.2547241009845172,0.2134374178537899,0.2993178589129344,0.39112188451632685,0.3483241050362229
Caudate_R,0.48441313272816655,0.40676687994779226,1.0,0.765357954683214,0.31808921129558926,0.26415466808621646,-0.006001497557122006,0.7137555869110517,0.02779894652034176,0.12803955721806506,0.31896357397205327,0.24990559700063994,0.6984297701576463,0.9406745240121781,0.49603782276580405,0.10552929172256649,0.7248204612666127,0.8112111421452619,0.5672445961000048,0.7339809221380056,0.43047360597106266,0.6058703715329172,0.5465064529507058,0.6611861504592232,0.14158546931080584,0.2616324628892041,0.4138103980064195,0.23827986174515198,0.30372294322173216,0.36496506713997895,0.19992297092651648,0.3611545869223155,0.6608610925127795,0.7304532370028021,0.7716492480575534,0.19646844232229008,0.27783030804533226,0.5852588577013497,0.391787243948025,0.3577502960535272,0.6973564721684504,0.8272846057411511,0.16705399839621876,0.5995363332448816,0.48839999499834275,0.46759324652699774,0.0973517631564926,0.256928174257654,0.2837098171605516,0.6034446037485638,0.49157027335217285,0.2753274763417642,0.8142119808960998,0.5556623577918253,0.6029636002929455,0.8669459712377721,0.26645936963063815,0.45861113138147597,0.2932311524758438,0.6267498798817748,0.9530146998951526,0.8487326001900992,0.4981282381864442,0.7255779615258828,0.4123941771960073,0.5467764042104131,0.5692003445758337,0.5267888859508406,0.18078025813751927,0.6259600320485054,0.06979587536071086,0.19003316694845734,0.41664951708321335,0.7964831139746184,0.4509538127118724,0.42164790605822156,0.3272497222358812,0.09083715519838118,0.46706361040631855,0.7250108344673692,0.9572357689621191,0.3739240255722525,0.7449664197082995,0.4841482685117566,0.8001987414498786,0.6670415195715026,0.37780629344154354,0.8267119847675816,0.46840121695103515,0.32655259513738943,0.06058752120057311,0.7677653524633363,0.27985738974686397,0.5513162708461795,0.8667507877552468,0.5482312339364234,0.6022886685556089,0.5751726299431468,0.38865155024787323,0.7106552879672806,0.7461663870428094,0.4030621888709975,0.6177316598828708,0.5560185953828991,0.3044345465885227,0.8790908354419656,0.6434532864784381,0.4534233924840815,0.7174724141672394,0.3894257346482414,0.2426535040298927,0.7168521360593549,0.7868320272518613,0.7103998395682566,0.7397301578673858,0.7387007225646853,0.6202239898561968,0.2236406396635078,0.5465927421596203,0.8296120326007337,0.45326628652846085,0.06673808000432513,0.46240523913005266,0.43475519173122446,0.6989803147483029
Putamen_L,0.5774362471011494,0.5676542410642423,0.765357954683214,1.0,0.37490505270450125,0.13726263545064474,0.07204698545704144,0.7472658973390065,-0.11094162026565961,0.1672094545919286,0.30568598940701996,0.3464020387144394,0.719761650120567,0.7753348561702672,0.4977921052603645,0.15095083661599437,0.754311211011391,0.702183185573055,0.46243490897965267,0.7539939513989898,0.4873458924409102,0.6547788400912234,0.5017366204968485,0.7338297204774946,0.25723226583900083,0.10338295593527227,0.23998297499243923,0.26410062087474423,0.3510547379503623,0.4383127162963333,0.25337985493865733,0.4429024078462711,0.7664663364874684,0.5618263689116043,0.7604953191817522,0.05675580556094055,0.3259322120229435,0.5844441474225863,0.25647446482614755,0.27738518215274843,0.7035908611280135,0.7463380932544328,0.17159567988884508,0.45451979975657775,0.6830709369716862,0.3796685936525482,0.19358799149427708,0.05945043160663716,0.14082571174905248,0.853659386999104,0.5613974026670133,0.2863539181483577,0.8732387907441799,0.596638754181719,0.43320751660593443,0.7933201557153674,0.13327434082673403,0.35625989966892807,0.22603026576613008,0.6777984936608219,0.6859027158924005,0.8084057258173039,0.6215991230118281,0.7943536936153069,0.5103366345935423,0.4963416342101742,0.6263182174383868,0.6142733436918504,0.06920540675613646,0.7159544216561518,-0.035115256353843896,0.2792499945334332,0.4944937114603354,0.7652207779613298,0.5890264627990427,0.4916394769475882,0.34219894482199137,0.04734414129373416,0.610016306373771,0.7189625213095221,0.7563854335832266,0.28159327061786366,0.7835792215577548,0.5920056209077779,0.7407107450132918,0.8014377437824536,0.17444306839257293,0.8427568616270158,0.5596039352678368,0.4403176005594381,0.061579328870531545,0.5795898612188316,0.3953001684193914,0.44091139165050613,0.7944714248049445,0.4008711278267419,0.6731055927351116,0.5274992750340369,0.4407869053208485,0.7032370427350184,0.5032910444331171,0.23393347315059648,0.8220882255321315,0.6379497747352069,0.181248838446183,0.6745624451780609,0.6002090115390445,0.5993524013991628,0.8168679905056032,0.5606179804970612,0.19814872361229613,0.53499444091691,0.6197303669985844,0.733677040150261,0.7232740445126059,0.6814248586726175,0.7615568437767848,0.28549498896812975,0.46008259525113937,0.7836617715789845,0.4439910954962586,0.14943356619364848,0.6231304060159961,0.44991199323571934,0.6473051397037345
ACC_sub_R,0.27527850853099944,0.13947780173018576,0.31808921129558926,0.37490505270450125,1.0,-0.1773382261597038,0.15236421093088637,0.15528600783149202,-0.23584674328458724,0.15789905303075144,-0.1766435594354891,0.1345031058060912,0.4874155787443037,0.30707583070828504,0.1460167073535552,0.058611138547752545,0.4115983731204234,0.40965624399213285,0.010198051127951656,0.32406121816823297,-0.09759338562170042,0.3623961082303965,0.015780652869132016,0.4741979448111801,0.3576666174505396,-0.2728187181617313,-0.09005557573345267,0.0757617086352494,0.14373685724463975,0.4436050466365563,0.6567301771666488,0.06437644582420454,0.33299987402176673,0.02654369967169246,0.12217103972921949,-0.2853346478838631,-0.2872891446386002,0.22023701469720414,-0.1044585290325851,-0.08203135830443642,0.13647242617213692,0.2961578927452234,-0.25649021272602385,0.13516485449243554,0.06283166860467028,-0.1060313241492454,0.1298932566664909,-0.26358552156808035,-0.1456327971634438,0.3407997390221805,0.16539605012870282,0.1351879251019009,0.20671734123424135,-0.04333822441491195,-0.16061884582849367,0.2246296007127825,-0.2165217583749953,-0.12172883730839185,-0.0363963080097648,0.5624303384165997,0.2302832343483017,0.27837200229004166,0.11378574517510134,0.4254090320356588,0.1552354615787457,0.3349786304919941,0.2737858096317218,0.05746512317897692,-0.09992228784690535,0.04229470315506908,-0.2785541456212682,0.1985872983303981,0.1787833408120183,0.11643049301780749,0.11046079293850361,0.6398114788010123,-0.09733984873937601,-0.20048329312754984,0.09184225416538871,0.5448806843816167,0.27523296272358366,0.23236193807243158,0.4492634935455616,0.2809772878670642,0.20951991540933473,0.1895566891645491,0.07405140347452359,0.22592952958669044,0.057944888719557955,0.4546870350941413,-0.17991561940055134,0.018303572729012157,0.20035468914418827,-0.12230365146695021,0.1753519322635334,-0.16374568255390343,0.03001688073479819,0.23111478495643528,0.19891991269378276,0.45970270200888047,-0.022667760812856323,0.128613258980975,0.4252812049287931,0.15147412506589336,-0.03143931987726273,0.2830886953471265,0.17767319431528314,0.03281171742300886,0.22750583824171908,0.5137422485632314,-0.11712850678237441,0.027689623053484703,0.1101879580172043,0.359224977091154,0.27027598087484633,0.1936775975015528,0.18769746629397344,0.17778152901398384,0.22157898223772104,0.1887373715558588,-0.0899615640602247,0.49845130502812224,0.31197948448269996,-0.05420061920095194,0.08997265945865394
ACC_pre_L,0.2864582705359162,-0.34884268296676757,0.26415466808621646,0.13726263545064474,-0.1773382261597038,1.0,-0.32051863745881704,0.18025628713991615,0.09526316752652382,0.17710699904006674,0.489964857695589,-0.4741914956369198,-0.19103575196879286,0.27250317056662016,0.18769542925600896,-0.4228181019330276,0.26172813571339615,0.3010081360285695,0.25766467837825,0.19363192242332097,0.20961488237760278,0.016859997082959915,0.07046832329412456,-0.28200849178970633,-0.5854724686052535,0.686939303569652,0.31141962663595035,0.028731279584245525,0.1605046243630527,-0.13696009712166346,-0.2952685328137432,-0.3351449211282852,-0.024648116202045496,0.11696311637400161,0.19749504390220793,0.833673158931225,0.2076065290723834,0.1439636140703111,0.20170939941893265,-0.08667300903696826,0.35923000621167334,0.3035887398161398,0.3117076254994568,-0.027433901800598716,0.0021070595535889456,0.5926581761690194,-0.45293445437519436,0.698351715700623,0.6567704544229053,0.05398213809243685,0.1823524974083499,-0.4700816627860854,0.25500556618108283,0.2713151351820188,0.24093862160764082,0.3130033963254593,0.7830000896026578,0.7399668845975393,0.1793571056424685,0.2384189889094538,0.29928165236011794,0.28786440446103645,0.1180750163178759,-0.06392833635388447,0.07196325968867721,0.09560945385449494,0.2737408600662309,0.2143632199117966,0.2678967489390584,0.374908519264445,0.1695353715137854,-0.5135307376506344,0.29588218765150404,0.19905767787372133,0.14950271956530495,-0.044093177308924286,0.29039154182917365,0.15239150001166937,-0.23239572503729805,0.2308479340587689,0.3154401469859393,-0.4531715230676549,0.06787032594857234,0.14202286634617428,0.4676059610793854,0.2387697540176928,0.041135967380194614,0.2976714800388141,-0.11941357793308874,-0.2996413848498767,0.15200139690879721,0.19912539307957933,-0.09867546551118044,0.20178673052100343,0.2967955218411949,0.24111972141819205,0.2696236285822281,-0.028372087932319313,-0.372149710670512,0.10548004173790956,0.19380288178205382,0.5201843305872976,0.08355009151401818,0.1865023533297564,0.9491281194290065,0.33437995526802144,0.33755576448407154,0.009874285582403431,0.1468962641803296,-0.2459304638616139,0.23299981161342487,0.47760985617521856,0.38311694675279273,0.21212515730043877,0.39645762720806266,0.38089942252639647,0.19858830471730796,-0.3449014773792063,0.22779718626737752,0.30285175930594527,0.2817328587007484,-0.5747670225313105,0.11786961721787217,0.2028284655494621,0.2763291456723794
Parietal_Sup_L,-0.034783737686716436,0.22875098819958956,-0.006001497557122006,0.07204698545704144,0.15236421093088637,-0.32051863745881704,1.0,-0.056891922929028,-0.14517876716085668,-0.09121847535814183,-0.24373977728361274,0.3079006063399966,0.08762031015180234,-0.03302759672080325,-0.020503169609060533,0.22637782857310332,-0.09241741605026291,0.042430389412169325,0.08504553692699095,-0.09984136223265347,-0.03446840176386639,0.11538611769761717,0.07893227187623954,0.1683145413997905,0.45222577344399506,-0.30928233547744016,-0.11526824229332946,-0.0006227351015882041,-0.0446414402703155,0.2081396907306202,0.21277636596042207,0.33097935132451956,-0.038422593199939764,-0.0021752571254443163,-0.0442796298396128,-0.3568085309420015,-0.3742556440511695,0.01520780669861409,-0.10291617788594144,0.1137673596957448,-0.15571328564738893,-0.12344423608821085,-0.20710105744388335,0.23622755864881262,0.060471824261170794,-0.30539776324518086,0.3060922454186466,-0.32676682889758996,-0.31254706702601603,0.034245803601483854,0.11534462374926593,0.20781451123926836,-0.068483875676085,-0.1241033160710879,-0.09981646624973788,-0.04997201684004538,-0.3747073206346026,-0.2598289630820973,-0.0727046724329905,-0.06982226969973027,0.0037117290119896944,-0.10160819320684474,0.051079472251862594,-0.014775644134213724,-0.010178251673371276,0.05419646916955941,0.12121973191334008,-0.13435011113467102,0.016457671880890697,-0.16821371255716022,-0.24626972550647033,0.37410478876303205,-0.14134082952637286,-0.062466357641740265,-0.03989742328369502,0.025585709368161305,-0.20251734821491887,-0.36848252227062683,0.20309910361987812,-0.030173049451807828,-0.030007265747087775,0.33588987793404196,-0.00011077115930614888,0.0018255374860875013,-0.10398510494192,-0.03341745651630622,0.18058983786495406,-0.05934667196295622,0.14594414068395847,0.0071958256169990095,-0.1792985352550461,-0.039766358670740375,0.25506437665510834,-0.0852039471827043,-0.10097870013006832,-0.12820244480767146,-0.225163587212698,0.12900259164619146,0.30808943336224276,-0.012102469991127077,0.032107917517507384,-0.16756121227682472,0.0475388472035526,0.06182063386019927,-0.28419374074349085,-0.013792877791377008,-0.1779354317067908,0.05053697495705314,-0.0646108282128824,0.25700683725091056,-0.15421668724827028,-0.22420234716810253,-0.10474886747728702,-0.03742473811324408,-0.20293772127214912,-0.18034224841180171,-0.00014714833521135026,0.2921667998247115,0.08257248651809461,-0.05452913616697505,-0.09554279620150473,0.2367154298209652,-0.08933609392355284,-0.08412471601552896,-0.1103490527081157
Temporal_Mid_R,0.49936811349654187,0.5488185190814666,0.7137555869110517,0.7472658973390065,0.15528600783149202,0.18025628713991615,-0.056891922929028,1.0,0.3204220866027733,0.24464268099639166,0.5975148145193756,0.38641913487928353,0.5879754055570879,0.6796684266158297,0.6129536905298604,0.373409345414908,0.6136122825980351,0.6427067205379415,0.6874955117177561,0.6849044633901265,0.6761093195478077,0.632555387724415,0.661034123280054,0.5431038911895436,0.23976716049349928,0.36864420522759583,0.4587789822823575,0.4024678821143423,0.178496584778726,0.14888675626659156,0.010483700319972242,0.4900912693027508,0.5474515367686363,0.7028022552585041,0.8700489840652362,0.2694266474266587,0.4110515048495659,0.5867916660063145,0.5278992406120674,0.51339436401048,0.7925362192135509,0.5681297935244107,0.46472600440059963,0.6531259280350314,0.6279540936977098,0.44729103012205423,0.1473674306187704,0.28739269977131054,0.2921283565418711,0.5974689797048436,0.559778675470437,0.31654476169045176,0.8339230419168591,0.7933417301630893,0.5840184414392455,0.765024989486146,0.3345416725441569,0.5020938043684511,0.5152228654936835,0.4817871529625912,0.7022858134022038,0.7081403787482711,0.694087219964018,0.6525672944006204,0.4122550160812673,0.6766356036055171,0.4184488958114391,0.5766503939734405,0.15005437137252178,0.6923091119245824,0.0650076439047067,0.3052689074784852,0.26367207439115087,0.7729404764688035,0.6470973555438059,0.30430220060839,0.699018693925733,0.4557331010543707,0.5685102730444529,0.4859141837454783,0.6738078272803435,0.39478291132872273,0.6646903674343974,0.4510898328994343,0.750629677190921,0.7994553595089257,0.4484202588463716,0.8119417886402531,0.6845861863868232,0.21518600853411118,0.3878201681764954,0.6267369403407432,0.19290112901611967,0.44692789688680445,0.7234286575211398,0.5961676595058483,0.8222909318541224,0.3879639282694145,0.45941993387515845,0.47219995159935957,0.6515509261198225,0.32365829464839213,0.6100637088593224,0.6266674863393883,0.17618947673701402,0.6742440823204205,0.3823424433943183,0.5245209508711486,0.6178133889546275,0.16877382753524828,0.46479006832119846,0.5947956277527767,0.5917130380397624,0.5003554617564278,0.612184999017647,0.5028824824987099,0.6600939715913979,0.11513721760494226,0.5307013654553137,0.7923572219442047,0.4745051121696887,-0.06144783525425942,0.4648563646305458,0.6605084001043183,0.5853285393918917
Occipital_Mid_L,-0.23515378615965504,0.07134338597280097,0.02779894652034176,-0.11094162026565961,-0.23584674328458724,0.09526316752652382,-0.14517876716085668,0.3204220866027733,1.0,0.13928388396423552,0.4672544173847488,0.17297402270698722,-0.02692631279397662,0.062497206757465215,0.17992807898265345,0.3813746499821352,0.06749832042229159,-0.1263061578849138,0.22366914151190023,0.10822752370478786,0.1717528008034794,-0.0721663137248512,0.3673750453902961,-0.09306219972741828,-0.07040820241776824,0.2309368663650993,0.3226886346905566,0.2087933634856163,-0.2718922235468312,-0.48967577161571996,-0.28648675663906414,0.19014601071503928,-0.058065077351657314,0.3397416614742293,0.24809313433697971,0.19993885662851624,0.3243583095078913,0.07918550214799125,0.5467360167199814,0.41217920441336364,0.1146739956837707,-0.08767680956824628,0.5438399641526119,0.33060111053368224,-0.08178252448200343,0.10585802852295165,0.10768256190849039,0.23994249867293518,0.2024486022585508,-0.24408916169659142,-0.072367603261682,0.21839655688830226,0.15027048244259636,0.30596815536361,0.41832432584565515,-0.007695924151596473,0.2330847380953494,0.1387677205698805,0.15803879165554902,-0.2579116364136806,0.14256076954593044,-0.0665205569473877,0.08972791757108563,-0.09058559824584432,-0.016886685703394234,0.126999479716998,-0.32507575147389967,0.026787710374599243,-0.18838620575584808,-0.04307227254210821,0.2079448654959827,0.19432901535046126,-0.45079125085361826,0.0895708698563894,-0.09495081763931604,-0.14316865775845378,0.5645521418123082,0.7901015269642108,-0.01541665568372988,-0.20707409207685717,0.0065007250419008055,0.24691413961484082,-0.07808613986100205,-0.42999862973022984,0.0410130267379771,-0.10315223667747042,0.2103246149092566,-0.029913020715199946,0.19865010050275533,-0.18185929361942116,0.6008163068815597,0.2891933759322719,-0.3625403434381661,0.19038325383181215,0.048192972240356395,0.5299078818711156,0.19408081700920982,-0.23434590944304945,0.13791198666745896,-0.3050875038290563,0.2808148533872344,-0.025412647797021817,-0.261918862912416,-0.07611609587607786,0.09233874109425248,-0.031627388517546914,-0.26607712686746365,-0.07231236683454532,-0.1573071833029642,-0.5938062036682107,0.42661036027571897,0.14814916065945796,0.133994861440492,-0.36279205447360385,-0.026112795025201346,-0.0243010977238222,-0.0878918569072254,-0.01219864100839772,-0.039442787310801725,0.06300472442167755,0.002097442275985347,-0.266110128942688,-0.08008163636115295,0.1741314035250588,-0.03721715020923661
VTA_R,0.2894688312825442,-0.019454696465486,0.12803955721806506,0.1672094545919286,0.15789905303075144,0.17710699904006674,-0.09121847535814183,0.24464268099639166,0.13928388396423552,1.0,0.31899008454763444,-0.023674934579432,0.06842816553663271,0.06592036123409654,-0.06791082426480807,0.048493442566124305,0.09115012407363786,0.3494338215078907,-0.057274901033544864,0.04232323340835923,0.04838633688354895,-0.09684267132125894,0.05262256742082968,0.030878878837214366,-0.17986799782388932,0.047384948415273284,-0.1463154456269639,0.0021321012652835533,-0.28977916102253487,-0.004853662828030299,-0.08060075316153849,-0.08547555411284814,0.08019740220037355,0.022990373190362557,0.1261328881215501,0.08332233056234464,-0.003963748108846416,0.3028687824255849,0.22215124698599092,0.048330745081508406,0.1313312427764492,0.11374677777797333,0.38519018591060294,0.03938933835889663,0.008288212317223284,-0.09691730557914383,-0.18496582912285112,0.023383827899327823,0.01662732674271423,0.13854250561191186,0.07534410729685369,-0.3026789164440756,0.12160678577602752,0.11185264689430037,0.11554354713866707,0.10108135815448807,0.08690595284895584,0.07211564163358525,0.05361922189350359,0.14021022796937352,0.1494675617105899,0.042536316473606985,0.010249322126713919,0.0546333403537352,0.11611258411415779,0.2242304770261633,-0.167209870666629,0.07850442690285184,-0.1315943105762696,0.12596185531845328,0.024949139219793002,-0.12038864670078339,-0.026105979740064067,-0.02546771249232493,0.032437895864177675,0.11304134249103828,0.3720996104418481,0.26945046755368746,-0.14512392230168597,0.06926234216360204,0.10321933280753595,-0.1623139504839315,0.16084437532690218,-0.19755274767792685,0.0830917328503889,0.055209474779826156,0.19741228924217893,0.15102026974575591,-0.0012578168609897326,0.09642133427929975,0.3042067020520078,-0.005564994491493113,-0.1919782246335759,-0.06935962472116343,0.12163150278595129,0.19286698610124212,0.16348681404313348,-0.4997880864530175,-0.21531427707747697,-0.007654924290461105,0.01855720505366868,-0.005107947136901382,0.24500052354737645,-0.03781666004811645,0.1985801672205768,0.34640862569558545,0.23549657508698638,0.021885488077166983,0.15094222624649545,-0.1584813383032774,0.14841994771725003,-0.07421263232433137,0.0193030213196744,-0.03575376156362807,-0.06710235774271703,0.21355816084462814,0.0034248366792033282,-0.31970604759153576,0.0512333801974823,0.08163354177278141,0.4246570032566051,0.09675988919626702,-0.005358699428490684,-0.08374222016403556,-0.06159181477495141
