,Frontal_Inf_Tri_L,Frontal_Med_Orb_L,Precuneus_R,Thal_AV_L,Caudate_L,Temporal_Pole_Sup_L,Frontal_Sup_Medial_L,Cingulate_Post_L,Postcentral_R,Cerebellum_Crus2_R,Vermis_9,Thal_PuI_R,ACC_pre_L,Cuneus_R,SupraMarginal_L,Thal_PuM_L,Vermis_3,VTA_L,Parietal_Sup_L,Cerebellum_10_R,Occipital_Sup_L,Paracentral_Lobule_L,Cerebellum_Crus1_R,Cerebellum_4_5_L,Pallidum_R,Olfactory_R,Cerebellum_7b_R,Frontal_Med_Orb_R,Cerebellum_Crus1_L,OFCpost_R,Supp_Motor_Area_R,Occipital_Inf_L,Amygdala_R,Putamen_R,Occipital_Sup_R,Thal_PuL_R,ACC_sup_R,Putamen_L,Thal_PuI_L,Red_N_R,Temporal_Inf_L,Temporal_Pole_Mid_R,Lingual_L,Insula_L,ACC_sub_R,Frontal_Mid_2_R,Vermis_6,OFClat_L,Amygdala_L,OFCant_R,ParaHippocampal_R,Rectus_L,Olfactory_L,SN_pr_R,Thal_VPL_L
Vermis_9,0.42142325897903543,0.015671574900043773,0.4858278055114951,0.4617811257320783,0.39333843049234335,0.38237428368988713,0.3487390191647742,0.48524789538625634,0.40566411535282515,0.4113260639606972,1.0,0.2215243159481918,0.10832891814812988,0.28276300168009794,0.22939654781616098,0.1061084626433953,0.42403223640291926,0.2623456924702687,0.046140134879802445,0.7642465131524618,0.20448068981405643,0.04901292750701878,0.5015609655919671,0.4497284930342239,0.29429786798629765,0.07110267893913513,0.47990127219418266,0.04948335242098033,0.5188492178403468,0.36103792412202323,0.4594356055436258,0.22687629146322977,0.31676072660451565,0.35781670498465745,0.0878203252155358,0.2566659342859226,0.39553278824674437,0.3963511788696144,0.2685450189489184,0.2881429244331373,0.519512861881433,0.1337713356631359,0.6729977125908003,0.5080430409290493,0.10703134188063877,0.37765788137543893,0.6544977271404739,0.16493304579845372,0.18725792329931865,0.1013919418261872,0.43315470336111533,-0.053431128594025,0.22208038719365822,0.27123582303173016,0.21362107945657338
Thal_PuI_R,0.23205022842049258,-0.34546350115232966,0.33754411451865557,0.30165938929856756,0.6063104318361265,0.2613468961215804,0.15373532146050137,0.28778740551617443,0.3292742303094837,0.28697360333162725,0.2215243159481918,1.0,0.24111972141819205,0.4959153611313475,0.32934208722087305,0.7365430636662545,0.2608987360192848,0.6853919857088961,-0.12820244480767146,0.3591001980796261,0.46380594931805136,0.1472823795638188,0.27948134899455324,0.5457028003385355,0.07545092719853036,-0.0051994556059359286,0.2866988105476407,-0.3992644684465168,0.4148719213850801,0.19649790006728093,0.29055854773697976,0.5400935011298332,0.2921046985183061,0.1730853451656362,0.33440895241708996,0.6603231558374176,0.34410719742270635,0.4008711278267419,0.7074661948789474,0.3457734693273041,0.37835996199974126,-0.08835401117315078,0.5707734731880021,0.6132002501377638,-0.16374568255390343,0.2279225629681107,0.49574607209124527,-0.15171949162984152,0.6709953683542645,0.07443809515905009,0.34969430438377863,-0.2597721271616728,0.2423461588249196,0.6234890263094378,0.5995529536296594
ACC_pre_L,0.5926581761690194,-0.32912451067036996,-0.23239572503729805,0.31959835784752955,0.27250317056662016,-0.024648116202045496,0.7830000896026578,0.009874285582403431,-0.05957762936732178,0.35696797111909373,0.10832891814812988,0.24111972141819205,1.0,-0.3351449211282852,-0.4531715230676549,-0.08667300903696826,0.1686789233035698,0.20170939941893265,-0.32051863745881704,0.1180750163178759,-0.3985550814566699,-0.45293445437519436,0.15200139690879721,0.2976714800388141,0.08355009151401818,-0.044093177308924286,0.20511642142106198,-0.5747670225313105,0.4342815867291134,0.11786961721787217,0.2028284655494621,0.15239150001166937,0.09560945385449494,0.05398213809243685,-0.5135307376506344,-0.027433901800598716,-0.19103575196879286,0.13726263545064474,0.38311694675279273,0.25214203748480174,0.35923000621167334,-0.2996413848498767,0.2713151351820188,0.3523638902596967,-0.1773382261597038,0.7399668845975393,0.29039154182917365,0.2678967489390584,0.2076065290723834,0.5201843305872976,0.06787032594857234,-0.2952685328137432,0.07196325968867721,0.19363192242332097,0.2763291456723794
Cuneus_R,-0.16044886838317776,0.1550200608036918,0.7860072292523371,0.16874157679929216,0.36913016133717763,0.2450456516976464,-0.3811805688640657,0.46661037981598574,0.6533858020443054,-0.1826660886384611,0.28276300168009794,0.4959153611313475,-0.3351449211282852,1.0,0.7743791545770429,0.7528832414446996,0.3328385700104094,0.4342109236844671,0.33097935132451956,0.4797035161695887,0.8236381995735987,0.5385453151550245,-0.015891334364204673,0.4222579921487035,0.25967716351297565,0.03028043864735339,-0.05824972201431392,0.07289337308732392,-0.04532994233695603,0.19741463721161956,0.3772782398079427,0.06933972845592179,0.32928959032204597,0.3045372030355804,0.8864583721525537,0.7370266534108255,0.4154556711871113,0.4429024078462711,0.33023042002676944,0.2341550108664638,0.1726734452836887,0.08436908249504202,0.41668702601022795,0.3152705741914958,0.06437644582420454,-0.1387505983598035,0.19318731552384705,-0.1438080807661159,0.23802275690801084,-0.09352703828124541,0.3807025328393289,-0.030468795476818,0.3339530303436787,0.4675581334955539,0.34850773983553374
SupraMarginal_L,-0.09680442593106262,0.14783345247227417,0.6671328878356815,0.17479821364170475,0.337797095772917,0.17849224452797482,-0.33286925786823385,0.2885168967129694,0.7020541814968261,-0.23362633139879188,0.22939654781616098,0.32934208722087305,-0.4531715230676549,0.7743791545770429,1.0,0.6457799936268591,0.30117921186851393,0.36311043778610896,0.33588987793404196,0.32607116459657665,0.8116185407730675,0.5714393264766306,0.0020342245231914076,0.2613127862588449,0.16121777474943547,0.1726928338301777,-0.06953521995286562,0.2219249935368676,-0.10381423585109453,0.1310623004632661,0.38461203633627133,0.0888446624723598,0.3799462241442366,0.18387382861005808,0.8041222516488868,0.709396482078132,0.4602501298672566,0.28159327061786366,0.27644118700746917,0.1640538829178473,0.08667532072041806,0.13586724078033754,0.24325198392509015,0.31985947850726215,0.23236193807243158,-0.16826769667571484,0.08706795145671764,-0.015442929314904656,0.08727129500043872,-0.0029663100035113945,0.3129272912606234,0.16387329259961736,0.2641834188962532,0.37442714722541054,0.31725787367867375
Thal_PuM_L,-0.11389111610669259,-0.12441897031914473,0.47920776266311405,0.09760564132907344,0.370218110063125,0.019447836964807792,-0.18625809346478947,0.3145242165463251,0.5410028720587183,-0.01481946842380154,0.1061084626433953,0.7365430636662545,-0.08667300903696826,0.7528832414446996,0.6457799936268591,1.0,0.23610706457624023,0.621962697506397,0.1137673596957448,0.2913552369958184,0.7022150763869281,0.3885175684120117,0.07727610086999785,0.4199329124656705,0.04077295136456137,-0.03211255569878617,0.027796796671289578,-0.24316809670768252,0.10133590270708476,0.027753006817259535,0.25925661819027734,0.29806200485227924,0.3022560438440032,0.0610751597403391,0.7135148990706435,0.7815166213851905,0.2976628575786088,0.27738518215274843,0.47699993564959614,0.22877597323095428,0.09416296133040727,-0.10967882809693681,0.4001984080979603,0.3890855074336261,-0.08203135830443642,-0.06190284832649785,0.27321875498982,-0.19316688707380256,0.43713610657109314,-0.03201416471208029,0.19755445286283219,-0.14302875868203194,0.20370894123185987,0.4884624984583241,0.39076498719507596
Vermis_3,0.4817496739144099,0.2343009061308024,0.5767978680277945,0.4821366398033834,0.6696065150915264,0.5105681663286513,0.288281252553396,0.6020525836145243,0.5746742924940236,0.007970075598452114,0.42403223640291926,0.2608987360192848,0.1686789233035698,0.3328385700104094,0.30117921186851393,0.23610706457624023,1.0,0.13686391347281615,-0.035966391438363526,0.4943486975469078,0.1405322972920673,0.1414518694370008,-0.013300482670918067,0.7928003711704968,0.6403401813131168,0.3651556725036404,0.0157878957764245,0.058641657456317796,0.11541935780924936,0.5546879625032933,0.5868360117856904,0.10356083467439234,0.437312845884984,0.7463794874241029,0.15757143771678206,0.3781443662078697,0.638900338138033,0.712704576076443,0.5615243198322571,0.4906958001061499,0.6732051158660719,0.318335499401768,0.49593832425838114,0.6329440990102864,0.31231253576162765,0.40167840368497454,0.28994027813629636,0.14247923678802843,0.26475216106950766,0.24562994659283405,0.5489514078069369,0.19344358093735997,0.2453778305114877,0.5562339354993665,0.5277279844821653
VTA_L,0.1477755449362985,-0.29885304499339127,0.290318962099748,0.29502533189785735,0.372592867074823,0.1435923307943452,0.18766155906689583,0.16785573316222532,0.32954443259379784,0.3617999272093915,0.2623456924702687,0.6853919857088961,0.20170939941893265,0.4342109236844671,0.36311043778610896,0.621962697506397,0.13686391347281615,1.0,-0.10291617788594144,0.3930287402713035,0.49908676998414386,0.2461083763235533,0.4008006892731148,0.3894888255839178,0.07307508312314348,-0.19974391083891896,0.3754469717383265,-0.21108485773229618,0.4524538577832809,-0.08857034332702601,0.35832605145889135,0.4625066555285817,0.3121625523681104,-0.014649543312266988,0.35318928158547824,0.5482720286362052,0.16451339873367074,0.25647446482614755,0.45478404011443524,0.37632935541688883,0.28115146043468725,-0.0966924870311344,0.5116230314236787,0.43072816252321744,-0.1044585290325851,0.2355163712848565,0.5467426390295818,-0.011260495511629937,0.5211444093580474,0.10019805044945508,0.3323023349473072,-0.42659178789354496,0.39830128692696826,0.5295525864484824,0.39641362493739873
Parietal_Sup_L,-0.30539776324518086,0.2610498386009157,0.20309910361987812,0.006316002162389337,-0.03302759672080325,-0.038422593199939764,-0.3747073206346026,0.05053697495705314,0.2306389021816662,-0.3273812851554853,0.046140134879802445,-0.12820244480767146,-0.32051863745881704,0.33097935132451956,0.33588987793404196,0.1137673596957448,-0.035966391438363526,-0.10291617788594144,1.0,0.051079472251862594,0.2674998203344905,0.3060922454186466,-0.1792985352550461,-0.05934667196295622,0.0475388472035526,0.025585709368161305,-0.27480445758298483,0.2367154298209652,-0.278274371382229,-0.08933609392355284,-0.08412471601552896,-0.36848252227062683,0.05419646916955941,0.034245803601483854,0.37410478876303205,0.23622755864881262,0.08762031015180234,0.07204698545704144,-0.10474886747728702,-0.06182188598124451,-0.15571328564738893,0.0071958256169990095,-0.1241033160710879,-0.14768718218129656,0.15236421093088637,-0.2598289630820973,-0.20251734821491887,0.016457671880890697,-0.3742556440511695,-0.16756121227682472,-0.00011077115930614888,0.21277636596042207,-0.010178251673371276,-0.09984136223265347,-0.1103490527081157
Cerebellum_10_R,0.40223967913703756,0.049634867144112194,0.6431347081072791,0.44323975763789447,0.49049629067265377,0.4951207821763974,0.2555193197799453,0.4812214553834992,0.5132620273239036,0.35384205355354637,0.7642465131524618,0.3591001980796261,0.1180750163178759,0.4797035161695887,0.32607116459657665,0.2913552369958184,0.4943486975469078,0.3930287402713035,0.051079472251862594,1.0,0.4062844229750095,0.11500207921857576,0.4134157131670017,0.6426033718755506,0.5214772802326001,0.14307201920799598,0.44566673816404995,-0.01697839428186707,0.42272990950845146,0.42975876727978046,0.5713531139794256,0.2361696847526057,0.44646806040303677,0.5369853460608252,0.28842216540812354,0.3952135636033305,0.41575882903245454,0.6215991230118281,0.4011673760429481,0.49386273673789244,0.6266350351278729,0.21421196363773767,0.8325295807937192,0.6018221771192132,0.11378574517510134,0.4219912719609401,0.6347691515924703,0.14974767684347146,0.3601002985650578,0.22074884028327235,0.608580403887631,-0.05714172844319527,0.41160275766150367,0.5285012131093858,0.5323531168087599
Occipital_Sup_L,-0.27507170898639355,0.03845478414758359,0.644741379633885,0.03961618621199336,0.2953598271505018,0.26280859907002213,-0.4107290148531605,0.23240469929160534,0.5278782361676354,-0.12647145840978913,0.20448068981405643,0.46380594931805136,-0.3985550814566699,0.8236381995735987,0.8116185407730675,0.7022150763869281,0.1405322972920673,0.49908676998414386,0.2674998203344905,0.4062844229750095,1.0,0.5525320930283258,0.12023157110729721,0.23291247098431458,0.1104025845663448,0.06090960532713411,0.039720731264368855,0.21156374125528238,0.014769230986862489,0.10484892692359314,0.21962859795727954,0.21957732577878286,0.23762700932185798,0.13262589185572354,0.8662546053859177,0.614942805454068,0.3662891060553769,0.2910503413721126,0.22643644287891293,0.16335912853974985,0.025222956161125486,0.20984306815553472,0.33763180157610184,0.20822621467492589,0.12228630186724497,-0.2647596887114258,0.21724048227258622,-0.34333170173435495,0.2369938885959464,-0.14508150083250282,0.2739152370752366,0.04380084690688957,0.2992656661476701,0.4094765777428468,0.28075672499700155
Paracentral_Lobule_L,-0.25028889321841863,0.09640122501774125,0.38890406707763087,-0.03461083759165925,0.15822590975263373,0.16017060086088666,-0.42122096622537075,0.15930399246351418,0.3823506693886684,-0.2514597916915864,0.04901292750701878,0.1472823795638188,-0.45293445437519436,0.5385453151550245,0.5714393264766306,0.3885175684120117,0.1414518694370008,0.2461083763235533,0.3060922454186466,0.11500207921857576,0.5525320930283258,1.0,-0.028105315605665107,0.09712802562436265,0.08627868141241306,0.003926247733077335,-0.16687210230025604,0.26846019206135224,-0.18878862511624603,-0.028071559406254852,0.12021096244174448,-0.02440506468157986,0.020739372028022323,0.16607519277144928,0.6580273501753955,0.29665742572441994,0.3250055718111679,0.19358799149427708,0.0675540553137333,0.0868586409085753,-0.07512533154968506,0.23738457004875702,0.018884547978228222,0.02968329896625865,0.1298932566664909,-0.31700898869057564,-0.06820913278815827,-0.22587142146298275,0.06020478181022454,-0.27092473092684116,0.1576693272730422,0.1388151384458859,0.15815103971352737,0.24482854864339473,0.07280124207565049
Cerebellum_Crus1_R,0.2847488050099646,-0.4357318959012929,0.02424109491594224,0.1261831657069739,0.07219235122428232,0.13266220583729846,0.42743678346708597,0.11289098991981533,0.006271119906322184,0.8809963156540865,0.5015609655919671,0.27948134899455324,0.15200139690879721,-0.015891334364204673,0.0020342245231914076,0.07727610086999785,-0.013300482670918067,0.4008006892731148,-0.1792985352550461,0.4134157131670017,0.12023157110729721,-0.028105315605665107,1.0,0.09543645747344716,-0.03713183602349968,-0.1482410652960195,0.8572649406870693,-0.10854740894118015,0.86104384044162,0.03974253879499762,0.2522015562089507,0.6870223061023559,0.1318243681538234,0.0276675475180757,-0.10508774454459362,0.04885047310476737,0.06796450860270167,0.061579328870531545,0.0254262464622724,-0.04466134054491899,0.2975581745426248,-0.007102515949885185,0.5651049029716825,0.3406855094606858,-0.17991561940055134,0.3054946409082545,0.740056593408498,-0.03996081299756752,0.2937847359672995,-0.06435884597652657,0.011109776671123745,-0.2817117519399757,-0.014111746671501698,0.027822506435149073,-0.1074385687109746
Cerebellum_4_5_L,0.46526072092999493,0.14042837564376545,0.5835383138070864,0.6638036209731412,0.8465484293639239,0.6136554859682285,0.2821168418889627,0.602560185015835,0.5877573818926467,0.19939800315986023,0.4497284930342239,0.5457028003385355,0.2976714800388141,0.4222579921487035,0.2613127862588449,0.4199329124656705,0.7928003711704968,0.3894888255839178,-0.05934667196295622,0.6426033718755506,0.23291247098431458,0.09712802562436265,0.09543645747344716,1.0,0.6999111099217887,0.3453577887700095,0.18490701587321992,-0.07145302537467688,0.24671420479638279,0.5381555234364267,0.5167719951533373,0.17258685676895746,0.4973609725776334,0.7411360729571392,0.2066582060665245,0.5186706688645808,0.6436964483655899,0.8427568616270158,0.7574594060205037,0.7413920243582439,0.759140431557957,0.33153226003238767,0.7154353014289306,0.7595526778177726,0.22592952958669044,0.4791650737043107,0.47552668682330473,0.07476970610161988,0.4599392835741934,0.319200619699147,0.7403221715118383,0.09903937265101118,0.37161238001020397,0.7608286941662686,0.7272015873687678
Pallidum_R,0.27271459609209436,0.41683693541703815,0.46856126343084115,0.529026544886946,0.5661079969641015,0.6460541546536395,0.10591468599030389,0.48357311643123685,0.3860630583813916,0.05095247731190695,0.29429786798629765,0.07545092719853036,0.08355009151401818,0.25967716351297565,0.16121777474943547,0.04077295136456137,0.6403401813131168,0.07307508312314348,0.0475388472035526,0.5214772802326001,0.1104025845663448,0.08627868141241306,-0.03713183602349968,0.6999111099217887,1.0,0.4490147945869609,0.03430728283256392,0.3528100558351934,0.030934066356000742,0.4753482260300561,0.3933589895313323,-0.09745484792531899,0.4834118043948505,0.8371553341528274,0.1503591645832266,0.2502783322733939,0.5937997946998272,0.8220882255321315,0.3526462347290405,0.7211469156847125,0.6094239745350013,0.5086192765986967,0.40253961869991334,0.4650878785222326,0.4252812049287931,0.32400975888843414,0.2248738474564908,0.15078036628070196,0.07668713019440043,0.2534644635077402,0.7191440660326244,0.2750521951546294,0.4860689030972942,0.5568680950513675,0.4840623398607709
