,Thal_IL_L,N_Acc_L,Thal_PuM_L,Angular_L,Pallidum_L,Thal_MDl_R,Cerebellum_9_R,Thal_PuI_R,Insula_L,Thal_MGN_L,OFCmed_L,Vermis_10,Cuneus_L,OFClat_L,ACC_sub_L,Thal_LP_L,Fusiform_R,Lingual_R,Cingulate_Mid_L,Fusiform_L,Thal_PuA_R,SupraMarginal_R,Cuneus_R,Cerebellum_4_5_L,Vermis_7,Frontal_Inf_Tri_L,SN_pr_R,Caudate_L,Supp_Motor_Area_R,Pallidum_R,Rolandic_Oper_R,OFCpost_R,OFClat_R,Thal_LGN_R,Precentral_L,OFCmed_R,Cerebellum_7b_R,Thal_MGN_R,Paracentral_Lobule_R,Thal_PuM_R,Caudate_R,Frontal_Sup_Medial_L,Red_N_L,OFCant_L,Putamen_L,Cerebellum_Crus2_R,Thal_VL_R,Lingual_L,Cerebellum_8_L,Temporal_Pole_Mid_L,Frontal_Inf_Oper_L,Precentral_R,Thal_VPL_L,Rectus_R,Temporal_Pole_Sup_R,ParaHippocampal_L,Frontal_Inf_Orb_2_R,OFCpost_L,Postcentral_L,SN_pc_R
OFCmed_L,0.1672743412390962,0.09030536338543044,0.01998451733995854,-0.0010166918105461173,0.3215523314971691,0.32670694357324165,0.2359475347508165,0.07244810344015833,0.39955258161118584,0.30067510084465493,1.0,0.3493629207246658,0.052438581024224024,0.26856632595027313,0.19976664089689064,0.16893691568122163,0.3650343391872006,0.20872614583540008,0.3102290463980963,0.27107938350295335,0.17682729169983025,0.27355315162559246,0.1413232370729523,0.3987385073496052,-0.2840181057977418,0.3904871438322666,0.34552987592497686,0.3226028774612474,0.2480304995807301,0.283962286569903,0.43005584117552326,0.5743109827268196,0.5101157751753006,0.19138251318021818,0.24978655395478247,0.3157954246228847,-0.16533998209762824,0.18689504899799703,0.12475007804318461,0.148867036655071,0.30372294322173216,0.15014403359409267,0.45703647130043856,0.5327715415074774,0.3510547379503623,-0.16742541907028752,0.2926655112339549,0.17428429538339474,-0.07261296140881905,0.3406689581643119,0.432986065791153,0.2712246098741465,0.35157372586381447,0.1147119327513585,0.2810665846124907,0.43347021369201943,0.43696960344500163,0.38525507322714575,0.29630578511796885,0.19140078637003025
Vermis_10,0.49712840203627584,0.2626439693297581,0.14500589472839076,0.09765058323686253,0.5046688783541664,0.4240860741135018,0.7768502298975241,0.38601530412325635,0.6515850427697787,0.18479290359140813,0.3493629207246658,1.0,0.4414018124292152,0.004535478348530294,0.0808470210069836,0.18479720674930492,0.8227920939809503,0.6642544833123565,0.7072059038693138,0.5594733975333779,0.44707903366789187,0.4888899715598165,0.2781495432815606,0.686657474906112,0.3886308515336956,0.5137568325995804,0.4858572957362351,0.5926268651985718,0.4337285120391951,0.44087595323043666,0.7128531281647054,0.5825125081394722,0.3639464889028268,0.387669629181626,0.29971429878679123,0.12784077343156058,0.4424603568483203,0.49051630580516825,-0.009159073659504175,0.2791268083476806,0.5267888859508406,0.34519867423918466,0.3902904987649374,0.1617902658316334,0.6142733436918504,0.403080967194478,0.5192215659610121,0.7486525746935291,0.528491153886062,0.17313509840510385,0.5924786294353679,0.36118546339126717,0.4211657017240371,0.13558319710564232,0.578488611706332,0.5856137801585101,0.3994664181969009,0.5098107677588336,0.3800372154987333,0.47157669327651847
Cuneus_L,0.1596743418867334,0.3182158057449404,0.5896203185565662,0.7403031394033601,0.30253175443227587,0.37752383324105593,0.2667201092148152,0.36027636835223503,0.4068847749991617,0.08702098724015105,0.052438581024224024,0.4414018124292152,1.0,-0.1618785848365059,0.19295174134800183,0.03067275094878171,0.3303034515160685,0.44154136949470124,0.6649449267132846,0.3218993171455179,0.41066239099368024,0.7429846482622832,0.7832210513267005,0.5260705553210792,0.07100500776056956,-0.04585736768280432,0.44733691894672695,0.422318879828154,0.39112188451632685,0.4226464707241082,0.38293817710707556,0.2993178589129344,0.19567568833251717,0.24419347583455137,0.09609614529255892,0.18659735054772467,0.09137630568639381,0.0889710248345754,0.5149906703236024,0.5789898862132596,0.40676687994779226,-0.25698099141676983,0.2726250364953542,-0.12406498358086954,0.5676542410642423,-0.02698161515931779,0.3503566206112102,0.47756628708289717,0.12672760492165075,0.3332529528425046,0.17207572389824285,0.3889512930377433,0.3483241050362229,0.2321834636132971,0.49528438169161626,0.4394602697445517,0.21603973857245423,0.2677211526695761,0.4106390795703909,0.2547241009845172
OFClat_L,-0.04334169029540929,0.20858870627299883,-0.19316688707380256,-0.1838243957370232,0.2056385396439074,-0.137138863852582,0.20586503605381898,-0.15171949162984152,0.2870859231964136,0.43379267742461436,0.26856632595027313,0.004535478348530294,-0.1618785848365059,1.0,0.05455581452176286,0.20324418104884742,0.20398648683673662,0.22265145812847859,0.24125804132028925,0.24568239884372492,-0.1558315146927504,-0.07041762226618001,-0.1438080807661159,0.07476970610161988,-0.08548052660925248,0.5905322744908218,0.0022448518209237742,-0.021572018490005083,0.542346725687657,0.15078036628070196,0.3166875204497166,0.02011447900365095,0.6186520674760242,0.312578896449137,0.6021082546443391,0.08605002551503965,0.0792803474678467,0.09803379044593948,-0.35064037252060437,-0.06472903816980664,0.18078025813751927,0.5135950961319518,0.36694665870187,0.5907933574671098,0.06920540675613646,0.07869977893530095,0.1545102946232958,0.1018321695456396,0.17657878811098893,-0.04837408125632462,0.4589917463799206,0.509905682753135,0.21513294520964057,-0.30398768212570193,0.011034471809603055,0.1812872838253484,0.23769486992816527,0.107603379905418,0.3897793178182775,0.11248696031417638
ACC_sub_L,0.15874097356988176,0.17740274422370447,-0.28091614258428543,0.08018632002000357,0.4137660105130973,-0.20648483138185877,-0.1717983775923307,-0.4370263835435566,-0.10358792824684943,0.3172974195041423,0.19976664089689064,0.0808470210069836,0.19295174134800183,0.05455581452176286,1.0,-0.11585889827097726,0.0935778740169748,-0.15395003683556985,0.1421836735025055,-0.06701679303162464,-0.3570338574254325,0.3097507033299642,0.0668194911908508,0.17397929017352834,-0.43358309052176397,-0.11103488149271414,0.041179962602330575,0.24154443423171026,-0.08860221130936106,0.49389274401629646,0.13718344043173217,0.24915801237393387,0.46955695492984506,0.33471503512624773,-0.2382658699299427,0.7169420781582013,-0.28208472313677124,0.2775171445163734,0.21769560941669455,-0.2428061812012137,0.28016012915625343,-0.2969646316896368,0.43449844125004977,0.4239344200919587,0.3630837464124981,-0.3994852805147657,0.2620231560233964,-0.17075513221269642,-0.17743060705447847,0.809630307118026,-0.015161279178701591,-0.07928787949554127,0.022336461698730076,0.6473223551577452,0.45142374316201533,0.2250388342651182,0.46979432187474834,0.03113681794284722,0.06286448287563218,-0.16290885759485363
Thal_LP_L,0.03616919369096882,0.10625344338937665,0.1569593016068351,0.004774149274259451,0.050938743021794776,0.2487769752228529,0.23798356124738512,0.2379217695986119,0.15585227710457777,0.10829559613542344,0.16893691568122163,0.18479720674930492,0.03067275094878171,0.20324418104884742,-0.11585889827097726,1.0,0.16726083355172797,0.18973064377154888,0.177989596115681,0.21865331988809764,0.2674846716107172,0.09189590433456374,0.12611040103737525,0.1677617993777021,0.08162162105725976,0.25019769311214707,0.09145173942054685,0.14141392235583541,0.23113538376361814,0.02428251951695465,0.1278801822952381,0.04843424618873752,0.08944271298105476,0.07141274496513422,0.19162545689871963,-0.029320756008755427,0.0821204256193948,0.05321876474342604,-0.015899408167313014,0.1906990075182722,0.16863335163324578,0.20881231241274073,0.10784508045508535,0.07448697916185264,0.05677090781354758,0.09681923573613742,0.19266408699128582,0.18460605448416195,0.034849304959166535,-0.06245801687267015,0.25837671236574544,0.25705122909403333,0.19552697135950306,-0.15709902496235253,-0.04924906252301556,0.18289751853191993,-0.004831179119562744,0.07678487644222118,0.13449517990260285,0.23692022893067446
Fusiform_R,0.6624751513178524,0.41543513728917286,0.04753517355164081,-0.02012206362037846,0.6836481639343878,0.40597844982095377,0.8038160494902935,0.37171941252378665,0.7103024788103236,0.43891901087391727,0.3650343391872006,0.8227920939809503,0.3303034515160685,0.20398648683673662,0.0935778740169748,0.16726083355172797,1.0,0.7818641551005338,0.6851649277953759,0.7097221043484576,0.4253113690376123,0.3498224730638967,0.14620168914889078,0.805967807681148,0.2298106080726487,0.642541105584633,0.5253350761077291,0.6376327276964802,0.5062585079206401,0.5962589079985877,0.820871290700587,0.5735158179504536,0.5282619026189032,0.600023839751009,0.3689360377627643,0.19708067753151548,0.45603068942433334,0.6823055642847788,-0.13926516586832569,0.2985357433420009,0.6259600320485054,0.48661252088311074,0.5815810097072626,0.34866384411147083,0.7159544216561518,0.46565390061340434,0.6228479289290272,0.7879362061162465,0.49749564390175066,0.24858146157643887,0.6803887277140527,0.4301916438843671,0.5649324250221257,0.12951065153428304,0.6537418746795192,0.7073529716607577,0.491208990494422,0.521557500477927,0.34064263800910644,0.4549057024194516
Lingual_R,0.3723362620569017,0.4467862301181758,0.3660417386218621,0.20309749213125472,0.5232751539947786,0.340425095526838,0.7932533188022508,0.48422560006656457,0.7094949933049514,0.18564809529050832,0.20872614583540008,0.6642544833123565,0.44154136949470124,0.22265145812847859,-0.15395003683556985,0.18973064377154888,0.7818641551005338,1.0,0.7238107452847296,0.7903016599645657,0.49760651806920253,0.3861229194447442,0.386483229190834,0.7576404274776817,0.45238407239732736,0.5285283024379256,0.4897728835473186,0.5092578744831985,0.677167485725487,0.48805333191235767,0.6433463379347597,0.42133317927744135,0.345645218536978,0.5346514447967432,0.49088485560116857,0.0670331820887581,0.4763459606884572,0.32777014013275596,-0.09368841228479298,0.5252889645374126,0.5334046761674708,0.49430572159833364,0.36003471485213845,0.0667038548128609,0.5880512486278864,0.5074733963755506,0.49697944203317396,0.8609734116084802,0.5375090980486013,-0.0020498037477551774,0.5847857921125709,0.6656129084554192,0.4434891408567904,-0.17863867428630828,0.443520649427309,0.533874080136865,0.3306331660248129,0.43560084708802366,0.3928010355379156,0.4638390939000203
Cingulate_Mid_L,0.3846304810936166,0.36977871387809236,0.3313610046114464,0.36596346132120927,0.6323006480471741,0.4063678177408771,0.6512057894250471,0.377405424367287,0.7555521239085595,0.31707368193947255,0.3102290463980963,0.7072059038693138,0.6649449267132846,0.24125804132028925,0.1421836735025055,0.177989596115681,0.6851649277953759,0.7238107452847296,1.0,0.6652237013793338,0.4463287527778053,0.7232944973531261,0.527133992606189,0.7365903042819131,0.1984148576722029,0.6152763756322788,0.5906238111293586,0.6305174342894686,0.8163769122345116,0.5580844623300492,0.7757276875151119,0.5166430079646925,0.5328750610038604,0.4811336869008512,0.6029851228493053,0.192573218688165,0.28206482586569603,0.38198152663889123,0.19327194092697872,0.4776653179713931,0.6294893699341212,0.36032521906425813,0.55759698233168,0.24936818876335728,0.7034560953748097,0.17524024126849697,0.5897488584957106,0.7413385935325354,0.39625839255072115,0.25559059459098776,0.7213583332473797,0.7032425881164164,0.5856140831906416,0.13282096978106284,0.6593117517741578,0.6613494605939042,0.41563902999398067,0.440884117099956,0.7410805965135736,0.4018729810714611
Fusiform_L,0.6112937549864162,0.5960904295025952,0.38512751374119036,0.1857866013862283,0.5887074915665182,0.46282491949008553,0.745462720899485,0.6292232436679964,0.8242437679472627,0.33478885260493363,0.27107938350295335,0.5594733975333779,0.3218993171455179,0.24568239884372492,-0.06701679303162464,0.21865331988809764,0.7097221043484576,0.7903016599645657,0.6652237013793338,1.0,0.6043812996510416,0.43132976102900217,0.33099179156056296,0.8095847520872965,0.29994873545948425,0.5967542501495493,0.6986146960493097,0.7467096483758243,0.6384927423801706,0.5543731947980816,0.6666250722491127,0.4740494885524827,0.41967370794804143,0.7184611516358063,0.5681914452771175,0.14870850627291649,0.39827452117695716,0.45008927325160314,0.016762631827377524,0.6124559342919947,0.7825856645428936,0.5111879963569014,0.5483079916151575,0.14395775695708476,0.6840569066928551,0.41873274141438827,0.7665200637514938,0.7618208448655447,0.4398986778373035,0.10566966082948752,0.7235004930384732,0.6698560414991815,0.6403880157216274,-0.06711900864493114,0.5787801797814497,0.7575786261389854,0.5096289400018478,0.5737844810352624,0.49761189408174644,0.4720114207983457
Thal_PuA_R,0.4474800989055155,0.3073963118783288,0.7524683807879171,0.3932851970899761,0.11850290259592113,0.8762119600988193,0.5084560319962729,0.9373219636194727,0.6302149222268376,0.0009365323020427127,0.17682729169983025,0.44707903366789187,0.41066239099368024,-0.1558315146927504,-0.3570338574254325,0.2674846716107172,0.4253113690376123,0.49760651806920253,0.4463287527778053,0.6043812996510416,1.0,0.46800639510966807,0.5343233659794122,0.6067757382995626,0.15517964226971726,0.2661550667363206,0.6054721101674481,0.6645503129097342,0.297532596449959,0.11836404134666632,0.3979168389671725,0.24836959420843335,-0.0356944435115663,0.2639107120650123,0.3169577272571341,-0.1841525487349963,0.23851249409098904,0.26063005156344166,0.3423477578011312,0.8182812114529484,0.6029636002929455,0.13948329732940565,0.21318031871383863,-0.17400380469858104,0.43320751660593443,0.22791104924813313,0.59740613863433,0.5807322178140915,0.2061409855278511,-0.08779713485353327,0.48775460310257374,0.4576479931634407,0.6102020476251974,-0.1285414128221144,0.3173844878760918,0.5733584142454059,0.07231169285298847,0.3581320066122489,0.388317492833687,0.5391192100919804
SupraMarginal_R,0.2685742207734076,0.3252154347214528,0.5659364292954616,0.7135460720609781,0.43355879514055,0.5235616381227983,0.3252837538233893,0.4156333494522545,0.49488684701822044,0.15017016580614434,0.27355315162559246,0.4888899715598165,0.7429846482622832,-0.07041762226618001,0.3097507033299642,0.09189590433456374,0.3498224730638967,0.3861229194447442,0.7232944973531261,0.43132976102900217,0.46800639510966807,1.0,0.7790326362154871,0.5857604543699034,-0.0001634936661270255,0.13962303853244726,0.6453233303818767,0.611704840568682,0.4784678786718374,0.42236112417102606,0.45034732902446584,0.3841040679627488,0.38655880525808123,0.3132242356265929,0.2959983121978496,0.33249657164751656,0.04535789903687898,0.1606697662904393,0.6819182342326124,0.6177061047133627,0.5689854462505938,-0.1582104119052084,0.47291590249737386,0.1006694927411794,0.6442228149591873,-0.1439997991277405,0.5421093447957943,0.5340415801107874,0.12957611094838378,0.48315298163486986,0.36654122743441336,0.5512702840202051,0.5301590452445881,0.34080662877283435,0.5434787075662386,0.5889148925934982,0.3261408730858192,0.2834648533680237,0.6040891391043741,0.28586440985363626
Cuneus_R,0.013031898388852405,0.3157345221575736,0.7528832414446996,0.9055835310645141,0.178142658434993,0.5122177183447865,0.16999601682981172,0.4959153611313475,0.3152705741914958,-0.05936574614125406,0.1413232370729523,0.2781495432815606,0.7832210513267005,-0.1438080807661159,0.0668194911908508,0.12611040103737525,0.14620168914889078,0.386483229190834,0.527133992606189,0.33099179156056296,0.5343233659794122,0.7790326362154871,1.0,0.4222579921487035,0.02196908770382278,-0.16044886838317776,0.4675581334955539,0.36913016133717763,0.3772782398079427,0.25967716351297565,0.19373854809700244,0.19741463721161956,0.08834925578934599,0.1549419089402997,0.12995569339412352,0.21459886654107896,-0.05824972201431392,-0.11509313427486464,0.6834902168966929,0.7288284897751311,0.3611545869223155,-0.3811805688640657,0.18787408877092954,-0.1831109851402632,0.4429024078462711,-0.1826660886384611,0.30204371420762033,0.41668702601022795,-0.023029298131282447,0.3028750957227974,0.06990464907413257,0.5014771282553119,0.34850773983553374,0.04036510529594184,0.2649973289664784,0.3631058997545176,0.07708842522045967,0.14500518456784053,0.41198410645523914,0.321394221843417
