,LC_L,Olfactory_R,Thal_IL_L,Cingulate_Mid_R,Thal_LGN_L,Vermis_3,Thal_IL_R,Cerebellum_6_R,Cerebellum_4_5_L,Lingual_L,Precuneus_R,Cingulate_Post_L,Fusiform_R,Thal_PuM_R,Occipital_Mid_L,Vermis_7,Occipital_Mid_R,Thal_PuA_R,Heschl_R,Thal_MDl_L,Thal_PuI_R,Thal_PuM_L,Frontal_Sup_Medial_R,ACC_sub_R,Thal_PuL_R,Cerebellum_6_L,Thal_LGN_R,Frontal_Mid_2_L,Rolandic_Oper_L,Cerebellum_7b_R,Fusiform_L,Thal_PuA_L,Frontal_Inf_Orb_2_R,VTA_L,Insula_L,SN_pr_L,SN_pc_R,Thal_AV_L,Thal_MGN_R,Temporal_Pole_Mid_L,OFCant_L,Precentral_R,Angular_R,Thal_MDl_R,ACC_sup_L,Frontal_Inf_Oper_L,Thal_VL_R,Cerebellum_10_L,Red_N_R,Cerebellum_3_R,Calcarine_R,Frontal_Inf_Oper_R,Olfactory_L,Thal_MDm_L,Insula_R,Thal_VL_L,Temporal_Sup_L,Occipital_Sup_R,Thal_PuI_L,Temporal_Inf_L,Caudate_R,SN_pr_R,SupraMarginal_R,ParaHippocampal_L,OFCmed_L,Thal_LP_R,Rolandic_Oper_R,VTA_R,Cerebellum_9_L,Angular_L,Frontal_Sup_Medial_L,Raphe_D,Thal_VA_R,Thal_VPL_L,Cerebellum_3_L
Precuneus_R,0.445380135035189,0.1624616332770307,0.17342598519548916,0.830909938104061,0.4486173071136836,0.5767978680277945,0.3418243062861912,0.38221938258244886,0.5835383138070864,0.5788404441300332,1.0,0.7796796541633159,0.444312849807253,0.5461023932244752,-0.01541665568372988,0.04054055590190232,0.4485159987536359,0.3984078492116777,0.4383092359193714,0.4658334850428673,0.33754411451865557,0.47920776266311405,-0.1134220892725499,0.09184225416538871,0.5286367559121545,0.16707312402216803,0.29919132157445955,-0.023562349714458794,0.5741194733743482,0.05364781608404753,0.4142991565332404,0.4336974497982811,0.26703633734170523,0.290318962099748,0.4994860881122511,0.600466771446085,0.3175439440798879,0.2820981437069614,0.13910665903875782,0.3578291415897767,0.023571490831595637,0.5031080511131963,0.7478276146604796,0.4199634404027541,0.6299735090692117,0.3563502040434211,0.40007194411140073,0.3774621845724973,0.3406361685284252,0.6080821335164022,0.6553284213756665,0.48613372806502836,0.37294510120229096,0.4196921252806367,0.4012354712445609,0.5243049679785501,0.6650047528453591,0.5812935460659705,0.4118183121671591,0.44091641738829995,0.46706361040631855,0.4854602348157811,0.7863789851138534,0.5445306440366904,0.18692085248885768,0.13447966122324168,0.5257257751995268,-0.14512392230168597,0.4583570405577662,0.6857112761702053,-0.09029880215893393,-0.11989548009666731,0.48120322471212884,0.5050462552571148,0.6281944714687304
Cingulate_Post_L,0.36683616289535953,0.19183170380770406,0.2868748886816589,0.7436236441097624,0.30206864726042953,0.6020525836145243,0.3658373338365514,0.3908625563607882,0.602560185015835,0.5453049694819472,0.7796796541633159,1.0,0.5816147014425961,0.39487189227080755,-0.07231236683454532,0.112062919255764,0.09851706696294835,0.3806215561705455,0.4361047092460975,0.4270430381968108,0.28778740551617443,0.3145242165463251,0.1298471731844188,0.03281171742300886,0.31664874145900057,0.2980686079408568,0.3383491033670005,0.13283644204255562,0.6461043079217251,0.1694438942430852,0.42907770762745173,0.35425930986840426,0.3170731040392719,0.16785573316222532,0.5840481628268053,0.5706941479413189,0.2799473151398027,0.30135091731632146,0.29434168528197835,0.2287563617131969,0.1573460630012879,0.42797197374489654,0.32138548357839014,0.3311166023141096,0.5149247403586803,0.4771604644347073,0.4097871665327428,0.4154139644229523,0.31760930395241604,0.5913306716644724,0.6204009228184906,0.5826156337404697,0.2138070793109037,0.3959762818658638,0.4531304383299678,0.4796617450422741,0.5993622995188453,0.18698627054123018,0.42604128311515405,0.49269279358455376,0.4534233924840815,0.38829311041609094,0.4999811887766783,0.4814080733453036,0.2285153534267982,0.12178526292022629,0.6239305731768313,0.021885488077166983,0.5020511753617556,0.28252934645612426,0.15796717423098475,-0.05236442843415156,0.476173697394126,0.3659760374692558,0.5082840337063789
Fusiform_R,0.33735184147056624,0.28511206492419405,0.6624751513178524,0.6872024697429943,0.36212525722717864,0.6039102431032535,0.5987773209535561,0.5372774503267832,0.805967807681148,0.7879362061162465,0.444312849807253,0.5816147014425961,1.0,0.2985357433420009,-0.04307227254210821,0.2298106080726487,-0.1370682614743846,0.4253113690376123,0.4318315639241105,0.3754610499885867,0.37171941252378665,0.04753517355164081,0.43448937257865516,0.04229470315506908,0.1943833267656429,0.6847130206616281,0.600023839751009,0.48526421623748117,0.7819619332211499,0.45603068942433334,0.7097221043484576,0.43385694177244044,0.491208990494422,0.18583764659629645,0.7103024788103236,0.7185708599723512,0.4549057024194516,0.5699798870108967,0.6823055642847788,0.24858146157643887,0.34866384411147083,0.4301916438843671,0.10933058181474274,0.40597844982095377,0.4271651011879059,0.6803887277140527,0.6228479289290272,0.759257848295368,0.5564810475349443,0.7777364494923515,0.7462501481925032,0.7607411240593479,0.26594091479749,0.4886455057866843,0.6191073282978815,0.6743947294975723,0.7731548337830167,-0.14807107083045917,0.5665385694012914,0.7896927572084501,0.6259600320485054,0.5253350761077291,0.3498224730638967,0.7073529716607577,0.3650343391872006,0.01489204549845713,0.820871290700587,0.12596185531845328,0.7898230564883217,-0.02012206362037846,0.48661252088311074,0.04397720255215589,0.6557533471942212,0.5649324250221257,0.5033818363721213
Thal_PuM_R,0.44263461486500066,0.15006532815725465,0.2674433324199052,0.5614076172686571,0.4498610253098601,0.40634731103125854,0.46715373004639593,0.21335213011295678,0.6174698898725874,0.5320415170524567,0.5461023932244752,0.39487189227080755,0.2985357433420009,1.0,0.3673750453902961,0.053925547248431106,0.6080319472029859,0.8182812114529484,0.683572685589884,0.7456670715820202,0.8216507713207722,0.8756832082639447,0.0067663398166558685,0.015780652869132016,0.8599330893528426,0.23195053765207066,0.3049767994605727,-0.06909564352778462,0.5471424422843996,0.04136576450715455,0.6124559342919947,0.6986451016966414,0.13161058239615622,0.5948823154147841,0.5945176254240591,0.4761141874602393,0.4185255639601788,0.27071991034298376,0.03354069278566789,0.08163058412425436,-0.15257344281217647,0.5934206031672499,0.612124869713643,0.7223321231719592,0.48626964157387786,0.3363034207518499,0.5297352323114646,0.1606297300035213,0.38436936385691683,0.2000192194977577,0.40959508344057377,0.5161243884111342,0.3092382466251322,0.7150413328924108,0.5005230386374157,0.6702051281654648,0.5063796177202597,0.6094903778490705,0.6319773209644449,0.34821595746887835,0.5465064529507058,0.6661824265516884,0.6177061047133627,0.5503862542748169,0.148867036655071,0.3255119898804083,0.33655664257229595,0.05262256742082968,0.24795758947710103,0.6568815066294257,-0.038321423478675905,0.09514753620740625,0.39409750015050327,0.6035029152439932,0.532155536217075
Occipital_Mid_L,-0.0336428303003952,-0.14316865775845378,-0.0243010977238222,-0.007621983742774661,-0.039442787310801725,-0.12150632477056574,-0.031627388517546914,0.46551465833508926,-0.029913020715199946,0.30596815536361,-0.01541665568372988,-0.07231236683454532,-0.04307227254210821,0.3673750453902961,1.0,0.628822561162914,0.3813746499821352,0.41832432584565515,0.17992807898265345,0.2808148533872344,0.5299078818711156,0.41217920441336364,0.19993885662851624,-0.23584674328458724,0.33060111053368224,0.4672544173847488,-0.1263061578849138,0.2024486022585508,0.06300472442167755,0.4318314326150133,0.33778915546773397,0.12867982910220313,-0.2579116364136806,0.5467360167199814,0.2753410081340905,-0.0878918569072254,0.002097442275985347,-0.010171535950929822,-0.26607712686746365,-0.5938062036682107,-0.4669775896830433,0.22366914151190023,0.13791198666745896,0.19038325383181215,-0.09306219972741828,0.14814916065945796,0.0065007250419008055,-0.072367603261682,-0.1849470247264726,-0.09495081763931604,0.1717528008034794,0.0410130267379771,-0.016886685703394234,0.2891933759322719,0.06749832042229159,0.048192972240356395,0.0895708698563894,0.19432901535046126,0.133994861440492,0.1146739956837707,0.02779894652034176,0.10822752370478786,0.0450807357868428,-0.0665205569473877,-0.2718922235468312,0.19138928949758047,-0.06199169246789704,0.13928388396423552,0.09326229914638322,0.17297402270698722,0.2330847380953494,0.2079448654959827,-0.1573071833029642,-0.03721715020923661,-0.0721663137248512
Vermis_7,-0.1296255100726923,-0.18128467426429318,0.003838707450825695,0.06596088827272592,-0.08906650721947436,-0.043401413157161145,-0.026888888873048175,0.8074200493287288,0.013161922533848942,0.48681449051964965,0.04054055590190232,0.112062919255764,0.2298106080726487,0.053925547248431106,0.628822561162914,1.0,0.12223334206349722,0.15517964226971726,0.06330014880779182,0.033281403026595296,0.26246950574377553,0.06886945924799866,0.3171929296119213,-0.20988277194385835,0.05645388123249833,0.7550185310780695,0.0037446501150222413,0.33538406267998516,0.1257166208558208,0.713806552586634,0.29994873545948425,-0.09934044343713605,-0.16569146256157355,0.36429109177300845,0.24248523116271617,-0.056715272555218826,0.06532264870451648,0.05585088981895584,-0.09725022267549162,-0.5477844672625177,-0.3805801059504213,0.1579141513989272,0.014310265167478993,-0.10417575792483195,-0.11701556836336144,0.15309571927112275,-0.03853503411980825,0.2871055212178077,-0.14018951672649627,0.2994748871300622,0.48020057796298393,0.07481296790770826,-0.05711778686148206,0.048727227950387454,-0.0008991724056638635,-0.04759308660104214,0.1382992596568189,-0.06074446939784765,-0.06746720371616344,0.2236099359180374,-0.03158826154013872,-0.014578103418270054,-0.0001634936661270255,-0.14342198773172563,-0.2840181057977418,0.18778765262488,0.08160082278410778,0.2565920286917291,0.4577349521342355,-0.03732906683168667,0.37426541081914766,0.16834454959455541,-0.07882425521654952,-0.1912681621507313,-0.05379869291663214
Occipital_Mid_R,0.3118688437712933,0.0007319256988015655,-0.16793595695255958,0.26432621728950545,0.15673620300098604,0.023625778896657113,0.08059013049421819,0.14801300361811173,0.14081399539464814,0.22538101234893865,0.4485159987536359,0.09851706696294835,-0.1370682614743846,0.6080319472029859,0.3813746499821352,0.12223334206349722,1.0,0.3587503742720889,0.234276996006969,0.37435423561535447,0.38487232804433996,0.7256806258527612,-0.41971681512769987,0.058611138547752545,0.6112860447813285,-0.040616785082322464,-0.0049129885917545526,-0.4429930260818711,0.06069079378112524,-0.005541180947446786,0.16758385500563214,0.2932953795096338,-0.08064242269233704,0.44057411524198714,0.0741326630432466,0.10814031480749552,0.1594668289264076,-0.04052159538852771,-0.3021612241597598,0.08176274068479854,-0.37468205578973046,0.34362080160387465,0.7303480803258569,0.27951286675800713,0.30634274458099897,-0.20820841388993952,0.05447443451208311,-0.05255784768348065,0.10000708393328028,0.028177128481027623,0.1699440170937922,-0.050838328302068046,0.20249340156504206,0.292884375399599,-0.0025074731303089703,0.16759927657421075,0.07615570786694188,0.8703076057306569,0.049663856876111113,-0.07502426009061461,0.10552929172256649,0.30013271757363486,0.5278911327138881,0.09419650354110874,-0.11961439569102456,0.22967064154806718,-0.1380497882496477,0.048493442566124305,0.004655368758312694,0.8499962186573378,-0.4565942671176183,0.061420370487167184,0.07774886619308814,0.09865249015020879,0.2820374004753785
Thal_PuA_R,0.310796450766919,0.0208429627323193,0.4474800989055155,0.4518687142816205,0.24478925498670948,0.33577806246655995,0.5134884440864697,0.2992256368951326,0.6067757382995626,0.5807322178140915,0.3984078492116777,0.3806215561705455,0.4253113690376123,0.8182812114529484,0.41832432584565515,0.15517964226971726,0.3587503742720889,1.0,0.5618803579126589,0.7935274646502772,0.9373219636194727,0.7524683807879171,0.17118971816631942,-0.16061884582849367,0.6542249156298893,0.3619918450983593,0.2639107120650123,0.09488049419588493,0.6037079420439088,0.23851249409098904,0.6043812996510416,0.6914369957632548,0.07231169285298847,0.6009895908882755,0.6302149222268376,0.43582699158754534,0.5391192100919804,0.3498080206900051,0.26063005156344166,-0.08779713485353327,-0.17400380469858104,0.4576479931634407,0.39784840215572065,0.8762119600988193,0.45160643409015655,0.48775460310257374,0.59740613863433,0.2086147638093771,0.3582425439600782,0.1985728395197579,0.441992775724007,0.5651134948461997,0.19984102622358954,0.8648620740652909,0.5398177866310526,0.6994425371675953,0.5676931992517158,0.34074696545305816,0.7415853910996129,0.38818754727518273,0.6029636002929455,0.6054721101674481,0.46800639510966807,0.5733584142454059,0.17682729169983025,0.07801849692404017,0.3979168389671725,0.11554354713866707,0.2975168242133027,0.3932851970899761,0.13948329732940565,0.1308858213020523,0.4042272011191376,0.6102020476251974,0.35624925372801197
Heschl_R,0.3973955666771656,0.29211075038249423,0.19477786422170854,0.616770273308197,0.4868750297942055,0.5167171737572879,0.4002695588275773,0.25466423398665866,0.5845553679403284,0.5270647633710492,0.4383092359193714,0.4361047092460975,0.4318315639241105,0.683572685589884,0.17992807898265345,0.06330014880779182,0.234276996006969,0.5618803579126589,1.0,0.4720399079238693,0.5541816453122271,0.507093432244906,0.27238396672022275,0.1460167073535552,0.6316866646943726,0.3443936108093092,0.31655609623395736,0.2556521672045192,0.6476605445210449,0.06974150774255358,0.5935965707445564,0.5621655681801506,0.2014755367964689,0.264987617833823,0.7238562413161765,0.526961169202775,0.25731967453424315,0.2593297922367116,0.1166421424722619,0.07797823321229673,0.20784711636712241,0.6242648593913285,0.3406151512817785,0.4869085427419397,0.4127645022855442,0.5631378762302887,0.4563718735833869,0.28799787771531277,0.294299763382862,0.35858659066905907,0.4905517383808681,0.6280914271522833,0.06004273356830634,0.46206071242822944,0.5535017967776136,0.5464120947023833,0.6084393727318589,0.273416896332932,0.5208294231349608,0.5436224001380181,0.49603782276580405,0.5809865420181903,0.5038739265720494,0.5296223836487388,0.30921434651355517,0.33507813441365236,0.6336682247173803,-0.06791082426480807,0.3696642717442676,0.31470354705286,0.24682059067465226,0.033439720325210434,0.2801050021485622,0.5759459009985476,0.572089733829158
Thal_MDl_L,0.4162865459906193,0.10123939569982383,0.41822149720167767,0.5832096405538586,0.37376880342244556,0.44552250504675545,0.6286973820419878,0.25765041102596137,0.6675467125686781,0.5300804530530154,0.4658334850428673,0.4270430381968108,0.3754610499885867,0.7456670715820202,0.2808148533872344,0.033281403026595296,0.37435423561535447,0.7935274646502772,0.4720399079238693,1.0,0.7222092986773553,0.7454167071641618,0.16263428524927953,-0.022667760812856323,0.729456576305194,0.23650850319364528,0.4311718772917135,0.08917388131050638,0.6458518717606963,0.1740177911043758,0.6392994524635508,0.7879184644235468,0.2898284807446115,0.6188071676909871,0.627564505570427,0.43104294009071026,0.4650872922911749,0.5796494852195822,0.2641952055554051,0.09731491149885896,0.05119199575518283,0.6393774772877281,0.4978426281718518,0.736249427279739,0.48006849556588793,0.5566477186940596,0.7170867323039862,0.25787379629548113,0.5434995966837894,0.2696420707294936,0.38614046528381535,0.6400716377639325,0.35697948801882395,0.8809060917314954,0.5053575509965317,0.7030990842387709,0.5974320713972139,0.39641821261086196,0.7203659776658009,0.43714669410549845,0.7461663870428094,0.6224199068819524,0.5957586157032194,0.6340143440525638,0.20368091640491434,0.22089540427769028,0.372463008906772,0.01855720505366868,0.3580514318649414,0.41946275606880773,0.17363561236087252,0.09289630334094894,0.44751528101232524,0.5617769466808972,0.4956432325529756
Thal_PuI_R,0.2782591075543658,-0.0051994556059359286,0.4509767922292126,0.3902270964954254,0.24527070730622316,0.2608987360192848,0.4676001175906542,0.33973444924155055,0.5457028003385355,0.5707734731880021,0.33754411451865557,0.28778740551617443,0.37171941252378665,0.8216507713207722,0.5299078818711156,0.26246950574377553,0.38487232804433996,0.9373219636194727,0.5541816453122271,0.7222092986773553,1.0,0.7365430636662545,0.1756886874254629,-0.16374568255390343,0.6603231558374176,0.41315143381768565,0.24456770458462485,0.10488767663178067,0.5183910373402489,0.2866988105476407,0.6292232436679964,0.6609751164289054,0.030917994112032547,0.6853919857088961,0.6132002501377638,0.36666621514376474,0.5471092140977275,0.30165938929856756,0.19919260330675137,-0.17481163823448406,-0.2658591962935753,0.4097545685169745,0.3796929942812457,0.8090791201254963,0.3782426304796026,0.4191538297245521,0.5583470287810497,0.15564968258116196,0.3457734693273041,0.13936064171201154,0.4018290619940121,0.497523499264314,0.2423461588249196,0.7968704347204401,0.508937957571199,0.6843104461384346,0.525059613363758,0.33440895241708996,0.7074661948789474,0.37835996199974126,0.5482312339364234,0.6234890263094378,0.4156333494522545,0.5317893627295754,0.07244810344015833,0.117478294355989,0.3421684431927818,0.19286698610124212,0.2697392306293808,0.39220588858978445,0.15373532146050137,0.1883478586461033,0.3881068073382429,0.5995529536296594,0.2890919200100505
Thal_PuM_L,0.40630027332505114,-0.03211255569878617,0.021953161914268018,0.389974089279452,0.265567724407125,0.23610706457624023,0.2901744741849966,0.1860023565597238,0.4199329124656705,0.4001984080979603,0.47920776266311405,0.3145242165463251,0.04753517355164081,0.8756832082639447,0.41217920441336364,0.06886945924799866,0.7256806258527612,0.7524683807879171,0.507093432244906,0.7454167071641618,0.7365430636662545,1.0,-0.13720522072555522,-0.08203135830443642,0.7815166213851905,0.07462230885359551,0.06365267724209407,-0.2688037623046415,0.34202610636795594,0.027796796671289578,0.38512751374119036,0.5901777500739852,-0.05824110707490177,0.621962697506397,0.3890855074336261,0.22186474476648962,0.3585800435082244,0.09760564132907344,-0.17515614817899783,-0.024602196304586398,-0.3223554877866743,0.48027166938740107,0.6363045925228429,0.6557149013666854,0.3847289671375152,0.1369487287740747,0.3167751900840008,0.0009518033003297473,0.22877597323095428,0.07574785468115308,0.27415760106339476,0.2902485641534164,0.20370894123185987,0.6629745405144553,0.250127875906088,0.4435061517753824,0.28488045400250417,0.7135148990706435,0.47699993564959614,0.09416296133040727,0.3577502960535272,0.4884624984583241,0.5659364292954616,0.33673419470954025,0.01998451733995854,0.30380526400904584,0.0824338068887674,0.048330745081508406,0.09865700151545252,0.7017114749435609,-0.18625809346478947,0.0687164491238702,0.19666676024570348,0.39076498719507596,0.4254261027189423
Frontal_Sup_Medial_R,0.0018030720641303071,-0.10263704710106968,0.22323587112277116,0.2562601938746186,0.3141817240334336,0.2356377042588385,0.2372469485500286,0.3470946729047138,0.24056214984491023,0.3849207385112476,-0.1134220892725499,0.1298471731844188,0.43448937257865516,0.0067663398166558685,0.19993885662851624,0.3171929296119213,-0.41971681512769987,0.17118971816631942,0.27238396672022275,0.16263428524927953,0.1756886874254629,-0.13720522072555522,1.0,-0.2853346478838631,0.0019495707061408015,0.6592528029456677,0.23506372854271496,0.8888759492538972,0.3716044829177134,0.3782506170169629,0.45855300829659557,0.0770603309772445,0.1551776054599857,0.18974303933454956,0.47141159878394867,0.23467892647491959,0.22406690833623008,0.289227356051012,0.25490046955940593,-0.4345725187034002,0.29279229140843993,0.4614928816684915,-0.3855495928448307,0.08294013889626287,-0.36004189428628425,0.6342099853447788,0.2076919956444356,0.25831149993047847,0.14306054728571632,0.3087607641611904,0.3969682810678483,0.48935294165789117,0.02795077120395153,0.10104088254141368,0.17717836446181226,0.19307900046761028,0.3310080905887312,-0.583486154979367,0.2830466266198925,0.5061194550959122,0.19646844232229008,0.10375573495029718,-0.20520619782192562,0.2164215497658394,0.1670846426644139,0.21055388049203524,0.394857999488015,0.08332233056234464,0.4334955556283312,-0.48008753080439237,0.9596413159186614,0.20117920200338654,0.01730907872356575,0.24041686372040505,0.013199711608853764
ACC_sub_R,0.23141312939770659,0.6398114788010123,0.1936775975015528,0.1645247354278482,0.22157898223772104,0.31231253576162765,0.2830886953471265,-0.042326993969467874,0.22592952958669044,-0.04333822441491195,0.09184225416538871,0.03281171742300886,0.04229470315506908,0.015780652869132016,-0.23584674328458724,-0.20988277194385835,0.058611138547752545,-0.16061884582849367,0.1460167073535552,-0.022667760812856323,-0.16374568255390343,-0.08203135830443642,-0.2853346478838631,1.0,0.13516485449243554,-0.1766435594354891,0.40965624399213285,-0.1456327971634438,0.1887373715558588,-0.18019578345022433,0.15117054531659757,0.2589877604103885,0.5624303384165997,-0.1044585290325851,0.16633762052508685,0.18769746629397344,-0.0899615640602247,0.26425255831092276,0.17767319431528314,0.5137422485632314,0.1301391915266292,0.010198051127951656,0.19891991269378276,-0.12230365146695021,0.4741979448111801,0.027689623053484703,0.27523296272358366,0.16539605012870282,0.3117048638556371,0.11046079293850361,-0.09759338562170042,0.20951991540933473,0.1552354615787457,0.018303572729012157,0.4115983731204234,0.1753519322635334,0.11643049301780749,0.1985872983303981,0.1101879580172043,0.13647242617213692,0.31808921129558926,0.32406121816823297,0.2446055386266636,0.27837200229004166,0.14373685724463975,0.14686875851672831,0.15678104146974792,0.15789905303075144,0.08963626507789271,0.1345031058060912,-0.2165217583749953,-0.2785541456212682,0.22750583824171908,0.08997265945865394,0.3623961082303965
Thal_PuL_R,0.4564383609902342,0.20356979288338028,0.18259901383944188,0.5852430895140222,0.5560356592857697,0.3781443662078697,0.517817232313336,0.23589536367406683,0.5186706688645808,0.4484516212012152,0.5286367559121545,0.31664874145900057,0.1943833267656429,0.8599330893528426,0.33060111053368224,0.05645388123249833,0.6112860447813285,0.6542249156298893,0.6316866646943726,0.729456576305194,0.6603231558374176,0.7815166213851905,0.0019495707061408015,0.13516485449243554,1.0,0.1986158026735105,0.4181503037333348,-0.021931154574763634,0.5577902667218451,0.044665634751762905,0.6135623957152189,0.7098798817194846,0.21329061395035925,0.5482720286362052,0.5738298665371213,0.41932632184371976,0.3521278780826183,0.4139394221659756,-0.03654185775506071,0.11199428854220193,-0.08941195794255105,0.7148623242146901,0.6313348619768187,0.49772114544176194,0.44709534762022024,0.3516548067348151,0.550691891606229,0.2169953798353535,0.3997662041674751,0.19939069133103057,0.38051029017042864,0.4887122151273807,0.38340814596788886,0.5993428304554249,0.44128228912445555,0.5595955550297397,0.5211259545897627,0.6212616115238034,0.5254095795916112,0.3764899198445802,0.5995363332448816,0.5859245908215861,0.6112129853749549,0.4879114150097518,0.13306031136962285,0.521366235624372,0.2890238996405061,0.03938933835889663,0.2948010716385338,0.6592512484462764,-0.02514308237385219,0.07531664142103552,0.2889707999018322,0.49699043484588856,0.5183078659805943
Cerebellum_6_L,0.1253745223451284,-0.013421230991093833,0.3381139685854036,0.41006547739387217,0.2617035430099143,0.27621516717016475,0.32991198622232254,0.8096369819126606,0.44007595606229283,0.800849250070053,0.16707312402216803,0.2980686079408568,0.6847130206616281,0.23195053765207066,0.4672544173847488,0.7550185310780695,-0.040616785082322464,0.3619918450983593,0.3443936108093092,0.23650850319364528,0.41315143381768565,0.07462230885359551,0.6592528029456677,-0.1766435594354891,0.1986158026735105,1.0,0.34891574016191096,0.6778008649655348,0.535423466032103,0.7250423813393095,0.6768883332848884,0.17180100089258812,0.16274304103690465,0.3985455639142125,0.6172345765182813,0.3892793425315593,0.3451907820272152,0.3672720171837156,0.2760719902554653,-0.37561067464797593,-0.04817495227433021,0.45945495664445873,-0.039407028408215826,0.15860737895725333,-0.009678608076734693,0.5654100061987389,0.2980166564945618,0.5884696316356625,0.20509283937679962,0.5638791319792976,0.7364920738542139,0.5412536734351645,0.1349338186913968,0.26132674851097326,0.34100268651553806,0.33715081662261037,0.5227368312847925,-0.237372433865811,0.2898905174238996,0.6366101905546729,0.31896357397205327,0.26640659385572096,0.07427656235609191,0.3007213956988354,0.026353627323612974,0.2602876240138131,0.5130954246263233,0.31899008454763444,0.732152556216648,-0.12019403438122589,0.6989459711852176,0.2156587606606339,0.2183167413807761,0.23641957840523023,0.18060824226517133
Thal_LGN_R,0.32772547899807786,0.4958648419506213,0.6947341261434193,0.5862448215008665,0.6291084837078976,0.5123811354063548,0.9080677038229725,0.21587217960721852,0.6990105107046022,0.42774149627158087,0.29919132157445955,0.3383491033670005,0.600023839751009,0.3049767994605727,-0.1263061578849138,0.0037446501150222413,-0.0049129885917545526,0.2639107120650123,0.31655609623395736,0.4311718772917135,0.24456770458462485,0.06365267724209407,0.23506372854271496,0.40965624399213285,0.4181503037333348,0.34891574016191096,1.0,0.29664396613742217,0.6575634442857438,0.1750882342676451,0.7184611516358063,0.5710311995878399,0.6706854442074839,0.21803712229393477,0.5379624706741762,0.5653841786473925,0.41122125986821195,0.7975821829641311,0.715569379304495,0.4190117053451091,0.27584287005647296,0.4508178015225459,0.1833900711257538,0.15210786555321104,0.43364736429056383,0.4992346917522598,0.808195987461125,0.4730166167548751,0.8077960538716282,0.47126928063699297,0.36873522399345987,0.6418138051224436,0.44137444204548215,0.3961030746640274,0.5299666060392709,0.7142178631803213,0.6061289378374797,0.01018148972132574,0.4934902563774492,0.6782194574405274,0.8112111421452619,0.5829586599893392,0.3132242356265929,0.703643900346186,0.19138251318021818,0.29286024073765365,0.5282816230348069,0.3494338215078907,0.5126107926913979,0.10957412652548587,0.2942229807138815,0.06855397248865612,0.7264984541184297,0.526001116820778,0.4851200749589898
Frontal_Mid_2_L,0.04003337166523093,0.013361873836144135,0.27502286465441844,0.3459062337666833,0.37292355671966987,0.2662916607026908,0.23950860590031547,0.41799821377843427,0.24484012879648617,0.4245950856360261,-0.023562349714458794,0.13283644204255562,0.48526421623748117,-0.06909564352778462,0.2024486022585508,0.33538406267998516,-0.4429930260818711,0.09488049419588493,0.2556521672045192,0.08917388131050638,0.10488767663178067,-0.2688037623046415,0.8888759492538972,-0.1456327971634438,-0.021931154574763634,0.6778008649655348,0.29664396613742217,1.0,0.4290893399589528,0.400808427909584,0.4806429539371021,0.10144689666467709,0.23469706429209825,0.12086571221181382,0.5577503803724789,0.3240946754555105,0.15515172932491825,0.3681781561442585,0.30802322623953454,-0.3684520726352879,0.3400137161185554,0.44366450162872934,-0.31578645004232814,0.029612873647136596,-0.2138836157797782,0.7517091665121262,0.2706555643950669,0.38452144532096344,0.15372493514529104,0.3536129802268334,0.4160606115019584,0.5314548112111864,0.07410338673541816,0.07568938982065372,0.28400843891140776,0.23537815825369784,0.47386124477308095,-0.5639260564421457,0.28235446839670586,0.5826463520388065,0.2837098171605516,0.15486691517747456,-0.11308516204049378,0.28267393492747467,0.22924853878086857,0.19859586406423815,0.509778203163707,0.01662732674271423,0.5074653639174513,-0.4464855340514202,0.9189722157184258,0.225830001466895,0.06711458140051747,0.30187825193511936,0.07918282890466792
Rolandic_Oper_L,0.45193820062957835,0.33782935225291144,0.6083057782237615,0.8416597185830245,0.5114014285603992,0.7340318265528024,0.7133373249485486,0.44068510872726385,0.8457712422379615,0.7527505579239081,0.5741194733743482,0.6461043079217251,0.7819619332211499,0.5471424422843996,0.06300472442167755,0.1257166208558208,0.06069079378112524,0.6037079420439088,0.6476605445210449,0.6458518717606963,0.5183910373402489,0.34202610636795594,0.3716044829177134,0.1887373715558588,0.5577902667218451,0.535423466032103,0.6575634442857438,0.4290893399589528,1.0,0.33743945630064265,0.8149943786169926,0.730731647654961,0.5739910018892654,0.31962296374623295,0.8748863953247538,0.7533655993536843,0.4351794336788518,0.7245233823945004,0.5326737501064891,0.29384403092426703,0.3295609512505075,0.6928623711093019,0.3368913378824003,0.5287712516631465,0.6284715399527384,0.8289129947254058,0.79405613545704,0.6093653644456677,0.5981598930325678,0.6261357758085633,0.6937046458012811,0.9063384169932591,0.3128350475867537,0.6870005111234815,0.7360010782545454,0.7664878585264955,0.9045733412507719,0.12439618691172011,0.7311979870715084,0.8248853271308563,0.8296120326007337,0.6730946328350633,0.5869633146742763,0.7767278359240711,0.38991381082717297,0.21880146377872814,0.8535197521103011,0.08163354177278141,0.6813919659988336,0.20779149494925755,0.4081722741108104,0.031355072107430604,0.603744547276362,0.6397646732007668,0.6321365282351468
