,Heschl_R,ParaHippocampal_R,OFCant_R,Cerebellum_6_L,Temporal_Mid_L,Amygdala_L,Precentral_L,Frontal_Inf_Oper_R,Rectus_R,Vermis_10,Cerebellum_Crus1_L,Postcentral_L,Frontal_Mid_2_L,Thal_LGN_R,SN_pc_R,Thal_VPL_R,Temporal_Mid_R,ACC_sup_L,Putamen_R,Vermis_1_2,Occipital_Inf_L,Cerebellum_3_R,Temporal_Inf_R,Cerebellum_4_5_R,Cerebellum_4_5_L,Paracentral_Lobule_L,Angular_R,OFCmed_L,ACC_pre_L,Vermis_3,Cerebellum_7b_R,Thal_PuM_R,Calcarine_L,Red_N_R,Frontal_Sup_Medial_R,SupraMarginal_L,OFCpost_L,OFClat_L,Thal_LGN_L,Parietal_Sup_L,Temporal_Inf_L,Thal_PuL_R,Thal_AV_L,Fusiform_R,Frontal_Med_Orb_R,Cerebellum_6_R,Thal_VL_R,Vermis_7,Calcarine_R,Vermis_4_5,Lingual_L,SN_pr_L,Vermis_6,VTA_R,VTA_L,Thal_LP_L,Temporal_Sup_L,Red_N_L,Vermis_9,Supp_Motor_Area_L,Postcentral_R,OFCmed_R,LC_L,Thal_VA_L,Thal_MDl_R,Thal_PuA_R,Caudate_L,Frontal_Inf_Orb_2_L,Temporal_Pole_Sup_L,Parietal_Sup_R,Frontal_Inf_Tri_R,ACC_pre_R,Hippocampus_R,Occipital_Mid_L,Thal_VA_R,ACC_sub_R,Frontal_Inf_Oper_L,Rolandic_Oper_R,Thal_PuI_L,Thal_PuA_L,Temporal_Pole_Mid_L,Insula_L,OFCpost_R,SupraMarginal_R,Paracentral_Lobule_R,Thal_AV_R,Thal_MGN_L,Thal_PuM_L,Precuneus_L,Rectus_L,Frontal_Sup_Medial_L,Cerebellum_Crus2_R,Occipital_Sup_L,Thal_MDm_R,Frontal_Inf_Tri_L,Cuneus_L,SN_pr_R,Caudate_R,Thal_IL_R,Cerebellum_8_R,Cerebellum_8_L,Frontal_Med_Orb_L,Amygdala_R,Precuneus_R,Occipital_Inf_R,Thal_LP_R,Pallidum_L,Insula_R,Occipital_Mid_R,Thal_IL_L,Thal_MDm_L,Cingulate_Post_R,Temporal_Pole_Mid_R,Angular_L,ACC_sup_R,Cerebellum_3_L,Cerebellum_Crus1_R,Rolandic_Oper_L,Temporal_Sup_R,Frontal_Inf_Orb_2_R
Heschl_R,1.0,0.40916941277287394,0.3278085301297462,0.3443936108093092,0.6548200934775311,0.40892462043331695,0.5068370864751832,0.6280914271522833,-0.12703951790020762,0.4125010604270759,0.24055847679384437,0.5444915413807488,0.2556521672045192,0.31655609623395736,0.25731967453424315,0.5012478837368249,0.6129536905298604,0.4127645022855442,0.35805655725049024,0.3756097620675614,0.2596106132141932,0.35858659066905907,0.43675325061581227,0.41292513953551097,0.5845553679403284,0.07694621496745582,0.3406151512817785,0.30921434651355517,0.18769542925600896,0.5167171737572879,0.06974150774255358,0.683572685589884,0.43950756967177695,0.294299763382862,0.27238396672022275,0.3593548413428336,0.4647207748036072,0.20984806861817806,0.4868750297942055,-0.020503169609060533,0.5436224001380181,0.6316866646943726,0.2593297922367116,0.4318315639241105,-0.436411362204781,0.25466423398665866,0.4563718735833869,0.06330014880779182,0.4905517383808681,0.5747079042931139,0.5270647633710492,0.526961169202775,0.38071858330033204,-0.06791082426480807,0.264987617833823,0.15396326153930193,0.6084393727318589,0.361299140996605,0.2924293474061008,0.3927397267123119,0.5763132483820228,-0.08748138402698866,0.3973955666771656,0.3307468483956225,0.4869085427419397,0.5618803579126589,0.5063847965088605,0.19605157224451403,0.18629698031951056,0.2658831546380269,0.43379303545226583,0.13307517293100532,0.5843198709316495,0.17992807898265345,0.2801050021485622,0.1460167073535552,0.5631378762302887,0.6336682247173803,0.5208294231349608,0.5621655681801506,0.07797823321229673,0.7238562413161765,0.42836983839511095,0.5038739265720494,0.2306657089588573,0.39236006367606563,0.21629988463913952,0.507093432244906,0.4369898424642386,0.042803403748776406,0.24682059067465226,0.0525045403421504,0.2643353218201044,0.5768389941547974,0.45379643112520096,0.3920787439929532,0.5809865420181903,0.49603782276580405,0.4002695588275773,0.29896057345649263,0.11103198201530202,-0.125375940184531,0.589043508893779,0.4383092359193714,0.2111805844690863,0.33507813441365236,0.3085433797332816,0.5535017967776136,0.234276996006969,0.19477786422170854,0.46206071242822944,0.5095938248491391,-0.11790165771489051,0.31470354705286,0.38834979951557025,0.572089733829158,0.03518261217387739,0.6476605445210449,0.6222797395577154,0.2014755367964689
ParaHippocampal_R,0.40916941277287394,1.0,0.3797297279599776,0.27901248725445854,0.7347655301895254,0.2167256099232711,0.2891914163778896,0.6133588574084252,0.23159265250503508,0.5253353179827916,0.11676407262500688,0.4357784693250878,0.17058226734931056,0.7583079644841251,0.4522245427325599,0.6650759776369229,0.6646903674343974,0.6114982198049315,0.624252784184218,0.4763453562057152,0.04457471896259877,0.5470061525253694,0.573790455654936,0.5890018086370612,0.7403221715118383,0.1576693272730422,0.41644847141872304,0.40933951741149294,0.06787032594857234,0.5489514078069369,0.12764743944666995,0.43592169412429177,0.4476447248311368,0.7330130343028571,0.03804876463226779,0.3129272912606234,0.5813431702899244,0.20400297423858457,0.5797760929161296,-0.00011077115930614888,0.6809560985859024,0.46541464361708135,0.632886423100957,0.6366973168946646,0.20420448579076303,0.2848964791818509,0.7168066085810461,-0.04001047830775885,0.4274567461606321,0.66803949620499,0.49838803694886236,0.700123270664635,0.3763056088752185,0.16084437532690218,0.3323023349473072,0.0833325347488182,0.7199593733567567,0.7599144222125204,0.43315470336111533,0.3189164388924068,0.49312803398217775,0.49035531897584933,0.5530901833389621,0.6939225935044124,0.3596912477213759,0.35039318595596075,0.6741384085193615,0.7443731676588438,0.7025958695107121,0.2990992117626631,0.5913107016890294,0.08522759831314917,0.8118528376784256,-0.07808613986100205,0.7318810810981119,0.4492634935455616,0.4847695453987412,0.6364557885724496,0.5320515601299348,0.5604930792701135,0.5132723218925574,0.6318592836023634,0.5577914131101092,0.540582610002064,0.20223419077580523,0.34536180143487577,0.5674848283223252,0.19755445286283219,0.4813024382024437,0.27061353960294354,0.10749416676404283,0.09124077942679729,0.2739152370752366,0.5667393440744757,0.3323623679615362,0.4483652585082845,0.7206006844217562,0.7449664197082995,0.7130996278664347,0.2988770680363364,0.15899854616684192,0.2518288599774966,0.589182649073856,0.5129814447850976,-0.027914926712304736,0.16544386710457198,0.6885661870733331,0.704321312950396,0.17438207058518948,0.6157433109442159,0.4664886718865548,0.5487119631803745,0.4195325763524349,0.3498801646037688,0.6037144440407467,0.5997092196048347,0.011109776671123745,0.6618575586732318,0.7325764053475171,0.7065566477197935
OFCant_R,0.3278085301297462,0.3797297279599776,1.0,0.2827569469885134,0.36799133940234363,-0.06865886410934315,0.47091915150604474,0.46374954161978804,-0.13439797433600956,0.10960471288103547,0.17520593137562726,0.3207170565871827,0.49714644924977325,0.5174634067294966,0.12963908862801493,0.3661394893916767,0.32365829464839213,-0.11299580800118562,0.11187522093934858,0.19623074497738036,-0.010986553965477224,0.1783785410046477,0.2364671621388041,0.21148486528919047,0.319200619699147,-0.27092473092684116,-0.03356599856184797,0.25194968321964084,0.5201843305872976,0.24562994659283405,0.08817584305713988,0.1407101525928157,-1.9725957615849205e-06,0.3949563793597322,0.5450596479005316,-0.0029663100035113945,0.369210535475712,0.560837919197409,0.5303627041875315,-0.16756121227682472,0.45647399455807197,0.2670439905231517,0.40640996380456124,0.31426053137829885,-0.2530777038346869,0.0525414740199082,0.404353889730006,-0.07367373634358261,0.21232761715405551,0.3001798008203735,0.25291081142038024,0.347713257179268,0.16515418765749756,-0.005107947136901382,0.10019805044945508,0.23803520272618164,0.3603669459195103,0.4653693607333595,0.1013919418261872,0.47389465958175286,0.31129033716232246,0.2291619222482884,0.1819671615163572,0.29767178878764794,0.0619982578767659,0.066980834710027,0.27673317463703767,0.4653758848716606,0.1200926773673053,0.046007454261604595,0.40479644891137945,0.46302606178902,0.5021603419128601,-0.025412647797021817,0.20310507624468147,0.128613258980975,0.49172270131272355,0.33600062341702586,0.2957152491796687,0.28837686236565235,0.08365373858842468,0.43484240155057713,0.3123030805972374,0.06615057313883836,-0.1802336668715009,0.4712959298605897,0.5056459455776204,-0.03201416471208029,-0.03255266041780145,-0.00851810518093123,0.5110317590660912,0.1415722321170746,-0.14508150083250282,0.23835478845876468,0.5047564412093782,-0.11840222342599212,0.3026205686269657,0.4030621888709975,0.43220435067966423,0.3312644609410776,0.1278566202167605,-0.026910938501155463,0.5506448963624468,0.02811610305318215,0.154783974872814,0.3745039581264195,0.3167984571214317,0.32720479881877407,-0.1295117028812729,0.254469170692195,0.1054193039358595,0.10267274191806719,-0.1491232002395434,-0.1061038516413472,-0.05937521226370345,0.2073460873240885,-0.06435884597652657,0.4023574723296705,0.2755157122464213,0.4800787889615073
Cerebellum_6_L,0.3443936108093092,0.27901248725445854,0.2827569469885134,1.0,0.6026971117084596,0.38200511760862876,0.524523718593402,0.5412536734351645,-0.2872325408807446,0.6230131621424868,0.9130660121418951,0.2733674818385965,0.6778008649655348,0.34891574016191096,0.3451907820272152,0.3601710202828423,0.5975148145193756,-0.009678608076734693,0.2564918255112784,-0.17182884952147337,0.6281260522755421,0.5638791319792976,0.6878164080078865,0.5438751417234159,0.44007595606229283,-0.23742478552776086,-0.039407028408215826,0.026353627323612974,0.489964857695589,0.27621516717016475,0.7250423813393095,0.23195053765207066,0.4976370425896707,0.20509283937679962,0.6592528029456677,-0.11239450063843096,0.38824278153112696,0.21320256712905739,0.2617035430099143,-0.24373977728361274,0.6366101905546729,0.1986158026735105,0.3672720171837156,0.6847130206616281,-0.36833102339658896,0.8096369819126606,0.2980166564945618,0.7550185310780695,0.7364920738542139,0.4579373771069663,0.800849250070053,0.3892793425315593,0.8892621110095793,0.31899008454763444,0.3985455639142125,0.1710135934607584,0.5227368312847925,0.09603084095133307,0.6375405265951779,0.447213567103261,0.141665043805528,-0.2087081195394254,0.1253745223451284,0.316027306035349,0.15860737895725333,0.3619918450983593,0.30182037265451706,0.15362368317793795,0.23324563845497234,-0.27241462702576164,0.4261993967507394,0.42483980408017397,0.31588467109483376,0.4672544173847488,0.2183167413807761,-0.1766435594354891,0.5654100061987389,0.5130954246263233,0.2898905174238996,0.17180100089258812,-0.37561067464797593,0.6172345765182813,0.28391444327067766,0.07427656235609191,-0.41955255674684067,0.16771012288612083,0.02462442785816014,0.07462230885359551,0.18451944383631042,-0.3459554849968477,0.6989459711852176,0.8001950080924222,-0.02523488552750492,0.2505223650899373,0.6220238970907751,0.07702043735979729,0.26640659385572096,0.31896357397205327,0.32991198622232254,0.8679141824608433,0.7874657993092367,-0.4280968274635382,0.39715318705501323,0.16707312402216803,0.8332382196731469,0.2602876240138131,0.31931867820976584,0.34100268651553806,-0.040616785082322464,0.3381139685854036,0.26132674851097326,0.3774202222912807,-0.12814368990220007,-0.12019403438122589,0.068610895154408,0.18060824226517133,0.7691760970872418,0.535423466032103,0.49594932869308445,0.16274304103690465
Temporal_Mid_L,0.6548200934775311,0.7347655301895254,0.36799133940234363,0.6026971117084596,1.0,0.47453782920882615,0.5889042067098338,0.8137813790207983,0.043808350725391736,0.6429683473342425,0.4789621830188452,0.6915158437785404,0.4538647540861952,0.6369614277468643,0.4633365109381386,0.7517981958230215,0.8700489840652362,0.5767447806462566,0.6387795535516384,0.40964996790447794,0.39225727361009927,0.6189686010997597,0.7795200833189342,0.6637414291260584,0.7819280305777101,0.09154804500246808,0.4284640869521967,0.29799488371790517,0.19749504390220793,0.629710287926067,0.37889397387859763,0.5995328829539812,0.6614009305333055,0.5623305806372983,0.3342536328113021,0.4045687367526361,0.619793412261051,0.2690043687894112,0.5987244233621575,-0.0442796298396128,0.8780755620376574,0.6194126866347336,0.6353655043934534,0.7401714475789405,-0.11059611428713803,0.5349187952536192,0.7224003119983192,0.23671101249878004,0.7166548774928526,0.7775639095737865,0.7822354737469142,0.7583902749113937,0.6333197252840096,0.1261328881215501,0.4474963308092199,0.172852995904639,0.9466358448435496,0.588864871959448,0.5472113491393664,0.5202380510808104,0.6216413133680505,0.14331802161306317,0.4704009123638018,0.6712666512690217,0.5177159539653897,0.6075406331875649,0.7278004232879027,0.5627886422469257,0.652258884395408,0.14208514579682066,0.7078672058997751,0.16260565031981722,0.7870891675993752,0.24809313433697971,0.597997953236186,0.12217103972921949,0.7549006273679327,0.8340403498758173,0.6704121733644681,0.6398030563749258,0.15840782763731573,0.8874558046660593,0.5673958891060056,0.5898174874918382,0.07959485705291876,0.3889586258918114,0.3848081611811524,0.37502926414685017,0.6051117437318678,-0.02118860931517087,0.39343653056231515,0.33499872341657067,0.34530886493083285,0.6915871815177791,0.6251585251785087,0.5213026261097222,0.6999080403520818,0.7716492480575534,0.6638183894269084,0.6025500492760538,0.44593420280312424,-0.03233396299401015,0.6418178335637247,0.6503166449619894,0.3207246959245954,0.28608054398421323,0.6265379888472881,0.7250438977088063,0.1967703438504327,0.5659386056573733,0.6155904706726592,0.7213213769980166,0.17493057510864043,0.3424277617656217,0.5800774251815339,0.577034309526571,0.30844362902542766,0.8713174991044208,0.8960341342616587,0.5030642905693835
Amygdala_L,0.40892462043331695,0.2167256099232711,-0.06865886410934315,0.38200511760862876,0.47453782920882615,1.0,0.27960854440278193,0.4110916278431947,-0.10046085587819037,0.4930661125878356,0.33743686349890606,0.3576403541504092,0.2316161901296898,-0.025328002591096823,0.4342590191534241,0.30401350651516323,0.4110515048495659,0.27447482032196485,0.24850280396144359,0.2322542704459713,0.5268009327321728,0.25239241194247464,0.5189476232153742,0.2672756426442351,0.4599392835741934,0.06020478181022454,0.19127248560916665,0.21063952897532603,0.2076065290723834,0.26475216106950766,0.3190986754880125,0.4572007076924229,0.3684295233181407,0.23808439622979433,0.24917279655447147,0.08727129500043872,0.27842621898591935,-0.17867576081904626,0.10732206625765255,-0.3742556440511695,0.34084879944998897,0.18682201646623414,0.044719042316924064,0.45847005804182245,-0.4225060247645027,0.3175242932363289,0.2763635106418442,0.19517604246900366,0.3931145875566607,0.3664231001020589,0.5538249668805154,0.3635834631511771,0.40987692420817373,-0.003963748108846416,0.5211444093580474,0.16453129653241935,0.48869900111372794,0.19162109729974514,0.18725792329931865,0.0761811775897804,0.14724563703192486,-0.37755462261162187,0.26107907755111903,0.33547721305278083,0.6991099984637099,0.6818755534986717,0.39364994437662054,0.012812907229765767,0.25987815439344747,0.04373876203342176,0.37793525135148087,0.1446055560587636,0.38217193940723254,0.3243583095078913,0.35141962233513396,-0.2872891446386002,0.44870719628019834,0.46252878118262025,0.5547252250691823,0.3175353883898192,-0.2232396167952476,0.5469216256420927,0.20653903196925763,0.310245097149506,0.11989188806873959,-0.13670349299167783,0.14432051989318861,0.43713610657109314,0.3327910619591511,-0.38199816839609885,0.25602108381892036,0.2839729385579093,0.2369938885959464,0.5140097143428461,0.39439636631979624,0.3042731045998178,0.5205510693676904,0.27783030804533226,0.17777274078176825,0.4120539049240967,0.245292044506013,-0.34306437311395827,0.003367927481352044,0.3243921685021766,0.30794492051363065,-0.16454297111148897,0.15304587238125375,0.38794626817026046,0.09680368847531381,0.3632058065028076,0.5885496494853414,0.42058630407893005,-0.00026555896377860287,0.1679960599268321,0.2371147255223182,0.2185925496449929,0.2937847359672995,0.41801509599495207,0.5189943708303387,-0.006624422282897232
Precentral_L,0.5068370864751832,0.2891914163778896,0.47091915150604474,0.524523718593402,0.5889042067098338,0.27960854440278193,1.0,0.5561489303408422,-0.2202418951902803,0.29971429878679123,0.472247366066995,0.7750042148932578,0.7556205989473109,0.2962069212183943,0.22776843857028875,0.4317519736626297,0.4587789822823575,0.016146650058599506,0.1859442161787268,0.19324312161229534,0.3381976732810393,0.322851267641728,0.3913996681667402,0.3368138421663624,0.33406192478495167,0.048890591825364864,0.13641196567210817,0.24978655395478247,0.31141962663595035,0.3562318179799952,0.3058204845430157,0.3434792863097547,0.28167726209974997,0.22852571996702858,0.6207046305622429,0.3223201543083981,0.3300240835427069,0.6021082546443391,0.5220955716416741,-0.11526824229332946,0.5292306582339625,0.4334804200499745,0.33707481154091323,0.3689360377627643,-0.4239755878524977,0.3787216660133287,0.38563150814600694,0.2712936879954367,0.4477545713290099,0.4034301212547492,0.49040019102717197,0.40873034172573514,0.4268180538792817,-0.1463154456269639,0.33148827811460824,0.19162545689871963,0.5826748153346231,0.3350143064605142,0.36246471596352803,0.7481976299909101,0.5433945555977802,-0.17411040410578352,0.24724429681637358,0.2444215772924652,0.22792234866189134,0.3169577272571341,0.3338948866833863,0.2452670229106871,0.07733635367032247,-0.0754081201305226,0.4889925923665026,0.2295127558995943,0.4163114472124275,0.3226886346905566,0.11827519622100657,-0.09005557573345267,0.7759679589093536,0.46614333491891347,0.3607038042819984,0.3624235391162184,-0.2916516378039322,0.6865810980950907,0.23080242116205452,0.2959983121978496,-0.07997329637884545,0.4338852492741361,0.186861640918119,0.174190051267621,0.22973366278693608,-0.24551943484781513,0.6327631106985244,0.29584802763728557,0.07655738185801234,0.40364181585412995,0.7839320256792903,0.09609614529255892,0.3607562763092494,0.4138103980064195,0.275443542133163,0.49629138657322247,0.45646386750808166,-0.2805257455601439,0.5234455521375524,0.30569362413197965,0.4187133286557508,0.38057306909485183,0.2407997530672082,0.35653578955709897,0.016993724797899793,0.15768241240679814,0.28854701158491114,0.33219515554267764,-0.3390529049299712,0.054552497634739905,0.06927497010118576,0.29605912693227027,0.32080922831338315,0.5256188375126479,0.425620609065695,0.17271115445009486
Frontal_Inf_Oper_R,0.6280914271522833,0.6133588574084252,0.46374954161978804,0.5412536734351645,0.8137813790207983,0.4110916278431947,0.5561489303408422,1.0,0.0674204051607805,0.6483136821675174,0.3601833229702081,0.550699800301322,0.5314548112111864,0.6418138051224436,0.44026863604172983,0.7781517243146332,0.750629677190921,0.5165938068719496,0.6235732556152521,0.47878193734133107,0.1699798824922276,0.5730069713893533,0.7019084250484472,0.6750343507715749,0.8263658427795858,-0.06776897671550938,0.24191278392370552,0.4232869160984099,0.4676059610793854,0.6833970698865807,0.2664635948991295,0.5161243884111342,0.5304862599458064,0.6085967002800993,0.48935294165789117,0.1897834109038784,0.5673507801951952,0.297752567581211,0.527317520584478,-0.10398510494192,0.791340930078779,0.4887122151273807,0.6850685619309823,0.7607411240593479,-0.22700533308993137,0.39584514900370954,0.7728623289304835,0.07481296790770826,0.6496986563515156,0.7800088229006236,0.73413647629413,0.7348996239598313,0.46168583698266796,0.0830917328503889,0.31621081205045964,0.23967700890495916,0.8306930771593856,0.6425265252542631,0.48492010413299746,0.3964479965931076,0.5872815312583771,0.16121361381142463,0.4179124180286174,0.6918616937594021,0.5297682593136914,0.5651134948461997,0.7848271148908496,0.6253143396433323,0.5294583859441664,0.220358839199762,0.8374312997778242,0.4725491748532529,0.7796801025890606,0.0410130267379771,0.573255440247297,0.20951991540933473,0.8482594383645669,0.8174767897897602,0.7335529030616315,0.6811290739420451,0.21021444408650833,0.8747804965370847,0.5767493325214982,0.4901063207721618,0.024627174936609923,0.2616575835538528,0.40471723632765066,0.2902485641534164,0.43197944002971833,0.0023758066331550035,0.526600871238992,0.2603565765522264,0.09412831323765036,0.5878180012723326,0.7167433168342916,0.35117590548266897,0.673598859553391,0.8001987414498786,0.6911545398946419,0.5454762533465844,0.36144358036267715,0.004107727355326099,0.5317349125708003,0.48613372806502836,0.21739579613503382,0.2552761866190838,0.6087174043453482,0.7687909263520512,-0.050838328302068046,0.5961076547293859,0.6436611395162285,0.6491560044205116,0.1112833799571806,0.08238550700775361,0.5369712955692001,0.5912168843974197,0.16418371034036564,0.9063384169932591,0.8529018517796921,0.6010735790810932
Rectus_R,-0.12703951790020762,0.23159265250503508,-0.13439797433600956,-0.2872325408807446,0.043808350725391736,-0.10046085587819037,-0.2202418951902803,0.0674204051607805,1.0,0.13558319710564232,-0.3285499392540459,0.07138282884718382,-0.24459397160027274,0.10869398695326227,-0.29498178936185304,0.10831669418578992,0.021423831592200196,0.5169531519222498,0.421988229613306,0.3391120231987105,-0.22282351342397552,0.11072117834906897,0.12231194331026789,0.19134008144639655,0.16126295128257956,0.24816004071659564,0.21760852363062116,0.1147119327513585,-0.33170464940423916,0.25116949154393603,-0.14256877811101656,-0.11938268918216541,0.09920408905539704,0.11463745216849132,-0.44368731693208713,0.13003383834672708,0.14230606730353362,-0.30398768212570193,-0.23029116633010288,0.12533908790468778,0.06926197869675835,-0.14944068373246783,0.09786447032163233,0.12951065153428304,0.5851239926710258,-0.10975317564751765,0.21685638485086003,-0.2600229621015679,-0.14280150267282224,0.13633800960555778,-0.07204478215294709,0.13351521741891006,-0.2620763801447926,-0.25367738023490527,-0.29789778384635107,-0.15709902496235253,0.1427731294561692,0.25222794654518654,-0.0014221752552925466,-0.2965247075556457,0.17525945863304046,0.3900254834584449,0.07505475345377466,0.28782364197846355,-0.007620063034051134,-0.1285414128221144,0.2847226892352408,0.448596205828004,0.5448868919007828,0.1618684168327118,0.32507598848573804,-0.182816926364526,0.05791329759486273,-0.2896681844050947,0.32864335088875735,0.42004932416308877,0.024010703877872568,0.1862449106534765,0.08258261514103897,0.11377758138724102,0.585247587563648,0.005358355061852213,0.35216234005592795,0.34080662877283435,0.30390123688778026,-0.3701289392428372,0.08998245391935791,-0.159128310741721,0.23523386828744017,0.6239894415776651,-0.3088484342852943,-0.22209742861102544,0.12404945434466515,-0.06657278070524193,-0.11549906891185747,0.2321834636132971,0.16153081842658765,0.21109896534681885,0.016979944749580363,-0.20743654138955217,-0.04686233131506178,0.2878126836097741,-0.1456460162979426,0.20029455949519542,-0.4294210764222852,-0.23208142823711997,0.3202079926642927,0.3345875762223101,-0.03216846267354211,0.27780635522735647,0.13648950717659936,0.14686290114445558,0.6697679945838484,0.05166785223646118,0.5421079907482454,0.27007487160987453,-0.1529362936898911,0.12560083471659478,0.2447342267703745,0.35212171478821935
Vermis_10,0.4125010604270759,0.5253353179827916,0.10960471288103547,0.6230131621424868,0.6429683473342425,0.4930661125878356,0.29971429878679123,0.6483136821675174,0.13558319710564232,1.0,0.43907375794523973,0.3800372154987333,0.3468011040403349,0.387669629181626,0.47157669327651847,0.5139181831410963,0.5766503939734405,0.5086016022290765,0.5908584523295791,0.3031067084322016,0.27454397794077323,0.7775380702028547,0.7321196837976964,0.8572057083483736,0.686657474906112,-0.014395886870998858,0.2666922093334864,0.3493629207246658,0.2143632199117966,0.55651256467182,0.4424603568483203,0.2791268083476806,0.694206337942148,0.4210999719007431,0.2855977177136094,0.08530493837208611,0.5098107677588336,0.004535478348530294,0.16070327030300013,-0.13435011113467102,0.6170639281317338,0.19214756220646806,0.46887897439764886,0.8227920939809503,-0.0693252290056231,0.692044737124158,0.5192215659610121,0.3886308515336956,0.7477754590925504,0.686563472510293,0.7486525746935291,0.6073167643771484,0.5896784391730988,0.07850442690285184,0.20582746499645682,0.18479720674930492,0.7167101284693663,0.3902904987649374,0.7978619714279382,0.19773517585813705,0.3770954764816636,0.12784077343156058,0.3503951712077409,0.5867477362539989,0.4240860741135018,0.44707903366789187,0.5926268651985718,0.3778801095457729,0.5974205319178293,0.0972300867263005,0.6445806123660663,0.18402300994091766,0.49725778561646683,0.026787710374599243,0.5217230711754491,0.05746512317897692,0.5924786294353679,0.7128531281647054,0.4624842360359742,0.394244458368313,0.17313509840510385,0.6515850427697787,0.5825125081394722,0.4888899715598165,-0.009159073659504175,-0.09419348121340015,0.18479290359140813,0.14500589472839076,0.5232694610321217,-0.04923957765980739,0.34519867423918466,0.403080967194478,0.1278688384752603,0.37500247100623507,0.5137568325995804,0.4414018124292152,0.4858572957362351,0.5267888859508406,0.42086433325760525,0.5884742347586425,0.528491153886062,-0.010853219832062248,0.22525670090893002,0.5179233543187557,0.2656461479442315,-0.058818501225438045,0.5046688783541664,0.5867334110819018,-0.02689682369226593,0.49712840203627584,0.5068043349105225,0.6674189232687865,0.2765573125111702,0.09765058323686253,0.5197254831476442,0.4803392706155004,0.400467099763221,0.7111820461423456,0.6757177824993273,0.3994664181969009
