,Occipital_Mid_L,Fusiform_R,Supp_Motor_Area_L,Caudate_R,Parietal_Sup_R,Cerebellum_3_L,Postcentral_L,Thal_PuA_R,Red_N_L,Frontal_Sup_Medial_R,Parietal_Inf_R,Cerebellum_10_R,Thal_AV_L,Insula_R,VTA_R,Thal_PuA_L,ACC_sub_L,Thal_PuL_L,Occipital_Mid_R,Cerebellum_Crus1_R,Rectus_L,Frontal_Med_Orb_L,Vermis_8,Thal_IL_L,Temporal_Pole_Mid_R,OFCmed_L,Cuneus_R,Parietal_Sup_L,Frontal_Inf_Tri_R,Pallidum_L,Precuneus_R,Cingulate_Post_R,Thal_LGN_R,Amygdala_R,Occipital_Sup_R,Thal_AV_R,Thal_PuM_L,Rectus_R,Thal_VA_R,OFCant_R,ParaHippocampal_L,OFCpost_L,Raphe_D,Cerebellum_6_R,Temporal_Pole_Mid_L,OFClat_R,Cerebellum_10_L,Paracentral_Lobule_R,Cingulate_Mid_L,VTA_L,Thal_PuL_R,Lingual_R,Cerebellum_3_R,Thal_PuI_L,Caudate_L,Cerebellum_7b_L,Putamen_R,Cerebellum_6_L,Occipital_Inf_L,Thal_LGN_L,Vermis_7,Thal_LP_R,ParaHippocampal_R,Temporal_Inf_L,Vermis_4_5,Supp_Motor_Area_R,Temporal_Mid_L,Frontal_Mid_2_R,ACC_sup_L,Red_N_R,Frontal_Sup_2_L,Cerebellum_4_5_R,Frontal_Inf_Oper_L,Olfactory_L,Cerebellum_9_R,Thal_MDm_R,Frontal_Sup_Medial_L,Hippocampus_R,SN_pr_R,OFClat_L
Occipital_Mid_L,1.0,-0.04307227254210821,0.15803879165554902,0.02779894652034176,-0.3625403434381661,-0.0721663137248512,0.2002086355506546,0.41832432584565515,-0.36279205447360385,0.19993885662851624,-0.07040820241776824,0.08972791757108563,-0.010171535950929822,0.06749832042229159,0.13928388396423552,0.12867982910220313,-0.5688551418129925,0.09886664817309361,0.3813746499821352,0.6008163068815597,-0.28648675663906414,-0.6020438312441644,0.2087933634856163,-0.0243010977238222,-0.18185929361942116,-0.2718922235468312,0.19014601071503928,-0.14517876716085668,-0.026112795025201346,-0.23581836283018864,-0.01541665568372988,-0.08178252448200343,-0.1263061578849138,0.126999479716998,0.19432901535046126,0.2103246149092566,0.41217920441336364,-0.2896681844050947,-0.1573071833029642,-0.025412647797021817,-0.0665205569473877,0.10732378476545448,0.2079448654959827,0.46551465833508926,-0.5938062036682107,-0.42999862973022984,-0.072367603261682,-0.01219864100839772,0.05530415393697422,0.5467360167199814,0.33060111053368224,0.26121645498366186,-0.09495081763931604,0.133994861440492,0.062497206757465215,0.5438399641526119,-0.24408916169659142,0.4672544173847488,0.7901015269642108,-0.039442787310801725,0.628822561162914,0.19138928949758047,-0.07808613986100205,0.1146739956837707,-0.10315223667747042,0.1741314035250588,0.24809313433697971,0.1387677205698805,-0.09306219972741828,-0.1849470247264726,0.23994249867293518,-0.07611609587607786,0.14814916065945796,-0.016886685703394234,0.30562877474343225,0.3397416614742293,0.2330847380953494,-0.007695924151596473,0.10822752370478786,-0.18838620575584808
Fusiform_R,-0.04307227254210821,1.0,0.304340607874891,0.6259600320485054,0.1603110338109131,0.5033818363721213,0.34064263800910644,0.4253113690376123,0.5815810097072626,0.43448937257865516,-0.1051539701414456,0.7095749492032329,0.5699798870108967,0.6191073282978815,0.12596185531845328,0.43385694177244044,0.0935778740169748,0.3573516296324299,-0.1370682614743846,0.3358935463279942,0.00999143136477012,-0.003333246833628583,0.51698737873998,0.6624751513178524,0.24675313044248592,0.3650343391872006,0.14620168914889078,-0.16821371255716022,0.7259389042186996,0.6836481639343878,0.444312849807253,0.6869693138595343,0.600023839751009,0.3744226093495416,-0.14807107083045917,0.015138721030593844,0.04753517355164081,0.12951065153428304,0.6557533471942212,0.31426053137829885,0.7073529716607577,0.521557500477927,0.04397720255215589,0.5372774503267832,0.24858146157643887,0.5282619026189032,0.759257848295368,-0.13926516586832569,0.6851649277953759,0.18583764659629645,0.1943833267656429,0.7818641551005338,0.7777364494923515,0.5665385694012914,0.6376327276964802,0.397543221732933,0.6934099990015,0.6847130206616281,0.22172984461927708,0.36212525722717864,0.2298106080726487,0.01489204549845713,0.6366973168946646,0.7896927572084501,0.7919820355528328,0.5062585079206401,0.7401714475789405,0.6229022610115592,0.4271651011879059,0.5564810475349443,0.408734855003032,0.8207427987862952,0.6803887277140527,0.26594091479749,0.8038160494902935,0.3879439196172851,0.48661252088311074,0.645540762035409,0.5253350761077291,0.20398648683673662
Supp_Motor_Area_L,0.15803879165554902,0.304340607874891,1.0,0.2932311524758438,-0.05474774498200312,0.2990759450437958,0.5862721946039915,0.09133296195544949,0.32241496663170566,0.5378428051410338,0.2245602911734295,0.413384188926614,0.30655849187382533,0.13623574335601304,0.05361922189350359,0.17171979995136652,-0.10725500517534829,0.07161816572044676,0.16842839022560008,0.2428364623392669,-0.19940232756895365,-0.031049932531451527,0.2637377568556556,0.01437618199617164,-0.2752931611953248,0.08749752904301049,0.1934645145075802,-0.0727046724329905,0.29458797137910636,0.2784468765301693,0.39454980815280805,0.39705450411628707,0.37245156537711466,0.6439711722546649,0.0194116612279866,0.6014897895099146,0.15438716248345694,-0.2965247075556457,0.14483143517734257,0.47389465958175286,0.31756639960143157,0.25216126136103323,0.1209098746297222,0.36059245709819604,-0.175150896099684,0.46816440623666156,0.29296613363626656,-0.2108274686906197,0.574574298028804,0.2858894055279207,0.40200955460909665,0.5209831983322092,0.46658724983803057,0.14821910520650797,0.12051944800983568,0.1831647696368901,0.164753584673991,0.447213567103261,0.2515013322974006,0.609177305183888,0.20985629476755135,0.4704736972494415,0.3189164388924068,0.5078705194737858,0.46300867200029033,0.8588127127728983,0.5202380510808104,0.6260170332955897,-0.06573028346286633,0.2876597007713018,0.6480775172049574,0.32668607946963657,0.5058638066787532,0.30826318203234987,0.43771249751973124,0.26775972745060556,0.5446405280138781,0.39492006729812174,0.21664980695913144,0.6699326274777698
Caudate_R,0.02779894652034176,0.6259600320485054,0.2932311524758438,1.0,0.27985738974686397,0.6058703715329172,0.5258321572975757,0.6029636002929455,0.7103998395682566,0.19646844232229008,0.14158546931080584,0.4981282381864442,0.8388005276310104,0.7248204612666127,0.12803955721806506,0.8425446119651472,0.28016012915625343,0.2753345565049664,0.10552929172256649,0.06058752120057311,0.19992297092651648,0.16386721348996666,0.23827986174515198,0.7387007225646853,0.32655259513738943,0.30372294322173216,0.3611545869223155,-0.006001497557122006,0.7397301578673858,0.5887736076976768,0.46706361040631855,0.48839999499834275,0.8112111421452619,0.5467764042104131,0.19003316694845734,0.37780629344154354,0.3577502960535272,0.21109896534681885,0.7174724141672394,0.4030621888709975,0.8487326001900992,0.5169333558041215,0.06979587536071086,0.2703468391843719,0.3894257346482414,0.4841482685117566,0.49157027335217285,0.2236406396635078,0.6294893699341212,0.391787243948025,0.5995363332448816,0.5334046761674708,0.4509538127118724,0.7868320272518613,0.9406745240121781,0.16705399839621876,0.6034446037485638,0.31896357397205327,0.09083715519838118,0.5465927421596203,-0.03158826154013872,0.17636003989925447,0.7449664197082995,0.6973564721684504,0.6670415195715026,0.43475519173122446,0.7716492480575534,0.45861113138147597,0.6611861504592232,0.7819484776001029,0.256928174257654,0.5560185953828991,0.7168521360593549,0.4123941771960073,0.5601131817662005,0.7304532370028021,0.26645936963063815,0.8669459712377721,0.7339809221380056,0.18078025813751927
Parietal_Sup_R,-0.3625403434381661,0.1603110338109131,-0.05474774498200312,0.27985738974686397,1.0,0.38873503348143146,0.08898433550736846,0.2029438046614548,0.39052961247599843,-0.26896891775638865,0.28156854887046673,0.1721696796709679,0.1411827188612649,0.21005280209209176,-0.1919782246335759,0.36301057509688694,0.3048178284297964,0.14399917127672435,0.2735882702307407,-0.3695776725574955,0.21152788962142363,0.3809443960891132,-0.17888968257027962,0.15122771416972539,0.17602691490027766,0.2626199651851282,0.43956696153184,0.25506437665510834,0.12548748733369353,0.24260800007049668,0.3580222265893476,0.27547255541460086,0.19039674314203303,0.09645718485123093,0.4336888357333352,0.11705139848933019,0.33847583663028724,0.1618684168327118,0.35998428744864075,0.046007454261604595,0.358340524025318,0.0927855114817817,-0.21553785554842267,-0.25418512001240884,0.5484460602290099,0.32120194445670386,0.10842760727286249,0.5785516789954513,0.229135182092258,0.06891612444515421,0.3371241168063809,0.10344462312232137,0.15690888872673028,0.2665007948858114,0.29607167599121353,-0.2394495714198331,0.3260907061063412,-0.27241462702576164,-0.3591295932871594,0.23736816093255725,-0.46073044591242435,-0.0069003716634550485,0.2990992117626631,0.06525184092392787,0.33729458786512745,0.0953490835598424,0.14208514579682066,-0.10914867693158263,0.40333350899735554,0.3562281246612515,-0.3088908006544789,0.17399860789003224,-0.0016926983960500021,0.1297552672697208,-0.0703998323064311,0.3259033900677914,-0.31195597514166495,0.36180558172131005,0.370823823093759,-0.043950117319737726
Cerebellum_3_L,-0.0721663137248512,0.5033818363721213,0.2990759450437958,0.6058703715329172,0.38873503348143146,1.0,0.5313955995556419,0.35624925372801197,0.5611296138813013,0.013199711608853764,0.41701921540890624,0.5811435104676675,0.4515535115721237,0.5283328962536347,-0.09684267132125894,0.6323578013918283,0.32525509218132437,0.30369804762521996,0.2820374004753785,-0.017555486603535436,0.28457487022454286,0.23462866535478413,0.2919458926723584,0.306030209503342,0.3187444623500549,0.3848234504431666,0.48237227269992544,0.11538611769761717,0.5481403582585235,0.544363734125786,0.6281944714687304,0.6022107388312834,0.4851200749589898,0.5102168706631186,0.39226553622405663,0.26367812782345473,0.4254261027189423,0.27007487160987453,0.5262186729414271,0.2073460873240885,0.6575894070051663,0.3704840023321825,-0.19612281602719678,0.29291589019548997,0.4634683222371608,0.4755799636985043,0.46419161821693344,0.3442556152700261,0.6655078165791692,0.22024988149748417,0.5183078659805943,0.5782585545048825,0.6672392423550251,0.5419147694495955,0.6246164150177823,0.011358957617369372,0.6012211004031008,0.18060824226517133,0.04435303365123057,0.5465744322578041,-0.05379869291663214,0.2268118972025539,0.5997092196048347,0.5249273871974114,0.7577690266908769,0.46904470681382604,0.577034309526571,0.24813545986055122,0.651516263255981,0.5102271546851578,0.053775897324719796,0.6330474032409709,0.4706660300272459,0.24739221289328128,0.36189793095845935,0.5147909084257052,0.07107690869024455,0.6272269338377394,0.6224602128516655,0.06460541576240234
Postcentral_L,0.2002086355506546,0.34064263800910644,0.5862721946039915,0.5258321572975757,0.08898433550736846,0.5313955995556419,1.0,0.388317492833687,0.42148941443365634,0.2512576965406976,0.37730981804911917,0.477397551648808,0.36312310305111734,0.4731492831760905,-0.28312316239768376,0.5117209031298522,0.06286448287563218,0.24375890104172498,0.18870741506734873,0.13884931445527954,-0.047760541340946185,-0.0390503596711725,0.36229427843316675,0.16486976249412777,-0.009962374213343398,0.29630578511796885,0.41198410645523914,0.01290406486607324,0.5472189494961205,0.307937829057819,0.6216290704456527,0.5209632834105266,0.2700060759421251,0.47780748747810203,0.2707856642895951,0.3546364216423274,0.3251303260122522,0.07138282884718382,0.24831614724047565,0.3207170565871827,0.5224553792259415,0.32236935622069923,0.03751509307967966,0.35026485952343356,0.03585933793214297,0.4465298194703331,0.31217827960085837,0.22041182932341896,0.7410805965135736,0.3315038967093221,0.528196679671285,0.3928010355379156,0.41678260109513726,0.5063478642431106,0.4847723523895892,-0.01344724332028759,0.35573893603920637,0.2733674818385965,0.2192899999943968,0.5662329023728577,0.09747338148743663,0.23772385911409666,0.4357784693250878,0.5342113488153764,0.5120626090770389,0.7416727089772412,0.6915158437785404,0.4050201735255705,0.42412349891880835,0.2657911799041264,0.4138651006692418,0.446005782818663,0.7111918402859552,0.30024238176195805,0.42146461455970285,0.5227531926737339,0.28952404738086057,0.49375473837144973,0.48142956748007304,0.3897793178182775
Thal_PuA_R,0.41832432584565515,0.4253113690376123,0.09133296195544949,0.6029636002929455,0.2029438046614548,0.35624925372801197,0.388317492833687,1.0,0.21318031871383863,0.17118971816631942,-0.01786140962066186,0.3725367730450848,0.3498080206900051,0.5398177866310526,0.11554354713866707,0.6914369957632548,-0.3570338574254325,0.45021591021193197,0.3587503742720889,0.20044582177880774,-0.20972490094894936,-0.2715023390397931,0.12759754448222452,0.4474800989055155,-0.05961592127086507,0.17682729169983025,0.5343233659794122,-0.09981646624973788,0.3332674685090402,0.11850290259592113,0.3984078492116777,0.41187982507683696,0.2639107120650123,0.24160144128714295,0.34074696545305816,0.23876852241955285,0.7524683807879171,-0.1285414128221144,0.4042272011191376,0.066980834710027,0.5733584142454059,0.3581320066122489,0.1308858213020523,0.2992256368951326,-0.08779713485353327,-0.0356944435115663,0.2086147638093771,0.3423477578011312,0.4463287527778053,0.6009895908882755,0.6542249156298893,0.49760651806920253,0.1985728395197579,0.7415853910996129,0.6645503129097342,0.3923595265742211,0.24470754487388235,0.3619918450983593,0.4281426891094153,0.24478925498670948,0.15517964226971726,0.07801849692404017,0.35039318595596075,0.38818754727518273,0.41312477708795664,0.297532596449959,0.6075406331875649,0.23488221098950376,0.45160643409015655,0.3582425439600782,0.155447525346872,0.31639767228594856,0.48775460310257374,0.19984102622358954,0.5084560319962729,0.8356617218961692,0.13948329732940565,0.6118956045719858,0.6054721101674481,-0.1558315146927504
Red_N_L,-0.36279205447360385,0.5815810097072626,0.32241496663170566,0.7103998395682566,0.39052961247599843,0.5611296138813013,0.42148941443365634,0.21318031871383863,1.0,0.17141086671749298,0.15395765973073272,0.4626241717579971,0.5981242209811598,0.5461302188770595,-0.03575376156362807,0.5560870054628086,0.43449844125004977,0.3215101239750306,-0.05679846936771926,-0.26362538397516383,0.19240048080352568,0.3828860219466192,0.029710363080780622,0.641500618099244,0.3362399834204901,0.45703647130043856,0.18787408877092954,-0.03742473811324408,0.6667349740205379,0.766227456724598,0.412773133731961,0.4608252817666089,0.7244948571486876,0.4841559410706295,0.05838256454929105,0.2345290965714663,0.05463368298102896,0.25222794654518654,0.7413115800865047,0.4653693607333595,0.8166611170455392,0.3797045864844541,0.07966303134193958,-0.03590794482951102,0.5872913891244301,0.725806934854158,0.38486324758732166,0.1443871003300426,0.55759698233168,0.13878500975193472,0.2889362863626321,0.36003471485213845,0.4261337318455491,0.5440341132995812,0.6633943228512481,-0.16618722914020767,0.6898801935185452,0.09603084095133307,-0.22425353794722605,0.604369228806021,-0.36320931924285604,0.060141283048460004,0.7599144222125204,0.6081516729927579,0.6657573072834572,0.45454625833328643,0.588864871959448,0.4522356689416925,0.4881191570125945,0.8172220844936281,0.22502705797441,0.45369486464142894,0.5487317355252826,0.4883839067248025,0.3224536353403898,0.4605818488485339,0.19670931750038087,0.8044702210590682,0.7101584080590225,0.36694665870187
Frontal_Sup_Medial_R,0.19993885662851624,0.43448937257865516,0.5378428051410338,0.19646844232229008,-0.26896891775638865,0.013199711608853764,0.2512576965406976,0.17118971816631942,0.17141086671749298,1.0,-0.4879081260843768,0.20777167025072427,0.289227356051012,0.17717836446181226,0.08332233056234464,0.0770603309772445,-0.3967859875680414,0.18986948137227116,-0.41971681512769987,0.33234875937130587,-0.4218359581399735,-0.37165678468450963,0.23573212637320926,0.22323587112277116,-0.4358316513169857,0.1670846426644139,-0.3388263248842224,-0.3568085309420015,0.43407472993769025,0.2015151419381713,-0.1134220892725499,0.12772031494686922,0.23506372854271496,0.2460803942757889,-0.583486154979367,0.13457834364686724,-0.13720522072555522,-0.44368731693208713,0.01730907872356575,0.5450596479005316,0.2164215497658394,0.2021364644608694,0.20117920200338654,0.3470946729047138,-0.4345725187034002,0.27124630948108,0.25831149993047847,-0.5307573260135265,0.30598215153076674,0.18974303933454956,0.0019495707061408015,0.48209627184572507,0.3087607641611904,0.2830466266198925,0.1512060001561779,0.3734923517892545,0.035200000549102675,0.6592528029456677,0.31724762519331573,0.3141817240334336,0.3171929296119213,0.21055388049203524,0.03804876463226779,0.5061194550959122,0.3128312818921081,0.5265178588261387,0.3342536328113021,0.8884070066166938,-0.36004189428628425,0.14306054728571632,0.9420375316842287,0.29680722918068914,0.6342099853447788,0.02795077120395153,0.5620766512540802,0.071599347720255,0.9596413159186614,0.24590642325366108,0.10375573495029718,0.543206561443252
