,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_MDm_L,Precentral_L,LC_L,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L
Vermis_8,0.2772537889496527,0.038201872049949494,0.3260831031284588,0.33982488397145727,0.04538997324164208,0.174774421566164,0.308074315750224,0.3749098130868433,0.5513145764589185,0.14074226142044455,1.0,0.3082817261305734,-0.12234657271996201,-0.15402143949717984,0.9274702576655549,0.1837163538815281,0.4486801471472538,0.273305566685698,0.1998838927810966,0.3073948504693913,0.13412577042637,0.17334819575090624,0.4150363737596199,0.36229427843316675,0.6969311154656447,0.13323248509513796,0.6996723184336788,-0.0006227351015882041,0.4229386997917157,0.3572005456656168,0.651571435866401,0.0024368514757495867,0.023444777053377545,0.19108353673916245,0.2637377568556556
Thal_AV_L,0.48092103774656475,0.28848500403715993,0.30300487913802476,0.6147343491221865,0.2985889796596484,0.2593297922367116,0.20920297619146777,0.07286769211883334,0.5396553263593092,0.48307625193414216,0.3082817261305734,1.0,0.346782975777343,-0.012165781352505291,0.4617811257320783,0.4691459804279945,0.6768277426936179,0.4563082299518514,0.5596839876767886,0.33707481154091323,0.2924837585459808,0.5852031265874731,0.5397629688896692,0.36312310305111734,0.05585088981895584,0.6826213143349783,0.44323975763789447,0.006316002162389337,0.24019562575856648,0.3587106613676774,0.32808690336650326,0.12404055366849924,-0.008231154393160977,0.6739568359895207,0.30655849187382533
Thal_MGN_L,0.5059139124249645,0.1953245335204558,0.30050362971457845,0.3782336176023781,0.43379267742461436,0.21629988463913952,0.08702098724015105,-0.27040063534282055,0.2785993383917909,0.42210011091223687,-0.12234657271996201,0.346782975777343,1.0,-0.050488632102647854,0.05071405374936627,0.3652613691747727,0.43974465062676277,0.16348806053832585,0.07513061587743422,0.186861640918119,0.21774050313682694,0.5008989769040856,0.3041636674306705,0.24025745947485194,-0.39821123507946893,0.6437993231481585,0.326400117669961,-0.14134082952637286,0.14904018451686207,0.15017016580614434,-0.01326527034189591,0.35324850696364596,-0.17932407910934384,0.6670355782946016,0.3110753949918655
Paracentral_Lobule_R,0.13987290327682808,0.43609617830909075,0.10368243958627124,0.19822219095445945,-0.35064037252060437,0.2306657089588573,0.5149906703236024,-0.41738763639523596,-0.12067053016317116,0.402868390567945,-0.15402143949717984,-0.012165781352505291,-0.050488632102647854,1.0,-0.07484943164699527,-0.023150776818660814,0.11395134848395118,0.5058125101485343,0.4149235990156348,-0.07997329637884545,0.262616852436577,0.03765072225420022,0.03971737916333886,0.22041182932341896,-0.2865830208562535,0.25518132453250186,0.11278136629087462,0.2921667998247115,0.5101185955796461,0.6819182342326124,-0.24079248562284883,0.1871909254873935,0.7925288269673003,0.22408182323093512,-0.2108274686906197
Vermis_9,0.41758423820385787,0.149768506506029,0.36103792412202323,0.4484549578981533,0.16493304579845372,0.2924293474061008,0.3951247637839909,0.3072309570363272,0.5602213580756398,0.27123582303173016,0.9274702576655549,0.4617811257320783,0.05071405374936627,-0.07484943164699527,1.0,0.31676072660451565,0.5771862903956518,0.357487911852624,0.2898355703476179,0.36246471596352803,0.25699006351828524,0.28434889713493483,0.5080430409290493,0.43370528492240973,0.5933970023885162,0.33736299672922115,0.7642465131524618,0.046140134879802445,0.49782452580885167,0.43568499273241257,0.6544977271404739,0.08277599901380081,0.0878203252155358,0.3706985562320887,0.36593485499152906
Amygdala_R,0.48214196223214745,0.09188033582428812,0.3184954547707577,0.4892976149623147,0.4739035415078201,0.589043508893779,0.3218515143350625,0.26165272553109065,0.4087211150640012,0.5320937367102122,0.1837163538815281,0.4691459804279945,0.3652613691747727,-0.023150776818660814,0.31676072660451565,1.0,0.5297617197916175,0.2701220041244924,0.21997420031534,0.5234455521375524,0.38528887513913707,0.47360878850927474,0.6137652194096708,0.47780748747810203,0.15195577558192955,0.6429432650369229,0.44646806040303677,0.05419646916955941,0.3704046232935111,0.3503793639447311,0.4604687520378383,0.0862129255506844,0.202014240188456,0.5189200556871502,0.6439711722546649
Temporal_Sup_L,0.7823336580951743,0.5505877785235778,0.5698330906165874,0.8724062119915265,0.2996486994970349,0.6084393727318589,0.5006673396229117,0.1739273888449156,0.7587110647123304,0.6922671018000063,0.4486801471472538,0.6768277426936179,0.43974465062676277,0.11395134848395118,0.5771862903956518,0.5297617197916175,1.0,0.6095192092561079,0.6443135818759315,0.5826748153346231,0.4352557606112647,0.5392193030774569,0.8528395042581843,0.7520090810411815,0.1382992596568189,0.777962968228779,0.7092185324106656,-0.062466357641740265,0.6119018881812663,0.6436812830338252,0.491790925072891,0.38990300763839303,0.14794047443252067,0.8263419969708561,0.4626169059224037
ACC_sup_L,0.5433034805408448,0.4837864096751892,0.5115547194275439,0.6793548117714389,-0.27219247937895974,0.4127645022855442,0.6578792094608625,-0.2792797106202397,0.45480801224331535,0.6287397771749565,0.273305566685698,0.4563082299518514,0.16348806053832585,0.5058125101485343,0.357487911852624,0.2701220041244924,0.6095192092561079,1.0,0.6036772775798935,0.016146650058599506,0.4733617615357935,0.45373646035195225,0.49707209533195224,0.42412349891880835,-0.11701556836336144,0.5481439689824357,0.42989491907758254,0.1683145413997905,0.6527075820856107,0.7125944140956283,0.12674089108114783,0.1727742588665181,0.5166709478309662,0.6155058229996824,-0.06573028346286633
Thal_MDm_L,0.471547712162312,0.834657658382854,0.27997442837191183,0.7379473504371542,-0.14421826329130835,0.46206071242822944,0.4608398396615552,0.10284690352193192,0.5425794572935548,0.6910980160235104,0.1998838927810966,0.5596839876767886,0.07513061587743422,0.4149235990156348,0.2898355703476179,0.21997420031534,0.6443135818759315,0.6036772775798935,1.0,0.28854701158491114,0.3707548829917218,0.2890068376922745,0.6380689015993466,0.4270113755009191,0.048727227950387454,0.6856207705186823,0.40637951189575106,-0.039766358670740375,0.4399350044758034,0.6149856454878954,0.3193590611079041,0.4035068772704377,0.3538431340347339,0.6990975541924718,0.05532154351106993
Precentral_L,0.40873034172573514,0.22792234866189134,0.23080242116205452,0.425620609065695,0.6021082546443391,0.5068370864751832,0.09609614529255892,0.4187133286557508,0.3913996681667402,0.3607562763092494,0.3073948504693913,0.33707481154091323,0.186861640918119,-0.07997329637884545,0.36246471596352803,0.5234455521375524,0.5826748153346231,0.016146650058599506,0.28854701158491114,1.0,0.24724429681637358,0.17271115445009486,0.6865810980950907,0.7750042148932578,0.2712936879954367,0.4163114472124275,0.36474486224475294,-0.11526824229332946,0.22973366278693608,0.2959983121978496,0.4268180538792817,0.14783281603702217,-0.057544806828512304,0.3606790949330816,0.7481976299909101
LC_L,0.48058968081241155,0.34959039801994024,0.3595101928029389,0.4737541440931062,0.08757968522737618,0.3973955666771656,0.42490313542630964,-0.03266762785699857,0.43113612148272085,0.5237103834280337,0.13412577042637,0.2924837585459808,0.21774050313682694,0.262616852436577,0.25699006351828524,0.38528887513913707,0.4352557606112647,0.4733617615357935,0.3707548829917218,0.24724429681637358,1.0,0.4831250932867368,0.5049054760300737,0.3927920883332083,-0.1296255100726923,0.4881528877692726,0.43439961317652853,0.07433103091012006,0.4022467717984452,0.4672319640736392,0.2363454367761322,0.29311088914158084,0.3549401801902046,0.5372578235085835,0.2742248382695889
Frontal_Inf_Orb_2_R,0.5474112790001067,0.12976155618360086,0.5895789367217535,0.5807215248777537,0.23769486992816527,0.2014755367964689,0.21603973857245423,-0.11742052000873383,0.44587704697276326,0.5318031790005961,0.17334819575090624,0.5852031265874731,0.5008989769040856,0.03765072225420022,0.28434889713493483,0.47360878850927474,0.5392193030774569,0.45373646035195225,0.2890068376922745,0.17271115445009486,0.4831250932867368,1.0,0.5329844228535973,0.2814552403298132,-0.16569146256157355,0.5910110118314938,0.3688382202684314,-0.06982226969973027,0.2320906680434295,0.3261408730858192,0.139456406473915,0.12026156724892019,-0.007599331054826973,0.6673062224951176,0.2262194275696965
Insula_L,0.6971872145155085,0.5456657378849747,0.6071347838758356,0.8721146366418288,0.2870859231964136,0.7238562413161765,0.4068847749991617,0.37795917403005663,0.7258120317943325,0.7168874481019276,0.4150363737596199,0.5397629688896692,0.3041636674306705,0.03971737916333886,0.5080430409290493,0.6137652194096708,0.8528395042581843,0.49707209533195224,0.6380689015993466,0.6865810980950907,0.5049054760300737,0.5329844228535973,1.0,0.6822560472176331,0.24248523116271617,0.7370569364971207,0.6018221771192132,-0.14768718218129656,0.45078798168936307,0.49488684701822044,0.5942600619349854,0.3446421310660255,0.07513848613248054,0.7449639770399781,0.48776771616488007
Postcentral_L,0.5012538856129138,0.38716851543268194,0.3355320617850518,0.5189196424190385,0.3897793178182775,0.5444915413807488,0.4106390795703909,0.08346780696701767,0.434915272458154,0.48142956748007304,0.36229427843316675,0.36312310305111734,0.24025745947485194,0.22041182932341896,0.43370528492240973,0.47780748747810203,0.7520090810411815,0.42412349891880835,0.4270113755009191,0.7750042148932578,0.3927920883332083,0.2814552403298132,0.6822560472176331,1.0,0.09747338148743663,0.49375473837144973,0.477397551648808,0.01290406486607324,0.5524593282336632,0.6040891391043741,0.28286026800002817,0.24375890104172498,0.2707856642895951,0.5224553792259415,0.5862721946039915
Vermis_7,-0.056715272555218826,-0.10417575792483195,0.04090678599697536,0.11391777644925569,-0.08548052660925248,0.06330014880779182,0.07100500776056956,0.7729143380582381,0.34259484402290624,-0.014578103418270054,0.6969311154656447,0.05585088981895584,-0.39821123507946893,-0.2865830208562535,0.5933970023885162,0.15195577558192955,0.1382992596568189,-0.11701556836336144,0.048727227950387454,0.2712936879954367,-0.1296255100726923,-0.16569146256157355,0.24248523116271617,0.09747338148743663,1.0,-0.09882172529651599,0.35543472331307135,-0.14171759384014743,0.13425737951949157,-0.0001634936661270255,0.7819497737505896,-0.04453579394705665,-0.06074446939784765,-0.14342198773172563,0.20985629476755135
Hippocampus_R,0.7249254200185333,0.6074004443066391,0.4729189526464369,0.8157169321915833,0.27225952823056715,0.5843198709316495,0.4569963420164604,0.02171400815666912,0.594415541398343,0.8263844085364589,0.13323248509513796,0.6826213143349783,0.6437993231481585,0.25518132453250186,0.33736299672922115,0.6429432650369229,0.777962968228779,0.5481439689824357,0.6856207705186823,0.4163114472124275,0.4881528877692726,0.5910110118314938,0.7370569364971207,0.49375473837144973,-0.09882172529651599,1.0,0.5826642777270343,-0.04997201684004538,0.48801772375189945,0.572062208309719,0.3712251019401253,0.44334894936268743,0.23824563034268811,0.9139831554448655,0.39492006729812174
Cerebellum_10_R,0.6303504786346957,0.3726093401883136,0.42975876727978046,0.6298348303278024,0.14974767684347146,0.4179705481361637,0.5096132003970266,0.2678429700315542,0.6941586938831427,0.5285012131093858,0.6996723184336788,0.44323975763789447,0.326400117669961,0.11278136629087462,0.7642465131524618,0.44646806040303677,0.7092185324106656,0.42989491907758254,0.40637951189575106,0.36474486224475294,0.43439961317652853,0.3688382202684314,0.6018221771192132,0.477397551648808,0.35543472331307135,0.5826642777270343,1.0,0.051079472251862594,0.6608846223771975,0.6281769824772414,0.6347691515924703,0.35388520718195016,0.28842216540812354,0.6226465710198387,0.413384188926614
Parietal_Sup_L,-0.00014714833521135026,-0.0852039471827043,-0.08933609392355284,-0.068483875676085,0.016457671880890697,-0.020503169609060533,0.22875098819958956,-0.27087126971627,-0.225163587212698,-0.09984136223265347,-0.0006227351015882041,0.006316002162389337,-0.14134082952637286,0.2921667998247115,0.046140134879802445,0.05419646916955941,-0.062466357641740265,0.1683145413997905,-0.039766358670740375,-0.11526824229332946,0.07433103091012006,-0.06982226969973027,-0.14768718218129656,0.01290406486607324,-0.14171759384014743,-0.04997201684004538,0.051079472251862594,1.0,0.17776025335931964,0.2472468655918198,-0.20251734821491887,-0.22817993679722678,0.37410478876303205,-0.10160819320684474,-0.0727046724329905
Precuneus_L,0.5443933353045838,0.3919038873446902,0.3768431889408539,0.5403021729336142,-0.10384046144252226,0.4369898424642386,0.900769059620125,-0.07302943897659071,0.4734475004730965,0.49616263549795747,0.4229386997917157,0.24019562575856648,0.14904018451686207,0.5101185955796461,0.49782452580885167,0.3704046232935111,0.6119018881812663,0.6527075820856107,0.4399350044758034,0.22973366278693608,0.4022467717984452,0.2320906680434295,0.45078798168936307,0.5524593282336632,0.13425737951949157,0.48801772375189945,0.6608846223771975,0.17776025335931964,1.0,0.836866347867575,0.3625724150776302,0.27426186347543074,0.6602660812249781,0.49558286993714357,0.3417500927235038
SupraMarginal_R,0.5494758118197636,0.5235616381227983,0.3841040679627488,0.597359779442067,-0.07041762226618001,0.5038739265720494,0.7429846482622832,-0.19484549790910022,0.39094795681964917,0.6453233303818767,0.3572005456656168,0.3587106613676774,0.15017016580614434,0.6819182342326124,0.43568499273241257,0.3503793639447311,0.6436812830338252,0.7125944140956283,0.6149856454878954,0.2959983121978496,0.4672319640736392,0.3261408730858192,0.49488684701822044,0.6040891391043741,-0.0001634936661270255,0.572062208309719,0.6281769824772414,0.2472468655918198,0.836866347867575,1.0,0.2034819229924604,0.3008050545207553,0.7230624485978416,0.5889148925934982,0.21191173318262352
Vermis_6,0.33734658184962313,0.17647864608353342,0.26690088245893073,0.5152831291849098,0.048826710533133866,0.38071858330033204,0.2936803315329206,0.7634471248171962,0.6919689129664299,0.35736931644674075,0.651571435866401,0.32808690336650326,-0.01326527034189591,-0.24079248562284883,0.6544977271404739,0.4604687520378383,0.491790925072891,0.12674089108114783,0.3193590611079041,0.4268180538792817,0.2363454367761322,0.139456406473915,0.5942600619349854,0.28286026800002817,0.7819497737505896,0.3712251019401253,0.6347691515924703,-0.20251734821491887,0.3625724150776302,0.2034819229924604,1.0,0.19845382479745857,0.011388553315743287,0.32405108288492535,0.47110978792354086
Thal_PuL_L,0.38220954382740596,0.5250650151460472,0.1286383720828515,0.34411315444316487,-0.037912195966330005,0.2351839620524086,0.2086527867910784,0.08409417680696238,0.3970044372932006,0.3989768869496839,0.0024368514757495867,0.12404055366849924,0.35324850696364596,0.1871909254873935,0.08277599901380081,0.0862129255506844,0.38990300763839303,0.1727742588665181,0.4035068772704377,0.14783281603702217,0.29311088914158084,0.12026156724892019,0.3446421310660255,0.24375890104172498,-0.04453579394705665,0.44334894936268743,0.35388520718195016,-0.22817993679722678,0.27426186347543074,0.3008050545207553,0.19845382479745857,1.0,0.10406508261608373,0.495716046278351,0.07161816572044676
Occipital_Sup_R,0.16322732257916575,0.3444644707263558,0.05295314849697297,0.18013964005750221,-0.3266158070334891,0.273416896332932,0.6701337747568756,-0.2447432047783481,-0.02486882321310753,0.3703479272057624,0.023444777053377545,-0.008231154393160977,-0.17932407910934384,0.7925288269673003,0.0878203252155358,0.202014240188456,0.14794047443252067,0.5166709478309662,0.3538431340347339,-0.057544806828512304,0.3549401801902046,-0.007599331054826973,0.07513848613248054,0.2707856642895951,-0.06074446939784765,0.23824563034268811,0.28842216540812354,0.37410478876303205,0.6602660812249781,0.7230624485978416,0.011388553315743287,0.10406508261608373,1.0,0.17651204064323334,0.0194116612279866
ParaHippocampal_L,0.7513669057680116,0.647261829229473,0.5094538630270697,0.8241249771284059,0.1812872838253484,0.5296223836487388,0.4394602697445517,-0.03771404129998127,0.6457272558406478,0.8069074809479482,0.19108353673916245,0.6739568359895207,0.6670355782946016,0.22408182323093512,0.3706985562320887,0.5189200556871502,0.8263419969708561,0.6155058229996824,0.6990975541924718,0.3606790949330816,0.5372578235085835,0.6673062224951176,0.7449639770399781,0.5224553792259415,-0.14342198773172563,0.9139831554448655,0.6226465710198387,-0.10160819320684474,0.49558286993714357,0.5889148925934982,0.32405108288492535,0.495716046278351,0.17651204064323334,1.0,0.31756639960143157
Supp_Motor_Area_L,0.3421162217434922,-0.012039882917468728,0.11093161393252779,0.27413128365984646,0.6699326274777698,0.3927397267123119,0.23934466778115338,0.31724886967560834,0.3828743353120906,0.21664980695913144,0.2637377568556556,0.30655849187382533,0.3110753949918655,-0.2108274686906197,0.36593485499152906,0.6439711722546649,0.4626169059224037,-0.06573028346286633,0.05532154351106993,0.7481976299909101,0.2742248382695889,0.2262194275696965,0.48776771616488007,0.5862721946039915,0.20985629476755135,0.39492006729812174,0.413384188926614,-0.0727046724329905,0.3417500927235038,0.21191173318262352,0.47110978792354086,0.07161816572044676,0.0194116612279866,0.31756639960143157,1.0
