,Frontal_Med_Orb_L,Vermis_7,Frontal_Mid_2_R,Occipital_Sup_L,Frontal_Inf_Oper_L,Insula_R,ACC_sup_R,VTA_R,Insula_L,Frontal_Sup_2_R,Thal_AV_R,Amygdala_R,Cerebellum_Crus1_R,Frontal_Sup_2_L,Thal_IL_L,Thal_MDl_R,Cerebellum_6_R,Precuneus_R,Fusiform_R,Thal_VA_R,Olfactory_R,Precuneus_L,Calcarine_L,Frontal_Sup_Medial_L,Frontal_Med_Orb_R,ACC_pre_R,OFCpost_L,Heschl_R,Vermis_10,Precentral_R,Precentral_L,Postcentral_R,Occipital_Sup_R,Hippocampus_R,Cerebellum_10_L,Red_N_R,Temporal_Inf_R,Parietal_Sup_R,Thal_MGN_L,Cerebellum_9_R,Rectus_R,Frontal_Inf_Tri_R,ACC_sup_L,Rolandic_Oper_L,Paracentral_Lobule_R,Thal_IL_R,Thal_PuM_L,Thal_MDm_L,Thal_PuL_R,Supp_Motor_Area_L
Thal_AV_R,0.020128087236705818,0.1841874518620137,0.4235838022598915,0.18606182075448482,0.37051588245818684,0.3365894241846536,0.5885470545443638,0.5596893254090876,0.19834737211647738,-0.10407374495029288,1.0,0.26776598258856876,0.33712186810741784,-0.11692805217712965,0.4170085014977464,0.4088264012993719,0.43606558689385483,0.5772519937762407,0.4693043829106331,0.5979397696197629,0.2214667335332944,0.6193215275449006,0.43267850509386047,0.18524022118050543,-0.12291857288667524,-0.005499647912543169,-0.08296363174511942,0.5562567443268811,0.1470498287018926,0.4634044137509551,0.3840795712817728,0.5985500299441496,0.22180353403794079,0.7287455694637645,0.11983764131484367,0.4219535147818105,-0.2396366027783402,0.3841368298060055,0.11231891171216754,0.5346688315749156,-0.08987727193428355,0.3724094142558851,0.5065334358001553,0.3951148180486465,0.4614933773473513,0.3965818660923604,0.5272264842769849,0.6078496697390559,0.36286258155546597,0.6172177630984921
Amygdala_R,0.31013983044781107,0.29500448717164696,0.18656920849806333,-0.3104091053518918,-0.14159789901043232,-0.05042700083626839,0.07912241563022046,0.09249992551271653,-0.1395521319403524,-0.12056642065642356,0.26776598258856876,1.0,0.24345669565947087,-0.11515326565540975,-0.03435259980836562,0.1866381066762574,0.2206821432839729,0.0683608352185289,0.04162781263113148,0.3349591869569088,0.15883887394552107,0.12144761137440466,-0.19119130270775994,-0.01644590279082588,0.03764731072309704,-0.003601907141379347,-0.27857505111220304,0.2354241726967457,-0.2192055383135835,0.13845397837322485,0.09549462373054296,0.15292701967649777,-0.26852880913238897,0.16471182990319594,0.3293521753016815,0.013311826262462865,-0.22595168115609146,0.15248775984681315,-0.1479835560812278,0.27248358187363797,0.2525792301033017,0.06119433900895457,-0.013172933591394842,-0.1041584308582726,0.06246725018432003,-0.20029070992179313,-0.0832883905367868,-0.021291793362135908,-0.0553866046879626,0.19420534521361973
Cerebellum_Crus1_R,0.1104384427158639,-0.21942616379357208,-0.10706796470711408,0.25995260957825556,0.22348316871092835,-0.2070759378517602,-0.020907194313811415,0.1218643197772214,0.021820853668527134,-0.44846929658954016,0.33712186810741784,0.24345669565947087,1.0,-0.2272343221462626,-0.17609088248610266,0.07773038544125867,0.8907131913796489,0.36114777562616207,0.7313879255465874,0.07897274166575985,-0.046801970890229,0.3336039037260536,0.23673780869944805,0.06486491373795937,-0.16578086743417075,-0.13083264164069386,-0.15861109809373156,0.059707497155535146,-0.04480122629208061,0.23757190900815373,0.18371918860905437,0.2679865374639848,0.41777478300847054,0.0022408222505429076,-0.16738032904605632,-0.005927581135411984,0.03655745189129348,0.4783782235347933,-0.34935789013215496,0.4657660297265771,0.005765217108524896,0.015913534068471007,0.01996636200860176,0.13380836916864025,0.2824776016117882,0.0002944410508941821,-0.15676951939573655,0.03899761255730935,0.12682891622727657,0.30133930099598716
Frontal_Sup_2_L,0.33392347301546,-0.0791336506500993,0.5272925624279989,-0.01680212210710279,0.42238422254912134,0.5150407152948472,0.2294015864195573,0.032467632923035776,0.5176749726111975,0.8692384668906555,-0.11692805217712965,-0.11515326565540975,-0.2272343221462626,1.0,0.24615064428068179,-0.021001270012143476,-0.31124054813616653,0.060276218627159664,-0.25479102867941184,0.12248308431275778,0.4011860828958811,-0.013379697576747044,-0.17576198744627577,0.85928202577611,0.22090089333336854,0.8064379660738693,0.6072551311609814,0.2288502772648274,-0.1574783864984048,0.41447363291326933,0.48831294673076814,0.2476018309570375,0.023542193260867962,-0.03912721635946227,0.18219640921392538,0.12920776363967987,0.14087942953276458,-0.1535657054327338,0.13271050449088764,-0.22179151734489863,0.0054352815198039335,0.5452277773715007,0.36056315328747673,0.2714407024004193,0.3094991385885087,0.25704690465541785,0.16692112252349398,0.29296180125982413,0.19787326029224997,0.3147439442027961
Thal_IL_L,-0.026429491749602758,0.21406038948712203,0.569083012360464,0.16572674928802225,0.4271623627854401,0.6485013944688925,0.6259333853291209,0.4410432658883383,0.48709997713619496,0.41009116763355086,0.4170085014977464,-0.03435259980836562,-0.17609088248610266,0.24615064428068179,1.0,0.3553866033251532,-0.13063509131727227,0.44284267367811353,0.08301199549503287,0.2511537531440022,0.2880785763848063,0.461447554784171,0.3797648794232595,0.28860734684258577,0.11649893724657184,0.1516538047577527,0.37353270463475446,0.4782905050735522,0.1604970904113876,0.486119614099741,0.49240370942705547,0.5352984625546012,0.12848920112990406,0.5940987049413456,-0.012630514459554829,0.3181626003029948,-0.05359889133337398,0.19288411918064052,0.3980191897377426,0.3285169562804252,0.0025986696099106997,0.4468561395798714,0.6223601677283047,0.5541243207021905,0.44489161698646124,0.36723148525566957,0.5667504183358677,0.6446536482194657,0.3274398102099481,0.5319121284034598
Thal_MDl_R,0.006060863429628867,0.2516422897963239,0.29446576958717285,-0.2258054581964173,0.07737786923052441,0.24329675265896117,0.198545778312797,0.38122596725283975,0.23252936614460218,-0.01648460006233454,0.4088264012993719,0.1866381066762574,0.07773038544125867,-0.021001270012143476,0.3553866033251532,1.0,0.07521294038346192,0.15532404134820868,0.09668646849697869,0.2238198290826511,0.38081798189689386,0.14405867126437452,0.13043418895695788,0.045942087003091846,-0.1852171353999115,0.01653291720534859,-0.10966384354552185,0.43681090236099696,-0.056700095656317645,0.33430871974541304,0.2759997297338611,0.28704443135901275,-0.17878344004211394,0.3571629679356941,-0.010267890889590337,0.45624687872054176,-0.15944040166600884,-0.07043303386826873,-0.04304610463899102,0.31372586943298614,-0.09907424006630851,0.2917832479051706,0.16785314414167068,0.27867187394469206,0.20809996432114714,0.23122880240562696,0.362146543462739,0.5156692072865996,0.6076330034161332,0.29338737015494937
Cerebellum_6_R,0.003748689480780732,-0.3210622154723029,-0.14005452472918511,0.4444354450468225,0.3087207383936729,-0.15410161891482807,0.09573360700866637,0.18015498881062064,0.056448274618471614,-0.48850386034892807,0.43606558689385483,0.2206821432839729,0.8907131913796489,-0.31124054813616653,-0.13063509131727227,0.07521294038346192,1.0,0.46513038869636103,0.8203574395798982,0.159840462675958,-0.111126731744596,0.48463585911425855,0.42382461919594844,0.014585425108154347,-0.20761237076966452,-0.22598348823824246,-0.14497825235775594,0.12897736213242866,0.008496170597042309,0.19991344901436928,0.17465674769238232,0.3347040440651256,0.5447912948372688,0.1578828411202496,-0.04377442589838778,0.007347864972223404,0.08424638664277782,0.506523378877389,-0.16291783582816008,0.4304464037908301,-0.008310220381360258,-0.03153922553361134,0.16963730139070615,0.22389228398191788,0.3609207472676406,0.1309840717368541,0.10915406937325046,0.0927749721108328,0.17301668044821147,0.35102464097800967
Precuneus_R,0.056028953540245056,0.013254743052022266,0.5484049781695653,0.6452776934542209,0.8077395798569074,0.5361650264166944,0.5996966948843214,0.5265313204724075,0.5477021346736721,0.11337928553656967,0.5772519937762407,0.0683608352185289,0.36114777562616207,0.060276218627159664,0.44284267367811353,0.15532404134820868,0.46513038869636103,1.0,0.4817746599255918,0.25639921231996093,0.07821975305561851,0.9655212534041687,0.5992122046223154,0.4080425847935968,-0.14967938176827023,0.026275403412341504,0.2881117608562685,0.6158240683925548,0.14296259697688854,0.767107003407802,0.7805996231763304,0.9001608764067067,0.6381039156025546,0.4524913163868945,0.04031782402028945,0.17072637322724063,0.07825340495735793,0.7952491881917615,0.1845655856750069,0.654620988389601,-0.0287757233719609,0.6319342656867294,0.6594396623246642,0.6356123346024934,0.8611561031549039,0.320160923467115,0.34248234456276033,0.5317696737455944,0.4110286699913453,0.8565540992982906
Fusiform_R,-0.05988130013384162,-0.520695088470761,-0.11216071314542846,0.5685799259651872,0.4037299931630698,0.08358640794469681,0.16181977532362418,0.21111997810048552,0.3058507218269453,-0.3851337444791773,0.4693043829106331,0.04162781263113148,0.7313879255465874,-0.25479102867941184,0.08301199549503287,0.09668646849697869,0.8203574395798982,0.4817746599255918,1.0,0.043730750822023275,0.0541031581171592,0.4789691325884181,0.7167442554314031,0.021078587843178724,-0.17039056327852103,-0.19387532650647205,0.13812742976067222,0.13909073341187705,0.06788976739400442,0.2752760352351717,0.2005547638316196,0.39256371318681843,0.6894130726530177,0.33753440262005835,-0.15508866842110666,0.15395194717226385,0.1872726776964631,0.31128932980710866,-0.03184230214289104,0.43532092278548556,-0.0041070342459454245,-0.006730971895210572,0.25443396518015227,0.5077367749020001,0.4369224540220086,0.2514890978094722,0.2504681368332739,0.25659862719519966,0.14803702237977948,0.37152541039667825
Thal_VA_R,0.19846341038407034,0.3128503397236048,0.47286723036313105,-0.1348445994055954,0.21258896073359848,0.1833951322929763,0.5913425833748944,0.5041461122195251,-0.09405449881473575,0.08822937811484008,0.5979397696197629,0.3349591869569088,0.07897274166575985,0.12248308431275778,0.2511537531440022,0.2238198290826511,0.159840462675958,0.25639921231996093,0.043730750822023275,1.0,0.22357577163711354,0.32450492130637004,0.06315799220080874,0.32937019458626343,0.07059486168070424,0.40793671967779793,-0.20445287363589046,0.492631560277938,-0.06222502145810366,0.3066520955873408,0.30191270784047175,0.3650448260649006,-0.15596515435295294,0.637724252699045,0.29491083563198406,0.4444841033782017,-0.5155708966904657,0.13753672944774598,0.16022234166119143,0.12825742875260124,-0.13791326040638985,0.38121430481737006,0.4721174663076637,0.12264104554534543,0.24844666387640585,0.44853180129296455,0.41083921560854053,0.513034215141747,0.30472650389335315,0.45713230485280626
Olfactory_R,0.42428183827797394,0.13035238765693935,0.4478903617833547,-0.19597909084149437,0.18855579615095974,0.4121455699958581,0.17376105756574328,0.26140125089884486,0.3565923716220844,0.3002576642016403,0.2214667335332944,0.15883887394552107,-0.046801970890229,0.4011860828958811,0.2880785763848063,0.38081798189689386,-0.111126731744596,0.07821975305561851,0.0541031581171592,0.22357577163711354,1.0,0.056706528535072194,0.07604935564731431,0.3655644182083788,0.1947522299769564,0.4093250769742483,0.2893384435835361,0.3519150953522577,0.01618328643987893,0.42648963304683163,0.3505715794371527,0.27838682999573805,-0.09452767880315187,0.35297644423209007,0.223837278963384,0.3603492671898759,0.07407094828123514,-0.18488580149260267,-0.09646572942087096,0.1690036717704794,-0.14359512685486514,0.4238610558816564,0.21008296452166386,0.3727100933873653,0.2637451781467321,0.22464404378236533,0.20721509791714154,0.3712037787319482,0.18084831779435168,0.3361164491754783
Precuneus_L,0.025981312792937222,0.057756154292420946,0.5105284979911444,0.6362484866199942,0.7549200101739983,0.508534176276268,0.6251510876894729,0.557350015388155,0.47607328330215515,0.06159111035399255,0.6193215275449006,0.12144761137440466,0.3336039037260536,-0.013379697576747044,0.461447554784171,0.14405867126437452,0.48463585911425855,0.9655212534041687,0.4789691325884181,0.32450492130637004,0.056706528535072194,1.0,0.6178421377612476,0.3242110012395663,-0.10115425009477011,-0.021200419140433243,0.22891643438924728,0.6065365406768097,0.16433271454369905,0.6824112288928607,0.701775641072816,0.8620050764913262,0.5910781072479063,0.5310872003414376,0.10584254118453956,0.14731136657798694,0.06036824729039013,0.8059156910204857,0.22894006864712768,0.6287360187945741,-0.010519204867871305,0.5557828815255418,0.6833499272630925,0.5917564737733241,0.8135918116326112,0.2958701292176538,0.4322202046898031,0.5282797527564802,0.3867043814862114,0.8280159612228066
Calcarine_L,-0.1953124369036094,-0.468601598093286,0.08438602221300551,0.6693116525548626,0.5800923382521116,0.3694875644553022,0.3090689690693931,0.35282241761218935,0.49307481837089345,-0.1708607902495605,0.43267850509386047,-0.19119130270775994,0.23673780869944805,-0.17576198744627577,0.3797648794232595,0.13043418895695788,0.42382461919594844,0.5992122046223154,0.7167442554314031,0.06315799220080874,0.07604935564731431,0.6178421377612476,1.0,0.02331330798383149,-0.12452672818681809,-0.11073919037051518,0.3539326716643967,0.37441650584122177,0.2178282020537425,0.36695695649166665,0.3324094494078741,0.5333486508917948,0.6830261721133799,0.5237030882811774,-0.12115595253983692,0.2862952214229431,0.17603742167624098,0.2596043052585641,0.3538126248574199,0.43725189976178586,-0.16174535000584875,0.18016067856418128,0.4322065954794283,0.7262431532982683,0.5723404087027613,0.4036560820483138,0.5289192307518641,0.45189920072433853,0.3302527755353719,0.47020801287336705
Frontal_Sup_Medial_L,0.3551495584483816,-0.058646923295738555,0.686691656030066,0.15976540065816877,0.6573655477764745,0.5818223853673811,0.4823276971133253,0.2812112715958277,0.5655892310270126,0.7374796622121612,0.18524022118050543,-0.01644590279082588,0.06486491373795937,0.85928202577611,0.28860734684258577,0.045942087003091846,0.014585425108154347,0.4080425847935968,0.021078587843178724,0.32937019458626343,0.3655644182083788,0.3242110012395663,0.02331330798383149,1.0,0.1066397134417396,0.7904568166142742,0.518986346905246,0.41894425927552437,-0.10670073625030406,0.6666160501328,0.7154415878625466,0.5423506883492153,0.22212119097773536,0.1733964335769544,0.20593537992848432,0.23386004225030496,0.003888848148884792,0.1584037063873929,0.11333882920424404,0.06165009972282196,-0.05796535279071192,0.7356405088364398,0.5950609497315228,0.3999602153417576,0.5566559613056542,0.4104264486086518,0.2324799839245616,0.48002328190499466,0.3291331513460463,0.637063940617058
Frontal_Med_Orb_R,0.3474325049957362,0.06676489272192367,0.15789214276603658,-0.22153214773155716,-0.14134184318031726,0.03649877199350419,0.11246148108270414,-0.009779589996286737,-0.12051225113656007,0.23616613583217014,-0.12291857288667524,0.03764731072309704,-0.16578086743417075,0.22090089333336854,0.11649893724657184,-0.1852171353999115,-0.20761237076966452,-0.14967938176827023,-0.17039056327852103,0.07059486168070424,0.1947522299769564,-0.10115425009477011,-0.12452672818681809,0.1066397134417396,1.0,0.15631233349854132,0.06914141356029539,-0.0050122739379041,-0.19571087272634038,-0.006909208293686975,0.006701848543743383,-0.07338115894917663,-0.22898672981423873,0.12447560831240231,0.17511456098449812,0.031171911388560482,-0.04515154107130574,-0.15207031129744003,0.08137416338021303,-0.19347697266641645,0.08462154100614029,-0.01595674615928818,0.13129591953993316,-0.07004388419891493,-0.05603385993955066,0.0005181722261983244,0.06401020139430458,-0.06806199203195383,-0.38170550650816953,0.0014421224322436654
ACC_pre_R,0.35979727989178606,0.007275523251247976,0.563566336107682,-0.15720145715160086,0.4008483363022693,0.4396888470113266,0.28481762473536626,0.21148036064848413,0.37497528539637603,0.6646772019093853,-0.005499647912543169,-0.003601907141379347,-0.13083264164069386,0.8064379660738693,0.1516538047577527,0.01653291720534859,-0.22598348823824246,0.026275403412341504,-0.19387532650647205,0.40793671967779793,0.4093250769742483,-0.021200419140433243,-0.11073919037051518,0.7904568166142742,0.15631233349854132,1.0,0.4526228839979926,0.3260074330300851,-0.14515580325197078,0.42098043980530614,0.4502613774033733,0.24937495676743748,-0.1110993577396291,0.1273840615606008,0.2244726623292282,0.34339862762721696,-0.18708393498320705,-0.18214964252930607,0.06268699762289488,-0.11799917738567768,-0.15608816630557584,0.5953742272408664,0.3350333366167027,0.2748291797324132,0.2670897338459926,0.35168864682891776,0.09506184304595192,0.37076305941620574,0.31799882341241753,0.3461786081566665
OFCpost_L,0.07159610227985648,-0.31807426858128895,0.35402971585973586,0.37985716983120554,0.5952395126068154,0.656690001129579,0.18833966660792992,0.06800454296300384,0.7950426918073509,0.5784936823286462,-0.08296363174511942,-0.27857505111220304,-0.15861109809373156,0.6072551311609814,0.37353270463475446,-0.10966384354552185,-0.14497825235775594,0.2881117608562685,0.13812742976067222,-0.20445287363589046,0.2893384435835361,0.22891643438924728,0.3539326716643967,0.518986346905246,0.06914141356029539,0.4526228839979926,1.0,0.26738997318945734,0.16793656808418575,0.4457464892629587,0.4699972247353684,0.40295612787173085,0.4016694634799314,0.07372535390411279,-0.01467938729390595,0.06450534265147878,0.3248032427158317,-0.010349583224894095,0.23575053041235455,0.10575343790267061,0.104383333615279,0.40725876308968517,0.36161289667075514,0.7061847219018095,0.5059992364340157,0.15428097281492575,0.15281838457639565,0.2377188616505951,0.11716580252406454,0.3481404580935562
Heschl_R,0.1475171245719998,0.2439283121479356,0.7320761082737178,0.07186241096678171,0.5961343022875388,0.5903847464485195,0.5085960948882015,0.5794373993203341,0.5146582771531845,0.28909081461401953,0.5562567443268811,0.2354241726967457,0.059707497155535146,0.2288502772648274,0.4782905050735522,0.43681090236099696,0.12897736213242866,0.6158240683925548,0.13909073341187705,0.492631560277938,0.3519150953522577,0.6065365406768097,0.37441650584122177,0.41894425927552437,-0.0050122739379041,0.3260074330300851,0.26738997318945734,1.0,0.11529651041010021,0.7518012763884966,0.7343400609675996,0.7969404797992014,0.06767319587161581,0.5669898203581526,0.2523630684943792,0.4399348274714341,-0.07709482879581304,0.2786962887341717,0.2305238421650718,0.567275253044107,-0.04147648918032524,0.7423905318355151,0.5434319812685497,0.6309236528738653,0.7383459494416525,0.31107786805227416,0.3589122732985982,0.6022062750705922,0.5139701257877427,0.7450234096868846
