,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R
SN_pr_L,1.0,0.30044832288623735,-0.09673621946654731,0.5201817694975541,0.37576356687216417,0.42359698878584734,0.45520823095899265,0.3910470571233836,-0.006133316770409962,0.19839419985902587,0.13828051219219198,0.35879166368862575,0.38232856171380963,0.32719466305327743,0.005250392782981387
Thal_MDl_R,0.30044832288623735,1.0,0.11716144698154399,0.16124331670292133,0.1840857086803682,0.43681090236099696,-0.04065336834036871,-0.04229120231792534,-0.15944040166600884,0.3050938195999757,0.25402697769442195,-0.04304610463899102,0.20809996432114714,0.2188880903517465,0.1866381066762574
OFCpost_R,-0.09673621946654731,0.11716144698154399,1.0,0.06780332748952278,0.2276736976228956,0.2488998633287689,-0.15345022697899316,-0.04560106156985403,0.0607050361681865,-0.16573636417082963,-0.07629272374839378,0.039891840035872636,0.269583151612776,0.07941375870976773,-0.061098283826958345
Temporal_Sup_R,0.5201817694975541,0.16124331670292133,0.06780332748952278,1.0,0.5862885572212643,0.7150086211245492,0.5648409917000319,0.5569769065376114,0.1124070616141514,0.2651673202845131,0.3343205354258851,0.28717256909205374,0.8621233897864848,0.27878929754575826,0.06989451587787193
OFClat_L,0.37576356687216417,0.1840857086803682,0.2276736976228956,0.5862885572212643,1.0,0.4626308379469508,0.36517353985370704,0.3099762384911592,-0.0738946362011184,0.3165681175752436,0.34901246433542144,0.24536777343541502,0.4537709303410702,0.13219661759878415,0.0001917375947573857
Heschl_R,0.42359698878584734,0.43681090236099696,0.2488998633287689,0.7150086211245492,0.4626308379469508,1.0,0.12921664715899767,0.33754221026767856,-0.07709482879581304,0.436460945277353,0.23993025623278758,0.2305238421650718,0.7383459494416525,0.4396015669544713,0.2354241726967457
Cuneus_L,0.45520823095899265,-0.04065336834036871,-0.15345022697899316,0.5648409917000319,0.36517353985370704,0.12921664715899767,1.0,0.40468411532635606,0.4542387587058591,-0.1475502616113784,0.18078494867643652,0.32296662180063157,0.4700650913031545,-0.06939793483775006,-0.17411495297327306
Occipital_Inf_R,0.3910470571233836,-0.04229120231792534,-0.04560106156985403,0.5569769065376114,0.3099762384911592,0.33754221026767856,0.40468411532635606,1.0,0.09388785120176159,0.15163840926290675,0.13158201037762457,0.2368007390263684,0.4287298809324795,0.09291628976598051,-0.024698709753501406
Temporal_Inf_R,-0.006133316770409962,-0.15944040166600884,0.0607050361681865,0.1124070616141514,-0.0738946362011184,-0.07709482879581304,0.4542387587058591,0.09388785120176159,1.0,-0.4483452291944151,-0.24348647168832085,-0.009727532851810333,0.19024823946200559,-0.2662349666746434,-0.22595168115609146
Vermis_8,0.19839419985902587,0.3050938195999757,-0.16573636417082963,0.2651673202845131,0.3165681175752436,0.436460945277353,-0.1475502616113784,0.15163840926290675,-0.4483452291944151,1.0,0.20441890067355212,-0.03112834470165156,0.23645573072840304,0.387653285781172,0.4006985204982235
Thal_AV_L,0.13828051219219198,0.25402697769442195,-0.07629272374839378,0.3343205354258851,0.34901246433542144,0.23993025623278758,0.18078494867643652,0.13158201037762457,-0.24348647168832085,0.20441890067355212,1.0,0.003987471412146006,0.22990631194244554,0.022399015925689873,0.18600463424437635
Thal_MGN_L,0.35879166368862575,-0.04304610463899102,0.039891840035872636,0.28717256909205374,0.24536777343541502,0.2305238421650718,0.32296662180063157,0.2368007390263684,-0.009727532851810333,-0.03112834470165156,0.003987471412146006,1.0,0.2172575476386957,0.11110523001804475,-0.1479835560812278
Paracentral_Lobule_R,0.38232856171380963,0.20809996432114714,0.269583151612776,0.8621233897864848,0.4537709303410702,0.7383459494416525,0.4700650913031545,0.4287298809324795,0.19024823946200559,0.23645573072840304,0.22990631194244554,0.2172575476386957,1.0,0.22893372199085799,0.06246725018432003
Vermis_9,0.32719466305327743,0.2188880903517465,0.07941375870976773,0.27878929754575826,0.13219661759878415,0.4396015669544713,-0.06939793483775006,0.09291628976598051,-0.2662349666746434,0.387653285781172,0.022399015925689873,0.11110523001804475,0.22893372199085799,1.0,0.27676940874686085
Amygdala_R,0.005250392782981387,0.1866381066762574,-0.061098283826958345,0.06989451587787193,0.0001917375947573857,0.2354241726967457,-0.17411495297327306,-0.024698709753501406,-0.22595168115609146,0.4006985204982235,0.18600463424437635,-0.1479835560812278,0.06246725018432003,0.27676940874686085,1.0
