,Frontal_Inf_Tri_R,LC_L,Frontal_Inf_Tri_L,Vermis_4_5,Vermis_9,Red_N_R,ACC_pre_R,N_Acc_L,Occipital_Mid_R,Thal_VL_R,Olfactory_R,Thal_VA_R,Temporal_Sup_R,Lingual_L,Temporal_Mid_L,OFCant_L,SupraMarginal_R,Amygdala_L,Frontal_Sup_Medial_R,OFCmed_R,Frontal_Med_Orb_L,Thal_MDm_R,Putamen_R,Precuneus_R,Thal_LGN_L,Parietal_Sup_L,Supp_Motor_Area_R,Rectus_R,Thal_VPL_R,Pallidum_R,Postcentral_L,Cerebellum_10_R,Thal_LP_R,Parietal_Sup_R,Cerebellum_Crus1_L,Postcentral_R,Precentral_R,SupraMarginal_L,Temporal_Inf_L,Cerebellum_8_R,Frontal_Inf_Oper_L,SN_pr_R,Cerebellum_6_R,Insula_L,OFClat_R,Temporal_Pole_Mid_L,Vermis_10,Raphe_D,Hippocampus_L,Red_N_L,Cerebellum_6_L,Temporal_Mid_R,Heschl_R,Cingulate_Post_R,Parietal_Inf_L,Cingulate_Mid_L,Rectus_L,ACC_pre_L,ACC_sup_R,Thal_AV_R,Vermis_6,Thal_PuI_L,Cerebellum_4_5_R,Calcarine_R,SN_pc_L,Caudate_L,Thal_MGN_L,ParaHippocampal_L,Temporal_Inf_R,Cerebellum_9_L,Frontal_Mid_2_L,Cingulate_Mid_R,Cerebellum_3_L,Thal_PuA_R,Amygdala_R,Occipital_Inf_L,Occipital_Sup_L,Thal_MDl_R,Thal_PuA_L,Thal_VA_L,OFCpost_R,Thal_AV_L,Vermis_1_2,OFCmed_L,Thal_MDl_L,Putamen_L,Paracentral_Lobule_R,Insula_R,Frontal_Sup_2_L,Thal_PuM_R,OFCant_R,Temporal_Sup_L,Cerebellum_8_L,Parietal_Inf_R,SN_pr_L,Cuneus_L,Thal_MGN_R,Supp_Motor_Area_L,Vermis_8,VTA_L,Calcarine_L,Temporal_Pole_Sup_L,Frontal_Med_Orb_R,Thal_PuM_L,Cerebellum_7b_L,N_Acc_R,Frontal_Inf_Oper_R,Fusiform_L,SN_pc_R,Angular_R,Frontal_Sup_2_R,ACC_sub_L,Heschl_L,ACC_sub_R,ParaHippocampal_R,Vermis_3,Cerebellum_9_R,Cerebellum_4_5_L,OFClat_L,Cerebellum_7b_R,Occipital_Sup_R,Thal_LGN_R,Thal_LP_L,Rolandic_Oper_R,Cerebellum_3_R
Frontal_Inf_Tri_R,1.0,-0.09130165389408275,0.881932215768205,0.11012051447686144,0.33216255907435577,0.4609198024296807,0.5953742272408664,0.4216125837536775,-0.04042174326702059,0.656384800746988,0.4238610558816564,0.38121430481737006,0.5927006052002671,0.14128506364369636,0.3657643062017486,0.37175646563606773,0.5788774800598765,-0.1465375305920458,0.6635600967873807,0.2991107943392248,0.30604881783608895,0.36604346853094044,0.6685760267373348,0.6319342656867294,0.3820556154833998,0.4752604318795953,0.8080702342856,-0.1632898953605215,0.5510366336696969,0.5614715147891575,0.8201521711973033,0.3784178892530189,0.42751932005052884,0.34221170172293425,0.16968798521282863,0.8040424760766821,0.883687289175015,0.703190716717171,0.21088019790815543,0.21644350885176727,0.7109653610555625,0.36930934539807764,-0.03153922553361134,0.5979315817768963,-0.19158808554833914,0.03046682606206468,0.06224059047018473,-0.06228320252004595,0.4077706510544749,0.4655480425140831,0.057954124828033395,0.2863334051372526,0.7423905318355151,0.5327282413372213,0.5022042066180293,0.4869336425876553,-0.06283132834327615,0.4944709964592635,0.5343423372835621,0.3724094142558851,0.1542092168830329,0.06711299167684671,0.038081755440090126,0.20141782596223878,0.4455206391388599,0.5478914559623718,0.09727280060138618,0.384463564980941,-0.05406881901487966,0.50215376128542,0.8123393732000952,0.5336392762910398,0.3146401904715184,0.2051304051930748,0.06119433900895457,0.24343199234102395,0.10479286959043944,0.2917832479051706,0.20510949044481205,0.18785268620472437,0.5463039395046911,0.1159241226922151,-0.09720735887243291,0.27751333400005346,0.5560248438992741,0.6226745809900153,0.7331383418638067,0.7324202501397793,0.5452277773715007,0.48129355452410444,0.21183308309316345,0.7044375448248119,0.3621205557392849,0.3208675664728255,0.23801811558002306,-0.006819588861806585,0.09387213383782554,0.8159251645091595,0.3440775569311873,0.2808142256507901,0.18016067856418128,0.3930245018832773,-0.01595674615928818,0.21971120947844983,0.19349507965684723,0.42978947386778804,0.9165674913426035,0.16630213995490178,0.38630460853259185,0.28955410356463396,0.5677206119530737,0.02348618070037706,0.6068443113879161,0.16323734555013109,0.3193858465972719,0.28843279215852285,0.48300261070023254,0.21857969373253108,0.37636966817997675,0.023511331344389985,0.11965908529702661,0.45483074099989457,0.342773802422923,0.5661099430743741,0.29093081567752466
LC_L,-0.09130165389408275,1.0,-0.05562415917564325,-0.03161012634158007,0.12982709308806675,-0.3321366901140962,0.1273341520282128,0.13921477524927536,0.2350824561622278,-0.1682411902417326,-0.19263049811643215,-0.26965033018293155,-0.2096621933029509,-0.04177747652906725,-0.17112403706489604,0.08737148202737584,-0.10712613200487589,-0.0037630389342931535,0.12202196445776065,-0.3596734953467549,0.0861812660484126,-0.08715843617649696,-0.08345163185791396,-0.18510360661968783,-0.4025560543824595,-0.06415497583249499,-0.29305287577573413,0.12030823656704874,-0.3617716355783942,-0.3704988709287596,-0.17928634690158438,-0.23159939149582975,0.014153325221685423,-0.04382944955770756,0.1306892731245074,-0.23441209913222377,-0.17919983201309414,-0.08941555421760822,-0.24128226862055924,-0.46161086295006626,-0.08495664129231915,-0.43988527289128987,-0.14521279003269466,-0.023695356572026344,-0.043199787965475925,0.10844898776561125,-0.2672340696652755,0.17762353859104846,-0.4592824014290412,-0.22571543923608564,0.18326430759578682,-0.0724898343140878,-0.23251117554806042,-0.18834166072215192,-0.25831194803908464,-0.31209995296091164,-0.16781363175440359,0.20693659093330924,-0.34972407670643507,-0.47840232814348577,-0.03557242747337098,-0.28270820876227964,-0.3477028214567451,-0.37130591644014327,-0.15910365095919876,-0.07784233790612655,-0.1016811681868709,-0.492601412541041,0.27590081832744956,-0.5137306295279077,-0.19976050489525973,-0.29933842834026597,-0.3917550269983114,-0.21242093200194467,-0.0735734653438363,0.4132802095954134,0.038281068629230856,-0.28861529892132026,-0.29811441829673896,-0.3350305156418157,0.11825726909222797,-0.28735080463473667,-0.03506912075075881,0.03985401775767452,-0.12944217377256115,-0.055972017484005314,-0.14084931608196186,-0.11291994712880299,0.2230557509735734,-0.37880623389558354,0.16662829626946402,-0.3693007289644669,-0.3943306519654704,-0.22808157841363474,-0.2622289657356733,-0.1865619831810138,0.05284409552630964,-0.24503846457315984,-0.37768219940192843,-0.368555766644121,-0.2947353569884112,-0.01641082492403604,0.08040383580702395,-0.28143465127843603,-0.3792082596254013,-0.09728696740885173,0.026927766633555648,-0.24620707775083675,-0.4760639192844578,-0.08399056020784629,0.18353937825437655,0.19044252145855725,-0.09341521349461686,-0.05677059953583871,-0.5701129877364853,-0.20637514735188428,-0.29633583846434874,-0.3129935925107667,-0.39496989809116223,-0.4234383253398709,-0.0004817391215313283,-0.3428232148782766,0.0429263621558781,-0.23790795824422675,-0.20436376561784866
Frontal_Inf_Tri_L,0.881932215768205,-0.05562415917564325,1.0,0.3238614646648509,0.2528411712076127,0.42511889717084955,0.6605677422243948,0.47677646151151293,0.16007214844336237,0.7002546159847909,0.40075734026847304,0.4250670550702672,0.6314687121162441,0.38453678549405235,0.4444983614513498,0.2936486849433723,0.5735591091287192,-0.17569403643646803,0.6459928842926814,0.28401328245742236,0.2573943219310665,0.3170393358663238,0.5764499346160992,0.6425410459945733,0.3454102418993311,0.4742260878949879,0.7316464836495471,-0.2001766319881704,0.6231249650360127,0.6107401175365663,0.8290125603847466,0.13420168158333057,0.5752704732316245,0.324792319031925,0.05626720598567107,0.7620879462433716,0.8135826815711703,0.7117378647125863,0.26302978915836434,0.13973210698484564,0.8231448170054221,0.35880574628278195,0.10868109332035199,0.646161245932627,-0.16740506306060327,0.0560895406785881,-0.009248249752050589,0.09739848880903589,0.3614984280705589,0.36553989513883356,0.27297754525457457,0.4469914813068196,0.6973428070963965,0.6220890154283933,0.5472647536655243,0.5183554852825133,-0.06631312781024452,0.4266572251567265,0.5065695502190931,0.34546206337808905,-0.021938833035263196,0.12550330004679192,0.17209040870750192,0.2704545610603853,0.4194905630183168,0.69037897401813,0.15197063616344952,0.32109767289386165,0.007150263844468516,0.4548076225406349,0.8485541396342007,0.5796684081921701,0.3579587507579708,0.2413667728438227,0.02453449369662041,0.14773014487390873,0.27197232789868075,0.2834000514879884,0.23368972084943182,0.2885772842192489,0.4501052435229901,0.12994081339705468,-0.09024521474199575,0.299367116526049,0.6568141937456835,0.6391263815523078,0.772533855510279,0.6668929095431944,0.5828181090437837,0.46272206126425086,0.22539551445995681,0.6567805741942597,0.18083254152770287,0.36959702247226245,0.351010859599069,0.12043383300652004,0.1481202407357397,0.7920125907887704,0.15364616797780845,0.15579171257505203,0.3175492257525393,0.29898118015647696,-0.023944987093905214,0.3776692083329759,0.03968988724577865,0.4620269520809078,0.7608827818412106,0.13404276247028488,0.3302842468017183,0.35879296471347927,0.5215455213138714,0.04797806602919376,0.5242000299808431,0.15532360361867995,0.32942343075985636,0.41996830338077423,0.2949565878056058,0.4078050427601453,0.26390815136084794,0.009736536632509063,0.269532857106802,0.4131078461759202,0.30012884064915685,0.4468168932433658,0.28610023180386385
Vermis_4_5,0.11012051447686144,-0.03161012634158007,0.3238614646648509,1.0,-0.06617526497386265,0.13981059254964917,0.07593770104104898,0.21566698201829718,0.6551924658014294,0.3273905754687683,0.006973547561901329,-0.0762475845181216,0.5870435822928174,0.8651850982459846,0.6830715164730529,-0.18585298206466241,0.5168957708744716,-0.06984404345860976,0.18023840859644027,-0.05302464855136816,-0.12917680073230994,-0.07045531588175434,0.27906748834259565,0.47051293316047116,0.26377671046609424,0.2554103360782139,0.21041959515041864,-0.0798299780480808,0.2927765183654235,0.2042853862714845,0.40814444238856507,-0.049144769521635316,0.27321596608953286,0.16526968689783864,-0.5226402153341088,0.40510977607573745,0.29193449109534064,0.46347197531869,0.6517788492910268,0.26367127473219454,0.6490468376931872,0.21078895447444543,0.4413256121559745,0.564812630576144,0.18144215359705482,0.27784034542981945,0.06859262476329131,0.6172311568879469,0.024273498236278664,-0.06844856909916715,0.7609553799297122,0.8180385128426783,0.12342557956689706,0.39209642417062907,0.5402336071835422,0.36778838409423587,-0.08024185326074183,0.06633169911688357,0.21084485306116668,0.19535341958977193,-0.5980620204142604,0.10515689586205863,0.6876552053928435,0.742415581165276,-0.08156168074887095,0.32689061409605946,0.31329978775872297,-0.021755475198130283,0.38254987376981364,0.285476918798585,0.38172565013829873,0.3229448620153217,0.6888962568878821,0.628913449271301,-0.3244860216375105,-0.20110848302873263,0.8191711389434202,-0.1125551556728747,0.6512939404636482,0.31788597651820333,0.10022173655431163,0.17129906841724837,0.3570536320031141,0.32414161421549853,0.500783788420767,0.5242860393263793,0.5344447998941005,0.33526287308018915,0.15342400800657133,0.4753492827553272,-0.15503821691603425,0.3057219071528992,-0.17250038050988312,0.4953553054798497,0.4203411766694346,0.7825839391266094,0.7055872097483934,0.3595887952332708,-0.42353195747811995,-0.26548111191515594,0.7856555390414939,0.20018894501710785,-0.10457874009108932,0.4407268836028722,-0.1264906244710273,0.16244051308617732,0.08013345300051795,0.036339565607205984,-0.049599199882137984,0.6671177421237869,0.053076435876127946,0.029385177734859217,-0.15177978624015992,-0.03918965206071608,0.15391271302308815,0.7632029646342552,0.08825483646277978,0.8525744597603756,0.2863507487245951,0.24527262452350357,0.8624176480938456,0.3265094602318362,-0.06701827643635483,0.37506840693722243,0.5623438401278414
Vermis_9,0.33216255907435577,0.12982709308806675,0.2528411712076127,-0.06617526497386265,1.0,0.2660848259631645,0.11906222516653595,0.05821949835323561,-0.251512456739273,0.3078606883683297,0.1370636151993164,0.36633523073023705,0.27878929754575826,0.10314058271848646,0.006551835093005297,-0.19312944265497825,0.16920450349711896,-0.19599212808506344,-0.012668576944977923,0.2248416789744659,0.1897899430772916,0.3625099947201272,0.2816054103968151,0.23258762750865236,0.15804369672570556,0.20524636291732176,0.3705658518223633,-0.007254443888165006,0.32492703379427706,0.2612218589858604,0.3644186609970652,-0.011934753098382026,0.07756465307451094,0.10200176118075924,0.3852142598840268,0.3382887867171139,0.3515269412524678,0.32347014391685375,0.16033410049213898,0.15412168657007397,0.10645466295164308,0.4067435820408024,0.001159610484549295,0.044539391353585714,0.20049825882198813,-0.1770122213346913,-0.08745032204702326,-0.14933984139096854,0.4457768446318778,0.49189672925578976,-0.11667572877266574,-0.1928714992543221,0.4396015669544713,0.25882004383378465,0.3144625278674539,0.41832622833126476,-0.09584854869746372,0.15493297287050542,0.33394178483384873,0.21880760944186375,0.20335125109151708,0.15469627676108355,0.01473608299097269,0.16303584326680884,0.5322354163205243,0.282485186991007,0.11110523001804475,0.4349309916057217,-0.2662349666746434,0.2561924710905633,0.31239073830935826,0.43883800618839697,-0.06957855453357552,0.11513924958930608,0.27676940874686085,-0.06712575245531217,-0.1248016649829811,0.2188880903517465,0.022233250516048447,0.2730385198243399,0.07941375870976773,0.022399015925689873,-0.04982271548798494,-0.06080348467246471,0.011683165231414569,0.08312056800842137,0.22893372199085799,0.2980698996613624,-0.057040240027763076,0.3385269616509193,-0.133784064606724,0.4011478704752902,0.23671441573333415,0.2138390406220845,0.32719466305327743,-0.06939793483775006,0.04827237315080483,0.37275515676470145,0.387653285781172,0.5047075788605344,0.10972617024305825,0.18181096977083497,0.13492296501848466,0.17170483892082497,0.23099505732444942,0.11135378302564262,0.3220668442838148,0.40270892718752516,0.46107988215266726,-0.06705337544550119,0.06914614794820605,-0.08510145905644599,0.5509777564681487,0.18194948917169104,0.372890534463533,0.0981130792360814,0.342372321859346,0.15001210388641517,0.13219661759878415,0.030518646802666683,-0.15511786071275566,0.2661193388099158,0.41432299211530116,0.30647456011320634,0.22549227712767733
Red_N_R,0.4609198024296807,-0.3321366901140962,0.42511889717084955,0.13981059254964917,0.2660848259631645,1.0,0.34339862762721696,0.029988158990649768,-0.21813723074845198,0.38134483523618184,0.3603492671898759,0.4444841033782017,0.3031900215703684,0.13732560619258488,0.09898182445822747,0.11091424282158042,0.07864937705278031,-0.2655930399029228,0.1651615470316231,0.4679230549151298,0.1427720977439095,0.0980029671518379,0.29423239526357925,0.17072637322724063,0.49000803754036376,-0.00029336309750986974,0.3192507105788009,-0.5399373674770254,0.6098566641187753,0.570248527262791,0.29978181917042096,0.10000113816504962,0.3303060558149246,-0.10511328488811134,-0.15563836843598491,0.3219520163889087,0.3557711097871638,0.19491140763117534,0.20279365043654268,0.231776776706649,0.2341936116911693,0.5686500113452078,0.007347864972223404,0.18471554427912848,-0.01120125658830205,-0.27693082516991957,0.07195018577199844,-0.32067224664031735,0.5614147868122693,0.3113089267628128,-0.10890948757293731,0.02749163591699654,0.4399348274714341,0.30418076685985174,0.22789686535069845,0.3520745581459447,-0.12012387093950484,0.08816078701252258,0.38466063051572374,0.4219535147818105,0.08823620294899942,0.22583450606257763,0.1822869897360882,0.2848909305469457,0.22867470091917644,0.4625110375469405,0.07391435099883932,0.31918945731471926,-0.2347516357013073,0.37021709858981916,0.42291303339307285,0.35675042825440245,0.3022468655728123,0.2680079259504038,0.013311826262462865,-0.36452249811585924,-0.0916125869075014,0.45624687872054176,0.26590964758818275,0.18211525829280106,0.2114137489925807,0.16962885573017927,-0.3367671607818083,0.11896851700162829,0.2652149652335454,0.25384995797808485,0.23490602734916968,0.34570018237802314,0.12920776363967987,0.45775685303465286,0.08874906350821174,0.46648699562066054,0.12911710586735226,0.10321472159101658,0.45471833513229376,0.04076083421704816,-0.08707187057785683,0.3611662796176644,0.22186565046144832,0.5645025671406664,0.2862952214229431,-0.10097978562211307,0.031171911388560482,0.4371413139786664,0.02171606709082765,0.4488658487963521,0.315743317645913,0.09452969329284325,0.5745166674201648,-0.053358623101121695,0.059834094356506766,0.038624983534857285,0.30933466973953916,0.17366981249331606,0.47717845877364834,0.26900504317321994,0.2241078638800148,0.31045288304755375,0.33245266689994807,0.08780577306366479,-0.06139187734185857,0.3472183324991045,0.10611025838485626,0.35132278257424354,0.2904885644055047
ACC_pre_R,0.5953742272408664,0.1273341520282128,0.6605677422243948,0.07593770104104898,0.11906222516653595,0.34339862762721696,1.0,0.4158090351921435,-0.0766861479384872,0.5587342735779844,0.4093250769742483,0.40793671967779793,0.15041960850482666,0.010177685718504362,-0.011615907754561077,0.5990982657682674,0.05834151209370744,-0.327677476813764,0.8003202505222624,0.07248568866700696,0.35979727989178606,0.4105521753078063,0.4624905665433419,0.026275403412341504,0.23187850018011283,-0.07939646740756735,0.23158623571356343,-0.15608816630557584,0.31248855989706037,0.3804489220110201,0.34212650837642866,-0.10834256598413736,0.1870468168410016,-0.18214964252930607,-0.10189256057325971,0.24937495676743748,0.42098043980530614,0.16919543124442182,-0.19378506762543557,-0.3075136512312487,0.4008483363022693,0.13284572647045007,-0.22598348823824246,0.37497528539637603,-0.44103087189955564,0.12080168711886814,-0.14515580325197078,-0.04382112279385915,0.19740394359595506,0.13614188581521564,-0.009809347331276029,0.030915606549604194,0.3260074330300851,0.23414173851800568,-0.01402612384877596,0.012302761732500153,-0.3055353056205031,0.6920319951606463,0.28481762473536626,-0.005499647912543169,-0.019332523667081724,-0.02748417477681845,-0.1567827407718493,-0.18646803015545405,0.1532888995241881,0.6190936327926232,0.06268699762289488,-0.002332399666525168,-0.18708393498320705,-0.05941220740295785,0.4830645799728438,0.07252227323634265,0.11856452930106498,0.13080072092651518,-0.003601907141379347,0.2618579588250454,-0.15720145715160086,0.01653291720534859,0.06602130573238137,-0.11872521241611046,0.6915404178149984,0.014837291343485154,-0.23932083100896093,0.3202297155464551,0.32306953101696834,0.5454938529776058,0.2670897338459926,0.4396888470113266,0.8064379660738693,0.19677221543023582,0.6642111180707237,0.3392494757710303,-0.12594749558975557,-0.22727264955806525,-0.04686647825159409,-0.3300028549581075,-0.16477648407968057,0.3461786081566665,-0.14372685492781986,-0.003904457210954247,-0.11073919037051518,0.030514860107429157,0.15631233349854132,0.09506184304595192,-0.2914173286642026,0.46167446249611865,0.6144390482413438,-0.1515463127935094,0.10380191511206993,-0.12663246786288654,0.6646772019093853,0.06210430705961269,0.21519388644711285,0.24604702311489507,-0.012339254570722468,0.04806845027873646,-0.11799917738567768,0.03780715702281254,0.05884428551639971,-0.4235261335270048,-0.1110993577396291,0.17891403019237875,0.3986396001202851,0.26598912535739766,0.14253106113968803
N_Acc_L,0.4216125837536775,0.13921477524927536,0.47677646151151293,0.21566698201829718,0.05821949835323561,0.029988158990649768,0.4158090351921435,1.0,0.1433739725629193,0.3277302272974435,0.34266319680312357,0.02055271530682228,0.30647789823569227,0.21755048424860238,0.23395190895407814,0.2571244455304373,0.2958479644582948,0.04195291917381654,0.4882800565397689,0.10278996199636875,0.1395924686489487,0.3825266016978374,0.30080846139541867,0.21672459047244566,0.37859381848494433,0.1469608718628819,0.2779102145867616,0.04626210032746702,0.23482382851173453,0.3153758071659979,0.36803590519687834,-0.09758324387128457,0.22580211324277358,0.08519674302222964,-0.013793690295579543,0.30777462803414135,0.32322227622133437,0.26352751803040264,0.2426752950378531,-0.12904033290285746,0.43529348728621753,0.12876608376607512,-0.10106426395361301,0.49445205029081246,-0.0979714762600501,0.20166966707947065,-0.1313687779338179,0.15100082968989897,0.18548625389501538,0.28067244350219606,0.27974462896494173,0.27019470335903517,0.2738302891076046,0.10301944531455452,0.23150209196725205,0.21885132773487617,0.1076461429556251,0.3403614273166468,0.06346667958710552,0.017291443197873665,-0.09518251308717146,0.10168657726143322,-0.01393930412288741,0.06762468877040849,0.3938670669139351,0.25656395021675665,0.10772848821916182,-0.010740306782887274,0.28880404603688725,0.026991122301871548,0.38267305596986406,0.22628207881009663,0.1507656026437651,0.23382211947889187,0.08920001693282054,0.1551693073627852,0.1841485073298224,-0.00019689420428712056,0.19573832433369723,0.22037216708787338,0.38631046790080537,-0.05582840277097455,0.17387358629597263,0.34746046284814786,0.3383740724252367,0.39248979524781236,0.3453834925280701,0.4515914174366421,0.48366925871979993,0.2744913039707396,0.23126878043736535,0.29631762821565233,0.019010382224236337,0.1700715430595531,0.0816593977689756,0.09358716347950626,0.12997942653220232,0.30467730664619436,-0.09054214302623094,-0.06217107609144989,0.15651131666794074,0.4433483054915519,0.08108079431404516,0.1875955758279768,-0.12337716565213308,0.5001898590352051,0.36745130570925355,0.11041383526977071,0.046301884385297525,0.1714122719811788,0.4213711971283102,0.15666359496030216,0.1297294637633957,-0.011802684839428727,0.05100869249479282,0.2763245776851433,0.02830807545629714,0.197810442488637,0.19214360657513424,-0.1963904729330445,0.17165331871987685,0.21622754470011707,0.16197035685608072,0.3343291437892777,0.2935157582177618
Occipital_Mid_R,-0.04042174326702059,0.2350824561622278,0.16007214844336237,0.6551924658014294,-0.251512456739273,-0.21813723074845198,-0.0766861479384872,0.1433739725629193,1.0,0.11811873991749691,-0.24036782953883185,-0.14695031724184324,0.33855583653160126,0.6721521685566754,0.39160456911213587,-0.2301379874957109,0.4458777081567335,0.06894356266805615,0.08352411773003908,-0.16210233807479657,-0.10314883573735446,-0.14232121033721137,-0.017033824683683127,0.4268740104848081,-0.10996286732827966,0.47663418844467104,0.04474189931750848,0.010236459306217595,-0.008346527974330593,-0.1303628650393393,0.1851922015044673,-0.11129991124605539,0.11330870064227985,0.48762321583050416,-0.19964251075341155,0.17102512420427024,0.06337841133255802,0.35476884123761726,0.3208679223852175,0.04485498902666233,0.474468174643445,-0.15778739547516962,0.46567121240569376,0.26716893320941504,0.1446513169524454,0.28850547344938643,-0.015097520256659926,0.6129290420806432,-0.39658860047193883,-0.2930677122030291,0.7359211421019273,0.6588794987425396,-0.18703723501219166,0.29304837844192066,0.3830936059842616,0.10933765447649202,-0.06743965564569948,-0.07685257001276478,0.053585882773620475,0.017280138074865396,-0.48770317342232444,-0.08937948538609942,0.4028255285126984,0.32331789854477017,-0.23708739538334114,0.14164109866359012,0.016840014496695557,-0.23826862211880143,0.3959613189407846,0.061621263826802664,0.14586847979630102,0.08444214329397304,0.25213243663181534,0.22054842588571447,-0.25067646605952687,0.14698532434934247,0.8217701321514066,-0.3742577196360107,0.18604990161702215,0.07901589791795723,-0.1509983136275366,-0.006855417884238571,0.18179319796129947,0.12500620833038156,0.2551476202911177,0.23116371262651372,0.28277736797259956,0.0178170354649332,0.07622059069477971,-0.021527776790124808,-0.16403448405296048,-0.07997593428022103,-0.1279981367693995,0.4632578357184452,0.16684675310770278,0.5728757659111209,0.47197923157639843,0.1547015081251232,-0.3962786280276325,-0.5039352377178256,0.36232575142990053,0.08804718100544882,-0.13446211341196612,0.11985177804956056,-0.15226575644320728,-0.16141964552302512,-0.047398450782698234,-0.021420498764161317,-0.2949492126169412,0.6963844027758674,-0.05329968732327309,0.16325767962986787,-0.31591112818762823,-0.17562524407560615,-0.1809815957809597,0.36338743737594664,-0.06582334841360096,0.4312225545623047,-0.040926367127219226,0.16155880972192743,0.8165107677047252,-0.053437297819728176,-0.012803043130061347,-0.14302451852450962,-0.001278488643501877
Thal_VL_R,0.656384800746988,-0.1682411902417326,0.7002546159847909,0.3273905754687683,0.3078606883683297,0.38134483523618184,0.5587342735779844,0.3277302272974435,0.11811873991749691,1.0,0.3136475326295777,0.6260274313593274,0.6241877308332063,0.4147166831224313,0.3031053649697941,0.0883995308076837,0.4658467793163228,-0.22111607087351132,0.5256866818069331,0.36335849869433784,0.28101027296816955,0.5939410462354671,0.5140372013233981,0.5170919204953801,0.438454430591839,0.3791656521529129,0.615027248471546,-0.023953320588899648,0.7016458711924076,0.6831731039354522,0.6865112891418342,0.014775357695525924,0.1574365746696946,0.2570316346055818,-0.022921332958365487,0.6603152728155547,0.6482974569593535,0.5222056291889439,0.2881462086547302,0.20794044441988402,0.6228629693528456,0.5204633632920289,0.18852412568126845,0.45793944142924453,-0.04286653717835068,0.20844213081130306,0.050601185370534034,0.11616850275083553,0.4877979555403,0.4526902486711085,0.2254166738075278,0.28287453130565554,0.590669986820108,0.662809707559335,0.5313248211864489,0.5499372098867296,-0.1795950497969597,0.46534354878276074,0.604311058381136,0.503181320794449,-0.05732219585594418,0.24208655823912467,0.310030233737093,0.35162354862608963,0.46227180223454684,0.6563091109660112,0.23256725328828526,0.5101908299682479,-0.13954665403673525,0.4882011399222503,0.7495411429274679,0.6064625325162754,0.3877395310966692,0.3239534814051469,0.12323161253255162,-0.05919922355203281,0.21228696635944075,0.10041917659571636,0.32730472747072803,0.39381510364362243,0.32275007778135845,0.29525934647270574,-0.1119637044487235,0.1723935395815798,0.5262427185166823,0.5697330262946149,0.6193632071700611,0.6039452142335451,0.4558579211840626,0.5588055291992148,0.15204679017462308,0.6430920743817955,0.2817510888203119,0.39072309189125715,0.37008087988074134,0.1817571837737777,0.22929243460670082,0.6939014108634689,0.19582152195367467,0.2522637115920665,0.32970507156320367,0.277851876881403,0.12044222864361263,0.42825142579102177,0.14563690717618546,0.1951240821745867,0.5526281224632847,0.28407537098083874,0.47965808726610937,0.299911716897455,0.4148274627791736,0.006596303502493584,0.39434609259260645,0.22147477903752086,0.4943424143163169,0.42333705682939987,0.28715908187962863,0.5083132297938179,0.3651863818047376,0.07622963945569008,0.23178117505763524,0.5104573380752621,0.6198028402943554,0.3971441336950933,0.3367867258503062
