,Thal_PuL_L,OFCant_L,Frontal_Sup_2_L,OFCpost_R,Cerebellum_10_R,OFClat_L,Fusiform_L,Postcentral_L,Postcentral_R,Precentral_R,Cingulate_Mid_L,Olfactory_L,Thal_PuA_R,Amygdala_L,Precentral_L,Amygdala_R,Occipital_Sup_L,Angular_L,Thal_PuA_L,Temporal_Sup_R,Occipital_Inf_L,Temporal_Inf_R,VTA_R,Temporal_Inf_L,OFClat_R,Precuneus_R,Frontal_Inf_Orb_2_R,Lingual_R,Thal_AV_R,Thal_MDl_L,LC_R,Frontal_Mid_2_L,Thal_LGN_R,Thal_VPL_R,Rolandic_Oper_L,Thal_VA_R,Parietal_Sup_L,N_Acc_L,OFCmed_L,Red_N_L,Heschl_R,Precuneus_L,N_Acc_R,ACC_sub_L,Occipital_Sup_R,Cerebellum_9_L,Cerebellum_8_L,Thal_AV_L,SN_pr_R,Calcarine_R,Cerebellum_Crus2_R,Temporal_Pole_Mid_R,Hippocampus_R,Insula_L,OFCmed_R
Occipital_Inf_L,0.24180400481474476,0.4111431171790102,0.44843521934404795,0.3916490865612356,0.20303274593242476,-0.21669317253780587,-0.12540472151923324,0.03157444313986458,-0.034395868294222955,0.14191532961035602,-0.2956412463751619,-0.07881213952855234,-0.27254503205140385,0.10900086615611684,0.20093201284490056,-0.23377549167370307,-0.008007943075382558,0.37934617848967456,-0.2338524168591074,-0.17565197090657134,1.0,0.17392504404443976,-0.18479144145377077,-0.3026034215211302,-0.32137536829000624,0.005559495873612806,0.4878341894072102,-0.37639319539425015,-0.4210104545836164,0.1064578357633482,0.15540036943730365,0.008559540850215553,-0.05157720599260944,-0.3354471832392479,-0.15151122289880256,-0.3176823453452678,0.1510826164183728,0.1551693073627852,0.2196336729276389,-0.17882654685890406,-0.16511183613963598,-0.08400833114677314,0.018187340716789804,0.09922795518170077,-0.029827567390431933,-0.2978657051478855,-0.03357321616025823,-0.29975203696571096,-0.4398758755856957,-0.4740117085171685,-0.10227517973275418,-0.05260327965860175,-0.45675726803476635,0.184229806340386,-0.3930632124548143
Temporal_Inf_R,0.042575211949305025,0.025187497903727197,0.14087942953276458,0.0607050361681865,-0.028124663992872723,-0.0738946362011184,-0.22256424515683265,0.02036060295111184,0.0181872685213988,-0.0017272335343892862,-0.03466008398344564,-0.056218541838610074,0.10961053138484682,0.20586989546697526,0.03767041426593097,-0.22595168115609146,0.4244945848690116,0.21487764782161864,0.20669930072316184,0.1124070616141514,0.17392504404443976,1.0,-0.2700860166890169,0.3072319374676924,0.06338955043644115,0.07825340495735793,-0.03239647758903246,0.2413188799431556,-0.2396366027783402,0.1893391289430043,0.23527544764951744,-0.04133996990520153,-0.10073622773289152,-0.16474189627923885,0.16975009546175165,-0.5155708966904657,0.028459899191035594,0.28880404603688725,0.4199779631869617,-0.3123103749573901,-0.07709482879581304,0.06036824729039013,0.06822007844437132,0.13167209140712147,0.41764301236892537,-0.04348745234860692,-0.18417579019275626,-0.24348647168832085,-0.20656268089742877,0.08656770753826515,0.3258875800854297,0.14629157080991861,-0.3144495330907193,0.3444889748613531,-0.22830258106336704
VTA_R,0.13343784327511782,-0.0456300379526972,0.032467632923035776,0.06024901321972184,0.1932618506129827,0.3960827546192444,0.4152949778950468,0.5933829095909802,0.595874656157263,0.5445051121614337,0.668458522428822,0.35099211211190995,0.23818604116745834,-0.0847080438885439,0.5140165280282346,0.09249992551271653,0.09624593470562269,0.19189813217078427,0.25615117850712565,0.5077247419380231,-0.18479144145377077,-0.2700860166890169,1.0,0.3220335933309987,0.14559891929471974,0.5265313204724075,0.1990809239677603,0.27966668746767154,0.5596893254090876,0.4299217833296234,-0.13033661173699668,0.6326442513377695,0.5068140367444526,0.639407349485672,0.42644958252260007,0.5041461122195251,0.4491878408970806,0.09190675195581446,0.12026893718945159,0.4457601713911228,0.5794373993203341,0.557350015388155,0.19444607702146394,-0.13477546456763376,0.0628256270973973,0.6646842547745726,0.43600794600006726,0.20217957946353368,0.6147316814077435,0.3811810692915985,-0.021777335151075043,0.08239507246311946,0.6789967036486071,0.25028686578169995,0.4868394066361501
Temporal_Inf_L,-0.14009141355131427,-0.3126253787195425,-0.2170337924494742,-0.07437116147446575,0.214081476349666,0.48692466994053973,0.5368503949849363,0.4838996463123156,0.5459066712760804,0.4151936362316386,0.5779992600840833,0.28812465308285584,0.5570282807290018,0.05022474622623973,0.3515258863065034,-0.012819695027252475,0.6004027653500934,0.36109086270919877,0.589294671212429,0.6637736703997763,-0.3026034215211302,0.3072319374676924,0.3220335933309987,1.0,0.3636239491018371,0.5732333182433784,-0.054448128168675995,0.7054237210087219,0.40060280899912093,0.4182344801447297,-0.14997142885798623,0.3739579703491075,0.4775066453684632,0.3593944137707255,0.6761208282818292,-0.013011331449754769,0.37523472967325183,0.2426752950378531,0.2648656485498583,0.2681510368428988,0.3284236221904065,0.5951375911178652,0.12273663360516608,-0.14023842777323045,0.5964235966609627,0.6219128056528768,0.37043937437480945,0.1844542044354,0.3942738654364302,0.8234552947772299,0.37996728684388587,0.37582036484149656,0.44130088384985805,0.48683883113999543,0.173708099280611
OFClat_R,0.21697344011093136,-0.6254918067744001,-0.46075480921625345,-0.4995014143305788,0.1022727904638434,0.1595575445808843,0.48121192175515576,0.0368193349243557,0.08791759412342887,-0.18571094291008838,0.446043158046263,-0.06321068347715411,0.27242819888316816,0.19979463401159062,-0.14983930365689094,-0.015125428332911795,0.34390250708712533,0.17123348392626345,0.09461218794342262,0.2303268202632968,-0.32137536829000624,0.06338955043644115,0.14559891929471974,0.3636239491018371,1.0,0.22545349199368794,-0.4036652455260559,0.32191093224316103,0.20843031382451271,-0.06151179476886259,0.19773689337520067,0.01617065097905239,0.2982574554683826,0.20232634052777657,0.021186471450525563,0.07787224120375308,0.29456320507014755,-0.0979714762600501,-0.13671920688196282,0.13705759121312408,0.041572612536880806,0.35094799933798,-0.3572541290450526,-0.15563732373129846,0.19544941489810197,0.3070876770310905,0.1912565812840362,0.00879255697581743,0.24980746653422495,0.3290613847998945,-0.03180511009706027,-0.037652407981472916,0.3159404940162816,-0.17091292943846798,0.2172533257946393
Precuneus_R,0.29616256030896704,-0.17603560599289897,0.060276218627159664,0.034392553793397056,0.39454469171390594,0.4533821725319641,0.40678238038513714,0.8683283922375227,0.9001608764067067,0.767107003407802,0.7462726089795849,0.26973481574606417,0.32122709961035356,0.012015662681691582,0.7805996231763304,0.0683608352185289,0.6452776934542209,0.7858820021834447,0.35863664893335645,0.8542602839766612,0.005559495873612806,0.07825340495735793,0.5265313204724075,0.5732333182433784,0.22545349199368794,1.0,0.14282758760431258,0.5939054404530354,0.5772519937762407,0.5197470845650367,0.044089771789579166,0.7695215509981921,0.4679985198839494,0.5299466727428628,0.6356123346024934,0.25639921231996093,0.8806268752663784,0.21672459047244566,0.12436945945562901,0.4087185591788619,0.6158240683925548,0.9655212534041687,0.05819623074689162,-0.024079864034468455,0.6381039156025546,0.7442416907749061,0.46088174198439774,0.25194858780112567,0.39573965857247106,0.6745059014962442,0.38590267657775923,0.4227008332768525,0.4524913163868945,0.5477021346736721,0.2968961410777256
Frontal_Inf_Orb_2_R,-0.009501302319482183,0.6393220593908994,0.627584387226408,0.8511675155011161,0.3268191043590694,0.2818075229274928,-0.06749081152522646,0.3673613272555263,0.3285122401968555,0.5390816467888861,0.049689606518092524,0.34357447317096235,0.15763266050501334,-0.0911268450767829,0.48582827094509945,-0.09804360334588988,-0.15502091857312156,0.16001181171367668,0.24599647869750702,0.06840569152667672,0.4878341894072102,-0.03239647758903246,0.1990809239677603,-0.054448128168675995,-0.4036652455260559,0.14282758760431258,1.0,-0.18746039300508077,-0.032076617123202575,0.3999298266372577,-0.14900092614407404,0.41881936188454194,0.33045249138508415,0.16579130962680197,0.36830362992593013,-0.06034828060329842,0.039398084110537725,0.3101171390857718,0.4601095538407495,0.2601173684831794,0.3136095571648875,0.0485882768090882,0.5834642604088545,-0.008296301779512174,-0.1163429646863532,0.06274923704442735,0.05796968250774955,-0.04773552730386466,0.11353207879431858,-0.10881891074279841,-0.22831796371186922,-0.12137066288661058,0.1285004089112614,0.5661389117050173,-0.14856210687991134
Lingual_R,0.11722022727299995,-0.4150315071248376,-0.08295349032317173,-0.09767903708690961,-0.08367362489394899,0.3591260851532881,0.19930276160163488,0.46642363707392603,0.47333971284768067,0.3124796675054661,0.5887209626129197,0.1156757010906286,0.58935886693847,-0.05975599272570629,0.30190233590934135,-0.13634943017490547,0.7795379657030778,0.4031950478407973,0.5814827541757005,0.6590067669220765,-0.37639319539425015,0.2413188799431556,0.27966668746767154,0.7054237210087219,0.32191093224316103,0.5939054404530354,-0.18746039300508077,1.0,0.45145793357417613,0.42835506126606754,-0.021913909878086314,0.44341036479936674,0.364705917069356,0.459959695482566,0.5832360907676813,0.09571245040137485,0.4506456860421186,0.13276483078332496,0.17496833837031972,0.08292450285529705,0.20683286159668687,0.6208715889790314,0.07598013661522457,0.05456951884984159,0.8069230737638279,0.5028623559296639,-0.002847875569661157,0.27697681972978694,0.4095472717360883,0.8420244898821131,0.657470349017407,0.3675844044813831,0.44297624904241023,0.4223814283567363,0.16133774360500913
Thal_AV_R,0.0841040371225674,-0.2134844839476203,-0.11692805217712965,-0.09005997809238261,0.20480345452475773,0.5513547730322643,0.3697735139164762,0.5227931592663464,0.5985500299441496,0.4634044137509551,0.6842767578453341,0.28039479451240495,0.3244486173638521,-0.09175890414678345,0.3840795712817728,0.26776598258856876,0.18606182075448482,0.16093785524938647,0.29387679714779436,0.612636175068778,-0.4210104545836164,-0.2396366027783402,0.5596893254090876,0.40060280899912093,0.20843031382451271,0.5772519937762407,-0.032076617123202575,0.45145793357417613,1.0,0.31540870883479805,-0.13649970955421017,0.5739629459590239,0.46816482775383395,0.7337496240479087,0.3951148180486465,0.5979397696197629,0.4748586318742457,0.017291443197873665,-0.12219567777544038,0.43505610100601383,0.5562567443268811,0.6193215275449006,0.09841131841951764,0.02286407368100558,0.22180353403794079,0.7177076730136602,0.47153064094543345,0.44136141170825294,0.6831773555013863,0.5576260498898504,0.16208079889705315,0.1661376306255534,0.7287455694637645,0.19834737211647738,0.5681283756530225
Thal_MDl_L,0.1656998477962857,0.13184375587605357,0.3686541228097684,0.3325063980408463,0.24820368747668162,0.3486293367595778,0.15977460037194582,0.5976051807600811,0.5936530952447342,0.5754663828747911,0.44031011716192614,0.23570263489806145,0.4493490021572726,-0.03768242754463656,0.5833263006171893,-0.2030405979916057,0.445447412493205,0.3992438958038093,0.4872720872161267,0.5212410251837108,0.1064578357633482,0.1893391289430043,0.4299217833296234,0.4182344801447297,-0.06151179476886259,0.5197470845650367,0.3999298266372577,0.42835506126606754,0.31540870883479805,1.0,-0.008625923584085067,0.5693002204956956,0.4758360616550991,0.4738851017732306,0.6284432102847365,0.10595187462531484,0.34981640783777773,0.3383740724252367,0.33779017432743563,0.19535602133136937,0.3968330984430145,0.47983506513538715,0.41891083868847895,-0.15695157453078754,0.457874371817113,0.35331339390821237,0.16080497152061818,0.27459536411065527,0.297926472255044,0.42757677034672786,0.2585235588079599,0.12399378490950552,0.3353244039963694,0.7256285220463814,0.06595720159432407
LC_R,0.42810205443565713,-0.09660328109997503,0.12005010564741711,-0.11493124729261263,-0.19183142423369054,-0.16659624449797883,-0.04135140222914581,-0.004880662310339582,-0.04450461519461461,-0.14427409608539626,-0.0015372498676656625,-0.02448380223299618,-0.03030584073826671,0.19005510072381668,-0.030907763764507563,-0.10220773808082155,0.1964731157164742,0.2134744644838273,-0.18151591262782388,-0.06568454772362575,0.15540036943730365,0.23527544764951744,-0.13033661173699668,-0.14997142885798623,0.19773689337520067,0.044089771789579166,-0.14900092614407404,-0.021913909878086314,-0.13649970955421017,-0.008625923584085067,1.0,-0.022011763240236782,-0.09489300007981376,-0.05462445161222026,-0.22078965811619883,-0.05325998055547235,0.1843684903771839,0.21189020369510536,-0.05720759121466579,-0.18820964455591557,-0.12293385381838726,0.10671083828319164,-0.332757069815249,0.17612581861966006,0.08412449605237611,-0.18978312395157587,-0.1267389394408827,-0.1475270249490645,-0.2080155646233883,-0.23278987250046934,0.09241122340487967,-0.08066398172776851,-0.20447658393551005,-0.07520484099186235,-0.1075354824253036
Frontal_Mid_2_L,0.34079692853068355,0.15328496996575955,0.4983625598089407,0.4204983272952671,0.24821205291929824,0.5037707952199018,0.28572853701919726,0.9024408323797416,0.8739923166965398,0.8379144534370148,0.7530350568795361,0.5270149242094349,0.43951759790164485,-0.15052283098117117,0.8516833477464787,0.10530336984900641,0.3331384494235283,0.4784215291358013,0.47600809191140436,0.8019129584780414,0.008559540850215553,-0.04133996990520153,0.6326442513377695,0.3739579703491075,0.01617065097905239,0.7695215509981921,0.41881936188454194,0.44341036479936674,0.5739629459590239,0.5693002204956956,-0.022011763240236782,1.0,0.6079878279967458,0.7494735990656048,0.6991199064805436,0.5037113018374739,0.5800918410541671,0.38267305596986406,0.3296684381095414,0.49255577468650313,0.7749846561574187,0.7533735508266244,0.3434935842364034,0.02245652100142582,0.33982469360914586,0.6467008300962578,0.3011966843201272,0.2040691339048273,0.5801517332702558,0.4739534882830869,0.17778775030731922,0.10577852395291244,0.6351245986243115,0.6322377352019367,0.39222301536715876
Thal_LGN_R,0.1175766460288171,-0.05631174522846931,0.1696528759645559,0.25676465362979,0.3846791222904741,0.6051984614285368,0.5457958388362686,0.5447011493563692,0.5578071332410173,0.4709595387434898,0.674578645013166,0.43550266083131917,0.6075811724474974,0.05509141842675808,0.4463892924155239,-0.1719250396183591,0.2466013601862249,0.2191764063630187,0.5660065322961249,0.5617752128767007,-0.05157720599260944,-0.10073622773289152,0.5068140367444526,0.4775066453684632,0.2982574554683826,0.4679985198839494,0.33045249138508415,0.364705917069356,0.46816482775383395,0.4758360616550991,-0.09489300007981376,0.6079878279967458,1.0,0.5960055671210308,0.5669442855092481,0.3110504193004951,0.2809525019712394,0.21622754470011707,0.302380129349402,0.5234453556299077,0.508723359803672,0.5090912895836046,0.19655186819217424,-0.1668998511061527,0.17586687212188293,0.5050734260203897,0.3455951958548793,0.1790727642207757,0.6111880751461409,0.512198166849672,-0.14709632144760934,-0.21557258974227328,0.701982483782084,0.4756702301645684,0.2401349035131556
Thal_VPL_R,0.2897714184864917,-0.05093957403726372,0.20549742130460968,0.15792177051086986,0.05354816201340751,0.508014079559479,0.3427479858121181,0.6091695169215521,0.6145344121783626,0.5286024271053097,0.7095740441905282,0.44003671050236554,0.43651975261213727,-0.1492701842468503,0.49531994842391963,0.11776319284489102,0.19988112746570333,0.163068203200038,0.4065534587432416,0.6273798838999651,-0.3354471832392479,-0.16474189627923885,0.639407349485672,0.3593944137707255,0.20232634052777657,0.5299466727428628,0.16579130962680197,0.459959695482566,0.7337496240479087,0.4738851017732306,-0.05462445161222026,0.7494735990656048,0.5960055671210308,1.0,0.5190960703344025,0.6462700621643092,0.3700502475041986,0.23482382851173453,0.1130946301388149,0.4945957729200654,0.6397246051843319,0.5876620795749876,0.2958906795529324,0.0063328834847150095,0.17193205162167366,0.6435447054509109,0.2791395582095319,0.270378122978508,0.7177555836334905,0.4787322345404514,0.026722355049867308,-0.025918660563491645,0.7981940671980854,0.3952476385252372,0.5441198416299345
Rolandic_Oper_L,-0.09997577062533979,0.14375636795812358,0.2714407024004193,0.4031295490717167,0.3263037439527056,0.6310160233893644,0.2613672992903017,0.7269030585558467,0.7489912198414663,0.6917551746043611,0.5846780500687191,0.5157406313090013,0.5863592150154944,-0.0757629098482504,0.6741694624458766,-0.1041584308582726,0.49104824493972066,0.33353708206104965,0.7549294948591302,0.7771210986518479,-0.15151122289880256,0.16975009546175165,0.42644958252260007,0.6761208282818292,0.021186471450525563,0.6356123346024934,0.36830362992593013,0.5832360907676813,0.3951148180486465,0.6284432102847365,-0.22078965811619883,0.6991199064805436,0.5669442855092481,0.5190960703344025,1.0,0.12264104554534543,0.3128118013020897,0.34110886802573354,0.4716727349690023,0.43135323324824454,0.6309236528738653,0.5917564737733241,0.46878008764507634,-0.07928749090089979,0.5201316491811084,0.5816885859620455,0.24720414219912845,0.26594606574668506,0.4469017941895565,0.7275767023459275,0.26149558843961573,0.19941341448434513,0.4873239943512666,0.8057584231592069,0.15343259669644801
Thal_VA_R,0.26943773915787417,0.00047203776400813347,0.12248308431275778,-0.021507962004619553,-0.1219178681650802,0.2346609290796476,0.3150691949278037,0.38023346635219785,0.3650448260649006,0.3066520955873408,0.4705248184580383,0.3958393153547096,0.1399729649934154,-0.2603632587638895,0.30191270784047175,0.3349591869569088,-0.1348445994055954,-0.03155529357658967,-0.015686330691514126,0.3459707815292329,-0.3176823453452678,-0.5155708966904657,0.5041461122195251,-0.013011331449754769,0.07787224120375308,0.25639921231996093,-0.06034828060329842,0.09571245040137485,0.5979397696197629,0.10595187462531484,-0.05325998055547235,0.5037113018374739,0.3110504193004951,0.6462700621643092,0.12264104554534543,1.0,0.22007151793045218,0.02055271530682228,-0.1677014259380052,0.39060503532155927,0.492631560277938,0.32450492130637004,0.06153623493798999,-0.0424552314903826,-0.15596515435295294,0.3618159183669412,0.23393970797905703,0.3264604649233518,0.5796054575378405,0.12440888226579251,-0.07232575295833954,-0.052723774811188645,0.637724252699045,-0.09405449881473575,0.5949043791137238
Parietal_Sup_L,0.37867622926891875,-0.3033283359610879,-0.04905363468164558,-0.12979415241311512,0.27716185081820977,0.2646505861709173,0.41376731881247203,0.6862344544563169,0.706397961269077,0.5766856911923145,0.6460057769236398,0.1066145767351182,0.1130144181229361,0.07085534824197649,0.6045302727247518,0.1344598851576657,0.5732686340393072,0.8269566525530848,0.07638340395487164,0.6504418992905597,0.1510826164183728,0.028459899191035594,0.4491878408970806,0.37523472967325183,0.29456320507014755,0.8806268752663784,0.039398084110537725,0.4506456860421186,0.4748586318742457,0.34981640783777773,0.1843684903771839,0.5800918410541671,0.2809525019712394,0.3700502475041986,0.3128118013020897,0.22007151793045218,1.0,0.1469608718628819,-0.03301540493397545,0.32238213117154735,0.37327880338419656,0.8884753093145369,-0.1258073477692246,0.046022950243096584,0.534895167841234,0.6194126349735484,0.4796929091482089,0.16575669302977514,0.24600303219301836,0.4172257491825177,0.36912947883856645,0.41711311280798796,0.2978669187368821,0.28986065861669247,0.2786503091343291
N_Acc_L,0.23473971401978885,0.2571244455304373,0.48366925871979993,0.38631046790080537,-0.09758324387128457,0.19214360657513424,0.11041383526977071,0.36803590519687834,0.30777462803414135,0.32322227622133437,0.21885132773487617,0.5593951512639294,0.23382211947889187,0.04195291917381654,0.3600491780713913,0.08920001693282054,0.1841485073298224,0.20492546704588463,0.19573832433369723,0.30647789823569227,0.1551693073627852,0.28880404603688725,0.09190675195581446,0.2426752950378531,-0.0979714762600501,0.21672459047244566,0.3101171390857718,0.13276483078332496,0.017291443197873665,0.3383740724252367,0.21189020369510536,0.38267305596986406,0.21622754470011707,0.23482382851173453,0.34110886802573354,0.02055271530682228,0.1469608718628819,1.0,0.34746046284814786,0.28067244350219606,0.2738302891076046,0.24992886526710148,0.5001898590352051,0.15666359496030216,0.17165331871987685,0.026991122301871548,0.019010382224236337,-0.05582840277097455,0.12876608376607512,0.06762468877040849,0.06125161976014437,0.06650049127768248,0.06859518926284615,0.49445205029081246,0.10278996199636875
OFCmed_L,-0.08761954429169105,0.3759978918671186,0.44442286938139697,0.5200406574197665,0.03464028323310231,0.19227472056358733,-0.022586509870676674,0.2577642523232775,0.20196827447490207,0.2914430258690975,0.1735873632367112,0.39206460505219387,0.34315074199384643,-0.024967348718286597,0.2961851006034909,-0.35945706669443744,0.21425860696884635,0.13375875805252863,0.49678931981857205,0.1834819820105415,0.2196336729276389,0.4199779631869617,0.12026893718945159,0.2648656485498583,-0.13671920688196282,0.12436945945562901,0.4601095538407495,0.17496833837031972,-0.12219567777544038,0.33779017432743563,-0.05720759121466579,0.3296684381095414,0.302380129349402,0.1130946301388149,0.4716727349690023,-0.1677014259380052,-0.03301540493397545,0.34746046284814786,1.0,-0.023502484404522832,0.1495539546125952,0.09649992712678271,0.40868838257227774,-0.029663778848924897,0.22616345707041402,0.1122961146897873,-0.10913560672661367,-0.15380940003810548,0.12489401719520869,0.13301927573118227,0.0260261197216815,-0.10691922782828944,0.14505332410078225,0.47657473088252394,-0.04454144819122829
Red_N_L,-0.007834814564895364,-0.0919215320947952,0.0044981536162762605,0.14762331601085235,0.22103626220499933,0.4085178905744061,0.5222468475255145,0.5024123454814641,0.5423402931952827,0.4919452396485462,0.5479328999989485,0.45099764491503286,0.23111430215497328,-0.0130960077530115,0.4456315747361083,0.3251058073949685,-0.06989848765732769,0.13035183943028208,0.2219797018477109,0.46220304260470096,-0.17882654685890406,-0.3123103749573901,0.4457601713911228,0.2681510368428988,0.13705759121312408,0.4087185591788619,0.2601173684831794,0.08292450285529705,0.43505610100601383,0.19535602133136937,-0.18820964455591557,0.49255577468650313,0.5234453556299077,0.4945957729200654,0.43135323324824454,0.39060503532155927,0.32238213117154735,0.28067244350219606,-0.023502484404522832,1.0,0.6361570346194008,0.45348206307470523,0.21338930205481332,-0.07169060049788498,-0.09791831311596783,0.4638542162156585,0.49225417718244974,0.27486098826239397,0.5293099553324293,0.330492680191463,-0.18244206114634431,-0.005621859528686598,0.5522769783320283,0.2882779526335993,0.34705983490256287
Heschl_R,0.17446541983876196,0.12623515202887597,0.2288502772648274,0.2488998633287689,0.3214685132294451,0.4626308379469508,0.2904064300681566,0.7746021942053418,0.7969404797992014,0.7518012763884966,0.6493178244667108,0.498345106973561,0.23936822158856513,-0.12847335661527076,0.7343400609675996,0.2354241726967457,0.07186241096678171,0.2447860160596017,0.30172723009743957,0.7150086211245492,-0.16511183613963598,-0.07709482879581304,0.5794373993203341,0.3284236221904065,0.041572612536880806,0.6158240683925548,0.3136095571648875,0.20683286159668687,0.5562567443268811,0.3968330984430145,-0.12293385381838726,0.7749846561574187,0.508723359803672,0.6397246051843319,0.6309236528738653,0.492631560277938,0.37327880338419656,0.2738302891076046,0.1495539546125952,0.6361570346194008,1.0,0.6065365406768097,0.3092148585212918,-0.0726358498667899,0.06767319587161581,0.6101633965871665,0.37038873266027816,0.23993025623278758,0.5582054502674706,0.41101815741919223,0.01222251591414975,0.12969340061358686,0.5669898203581526,0.5146582771531845,0.4384196532178946
Precuneus_L,0.30583543921877965,-0.2861402686717452,-0.013379697576747044,-0.06604926088242973,0.31716979489102487,0.4794333946645395,0.4932491348942997,0.8327786949774937,0.8620050764913262,0.6824112288928607,0.8265935497927801,0.2913951319523554,0.3430425428725772,0.051776345734381383,0.701775641072816,0.12144761137440466,0.6362484866199942,0.7308165181355396,0.353363099123457,0.861613496816674,-0.08400833114677314,0.06036824729039013,0.557350015388155,0.5951375911178652,0.35094799933798,0.9655212534041687,0.0485882768090882,0.6208715889790314,0.6193215275449006,0.47983506513538715,0.10671083828319164,0.7533735508266244,0.5090912895836046,0.5876620795749876,0.5917564737733241,0.32450492130637004,0.8884753093145369,0.24992886526710148,0.09649992712678271,0.45348206307470523,0.6065365406768097,1.0,0.015533566000114516,-0.037053967062594034,0.5910781072479063,0.7716008965648521,0.4723962173029695,0.28109830681953435,0.4589290378043145,0.6750365859034062,0.34070768553468617,0.3547040503574369,0.5310872003414376,0.47607328330215515,0.3598466955503235
N_Acc_R,-0.044075442530784784,0.5363827271068752,0.422425746750105,0.5678089644210671,0.0415145168731714,0.32722341520212384,-0.09985748991793525,0.2832002253641306,0.23969137789514378,0.35909176696283684,0.08558144869579358,0.3553170682706007,0.19473383506749484,-0.04668382934614726,0.31679508444547644,-0.01903462743390155,-0.02671033250391298,-0.028405235103380676,0.3040740396057927,0.15169540865913236,0.018187340716789804,0.06822007844437132,0.19444607702146394,0.12273663360516608,-0.3572541290450526,0.05819623074689162,0.5834642604088545,0.07598013661522457,0.09841131841951764,0.41891083868847895,-0.332757069815249,0.3434935842364034,0.19655186819217424,0.2958906795529324,0.46878008764507634,0.06153623493798999,-0.1258073477692246,0.5001898590352051,0.40868838257227774,0.21338930205481332,0.3092148585212918,0.015533566000114516,1.0,-0.03775926102085295,0.013851728496758194,0.043668549848871,-0.13974929489680388,0.0855991662865501,0.2406093632418861,0.10852306976227905,-0.1464771845858879,-0.09261207836830933,0.2011169466246546,0.5452099642114857,0.13199705569601886
ACC_sub_L,0.07889135742954578,0.04410700777456148,0.23137582997900047,0.13986526750267808,-0.3119572114962188,-0.11994764573854538,-0.26514047032796867,-0.002203856563181002,-0.031505847765566426,0.027882667339431993,-0.0942303787576674,-0.0630803760040651,-0.14120941894866154,-0.018991797798897647,0.04942730631950283,0.055120986948086925,0.02454712211848875,0.007881923832322599,-0.10270187326724632,-0.024720228368255107,0.09922795518170077,0.13167209140712147,-0.13477546456763376,-0.14023842777323045,-0.15563732373129846,-0.024079864034468455,-0.008296301779512174,0.05456951884984159,0.02286407368100558,-0.15695157453078754,0.17612581861966006,0.02245652100142582,-0.1668998511061527,0.0063328834847150095,-0.07928749090089979,-0.0424552314903826,0.046022950243096584,0.15666359496030216,-0.029663778848924897,-0.07169060049788498,-0.0726358498667899,-0.037053967062594034,-0.03775926102085295,1.0,0.050306420202315766,-0.12345700019416415,-0.15235662858846075,-0.13209227609178417,-0.0707276163906051,-0.16140156103180467,0.2288121428744318,0.1285754456579299,-0.20249018131416158,0.022584440067463844,-0.08504773812432492
Occipital_Sup_R,0.17965478127618523,-0.21226126763751071,0.023542193260867962,-0.05528056933329044,0.09881658206639385,0.23190257372794956,0.04077036154344114,0.4265478106799754,0.4623527042470331,0.3233812961961863,0.34017173872770556,0.03489382728873888,0.42350961273984494,0.03177825550858678,0.3481881828354369,-0.26852880913238897,0.9439721378742287,0.660201653956443,0.46963405976505135,0.599645177628239,-0.029827567390431933,0.41764301236892537,0.0628256270973973,0.5964235966609627,0.19544941489810197,0.6381039156025546,-0.1163429646863532,0.8069230737638279,0.22180353403794079,0.457874371817113,0.08412449605237611,0.33982469360914586,0.17586687212188293,0.17193205162167366,0.5201316491811084,-0.15596515435295294,0.534895167841234,0.17165331871987685,0.22616345707041402,-0.09791831311596783,0.06767319587161581,0.5910781072479063,0.013851728496758194,0.050306420202315766,1.0,0.3408788962859143,-0.016305056311470813,0.15850655920359347,0.06076391687163256,0.689271751781487,0.7064014818043858,0.46700033225158577,0.056863265745457525,0.5090813803063982,-0.05991237780278877
Cerebellum_9_L,0.025952140932645137,-0.2506833101496104,-0.15769579844922213,-0.06944907398436252,0.4137090651399201,0.5920847872851797,0.45333843219695985,0.6806934877759271,0.7618356476214061,0.6252123343586486,0.7738918297299427,0.346148850760571,0.30603241463948183,-0.04420716935691073,0.5515400929263304,0.17906351270564996,0.32174204069777307,0.31901078479670847,0.38625074656222597,0.7582553179999793,-0.2978657051478855,-0.04348745234860692,0.6646842547745726,0.6219128056528768,0.3070876770310905,0.7442416907749061,0.06274923704442735,0.5028623559296639,0.7177076730136602,0.35331339390821237,-0.18978312395157587,0.6467008300962578,0.5050734260203897,0.6435447054509109,0.5816885859620455,0.3618159183669412,0.6194126349735484,0.026991122301871548,0.1122961146897873,0.4638542162156585,0.6101633965871665,0.7716008965648521,0.043668549848871,-0.12345700019416415,0.3408788962859143,1.0,0.6648896868957022,0.3242678028492665,0.6247576248897816,0.669298933388551,0.250910756620026,0.3572835892588053,0.7002632754450439,0.32799161732626164,0.48305195184310373
