,Red_N_R,Vermis_1_2,LC_R,Thal_LGN_L,Occipital_Inf_R,Vermis_7,Cerebellum_3_L,Occipital_Mid_L,Postcentral_R,Thal_IL_L,Frontal_Sup_2_R,OFClat_L,SupraMarginal_R,Vermis_9,Temporal_Pole_Sup_R,OFCmed_L,N_Acc_R,SupraMarginal_L,Frontal_Inf_Tri_L,Cerebellum_Crus2_R,Cerebellum_7b_L,Putamen_L,Lingual_L,Vermis_6,Thal_MDl_R,Thal_MDl_L,Frontal_Sup_Medial_L,Cerebellum_8_L,Cingulate_Mid_R,SN_pc_L,Cerebellum_4_5_R,Vermis_8,Fusiform_L,Cingulate_Post_L,Temporal_Mid_L,Cerebellum_9_R,Thal_PuL_L,Frontal_Mid_2_L,OFClat_R,Thal_PuA_R,Frontal_Sup_2_L,SN_pr_L,Thal_MGN_L,Putamen_R,Thal_VL_R,Frontal_Inf_Tri_R,Thal_LP_L,Cerebellum_7b_R,Cerebellum_Crus1_L,Temporal_Sup_L,Olfactory_L,Cerebellum_4_5_L,Cuneus_R,Occipital_Sup_L,Temporal_Pole_Sup_L,Rolandic_Oper_L,Insula_R,Precentral_L,Amygdala_R,Raphe_D,ParaHippocampal_R,Amygdala_L,Thal_PuI_L,Cerebellum_8_R,Thal_MGN_R,Thal_PuA_L,OFCant_L,Thal_AV_R,Rectus_L,Hippocampus_R,Thal_VL_L,Insula_L,Caudate_L,LC_L,Cerebellum_6_L,N_Acc_L,Cerebellum_10_R,Parietal_Sup_R,Temporal_Pole_Mid_R,Parietal_Sup_L,Caudate_R,Calcarine_R,ACC_sub_R,Thal_IL_R,ACC_pre_L,ParaHippocampal_L,Precuneus_L,Thal_MDm_R,Cerebellum_6_R,Cerebellum_Crus1_R,Thal_PuM_R,Frontal_Med_Orb_L,SN_pr_R,Lingual_R,Occipital_Mid_R
Red_N_R,1.0,-0.3367671607818083,-0.35666488783408273,0.49000803754036376,0.23510486934554348,0.1289883570619161,0.3022468655728123,-0.12523472818810039,0.3219520163889087,0.3181626003029948,0.059834094356506766,0.33245266689994807,0.07864937705278031,0.2660848259631645,0.2293315106859448,0.11896851700162829,0.4488658487963521,0.19491140763117534,0.42511889717084955,-0.0981444155773473,0.02171606709082765,0.25384995797808485,0.13732560619258488,0.08823620294899942,0.45624687872054176,0.2652149652335454,0.23386004225030496,0.12911710586735226,0.35675042825440245,0.22867470091917644,0.1822869897360882,0.22186565046144832,0.09452969329284325,0.21231819306324354,0.09898182445822747,0.2241078638800148,-0.00968815992067681,0.42291303339307285,-0.01120125658830205,0.2680079259504038,0.12920776363967987,0.45471833513229376,0.07391435099883932,0.29423239526357925,0.38134483523618184,0.4609198024296807,0.10611025838485626,0.08780577306366479,-0.15563836843598491,0.46648699562066054,0.35316529549283343,0.31045288304755375,-0.07241942201813814,-0.0916125869075014,-0.10097978562211307,0.38985642730655984,0.34570018237802314,0.2596181770735332,0.013311826262462865,-0.32067224664031735,0.47717845877364834,-0.2655930399029228,0.22583450606257763,0.231776776706649,-0.08707187057785683,0.26590964758818275,0.11091424282158042,0.4219535147818105,-0.12012387093950484,0.5764434235308146,0.5117796155089884,0.18471554427912848,0.4625110375469405,-0.3321366901140962,-0.10890948757293731,0.029988158990649768,0.10000113816504962,-0.10511328488811134,-0.041397834627085586,-0.00029336309750986974,0.42022334629399727,0.2848909305469457,0.17366981249331606,0.6741308999989465,0.08816078701252258,0.31918945731471926,0.14731136657798694,0.0980029671518379,0.007347864972223404,-0.005927581135411984,0.45775685303465286,0.1427720977439095,0.5686500113452078,0.2028363224246572,-0.21813723074845198
Vermis_1_2,-0.3367671607818083,1.0,-0.029890919176177727,0.040781969195406456,-0.016276873038767296,-0.38846348015082255,0.4409661381607875,0.40035876091569517,0.17393358885723323,0.14656567000891765,-0.032521699288025105,0.18368564403014312,0.36228499315424173,-0.04982271548798494,0.2707247354034418,0.105367838228648,0.08780724505392573,0.16005221039950077,-0.09024521474199575,0.25036599821324806,0.2836228468760965,0.28554700852685927,0.14612569220580585,-0.18260376792142113,0.041138496783578365,0.3019768704314083,-0.15308117484513123,0.11649739718936131,-0.01570752983825866,0.04452415908362442,0.33795560794198887,-0.13725584938303978,0.12140381414291056,-0.04060376812450315,0.5591669775446904,0.2526454344260801,-0.30617587299268006,-0.06719474804233196,0.0004678060326886244,0.3245114802631726,-0.1327788748630465,0.015633840411288527,0.14811924225406328,0.23792535635883572,-0.1119637044487235,-0.09720735887243291,-0.3231571693313264,0.3006778567860974,-0.051959122737437004,0.1413424372634621,-0.09280086149465994,0.2775427703905961,0.19884083778319456,0.3227885968435991,0.4038345491945168,0.35603154812895205,0.16287270297825782,0.11830324036141793,-0.09880952501812612,0.3333314692884861,-0.006193565711865735,0.17443335406939237,-0.15532170826337016,0.25701319298798275,0.562435953464323,0.399522339277869,-0.13747411684442934,-0.040363949526269434,0.42244536261567034,-0.1281757158746593,-0.06547597064059714,0.42055624358796917,-0.2762568028833485,-0.03506912075075881,0.13043987354859354,0.17387358629597263,0.2422716346632754,0.04466024446606135,0.22323034751061518,0.02005612346333072,-0.10086362681357723,0.40781363975729124,-0.26405827406320953,-0.3082244657113444,-0.10209372908102311,-0.0290553959767874,0.1414229086130842,-0.0250074250272589,0.10330204476130375,0.09750406277369529,0.24433700242830533,-0.33743523560108685,-0.07988335600803545,0.25527332959913895,0.18179319796129947
LC_R,-0.35666488783408273,-0.029890919176177727,1.0,-0.18244785793486135,0.011734626987852518,-0.005123710049024651,-0.20055308020397622,0.16291608104007102,-0.04450461519461461,-0.1352513005139255,0.14960053873263668,-0.16659624449797883,0.05894600394698099,-0.2166606885030077,-0.15783411193287025,-0.05720759121466579,-0.332757069815249,0.02473079100649319,0.02856900834179095,0.09241122340487967,-0.16785755537296218,-0.0995943127131859,0.13199676172242417,-0.07806700816514754,-0.33843410292664533,-0.008625923584085067,0.07820108091427272,-0.1267389394408827,0.02241969202537135,-0.0066950954415488486,-0.15763577533073822,-0.11437371839713842,-0.04135140222914581,0.13602510121887557,-0.11429376994308121,-0.30351435604567484,0.42810205443565713,-0.022011763240236782,0.19773689337520067,-0.03030584073826671,0.12005010564741711,-0.062018196017515084,0.07839198150626998,-0.19039402085343243,0.033261542669401,-0.04319087023851275,0.10267953783061695,-0.217064580211251,0.12302439215221515,-0.20109363314148523,-0.02448380223299618,-0.07346801540673899,0.20754243900308855,0.1964731157164742,-0.016892404022292463,-0.22078965811619883,-0.06914367325150393,-0.030907763764507563,-0.10220773808082155,0.3548930701904313,-0.2069365561924448,0.19005510072381668,0.0575882782656633,-0.2745628452212156,0.05350393472286981,-0.18151591262782388,-0.09660328109997503,-0.13649970955421017,-0.09750986129335641,-0.20447658393551005,-0.13376251242826948,-0.07520484099186235,0.04160381675996141,0.2942711455439331,0.3765587228789568,0.21189020369510536,-0.19183142423369054,0.20839924618327657,-0.08066398172776851,0.1843684903771839,-0.0021225028615392194,-0.23278987250046934,0.01185803695978803,-0.20905726028657298,0.01976408543681146,-0.17339888344009285,0.10671083828319164,0.049596678402989314,0.00753221404906468,-0.05690342492894171,-0.20270126789091225,-0.16030971178578599,-0.2080155646233883,-0.021913909878086314,0.3039641871007262
Thal_LGN_L,0.49000803754036376,0.040781969195406456,-0.18244785793486135,1.0,0.3789907305639089,0.11231328520014605,0.529230888970202,0.1775755262080902,0.45271852502775584,0.6567254295350469,0.27351935751336354,0.584492021504768,0.3498296622845999,0.15804369672570556,0.3045398318297303,0.3009961304988002,0.41789797995991645,0.2662303609249017,0.3454102418993311,-0.20928005898364657,0.1774793815812355,0.4293027700021959,0.29577798698503793,-0.04746799100105382,0.23658760496794293,0.37641546856082136,0.22173443472086815,0.2694036157963666,0.49419715552740673,0.5079093064445177,0.1915896995167979,0.25576148952566496,0.40888014921270766,0.36934094511858834,0.3170828991063373,0.24146149532408048,0.0026726327271765857,0.5448398149091571,0.23373648254182042,0.5430786721092011,0.1958739392077337,0.46112222057700053,0.4767737180097155,0.40838214930771577,0.438454430591839,0.3820556154833998,0.1807006210700851,0.10407062143830081,-0.09227410539510483,0.6484040646618949,0.5757036001908649,0.5062309949367306,0.05487482149210572,0.1414584999981736,0.17367320893206678,0.5541989762845888,0.5524351206470212,0.3174225250880999,0.04399295640195476,0.04588557052040221,0.5504639024203384,-0.016946234762461085,0.5542861544670645,0.24545958084888386,0.1700315571652236,0.6001824773291801,0.09716846294292433,0.4712917163771277,0.0758830243811129,0.6900102118548199,0.4664906457828571,0.3968928283336368,0.42552239704889233,-0.4025560543824595,0.1478276820476419,0.37859381848494433,0.22832192472367974,0.016166484934410915,-0.20918115348135752,0.08719413948021235,0.3058837733097982,0.4458805498228451,0.08485215777713447,0.3734573358055375,0.21392525647897906,0.476530609298427,0.3543496556046414,0.34999776786512976,-0.13330390054132346,-0.22423542938527513,0.7171036560681329,0.028619075376132338,0.6358862100803421,0.27830757476001255,-0.10996286732827966
Occipital_Inf_R,0.23510486934554348,-0.016276873038767296,0.011734626987852518,0.3789907305639089,1.0,-0.06162654387726614,0.3382341328166867,0.3792936866078762,0.45319558708360197,0.27189780755861587,0.03126325296147229,0.3099762384911592,0.45146812032285843,0.09291628976598051,0.10097361010838891,0.18853971582184742,-0.0050977334791659605,0.3977513726612746,0.3311261988453396,0.21746158006691796,0.2101732730079393,0.27646185389311406,0.5033434117841987,-0.155600124434642,-0.04229120231792534,0.2689250796723233,0.17578821482935114,0.28590689748875986,0.48920116032642874,0.24163819100205308,0.31635052148847703,0.15163840926290675,0.39531775076691433,0.46715209683746556,0.32896839538986794,0.333223820286864,0.17774655771468484,0.4612370025175319,0.3906888641568217,0.37300518192865856,0.029064893860468895,0.3910470571233836,0.2368007390263684,0.16908182907482014,0.3694444187436058,0.31945433714822696,0.2861643753634438,0.22723971539555526,0.028250429327684196,0.3890859166989236,0.3584637337296342,0.4983386598423422,0.32085383532342204,0.3641356308975878,0.26813705508917113,0.3907851323377508,0.356549424155831,0.29826263294934036,-0.024698709753501406,0.21925081472314817,0.3627961800947572,0.011247324754014305,0.33269922102971916,0.3092386970723367,0.35562697649136904,0.2982995804541499,-0.201869230853833,0.3321949722949716,-0.15982821744336234,0.40466977579255575,0.29421898487827053,0.253755341800373,0.3461680660145951,-0.13508385482098884,0.4048313632438295,0.27502501126902495,0.2161466398677828,0.3692490547151329,0.1520850197901526,0.38967026110353237,0.2609912958619196,0.4259675093937377,-0.05271924787364968,0.2927165936365869,0.0957858011225031,0.32554540929850584,0.507554288228815,0.21071972052090643,0.2545920631855286,0.12376383946170123,0.3896525214274113,0.0910436091896942,0.37030872930659564,0.4228642427318965,0.26680807859410227
Vermis_7,0.1289883570619161,-0.38846348015082255,-0.005123710049024651,0.11231328520014605,-0.06162654387726614,1.0,-0.3727718856475289,-0.5627747319258531,0.07764487408433927,0.21406038948712203,0.08139239578349122,0.12936856081433756,-0.09648514278744683,0.1845902682729045,-0.11098457150238294,-0.17137123310863137,-0.011270286690207009,-0.015641367738028378,0.045217882226514364,-0.6396649055794278,0.3625166645607382,-0.21892474432443862,-0.5405043236946229,0.6311277045668244,0.2516422897963239,-0.1803846686955799,-0.058646923295738555,0.45896774457489636,0.1704158177443705,0.37249218896596137,-0.48718062549526947,0.7317672402089327,0.26863546574569347,0.11566558649745994,-0.35956882320978933,0.22802583457673198,0.027495813271771363,0.10529198022388658,0.01605490038645592,-0.3721282529953958,-0.0791336506500993,-0.028876760597178704,-0.08639100399107935,0.03815390846358883,0.008357507157282446,0.27254169965660746,0.2139883775274087,-0.04305235044565565,0.603858915046186,0.17882487986478793,0.11429826926279428,-0.4944031597384792,-0.644826000451342,-0.5551094013886422,0.021577352149865565,-0.2446125226960734,0.06919813180849153,0.07053444456298996,0.29500448717164696,-0.512873216784213,0.23392854159883925,0.086338870386843,0.1865811167225224,0.049968872868306084,-0.5372613082112773,-0.35750966432298836,0.1568727501647589,0.1841874518620137,0.1074745685217741,0.23576398814941182,-0.03702622608126892,-0.26945112697120543,-0.020648167006017952,-0.2181630226101389,-0.5632176063118903,-0.07915736158542692,0.2820990855434372,0.18759911527521259,-0.2838469174674947,0.1589025605291418,0.09638154003136366,-0.4016487264269025,0.10230868219690745,-0.14661043575945898,0.06248206655825895,0.4120046036331172,0.057756154292420946,0.2142199626841876,-0.3210622154723029,-0.21942616379357208,-0.06864725533397267,0.1485303762914268,0.18027912601478063,-0.592730705687618,-0.5739893705755319
Cerebellum_3_L,0.3022468655728123,0.4409661381607875,-0.20055308020397622,0.529230888970202,0.3382341328166867,-0.3727718856475289,1.0,0.5565713581195904,0.5136993090754469,0.4906851031699733,0.13478887995327704,0.5230361959832273,0.5355071752482387,-0.06957855453357552,0.5572918936835312,0.47305461523850517,0.2828677267980115,0.4705723706052658,0.3579587507579708,0.2829270002089709,0.23285150176248998,0.6521669227102626,0.5332671811521266,-0.303453680652881,0.08880622830687449,0.587295324653391,0.22870776333132067,0.2199260113262063,0.3686346424259754,0.09565996729666436,0.5568506074748804,-0.009444927256072579,0.2695770387430303,0.28785469589716267,0.7514644403200209,0.33018672249416414,-0.11846478665779223,0.4700542154187361,0.07880743599430613,0.6555932678449555,0.1182638119840251,0.3934028926003329,0.2957399374708005,0.5054120682668458,0.3877395310966692,0.3146401904715184,-0.04783814478211969,0.35090937107419945,-0.32318206683587547,0.6085086840950857,0.3478213123043497,0.7431875971558352,0.4054068475020701,0.5153213085980479,0.25426791936560283,0.745728779371766,0.5186012221857331,0.41281369444745786,-0.3063667031535056,0.40314943714746204,0.40828245313844774,-0.031445626470169644,0.20392569087537457,0.43769309979743465,0.5418485021759941,0.7780084140021978,0.05138694507482518,0.3544189672288374,-0.024858198281531046,0.4821308618144427,0.3584186102534988,0.6008104832925161,0.32295804555994323,-0.3917550269983114,0.398501040208129,0.1507656026437651,0.346654777764068,0.07259798050149625,0.14775570145402706,0.1559598502881652,0.2367919160873261,0.7426199735168688,-0.01121610046071354,0.39821251667346574,0.1744312290406302,0.2540427311749581,0.4215780871696625,-0.006306587222190366,0.13581805865560215,0.08761905641756236,0.6683925459788312,-0.13428318879720266,0.3902389576745146,0.5990473896585196,0.25213243663181534
Occipital_Mid_L,-0.12523472818810039,0.40035876091569517,0.16291608104007102,0.1775755262080902,0.3792936866078762,-0.5627747319258531,0.5565713581195904,1.0,0.3810643253854795,0.19077332898263566,-0.06442739940040783,0.25157639221186096,0.6801101897228023,-0.17635326712318336,0.28659822525841416,0.2031872215029964,-0.05187052702313488,0.5299090795040857,0.1583505097396063,0.5019401441827677,0.09705200981644058,0.3705270894247108,0.7760565633815507,-0.4790868097438794,-0.2652133235751043,0.3978452619593749,0.0447322927064042,0.017349170720346727,0.26127070166142774,-0.0747898644732224,0.5256901511696148,-0.22582010622704907,0.21389308418371553,0.42519062044696687,0.7219670645279516,0.1646693847470164,0.1704515535061685,0.24382682281227566,0.37361541165518225,0.43506424210558936,-0.08704193158400475,0.297064429481366,0.28664392826061286,0.1612612188776914,0.12912390423119338,0.016400861482750037,-0.14065720105940008,0.3256380661396514,-0.21506592987511675,0.23889160253709504,0.03843769764828286,0.6580758738246574,0.8632249728435705,0.94627217033663,0.22626746893123914,0.4909428184657882,0.23335145754030015,0.24446668209338185,-0.3358002288803227,0.6817248004259577,0.03347082667742739,0.19250306152997396,0.10503542977291454,0.3107015046261489,0.6798905761038413,0.47992858840083413,-0.27435409091272617,0.12862327910461321,0.05517242804104318,0.056703130816944655,0.04702059972245749,0.4553753793681077,0.07899065519924282,0.03199442614969643,0.7732503501649488,0.152491379730022,0.1875861414551211,0.5010914661495595,0.27320323981068967,0.488740447628996,0.10383057071004183,0.6501533154252161,-0.18437613431081248,0.18384027431547498,-0.10070478732624924,-0.04088927386527958,0.5674051391273676,-0.17769087980176085,0.38704035446092294,0.22259212733561778,0.27521604327915844,-0.24365936074236388,0.016939535390624396,0.7170521096759181,0.7802791928825504
Postcentral_R,0.3219520163889087,0.17393358885723323,-0.04450461519461461,0.45271852502775584,0.45319558708360197,0.07764487408433927,0.5136993090754469,0.3810643253854795,1.0,0.5352984625546012,0.3044292821572403,0.556683115424872,0.8555987577114715,0.3382887867171139,0.5461158992419312,0.20196827447490207,0.23969137789514378,0.8585602643940251,0.7620879462433716,0.3029561373326477,0.45670340379256213,0.6202460763755209,0.46236834676234145,-0.03502263668724008,0.28704443135901275,0.5936530952447342,0.5423506883492153,0.49820785524586425,0.7572833470823391,0.48327997328150707,0.4501343442424233,0.42033203320891743,0.37531958786578484,0.6707534238017718,0.6502301336781633,0.6992212178922254,0.20899448628173342,0.8739923166965398,0.08791759412342887,0.3700875883828982,0.2476018309570375,0.42957819493022864,0.23619284712391092,0.6403038109082151,0.6603152728155547,0.8040424760766821,0.3086622003330871,0.4270292031154991,0.11502008226255087,0.8146359734483628,0.45556602947584984,0.5843999305116088,0.3495158180662687,0.44192422042803103,0.5569744109958151,0.7489912198414663,0.6914233592858742,0.9077083004385074,0.15292701967649777,0.13487730252615818,0.5417536327089053,-0.06111083938285128,0.1682679665498729,0.589887756764063,0.4466705433290576,0.4371484515018911,0.018991151384149432,0.5985500299441496,0.09287034907625534,0.5426021585443535,0.4507580543097115,0.6529548779110059,0.45037820433708653,-0.23441209913222377,0.26287979709521464,0.30777462803414135,0.40436288981082,0.6018326886548655,0.3544634970412164,0.706397961269077,0.5752260737736518,0.6205606373423906,0.07931181045969683,0.356837368943777,0.27442372671177306,0.6036782987796571,0.8620050764913262,0.39744015561268686,0.3347040440651256,0.2679865374639848,0.6443786182832859,0.18088352726613405,0.5022932661164763,0.47333971284768067,0.17102512420427024
Thal_IL_L,0.3181626003029948,0.14656567000891765,-0.1352513005139255,0.6567254295350469,0.27189780755861587,0.21406038948712203,0.4906851031699733,0.19077332898263566,0.5352984625546012,1.0,0.41009116763355086,0.4864234713833183,0.4563320029421208,0.19860055143137864,0.39019784508332994,0.28004330568424834,0.3198325293956681,0.4402130400285275,0.4008565910685356,-0.19178968295712218,0.2438412978966944,0.502621382450938,0.2506008197302792,0.12011984778518853,0.3553866033251532,0.4810108119693644,0.28860734684258577,0.33375361229756556,0.547645070518969,0.5633539822432442,0.15609374852383284,0.31068136268123003,0.4314740575033194,0.42845960288330714,0.4105493995900974,0.3285169562804252,-0.05464182031700489,0.5890780845200201,0.14918961617572335,0.4664133491751392,0.24615064428068179,0.4275143019450243,0.3980191897377426,0.5526206937805825,0.39602153858628136,0.4468561395798714,0.03651453812328156,0.14217056521430882,0.1121544547194131,0.6664707026438295,0.3463489317287106,0.3987735879794387,0.03913108820233368,0.16572674928802225,0.21052601167308058,0.5541243207021905,0.6485013944688925,0.49240370942705547,-0.03435259980836562,0.12518319883604792,0.5318191446425057,-0.00824945905539795,0.4840763437888863,0.24198761023614088,0.16855183592966458,0.6136330947260308,0.04107382686391866,0.4170085014977464,0.15983902955321982,0.5940987049413456,0.442044582958095,0.48709997713619496,0.3557487574574219,-0.41002419574260196,0.1167122206739703,0.23986152007781877,0.29474395477091153,0.19288411918064052,-0.24307119253234843,0.28121821547447995,0.3297454888354451,0.39234211382549533,0.054545139786349575,0.36723148525566957,0.21649411158213422,0.5140295459802967,0.461447554784171,0.23113034738962876,-0.13063509131727227,-0.17609088248610266,0.7129215581941459,-0.026429491749602758,0.5170954403095308,0.24558144974314347,-0.07677744394026766
