,Thal_PuA_R,Occipital_Sup_L,Thal_MGN_L,Precentral_R,Cerebellum_9_R,Thal_LP_L,Temporal_Pole_Sup_L,Frontal_Mid_2_R,Cerebellum_4_5_L,Parietal_Sup_R,Occipital_Sup_R,Supp_Motor_Area_R,ACC_sup_L,Paracentral_Lobule_L,OFClat_L,Frontal_Inf_Oper_L,SN_pr_R,Thal_VA_L,Rolandic_Oper_L,Thal_VA_R,Hippocampus_L,Cerebellum_10_R,Parietal_Inf_R,Occipital_Inf_R,Thal_PuI_R,Pallidum_R,Thal_PuA_L,Thal_PuL_L,Amygdala_R,Vermis_7,Vermis_1_2,Postcentral_R,Cingulate_Mid_L,Cerebellum_10_L,Thal_LGN_L,OFCpost_R,OFCant_L,Cerebellum_3_R,Postcentral_L,Olfactory_L,Cerebellum_7b_R,Temporal_Inf_R,Cingulate_Mid_R,OFCant_R,Rectus_R
OFClat_L,0.453522384082339,0.25008764751886076,0.24536777343541502,0.4216826440253527,0.5104404674946048,0.15136376083074854,0.46643470618253835,0.39455197177431944,0.4811733295562506,0.2155682988263491,0.23190257372794956,0.5002094899169667,0.4233632330240961,0.44029900510587555,1.0,0.3989400235100671,0.511709080239596,0.5153226217835297,0.6310160233893644,0.2346609290796476,0.5490853250025475,0.4158855800641249,0.4894311732607271,0.3099762384911592,0.6400117316655941,0.45858786394299006,0.486655144069289,-0.09898633565238917,0.0001917375947573857,0.12936856081433756,0.18368564403014312,0.556683115424872,0.5373902171099927,0.07951006259949296,0.584492021504768,0.2276736976228956,0.05636646809878893,0.5503277624634048,0.4504740051636574,0.49397808226473583,0.3012645983097958,-0.0738946362011184,0.48462833545834466,-0.18876950237200094,0.03071062963493319
Frontal_Inf_Oper_L,0.4131530208065939,0.673771261444618,0.22809587542557117,0.783630904892761,0.37817500220281375,0.19435959199796274,0.39895780428708055,0.550401684400139,0.6429181180408711,0.5024879781706035,0.6677129523033237,0.7196116436314677,0.6470243881703065,0.8551378472129553,0.3989400235100671,1.0,0.2791723252067996,0.3462975503603502,0.767383524611468,0.21258896073359848,0.20864189923989074,0.24340927829996958,0.632618580394378,0.4201191201753036,0.39593587561901866,0.44753121682274866,0.4654337959932122,0.3305552728321937,-0.14159789901043232,-0.23993196864265873,0.19220905926338558,0.8330589641833301,0.5613524606478566,0.025737671786317643,0.36150690824562504,0.3102424492326159,0.13497347383207128,0.43142561325085993,0.8590479653140198,0.413963684418531,0.21244559410135166,0.19780508641563024,0.5562653714322413,0.05452312697790758,-0.0852374215902521
SN_pr_R,0.5075778788692699,0.05036373047713434,0.29116387815487044,0.4114046892418423,0.4103469711655862,0.33448937183828703,0.16945605849480624,0.5015611145778709,0.5670857435681824,0.11833607864909779,0.06076391687163256,0.5196878365086607,0.5997632452193864,0.4116222261995897,0.511709080239596,0.2791723252067996,1.0,0.5777540892185563,0.4469017941895565,0.5796054575378405,0.7802738479955917,0.09906201637843302,0.4372711802469545,0.37030872930659564,0.6496471866912304,0.5910598641228487,0.4356668014629574,-0.025657128136145322,0.23482182119894976,0.18027912601478063,-0.07988335600803545,0.5022932661164763,0.7285043424552528,0.2816728484483108,0.6358862100803421,0.10979724660230551,-0.18604571632082462,0.45376104271354667,0.4804104148525392,0.44928099163501306,0.32104843575697334,-0.20656268089742877,0.7322910639976679,-0.179505463670125,-0.17056963465998726
Thal_VA_L,0.4808520897707275,0.33430515131032595,0.36142012965876286,0.2513082579490821,0.288223349693168,0.13639641551779672,0.331590112489739,0.24587645210800535,0.614018280961882,0.29570579265054736,0.2712995879776919,0.45327060492626947,0.5785375903803648,0.34033717104152306,0.5153226217835297,0.3462975503603502,0.5777540892185563,1.0,0.4077450697346835,0.3943832836602323,0.6030045502080075,0.04791951701618958,0.6347061392056005,0.2983432933969427,0.5599390788678865,0.45541054638476086,0.3901446955246059,0.11592909754049616,0.10800426429722972,0.047751030544864785,0.20694770326510778,0.468839560936791,0.6901939827283039,0.08034133873494734,0.4939864169594407,-0.14235592120137852,-0.3429300691851972,0.44045233255414984,0.45344661939541187,0.207758800907958,0.3681171542414707,-0.10999752147865091,0.7163340563296429,-0.42382579303109175,0.06964761283928032
Rolandic_Oper_L,0.5863592150154944,0.49104824493972066,0.2908359003076518,0.6917551746043611,0.5145612760731422,0.03672107202022912,0.45605594584983955,0.4755343395923535,0.7200746417277987,0.23088413422726312,0.5201316491811084,0.6259265209980986,0.5676445211553948,0.7471414346202327,0.6310160233893644,0.767383524611468,0.4469017941895565,0.4077450697346835,1.0,0.12264104554534543,0.4908999271265234,0.3263037439527056,0.5688296183219294,0.3907851323377508,0.6470118274272123,0.5496572680034449,0.7549294948591302,-0.09997577062533979,-0.1041584308582726,-0.2446125226960734,0.35603154812895205,0.7489912198414663,0.5846780500687191,0.014950354498736232,0.5541989762845888,0.4031295490717167,0.14375636795812358,0.7347323716631363,0.7269030585558467,0.5157406313090013,0.3468475679329623,0.16975009546175165,0.5168746367933243,0.03821597540110056,-0.013632702986393824
Thal_VA_R,0.1399729649934154,-0.1348445994055954,0.16022234166119143,0.3066520955873408,0.12825742875260124,0.6355227384965291,-0.08041829642391808,0.47286723036313105,0.2693112883844745,0.13753672944774598,-0.15596515435295294,0.4158849273909295,0.4721174663076637,0.28569367468033763,0.2346609290796476,0.21258896073359848,0.5796054575378405,0.3943832836602323,0.12264104554534543,1.0,0.5931531941992443,-0.1219178681650802,0.21778938110540058,0.1889742087900483,0.3048595755778149,0.488844744892234,-0.015686330691514126,0.26943773915787417,0.3349591869569088,0.3128503397236048,-0.43305823770280094,0.3650448260649006,0.4705248184580383,0.29491083563198406,0.3808366925022177,-0.021507962004619553,0.00047203776400813347,0.00024016431331864985,0.38023346635219785,0.3958393153547096,0.08565886992143178,-0.5155708966904657,0.5156584045034689,0.10562145749764358,-0.13791326040638985
Hippocampus_L,0.466149169627262,-0.1421416293602156,0.39477289782544955,0.4175555012951434,0.36826475688405136,0.31386730210894054,0.19265473409687156,0.5844934191443866,0.42643182225728066,0.001229458864837511,-0.17039988168678066,0.5376641049489569,0.538304705215658,0.38913785069789186,0.5490853250025475,0.20864189923989074,0.7802738479955917,0.6030045502080075,0.4908999271265234,0.5931531941992443,1.0,0.17494966639844026,0.35026425249242027,0.2712664901126656,0.7752516745073624,0.6282740222744193,0.45415647200836123,-0.09776333116690702,0.27873176238013947,0.3319655396685645,-0.048151495626020044,0.4888313805994773,0.6525081780815312,0.21113129509357767,0.703547111158455,0.1944860594940648,-0.0390708101417072,0.5152154586687187,0.48686402182075106,0.5078630159030312,0.21317137960061813,-0.3702585500952514,0.6508826234501878,-0.075211774489514,-0.025855506076351217
Cerebellum_10_R,0.08885682016990751,0.08197762127878545,0.09575477836336782,0.35891460621041005,0.6110148419740192,-0.0799695596519935,0.25943839600540236,0.310627035611215,0.014849356585802458,0.32665897830283447,0.09881658206639385,0.4078471005015946,0.11059876657298681,0.27364361709575724,0.4158855800641249,0.24340927829996958,0.09906201637843302,0.04791951701618958,0.3263037439527056,-0.1219178681650802,0.17494966639844026,1.0,0.3105983794839096,0.2161466398677828,0.4329657143512145,0.0820021697999831,0.18251830260250318,-0.05583430394650197,-0.11187711561610955,0.2820990855434372,0.2422716346632754,0.40436288981082,0.20540105358254182,-0.17351168224709723,0.22832192472367974,0.06324708158863479,0.09306876823577603,0.23796428135618566,0.28944862417781125,0.0805463453419452,0.3121162426506676,-0.028124663992872723,0.16312909983857843,-0.21082988734026176,-0.010079485921193124
Parietal_Inf_R,0.4023756588238722,0.6876749752284321,0.2884012436996518,0.4851385241138115,0.5858614283328699,0.19660577584394953,0.42847738365377475,0.3052535880890867,0.6823255685332302,0.7879562281837426,0.634146595396165,0.6630240432394829,0.6100528494351275,0.5685653475171398,0.4894311732607271,0.632618580394378,0.4372711802469545,0.6347061392056005,0.5688296183219294,0.21778938110540058,0.35026425249242027,0.3105983794839096,1.0,0.5701882377156718,0.5262963570376711,0.32737389246989973,0.4021200194665604,0.17820413479819042,0.05752707889522625,-0.03621374249609634,0.22559230810668943,0.7239298056487942,0.8118356901120065,0.033633151756971624,0.36470488630586506,-0.23591794966294913,-0.44734141520665033,0.32193732610371056,0.6707174854986181,0.21092985426073518,0.5921545898544359,0.09997061767829137,0.7671364211069979,-0.5285101329495161,0.02223592833540186
Occipital_Inf_R,0.37300518192865856,0.3641356308975878,0.2368007390263684,0.31392546021958656,0.333223820286864,0.2861643753634438,0.26813705508917113,0.27863360435787055,0.4983386598423422,0.3692490547151329,0.3308846838515993,0.3795384100043921,0.40318379724657494,0.34413825666110287,0.3099762384911592,0.4201191201753036,0.37030872930659564,0.2983432933969427,0.3907851323377508,0.1889742087900483,0.2712664901126656,0.2161466398677828,0.5701882377156718,1.0,0.37191747538353664,0.20344916325617501,0.2982995804541499,0.17774655771468484,-0.024698709753501406,-0.06162654387726614,-0.016276873038767296,0.45319558708360197,0.5331277131139,0.17986741519449687,0.3789907305639089,-0.04560106156985403,-0.201869230853833,0.2918372797533973,0.41801140025866246,0.3584637337296342,0.22723971539555526,0.09388785120176159,0.48920116032642874,-0.3353828010758007,-0.16282101812296704
Thal_PuI_R,0.5886346055800564,0.15637395487241967,0.45152409102433716,0.5277875068922392,0.5403981994221481,0.18829956128416153,0.3431399359727727,0.5711776115287358,0.5051532565979799,0.17260650392853377,0.12282407033682198,0.6316255798171994,0.6113861868003247,0.5311350235649809,0.6400117316655941,0.39593587561901866,0.6496471866912304,0.5599390788678865,0.6470118274272123,0.3048595755778149,0.7752516745073624,0.4329657143512145,0.5262963570376711,0.37191747538353664,1.0,0.4388458526568397,0.6028644724384894,0.0031368325397817644,0.08258050974487328,0.18242123230780363,0.20242391305563756,0.6219034329983709,0.7159906185475011,0.1767320483927613,0.6651744981478471,0.218388982924559,-0.07358029520024495,0.6739738308007779,0.5930751205099105,0.4530462505451727,0.3113159358556639,-0.14558609844111964,0.6637478292115486,-0.22500515540819124,-0.008612927605440737
Pallidum_R,0.22206512464639966,0.026318157943099288,0.05527523771102044,0.5996081094257083,0.4327252729394338,0.21892996508762189,0.2733159586734444,0.5471411778260264,0.45615198948025953,0.12128905961915364,0.09682412796871735,0.5687692133316058,0.39250295790499323,0.5562821160912035,0.45858786394299006,0.44753121682274866,0.5910598641228487,0.45541054638476086,0.5496572680034449,0.488844744892234,0.6282740222744193,0.0820021697999831,0.32737389246989973,0.20344916325617501,0.4388458526568397,1.0,0.2882721653653562,-0.02538194202243631,0.2398772323115495,0.08673829534630735,-0.017759221973607547,0.5813480071233296,0.5250261576110286,0.098091662756645,0.49758505662540964,0.273938150085285,0.10093622036099324,0.31301346464846685,0.5658371327006168,0.47346047276856396,0.2961104082431679,-0.1339419824998972,0.5926740283636708,0.16803567527438354,-0.08797279315578546
Thal_PuA_L,0.786293335839657,0.4403944031993804,0.42895672911363786,0.37000228604283175,0.22889725480172,-0.06551811122203646,0.22317630112070322,0.23693103618658443,0.7056712783462848,-0.018726159348889077,0.46963405976505135,0.3382007298475287,0.5556141329474615,0.4305789505264245,0.486655144069289,0.4654337959932122,0.4356668014629574,0.3901446955246059,0.7549294948591302,-0.015686330691514126,0.45415647200836123,0.18251830260250318,0.4021200194665604,0.2982995804541499,0.6028644724384894,0.2882721653653562,1.0,-0.21823950451310764,-0.23446155810025598,-0.35750966432298836,0.399522339277869,0.4371484515018911,0.46133413032612913,-0.0622991055762745,0.6001824773291801,0.33837191645512604,0.007369604871064734,0.7829453595620499,0.43613298745347306,0.336696940171789,0.22108340534300927,0.20669930072316184,0.3843302831483236,-0.08036154398367601,0.07355883941257192
Thal_PuL_L,-0.01877863628461798,0.2680450579844321,0.24490405693436915,0.13459696359598408,-0.18112408420813317,0.3004253531347789,-0.08595676422603034,0.27921479510888036,0.08348771718785311,0.2861209647797212,0.17965478127618523,0.20000513961256408,0.27433604395634364,0.203404933384016,-0.09898633565238917,0.3305552728321937,-0.025657128136145322,0.11592909754049616,-0.09997577062533979,0.26943773915787417,-0.09776333116690702,-0.05583430394650197,0.17820413479819042,0.17774655771468484,0.0031368325397817644,-0.02538194202243631,-0.21823950451310764,1.0,-0.07183492793309806,0.027495813271771363,-0.30617587299268006,0.20899448628173342,0.22370475363976672,0.24986719390329393,0.0026726327271765857,-0.030503922905679014,-0.03708320677943614,-0.1246233371355136,0.26301070874460536,0.028252022034927184,-0.28971435852950783,0.042575211949305025,0.2703841737668623,-0.09206411553969197,-0.1785987818872067
Amygdala_R,-0.20673902591791546,-0.3104091053518918,-0.1479835560812278,0.13845397837322485,0.27248358187363797,0.3227522586201167,0.2578897189962871,0.18656920849806333,-0.10054140265429772,0.15248775984681315,-0.26852880913238897,0.2410673678651755,-0.013172933591394842,0.11231319793452016,0.0001917375947573857,-0.14159789901043232,0.23482182119894976,0.10800426429722972,-0.1041584308582726,0.3349591869569088,0.27873176238013947,-0.11187711561610955,0.05752707889522625,-0.024698709753501406,0.08258050974487328,0.2398772323115495,-0.23446155810025598,-0.07183492793309806,1.0,0.29500448717164696,-0.09880952501812612,0.15292701967649777,0.1156635617484872,0.3293521753016815,0.04399295640195476,-0.061098283826958345,-0.13164414922036272,-0.16440815578519025,0.1204410937933559,0.08648434829004727,0.21167499968172013,-0.22595168115609146,0.18357126767170553,0.06641313800129758,0.2525792301033017
Vermis_7,-0.3721282529953958,-0.5551094013886422,-0.08639100399107935,0.09201370506789264,0.22802583457673198,0.2139883775274087,0.021577352149865565,0.4055109858381897,-0.4944031597384792,0.18759911527521259,-0.6452995760129503,0.27071725616423964,0.04302589186367865,0.005421007666586229,0.12936856081433756,-0.23993196864265873,0.18027912601478063,0.047751030544864785,-0.2446125226960734,0.3128503397236048,0.3319655396685645,0.2820990855434372,-0.03621374249609634,-0.06162654387726614,0.18242123230780363,0.08673829534630735,-0.35750966432298836,0.027495813271771363,0.29500448717164696,1.0,-0.38846348015082255,0.07764487408433927,0.13159736414669854,0.1902313813370811,0.11231328520014605,-0.013391309702613074,0.1568727501647589,-0.29494538227168166,0.053741057098896323,0.11429826926279428,-0.04305235044565565,-0.41693260137778765,0.1704158177443705,-0.021475750027427607,-0.04649763858359712
Vermis_1_2,0.3245114802631726,0.3227885968435991,0.14811924225406328,0.1221436878465906,0.2526454344260801,-0.3231571693313264,0.4038345491945168,-0.1732262622751837,0.2775427703905961,0.04466024446606135,0.37359698959412235,0.06496372268188541,0.02866552293353035,0.15049341675307742,0.18368564403014312,0.19220905926338558,-0.07988335600803545,0.20694770326510778,0.35603154812895205,-0.43305823770280094,-0.048151495626020044,0.2422716346632754,0.22559230810668943,-0.016276873038767296,0.20242391305563756,-0.017759221973607547,0.399522339277869,-0.30617587299268006,-0.09880952501812612,-0.38846348015082255,1.0,0.17393358885723323,0.04429448960473755,-0.27624014922241846,0.040781969195406456,0.0013724328464855692,-0.13747411684442934,0.45401052516999313,0.1371765735364567,-0.09280086149465994,0.3006778567860974,0.29944902324963263,-0.01570752983825866,-0.17278894182222393,0.4666287522243256
