,ACC_sub_L,Frontal_Sup_Medial_L,ParaHippocampal_R,Thal_PuL_L,Vermis_9,Rolandic_Oper_R,Calcarine_L,OFCant_R,Vermis_8,Vermis_6,Supp_Motor_Area_L,Supp_Motor_Area_R,SN_pc_R,ACC_sup_R,Occipital_Mid_L,Cingulate_Mid_L,Thal_VA_L,Precentral_R,Thal_LP_L,Fusiform_L,Thal_MGN_R,Thal_PuM_L,Angular_R,Frontal_Med_Orb_L,OFCpost_R,Precuneus_R,Vermis_10,OFCmed_L,SN_pr_R,Fusiform_R,Thal_IL_L,Cerebellum_4_5_R,ACC_sup_L,Vermis_7,Cerebellum_10_L,Hippocampus_R,Heschl_R,Thal_VL_L,Frontal_Inf_Orb_2_R,SupraMarginal_R,Temporal_Inf_L,Amygdala_L,ACC_pre_L,Frontal_Inf_Oper_L,Occipital_Sup_L,Caudate_L,Temporal_Pole_Sup_R,Thal_AV_L,Temporal_Pole_Mid_R,Heschl_L,OFCpost_L,Occipital_Inf_L,Raphe_M,Thal_AV_R,Cerebellum_7b_R,Cerebellum_Crus1_R,Frontal_Sup_2_L,Red_N_L,Thal_MDm_L,Cerebellum_6_R,Rolandic_Oper_L,Precuneus_L,Thal_PuA_L,ACC_sub_R,Cerebellum_3_R,Temporal_Sup_R,Thal_PuA_R,Angular_L,SupraMarginal_L,Parietal_Sup_R,Cerebellum_4_5_L,Occipital_Inf_R,Olfactory_L,Frontal_Mid_2_L,Rectus_L,Thal_VPL_R,Cerebellum_7b_L,N_Acc_L,Cerebellum_Crus1_L,Cerebellum_10_R,Temporal_Mid_R,Pallidum_R,Insula_L,Thal_LP_R,Raphe_D,Thal_MDl_R,Calcarine_R,Thal_PuM_R,Frontal_Sup_2_R,Insula_R,Cuneus_L,Temporal_Sup_L,Temporal_Pole_Mid_L,Thal_IL_R,Postcentral_L,Thal_VPL_L,Cerebellum_8_R,Parietal_Sup_L,Caudate_R,Cerebellum_3_L,Cerebellum_Crus2_R,Precentral_L,Frontal_Inf_Orb_2_L,Frontal_Mid_2_R,Thal_MGN_L,Temporal_Inf_R,Frontal_Inf_Tri_R,Amygdala_R,Cerebellum_6_L,Postcentral_R,Frontal_Sup_Medial_R,Paracentral_Lobule_L,ACC_pre_R,Cingulate_Post_R,Hippocampus_L
ACC_sub_L,1.0,0.21828784903370105,-0.16061617903440417,0.07889135742954578,-0.08510145905644599,-0.21502786852706848,-0.1863331317923933,0.23918397040888492,-0.20878529765323758,-0.09122042991288817,0.033549284429952794,-0.022963943540473642,-0.07768069906451154,-0.15256382528845755,-0.04874192536543127,-0.0942303787576674,-0.17412515139182094,0.027882667339431993,0.05586062726132422,-0.26514047032796867,-0.0334886427336771,-0.030759436546313752,-0.037256818481423884,0.21197238399202656,0.13986526750267808,-0.024079864034468455,-0.14551771319058765,-0.029663778848924897,-0.0707276163906051,0.04197214559335639,-0.09767287536792449,0.0006010997232415754,-0.054707202111267395,-0.07991680798613339,0.15682580705078603,-0.20249018131416158,-0.0726358498667899,0.006787066965962727,-0.008296301779512174,-0.08822952054318628,-0.14023842777323045,-0.018991797798897647,0.04435236992509047,0.061334801449923516,0.02454712211848875,-0.04564722583634295,0.017208153843499732,-0.13209227609178417,0.1285754456579299,-0.1459206553162456,0.0178357568550359,0.09922795518170077,-0.041672285527244966,0.02286407368100558,-0.10028361950882596,0.22523322686439382,0.23137582997900047,-0.07169060049788498,-0.03266932189631055,0.17443507098269012,-0.07928749090089979,-0.037053967062594034,-0.10270187326724632,0.19891456236188462,-0.25622080679508824,-0.024720228368255107,-0.14120941894866154,0.007881923832322599,-0.02807841232268184,0.00349312417796124,-0.09098824079176093,-0.04327013625986524,-0.0630803760040651,0.02245652100142582,0.0003214211853338095,0.0063328834847150095,-0.23629506728003605,0.15666359496030216,-0.14720741990739578,-0.3119572114962188,0.05333621348573284,-0.014821008938764618,0.022584440067463844,0.07662081398981753,-0.05487595006935063,-0.060526235794890554,-0.16140156103180467,-0.1625311530114105,0.07152336311241592,-0.10960359677680649,-0.08967668209884377,-0.23125659194796278,0.16262594579406364,0.031659642112545315,-0.002203856563181002,-0.04935786249659414,-0.12117832255652586,0.046022950243096584,-0.0453114935133657,-0.22020653202239002,0.2288121428744318,0.04942730631950283,0.051037088498778665,-0.02092501136871251,-0.19820261306827686,0.13167209140712147,0.02348618070037706,0.055120986948086925,0.1069157146648732,-0.031505847765566426,0.16952078418941952,0.060045475611201875,0.06210430705961269,-0.09852160324924877,-0.21792905701923646
Frontal_Sup_Medial_L,0.21828784903370105,1.0,0.05797108347655107,0.37945210890625425,0.07488432954805677,0.3357734256071492,0.02331330798383149,0.5086275873770487,-0.11205652391195715,-0.10257620663213832,0.637063940617058,0.5251100017642637,0.1410352048746794,0.4823276971133253,0.0447322927064042,0.23617377887173485,0.04086925142150501,0.6666160501328,0.3801101792091469,-0.1338080048142773,0.07001160894913154,0.2324799839245616,0.20336249466169926,0.3551495584483816,0.70528312716432,0.4080425847935968,-0.10670073625030406,0.318591144860118,0.17889516284499538,0.021078587843178724,0.28860734684258577,0.046744869191515215,0.5950609497315228,-0.058646923295738555,0.20593537992848432,0.1733964335769544,0.41894425927552437,0.33073152257079197,0.5637328866004097,0.36315859104333165,-0.026221828861891335,-0.28708968767975807,0.6667579178872093,0.6573655477764745,0.15976540065816877,0.6404690425211824,0.3772638173183093,0.04966569666674094,0.10774447379255622,0.2833918969500046,0.518986346905246,0.35996028133901964,0.10611793965083062,0.18524022118050543,-0.23490525285535005,0.06486491373795937,0.85928202577611,0.15947314569038068,0.48002328190499466,0.014585425108154347,0.3999602153417576,0.3242110012395663,0.24695963712502825,0.229863317289438,0.17936963496341407,0.4084772540742244,0.2626749682278513,0.3663301115524404,0.49015443891553495,0.1584037063873929,0.21738584031598657,0.17578821482935114,0.43461313561036513,0.7115977431984557,-0.22107270462404474,0.4023051568034843,-0.22720078612898514,0.4297805378667985,-0.14381967030814305,-0.0026882115962122964,0.3217880825326937,0.37909689569266625,0.5655892310270126,0.276275484302439,0.16483083050366829,0.045942087003091846,0.027537575684324724,0.3384943570789482,0.7374796622121612,0.5818223853673811,-0.023439061959077422,0.42336488440385805,0.2634477052245043,0.4104264486086518,0.6323509941720216,0.3915891242526766,-0.12645765060601,0.30804613400833214,0.41426003126359184,0.22870776333132067,0.24874238842297583,0.7154415878625466,0.6690987292823186,0.686691656030066,0.11333882920424404,0.003888848148884792,0.7356405088364398,-0.01644590279082588,0.2401232044640684,0.5423506883492153,0.9104503971615581,0.6506606445298323,0.7904568166142742,0.4801354085009332,0.1478037598592605
ParaHippocampal_R,-0.16061617903440417,0.05797108347655107,1.0,-0.06743809674486687,0.372890534463533,0.4180301639481455,0.5442868938049927,-0.2990835684838097,0.6050766550606873,0.09134269059652286,0.5864870099056215,0.5993884059623719,0.8061554342789035,0.6169354309923394,0.03347082667742739,0.7841609764504363,0.7003681357964181,0.42873382042340513,0.29700614623945465,0.581948401472534,0.15130405333024316,0.5939436000028931,0.18242108320407774,0.04182317347694336,-0.08796053041239105,0.48734504778005866,0.06841616111652774,-0.0026346571872714014,0.8192667447869271,0.46808152634654726,0.5318191446425057,0.5522465447719199,0.5725598547776831,0.23392854159883925,0.13170670791231867,0.8974752294356965,0.5600933228459528,0.6688633402082887,-0.008787460141251773,0.3130565648657842,0.48308307424703106,-0.13226400428769938,-0.05053766078554342,0.26568775906577025,0.05262480375579352,0.424232639675538,0.13288997676095668,0.39488496337268597,0.05374972344451684,0.5090571949646132,-0.07631139145074445,-0.53056115699199,0.17856907885776444,0.7483707302457716,0.5672471105604551,0.2267996564511995,-0.20660453814297186,0.5921066512819562,0.6377830080818885,0.34081428142667075,0.44807353935287336,0.5709003175250107,0.3961749388163271,0.13047335549931996,0.3798802505362491,0.558776180786029,0.44343476851374125,0.043760576832640466,0.3689507931614982,0.2496046049417498,0.5823763639097755,0.3627961800947572,0.3677031801299147,0.5564970297518952,0.07596816640861326,0.7150607659010126,0.5081526674093771,0.05100869249479282,0.11460414083948366,0.13652491477466205,0.06027788330458108,0.6364981383500077,0.16568332280037193,0.16921557073404792,-0.09871333181451213,0.48173719117064157,0.6191084135499673,0.6965736947685487,-0.11910385016068842,0.3745817554349907,0.31677079592925683,0.6703365381964987,-0.14236142723621162,0.40478943632185466,0.511470764180766,0.7073014170146191,0.6414567222259274,0.36859269377880416,0.5490642333069093,0.40828245313844774,0.013781711804595044,0.3506891953405957,-0.06543961217135877,0.4393978066576845,0.24564991210231696,-0.3093412918270263,0.3193858465972719,0.28274418745318797,-0.035936102484441824,0.5417536327089053,-0.11137140203217687,0.4229382635234163,-0.012339254570722468,0.5463898605662689,0.8094747955342104
Thal_PuL_L,0.07889135742954578,0.37945210890625425,-0.06743809674486687,1.0,0.11901976360473666,-0.11839254575425269,-0.03528424935255974,-0.09206411553969197,-0.05745365495150526,-0.09148463811878299,0.26358243169293577,0.20000513961256408,-0.012674584299932448,0.21556080836915514,0.1704515535061685,0.22370475363976672,0.11592909754049616,0.13459696359598408,0.3004253531347789,-0.008032854643374377,-0.008253476134019246,0.26298165720849165,0.0973810332693741,-0.0026574322123842963,-0.030503922905679014,0.29616256030896704,-0.07380870336974085,-0.08761954429169105,-0.025657128136145322,-0.17907360838895725,-0.05464182031700489,-0.15539515087167072,0.27433604395634364,0.027495813271771363,0.24986719390329393,0.028854160243605317,0.17446541983876196,0.14476662228171674,-0.009501302319482183,0.168978543449036,-0.14009141355131427,0.07107215554679687,0.12511392000782978,0.3305552728321937,0.2680450579844321,0.4558223521997856,-0.10827810430635362,-0.16258505805816853,-0.007381938679042475,0.3326942597359684,-0.01823971230360844,0.24180400481474476,0.08396129802845981,0.0841040371225674,-0.28971435852950783,-0.13525739538102452,0.29057200994631577,-0.007834814564895364,0.17310198105420058,-0.004707561720895616,-0.09997577062533979,0.30583543921877965,-0.21823950451310764,0.11317424146501813,-0.1246233371355136,0.2218818545000013,-0.01877863628461798,0.4101532303916252,0.28910425476868146,0.2861209647797212,0.08348771718785311,0.17774655771468484,0.028252022034927184,0.34079692853068355,-0.22605392272049277,0.2897714184864917,-0.3098556398867285,0.23473971401978885,0.06479054819313709,-0.05583430394650197,0.16235653007104778,-0.02538194202243631,0.04107539322863441,0.12596218327892994,0.26408553540901797,-0.23529653887107774,-0.08742574778846512,-0.026023078837646794,0.31435139728808414,0.17347768709670142,0.05920307141882296,0.08999207738606695,-0.0508663817357588,0.27590097695299165,0.26301070874460536,0.1948587517417183,-0.25670346061153965,0.37867622926891875,0.2942988968266552,-0.11846478665779223,0.0828753504091036,0.24022753902013122,0.1850140885126537,0.27921479510888036,0.24490405693436915,0.042575211949305025,0.3234476477064188,-0.07183492793309806,0.4223154084060819,0.20899448628173342,0.27983125522160407,0.203404933384016,0.26914095141506145,0.4312707879419151,-0.09776333116690702
Vermis_9,-0.08510145905644599,0.07488432954805677,0.372890534463533,0.11901976360473666,1.0,0.30647456011320634,0.10972617024305825,-0.133784064606724,0.387653285781172,0.20335125109151708,0.37275515676470145,0.3705658518223633,0.46107988215266726,0.33394178483384873,-0.17635326712318336,0.41832622833126476,0.2730385198243399,0.3515269412524678,0.41432299211530116,0.40270892718752516,0.04827237315080483,0.17170483892082497,-0.06705337544550119,0.1897899430772916,0.07941375870976773,0.23258762750865236,-0.08745032204702326,-0.06080348467246471,0.4067435820408024,-0.0897967568056211,0.19860055143137864,0.01473608299097269,0.3619766053187747,0.1845902682729045,0.4415190535794039,0.3786706084531632,0.4396015669544713,0.30812044921753123,0.1250621121730373,0.16920450349711896,0.16033410049213898,-0.19599212808506344,0.15493297287050542,0.10645466295164308,-0.1248016649829811,0.282485186991007,0.086731810307902,0.022399015925689873,0.0032163674326925345,0.5509777564681487,-0.06233101601963539,-0.06712575245531217,0.23067805325788765,0.21880760944186375,0.030518646802666683,-0.11937117414043022,-0.057040240027763076,0.49189672925578976,0.24391108863827463,0.001159610484549295,0.18715450689888702,0.2662194996270477,0.022233250516048447,0.18194948917169104,0.22549227712767733,0.27878929754575826,0.11513924958930608,0.15599300087003062,0.32347014391685375,0.10200176118075924,0.15001210388641517,0.09291628976598051,0.21453296001520825,0.31239073830935826,-0.09584854869746372,0.32492703379427706,0.23099505732444942,0.05821949835323561,0.3852142598840268,-0.011934753098382026,-0.1928714992543221,0.2612218589858604,0.044539391353585714,0.07756465307451094,-0.14933984139096854,0.2188880903517465,0.16303584326680884,0.3385269616509193,0.06914614794820605,0.2980698996613624,-0.06939793483775006,0.4011478704752902,-0.1770122213346913,0.2454368188905819,0.3644186609970652,0.3044920260072407,0.15412168657007397,0.20524636291732176,0.23316557235734378,-0.06957855453357552,-0.15123331406509227,0.31801348610565,0.08741052678360711,0.4682111839036898,0.11110523001804475,-0.2662349666746434,0.33216255907435577,0.27676940874686085,-0.11667572877266574,0.3382887867171139,-0.012668576944977923,0.3168823700637247,0.11906222516653595,0.25882004383378465,0.4457768446318778
Rolandic_Oper_R,-0.21502786852706848,0.3357734256071492,0.4180301639481455,-0.11839254575425269,0.30647456011320634,1.0,0.5267163131156862,0.029190775185547715,0.17703116035245647,-0.012408557542050253,0.5534713136662366,0.547978260118532,0.32544800508852473,0.450517111768846,0.23423534682239908,0.48817495849132514,0.35811483744977723,0.6196725935635806,0.023831323065790673,0.32958314227991437,0.39644259484226674,0.3614118023526143,0.2920575433572719,0.06878538237086923,0.5703844632501917,0.43245966651720247,0.16799921701527432,0.47854560928691003,0.4840371573386323,0.18252770842389301,0.6455694914314717,0.23249810131674148,0.506206370261026,-0.030115300240185723,0.10521942491354212,0.526591655904686,0.5401103184125128,0.39686071795825034,0.6342649751574342,0.5100097431034707,0.5192772749535657,-0.03630362163155676,0.4171976547646654,0.5191187087778496,0.2121619331121363,0.27562892254437305,0.7374075171356432,0.17351140246906108,-0.06412049816655166,0.39573673126469916,0.6635669932438211,0.00020234173709825798,0.3705662732384094,0.28260662009333576,0.11227538233676244,-0.2404220593858062,0.29632360330250346,0.4693041116976409,0.542182531617942,-0.18924188968478783,0.7870845527254211,0.3904407640751753,0.6966782648956785,0.04381458562681261,0.8207651105742215,0.5281900622662876,0.5871915867844201,0.23412747807839,0.5542341409006739,-0.013025839856374203,0.47489912022137953,0.26354009923441496,0.5169947083745928,0.5668530389480406,0.08975419683534018,0.42702499159423457,0.26279355312503044,0.3343291437892777,-0.05527123276243918,0.4517750143926664,0.33980667748892024,0.46917983787512074,0.7346532939769242,0.2748687667980279,0.11834322498797636,0.2996013519462155,0.5399037243356801,0.7797311270311528,0.4564429792880581,0.825133388602072,0.32540913360859114,0.7782029333789843,-0.064212312705352,0.31400243840918657,0.5871166713650625,0.6159111816171383,0.32269574278081414,0.12780393010776842,0.11658718359948837,0.6824520746298938,-0.11136007220393324,0.5581726782649925,0.600397633464133,0.5960827600963343,0.32866238282010035,0.060041025069216034,0.5661099430743741,-0.1474317461207414,0.10434223981804105,0.600721401953401,0.41877945262271987,0.6044827434501685,0.26598912535739766,0.3411094408150934,0.5906517784600348
Calcarine_L,-0.1863331317923933,0.02331330798383149,0.5442868938049927,-0.03528424935255974,0.10972617024305825,0.5267163131156862,1.0,-0.41196655571484414,0.03206554061849837,-0.32205582014060324,0.47020801287336705,0.4078822968227781,0.2521791046185314,0.3090689690693931,0.6829795092196537,0.6329833378484657,0.5648872638315925,0.36695695649166665,-0.015248950823089321,0.3616776619792718,0.6694336990042743,0.5289192307518641,0.6495214551708193,-0.1953124369036094,-0.11463714428657004,0.5992122046223154,0.2178282020537425,0.2604833425672052,0.45817286795760775,0.7167442554314031,0.3797648794232595,0.7303650097585013,0.4322065954794283,-0.468601598093286,-0.12115595253983692,0.5237030882811774,0.37441650584122177,0.49300556817681984,-0.10589992959785015,0.593601611513483,0.8187377482018093,-0.00760208565438716,-0.09433651443206295,0.5800923382521116,0.6693116525548626,0.2870392189808513,0.3850715631003142,0.29697025002559413,0.30850610871857304,0.09273968974474849,0.3539326716643967,-0.4247866920877114,0.6588155491870986,0.43267850509386047,0.5461782426635338,0.23673780869944805,-0.17576198744627577,0.2572609815851704,0.45189920072433853,0.42382461919594844,0.7262431532982683,0.6178421377612476,0.6665994056165072,-0.10737438141027596,0.6555412198788744,0.7272269893457759,0.6291836544903838,0.31972384685454175,0.5516041523093336,0.2596043052585641,0.8874735487994427,0.47038410169393813,0.2402876480497639,0.4454151300924302,0.018836755516642198,0.4768846360944349,0.24898070871116587,0.15651131666794074,-0.3042198386219666,0.22282154055876657,0.6819017824955341,0.3857698666212786,0.49307481837089345,0.3122595856270519,0.4236487923430937,0.13043418895695788,0.9309284457141364,0.6349808703088098,-0.1708607902495605,0.3694875644553022,0.7597944025836123,0.5693580014248563,0.020857175642235107,0.4036560820483138,0.4930915451090602,0.5788125561545838,0.6023919594350073,0.3371115155705489,0.33658700766056976,0.7654755587420947,0.4078590631895702,0.3324094494078741,0.13244130703092935,0.08438602221300551,0.3538126248574199,0.17603742167624098,0.18016067856418128,-0.19119130270775994,0.5021796797614464,0.5333486508917948,-0.10292632880087867,0.4506572245541027,-0.11073919037051518,0.43138896840238855,0.3718071827197299
OFCant_R,0.23918397040888492,0.5086275873770487,-0.2990835684838097,-0.09206411553969197,-0.133784064606724,0.029190775185547715,-0.41196655571484414,1.0,-0.2622257880348852,0.02204041105394974,-0.0364436026420194,-0.10142969783709099,-0.1213359676035474,-0.12675572645960534,-0.37750989910171384,-0.4243305496239548,-0.42382579303109175,0.16565624014217423,0.06911722044583873,-0.4670373267722428,-0.33087306955751705,-0.29002578646562016,-0.27956245953288866,0.40639580441203954,0.6414117635076637,-0.28497652957483594,-0.2431139804283397,0.22746291609256072,-0.179505463670125,-0.23947475991346592,-0.1246051306168036,-0.25494524009397257,-0.09807856440854966,-0.021475750027427607,0.04970726623224035,-0.2514766665521036,0.018950972310237506,-0.030171155485233907,0.45964980275303347,-0.21967137742007425,-0.4439933971370888,-0.2499233273898192,0.4847695548536821,0.05452312697790758,-0.3498001040066822,0.09209275549153231,0.09810031164026957,-0.004246140325425522,-0.053197861211643875,-0.10418628315631025,0.2989059853120751,0.28841425048377367,-0.25823424456685196,-0.24026146018332523,-0.4043325019047951,-0.021709266567803476,0.6369242064716115,-0.07277158454847,0.014421453525002374,-0.23017901510900027,0.03821597540110056,-0.3774304474224365,-0.08036154398367601,0.1820757403304405,-0.10870275458032194,-0.22109455024806765,-0.1919763035704236,-0.188587835119571,-0.1430599585149973,-0.37755663966918646,-0.30408590585542217,-0.3353828010758007,0.24881231620564073,0.056190839667899097,-0.09236168941397292,-0.09651750125411258,-0.3474160561114625,0.23126878043736535,-0.19523169061070825,-0.21082988734026176,-0.17255863799189441,0.16803567527438354,0.17975424313675661,0.03882998930679963,-0.2665499430466468,0.06086214431255292,-0.4059794636168017,-0.15573553766921558,0.41783835924546736,0.06239312225279744,-0.46910327622283016,-0.041115187262715784,0.3077357315127203,-0.030628928364287773,-0.016498891455243313,-0.19036103488809564,-0.38365754464548285,-0.35225052719465555,0.025183942593766703,-0.1405692162708768,-0.00678942210612352,0.16135479411468537,0.48457375101233446,0.20074360216379572,-0.2871610933507167,-0.11229533352928427,0.21183308309316345,0.06641313800129758,-0.28664274340779244,-0.0958945232249363,0.591763887174476,0.09528323430986099,0.6642111180707237,-0.2094358534531279,-0.075211774489514
Vermis_8,-0.20878529765323758,-0.11205652391195715,0.6050766550606873,-0.05745365495150526,0.387653285781172,0.17703116035245647,0.03206554061849837,-0.2622257880348852,1.0,0.4653459621358544,0.4256740309371601,0.5701373676425607,0.5793072296696874,0.4474229920381606,-0.22582010622704907,0.4688004152617066,0.3092954664519662,0.3597199715423947,0.33362537898391176,0.6212640275494482,-0.15542836834460605,0.025979469017137317,0.039436593501800156,0.14345630196548273,-0.16573636417082963,0.38460671613323394,0.158042622727643,-0.17039311153732928,0.42382691466354605,-0.02441693853623931,0.31068136268123003,0.030205913271614135,0.253840441407597,0.7317672402089327,0.13714375548798344,0.5129775171577915,0.436460945277353,0.16120688180335097,0.08428642597921247,0.2507349044697596,0.17772397695028458,0.06273206290918601,-0.05036358823066527,0.020317183130838763,-0.2441095731260391,0.055938576873128705,0.02248149278345061,0.20441890067355212,0.04092068286341441,0.5501634744884136,-0.2869557975519595,-0.12614230132418855,-0.1864932662395696,0.4695031663042334,0.4431262487918223,0.10283387777677322,-0.33749845243317167,0.5557172634224891,0.28941579452409283,0.05609295480850902,0.08923648620441339,0.42950826083143856,-0.10236532400228655,0.07968317208583764,-0.038947513493533356,0.2651673202845131,-0.09922142229972696,0.13003969469912857,0.3059979209645825,0.432273573399145,-0.041996669344547224,0.15163840926290675,0.22370802233176093,0.29214360541070766,0.10571791106318473,0.32897290385414274,0.7301159893266082,-0.09054214302623094,0.6304632880270304,0.391068584005438,-0.2793598807293224,0.3178227832774866,-0.12091564326593086,-0.07778949201780883,-0.3719897203100264,0.3050938195999757,0.1493392974700388,0.2541189974364652,-0.15433255040218744,0.1688068506101783,-0.1475502616113784,0.5028671377839972,-0.20963259970566359,-0.032754941327011844,0.3595679238053729,0.38120944493244796,0.5302711150348196,0.4277336992025925,0.28978747010458467,-0.009444927256072579,-0.3140860099847168,0.2934854725562104,-0.2046822268508516,0.4500354339883546,-0.03112834470165156,-0.4483452291944151,0.3440775569311873,0.4006985204982235,-0.38286486416112964,0.42033203320891743,-0.1869955060085331,0.28851066863187036,-0.14372685492781986,0.30526391581769763,0.5470938332143345
Vermis_6,-0.09122042991288817,-0.10257620663213832,0.09134269059652286,-0.09148463811878299,0.20335125109151708,-0.012408557542050253,-0.32205582014060324,0.02204041105394974,0.4653459621358544,1.0,-0.010991590651070747,0.10126644722001013,0.24348683942724056,0.023089984172009,-0.4790868097438794,-0.015944029896226154,-0.05147000863712826,0.038066313838335177,0.06915724875692589,0.11396528547083422,-0.311141193492684,-0.18351745076852433,-0.32813721139260255,0.09422854715662328,0.04350998347541167,-0.08332340894826838,0.06193243691251528,-0.12714443191824984,0.03681156414047482,-0.3980939633003158,0.12011984778518853,-0.403475716638392,-0.10339194324000055,0.6311277045668244,0.0940954758240612,0.035311326348443695,0.14531353681012646,-0.05969320700172812,0.2329997755469838,-0.15457261864277963,-0.2556686208403812,0.038562085869594455,0.032612454198699056,-0.2692262999993044,-0.510086261883108,-0.10451974151786772,-0.05916809934633538,-0.0893757397704095,-0.16031730610732695,0.2731932993725154,-0.19649024077878302,0.11621708469601924,-0.3079368465402996,-0.008205041454988722,-0.03045629908726427,-0.16567171948756979,-0.09158433927811549,0.29424180537524924,0.056427009098629875,-0.2742267834647978,-0.19403210839421328,-0.08422023460761736,-0.2553577988003594,0.046133663794930904,-0.19939704658698684,-0.186294350936778,-0.29249456035717386,-0.14774263384329395,-0.05713079981926205,0.029902398899536272,-0.44203546541900385,-0.155600124434642,-0.019675370421416243,-0.028946886353634335,0.04881548959224806,-0.019653144582055766,0.2233904898649418,-0.09518251308717146,0.44094465034347924,0.21879266428445598,-0.4489740275920059,0.05350142975777431,-0.18002546930191937,0.0073855401019621535,-0.38179090438070207,0.24146340348873063,-0.32039000347230195,-0.10191250989903997,0.030077059235346048,0.046011332506744496,-0.40333662813935806,0.05777831330707909,-0.29224375239100003,-0.2075338429954505,-0.045759144607805474,0.00831232491453092,0.0074300200052960196,7.786811724216087e-05,0.005721978660553279,-0.303453680652881,-0.46226920276070477,-0.010814322108279286,-0.09548444822230175,0.2463151316128552,-0.08615470942555183,-0.2483789470289817,0.1542092168830329,0.19856552830204383,-0.49345272260272627,-0.03502263668724008,-0.05079594502161071,-0.06645571681681144,-0.019332523667081724,-0.09171921023838206,0.17621997901223277
