,Vermis_1_2,Angular_L,Thal_IL_R,Thal_LP_L,Frontal_Inf_Orb_2_L,Cerebellum_Crus1_L,Vermis_9,LC_R,Thal_VL_L,Frontal_Inf_Orb_2_R,Thal_PuM_L,Calcarine_L,Thal_MDl_R,Cingulate_Post_R,Frontal_Med_Orb_L,Fusiform_R,Frontal_Inf_Oper_L,Thal_PuL_L,OFCpost_L,Hippocampus_L,Postcentral_R,Cerebellum_8_R,Occipital_Mid_L,Cerebellum_8_L,Frontal_Inf_Tri_L,Cerebellum_7b_R,Lingual_L,Cerebellum_3_L,Thal_IL_L,Rectus_R,Cerebellum_3_R,Cerebellum_4_5_R,Precuneus_R,Cerebellum_Crus1_R,Frontal_Inf_Oper_R,Postcentral_L,Vermis_3,Caudate_L,Thal_MGN_R,Precuneus_L,Cerebellum_7b_L,Heschl_R,Thal_VPL_L,Thal_LGN_R,Vermis_6,Precentral_L,Olfactory_R,ACC_pre_R,OFClat_R,Lingual_R,Thal_MDl_L,ACC_pre_L,Frontal_Sup_2_R,Thal_PuL_R,Thal_MDm_L,Cerebellum_9_R,OFCmed_L,Cerebellum_10_L,Cerebellum_Crus2_L,Caudate_R,ParaHippocampal_L,VTA_R,Cingulate_Post_L,Thal_LGN_L,Frontal_Sup_2_L,SN_pr_L,SN_pr_R,SupraMarginal_L,OFCant_R,Vermis_7,Thal_VL_R,Putamen_L,Cerebellum_6_R,Temporal_Pole_Mid_L,Cuneus_L,Cingulate_Mid_L,Temporal_Mid_R,N_Acc_R,Temporal_Inf_R,Temporal_Inf_L,Precentral_R,Occipital_Sup_L,Frontal_Sup_Medial_R,Vermis_8,OFCpost_R,Temporal_Mid_L,Thal_PuA_R,Thal_MDm_R,Heschl_L,ACC_sub_R,Temporal_Pole_Mid_R,Thal_PuI_L,Parietal_Inf_L,Temporal_Pole_Sup_L,Thal_PuA_L,Cerebellum_6_L,SupraMarginal_R,Cerebellum_4_5_L,Thal_LP_R,Fusiform_L,Frontal_Med_Orb_R,Occipital_Inf_R,Frontal_Inf_Tri_R,Red_N_L,Frontal_Mid_2_R
Vermis_1_2,1.0,0.15729532767490997,-0.3082244657113444,-0.3231571693313264,0.12326601133022669,-0.051959122737437004,-0.04982271548798494,-0.029890919176177727,-0.06547597064059714,0.0431848588710831,-0.07463982077862094,0.4018010747718533,0.041138496783578365,-0.12642202921390167,-0.33743523560108685,0.32865003238399293,0.19220905926338558,-0.30617587299268006,0.3711743480634872,-0.048151495626020044,0.17393358885723323,0.25701319298798275,0.40035876091569517,0.11649739718936131,-0.09024521474199575,0.3006778567860974,0.14612569220580585,0.4409661381607875,0.14656567000891765,0.4666287522243256,0.45401052516999313,0.33795560794198887,0.1643086906583152,0.09750406277369529,-0.03166883327230661,0.1371765735364567,0.29604572737103285,-0.2762568028833485,0.562435953464323,0.1414229086130842,0.2836228468760965,0.014313703712994903,-0.0070700918607305,0.12586948180431576,-0.18260376792142113,0.11830324036141793,-0.12598311530104123,-0.23932083100896093,0.0004678060326886244,0.25527332959913895,0.3019768704314083,-0.10209372908102311,-0.032521699288025105,-0.01318231033026187,-0.10791410700698204,0.2526454344260801,0.105367838228648,-0.27624014922241846,0.44626794755625404,-0.10086362681357723,-0.0290553959767874,-0.16433935637123995,-0.04060376812450315,0.040781969195406456,-0.1327788748630465,0.015633840411288527,-0.07988335600803545,0.16005221039950077,-0.17278894182222393,-0.38846348015082255,-0.1119637044487235,0.28554700852685927,0.10330204476130375,0.2400807871468379,0.3628693866181613,0.04429448960473755,0.41363561412970645,0.08780724505392573,0.29944902324963263,0.43694808592597034,0.1221436878465906,0.3227885968435991,-0.10076825999460957,-0.13725584938303978,0.0013724328464855692,0.5591669775446904,0.3245114802631726,-0.0250074250272589,-0.15189922481443793,-0.26405827406320953,0.22323034751061518,-0.15532170826337016,0.16718208362699166,0.4038345491945168,0.399522339277869,0.13043987354859354,0.36228499315424173,0.2775427703905961,0.08542267457829578,0.12140381414291056,-0.1874409338687744,-0.016276873038767296,-0.09720735887243291,0.06432557443567062,-0.1732262622751837
Angular_L,0.15729532767490997,1.0,0.16161723204474712,0.10193901169944168,0.27201191968377525,0.26988900157232387,0.15599300087003062,0.2134744644838273,0.04212386962430902,0.16001181171367668,0.0557960701101981,0.31972384685454175,-0.12032205662420008,0.5050910383136517,0.05099038450614121,0.21000238945880748,0.6782220076942707,0.4101532303916252,0.2652871537697925,-0.08886838048211751,0.606737524106185,0.21847814300077034,0.6477559681092699,0.20909241138944598,0.4663255929812564,0.2141349881725316,0.5136353485104439,0.2217591222625629,0.21098691454425367,0.038150425851696555,0.09965034820317527,0.21803056199865326,0.7858820021834447,0.2032046088701394,0.46874349671427373,0.629769459316794,0.3359481126339365,0.19416193647031293,0.3998238518857227,0.7308165181355396,0.18259237752995125,0.2447860160596017,0.27898166104655475,0.2191764063630187,-0.14774263384329395,0.6176103281262155,-0.1072923936963606,-0.006293871693048299,0.17123348392626345,0.4031950478407973,0.3992438958038093,0.0674003602966463,0.19899684613305366,0.2125070170923364,0.2120141039404416,0.3192839965783365,0.13375875805252863,-0.023608176046350928,0.6431909302127712,0.2776564778458982,0.10463874066071059,0.19189813217078427,0.5660459969001367,-0.006527565584037162,0.11930472682229087,0.21248475203471262,-0.007939293124289813,0.8037688460898528,-0.188587835119571,-0.1053007071437249,0.27066318355766383,0.39706006769359403,0.25255747959960306,0.1389330509116283,0.41082921812570444,0.4018243567782344,0.5401029869798256,-0.028405235103380676,0.21487764782161864,0.36109086270919877,0.5531654559217963,0.7089281470780028,0.27029668617895314,0.13003969469912857,0.0379155536212391,0.5849352822855687,0.13122454958493748,-0.0009243584981302933,0.2916803202561147,-0.05011762806792458,0.3519491391810284,-0.056513260146609595,0.6853178204019458,0.33602175134977563,0.13465585332964788,0.5378410586355695,0.7329261524452565,0.29866401869015047,0.2467478623309443,0.29930364609739923,-0.0949093082612572,0.30032740841413735,0.4383092553486445,0.13035183943028208,0.3653428655167459
Thal_IL_R,-0.3082244657113444,0.16161723204474712,1.0,0.13040487777541035,0.2615405648047837,-0.23719317519519836,0.2454368188905819,-0.20905726028657298,0.5454272425338416,0.14886472603449552,0.6142136871281283,0.4036560820483138,0.23122880240562696,0.556384205530791,0.0924307239835496,0.2514890978094722,0.42836164160794155,0.27590097695299165,0.15428097281492575,0.36391002690737134,0.356837368943777,0.10203363237803427,0.18384027431547498,-0.06449261804379601,0.49017496790670134,-0.007720098845177858,0.5074329469015518,0.39821251667346574,0.36723148525566957,-0.5154704751582385,0.34752751921334835,0.2929625090866,0.320160923467115,0.0002944410508941821,0.3148241705727449,0.3866100640411932,0.5353984428459089,0.6921476155174465,0.1261703157033648,0.2958701292176538,-0.1721050868126703,0.31107786805227416,0.5591536781872526,0.43159643942094167,-0.2075338429954505,0.3236571113216176,0.22464404378236533,0.35168864682891776,0.12461251889615588,0.4880650764904387,0.40400437490605073,0.11349895203896743,0.20066531113425667,0.47358042209780493,0.6528202519584362,0.034244751602851446,0.19934921374458883,0.13962977356019393,-0.19277646409108692,0.4812075507923698,0.23687421548713197,0.4664134164050655,0.39851263017649735,0.3734573358055375,0.25704690465541785,0.5970599768813442,0.5195399623064012,0.3551022844125274,-0.030628928364287773,-0.14661043575945898,0.47068223196787207,0.3551658790924944,0.1309840717368541,-0.22995446934508768,0.2820612235039719,0.43304018692766677,0.28516928509534256,0.3124909335380653,-0.10736616493047098,0.2241153276852773,0.3438065031469895,0.2700707445993706,0.28121611542448605,-0.032754941327011844,0.17660718639317208,0.22922109799332177,0.42149594662201645,0.00043677284840536954,0.2730592636499825,0.24097619990117589,-0.023106759985678488,0.36173330357917266,0.4363716640617328,-0.20031251169484274,0.36558725171878,0.30601395398157083,0.1843546679129241,0.5422429529931097,0.3333028734872808,0.09171965946036181,0.0005181722261983244,0.2927165936365869,0.3753018813389793,0.08292892413251107,0.39036187741462747
Thal_LP_L,-0.3231571693313264,0.10193901169944168,0.13040487777541035,1.0,0.06122837284797665,0.1885791319821428,0.41432299211530116,0.10267953783061695,0.2174667917258688,-0.043217705928416505,0.09839681178886882,-0.015248950823089321,-0.2843934784495126,0.44037606754273795,0.3342336551907545,-0.03178245491459373,0.19435959199796274,0.3004253531347789,-0.007712206511391846,0.31386730210894054,0.3086622003330871,0.05870397533891436,-0.14065720105940008,0.2873076680716366,0.30012884064915685,-0.03454968461827374,0.1525303868897376,-0.04783814478211969,0.03651453812328156,0.0805527102128773,-0.004836819556438449,0.006845274629144598,0.24492307548614264,0.02111477908750357,0.307954995074943,0.3256134928059974,0.022244836118060513,0.4655534046283203,-0.022019045778585114,0.3112423855441671,0.14455764981729224,0.32498690080754017,0.272769570240522,0.26780306049384506,0.06915724875692589,0.2843985560417521,0.09705938956181359,0.3986396001202851,0.09277280796965542,0.01689059035439158,-0.13682422148385717,0.4995210353631234,0.1852260210856006,-0.11409121592224332,0.1359209431376723,0.1668418042592003,-0.08692803514068605,0.4470573845494952,-0.0779305770697751,0.1766187218532338,0.4509531538975121,0.2746948489458477,0.40350035871047407,0.1807006210700851,0.20658676156848557,0.12141506560628597,0.33448937183828703,0.23189707287903427,0.06911722044583873,0.2139883775274087,0.6198028402943554,0.14257003723713524,0.0793622943225052,0.2168247918136675,-0.13002114719807897,0.33898447891113265,-0.19815942733996098,-0.214623630195034,-0.37395937887132463,0.028938308753378605,0.2827905373183633,-0.08362827686855635,0.23874294683663655,0.33362537898391176,0.08945299324989604,-0.13250309095667415,0.10609444522804513,0.693508288060648,0.3536199189832711,0.18659006857249968,0.032652057312951,0.2472309166831612,0.2511871053496823,0.1718947074355423,-0.06551811122203646,0.016475574753811846,0.16096507925259804,0.15030161137539638,-0.35719007736869324,0.3600769384340496,0.2719360021428994,0.2861643753634438,0.342773802422923,0.39273021750621884,0.4327076562753864
Frontal_Inf_Orb_2_L,0.12326601133022669,0.27201191968377525,0.2615405648047837,0.06122837284797665,1.0,-0.08530354003379972,0.08741052678360711,0.016779299619319156,0.23841372356410434,0.6762855249863391,0.22504025491949026,0.13244130703092935,0.08432330563264785,0.31042397056653204,0.1976539262943873,-0.16230939165249533,0.6079039963276059,0.1850140885126537,0.8054278524696604,0.24327368363105256,0.4284834685234365,-0.23703118458268138,0.1853253114956675,-0.16430769277824778,0.6372650066898933,-0.3923779263812662,0.21901949179683844,0.36293637733511996,0.4164837945825181,0.021583375770946656,0.5077116153787399,-0.14149828679746942,0.24654841760424892,-0.3372185087443077,0.6864545687970276,0.5035465364541921,0.33622688666204936,0.42305633084766114,0.1570125668576426,0.18305620500969394,-0.2154075122800945,0.43207286562765873,0.33147585541043345,0.37227851175437965,-0.09548444822230175,0.584634863193624,0.4103547795099134,0.6740768377634874,-0.2974283541504582,0.07432964939660255,0.5205304321715211,0.6372934478083309,0.7704128306864021,0.32479298590399225,0.37791251888983796,-0.02908719905857057,0.5601975717262935,0.14463355791377358,0.18133223282176594,0.21955675033416314,-0.004383803808833705,0.14722260821441663,0.08840781796228728,0.3925852410810191,0.782285853053293,0.08980948426619893,0.09003851308182258,0.4218773203295094,0.48457375101233446,-0.09997935396268087,0.40470517202646855,0.7385538323585905,-0.33609871713511436,0.09239318455048766,0.05968602141100148,0.16692596898465595,0.3485363627850122,0.620852059861479,0.18272696348745496,0.09422133974260301,0.5216289988094001,0.19571343782441808,0.799328218107036,-0.2046822268508516,0.7480128770581006,0.4052965863434208,0.3206704427887839,0.24215637203589735,0.24759242249934407,0.08970451072278272,-0.1963597522691836,0.06021005513228164,0.24351290212081161,0.24653230327868642,0.44027671984502886,0.2547851882094091,0.4097154370950163,0.2085834632082601,0.32298794176699436,-0.021023447063669886,0.10676841676947245,0.15866353708910674,0.5903253633204523,0.20620598495241318,0.5579877818444094
Cerebellum_Crus1_L,-0.051959122737437004,0.26988900157232387,-0.23719317519519836,0.1885791319821428,-0.08530354003379972,1.0,0.3852142598840268,0.12302439215221515,-0.11340741482954199,0.07543399654631587,-0.21185432667516138,-0.3042198386219666,0.057902441849982896,0.09823419517704089,-0.010220527888364715,-0.3969849730674469,-0.10229177505439666,0.06479054819313709,-0.256145742294139,0.16178628157767572,0.11502008226255087,-0.010656893880379811,-0.21506592987511675,0.4977604683222363,0.05626720598567107,0.006599598511324272,-0.25763075618043546,-0.32318206683587547,0.1121544547194131,0.1558487028653186,-0.2226970532540049,-0.3367515719690032,0.13569263715087213,-0.13706154858030464,0.2089070679879216,0.12653166350333322,-0.28064233544090994,-0.05820065275331481,-0.20075970542919752,0.16859858539647174,0.5063890721820427,0.129649279608841,0.00010562446810013955,0.0883258464970881,0.44094465034347924,0.15597143684343784,-0.15009352796165623,-0.10189256057325971,0.17377458365261586,-0.4054916677514568,-0.04492470075836089,-0.009660073272892379,0.036328653994654465,-0.02214855717253465,-0.0561064915376758,0.18196389795004672,-0.19748247000846794,0.13371081395908765,0.3664221015411852,0.10015374912767383,0.26602163299501863,0.1950383007242178,0.13663625542951002,-0.09227410539510483,-0.1942034569250529,-0.04895491617502087,-0.028781911899906285,0.1685290356791761,-0.19523169061070825,0.603858915046186,-0.022921332958365487,-0.10957135538032417,-0.1995754448938672,-0.2889925983972775,-0.3460935793122382,0.1104509771658701,-0.3665909488535329,-0.1731551879962425,-0.24552696572681937,-0.053196993484778,0.12432771128771405,-0.23919322928771877,-0.11883608605289613,0.6304632880270304,-0.13926735576528582,-0.07779790126035357,-0.2602997797748736,0.22514178710120616,0.3612799651294631,0.01558557675376919,-0.15324576715730637,-0.004285302805451265,0.13350373450388783,0.18626070320410237,-0.3406755855452666,-0.20225806316129427,0.11810079981364524,-0.3518472180899373,-0.055332421805717,0.6172247953160769,0.08702506765943589,0.028250429327684196,0.16968798521282863,0.33167137958974924,0.29792977634394785
Vermis_9,-0.04982271548798494,0.15599300087003062,0.2454368188905819,0.41432299211530116,0.08741052678360711,0.3852142598840268,1.0,-0.2166606885030077,0.30812044921753123,0.1250621121730373,0.17170483892082497,0.10972617024305825,0.2188880903517465,0.25882004383378465,0.1897899430772916,-0.0897967568056211,0.10645466295164308,0.11901976360473666,-0.06233101601963539,0.4457768446318778,0.3382887867171139,0.15412168657007397,-0.17635326712318336,0.23671441573333415,0.2528411712076127,0.030518646802666683,0.10314058271848646,-0.06957855453357552,0.19860055143137864,-0.007254443888165006,0.22549227712767733,0.01473608299097269,0.23258762750865236,-0.11937117414043022,0.3220668442838148,0.3644186609970652,0.0981130792360814,0.282485186991007,0.04827237315080483,0.2662194996270477,0.23099505732444942,0.4396015669544713,0.3044920260072407,0.2661193388099158,0.20335125109151708,0.31801348610565,0.1370636151993164,0.11906222516653595,0.20049825882198813,0.06100957067666186,0.011683165231414569,0.15493297287050542,0.06914614794820605,0.16705258401685152,0.24391108863827463,0.342372321859346,-0.06080348467246471,0.4415190535794039,0.09677193836125994,0.23316557235734378,0.4349309916057217,0.28444210216553195,0.3354159679587052,0.15804369672570556,-0.057040240027763076,0.32719466305327743,0.4067435820408024,0.32347014391685375,-0.133784064606724,0.1845902682729045,0.3078606883683297,0.08312056800842137,0.001159610484549295,-0.1770122213346913,-0.06939793483775006,0.41832622833126476,-0.1928714992543221,0.11135378302564262,-0.2662349666746434,0.16033410049213898,0.3515269412524678,-0.1248016649829811,-0.012668576944977923,0.387653285781172,0.07941375870976773,0.006551835093005297,0.11513924958930608,0.3625099947201272,0.5509777564681487,0.18194948917169104,0.0032163674326925345,0.15469627676108355,0.3144625278674539,0.18181096977083497,0.022233250516048447,-0.11667572877266574,0.16920450349711896,0.15001210388641517,0.07756465307451094,0.40270892718752516,0.13492296501848466,0.09291628976598051,0.33216255907435577,0.49189672925578976,0.4682111839036898
LC_R,-0.029890919176177727,0.2134744644838273,-0.20905726028657298,0.10267953783061695,0.016779299619319156,0.12302439215221515,-0.2166606885030077,1.0,-0.13376251242826948,-0.14900092614407404,0.01642351722669692,-0.16347803547382203,-0.33843410292664533,0.1585822892348573,-0.16030971178578599,-0.1569576114725328,0.08173496565166469,0.42810205443565713,-0.009218691619311735,-0.2746844237808475,-0.04450461519461461,-0.2745628452212156,0.16291608104007102,-0.1267389394408827,0.02856900834179095,-0.217064580211251,0.13199676172242417,-0.20055308020397622,-0.1352513005139255,0.10945905493461032,-0.2166239340932064,-0.15763577533073822,0.044089771789579166,-0.05690342492894171,-0.058942367028736224,-0.004880662310339582,-0.0022385808733555047,0.04160381675996141,0.05350393472286981,0.10671083828319164,-0.16785755537296218,-0.12293385381838726,-0.1506467486022288,-0.09489300007981376,-0.07806700816514754,-0.030907763764507563,-0.3330789849840129,-0.034155000330535805,0.19773689337520067,-0.021913909878086314,-0.008625923584085067,0.01976408543681146,0.14960053873263668,-0.1315028397157427,-0.1848844544706931,-0.30351435604567484,-0.05720759121466579,0.0527404005442471,0.19503117565799463,-0.0021225028615392194,-0.17339888344009285,-0.13033661173699668,0.13602510121887557,-0.18244785793486135,0.12005010564741711,-0.062018196017515084,-0.2080155646233883,0.02473079100649319,-0.0948718557278852,-0.005123710049024651,0.033261542669401,-0.0995943127131859,0.00753221404906468,0.14577032364269765,0.040405189618132734,-0.0015372498676656625,0.03238348628520641,-0.332757069815249,0.23527544764951744,-0.14997142885798623,-0.14427409608539626,0.1964731157164742,0.08302367062250673,-0.11437371839713842,-0.11493124729261263,-0.11429376994308121,-0.03030584073826671,0.049596678402989314,-0.05705227187758693,0.01185803695978803,-0.08066398172776851,0.0575882782656633,0.055358797582932114,-0.016892404022292463,-0.18151591262782388,0.3765587228789568,0.05894600394698099,-0.07346801540673899,-0.08603748207119834,-0.04135140222914581,0.14465057995781808,0.011734626987852518,-0.04319087023851275,-0.18820964455591557,-0.0674685944643581
Thal_VL_L,-0.06547597064059714,0.04212386962430902,0.5454272425338416,0.2174667917258688,0.23841372356410434,-0.11340741482954199,0.30812044921753123,-0.13376251242826948,1.0,0.136125002287504,0.7178448608927921,0.49300556817681984,0.5040384113710888,0.49982906138342975,0.07165546464041167,0.338490930763141,0.39542361514095975,0.14476662228171674,0.13204861834787734,0.633854771290169,0.4507580543097115,0.247325059319365,0.04702059972245749,0.06654341748453452,0.5714443342630944,0.17673933474876202,0.4200190815332433,0.3584186102534988,0.442044582958095,-0.17822105236681246,0.39253973184475666,0.4041797082537485,0.3623808918034236,0.061729889625048516,0.23309959541194653,0.48120328052470496,0.5114837519106078,0.589307998402095,0.1236738981685569,0.4241495228890553,0.06576782880793415,0.48911594303481465,0.6849117265550037,0.49829425048616005,-0.05969320700172812,0.36182521043179633,0.42808584641011604,0.3054078809886702,0.03453328784254453,0.4946968558339669,0.5341508136765852,0.09435366553195244,0.10869821122873513,0.5632075131185396,0.7239374665237319,0.16987626523833982,0.1227830393454981,0.17995349986559628,-0.2754385917857694,0.6391685622701956,0.5259946682178732,0.5129976111114344,0.4742966759009147,0.4664906457828571,0.18863006269271052,0.6336123255296885,0.6187575352921071,0.3227211640166701,-0.030171155485233907,-0.03702622608126892,0.6201876371829435,0.3238070464564297,0.20957538498550335,-0.0618979722010667,0.2556302963760353,0.5744918582760977,0.20782145005167202,0.44209689400297825,-0.1308787504338414,0.3784787639693478,0.40422478363159975,0.13560887466681829,0.20669700665507915,0.16120688180335097,0.16675394210934824,0.29189104692215273,0.37760052501142644,0.32131675088582645,0.39440693612311123,0.18883116103242373,-0.011783399129578702,0.3841277318040539,0.44864626520866563,0.16267788720553913,0.3389982164476526,0.14404400155331643,0.20380861608670514,0.5835068283107542,0.47306021183364017,0.2570900577108804,0.02198304177346237,0.29421898487827053,0.40082391037379167,0.35987360731166784,0.4114515402179635
Frontal_Inf_Orb_2_R,0.0431848588710831,0.16001181171367668,0.14886472603449552,-0.043217705928416505,0.6762855249863391,0.07543399654631587,0.1250621121730373,-0.14900092614407404,0.136125002287504,1.0,-0.011409888959230997,-0.10589992959785015,0.23661463195077162,0.08907435624387103,0.2420655230345699,-0.25286450689321477,0.2897321291403523,-0.009501302319482183,0.581870137486988,0.22305216740981412,0.3285122401968555,-0.09735687237399693,-0.20159033027781742,0.05796968250774955,0.45808150299665823,-0.2537719323696065,-0.1877567245205514,0.22046836495502012,0.38777858240054597,-0.02266112538641214,0.3379275891407412,-0.2371766808673687,0.14282758760431258,-0.264878272966105,0.7537355014264522,0.3673613272555263,0.047476548072917506,0.20272877839062853,-0.06147717532520806,0.0485882768090882,-0.05170356459369701,0.3136095571648875,0.319590954721044,0.33045249138508415,0.2329997755469838,0.48582827094509945,0.4676160573134061,0.5453147129810906,-0.4036652455260559,-0.18746039300508077,0.3999298266372577,0.5649449384687187,0.6993277925788104,0.17264523730009165,0.3911000168216541,0.19224032372190542,0.4601095538407495,0.07644662555161603,0.08030166621972902,0.05201780709715817,0.04674401283163746,0.1990809239677603,-0.03502618342052425,0.2203038765261325,0.627584387226408,-0.031216420740962533,0.11353207879431858,0.301265038157407,0.45964980275303347,0.2410381482196704,0.24103970302887961,0.6405013406213614,-0.40996432340363875,-0.09974759166976985,-0.2068193464039017,0.049689606518092524,0.02746243035171052,0.5834642604088545,-0.03239647758903246,-0.054448128168675995,0.5390816467888861,-0.15502091857312156,0.7168291621070318,0.08428642597921247,0.8511675155011161,0.21537386252424418,0.15763266050501334,0.1324995421532882,0.2871182254440195,0.18803555015414217,-0.12137066288661058,-0.12440357334170317,0.09085404775465765,0.2569538603703761,0.24599647869750702,-0.15807783591065397,0.1438159235836921,-0.12956791202662177,0.2590615563299349,-0.06749081152522646,0.08394644249454969,-0.054584143870738754,0.6208935897415445,0.2601173684831794,0.6631002609493861
