,Occipital_Inf_L,Temporal_Pole_Sup_L,Frontal_Sup_2_L,Paracentral_Lobule_L,Hippocampus_L,Putamen_R,Lingual_L,ACC_sup_R,Thal_PuI_L,Frontal_Mid_2_L,Cerebellum_6_R,Cingulate_Post_L,Thal_PuI_R,Thal_MGN_L,OFCpost_L,Occipital_Mid_R,Precentral_R,Thal_PuA_R,Cerebellum_7b_L,Rectus_L,ParaHippocampal_L,Rolandic_Oper_L,Cerebellum_9_L,Olfactory_R,Olfactory_L,Thal_MGN_R,SupraMarginal_L,LC_R,OFCpost_R,Parietal_Sup_R,Frontal_Med_Orb_R,Thal_VL_L,OFClat_L,OFCant_R,Cerebellum_3_R,Cuneus_R,Precuneus_L,Temporal_Mid_R,Cerebellum_4_5_R,Cerebellum_Crus1_R,Thal_PuA_L,Frontal_Inf_Tri_R,Cerebellum_3_L,LC_L,Pallidum_R,OFCmed_L,Vermis_1_2,Vermis_9,Vermis_6,Thal_PuM_R,Temporal_Pole_Mid_R,Thal_VA_R,Cerebellum_7b_R,Lingual_R,Frontal_Sup_2_R,Temporal_Inf_R,Temporal_Mid_L,Cerebellum_Crus1_L,Thal_MDm_L,Frontal_Inf_Oper_L,Vermis_7,Thal_IL_L,Parietal_Sup_L,Vermis_10,Putamen_L,Cerebellum_10_L,Cerebellum_10_R,Vermis_3,Cerebellum_9_R,OFCant_L,SN_pc_L,Insula_R,Hippocampus_R,Thal_VA_L,Paracentral_Lobule_R,SN_pr_L,Angular_L,Thal_LP_R,SupraMarginal_R,Fusiform_R,Frontal_Mid_2_R,Occipital_Inf_R,Temporal_Sup_L,Raphe_D,Thal_PuL_R,Thal_PuL_L,Amygdala_R,ACC_sub_L,Occipital_Mid_L,Caudate_R,Occipital_Sup_L,Thal_IL_R,Red_N_L,Precentral_L,Cerebellum_Crus2_R,ACC_sup_L,Cerebellum_8_R,OFCmed_R,Thal_MDl_L,Cerebellum_Crus2_L,Cerebellum_4_5_L,Heschl_L,Temporal_Inf_L,Thal_MDl_R,N_Acc_R,Cerebellum_6_L,Cingulate_Mid_R,Thal_VPL_R,Thal_LGN_L,Cerebellum_8_L
Occipital_Inf_L,1.0,0.08755427106396049,0.44843521934404795,0.08280114897470958,-0.4371970339279333,0.22999401841628211,-0.20727983063417504,-0.08558104439867378,-0.31134615207710076,0.008559540850215553,-0.36012021530252486,-0.18613768155841035,-0.24293527149609165,-0.19832941681031313,0.28160212303300075,0.14698532434934247,0.14191532961035602,-0.27254503205140385,-0.19395810817628603,-0.16750302875459336,-0.3768266889692191,-0.15151122289880256,-0.2978657051478855,-0.04069774020058472,-0.07881213952855234,-0.08817214519744458,0.16186099287371655,0.15540036943730365,0.3916490865612356,0.1594712038065044,0.03838356225322031,-0.35385259679451775,-0.21669317253780587,0.28841425048377367,-0.22581113736648994,-0.004370242684334376,-0.08400833114677314,0.02765933025864361,-0.4824563911907849,-0.18115554292741637,-0.2338524168591074,0.24343199234102395,-0.1894650679369236,0.4132802095954134,-0.27301104864030507,0.2196336729276389,-0.011272659663014738,-0.06712575245531217,0.11621708469601924,-0.2954269363546792,-0.05260327965860175,-0.3176823453452678,-0.4414463981372846,-0.37639319539425015,0.4876741973109286,0.17392504404443976,-0.009141063761129052,0.3058186062455122,-0.13439922625800885,0.11296021486637088,0.13318266955597516,-0.05383726847468244,0.1510826164183728,-0.03664147411568579,0.24346153038295695,0.007361265395341302,0.20303274593242476,-0.22316909324983333,-0.14039263329283394,0.4111431171790102,-0.1054182731297433,0.19130868367084566,-0.45675726803476635,-0.3995543806758238,-0.00897513628978341,-0.3110537880640988,0.37934617848967456,0.019082106972770744,0.057443973508221356,-0.44205206054120477,0.218019544133208,-0.11123140119727612,-0.09255958809427348,0.17244975250898367,-0.1156814738484368,0.24180400481474476,-0.23377549167370307,0.09922795518170077,-0.020580670722685986,-0.16985175175936673,-0.008007943075382558,-0.18708189175356704,-0.17882654685890406,0.20093201284490056,-0.10227517973275418,-0.011801420428473212,-0.42958631544423925,-0.3930632124548143,0.1064578357633482,0.4621530497445012,-0.45609518502083385,-0.033018638760699714,-0.3026034215211302,-0.292937053223071,0.018187340716789804,0.06262759253484129,-0.2565850896226177,-0.3354471832392479,-0.2877360691817114,-0.03357321616025823
Temporal_Pole_Sup_L,0.08755427106396049,1.0,0.08424478593035374,0.5225307521492029,0.19265473409687156,0.4565982835281053,0.18690827681276165,0.13144755154710347,-0.15287710393134804,0.3729104900135789,0.23512586837364516,0.26090929967724413,0.3431399359727727,-0.04107618265287869,0.39916765773063134,0.08804718100544882,0.5159784084873166,0.18989850134239578,0.4859313995946091,0.22771331342389953,0.3282551278356969,0.45605594584983955,0.39140703640984514,0.17298285592957513,0.3138561021550496,0.4400678459367716,0.4639539602407572,-0.016892404022292463,0.25122799836989423,0.3879181013929309,-0.1625632967035261,0.16267788720553913,0.46643470618253835,-0.0643378592881137,0.34022521021778523,0.15843676092190961,0.49617977725456575,0.3497256842006134,0.2847920951280107,0.21933985457584984,0.22317630112070322,0.3930245018832773,0.25426791936560283,-0.01641082492403604,0.2733159586734444,0.07656040433257888,0.4038345491945168,0.18181096977083497,0.044420563986620566,0.3321862234952602,0.3754296272797886,-0.08041829642391808,0.3064232023066085,0.23048687127403553,0.09243775053111405,0.18271503492218305,0.4352951729406052,0.18626070320410237,0.12985160149983827,0.39895780428708055,0.021577352149865565,0.21052601167308058,0.4026525959925846,0.10809958969056833,0.43039815165010825,0.11575811707829552,0.25943839600540236,0.2649886493079079,0.5839804756975837,-0.00795237511821437,0.33565084557012764,0.3920708007779199,0.1148789198314316,0.331590112489739,0.5301760259133717,0.08168722405978555,0.33602175134977563,0.10262600904871995,0.5461442207317275,0.2715540778946589,0.3338271227482823,0.26813705508917113,0.36181739330656687,0.11517301685882769,0.08071769397758866,-0.08595676422603034,0.2578897189962871,-0.007001325322997441,0.22626746893123914,0.09066170365073117,0.24291165492138722,-0.20031251169484274,0.44078656056372334,0.46839005793004745,0.23595081717795605,0.24455996419589832,0.44147176769181806,0.007728472166541093,0.315258410781917,0.35425368450799394,0.25206730430349056,0.21832736925009225,0.4615134531195309,0.083929147336926,0.174185545867548,0.06958345565077424,0.3227870891438114,0.14412020997157363,0.17367320893206678,0.38401320694097285
Frontal_Sup_2_L,0.44843521934404795,0.08424478593035374,1.0,0.4090904308564963,0.0573436450013521,0.4686891254463447,0.04002107467384316,0.2294015864195573,-0.017296284019454464,0.4983625598089407,-0.31124054813616653,-0.06030191815152946,0.02392313226387633,0.13271050449088764,0.6072551311609814,0.07622059069477971,0.41447363291326933,0.19283492810391595,-0.4483920218475285,-0.21341192110899693,-0.11561710379979673,0.2714407024004193,-0.15769579844922213,0.4011860828958811,0.3781114777605934,-0.038890827612260516,0.18742143821494822,0.12005010564741711,0.8101290578329007,-0.1535657054327338,0.22090089333336854,0.18863006269271052,0.03034673517806153,0.6369242064716115,0.17996608293399743,0.10957349256696274,-0.013379697576747044,0.1765041067093403,-0.24498558227319997,-0.2272343221462626,0.23542190323764062,0.5452277773715007,0.1182638119840251,0.2230557509735734,0.21403680771905684,0.44442286938139697,-0.1327788748630465,-0.057040240027763076,-0.09158433927811549,0.20346357927336783,-0.17536603805928244,0.12248308431275778,-0.542352784483715,-0.08295349032317173,0.8692384668906555,0.14087942953276458,0.02853298840667166,-0.1942034569250529,0.29296180125982413,0.42238422254912134,-0.0791336506500993,0.24615064428068179,-0.04905363468164558,-0.1574783864984048,0.5861546850378924,0.18219640921392538,-0.09202727558596324,0.12497612043709222,-0.22179151734489863,0.634145685599885,0.11321559154857413,0.5150407152948472,-0.03912721635946227,-0.14825626111525203,0.3094991385885087,-0.07812937171737311,0.11930472682229087,0.20090152454363203,0.11897339506942531,-0.25479102867941184,0.5272925624279989,0.029064893860468895,0.20823650627461618,0.13658973303525193,0.19787326029224997,0.29057200994631577,-0.11515326565540975,0.23137582997900047,-0.08704193158400475,0.1696426994405733,-0.01680212210710279,0.25704690465541785,0.0044981536162762605,0.48831294673076814,0.0245539520499089,0.36056315328747673,-0.45271347165657394,-0.15662215649049524,0.3686541228097684,0.025168741750697294,0.0005356491290971142,0.10189437744747962,-0.2170337924494742,-0.021001270012143476,0.422425746750105,0.1715817583868603,0.01608122593790617,0.20549742130460968,0.1958739392077337,-0.23482672195166054
Paracentral_Lobule_L,0.08280114897470958,0.5225307521492029,0.4090904308564963,1.0,0.38913785069789186,0.6681051626754948,0.42360429081477957,0.5572184814387057,0.06268334821308533,0.8527924684687638,0.2633751684465792,0.5619364695581305,0.5311350235649809,0.14652853910861185,0.4951564109172203,0.156358226984507,0.9491267723521645,0.32691777029331265,0.2908650303976277,0.08420844047138872,0.46924627928954815,0.7471414346202327,0.6331428219531683,0.3650827866893985,0.44799975916982165,0.40658458522204005,0.8588367634564625,-0.037733596489551664,0.4125805340780268,0.46592068243772317,-0.012331559090152207,0.43415470873001377,0.44029900510587555,0.09528323430986099,0.43341637644410774,0.34762933744425634,0.7515176044899763,0.550107591037412,0.37468821205017794,0.2217119068358656,0.4305789505264245,0.822078334654848,0.47793896829879867,-0.15499810826784519,0.5562821160912035,0.3228843739899543,0.15049341675307742,0.3168823700637247,-0.06645571681681144,0.5866680698327521,0.3694905344777394,0.28569367468033763,0.27704273559630976,0.43651228936799447,0.4205011214404852,0.10787224722276721,0.6312467661037046,0.05556089455425604,0.6234304159930767,0.8551378472129553,0.005421007666586229,0.49006205430025307,0.6073721770137395,0.08322559146545139,0.6726858990437726,0.1463639748063244,0.27364361709575724,0.5024943963531332,0.5616028735834196,0.1719708636299375,0.42181238050743763,0.696391387129373,0.4182859149317637,0.34033717104152306,0.9554823427211246,0.3540111392888884,0.5900247103984405,0.4278230608526338,0.7661721584909921,0.33402433119857905,0.732053759684633,0.34413825666110287,0.7621624588919349,0.12858252637677928,0.4722966993609368,0.203404933384016,0.11231319793452016,0.060045475611201875,0.307720552149071,0.5488056774208738,0.4033831464333054,0.36127836259339247,0.4584182825627039,0.9606706531534798,0.32316947014045344,0.6657799919047734,0.43220094035735834,0.231662828833848,0.6065772711734583,0.2679815224381508,0.5111742796843056,0.5391721063861815,0.479402597231172,0.29050979077785866,0.33715530460532006,0.2765506973831611,0.6560995711708509,0.5497544538574198,0.37093389901754303,0.3634564617878793
Hippocampus_L,-0.4371970339279333,0.19265473409687156,0.0573436450013521,0.38913785069789186,1.0,0.4540763970987652,0.13054256001365613,0.6342292039868285,0.5642277907804552,0.5749355165662537,-0.08657051480681777,0.465219944734958,0.7752516745073624,0.39477289782544955,0.11337154060037014,-0.39658860047193883,0.4175555012951434,0.466149169627262,0.3775635968998465,0.049749615731672046,0.7790026610219526,0.4908999271265234,0.5043082689823822,0.42796331610215477,0.5078630159030312,0.014668182801089358,0.2785183351699631,-0.2746844237808475,0.1944860594940648,0.001229458864837511,0.15785602370806798,0.633854771290169,0.5490853250025475,-0.075211774489514,0.5152154586687187,-0.240900349671508,0.3776623688512163,-0.11661837307352059,0.20077320389018116,-0.1854194878631075,0.45415647200836123,0.4077706510544749,0.35083799775771546,-0.4592824014290412,0.6282740222744193,0.09747376603053055,-0.048151495626020044,0.4457768446318778,0.17621997901223277,0.7704722817594044,-0.28695297817556426,0.5931531941992443,0.21317137960061813,0.18209611820334,0.18098734856334373,-0.3702585500952514,0.20389743996799986,0.16178628157767572,0.6236075719970823,0.20864189923989074,0.3319655396685645,0.6388379234583977,0.10723770759130867,0.023560348287784496,0.29898743955029633,0.21113129509357767,0.17494966639844026,0.3683176528630659,0.36826475688405136,-0.0390708101417072,0.692626459536143,0.531941802470134,0.860309138843356,0.6030045502080075,0.3412228707057882,0.4996387965046756,-0.08886838048211751,0.12335118490604573,0.25018308074371964,0.09255697727252528,0.5844934191443866,0.2712664901126656,0.720597144848466,-0.20576071003623322,0.2967352905951423,-0.09776333116690702,0.27873176238013947,-0.21792905701923646,-0.12066451560865352,0.42004387922883607,-0.1421416293602156,0.36391002690737134,0.6794490052554959,0.3646082514604142,-0.328310552393242,0.538304705215658,0.35265794907521336,0.5026519604928433,0.3000053702569714,-0.3334954957063653,0.42643182225728066,0.5911886864905992,0.31145592119889315,0.5159994108321938,0.36757138526350636,-0.16069370829827867,0.6508826234501878,0.7040358137143553,0.703547111158455,0.39153811742404837
Putamen_R,0.22999401841628211,0.4565982835281053,0.4686891254463447,0.6681051626754948,0.4540763970987652,1.0,0.19711227884191843,0.5300923837479511,-0.010786523247649962,0.6396926928844534,-0.07880202405582835,0.31950455278112116,0.5947704213195786,0.20412219654093516,0.6422845710686268,-0.017033824683683127,0.7297232210579233,0.47925501881039634,0.2559813084600147,-0.024941163491632563,0.344482950851124,0.6696425313575147,0.3661632415075515,0.34703198154838333,0.41530421919724997,0.3489504311364372,0.5842529952526642,-0.19039402085343243,0.6849707003207787,0.16936354633818088,0.006765944883573743,0.3675284532871616,0.48658627963793455,0.2326476518372126,0.5704473066480477,0.11529056455603526,0.42872524271711604,0.2881387390700908,0.19439279699852147,-0.034469001345907045,0.5225621968082771,0.6685760267373348,0.5054120682668458,-0.08345163185791396,0.5021329676655975,0.3751461459845829,0.23792535635883572,0.2816054103968151,0.08054163730187411,0.6691930745816567,0.024012856387541616,0.1365545070498938,0.10773806569089402,0.21764382811565258,0.5636692164613496,-0.0673068427848656,0.5500820950228641,0.080985148283292,0.5812015950220839,0.5808878089206077,0.03815390846358883,0.5526206937805825,0.3133511961254651,0.06326873466271299,0.8747157968059258,0.03264845747287273,0.3726811265210303,0.3762176951641077,0.44933124232725763,0.30246153641216816,0.4160613025350921,0.8591841996061543,0.4091842456145159,0.24835656067381667,0.5729724742706462,0.22758096858608415,0.3881886071386301,0.2713914851651165,0.5259240272470134,0.1455878528153487,0.7219077832866585,0.16908182907482014,0.7084730898320267,0.1457304751681318,0.2871922063882952,-0.022052897875995865,-0.031048280415239285,-0.07631575967533533,0.1612612188776914,0.2786770221181551,0.19728766681570922,0.31015514070843736,0.4905810804159531,0.6720049089515275,0.022089972860103273,0.5622737955487682,0.2654161740782553,-0.06025222137267439,0.6014742719852695,0.2045541149830244,0.32360276216477907,0.40416366924941005,0.34176408696971394,0.2453388939876367,0.45050983123949956,0.07234618373703708,0.42927872492500574,0.431815043481602,0.40838214930771577,0.27156864747030973
Lingual_L,-0.20727983063417504,0.18690827681276165,0.04002107467384316,0.42360429081477957,0.13054256001365613,0.19711227884191843,1.0,0.3877867274349964,0.29424655980467745,0.48335269213920956,0.45759934411890785,0.6405993544260966,0.2914324199989174,0.3802620522920803,0.3724780810171201,0.6721521685566754,0.27965502992303914,0.5478643839842114,-0.05951593303678059,-0.1390439639085421,0.19078128183954104,0.5406153825349417,0.41253686724809585,-0.06720014552554844,0.17558599446486864,0.6065691991292227,0.5793954785651277,0.13199676172242417,-0.08336734974081399,0.3887238036688559,-0.04355281425982327,0.4200190815332433,0.306048517192647,-0.364719001321154,0.44106272645598205,0.8155745639616476,0.6371621410812968,0.7056064140737219,0.5886163664248992,0.18339508231911197,0.5102619142758366,0.14128506364369636,0.5332671811521266,-0.04177747652906725,0.21282196189597094,0.23046769971802647,0.14612569220580585,0.10314058271848646,-0.47930236780303154,0.4668547222677945,0.22611427073933435,0.13421650698940726,0.22629703280093078,0.8932786844747763,0.010489490534291079,0.25203116109821405,0.5862552968667086,-0.25763075618043546,0.33307641808101196,0.6591684484065911,-0.5405043236946229,0.2506008197302792,0.48964356537986037,0.12078016771790366,0.4027531425663319,0.04917187469790911,-0.10415514915881209,0.7500592036734846,0.10603064469436382,-0.380031625302709,0.1381503450438811,0.3382476637392179,0.3778709249797603,0.48672880654868605,0.5387719550054375,0.5884697571348805,0.5136353485104439,0.20992027716730355,0.5632331402041166,0.5811997730803624,0.09960283865374599,0.5033434117841987,0.3763809576392341,0.6090893361209122,0.24753497748328682,0.31505882795792717,-0.1860895666976031,0.020164383299131245,0.7760565633815507,0.3314616040246606,0.8331661741945396,0.5074329469015518,0.06267161600024589,0.33101651793066944,0.5249689954376402,0.5605078517859532,0.25725229858586474,0.1408542238710137,0.42199123298630403,0.2770568105490356,0.8592658218272904,0.02315856917987638,0.6401178402171606,-0.16077527657105709,0.03009970833056961,0.8282517889084242,0.5586031899308646,0.4424984858873674,0.29577798698503793,-0.07341782519323305
ACC_sup_R,-0.08558104439867378,0.13144755154710347,0.2294015864195573,0.5572184814387057,0.6342292039868285,0.5300923837479511,0.3877867274349964,1.0,0.5167102442881959,0.7292280402910237,0.09573360700866637,0.7342263195406312,0.6274933286448016,0.3842237871278642,0.18833966660792992,0.053585882773620475,0.5465054924200379,0.49865809311907816,0.26350118085260077,-0.10265214478483031,0.6846070749934589,0.4438921709537043,0.5812007778213713,0.17376105756574328,0.39138128226654906,0.12201817156190045,0.5746367669004048,-0.04390959922449478,0.20915891185125415,0.4090473533690534,0.11246148108270414,0.4205026734727484,0.480623861258343,-0.12675572645960534,0.3557050607084947,0.1594185960036407,0.6251510876894729,0.13025145095137663,0.25053656778666505,-0.020907194313811415,0.44212283727963764,0.5343423372835621,0.38784859382849685,-0.34972407670643507,0.42304184014534735,0.09545753330267706,-0.121514498438728,0.33394178483384873,0.023089984172009,0.6801304289684222,-0.10706559286264583,0.5913425833748944,0.20592333989703304,0.33905985320066967,0.35922859726067163,-0.3580343285990014,0.31369366163320556,0.14697678795604552,0.6455676327790347,0.50543803541482,0.26709943929031293,0.6259333853291209,0.534579926809698,0.10196316720903915,0.46264041243734694,0.13052598507289367,0.23541852058222104,0.4488455425625849,0.33810055969710906,-0.0560521902379561,0.5278048130496851,0.5845679881253761,0.7352363583876228,0.5480516380517612,0.5045889780902284,0.517154456192596,0.3714349083019357,0.029576853715165212,0.5032492255940364,0.16181977532362418,0.6638543811234912,0.3271226225847783,0.7270637190271829,0.15165399332961443,0.26236336183606607,0.21556080836915514,0.07912241563022046,-0.15256382528845755,0.18814907579793677,0.5029770293951241,0.2360065694433609,0.5270888781374568,0.4501636584886751,0.5703034664103415,-0.06875873446629834,0.8795834265052084,0.3078300632422462,0.33197999617205304,0.39987674848964555,-0.09916117818367688,0.4665812818690525,0.5552252631258859,0.24750282583081323,0.198545778312797,0.12296783703018989,0.18724044159664788,0.7279923277179399,0.6391763557034748,0.5561936980362662,0.3908781147849452
Thal_PuI_L,-0.31134615207710076,-0.15287710393134804,-0.017296284019454464,0.06268334821308533,0.5642277907804552,-0.010786523247649962,0.29424655980467745,0.5167102442881959,1.0,0.34817784461857026,-0.08558472908798222,0.47542939192127337,0.5362728249760802,0.5863820507058358,-0.04201400943586429,-0.08937948538609942,-0.013400252042734628,0.42820409599892767,-0.004777244624346447,-0.0517797298553826,0.4527998388790252,0.13793452266313425,0.2937490786604177,0.056826542574901634,0.2472185840486838,0.03163142995188059,0.07358556378913751,0.0575882782656633,-0.1414607590649614,0.03764008379763682,0.18488666184463304,0.3841277318040539,0.30282451846201736,-0.36875825677238877,0.30255528212599886,0.017475744178371246,0.27720012138538686,-0.06258196271888718,0.05243311446253154,-0.31588561914587754,0.32188156462944095,0.06711299167684671,0.20392569087537457,-0.28270820876227964,0.12771395790322496,0.03324041869140112,-0.15532170826337016,0.15469627676108355,-0.041447254887075645,0.4789603486834725,-0.3619422282515317,0.44039709434710816,0.004449112810931441,0.2208448739858223,0.13191152074081613,-0.15585714308405266,0.0028861995807935234,-0.004285302805451265,0.3870737165140993,0.08159158278751688,0.1865811167225224,0.4840763437888863,0.10255851158083114,0.07745268948579617,-0.01919169200023948,0.2202114743588086,0.0539989831961274,0.4536891921152243,-0.023984726100077854,-0.22942802713085056,0.4825749614369072,0.24539401015334897,0.6185696179305216,0.5076778958643152,0.09693379277056012,0.5111908040888485,-0.056513260146609595,-0.04015609755332908,0.09040100380176024,-0.024691510414404157,0.2125954908622139,0.33269922102971916,0.3375672684593439,0.1461515884518711,0.1466724399926458,0.2880210842675472,0.011605906212927798,-0.18492761351023576,0.10503542977291454,0.2327738999356532,0.08122243143671949,0.36173330357917266,0.28385037809575536,0.03135560023155679,-0.29268539133204946,0.45867821159700606,0.06165174345578208,0.3841291526077919,0.11023061766090411,-0.2996645183306179,0.37540668450483644,0.39831316384693605,0.15741540450845656,0.13937390983607473,0.03293579283550279,0.2185928851850554,0.49420375656378185,0.5220558076765243,0.5542861544670645,0.08429633620496262
Frontal_Mid_2_L,0.008559540850215553,0.3729104900135789,0.4983625598089407,0.8527924684687638,0.5749355165662537,0.6396926928844534,0.48335269213920956,0.7292280402910237,0.34817784461857026,1.0,0.1879768060983092,0.6797988480450434,0.6083133345606894,0.2990173055934872,0.4681265707281823,0.14586847979630102,0.8379144534370148,0.43951759790164485,0.17485672979116632,-0.06792104675382661,0.57175130659979,0.6991199064805436,0.6467008300962578,0.40162813038158035,0.5270149242094349,0.27245129780897764,0.754800382058744,-0.022011763240236782,0.4204983272952671,0.427012230600199,0.06789657495185017,0.5816047708378069,0.5037707952199018,0.056190839667899097,0.4393946148660136,0.31415448958480185,0.7533735508266244,0.4466428940479764,0.30968689643779745,0.0993462763177874,0.47600809191140436,0.8123393732000952,0.4700542154187361,-0.19976050489525973,0.599497435771404,0.3296684381095414,-0.06719474804233196,0.31239073830935826,-0.028946886353634335,0.6825178439890038,0.10577852395291244,0.5037113018374739,0.17808139905800252,0.44341036479936674,0.48575372495317176,-0.04133996990520153,0.4680500834988107,0.010513040497028673,0.7368105371537379,0.7915728038691981,0.10529198022388658,0.5890780845200201,0.5800918410541671,0.10882071206509257,0.6515771744217492,0.22130957752522068,0.24821205291929824,0.5833503402159372,0.4482480537122945,0.15328496996575955,0.5223873823542995,0.7373749301191695,0.6351245986243115,0.4773775465454443,0.8291865895594219,0.5093054405637405,0.4784215291358013,0.37503981858185653,0.6655248858548327,0.25418161032467973,0.8235109530486154,0.4612370025175319,0.7955578869171417,0.15071804023953417,0.5090570728886424,0.34079692853068355,0.10530336984900641,0.02245652100142582,0.24382682281227566,0.6327775536381057,0.3331384494235283,0.5303546026468186,0.49255577468650313,0.8516833477464787,0.17778775030731922,0.7947597482150837,0.3397585093536895,0.39222301536715876,0.5693002204956956,0.04857764532208357,0.5692152864528006,0.6207155107195755,0.3739579703491075,0.2913048581095464,0.3434935842364034,0.3002934644276581,0.774005062865668,0.7494735990656048,0.5448398149091571,0.3011966843201272
