,Thal_MGN_R,Frontal_Sup_Medial_L,Parietal_Sup_R,Calcarine_L,Frontal_Sup_2_R,Heschl_R,Vermis_7,OFClat_L,Thal_IL_R,Frontal_Mid_2_R,Amygdala_R,Caudate_R,Thal_PuI_L,ACC_sub_L,Fusiform_L,Thal_PuL_L,Insula_L,Thal_VPL_L,Thal_VL_R,Cingulate_Mid_R,Thal_LGN_R,Thal_LP_R,Pallidum_R,SN_pr_L,Vermis_3,Cerebellum_4_5_R,Cerebellum_7b_L,Parietal_Inf_L,Cerebellum_7b_R,Vermis_10,Occipital_Sup_R,Postcentral_R,Thal_LGN_L,Cingulate_Mid_L,Supp_Motor_Area_R,Olfactory_R,Rolandic_Oper_R,OFCpost_R,Cerebellum_Crus1_L,Cerebellum_10_R,Paracentral_Lobule_R,Occipital_Inf_R,Vermis_1_2,Frontal_Sup_2_L,ACC_sub_R,OFCant_R,Parietal_Sup_L,Angular_L,Rectus_R,Temporal_Pole_Sup_R,OFCpost_L,Frontal_Sup_Medial_R,Frontal_Inf_Tri_R,Thal_MGN_L,Temporal_Pole_Mid_R,Vermis_8,Cerebellum_8_R,Cerebellum_8_L,LC_R,Thal_PuM_R,Cerebellum_Crus2_R,Thal_VA_L,Lingual_L,Frontal_Med_Orb_R,ACC_pre_L,Cerebellum_3_L,Vermis_4_5,Precentral_L,N_Acc_R,Frontal_Med_Orb_L,Olfactory_L,Temporal_Pole_Sup_L,Fusiform_R,Hippocampus_L,Precentral_R,SN_pc_L,VTA_L,Cingulate_Post_R,Thal_PuI_R,Frontal_Inf_Orb_2_R,Temporal_Inf_L,Temporal_Mid_R,ACC_pre_R,Thal_AV_R,Occipital_Mid_L
Amygdala_R,-0.15875506233960016,-0.01644590279082588,0.15248775984681315,-0.19119130270775994,-0.12056642065642356,0.2354241726967457,0.29500448717164696,0.0001917375947573857,-0.20029070992179313,0.18656920849806333,1.0,0.15445112303110714,0.011605906212927798,0.055120986948086925,0.20333274486564454,-0.07183492793309806,-0.1395521319403524,0.011617275379402813,0.12323161253255162,0.18357126767170553,-0.1719250396183591,-0.14386390511704988,0.2398772323115495,0.005250392782981387,-0.32093619161900677,0.07368915069525263,0.31597292153934525,-0.003138345467170588,0.21167499968172013,-0.2192055383135835,-0.26852880913238897,0.15292701967649777,0.04399295640195476,0.1156635617484872,0.2410673678651755,0.15883887394552107,-0.1474317461207414,-0.061098283826958345,0.2631794776337371,-0.11187711561610955,0.06246725018432003,-0.024698709753501406,-0.09880952501812612,-0.11515326565540975,0.12057814082267213,0.06641313800129758,0.1344598851576657,-0.10245322066981462,0.2525792301033017,-0.19970325635533756,-0.27857505111220304,-0.11709875968886076,0.06119433900895457,-0.1479835560812278,0.16695987498547193,0.4006985204982235,0.22581713088970415,0.2855528803485034,-0.10220773808082155,0.015255765988177242,-0.0067073384338819,0.10800426429722972,-0.1860895666976031,0.03764731072309704,-0.08112238497392239,-0.3063667031535056,-0.3244860216375105,0.09549462373054296,-0.01903462743390155,0.31013983044781107,0.08648434829004727,0.2578897189962871,0.04162781263113148,0.27873176238013947,0.13845397837322485,0.3303946951200681,0.4380433396620586,0.04567330070694766,0.08258050974487328,-0.09804360334588988,-0.012819695027252475,-0.3060812104226821,-0.003601907141379347,0.26776598258856876,-0.3358002288803227
Caudate_R,0.05140601937852192,0.41426003126359184,0.38416439291633697,0.33658700766056976,0.0830251837666441,0.5765335919639424,0.09638154003136366,0.16307053214326103,0.4812075507923698,0.46301688643199046,0.15445112303110714,1.0,0.2327738999356532,-0.0453114935133657,0.20570900063121939,0.2942988968266552,0.3369219847431095,0.5533727434722663,0.5923262701120882,0.6140277622012108,0.2827324314030804,0.5055491076520083,0.6658475243295995,0.44930120093709364,0.34997366970243515,0.3621770450749478,0.1770818735916091,0.5070153455262986,0.2942247807227672,0.012195394800514306,0.20489449818000616,0.5752260737736518,0.3058837733097982,0.5496692270620454,0.5763431912159139,0.24472936726723168,0.11658718359948837,-0.026656310325057817,0.10015374912767383,0.01198758482729612,0.5473285134917082,0.2609912958619196,-0.10086362681357723,0.1696426994405733,0.10052157978123111,0.025183942593766703,0.4646745811739869,0.2776564778458982,-0.17573968793058448,0.03835535839469558,-0.006382697922130167,0.2157712209423581,0.5295662911699206,0.09094824646681954,0.21330350359230119,0.28978747010458467,0.3044626858840623,0.2981338337770041,-0.0021225028615392194,0.4017742181564755,0.2777484791083103,0.47426656819918156,0.3314616040246606,-0.05230731074951502,-0.06258471064283218,0.2367919160873261,0.2121827113533452,0.5647078395697654,0.25714085446638235,0.07269792545913809,0.19851260834459544,0.09066170365073117,0.2849042213860224,0.42004387922883607,0.5417832490404868,0.4022835275478179,0.3669384754050928,0.5711163088674257,0.2526064950933925,0.05201780709715817,0.2069020525993131,0.30995207166772293,0.3409466979925831,0.5376851267080958,0.10383057071004183
Thal_PuI_L,0.03163142995188059,-0.00631823213951838,0.03764008379763682,0.27549585895359513,0.13191152074081613,0.2794719116938476,0.1865811167225224,0.30282451846201736,0.36173330357917266,0.2125954908622139,0.011605906212927798,0.2327738999356532,1.0,-0.18492761351023576,0.3730831497978659,0.2880210842675472,-0.022656232462618903,0.48527116990489266,0.24208655823912467,0.49420375656378185,0.5469969585176724,-0.04015609755332908,0.12771395790322496,0.5111908040888485,0.4536891921152243,0.05243311446253154,-0.004777244624346447,0.3818418226449212,0.004449112810931441,0.07745268948579617,-0.04483495956409355,0.1682679665498729,0.5542861544670645,0.5247011753616696,0.20170961073751947,0.056826542574901634,0.20008594863401807,-0.1414607590649614,-0.004285302805451265,0.0539989831961274,0.09693379277056012,0.33269922102971916,-0.15532170826337016,-0.017296284019454464,-0.007032299513470863,-0.36875825677238877,0.10255851158083114,-0.056513260146609595,-0.056358835041909465,-0.14143043779356537,-0.04201400943586429,-0.04104892450296183,0.06711299167684671,0.5863820507058358,-0.3619422282515317,0.2191053358415912,0.06165174345578208,0.08429633620496262,0.0575882782656633,0.4789603486834725,-0.29268539133204946,0.5076778958643152,0.29424655980467745,0.18488666184463304,0.024475092596240755,0.20392569087537457,0.10515689586205863,0.03135560023155679,0.03293579283550279,-0.14601187590746148,0.2472185840486838,-0.15287710393134804,-0.024691510414404157,0.5642277907804552,-0.013400252042734628,0.4825749614369072,0.18135412482329752,0.4836879966867405,0.5362728249760802,-0.12440357334170317,0.15741540450845656,-0.06258196271888718,-0.02748417477681845,0.3526377864307841,0.10503542977291454
ACC_sub_L,-0.0334886427336771,0.21828784903370105,0.00349312417796124,-0.1863331317923933,0.07152336311241592,-0.0726358498667899,-0.07991680798613339,-0.11994764573854538,0.031659642112545315,-0.02092501136871251,0.055120986948086925,-0.0453114935133657,-0.18492761351023576,1.0,-0.26514047032796867,0.07889135742954578,0.022584440067463844,-0.04935786249659414,0.006596303502493584,-0.07291358042517156,-0.1668998511061527,0.07662081398981753,-0.014821008938764618,-0.026012882491965508,-0.09925508670603793,0.0006010997232415754,-0.23629506728003605,-0.09272325163597574,-0.10028361950882596,-0.14551771319058765,0.050306420202315766,-0.031505847765566426,-0.10561030397291783,-0.0942303787576674,-0.022963943540473642,-0.03641969487998158,-0.21502786852706848,0.13986526750267808,-0.14720741990739578,-0.3119572114962188,0.023183574808715714,-0.04327013625986524,-0.2288602453542448,0.23137582997900047,0.19891456236188462,0.23918397040888492,0.046022950243096584,0.007881923832322599,-0.0512291449762495,0.017208153843499732,0.0178357568550359,0.16952078418941952,0.02348618070037706,-0.19820261306827686,0.1285754456579299,-0.20878529765323758,-0.12117832255652586,-0.15235662858846075,0.17612581861966006,-0.1625311530114105,0.2288121428744318,-0.17412515139182094,0.020164383299131245,0.1421856766843847,0.04435236992509047,-0.22020653202239002,0.029385177734859217,0.04942730631950283,-0.03775926102085295,0.21197238399202656,-0.0630803760040651,-0.007001325322997441,0.04197214559335639,-0.21792905701923646,0.027882667339431993,-0.06612753706148919,-0.14503370617489622,-0.09852160324924877,-0.24038340177114742,-0.008296301779512174,-0.14023842777323045,0.05333621348573284,0.06210430705961269,0.02286407368100558,-0.04874192536543127
Fusiform_L,0.2053354001882074,-0.1338080048142773,0.39498333046828243,0.3616776619792718,-0.06594159412008181,0.2904064300681566,0.26863546574569347,0.34650142153338087,0.09171965946036181,0.3221914807446937,0.20333274486564454,0.20570900063121939,0.3730831497978659,-0.26514047032796867,1.0,-0.008032854643374377,0.08380127427526059,0.43592956762113927,0.28407537098083874,0.5440109173422479,0.5457958388362686,-0.13594136855755953,0.24423742806876436,0.36826348408193194,0.28311937365962714,0.19126467630942495,0.6246075338789155,0.5771724033441511,0.31208443480228226,0.0707988764048852,0.04077036154344114,0.37531958786578484,0.40888014921270766,0.5675373396458507,0.41535974337394677,-0.032698659246972364,0.32958314227991437,-0.20799926048810866,0.6172247953160769,0.21212860172872025,0.24877835970506992,0.39531775076691433,0.12140381414291056,-0.3056169112213505,0.018766564269487696,-0.4670373267722428,0.41376731881247203,0.29930364609739923,0.07180365683810791,0.002224267257435904,-0.020800566077925926,-0.17598197497299173,0.16630213995490178,0.22994158490497094,-0.10133405153684975,0.6212640275494482,0.3590250662529349,0.5936142970659483,-0.04135140222914581,0.45808630137299056,-0.18766179938177807,0.49276826752249414,0.29698533302960844,0.12680812330007366,0.012533725655399555,0.2695770387430303,0.036339565607205984,0.22174120475957143,-0.09985748991793525,-0.056456826149298096,0.25741038507214525,0.3067560896544454,0.13543773600109144,0.5406964758069764,0.24139811213092627,0.5968579321062973,0.3523359231126518,0.41963291802049024,0.5210264459219102,-0.06749081152522646,0.5368503949849363,-0.022537796572459516,-0.1515463127935094,0.3697735139164762,0.21389308418371553
Thal_PuL_L,-0.008253476134019246,0.37945210890625425,0.2861209647797212,-0.03528424935255974,0.31435139728808414,0.17446541983876196,0.027495813271771363,-0.09898633565238917,0.27590097695299165,0.27921479510888036,-0.07183492793309806,0.2942988968266552,0.2880210842675472,0.07889135742954578,-0.008032854643374377,1.0,0.04107539322863441,0.1948587517417183,0.30333058846304767,0.2703841737668623,0.1175766460288171,0.12596218327892994,-0.02538194202243631,0.22202237395292693,0.1816016840708581,-0.15539515087167072,-0.3098556398867285,0.29523255416834426,-0.28971435852950783,-0.07380870336974085,0.17965478127618523,0.20899448628173342,0.0026726327271765857,0.22370475363976672,0.20000513961256408,-0.15703393190394277,-0.11839254575425269,-0.030503922905679014,0.06479054819313709,-0.05583430394650197,0.21395112042085135,0.17774655771468484,-0.30617587299268006,0.29057200994631577,0.11317424146501813,-0.09206411553969197,0.37867622926891875,0.4101532303916252,-0.1785987818872067,-0.10827810430635362,-0.01823971230360844,0.27983125522160407,0.3234476477064188,0.24490405693436915,-0.007381938679042475,-0.05745365495150526,-0.25670346061153965,-0.14956882593544749,0.42810205443565713,-0.026023078837646794,0.0828753504091036,0.11592909754049616,0.31505882795792717,0.025223162960443402,0.12511392000782978,-0.11846478665779223,0.12601496494432196,0.24022753902013122,-0.044075442530784784,-0.0026574322123842963,0.028252022034927184,-0.08595676422603034,-0.17907360838895725,-0.09776333116690702,0.13459696359598408,0.1825642012161508,-0.2232995067242851,0.4312707879419151,0.0031368325397817644,-0.009501302319482183,-0.14009141355131427,0.16235653007104778,0.26914095141506145,0.0841040371225674,0.1704515535061685
Insula_L,0.5168418932343631,0.5655892310270126,0.18556225555081896,0.49307481837089345,0.5261985890272501,0.5146582771531845,-0.26945112697120543,0.45253788223050084,0.27371458066265736,0.49818062469790314,-0.1395521319403524,0.3369219847431095,-0.022656232462618903,0.022584440067463844,0.08380127427526059,0.04107539322863441,1.0,0.5263981703561583,0.45793944142924453,0.35974047393588326,0.4756702301645684,0.49867086606068145,0.47419914582809286,0.2707810358499643,0.5572223969911742,0.3157537997143106,0.09518525024238465,0.4993918975313519,0.0851826557018783,0.10055951089606133,0.5090813803063982,0.6529548779110059,0.3968928283336368,0.3664620689365404,0.5386035631508355,0.3565923716220844,0.7346532939769242,0.5864988236624205,-0.1531159825878902,0.29448286258833334,0.7143711886645527,0.253755341800373,0.42055624358796917,0.5176749726111975,-0.01714636397454978,0.17975424313675661,0.28986065861669247,0.4455462151425976,0.0814548936014237,0.7015037119128443,0.7950426918073509,0.5990311132595986,0.5979315817768963,0.21655055545767066,0.1398424859969076,-0.12091564326593086,0.22673384193568388,0.10233086855033505,-0.07520484099186235,0.6026069005980373,0.2470474334956683,0.2846365204112924,0.4164319394331687,-0.12051225113656007,0.4096627749017611,0.6008104832925161,0.564812630576144,0.6874112839412381,0.5452099642114857,0.055205527953333895,0.3618167413014959,0.5006683613381717,0.3058507218269453,0.25578614442421627,0.6797811124192895,0.2868798753857067,-0.011824539253457863,0.3523902182703875,0.4614714888563142,0.5661389117050173,0.48683883113999543,0.6889573617116997,0.37497528539637603,0.19834737211647738,0.4553753793681077
Thal_VPL_L,0.2832564941863301,0.3915891242526766,0.32151787840596174,0.5788125561545838,0.2493438450342142,0.6046563067963439,0.13363345868891618,0.6061891493387155,0.5591536781872526,0.6373220421123279,0.011617275379402813,0.5533727434722663,0.48527116990489266,-0.04935786249659414,0.43592956762113927,0.1948587517417183,0.5263981703561583,1.0,0.6556290401807192,0.7744146236897155,0.7346290854643928,0.3280960492223343,0.6348787953151342,0.6010513565896318,0.6064609725101724,0.39798104287375496,0.3003014684652357,0.7241325906754685,0.3050531288400671,0.23008694386144946,0.2791484057012876,0.700063933024237,0.6281330599984547,0.7573838816008773,0.7078048194282082,0.3489336458826511,0.6159111816171383,0.24319106050825434,0.00010562446810013955,0.2777891771108181,0.6113142750583587,0.4360958971610123,-0.0070700918607305,0.18572864101737674,0.12196143178338796,-0.19036103488809564,0.4627319748750212,0.27898166104655475,-0.17161110980322408,0.40440714241244374,0.31970171386296553,0.2951115357588881,0.5867988856106553,0.3344890141634468,0.00867398552002737,0.38120944493244796,0.4645328686591731,0.3948768355325479,-0.1506467486022288,0.7899329911812318,0.03781932047289669,0.6194874675401921,0.4700040325318857,0.05874786257125288,0.2061518095327321,0.5724936655865812,0.3633331269493971,0.5768716238634618,0.31331620878934147,0.11346903011202196,0.4329418578889435,0.3023503521249786,0.3513065047222074,0.6737363150835094,0.6171352834761059,0.5197600101485255,0.37942662097386437,0.6626958708119786,0.7166257219461698,0.319590954721044,0.5149154893217925,0.3668196355341464,0.21909465687120475,0.6571447991577888,0.23680045811712652
Thal_VL_R,0.22929243460670082,0.6572521916145087,0.2570316346055818,0.32970507156320367,0.4148274627791736,0.590669986820108,0.008357507157282446,0.3651863818047376,0.47068223196787207,0.6603752269667985,0.12323161253255162,0.5923262701120882,0.24208655823912467,0.006596303502493584,0.28407537098083874,0.30333058846304767,0.45793944142924453,0.6556290401807192,1.0,0.6064625325162754,0.5104573380752621,0.1574365746696946,0.6831731039354522,0.37008087988074134,0.42333705682939987,0.310030233737093,0.14563690717618546,0.5313248211864489,0.07622963945569008,0.050601185370534034,0.23178117505763524,0.6603152728155547,0.438454430591839,0.5499372098867296,0.615027248471546,0.3136475326295777,0.3971441336950933,0.32275007778135845,-0.022921332958365487,0.014775357695525924,0.6193632071700611,0.3694444187436058,-0.1119637044487235,0.4558579211840626,0.22147477903752086,0.15204679017462308,0.3791656521529129,0.27066318355766383,-0.023953320588899648,0.2690131341411582,0.336125686524259,0.5256866818069331,0.656384800746988,0.23256725328828526,0.08567960915533392,0.19582152195367467,0.20794044441988402,0.2817510888203119,0.033261542669401,0.5588055291992148,0.21701567812926717,0.39381510364362243,0.4147166831224313,0.12044222864361263,0.46534354878276074,0.3877395310966692,0.3273905754687683,0.6432547440365518,0.1951240821745867,0.28101027296816955,0.5322607843395447,0.277851876881403,0.2533322285367793,0.4877979555403,0.6482974569593535,0.46227180223454684,0.2522637115920665,0.662809707559335,0.39086550139888915,0.24103970302887961,0.2881462086547302,0.28287453130565554,0.5587342735779844,0.503181320794449,0.12912390423119338
Cingulate_Mid_R,0.29024475611404477,0.30885926934075003,0.5080706003313015,0.5736559581107872,0.1250548320619492,0.6551127672885293,0.1704158177443705,0.48462833545834466,0.46104157406091134,0.605924839071163,0.18357126767170553,0.6140277622012108,0.49420375656378185,-0.07291358042517156,0.5440109173422479,0.2703841737668623,0.35974047393588326,0.7744146236897155,0.6064625325162754,1.0,0.6464200533014696,0.28722368723726854,0.5926740283636708,0.7055263411127932,0.6095679910692742,0.45247011035264867,0.33817017400243454,0.8576378010629992,0.3977260587741907,0.11428644259869233,0.29420126366289245,0.7572833470823391,0.49419715552740673,0.9641571976602507,0.7721071866235615,0.22699355641125493,0.4518577394496438,0.005444962406818298,0.14375106000186838,0.16312909983857843,0.6574741017084132,0.48920116032642874,-0.01570752983825866,0.01608122593790617,0.10081270758002567,-0.3705744080468366,0.6671143029370951,0.4175917589845502,-0.1091098840177734,0.2746567623926751,0.0998042031545794,0.11516440670849103,0.5336392762910398,0.34773703246004284,0.10274750028906683,0.4876688741909413,0.5139501833588332,0.4228294680616147,0.02241969202537135,0.6811376340796235,0.14593165923568133,0.7163340563296429,0.5586031899308646,0.06736637629221028,0.0884546360402847,0.3686346424259754,0.3229448620153217,0.5984596685909731,0.10500516774127949,0.07956450305767522,0.36988178014178547,0.3227870891438114,0.3829982226929938,0.6508826234501878,0.6120463062712552,0.6278575326008301,0.41717105441395314,0.7908841296658121,0.6637478292115486,0.10033738694835875,0.5154939630626499,0.3068100413902211,0.07252227323634265,0.6947047836419097,0.26127070166142774
Thal_LGN_R,0.3838180105583279,0.2745411595291849,0.14850587075015245,0.5251454886284934,0.36469574287639406,0.508723359803672,0.09985480828968782,0.6051984614285368,0.43159643942094167,0.5516996991779315,-0.1719250396183591,0.2827324314030804,0.5469969585176724,-0.1668998511061527,0.5457958388362686,0.1175766460288171,0.4756702301645684,0.7346290854643928,0.5104573380752621,0.6464200533014696,1.0,0.1178626290308278,0.4163733214542475,0.5225651997183116,0.6633384894812568,0.2260507536475572,0.29020770924782896,0.635564206869313,0.1356005601318506,0.21689315697084066,0.17586687212188293,0.5578071332410173,0.6625203445594219,0.674578645013166,0.5341044084200713,0.160277083841339,0.6935081815711184,0.25676465362979,0.0883258464970881,0.3846791222904741,0.4742745860468769,0.436098314150442,0.12586948180431576,0.1696528759645559,0.14391087907315878,-0.2436891352306417,0.2809525019712394,0.2191764063630187,-0.09428059695520166,0.3813981816976211,0.4006027245091941,0.27699449789108216,0.45483074099989457,0.472829147078509,-0.21557258974227328,0.31919776350365864,0.29856362582690793,0.3455951958548793,-0.09489300007981376,0.7598240712430044,-0.14709632144760934,0.5507070627577111,0.4031338821445298,0.08256990399796953,0.2957026207829882,0.6082342357967183,0.3265094602318362,0.4463892924155239,0.19655186819217424,-0.10470089383753489,0.43550266083131917,0.24191230025763477,0.16943623417157594,0.6422523284076094,0.4709595387434898,0.5424978333641303,0.24465640543382208,0.5779288299706873,0.7540147715940496,0.33045249138508415,0.4775066453684632,0.2601112758851712,0.17891403019237875,0.46816482775383395,0.25317817439548007
Thal_LP_R,0.17037067093517083,0.276275484302439,0.1087405178600453,0.3122595856270519,0.11938539376518845,0.367389148737858,-0.123575452013579,0.07030785393314698,0.3333028734872808,0.24989522054960708,-0.14386390511704988,0.5055491076520083,-0.04015609755332908,0.07662081398981753,-0.13594136855755953,0.12596218327892994,0.49867086606068145,0.3280960492223343,0.1574365746696946,0.28722368723726854,0.1178626290308278,1.0,0.3762327298826884,0.30030379116694444,0.32076357647482406,0.2110821416514104,-0.031335212305654905,0.2567757000555976,0.1271272221897554,-0.05519883131140779,0.23556855557263867,0.36873628751656634,0.05688116146156847,0.24506652379697796,0.3271522407597262,0.19739389629692203,0.2748687667980279,0.1635595338338849,-0.055332421805717,0.11122240651394802,0.41637171648926197,0.10107066400575418,0.08542267457829578,0.20090152454363203,-0.12546213846991353,0.03882998930679963,0.2019396893475103,0.2467478623309443,-0.2942075308558745,0.30647609439084833,0.17026231990217033,0.1977613015716201,0.42751932005052884,-0.0034413110775082397,0.21467968523726377,-0.07778949201780883,0.15325089833713476,-0.05063637551982846,-0.08603748207119834,0.26813228545241174,0.2097942815062983,0.22823814964213565,0.20992027716730355,-0.31810522386396417,-0.08934125507253786,0.1819782623666171,0.27321596608953286,0.4243712462313333,0.443591412337591,-0.017668524964698076,-0.04519452428276894,0.10262600904871995,0.18710160111034468,0.12335118490604573,0.40734112359661695,0.18176641593342557,0.17845551714609242,0.1888908167605573,0.16190140395831285,0.2590615563299349,0.19949199699602274,0.43078156095469916,0.1870468168410016,0.1703688344367594,0.1450739125246724
Pallidum_R,0.10798384882887724,0.37909689569266625,0.12128905961915364,0.3857698666212786,0.15620644368962794,0.5969029635236243,0.08673829534630735,0.45858786394299006,0.36267802216378364,0.5471411778260264,0.2398772323115495,0.6658475243295995,0.12771395790322496,-0.014821008938764618,0.24423742806876436,-0.02538194202243631,0.47419914582809286,0.6348787953151342,0.6831731039354522,0.5926740283636708,0.4163733214542475,0.3762327298826884,1.0,0.3861546312818058,0.2904737074436998,0.4092860563640856,0.2726457466041132,0.41462230922161186,0.2961104082431679,0.03696678475298328,0.09682412796871735,0.5813480071233296,0.49758505662540964,0.5250261576110286,0.5687692133316058,0.5272128490691126,0.46917983787512074,0.273938150085285,-0.07571121228426964,0.0820021697999831,0.5073622991671938,0.20344916325617501,-0.017759221973607547,0.21403680771905684,0.15760315752904758,0.16803567527438354,0.23321960282062854,0.03707403184135221,-0.08797279315578546,0.3681314220553788,0.21661644074110079,0.28847205546263577,0.5614715147891575,0.05527523771102044,0.0999888304379549,0.3178227832774866,0.4178473299325321,0.35017780686539945,-0.21931535866328983,0.5594328055381731,0.16737759614249273,0.45541054638476086,0.21282196189597094,0.02225503841674037,0.1498275539378746,0.3759223494425142,0.2042853862714845,0.5066444359485759,0.46981641876919683,0.28141696973544394,0.47346047276856396,0.2733159586734444,0.36515898965779847,0.6282740222744193,0.5996081094257083,0.4527064724154027,0.5310602708314471,0.3872679092754266,0.4388458526568397,0.2905096737873082,0.37216722157221827,0.21872577439372437,0.3804489220110201,0.5727769602219842,-0.028975662944565654
SN_pr_L,0.2642963659016777,0.10488904239707125,0.23801606793475275,0.5648089324656483,-0.01798571510161269,0.42359698878584734,-0.028876760597178704,0.37576356687216417,0.5970599768813442,0.29499443070000764,0.005250392782981387,0.44930120093709364,0.5111908040888485,-0.026012882491965508,0.36826348408193194,0.22202237395292693,0.2707810358499643,0.6010513565896318,0.37008087988074134,0.7055263411127932,0.5225651997183116,0.30030379116694444,0.3861546312818058,1.0,0.6742232971106025,0.4175879474566604,0.09247088891542289,0.6526908875140564,0.26013393481829283,0.11061579827740974,0.3077005566424844,0.42957819493022864,0.46112222057700053,0.6797272588086698,0.40890171081586957,0.11477844573017636,0.33241752782072215,-0.09673621946654731,-0.04895491617502087,0.03643738672504092,0.38232856171380963,0.3910470571233836,0.015633840411288527,-0.07812937171737311,0.06450516442252277,-0.4127985470561456,0.3760352905481623,0.21248475203471262,-0.24090622524732375,0.17520352666832453,0.08260890422420387,-0.03848747038543221,0.23801811558002306,0.35879166368862575,-0.02491662494915565,0.19839419985902587,0.3213766539763523,0.11438875656694053,-0.062018196017515084,0.5740401686019659,0.08010080490491686,0.6725594937663946,0.5884697571348805,-0.017582769908924104,-0.08172084916960924,0.3934028926003329,0.4203411766694346,0.27180294544510003,0.2004502308054977,-0.1601028626759958,0.13331935707135745,0.08168722405978555,0.3545827942291454,0.4996387965046756,0.27899708931221906,0.4810160823918968,0.3211525006074446,0.5944738578337342,0.521905125555993,-0.031216420740962533,0.4248118841475675,0.3030841687202258,-0.04686647825159409,0.5586395080371523,0.297064429481366
Vermis_3,0.6048384375614413,0.24872349680154582,0.1863951790038087,0.8053565162575864,0.15187191986770987,0.4035507255117508,-0.37945272835470545,0.44036878212845476,0.5353984428459089,0.23551201779495645,-0.32093619161900677,0.34997366970243515,0.4536891921152243,-0.09925508670603793,0.28311937365962714,0.1816016840708581,0.5572223969911742,0.6064609725101724,0.42333705682939987,0.6095679910692742,0.6633384894812568,0.32076357647482406,0.2904737074436998,0.6742232971106025,1.0,0.5477644041132622,0.04993727855232678,0.6965415539134076,0.25538101325970797,0.2308145759359527,0.6247122710431893,0.5356699651693828,0.5338850674751336,0.6725218010660695,0.405306290223107,0.14074945662957197,0.5543754667022033,0.0761188657931105,-0.28064233544090994,0.12904325651561616,0.5888584767271516,0.48710474146792637,0.29604572737103285,0.12497612043709222,0.023968231591074054,-0.3447652926305576,0.3205820086698903,0.3359481126339365,-0.17003679733285587,0.4140866578612932,0.46008449534938417,0.15969754528916924,0.28843279215852285,0.4856673469074589,0.10076129100951416,-0.07422759725043211,0.3372729799397665,0.06051932451274509,-0.0022385808733555047,0.6946266718072894,0.2984156614205102,0.5880569251399695,0.7500592036734846,-0.07283267261439746,0.10030545056555443,0.7526320471311199,0.7632029646342552,0.4031373323014642,0.20405050677479988,-0.2614867377715408,0.2860779445085262,0.2649886493079079,0.5086943044512282,0.3683176528630659,0.3858598404635546,0.2877486661699871,-0.017496201398746147,0.5690108119459335,0.5574024567060281,0.047476548072917506,0.6632113452197226,0.6730139273550656,0.04806845027873646,0.3941549176229499,0.6254713550011505
Cerebellum_4_5_R,0.5638284828959371,0.046744869191515215,0.3216807558570066,0.7303650097585013,-0.34808374098054307,0.22387093233778785,-0.48718062549526947,0.32597435359385624,0.2929625090866,-0.03287356042175706,0.07368915069525263,0.3621770450749478,0.05243311446253154,0.0006010997232415754,0.19126467630942495,-0.15539515087167072,0.3157537997143106,0.39798104287375496,0.310030233737093,0.45247011035264867,0.2260507536475572,0.2110821416514104,0.4092860563640856,0.4175879474566604,0.5477644041132622,1.0,0.3532554425887741,0.538108877546816,0.7683585808236679,0.022654206799513764,0.6553492840278314,0.4501343442424233,0.1915896995167979,0.4782086835324752,0.3530093116742031,0.06254966123783005,0.23249810131674148,-0.16194937813329943,-0.3367515719690032,0.01642594247386372,0.471802109196719,0.31635052148847703,0.33795560794198887,-0.24498558227319997,-0.01362638865465396,-0.25494524009397257,0.3755781089166796,0.21803056199865326,0.01821775299969961,0.23980951119922786,0.11641025857037438,-0.17443357097145618,0.038081755440090126,0.04271450508403071,0.5354924977778385,0.030205913271614135,0.7462667600654452,0.2692641035163044,-0.15763577533073822,0.4638314761969036,0.7260884608901322,0.44470173961774795,0.5886163664248992,-0.15008815350454086,-0.18692969895580464,0.5568506074748804,0.6876552053928435,0.25575252383078384,-0.006973760248695353,-0.07582472912498225,0.09090345101790516,0.2847920951280107,0.9720219485896902,0.20077320389018116,0.32015495276504247,0.007197346607526379,0.16184102975267295,0.31375697662133406,0.29230772182093745,-0.2371766808673687,0.6730499484632957,0.5745965151711627,-0.1567827407718493,0.5280565635586588,0.5256901511696148
