,Cerebellum_8_L,Temporal_Inf_R,Temporal_Sup_R,Occipital_Mid_R,Temporal_Sup_L,Raphe_M,Cerebellum_Crus1_L,Supp_Motor_Area_L,Paracentral_Lobule_L,Cingulate_Mid_L,Cerebellum_6_L,VTA_L,Frontal_Inf_Orb_2_R,SN_pc_R,Heschl_L,Putamen_R,ACC_sub_R,Temporal_Inf_L,Thal_IL_L,Temporal_Mid_L,Supp_Motor_Area_R,Insula_R,Temporal_Pole_Mid_L,Cerebellum_Crus1_R,Caudate_R,Cingulate_Post_L,OFClat_L,Occipital_Inf_L,Thal_LP_L,ACC_sup_R,ACC_pre_L,Frontal_Inf_Oper_R,Frontal_Inf_Orb_2_L,Thal_MGN_L,Precuneus_L,SN_pr_R,Occipital_Sup_L,Frontal_Med_Orb_L,Rolandic_Oper_L,Thal_VA_L,Hippocampus_L,Vermis_4_5,Amygdala_L,Thal_VL_R,Temporal_Pole_Sup_R,Thal_VPL_L,Precentral_L,Cingulate_Post_R,Thal_PuL_R,Thal_VA_R,Occipital_Mid_L,Thal_MDm_R,Heschl_R,Angular_L,SupraMarginal_L,OFCmed_R,Olfactory_L,SN_pc_L,Parietal_Sup_R,Frontal_Inf_Oper_L,Cuneus_R,Thal_PuM_L,OFCpost_L,Cerebellum_9_L,Caudate_L,Vermis_6,Occipital_Inf_R,Frontal_Inf_Tri_R,Postcentral_R,Cerebellum_8_R,Thal_AV_L,SupraMarginal_R,OFCpost_R,Vermis_9,Cerebellum_10_L,Thal_PuL_L,Temporal_Pole_Mid_R,OFCant_R,Precentral_R,Raphe_D,Cerebellum_7b_L,Amygdala_R,Precuneus_R,Insula_L,ACC_sup_L
Cerebellum_8_L,1.0,0.5610288018515578,0.550897861958616,-0.40732385866899457,0.30304999549420303,0.2973722583181638,0.8289144153173903,-0.4595084785233841,-0.6638006782285352,0.12430797166218606,0.511095363421125,0.565069827516377,0.49853761416386977,0.11024114995189271,0.7454439277696924,0.3661565313985108,0.545443612344116,0.674016866023094,0.07739358551951718,0.4858876111272644,-0.4277744958395931,0.5217103154763709,0.3189640937863319,0.5628420517269189,0.5148349672779025,0.0696183557585304,-0.22995070559174563,0.12362726172050173,0.36904932012144487,0.04500455516358931,0.37100752372907897,0.24162285703201114,0.4598919334799821,0.18041301829399492,-0.3622413824628549,0.08073845892819766,-0.5359508715802748,0.1508937009882371,0.4306333314859296,0.15066045060642502,0.49661152359808824,0.6078314712631278,0.42062782487648,0.4856654875578264,0.531027569268456,0.49578840790000894,-0.6264548699439346,0.528834670761478,0.14047471727426883,0.6070427145454945,-0.48632754216196705,0.5325006774743285,0.13942697539644713,-0.5007294698517702,-0.37384980339581875,0.45758880252009115,0.5741962150421561,0.5510300402470777,-0.7533364999982152,0.07384097147421559,-0.4947354314181433,0.6517749651286638,0.3007954499201964,0.7900078244631421,0.5110233157098129,0.6894785944661629,-0.08527009724875165,0.16982836907963883,-0.667460373930944,0.8684936371338113,0.02069610978975684,-0.3505265541238453,0.1551888174393754,0.30612135712413924,0.34477064239466465,0.41249960509234973,0.5171964320713293,-0.40030984647492357,-0.6188349638120002,0.09630445545249905,-0.29242812337324886,0.37398974316749795,-0.428267557946402,0.6982130558859783,-0.5522561921014145
Temporal_Inf_R,0.5610288018515578,1.0,0.7283578959148562,-0.1732454678584985,0.655811778239988,0.20863573691511855,0.77108051958585,-0.19308630483029618,-0.288844916311869,0.3895092650642691,0.8744402972895512,0.13655097879818726,0.32600058544338506,0.05457508369749063,0.5782409225739202,0.6245796053445909,0.26781756619302216,0.8726398047813482,0.6126137099218468,0.7363776044030994,-0.161092839709154,0.5636123685798493,0.505228210644831,0.8643266991227851,0.4514775924722136,0.32557200697940203,0.12018434210071904,-0.11296846074859854,0.33516710982543874,-0.06034982282344384,0.19201159488114855,0.21643133913163137,0.2606879073234308,0.3819700745963262,-0.12371778360142759,0.3992678870762111,-0.3448552147243497,0.18113239916405463,0.16989662193470495,0.6886070878961394,0.7787321286104558,0.6594474267657405,0.8131849249208596,0.6284346943866542,0.4161110498604986,0.5888307395614505,-0.47018764999556606,0.6560173416021202,0.29653283782185336,0.5604240757519346,-0.2706332390020584,0.564577579274184,0.4848604655428138,-0.33893884089768694,-0.28885884882124485,0.29285631401923284,0.5958869777075272,0.4233932548519194,-0.4756816145083738,0.22928759397420576,-0.00040085735309878796,0.5995405008352734,0.48280947026011745,0.771040850536894,0.5346277352325065,0.8567115868154013,-0.18345962269644525,0.36729310911758106,-0.4446521617287427,0.8315718253551163,0.6323070569685272,-0.08359287280169503,0.5842265876105766,0.06445364138750731,0.4130572934639062,0.5307345326870112,0.038798065704555317,-0.39920994361015505,-0.3931510095787076,-0.397266894346298,-0.36347614456527216,0.7267104986901376,-0.15405800517469656,0.49470242189036934,-0.15303651476276212
Temporal_Sup_R,0.550897861958616,0.7283578959148562,1.0,-0.20532548969150424,0.8517470789915262,0.40804711683366685,0.6230065298669393,-0.14954590320199526,-0.30218984887846423,0.6279058572217835,0.6163111587235188,0.27913418541111185,0.4861169166637849,0.06888270191972824,0.6853052030748326,0.6958110681736047,0.42899106675299936,0.7327138269631284,0.4520556500892266,0.8270696729694196,-0.10499984651324674,0.886256926857594,0.5349928517815437,0.5778202626142964,0.7681927028027673,0.5856875859842159,0.1010067460974615,0.004468555967874472,0.5630737416556727,0.24442276700033108,0.378726969781029,0.5342689178959595,0.4565938689249515,0.12145730879913186,0.09140806061823953,0.29870417666552135,-0.24352639856291095,0.37375390039786255,0.7056494596475217,0.5528859822547292,0.8385272634697037,0.8833843796602137,0.6251595406457151,0.6455895773043328,0.6067325272418634,0.6798531858583159,-0.20521636340176486,0.7573701758275584,0.6055293904192413,0.5766841667703647,-0.1760837421759754,0.6191174556469256,0.7152752335433694,-0.19888062398572226,-0.06909507648089376,0.24046541023320955,0.5962931162485813,0.45503612831310136,-0.4692558313286622,0.6073038726162787,-0.05344403960911722,0.7457867131893059,0.526082582318681,0.6401209492769655,0.6963839672233963,0.7483300984882051,-0.08462584903988087,0.559648717047415,-0.2567039339229828,0.6326227334036109,0.41573823859426356,0.04206855971943906,0.506293346429763,0.1673208745722842,0.32984630716850694,0.6679935102740661,0.3871697102723376,-0.4792892254605495,-0.26929312162271135,-0.11260923555714926,-0.2768572766350516,0.6699746181948668,0.06543346674080422,0.7984886086936783,-0.13038652219009242
Occipital_Mid_R,-0.40732385866899457,-0.1732454678584985,-0.20532548969150424,1.0,-0.2678680656276907,0.2339775614332494,-0.33425687655812375,0.491319107782723,0.6206071861713829,0.10201043969404917,0.04723844681327083,-0.70333373536811,-0.8195821984135008,-0.13445719436011785,-0.71403064054214,-0.12109777899575162,-0.8303179013623604,-0.5051579654368593,-0.26604338875528855,0.004403779243635408,0.6662856826568565,-0.2620920189922718,-0.5190123354281105,0.02821360003535755,-0.3391274689490814,0.2631490403491554,-0.36612211910928544,0.35128142755852015,-0.16117080445705845,-0.08031924109922425,-0.8409311500792914,0.01429883836722322,-0.8757208540804549,0.04840219855214068,0.792995297516434,-0.15937148115005992,0.9250252041187149,-0.3591859306814849,-0.2825961748554604,0.0924576310359586,-0.3877616437620991,-0.405174378314455,-0.5005437229309049,-0.5904187117044657,-0.6415359589225168,-0.6373895296020965,0.46830879851328444,-0.1463488417717529,0.12408668983321987,-0.5598573197863493,0.9447928326935401,-0.4253796883555902,0.06319310495964274,0.8994579456119957,0.7927909014871106,-0.5766632485395508,-0.7635443820160066,-0.5393468292184285,0.8102320162925292,0.13989567924722743,0.8612640828377535,-0.4559644709643953,-0.6087593308119309,-0.05792428470708732,-0.6007737430750982,-0.2138231713985029,0.7767115534468011,-0.18022878941100354,0.6922323844501693,-0.2654286676944231,-0.12303525104206697,0.7765947440303284,-0.38748949105145697,0.5568793364890096,-0.3072761015327486,-0.0670317647698379,-0.26907779812629823,0.5732055215313614,0.6946647293044216,0.3498038078197676,0.7027281855918154,-0.5176403887788542,0.7922099255987516,-0.5069367943403418,0.6128410886799653
Temporal_Sup_L,0.30304999549420303,0.655811778239988,0.8517470789915262,-0.2678680656276907,1.0,0.20703018921910654,0.4586159055156379,-0.012008713000777405,-0.12412154702333382,0.6859154752435657,0.4931804912624023,0.11478058344344512,0.4850565807767004,0.09136316438713664,0.6212226783674215,0.7307254424177388,0.4247361761422996,0.7285807040337114,0.7048093554281786,0.8184769069393044,-0.08292451767605837,0.7883884744561581,0.6529190984976998,0.4510753947054172,0.7176450981161543,0.5919516385775169,0.4399535523367355,-0.13804752685245036,0.4783755882515758,0.21761968285735317,0.4835559108975283,0.45215191819160494,0.5198535054569126,0.09513150876554072,0.0032525259898353656,0.38847996304806515,-0.2937156047257821,0.4651141988351113,0.5769079010117294,0.5801694656773172,0.8878240358545385,0.7905488016181402,0.7515826628382893,0.7712845515898737,0.6273891081568228,0.8029687907570201,-0.06082302322118361,0.6437145779502959,0.5407791473282739,0.5730796423479521,-0.17699342664341217,0.6723676785426463,0.7675251356965195,-0.18329750583826596,-0.0985037285190457,0.1850443777839061,0.655642112321802,0.40683870299681785,-0.3636763739337989,0.5933473585585485,0.054954081203547896,0.7017788254137329,0.6808628126232649,0.3840832291521389,0.7903424694769943,0.6342261577759757,-0.2827894613376343,0.6866886264157852,-0.1917924025708752,0.4280239630490055,0.6676412339874657,-0.03564455975408447,0.6585271130515326,-0.1451930400843563,0.3399967073098682,0.6788747742622864,0.25984891534010296,-0.4904260988641764,-0.22511926845664207,-0.3687751871815153,-0.3733829941322371,0.805643618936574,0.07123168009708102,0.6727762287607585,0.03962059723571482
Raphe_M,0.2973722583181638,0.20863573691511855,0.40804711683366685,0.2339775614332494,0.20703018921910654,1.0,0.30452422295456705,-0.014203737267507453,-0.13075082034128313,0.2456297128874145,0.29523278189530705,0.03800294005897961,-0.1579050273779152,-0.04399323379940513,0.13489588989282703,0.2233735056660504,-0.11834904043854197,0.19424309909875298,-0.137310083833105,0.4588183905753951,0.11240371980594539,0.30921035717636663,-0.08515709160589967,0.285018816855176,0.25053011786870377,0.31648098917062045,-0.36779814606892586,0.4257511193457047,0.14931404261201403,0.018251361479216056,-0.19611421688271852,0.26505703745005976,-0.12909959153138173,0.023390844604273965,0.28876487704692494,-0.02740444175534771,0.16703736442394918,-0.03121442704923287,0.3216065820476754,0.16749856320553175,0.20428851909273668,0.31824460484678413,-0.015729345092924566,-0.04235701465065705,0.04439295535126346,-0.00751952523269815,-0.022348663164859214,0.2741587628563874,0.29139962348988757,0.02379973302429022,0.23757773315780786,0.07416423412911516,0.29539258515889244,0.2045404893091245,0.3137760128692498,-0.029047496455822858,-0.025881949514848786,0.03389325268980359,-0.08954557144668675,0.3604535904942094,0.1460556161938734,0.19942941510764223,-0.15578848243430987,0.4369372231731628,0.01965475943228249,0.37885071879727084,0.36361013511060525,0.016244399541127053,-0.008291268848031262,0.2895181105837635,-0.04557772527122654,0.1508602996845925,-0.19060024669233774,0.5780971003299644,-0.03819593038607121,0.226599523001271,0.25841372072319235,-0.0315473806173552,0.01902165236545724,0.4166595985271836,0.1958650382518452,-0.006615450878767259,0.2401488920144976,0.25915201058792176,0.0012774599949610477
Cerebellum_Crus1_L,0.8289144153173903,0.77108051958585,0.6230065298669393,-0.33425687655812375,0.4586159055156379,0.30452422295456705,1.0,-0.33165692008231845,-0.5843699911917812,0.18684440501002542,0.7646223228315432,0.3927125003521213,0.31774831333262943,0.030767055808269085,0.6767755591780544,0.42537725251247677,0.35386741473648364,0.8688181660819692,0.2966457356622409,0.6643074103962842,-0.313180125354697,0.5154946467131597,0.2820306769054111,0.8176503604689462,0.46062227129476746,0.1574757014773402,-0.1679254875447925,0.17232914213205994,0.27575822822692736,0.015315108066264552,0.20460388925671325,0.21424942136865324,0.31865489618392007,0.28274853331753164,-0.3214360091208173,0.15600539983155212,-0.5442251968443648,0.10462706312399127,0.3230276651636077,0.4173491659802971,0.5828307663905047,0.6261899395066431,0.5777898112898602,0.517563227923354,0.3824006062868136,0.5240076024511705,-0.6023492570896231,0.5797947786117297,0.1530331187007185,0.5887562961904664,-0.4173242026836798,0.5619593079109919,0.2888679228510983,-0.4649587869547318,-0.3140211538213711,0.4034753094612949,0.5566032896633081,0.5043305371464518,-0.7322427412314584,0.09709301695378675,-0.29276191103168153,0.631797117444088,0.27791622796797855,0.8599292439114712,0.4952215289893895,0.9009260138425011,-0.1822599711964353,0.10087030684696258,-0.6718126922232432,0.9181606707135161,0.2869280977096149,-0.3370936590766844,0.2385253279092064,0.25557753638876485,0.2872389383554437,0.4421362561248508,0.22362679283519662,-0.4154020799981514,-0.5837964886895671,-0.095990141745377,-0.3884210472861065,0.46962536263809673,-0.3637769945437687,0.589968309120401,-0.3465693298828125
Supp_Motor_Area_L,-0.4595084785233841,-0.19308630483029618,-0.14954590320199526,0.491319107782723,-0.012008713000777405,-0.014203737267507453,-0.33165692008231845,1.0,0.8619322203541815,0.3547620557350434,-0.062191473323859596,-0.5445154731658137,-0.44403728709981427,0.03332392533072533,-0.6116642751892467,0.12081426394335547,-0.5678779505687671,-0.31621668514572765,0.25459549625855366,-0.12153370803576011,0.9342300426584117,-0.107659052255872,-0.35359989335879216,-0.02089829892544533,-0.40063080489432623,0.27944121838743435,0.14666220870985489,-0.13541514394903426,-0.40181463053147254,0.3353069398943062,-0.4274082809359051,0.2892392681118057,-0.4209760043919119,-0.07512054581483221,0.6655809956031271,0.20620159595492693,0.5661292653418117,-0.22127133429314608,-0.045484242367162274,0.26546682016838824,-0.21422178499431044,-0.16303671778975135,-0.24822344482539538,-0.3258172223385008,-0.3863328850652717,-0.3432171920116447,0.8532192816507421,-0.2115341204003295,-0.16759063238989425,-0.3679339056505041,0.4664197202056688,-0.2676629846494736,0.28801369257090437,0.410073087236464,0.3702119291152934,-0.41638355831612184,-0.47366028573934915,-0.20952192664388125,0.6344867803604582,0.4763765720481198,0.6615202869665708,-0.5185444819046803,-0.18915831036557926,-0.23324728873965428,-0.31960793337160937,-0.18595430699490728,0.22237419104110998,0.24275937916008422,0.8171250890217545,-0.3268699929039931,0.20417641029539413,0.6071591307999086,0.13102333027471957,0.06720030310714473,-0.051608866996896464,-0.3086001511679235,-0.2956786830006526,0.4436967063657207,0.8852169656641152,0.022654669326149353,0.345734191822702,-0.2093956971599933,0.6767465170358107,-0.41188650230831136,0.8027367816614921
Paracentral_Lobule_L,-0.6638006782285352,-0.288844916311869,-0.30218984887846423,0.6206071861713829,-0.12412154702333382,-0.13075082034128313,-0.5843699911917812,0.8619322203541815,1.0,0.21438365281036348,-0.22127070865282392,-0.7419649613677994,-0.524460169454174,-0.06259766912655193,-0.7354383886145125,-0.0247563059505709,-0.6280729750510946,-0.49533632998203114,0.17506663518166005,-0.2329302722329046,0.8391794987797621,-0.2648281843127086,-0.2764742656242978,-0.2020523072057291,-0.5266107929093807,0.13130380271910994,0.21865848793055873,-0.14184517968226104,-0.40243326885534764,0.05594592372291829,-0.46467281694604207,0.029848133762167085,-0.5139198976943157,0.01769625074148893,0.6829756316926425,0.10950661495615466,0.7266215977759289,-0.17265325855730168,-0.2760883448342787,0.12325921245927042,-0.3113393899642228,-0.37277581072005017,-0.2669918093484495,-0.4201438057173389,-0.4308099697940106,-0.4473823050180472,0.8489144740286783,-0.39774009104063457,-0.19099650608913057,-0.5337277912849792,0.6288306478506998,-0.3822394286300404,0.19166289745747606,0.5587564496232525,0.407307801941287,-0.4970988042184248,-0.53733960052333,-0.41775165134394177,0.8675754172127503,0.27836754406409814,0.7834157884176798,-0.6360224947317904,-0.17171809293638512,-0.43777011277180844,-0.44964947378298453,-0.4174850080963694,0.2923219109649168,0.18697118470706006,0.903888052390348,-0.5346564492200978,0.1897695904897511,0.6356337212245828,0.12297709321091933,-0.029040577528085594,-0.14700959427104637,-0.3380155245935675,-0.41900290709749743,0.48979591909114334,0.9029834601131822,-0.044661870984029024,0.4453952152672332,-0.22138590282772608,0.7132000226757826,-0.5662773980718148,0.768636156459335
Cingulate_Mid_L,0.12430797166218606,0.3895092650642691,0.6279058572217835,0.10201043969404917,0.6859154752435657,0.2456297128874145,0.18684440501002542,0.3547620557350434,0.21438365281036348,1.0,0.3290024466140881,-0.058214811201090975,0.19136849323914712,0.163981137572316,0.2504405528340993,0.7148751146949438,0.08894355395851901,0.3223374492471183,0.5279570067144234,0.5868526877987383,0.355867299672038,0.6700618662368966,0.2649498805282797,0.2622469993129988,0.5771550234596361,0.8317928416550258,0.27345131716764853,-0.12472981043285741,0.07747055730620507,0.44162102401232917,0.13131851613399229,0.7537710872944685,0.16850023347041715,0.024219338819841344,0.4469895857069678,0.3431958758691745,0.11535892292016195,0.10394163466236292,0.5638981496138937,0.6221708713855253,0.5574365536874748,0.5641043734088899,0.35032696571050187,0.5162283280694722,0.2585490280090396,0.468165130599983,0.25678162135848326,0.6170975860649516,0.32118515426463556,0.46248794715041647,0.15727601346392447,0.5201132319266322,0.7790063549478504,0.20959541997445294,0.2979762130527161,-0.03585317053461086,0.26972625110551024,0.2220509222810819,-0.020641498039788528,0.8457834997224177,0.33899865995647116,0.4497749263436961,0.3095591827867448,0.20741921640175193,0.5629133212839911,0.3441613853606007,0.027634123947351798,0.6926192877267853,0.2381673241382344,0.20765271920006517,0.5742817796348391,0.48153664933156376,0.4296971763705087,-0.04900992986027836,0.3394633136827992,0.5475270300058217,0.09822136742965883,-0.17262717246000983,0.20460835677866365,-0.06805735958293999,-0.04530418549979699,0.4375512978780299,0.5029879890065891,0.5001666506765677,0.35229239174710364
