,SN_pr_L,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R
Vermis_8,0.27522527106770844,0.6412552333680982,0.5296197022825643,0.6142086485846004,0.20075764975400495,0.4345999037592228,-0.2093848172597534,-0.41616632813239884,0.8279422730454145,0.41068073008312916,1.0,0.5858291825874681,0.4116841657362633,-0.5348005372077204,-0.056959234038420924,0.6582121580504342,0.5810661871574404,-0.11860001642224184,0.40698320739895316,-0.4587833029895843,-0.38097816564007897,0.33737520668622795,0.48217027676286545,-0.4714312412518078,0.4435089962753342,0.6209997463237523,0.7712877103749294,-0.6361460142868863,-0.27001374651032195,-0.274902452823164
Thal_AV_L,0.4395920295789608,0.44887649447837136,0.7415444146423675,0.41573823859426356,0.5941530230734047,0.6099552746013591,-0.011114303719417707,-0.35627847398673634,0.6323070569685272,0.512536732270528,0.5858291825874681,1.0,0.4490721922742685,-0.18799114256231617,-0.4108684004091117,0.753128955296298,0.6676412339874657,0.23984768013383043,0.057930592774580056,-0.024919973688137014,-0.5960884312657988,0.22778645993180188,0.2110089886734763,0.029338232205484812,0.5539459585644521,0.33350396703903207,0.6345771519550566,-0.19838113361905169,-0.018629205094216287,0.03416095516695659
Thal_LGN_R,0.4666480486422703,0.6458152834715208,0.5702651802035679,0.5558487718957212,0.45110926371886473,0.3659425961922719,-0.26993152348178145,-0.5313802086524023,0.40734546447557196,0.33053412601334864,0.4116841657362633,0.4490721922742685,1.0,-0.5143791873229073,-0.44623546402622133,0.6747397640222966,0.6617056273355376,-0.2272347509196569,0.34007809834231945,-0.34839071920999853,-0.23694885928472115,0.7825697752491622,0.7551478135814704,-0.35587884455419905,-0.329773622525206,0.8218403391833055,0.6856012495856477,-0.6266564032314551,-0.37374568251050805,-0.2547953626984999
Paracentral_Lobule_R,0.1821738397769603,-0.46990047587228057,-0.18501770760001604,-0.3087379987958758,-0.07798016596691723,0.07875427566286267,0.5912560694378105,0.49547460402081933,-0.4964703777162274,-0.007013264829712469,-0.5348005372077204,-0.18799114256231617,-0.5143791873229073,1.0,0.23993572668563198,-0.4931424040255615,-0.2815855902662401,0.6416861412401974,-0.5415700044484435,0.8811836704957984,0.3263429835916597,-0.5563132241791848,-0.5130085037280592,0.8626229352882092,0.1271218223854682,-0.6951025607899483,-0.6478311135777335,0.8481551241464048,0.7969476615028238,0.6609379989707798
Vermis_9,-0.10844239901325256,-0.02133109400171032,-0.49779515598958485,0.1673208745722842,-0.7182710118264255,0.02774852178625296,0.5671289621490327,0.7255010054270795,0.06445364138750731,-0.267310448081299,-0.056959234038420924,-0.4108684004091117,-0.44623546402622133,0.23993572668563198,1.0,-0.4104916201387685,-0.1451930400843563,0.050917890617643,0.04336201052556147,0.054914848462205665,0.5714646040115677,-0.4753063551799355,-0.031224486259679246,0.11364502431530144,0.14469356960884225,-0.11679023815606347,-0.46158513844819,0.22523149095740044,0.41213309074043547,0.27125348507074254
Amygdala_R,0.33927239624663436,0.5275911621622182,0.8405418669887946,0.6699746181948668,0.5794976373015781,0.5374985019377334,-0.23302681926056806,-0.5279635776404226,0.7267104986901376,0.4430900137396934,0.6582121580504342,0.753128955296298,0.6747397640222966,-0.4931424040255615,-0.4104916201387685,1.0,0.805643618936574,-0.25308584809360957,0.41237916678412456,-0.2949809623245125,-0.6314146755403492,0.6810611015167204,0.5916860699279732,-0.3621359979754555,0.17030085888800678,0.7098406521321236,0.8134513927451895,-0.5594063085123961,-0.31704709696206596,-0.318404027556699
Temporal_Sup_L,0.4684752897056093,0.5828932361047386,0.6585271130515326,0.8517470789915262,0.4399535523367355,0.7675251356965195,0.12147536011039291,-0.2827894613376343,0.655811778239988,0.38847996304806515,0.5810661871574404,0.6676412339874657,0.6617056273355376,-0.2815855902662401,-0.1451930400843563,0.805643618936574,1.0,0.03962059723571482,0.31191020791000224,-0.06082302322118361,-0.3687751871815153,0.4850565807767004,0.6727762287607585,-0.05448454020041059,0.19879972547357921,0.6820154058524841,0.5816387566384082,-0.3871223510002896,0.0032525259898353656,-0.03564455975408447
ACC_sup_L,0.3747708129092979,-0.13834518206023055,0.048706406500134566,-0.13038652219009242,0.19995303371922366,0.28735821543697027,0.45493424123206305,0.21230454926805054,-0.15303651476276212,0.24642091381841164,-0.11860001642224184,0.23984768013383043,-0.2272347509196569,0.6416861412401974,0.050917890617643,-0.25308584809360957,0.03962059723571482,1.0,-0.6358588113534287,0.6682008052366181,0.06529049782635135,-0.5933521462314907,-0.42059026587802223,0.8053054684800879,0.5190528574140658,-0.44690614102637694,-0.2610628199996296,0.6778098456086156,0.660468317114378,0.7081086820723137
Thal_Re_L,-0.1736742634533907,0.4096077254270628,0.17207607136056635,0.44194941126788695,-0.025299678257480893,0.0956679261182897,-0.27894341976044823,-0.22360308354392236,0.4365264963350885,0.008580454583918021,0.40698320739895316,0.057930592774580056,0.34007809834231945,-0.5415700044484435,0.04336201052556147,0.41237916678412456,0.31191020791000224,-0.6358588113534287,1.0,-0.5242146623170495,-0.16694636408086147,0.48115518289165166,0.5201779440109839,-0.6202092882979013,-0.17139150050726362,0.5835665159122861,0.45126221691419943,-0.6490669991102778,-0.4011732158503285,-0.5073470708175609
Precentral_L,0.27656767638216195,-0.4349449357160805,-0.028225538001416056,-0.20521636340176486,0.0989736845061369,0.21290462163427745,0.49107743935611176,0.3124415494225228,-0.47018764999556606,0.014096337493317153,-0.4587833029895843,-0.024919973688137014,-0.34839071920999853,0.8811836704957984,0.054914848462205665,-0.2949809623245125,-0.06082302322118361,0.6682008052366181,-0.5242146623170495,1.0,0.11971112373495717,-0.4036323945804243,-0.4117467876257463,0.8777002977954468,0.1244588064702547,-0.6285385634137253,-0.5742651513989399,0.7025808208683982,0.6610672949216075,0.5402639214725221
Raphe_D,0.054064412648703646,-0.1595572055256929,-0.6238355284907067,-0.11260923555714926,-0.6288390747759801,-0.18359570189538624,0.41481603194040334,0.536742325171348,-0.397266894346298,-0.1923678943596528,-0.38097816564007897,-0.5960884312657988,-0.23694885928472115,0.3263429835916597,0.5714646040115677,-0.6314146755403492,-0.3687751871815153,0.06529049782635135,-0.16694636408086147,0.11971112373495717,1.0,-0.3000734441223491,-0.006341156798497315,0.21564557051539815,-0.3314409928238641,-0.15983370841781883,-0.556561851795019,0.2768350241949112,0.3536699841845101,0.28945436399728947
Frontal_Inf_Orb_2_R,0.2629551756526578,0.4895932927849796,0.5902612579827705,0.4861169166637849,0.3843153476200903,0.14471186703873834,-0.47262531436482436,-0.5679182056272528,0.32600058544338506,0.25092538020312716,0.33737520668622795,0.22778645993180188,0.7825697752491622,-0.5563132241791848,-0.4753063551799355,0.6810611015167204,0.4850565807767004,-0.5933521462314907,0.48115518289165166,-0.4036323945804243,-0.3000734441223491,1.0,0.7288401706233776,-0.5625781613447628,-0.5043642125316861,0.7417270367686206,0.6364481423654067,-0.7161226459013416,-0.5214787704544448,-0.47412547052598963
Insula_L,0.2968265892175338,0.6604698219493969,0.37138792144810656,0.7984886086936783,0.13072123366112312,0.5026802108459315,-0.058896211993294194,-0.2527281611207298,0.49470242189036934,0.09393794088516512,0.48217027676286545,0.2110089886734763,0.7551478135814704,-0.5130085037280592,-0.031224486259679246,0.5916860699279732,0.6727762287607585,-0.42059026587802223,0.5201779440109839,-0.4117467876257463,-0.006341156798497315,0.7288401706233776,1.0,-0.4076479709406792,-0.3387632771148593,0.8643025626350251,0.5237894870721584,-0.6478623819396363,-0.23060725652399866,-0.20348979236216574
Postcentral_L,0.2479038134366583,-0.3613327135416016,-0.12324459586022353,-0.18006400823606694,0.06588236923478488,0.25916076359300283,0.6646671848347081,0.445168603500216,-0.42254062297555606,0.03585780076925244,-0.4714312412518078,0.029338232205484812,-0.35587884455419905,0.8626229352882092,0.11364502431530144,-0.3621359979754555,-0.05448454020041059,0.8053054684800879,-0.6202092882979013,0.8777002977954468,0.21564557051539815,-0.5625781613447628,-0.4076479709406792,1.0,0.23674471502633493,-0.6018397351677276,-0.5733369197938346,0.8597566548634119,0.8227004675592112,0.785149921319033
Vermis_7,0.0976812531737484,0.037272624417665295,0.2036897747633228,0.08373445309292064,0.13815627343566397,0.3295672661507712,0.2090219940618271,0.06794006613404652,0.44326055140614284,0.2921169568699772,0.4435089962753342,0.5539459585644521,-0.329773622525206,0.1271218223854682,0.14469356960884225,0.17030085888800678,0.19879972547357921,0.5190528574140658,-0.17139150050726362,0.1244588064702547,-0.3314409928238641,-0.5043642125316861,-0.3387632771148593,0.23674471502633493,1.0,-0.19319476018781104,0.15149852246992174,0.22901033671172238,0.25617192297474844,0.2500468976265813
Hippocampus_R,0.28524429879685415,0.7059759232973336,0.49619868660650496,0.746093848090969,0.21124608604150122,0.36698438377666964,-0.2505298541913798,-0.4097814020310121,0.6618019945335046,0.29964842053421625,0.6209997463237523,0.33350396703903207,0.8218403391833055,-0.6951025607899483,-0.11679023815606347,0.7098406521321236,0.6820154058524841,-0.44690614102637694,0.5835665159122861,-0.6285385634137253,-0.15983370841781883,0.7417270367686206,0.8643025626350251,-0.6018397351677276,-0.19319476018781104,1.0,0.7437935825140669,-0.7466645993625527,-0.42631276661458,-0.366243624453483
Cerebellum_10_R,0.2581549241923172,0.6450428156932639,0.7276934814940818,0.5117964182446836,0.5195834307135166,0.2921437009737886,-0.4662987294780967,-0.6766847841444299,0.7428683044449329,0.5022011605279897,0.7712877103749294,0.6345771519550566,0.6856012495856477,-0.6478311135777335,-0.46158513844819,0.8134513927451895,0.5816387566384082,-0.2610628199996296,0.45126221691419943,-0.5742651513989399,-0.556561851795019,0.6364481423654067,0.5237894870721584,-0.5733369197938346,0.15149852246992174,0.7437935825140669,1.0,-0.6801226660450794,-0.4618121816157548,-0.3687952761185948
Parietal_Sup_L,-0.028816977804374592,-0.5345864403662108,-0.295225247298851,-0.43703518103926187,-0.0931089802535183,-0.06602968281556135,0.581782720591726,0.5850467819419573,-0.49801728905708315,-0.09689247290058832,-0.6361460142868863,-0.19838113361905169,-0.6266564032314551,0.8481551241464048,0.22523149095740044,-0.5594063085123961,-0.3871223510002896,0.6778098456086156,-0.6490669991102778,0.7025808208683982,0.2768350241949112,-0.7161226459013416,-0.6478623819396363,0.8597566548634119,0.22901033671172238,-0.7466645993625527,-0.6801226660450794,1.0,0.7726749136710839,0.7434213287165135
Precuneus_L,0.26185679677884327,-0.1410657793499667,-0.1042112642265623,0.09140806061823953,-0.17485905201199037,0.32990952140055985,0.836064399407456,0.6285815480239916,-0.12371778360142759,0.08771674234144722,-0.27001374651032195,-0.018629205094216287,-0.37374568251050805,0.7969476615028238,0.41213309074043547,-0.31704709696206596,0.0032525259898353656,0.660468317114378,-0.4011732158503285,0.6610672949216075,0.3536699841845101,-0.5214787704544448,-0.23060725652399866,0.8227004675592112,0.25617192297474844,-0.42631276661458,-0.4618121816157548,0.7726749136710839,1.0,0.86142487971632
SupraMarginal_R,0.2825377605466343,-0.08638484712184118,-0.07358283138919046,0.04206855971943906,-0.13378696992311892,0.2516546184654472,0.7215954056074017,0.5545635931178228,-0.08359287280169503,0.10139772563909276,-0.274902452823164,0.03416095516695659,-0.2547953626984999,0.6609379989707798,0.27125348507074254,-0.318404027556699,-0.03564455975408447,0.7081086820723137,-0.5073470708175609,0.5402639214725221,0.28945436399728947,-0.47412547052598963,-0.20348979236216574,0.785149921319033,0.2500468976265813,-0.366243624453483,-0.3687952761185948,0.7434213287165135,0.86142487971632,1.0
