,Cerebellum_Crus2_R,Thal_IL_R,N_Acc_L,Precentral_R,OFCpost_L,Frontal_Inf_Tri_R,Hippocampus_L,Vermis_8,Thal_MDl_R,Cingulate_Mid_R,Red_N_R,Insula_L,Thal_PuL_L,Vermis_4_5,VTA_L,Thal_PuI_R,Cerebellum_Crus1_L,Frontal_Inf_Tri_L,Vermis_1_2,Temporal_Pole_Mid_R,Caudate_L,Parietal_Sup_R,Cingulate_Mid_L,Parietal_Inf_L,Cuneus_L,N_Acc_R,Frontal_Med_Orb_R,Thal_Re_L,Heschl_L,Cerebellum_9_L,Occipital_Mid_L,SN_pc_L,Putamen_R,Temporal_Pole_Mid_L,Cerebellum_4_5_R
Cerebellum_Crus2_R,1.0,-0.2226238333687585,0.15883362726666464,0.3681824681281825,-0.5807718040809232,-0.33082330919811437,-0.4510628091485002,-0.5268767854190151,-0.6496053238311967,-0.08359506226744162,-0.3836287438998038,-0.09734968383493965,-0.05741176958851847,-0.16166643612273182,0.013880595449874675,0.12815292670682904,-0.21223969320880673,-0.2233315962460064,-0.11819999121208001,0.24814671685743406,-0.4275156252497318,0.3082893650344996,-0.142734375353133,0.44270766495743435,0.4360377484096195,-0.22874447734531464,-0.21157022842170753,-0.20831905938820441,-0.27668416331119,-0.026988135277961532,0.4254458799952061,-0.15946007017977099,-0.23163205641136225,-0.5260566622460373,-0.11991835077310813
Thal_IL_R,-0.2226238333687585,1.0,0.24091320074083106,-0.7709221777571396,0.5872396409802467,0.28743641995843217,0.6305582363071033,0.5347942472221572,0.5332429584363549,-0.0022048228904954525,0.5828120438418936,0.830586415572611,0.4732160147293939,0.6660899960995597,0.7263328222772774,-0.1465460346259589,0.6558893583611068,0.7248945461147446,0.6511890656478653,0.4504331051320883,0.7892912922061798,-0.869778262613237,0.16726122740108315,-0.7266435606419043,-0.427677359251823,0.81487321554559,0.7725437822695206,0.6685670989088456,0.9270979653301037,0.45124722500437126,-0.743402643124847,0.6425860948716831,0.4024061659256473,0.541566460189215,0.37942389501028206
N_Acc_L,0.15883362726666464,0.24091320074083106,1.0,0.05154687601718706,0.061464622391114304,0.3192297330735307,0.22959664775294977,0.1733569494550628,0.11855187764856076,0.19487573066413502,0.4856126419907695,0.28527896301878924,0.23348864186200063,0.28752479042502954,0.1995230588211683,0.05933300290174011,0.19098106383197727,0.3073156834814011,0.11416263605892175,-0.029638208795649764,0.23930856998232228,-0.062458976045883775,0.20880045520583831,-0.01688185384308533,-0.03077833849255947,0.22221584779450282,-0.023010743924340313,-0.08685762677239574,0.1739979704691853,0.04688152684355933,-0.07006569609518858,0.3166740613700624,0.48024874692395747,-0.11413868880782951,0.318989613210363
Precentral_R,0.3681824681281825,-0.7709221777571396,0.05154687601718706,1.0,-0.3974309515544489,0.06433620075080777,-0.4188625841975167,-0.4528971047335806,-0.3428683792206636,0.3354288520111067,-0.2549465898518086,-0.5395769534664242,-0.35852529224113305,-0.3270848508218267,-0.62375819301557,0.16030913885942058,-0.5837964886895671,-0.3091006491454636,-0.5587008482781232,-0.28064349407670225,-0.561582065361308,0.8485157545970117,0.20460835677866365,0.8024647546513565,0.5798615676602645,-0.7614602258635184,-0.6540466370551234,-0.5969020301101654,-0.7816569173956296,-0.3838977855898372,0.6925009595805135,-0.4193138317457822,-0.08788112758822622,-0.4784625601751831,-0.04835930291455476
OFCpost_L,-0.5807718040809232,0.5872396409802467,0.061464622391114304,-0.3974309515544489,1.0,0.6867489196122043,0.7043113285687347,0.4562256351633869,0.755348055995776,0.13700346981122555,0.5932075943191183,0.5723207987062304,0.26898270028649257,0.5181544914269813,0.2216616920062386,-0.14568949757484345,0.27791622796797855,0.7149986736553984,0.34364496488809987,0.3207887480690404,0.7422219344955736,-0.4481237222568951,0.3095591827867448,-0.5591186821623366,-0.3633928910660085,0.5348303630864938,0.7021761432262493,0.40312035767462334,0.6486288727490357,0.17293196447333806,-0.5610739897442923,0.4103076279649117,0.44297689809413326,0.8582807717727429,0.460438541056701
Frontal_Inf_Tri_R,-0.33082330919811437,0.28743641995843217,0.3192297330735307,0.06433620075080777,0.6867489196122043,1.0,0.6397259070942524,0.321680755523005,0.6652910119406289,0.5785617352022456,0.6110629008489815,0.5123298737770833,0.3703598985778471,0.466761996686096,-0.006622206124938896,0.19488421871648035,0.10087030684696258,0.740829188534196,0.10316146747019873,0.21291491193104842,0.6603136071869754,-0.08195236477973836,0.6926192877267853,-0.04498393466506836,0.06328793167390272,0.24428350515179537,0.30134022761812623,0.025143167634152256,0.32987529352319866,0.07798908040101027,-0.16222795457038883,0.37224957972993006,0.7405248456720763,0.5223413822262633,0.5102238821159795
Hippocampus_L,-0.4510628091485002,0.6305582363071033,0.22959664775294977,-0.4188625841975167,0.7043113285687347,0.6397259070942524,1.0,0.6885069667191878,0.7889454963054299,0.48388345266663485,0.6344467496833344,0.7286164768976419,0.7164015257467666,0.8363625630960203,0.2986548316448221,0.36091329580985887,0.5828307663905047,0.7163275573291064,0.6279784225560642,0.23649240821436796,0.8336338361154838,-0.5048223506460959,0.5574365536874748,-0.4073648656335782,-0.041252205535392314,0.5484999978200658,0.3948669303021721,0.4261950277830888,0.7451837605276831,0.5031671503370453,-0.35305768643588153,0.6102438739922592,0.7966029322193431,0.651790494266597,0.7757282159592305
Vermis_8,-0.5268767854190151,0.5347942472221572,0.1733569494550628,-0.4528971047335806,0.4562256351633869,0.321680755523005,0.6885069667191878,1.0,0.5485428481771211,0.37391369096542804,0.5609301352916537,0.48217027676286545,0.34612391957540595,0.6254698756111317,0.2455909029396796,0.015865874659811312,0.8603426245141698,0.3968235319703016,0.6135458424429763,-0.05224435274630611,0.5511149551525796,-0.5919496429018005,0.30277669235302496,-0.5304489474467484,-0.2093848172597534,0.41545340744343084,0.13058549373660921,0.40698320739895316,0.5529852437215437,0.6815090734561517,-0.4391013271118689,0.5393729249600131,0.5597432069933787,0.3666594577469787,0.5710887732634442
Thal_MDl_R,-0.6496053238311967,0.5332429584363549,0.11855187764856076,-0.3428683792206636,0.755348055995776,0.6652910119406289,0.7889454963054299,0.5485428481771211,1.0,0.38214748301853263,0.5915470962046784,0.4845567839977476,0.500819219020897,0.5157387970802496,0.12778255638111777,0.17793527823234867,0.3366467918731807,0.6508696035627507,0.3019079353972635,0.02188881308218216,0.8023772845268049,-0.35790195147288834,0.49765496750131877,-0.3758872282159907,-0.21909485916183705,0.404029934024203,0.4127807094332894,0.26698929465094157,0.5684611938537893,0.1726073564628498,-0.39246522709892645,0.48028039328117134,0.6825002300015381,0.6783216398537772,0.42570220677483794
Cingulate_Mid_R,-0.08359506226744162,-0.0022048228904954525,0.19487573066413502,0.3354288520111067,0.13700346981122555,0.5785617352022456,0.48388345266663485,0.37391369096542804,0.38214748301853263,1.0,0.32349485039385156,0.2949659687469975,0.46241367329656374,0.45818020830394396,-0.18185691074508833,0.5310649960605138,0.20494916984172099,0.3888092222412431,0.07527921903539533,-0.12018238840295695,0.36837216059950245,0.16216027597241947,0.8793431397522058,0.40906500080120284,0.5470852325677208,-0.14295273325681934,-0.23914645583808855,-0.1119138354281229,0.03725137049630852,0.25134766844930534,0.3195678959458042,0.17197018261309957,0.6853705850988546,0.0843425090544311,0.5122785066965623
Red_N_R,-0.3836287438998038,0.5828120438418936,0.4856126419907695,-0.2549465898518086,0.5932075943191183,0.6110629008489815,0.6344467496833344,0.5609301352916537,0.5915470962046784,0.32349485039385156,1.0,0.5486214362191888,0.24481798388140008,0.5832985050700081,0.42119935986719853,-0.18771353169407456,0.3634562019381481,0.7329867950066489,0.4029157077670063,0.006311754781570816,0.6797711793032172,-0.44146814777275656,0.3823854824860414,-0.4138239811956988,-0.3358448795751069,0.4938994895887632,0.36518903792819646,0.2796881292537541,0.5228045190652141,0.15425735981772518,-0.5556582162784278,0.7042305214104095,0.6442009280381894,0.36969361716748134,0.49057663362970183
Insula_L,-0.09734968383493965,0.830586415572611,0.28527896301878924,-0.5395769534664242,0.5723207987062304,0.5123298737770833,0.7286164768976419,0.48217027676286545,0.4845567839977476,0.2949659687469975,0.5486214362191888,1.0,0.6701120577927382,0.8016797917416704,0.5582226884309499,0.18529749817820754,0.589968309120401,0.8169967671603078,0.5871029515798817,0.544157710079808,0.8356119003664968,-0.6931162246936218,0.5001666506765677,-0.42590067513593144,-0.058896211993294194,0.7671234925848612,0.6576901734338276,0.5201779440109839,0.8762895850663704,0.4806257230607443,-0.46227366929027763,0.5776591535881742,0.5725153415404628,0.5477610490188338,0.5731914793813131
Thal_PuL_L,-0.05741176958851847,0.4732160147293939,0.23348864186200063,-0.35852529224113305,0.26898270028649257,0.3703598985778471,0.7164015257467666,0.34612391957540595,0.500819219020897,0.46241367329656374,0.24481798388140008,0.6701120577927382,1.0,0.6103040111913661,0.22067458898969955,0.6966596575740409,0.4421362561248508,0.5070816507660284,0.3971519891993948,0.2546622072709148,0.6779985920137354,-0.3276717284754127,0.5475270300058217,-0.06143073557718271,0.23714441095763966,0.4006449648116728,0.2370236588750703,0.1757913640882889,0.6144827142327457,0.38139018145930853,-0.008446464066101828,0.41873407238053667,0.6326061941096306,0.37235834814095914,0.4621262463239762
Vermis_4_5,-0.16166643612273182,0.6660899960995597,0.28752479042502954,-0.3270848508218267,0.5181544914269813,0.466761996686096,0.8363625630960203,0.6254698756111317,0.5157387970802496,0.45818020830394396,0.5832985050700081,0.8016797917416704,0.6103040111913661,1.0,0.43976210911525276,0.2665166496691665,0.6261899395066431,0.7065440267972068,0.7225458181981791,0.38497178536675436,0.710994600858962,-0.5843320409328422,0.5641043734088899,-0.38188129601358806,0.12028622293977269,0.577326370894953,0.37041563312298287,0.48255476065667724,0.7526460539625033,0.589021707048215,-0.3479732610332833,0.5847460711320116,0.6720154314317469,0.5016495254671045,0.8810975393050952
VTA_L,0.013880595449874675,0.7263328222772774,0.1995230588211683,-0.62375819301557,0.2216616920062386,-0.006622206124938896,0.2986548316448221,0.2455909029396796,0.12778255638111777,-0.18185691074508833,0.42119935986719853,0.5582226884309499,0.22067458898969955,0.43976210911525276,1.0,-0.28531224095626234,0.3927125003521213,0.4843065639658573,0.5957921541258354,0.34663267365403755,0.479233561733044,-0.7379929478204104,-0.058214811201090975,-0.5804339653412972,-0.46281435575919183,0.7387773233829544,0.5757039095634066,0.5065356450649231,0.6628529033300364,0.17713220261795154,-0.7104370679552638,0.5898599054396999,0.1897800198483127,0.17919600382868484,0.14854893093690472
Thal_PuI_R,0.12815292670682904,-0.1465460346259589,0.05933300290174011,0.16030913885942058,-0.14568949757484345,0.19488421871648035,0.36091329580985887,0.015865874659811312,0.17793527823234867,0.5310649960605138,-0.18771353169407456,0.18529749817820754,0.6966596575740409,0.2665166496691665,-0.28531224095626234,1.0,0.07291768444883914,0.0050331167096469235,-0.0018657850096845013,0.10957903589897401,0.18678395932315006,0.23326162055498004,0.5200729920730487,0.48801785449806595,0.6908108381266309,-0.1277977129965689,-0.28819092533675644,-0.18931121790242883,0.020729049406288575,0.18901089424396128,0.5964091179128351,-0.0162187064970636,0.41754539285728554,5.9947721474234746e-05,0.2994717524341169
Cerebellum_Crus1_L,-0.21223969320880673,0.6558893583611068,0.19098106383197727,-0.5837964886895671,0.27791622796797855,0.10087030684696258,0.5828307663905047,0.8603426245141698,0.3366467918731807,0.20494916984172099,0.3634562019381481,0.589968309120401,0.4421362561248508,0.6261899395066431,0.3927125003521213,0.07291768444883914,1.0,0.33530055195982,0.735625391899799,0.22362679283519662,0.4952215289893895,-0.7322427412314584,0.18684440501002542,-0.5692460073744096,-0.1359727386391271,0.5166668242588263,0.2307975968364312,0.5301447894286573,0.6767755591780544,0.8599292439114712,-0.4173242026836798,0.5043305371464518,0.42537725251247677,0.2820306769054111,0.5196542591589032
Frontal_Inf_Tri_L,-0.2233315962460064,0.7248945461147446,0.3073156834814011,-0.3091006491454636,0.7149986736553984,0.740829188534196,0.7163275573291064,0.3968235319703016,0.6508696035627507,0.3888092222412431,0.7329867950066489,0.8169967671603078,0.5070816507660284,0.7065440267972068,0.4843065639658573,0.0050331167096469235,0.33530055195982,1.0,0.40572872357680156,0.4040412459557977,0.8750546619829188,-0.5373035968601582,0.5836623941726218,-0.37784569081283165,-0.1861700858696944,0.6070757390690859,0.6351913505282523,0.3655851619370822,0.7197188740756315,0.20922050678740858,-0.5489074405579835,0.6105210969923393,0.6691972177098796,0.5963077928471184,0.5339019137697232
Vermis_1_2,-0.11819999121208001,0.6511890656478653,0.11416263605892175,-0.5587008482781232,0.34364496488809987,0.10316146747019873,0.6279784225560642,0.6135458424429763,0.3019079353972635,0.07527921903539533,0.4029157077670063,0.5871029515798817,0.3971519891993948,0.7225458181981791,0.5957921541258354,-0.0018657850096845013,0.735625391899799,0.40572872357680156,1.0,0.325512196303788,0.4769731378900188,-0.7053081087727104,0.11080531822584269,-0.6117032618584854,-0.16541539058412297,0.6034902732987666,0.3727354291626561,0.6542903486873641,0.7300123255989696,0.7079542846149355,-0.5001171500151326,0.5661309885943749,0.4112133996939405,0.3646062783039313,0.6438206727954843
Temporal_Pole_Mid_R,0.24814671685743406,0.4504331051320883,-0.029638208795649764,-0.28064349407670225,0.3207887480690404,0.21291491193104842,0.23649240821436796,-0.05224435274630611,0.02188881308218216,-0.12018238840295695,0.006311754781570816,0.544157710079808,0.2546622072709148,0.38497178536675436,0.34663267365403755,0.10957903589897401,0.22362679283519662,0.4040412459557977,0.325512196303788,1.0,0.3473289282880526,-0.4241251581988946,0.09822136742965883,-0.2606398405211638,0.08791388078041794,0.4005166529982086,0.5919968580048093,0.3905554977070967,0.5119461513111001,0.3258703841831172,-0.20761911805552502,0.18659297918102535,0.052289337469654626,0.3966459488238314,0.27626951567745306
Caudate_L,-0.4275156252497318,0.7892912922061798,0.23930856998232228,-0.561582065361308,0.7422219344955736,0.6603136071869754,0.8336338361154838,0.5511149551525796,0.8023772845268049,0.36837216059950245,0.6797711793032172,0.8356119003664968,0.6779985920137354,0.710994600858962,0.479233561733044,0.18678395932315006,0.4952215289893895,0.8750546619829188,0.4769731378900188,0.3473289282880526,1.0,-0.6488067062980499,0.5629133212839911,-0.4647896040508016,-0.22088196455144582,0.701732389078643,0.6474718330742852,0.420469773957318,0.836501967404489,0.2981680902321971,-0.5417521703665503,0.6362874250424573,0.7056260049002333,0.6950298729073827,0.4787772801578623
Parietal_Sup_R,0.3082893650344996,-0.869778262613237,-0.062458976045883775,0.8485157545970117,-0.4481237222568951,-0.08195236477973836,-0.5048223506460959,-0.5919496429018005,-0.35790195147288834,0.16216027597241947,-0.44146814777275656,-0.6931162246936218,-0.3276717284754127,-0.5843320409328422,-0.7379929478204104,0.23326162055498004,-0.7322427412314584,-0.5373035968601582,-0.7053081087727104,-0.4241251581988946,-0.6488067062980499,1.0,-0.020641498039788528,0.8438471864923778,0.4983385086961053,-0.803399210139034,-0.6421939086426897,-0.67601021085782,-0.8692256080518085,-0.5364546363528626,0.8219888381700413,-0.5583397641506858,-0.23532734542100556,-0.45700788836649775,-0.31586986023436414
Cingulate_Mid_L,-0.142734375353133,0.16726122740108315,0.20880045520583831,0.20460835677866365,0.3095591827867448,0.6926192877267853,0.5574365536874748,0.30277669235302496,0.49765496750131877,0.8793431397522058,0.3823854824860414,0.5001666506765677,0.5475270300058217,0.5641043734088899,-0.058214811201090975,0.5200729920730487,0.18684440501002542,0.5836623941726218,0.11080531822584269,0.09822136742965883,0.5629133212839911,-0.020641498039788528,1.0,0.2865658899004837,0.5068127002745283,0.11659831153364658,0.016241794436276883,-0.005339317550892421,0.2504405528340993,0.20741921640175193,0.15727601346392447,0.2220509222810819,0.7148751146949438,0.2649498805282797,0.5374946646102033
