,Cerebellum_Crus2_R,Thal_IL_R,N_Acc_L,Precentral_R,OFCpost_L,Frontal_Inf_Tri_R,Hippocampus_L,Vermis_8,Thal_MDl_R,Cingulate_Mid_R,Red_N_R,Insula_L,Thal_PuL_L,Vermis_4_5,VTA_L,Thal_PuI_R,Cerebellum_Crus1_L,Frontal_Inf_Tri_L,Vermis_1_2,Temporal_Pole_Mid_R,Caudate_L,Parietal_Sup_R,Cingulate_Mid_L,Parietal_Inf_L,Cuneus_L,N_Acc_R,Frontal_Med_Orb_R,Thal_Re_L,Heschl_L,Cerebellum_9_L,Occipital_Mid_L,SN_pc_L,Putamen_R,Temporal_Pole_Mid_L,Cerebellum_4_5_R
Parietal_Inf_L,0.44270766495743435,-0.7266435606419043,-0.01688185384308533,0.8024647546513565,-0.5591186821623366,-0.04498393466506836,-0.4073648656335782,-0.5304489474467484,-0.3758872282159907,0.40906500080120284,-0.4138239811956988,-0.42590067513593144,-0.06143073557718271,-0.38188129601358806,-0.5804339653412972,0.48801785449806595,-0.5692460073744096,-0.37784569081283165,-0.6117032618584854,-0.2606398405211638,-0.4647896040508016,0.8438471864923778,0.2865658899004837,1.0,0.7357018952317925,-0.6821707745153233,-0.6288991536080405,-0.6158997778423938,-0.7177015038908792,-0.3849680554518206,0.8796691818555071,-0.46735174053014705,-0.09120524140238724,-0.5214999966599028,-0.22640875342934907
Cuneus_L,0.4360377484096195,-0.427677359251823,-0.03077833849255947,0.5798615676602645,-0.3633928910660085,0.06328793167390272,-0.041252205535392314,-0.2093848172597534,-0.21909485916183705,0.5470852325677208,-0.3358448795751069,-0.058896211993294194,0.23714441095763966,0.12028622293977269,-0.46281435575919183,0.6908108381266309,-0.1359727386391271,-0.1861700858696944,-0.16541539058412297,0.08791388078041794,-0.22088196455144582,0.4983385086961053,0.5068127002745283,0.7357018952317925,1.0,-0.3870553943485254,-0.4584443404886862,-0.27894341976044823,-0.31924235911359117,0.13934951602596599,0.7992169398477582,-0.2999833660829482,0.13452125380966962,-0.21573720482789663,0.25228780560346104
N_Acc_R,-0.22874447734531464,0.81487321554559,0.22221584779450282,-0.7614602258635184,0.5348303630864938,0.24428350515179537,0.5484999978200658,0.41545340744343084,0.404029934024203,-0.14295273325681934,0.4938994895887632,0.7671234925848612,0.4006449648116728,0.577326370894953,0.7387773233829544,-0.1277977129965689,0.5166668242588263,0.6070757390690859,0.6034902732987666,0.4005166529982086,0.701732389078643,-0.803399210139034,0.11659831153364658,-0.6821707745153233,-0.3870553943485254,1.0,0.7266212867663056,0.5572842991670953,0.856915678249643,0.33076102491423826,-0.6990584645117434,0.5437867743733114,0.3382498624895886,0.5329243402513478,0.32730239001333633
Frontal_Med_Orb_R,-0.21157022842170753,0.7725437822695206,-0.023010743924340313,-0.6540466370551234,0.7021761432262493,0.30134022761812623,0.3948669303021721,0.13058549373660921,0.4127807094332894,-0.23914645583808855,0.36518903792819646,0.6576901734338276,0.2370236588750703,0.37041563312298287,0.5757039095634066,-0.28819092533675644,0.2307975968364312,0.6351913505282523,0.3727354291626561,0.5919968580048093,0.6474718330742852,-0.6421939086426897,0.016241794436276883,-0.6288991536080405,-0.4584443404886862,0.7266212867663056,1.0,0.5578423870585311,0.7594474447222933,0.1275861345684031,-0.6699883571967584,0.39708828617779374,0.10438766935211365,0.7008532357692643,0.12936050777671135
Thal_Re_L,-0.20831905938820441,0.6685670989088456,-0.08685762677239574,-0.5969020301101654,0.40312035767462334,0.025143167634152256,0.4261950277830888,0.40698320739895316,0.26698929465094157,-0.1119138354281229,0.2796881292537541,0.5201779440109839,0.1757913640882889,0.48255476065667724,0.5065356450649231,-0.18931121790242883,0.5301447894286573,0.3655851619370822,0.6542903486873641,0.3905554977070967,0.420469773957318,-0.67601021085782,-0.005339317550892421,-0.6158997778423938,-0.27894341976044823,0.5572842991670953,0.5578423870585311,1.0,0.665623610073204,0.49825022198815005,-0.5320397936574959,0.3311641967613684,0.10144347360995305,0.4181772895153182,0.3585995867317883
Heschl_L,-0.27668416331119,0.9270979653301037,0.1739979704691853,-0.7816569173956296,0.6486288727490357,0.32987529352319866,0.7451837605276831,0.5529852437215437,0.5684611938537893,0.03725137049630852,0.5228045190652141,0.8762895850663704,0.6144827142327457,0.7526460539625033,0.6628529033300364,0.020729049406288575,0.6767755591780544,0.7197188740756315,0.7300123255989696,0.5119461513111001,0.836501967404489,-0.8692256080518085,0.2504405528340993,-0.7177015038908792,-0.31924235911359117,0.856915678249643,0.7594474447222933,0.665623610073204,1.0,0.5124796128265258,-0.6784819404527287,0.6310372837778532,0.45533804267878875,0.6543645328796232,0.5050597326429136
Cerebellum_9_L,-0.026988135277961532,0.45124722500437126,0.04688152684355933,-0.3838977855898372,0.17293196447333806,0.07798908040101027,0.5031671503370453,0.6815090734561517,0.1726073564628498,0.25134766844930534,0.15425735981772518,0.4806257230607443,0.38139018145930853,0.589021707048215,0.17713220261795154,0.18901089424396128,0.8599292439114712,0.20922050678740858,0.7079542846149355,0.3258703841831172,0.2981680902321971,-0.5364546363528626,0.20741921640175193,-0.3849680554518206,0.13934951602596599,0.33076102491423826,0.1275861345684031,0.49825022198815005,0.5124796128265258,1.0,-0.16200723988711213,0.29192929741539925,0.35088328163051163,0.2610783634078458,0.6206169441759686
Occipital_Mid_L,0.4254458799952061,-0.743402643124847,-0.07006569609518858,0.6925009595805135,-0.5610739897442923,-0.16222795457038883,-0.35305768643588153,-0.4391013271118689,-0.39246522709892645,0.3195678959458042,-0.5556582162784278,-0.46227366929027763,-0.008446464066101828,-0.3479732610332833,-0.7104370679552638,0.5964091179128351,-0.4173242026836798,-0.5489074405579835,-0.5001171500151326,-0.20761911805552502,-0.5417521703665503,0.8219888381700413,0.15727601346392447,0.8796691818555071,0.7992169398477582,-0.6990584645117434,-0.6699883571967584,-0.5320397936574959,-0.6784819404527287,-0.16200723988711213,1.0,-0.5657730090026066,-0.1482760206942555,-0.44473687464816547,-0.1366725664977026
SN_pc_L,-0.15946007017977099,0.6425860948716831,0.3166740613700624,-0.4193138317457822,0.4103076279649117,0.37224957972993006,0.6102438739922592,0.5393729249600131,0.48028039328117134,0.17197018261309957,0.7042305214104095,0.5776591535881742,0.41873407238053667,0.5847460711320116,0.5898599054396999,-0.0162187064970636,0.5043305371464518,0.6105210969923393,0.5661309885943749,0.18659297918102535,0.6362874250424573,-0.5583397641506858,0.2220509222810819,-0.46735174053014705,-0.2999833660829482,0.5437867743733114,0.39708828617779374,0.3311641967613684,0.6310372837778532,0.29192929741539925,-0.5657730090026066,1.0,0.5870881817200282,0.2837730903694704,0.42729853395004064
Putamen_R,-0.23163205641136225,0.4024061659256473,0.48024874692395747,-0.08788112758822622,0.44297689809413326,0.7405248456720763,0.7966029322193431,0.5597432069933787,0.6825002300015381,0.6853705850988546,0.6442009280381894,0.5725153415404628,0.6326061941096306,0.6720154314317469,0.1897800198483127,0.41754539285728554,0.42537725251247677,0.6691972177098796,0.4112133996939405,0.052289337469654626,0.7056260049002333,-0.23532734542100556,0.7148751146949438,-0.09120524140238724,0.13452125380966962,0.3382498624895886,0.10438766935211365,0.10144347360995305,0.45533804267878875,0.35088328163051163,-0.1482760206942555,0.5870881817200282,1.0,0.33971703045023016,0.6821081972558022
Temporal_Pole_Mid_L,-0.5260566622460373,0.541566460189215,-0.11413868880782951,-0.4784625601751831,0.8582807717727429,0.5223413822262633,0.651790494266597,0.3666594577469787,0.6783216398537772,0.0843425090544311,0.36969361716748134,0.5477610490188338,0.37235834814095914,0.5016495254671045,0.17919600382868484,5.9947721474234746e-05,0.2820306769054111,0.5963077928471184,0.3646062783039313,0.3966459488238314,0.6950298729073827,-0.45700788836649775,0.2649498805282797,-0.5214999966599028,-0.21573720482789663,0.5329243402513478,0.7008532357692643,0.4181772895153182,0.6543645328796232,0.2610783634078458,-0.44473687464816547,0.2837730903694704,0.33971703045023016,1.0,0.40284338625660615
Cerebellum_4_5_R,-0.11991835077310813,0.37942389501028206,0.318989613210363,-0.04835930291455476,0.460438541056701,0.5102238821159795,0.7757282159592305,0.5710887732634442,0.42570220677483794,0.5122785066965623,0.49057663362970183,0.5731914793813131,0.4621262463239762,0.8810975393050952,0.14854893093690472,0.2994717524341169,0.5196542591589032,0.5339019137697232,0.6438206727954843,0.27626951567745306,0.4787772801578623,-0.31586986023436414,0.5374946646102033,-0.22640875342934907,0.25228780560346104,0.32730239001333633,0.12936050777671135,0.3585995867317883,0.5050597326429136,0.6206169441759686,-0.1366725664977026,0.42729853395004064,0.6821081972558022,0.40284338625660615,1.0
