,Frontal_Inf_Tri_R,Thal_LP_R,SN_pr_R,Postcentral_L,VTA_L,Vermis_10,Raphe_M,Red_N_R,ACC_pre_R,Occipital_Sup_R,Parietal_Sup_R,ParaHippocampal_L,Frontal_Inf_Tri_L,Cerebellum_Crus1_R,Parietal_Sup_L,Hippocampus_L,Cingulate_Post_R,Thal_MDl_R,Occipital_Mid_L,Frontal_Inf_Oper_L,Cerebellum_6_R,SupraMarginal_L,ACC_sup_R,Parietal_Inf_R,Cerebellum_6_L,ACC_sub_R,Thal_PuL_L,OFCpost_L,Postcentral_R,SN_pc_R,Supp_Motor_Area_R,Thal_MDm_R,Thal_VL_L,Temporal_Pole_Sup_L,Frontal_Med_Orb_R,Hippocampus_R,Thal_PuA_L,Thal_Re_L,Thal_LP_L,Rolandic_Oper_L,Caudate_R,Insula_L,Thal_PuM_L,Thal_VA_L,Red_N_L,OFCant_L,Thal_VPL_R,Heschl_L,Thal_VL_R,Rolandic_Oper_R,Rectus_L,Putamen_R,Frontal_Mid_2_R,Temporal_Inf_L,Pallidum_L,Thal_PuI_L,Amygdala_L,Lingual_L,Frontal_Sup_Medial_R,Cerebellum_4_5_R,Occipital_Inf_R,VTA_R,OFCmed_R,Occipital_Inf_L,OFCant_R,Calcarine_R,Cerebellum_7b_R,Cingulate_Post_L,Precuneus_L,Olfactory_L,Parietal_Inf_L,OFCpost_R,Vermis_9,OFClat_R,Thal_PuL_R,Raphe_D,Frontal_Inf_Orb_2_R,Cuneus_R,Cerebellum_10_L,Vermis_4_5,Cerebellum_3_L,Thal_PuM_R,N_Acc_R,Vermis_3,Thal_VPL_L,Olfactory_R,Cingulate_Mid_R,OFCmed_L,Vermis_7,Thal_PuA_R,Thal_PuI_R,Cerebellum_Crus2_L,Temporal_Pole_Mid_L,Temporal_Mid_L,Thal_MDm_L,Amygdala_R,Frontal_Med_Orb_L,Calcarine_L,Cerebellum_8_R,OFClat_L,Temporal_Mid_R,Cerebellum_Crus1_L,Angular_L,Precuneus_R,Thal_AV_R,Cerebellum_9_R,SN_pr_L,Putamen_L,Occipital_Sup_L,ParaHippocampal_R,Pallidum_R,Frontal_Sup_2_L,Rectus_R,Frontal_Sup_2_R,Supp_Motor_Area_L,Cerebellum_9_L,Cerebellum_4_5_L,Temporal_Pole_Mid_R,ACC_pre_L,Fusiform_L,Thal_MGN_L,Precentral_R,Temporal_Sup_L,N_Acc_L,Fusiform_R
Frontal_Inf_Tri_R,1.0,0.4849464670558762,0.4291415699682426,0.14229551885054662,-0.006622206124938896,-0.043920852708537635,0.016244399541127053,0.6110629008489815,0.7485960056547837,-0.07224939640000147,-0.08195236477973836,0.5730582434582732,0.740829188534196,0.17897491842366645,-0.12336637858764343,0.6397259070942524,0.3795799364109608,0.6652910119406289,-0.16222795457038883,0.6108728095192574,0.2687897854050275,-0.13110455401065624,0.3232872659252094,-0.07465421139831066,0.19005343066704933,0.37522566770445487,0.3703598985778471,0.6867489196122043,0.08479354464112088,0.1901736302198833,0.16267233373378928,0.5336899285753418,0.6381627005737494,0.48572330578685247,0.30134022761812623,0.41555966834038033,0.6081681246836833,0.025143167634152256,0.15245763290461667,0.39671142264648535,0.499457223855567,0.5123298737770833,0.3725591085492992,0.5075817604124901,0.5354770145131289,-0.27047570945888366,0.6955589533504564,0.32987529352319866,0.6092977194052033,0.35177658631606545,0.5509509487625946,0.7405248456720763,0.4394865434899671,0.3679094327826959,0.5485086126540832,0.19504876850414452,0.55536131851588,0.14676480520577878,0.5837551346504924,0.5102238821159795,-0.2778128415226728,0.5075456942986724,0.14953993297214918,-0.46450408160477324,-0.27998365297916245,0.10705446457307567,-0.2092108562755294,0.4738341569075568,0.11466782381390761,0.5098021727868804,-0.04498393466506836,0.738527577560354,-0.30463666502129555,0.6123040209536332,0.19864087317012352,-0.34728183040084926,0.491138502020902,0.11586128621545543,0.5127909555132681,0.466761996686096,0.21587134131114497,0.44146984663950084,0.24428350515179537,0.07525819089220695,0.5869982416098546,0.483497554858521,0.5785617352022456,0.31148582239807143,0.10284236380659316,0.5285928523742206,0.19488421871648035,-0.3221671639542908,0.5223413822262633,0.3985877328885042,0.6752935617331226,0.6799099413265908,0.3469790523604798,0.13751580267712102,0.18996096668537737,0.6198612568091693,0.28630936153782016,0.10087030684696258,-0.12651531045933698,0.19543525290402808,0.19898617444610484,-0.022710086392545018,0.5819979887467718,0.5269895542357169,-0.12327980409543525,0.5610844164131185,0.4932185074969436,0.37949247259223556,0.1421724230646195,0.19119887865189736,0.24275937916008422,0.07798908040101027,0.34719479850157264,0.21291491193104842,0.4885128323245089,0.30835783334334127,-0.06112186981046019,0.06433620075080777,0.6866886264157852,0.3192297330735307,0.3203110891834348
Thal_LP_R,0.4849464670558762,1.0,0.32861880702094126,0.10097063296009695,0.07463645817087451,0.22636135667542456,0.09527111377907074,0.2680777281031599,0.45731209832071784,0.050015266735669944,-0.0898301417554659,0.4563374532935227,0.49919234396278317,0.20960947876766578,-0.0827034927577694,0.6989197250689061,0.6283363908348679,0.5939768260310916,0.0912800503038915,0.4563974793350746,0.3301207585714976,0.20482130074693317,0.3330275650481994,-0.11951073847133938,0.34547993731428983,0.20852010170154772,0.7896819364238129,0.36235329189949,-0.05396419630493253,0.09609090829196447,-0.07577393433672498,0.5612532895416538,0.6542249688567254,0.36530624633667375,0.15821453480440936,0.5600621845697328,0.6720532269469662,0.06340984910284475,0.7213433852876593,0.4107201865626899,0.6772144117326657,0.45323959929396845,0.6631075158958682,0.4407525614760259,0.18803815536845594,-0.17354887199950678,0.7209996937532589,0.41277844569858263,0.6162616923444062,0.3092863558267742,0.24544799459306463,0.6439902344376883,0.16283614664169166,0.3745586003253076,0.4517239313543278,0.565059265842053,0.41317720204779873,0.2957526238698999,0.24380515993559884,0.47064387084511583,-0.06143724302692851,0.31967979093363946,0.07050386560448692,-0.11756882666929468,-0.25914432267924464,0.28500121553159596,-0.14708395152999595,0.589029481631264,0.11191027792374766,0.3952445025219849,0.03861937670345439,0.43161882420088954,-0.04654888352989886,0.2709842849236659,0.8187924327164805,-0.16223161445289175,0.2826209912594538,0.16105703291301557,0.21974413008820837,0.5263654752817405,0.4753130531037359,0.8433366538556369,0.20459528525657913,0.3589237323505849,0.6474201776643821,0.3979492513872226,0.5152891531445518,0.07851459133414956,0.085163440905446,0.5952962474740292,0.6663743509454838,-0.28377231647189427,0.41082772278991986,0.6403557148299232,0.5555717702796811,0.48125019088675114,0.30840795566657125,0.2660635124843228,0.19027085452693338,0.31268667077615964,0.45624921270332613,0.1792446575583865,0.1608714117994591,0.20388538879156004,0.2935374001257581,0.021217392567655737,0.40237566588300305,0.5287160666358269,-0.025870380306983857,0.4640300545440234,0.35705253572528756,-0.008460324229218398,0.04620712123715496,-0.1332270621225977,-0.07178979549746402,0.15795183136012472,0.3292987269003658,0.16111046972531837,0.2524642193113948,0.473023462064622,-0.023694515602194637,-0.12519646185324762,0.7475373703173485,0.20889054201662338,0.5112341880329411
SN_pr_R,0.4291415699682426,0.32861880702094126,1.0,0.03585780076925244,0.11519590783790412,0.10330367613565294,-0.02740444175534771,0.4705607876470568,0.28072211185270163,-0.06754328751216189,-0.0511491829315606,0.5071035172493139,0.3095854606552084,0.23895745879550426,-0.09689247290058832,0.5025339101283095,0.37734725775813077,0.4471371594272849,-0.1705570723220077,0.3091393957742309,0.3187566141799972,-0.11755029819426514,0.23758420033870223,-0.1006601560884297,0.3827587803059667,-0.007694462364490002,0.22718475477117958,0.28203537472951373,-0.005574857192343437,0.6387108445111078,0.18440011991511426,0.23476277500529957,0.41595690659233703,0.11959704661684636,-0.08415742702009023,0.29964842053421625,0.3369031701605691,0.008580454583918021,0.20983311407050192,0.11010435239432041,0.1541002764231515,0.09393794088516512,0.21612239246625337,0.5383431487341656,0.45138210872308765,-0.03635595386933749,0.5344931131081024,0.13988139262835111,0.3659464109920603,0.16731341715249182,0.4416542332399689,0.596058184995526,0.3202891213523705,0.3392930573440126,0.442388685438417,0.31986474906855517,0.39820588418423825,0.16514685929308795,0.33027880413409527,0.4507725138046715,-0.30205227320232236,0.49203723232268626,0.08067143056782482,-0.3981311325959882,-0.14303341631878602,0.038370191204086024,-0.1901497343595721,0.33141496666828624,0.08771674234144722,0.31609250924179316,-0.09194173139892638,0.5538243573069723,-0.267310448081299,0.4799198622478629,0.1908207912435275,-0.1923678943596528,0.25092538020312716,0.09783742802895164,0.5586335946260617,0.3944363121532862,0.3940152302465832,0.2542573213426699,0.10097055388748943,0.05398781202895658,0.3743395038801462,0.2500400127267977,0.3961530877700067,0.046146965330019905,0.2921169568699772,0.24796632654968964,0.13023774915697833,-0.2808999308497352,0.22586484604625565,0.2269151539440336,0.5490448184416025,0.4430900137396934,-0.024163037167562587,0.07719643139763657,0.20827657847630404,0.38886762351211773,0.253527827782738,0.15600539983155212,-0.13243118392473308,0.14098836671658277,0.06813037058021235,0.017491845239257696,0.6690593798364562,0.27527725924272667,-0.1237834961625409,0.4453388541208459,0.2889331233477747,0.18780558218314455,0.22619663898825476,0.12919641146111266,0.20620159595492693,0.11029562736055018,0.36992117693693627,-0.16631629838918538,0.14704756734471397,0.2543934188855262,0.0997758496512759,0.05463617977353246,0.38847996304806515,0.08030120162495424,0.34009843598444445
Postcentral_L,0.14229551885054662,0.10097063296009695,0.03585780076925244,1.0,-0.6314183855378085,-0.013840053334789592,0.0682674297577974,-0.254924918555795,-0.12827662116150532,0.8016757495533426,0.8482886131992339,-0.5003637629157608,-0.22720245945082368,-0.33176869556618144,0.8597566548634119,-0.29798337888242715,-0.22521711560952323,-0.20417788403056414,0.7785005014140283,0.48789022896818934,-0.5895159241684651,0.7392517941074698,0.2641634812856658,0.9188363160857491,-0.2820522843012961,-0.6459265074191468,-0.12436638352367405,-0.34550432144539045,0.9321319471103581,0.001200001415405415,0.8175235258914901,-0.33872849379203807,-0.392770501311534,-0.5102824870631842,-0.5860516374031487,-0.6018397351677276,0.02501085672249056,-0.6202092882979013,-0.26148830655613076,0.005662510454705691,-0.2540413125174566,-0.4076479709406792,-0.46256344237890973,0.08165787762158744,-0.3261961955717673,0.38980612629374506,-0.17062497766495394,-0.6920736933418971,-0.42103236179103265,0.618014746182443,0.1592861199687988,-0.0017255083081626202,0.7101272651720505,-0.5821313865729963,-0.49460308158869465,0.36190467306482565,-0.4650756352148088,0.36830321702396446,0.47235375602424917,-0.09018142336557279,0.445168603500216,-0.3168475885319886,-0.5836240218333192,0.050260869973890926,0.4747551149391117,0.6752167405963923,0.4815739490490862,0.39149043899884406,0.8227004675592112,-0.6195957299696819,0.9173570006822745,-0.12324459586022353,0.11364502431530144,0.07222083390708275,0.08233849749112364,0.21564557051539815,-0.5625781613447628,0.7918443909971669,-0.20596934369208394,-0.2778390427210454,-0.1168318302303577,0.16291169904552863,-0.6746071359122164,0.6039385991630128,-0.4248668008773185,-0.5998239529916153,0.45952425920831286,-0.6525795267271696,0.23674471502633493,0.3178543816447966,0.4079071107430493,0.40326313451464835,-0.37535064399606344,-0.11098878771817354,-0.03709184119681063,-0.3621359979754555,-0.17591562283601697,0.6920870057379571,-0.6164211169395963,0.06588236923478488,0.14992931067188764,-0.6157068880926241,0.7929314282423932,0.8819084001373241,-0.7513910964239925,0.08928902154298982,0.2479038134366583,-0.14968961360251762,0.8210504597147771,-0.5577396251133666,-0.6359454101941162,0.6185199871249967,0.5098217406829038,0.8100002200541047,0.7849165104059134,-0.4615491376294088,0.04090128260805942,-0.26424761422556886,-0.5057516025211957,-0.2714483123791321,-0.15191044296571987,0.89976818227396,-0.05448454020041059,0.01986274720596755,-0.04876783378581823
VTA_L,-0.006622206124938896,0.07463645817087451,0.11519590783790412,-0.6314183855378085,1.0,0.240353795765161,0.03800294005897961,0.42119935986719853,0.11266817472905387,-0.709051467728036,-0.7379929478204104,0.40845498993499363,0.4843065639658573,-0.0074070464797859285,-0.6975074486087237,0.2986548316448221,0.4283337132077625,0.12778255638111777,-0.7104370679552638,-0.0473349778638345,0.4169281359659312,-0.4048607525562346,0.3090881369886715,-0.6387599477876433,0.06265103244011623,0.6616143304340386,0.22067458898969955,0.2216616920062386,-0.6338476044057222,0.14702618768545475,-0.5640379925750081,0.3930748971194293,0.36054885741371523,0.3618300707547089,0.5757039095634066,0.6260358064462391,0.1692702411934758,0.5065356450649231,0.35699640883036576,0.4528759113664831,0.46915927635424626,0.5582226884309499,0.5518271669681216,-0.09045382587050876,0.4144074890150111,-0.315900883607248,0.18533206468816127,0.6628529033300364,0.42774519068849537,-0.09830162353131931,-0.37729689215623696,0.1897800198483127,-0.3996097394315863,0.35251013214438986,0.5676519454528308,-0.46615434639990894,0.17127419207741404,-0.28606936693770085,-0.16106755392068034,0.14854893093690472,-0.40361423651754497,0.385236421553616,0.49122258357787063,-0.20952678491780805,-0.4797045831369018,-0.583872701158951,-0.567252838508481,-0.023043713452424255,-0.5000808169711054,0.5510206635121384,-0.5804339653412972,0.08514687695059837,-0.17425984192155303,-0.07417371530681686,0.14979188860776402,0.09841009422707771,0.6580918017733632,-0.821905393436371,0.35374598715208083,0.43976210911525276,0.25099225806142295,-0.017680876537883475,0.7387773233829544,-0.31053278473111134,0.47335309080097476,0.5254544991640329,-0.18185691074508833,0.6520482489717746,-0.5655207647116043,-0.058378078549913684,-0.28531224095626234,-0.2949125621394279,0.17919600382868484,0.06117843335061856,-0.041252405802114846,0.20112863174125004,0.06724215642703928,-0.5492049485300877,0.3419876536312612,-0.058554528062550217,-0.28186142130532954,0.3927125003521213,-0.5929446278854567,-0.5469449980056657,0.7346836608997117,-0.22140934800853315,0.05044835161646148,0.4327299067982982,-0.6743463942175247,0.42683004368879174,0.6703915401028392,-0.13787027592189513,-0.6343839238018402,-0.457554240324033,-0.5445154731658137,0.17713220261795154,0.15686206579222373,0.34663267365403755,0.5563743845958824,0.4163496046248338,-0.14872600962952537,-0.62375819301557,0.11478058344344512,0.1995230588211683,0.06709393857035402
Vermis_10,-0.043920852708537635,0.22636135667542456,0.10330367613565294,-0.013840053334789592,0.240353795765161,1.0,0.5472489716158944,0.006227178123075817,-0.06176251838909296,0.14146082043544997,-0.11420857716881438,0.12262150109338918,0.11861049700224337,0.20215347696809668,0.00010820418306153186,0.2510556865301166,0.5070073718282023,-0.16432804304392631,0.19367817278614133,0.2954566348753524,0.39033242352701947,0.3755561952033455,0.29389060788652993,0.029973797605569966,0.36548958562719747,-0.045357757207222016,0.4439521509052939,-0.23299710536217505,-0.05770089317680172,0.204098953527833,0.050133742527582105,0.16481551851093365,0.01189335189930499,-0.08402059111061333,-0.018069934009998654,0.3548003584637272,0.027835510365432588,0.18522193689517882,0.4516880072729962,0.4847772419261329,0.34031126025150615,0.36345119281577365,0.3852068387173142,0.07402906599991936,0.017714935283265332,-0.00046406485174124555,-0.053988692969922356,0.2337467964017646,0.017546880902684952,0.3683099470092394,-0.3801271510650505,0.28405850385672726,0.17272626342085176,0.10511964959871754,0.17733129045773574,0.2366740582858034,-0.13801867446733168,0.5072487295386874,0.027477436171193977,0.45065285969157454,0.3787604603600054,-0.05215063141016743,-0.05735441806407504,0.3213023476805814,-0.0008318604651827886,0.3922098215637772,0.28617454949066495,0.40397908081597256,0.2963784207379823,-0.05387964508565112,0.1483308495826711,-0.2352967573025218,0.6227811913512733,-0.412947661415475,0.46617677602139046,0.5892621153815497,-0.02857391156881811,0.009900568843135017,0.2086563844110687,0.4465003925623268,0.610484998889973,0.30823644469583283,0.14485498899886984,0.6015539145282887,0.09220152227935584,-0.12625172017585395,0.24862917826105999,-0.0802950324224856,-0.15107975706715648,0.07057841006797443,0.4430628259290673,0.17849590422585337,-0.17268628547436934,0.40253945575796857,-0.14024988068582833,-0.1449978245267934,-0.1429082647290612,0.37104628762986247,0.38559025402566643,-0.43872414029626366,0.391760419656899,0.3119243144491294,0.2443363603201608,0.2577711811668458,0.18437287415850676,0.5366194500779208,0.22432389466327668,0.5678247214186957,0.1764275033092557,0.009615777441161969,0.10864337382185706,0.020565134330976356,-0.2091867275693361,0.03901939250551966,-0.12114379583415824,0.4906231745576999,0.5986363557016376,0.3691731913255222,-0.15915939243305377,0.6790897485967244,0.049032409172784605,-0.032912849479519175,0.11231224110731028,0.20207190671453035,0.6404066993410199
Raphe_M,0.016244399541127053,0.09527111377907074,-0.02740444175534771,0.0682674297577974,0.03800294005897961,0.5472489716158944,1.0,-0.054223370457849196,0.07436960452308254,0.14159729650971095,-0.08954557144668675,0.09350083343634201,-0.018143977393288883,0.285018816855176,-0.01685191764593551,0.20428851909273668,0.2741587628563874,-0.15674359608697871,0.23757773315780786,0.3604535904942094,0.2929997787934531,0.3137760128692498,0.018251361479216056,0.044631412357704014,0.29523278189530705,-0.11834904043854197,0.226599523001271,-0.15578848243430987,-0.008291268848031262,-0.04399323379940513,0.11240371980594539,0.07416423412911516,0.01222289271229809,-0.08656733956820443,-0.13930429757520166,0.18041770908426416,0.06001418975371621,0.18300408315365754,0.14931404261201403,0.3216065820476754,0.25053011786870377,0.25915201058792176,0.19942941510764223,0.16749856320553175,-0.07527964048056104,-0.08014274527485507,-0.034413812604165504,0.13489588989282703,-0.04235701465065705,0.27429973850016665,-0.1329068747455093,0.2233735056660504,0.12265684440089569,0.19424309909875298,0.13112602802553772,0.26230075564693073,-0.015729345092924566,0.530704750249762,0.06661965017069395,0.42480713955718913,0.36361013511060525,-0.003748736740049988,-0.029047496455822858,0.4257511193457047,-0.0315473806173552,0.4243176170505586,0.32413793983360667,0.31648098917062045,0.28876487704692494,-0.025881949514848786,0.15108267806619208,-0.19060024669233774,0.5780971003299644,-0.41016663780847223,0.29139962348988757,0.4166595985271836,-0.1579050273779152,0.1460556161938734,-0.03819593038607121,0.31824460484678413,0.5051375023656859,0.293974085409224,0.15211631319773353,0.4624498158751173,-0.00751952523269815,-0.11519243101608315,0.22968918992403395,-0.10709257121620588,0.10340866458566692,0.09746509305870124,0.4071966065674158,0.0825945708852266,-0.08515709160589967,0.4588183905753951,-0.03712053854588345,-0.006615450878767259,-0.03121442704923287,0.40615778217027004,0.2895181105837635,-0.36779814606892586,0.42451936853114336,0.30452422295456705,0.2045404893091245,0.2401488920144976,-0.04419807223009945,0.5098381097600839,0.06147968025774332,0.35345572616317733,0.16703736442394918,0.0039937566451047945,-0.005878213217056493,0.011437117852415102,0.04221113462987412,0.040242198940223614,-0.014203737267507453,0.4369372231731628,0.47150059975045816,0.25841372072319235,-0.19611421688271852,0.47018148442525043,0.023390844604273965,0.01902165236545724,0.20703018921910654,0.20859757658770256,0.5073242566239239
Red_N_R,0.6110629008489815,0.2680777281031599,0.4705607876470568,-0.254924918555795,0.42119935986719853,0.006227178123075817,-0.054223370457849196,1.0,0.4885773759943476,-0.44617602116953037,-0.44146814777275656,0.7025424881523538,0.7329867950066489,0.20305274748045857,-0.4907471355072841,0.6344467496833344,0.46013812107463464,0.5915470962046784,-0.5556582162784278,0.32359035442515577,0.4831836533968642,-0.37502476829337855,0.4429101129731818,-0.4257011899168543,0.32079644545579966,0.543605313029057,0.24481798388140008,0.5932075943191183,-0.29734901958328036,0.24321437950663954,-0.08318961421155646,0.6180476403133612,0.634881285316735,0.4104533211706035,0.36518903792819646,0.5860703347644869,0.4788801537522325,0.2796881292537541,0.129412533689733,0.41024480302829414,0.4207010294324259,0.5486214362191888,0.44746994230784315,0.4619584432917716,0.9191408003773012,-0.3142196040146572,0.6379633212321715,0.5228045190652141,0.6298363218588836,0.19259059972726825,0.33581178724905736,0.6442009280381894,0.10234611990889216,0.5338997433355678,0.7542402382815926,-0.11189104574754317,0.5565894897615404,-0.07492903898821483,0.4178888163859076,0.49057663362970183,-0.6033707170071944,0.6479821313001712,0.3861252951932572,-0.48640009299407966,-0.446847704561096,-0.295070200221218,-0.5696339248284885,0.2736304515634941,-0.19580608097219201,0.6437071108869903,-0.4138239811956988,0.6615023783953037,-0.41073988934460864,0.5364311229729141,0.0445371544928235,-0.24414504103819137,0.6243560916284431,-0.29814730420970054,0.6125262984293487,0.5832985050700081,0.35708545951069137,0.20910185201929976,0.4938994895887632,-0.2171637207904487,0.6737480185384879,0.5686087360541061,0.32349485039385156,0.5134401404168113,-0.04523665908113148,0.32060120510756573,-0.18771353169407456,-0.5831368519673583,0.36969361716748134,0.30896038359608746,0.587001634993744,0.6007098237387651,0.24884258840492354,-0.2501290748860816,0.34184315420743083,0.5321590463657981,0.06209048100866419,0.3634562019381481,-0.4991878301469038,-0.13909574465669022,0.45858358052673287,-0.18591927395983388,0.5075762560780553,0.5467644071865703,-0.5083173084432504,0.6853800472118643,0.7159025083300076,0.18515151950013803,-0.016607224705577277,-0.08182015662716889,0.021225890615700876,0.15425735981772518,0.41125759705769926,0.006311754781570816,0.572926604481318,0.41585009297047226,0.06834767349543282,-0.2549465898518086,0.5351248867605235,0.4856126419907695,0.23083089151371794
ACC_pre_R,0.7485960056547837,0.45731209832071784,0.28072211185270163,-0.12827662116150532,0.11266817472905387,-0.06176251838909296,0.07436960452308254,0.4885773759943476,1.0,-0.2445062891258767,-0.3196987629815361,0.6113931720807554,0.6842179346502382,0.22838956244838687,-0.3502010269109579,0.6587683389866326,0.406165837191431,0.6379949441152959,-0.2676519845437059,0.4385937109564923,0.39933162778931836,-0.241653613184901,0.015376267700458638,-0.31261287993454434,0.21821565519143826,0.5496803134486717,0.4723544762160274,0.7092134555024933,-0.21642333715386106,0.11215829661100642,-0.21545713024714927,0.5669353181947518,0.7165293063511876,0.6764073727717298,0.5005301225122183,0.5584920402308373,0.5918758716912914,0.2279985523454539,0.23858934666994475,0.3683457783753426,0.6519593924472239,0.6500198704114051,0.5417055951031,0.40519243102402874,0.4449877002418852,-0.4455754114448433,0.6837117125675095,0.5419959759753186,0.675470549687959,0.0788404490272685,0.46313006690314007,0.5769281062007638,0.05151915987177212,0.5102584940912763,0.5547858944162946,0.11107629881717958,0.6532100932097518,0.0869347611775631,0.32275863410049305,0.4332632088426946,-0.25418221544735825,0.41020646057297444,0.28104147130421797,-0.25388058675024505,-0.49535482864976615,-0.007348683443456859,-0.285660458553062,0.34048702294125555,-0.09971958984141728,0.6880822071520118,-0.24606791055881527,0.6218656118623823,-0.28691575883407916,0.38358099215035546,0.24242399588715616,-0.2934916975696941,0.6107929101228916,-0.08361696542288295,0.3208294997843534,0.5183060730762441,0.22472864817849605,0.44506122373748946,0.5171098049661874,-0.12682486424345601,0.6458182221801856,0.6868582011022455,0.4014794085056333,0.45797451737152306,-0.004721992978309232,0.42972262533765027,0.1811816383101097,-0.35973727545132145,0.7541561182070302,0.47746800263775224,0.6097189215400827,0.7471727430758598,0.4823397680480376,0.0368436813794117,0.31926476800171943,0.4233492183441669,0.2540675700003616,0.28476444571824405,-0.24201327873723213,-0.05594882593507038,0.3862904544168246,-0.1132215982781142,0.33612041594637154,0.38797523109424564,-0.29953646703806514,0.6448113029571834,0.58527540169261,-0.03888350302722434,-0.08950645952448244,-0.24866351173439932,-0.1601422122348711,0.24902628355721151,0.2790372669335201,0.28086513571343985,0.6009490498303093,0.32396218426886847,0.1405165021585699,-0.2880135403636582,0.684772632704727,0.10895206524917661,0.29601507626040136
Occipital_Sup_R,-0.07224939640000147,0.050015266735669944,-0.06754328751216189,0.8016757495533426,-0.709051467728036,0.14146082043544997,0.14159729650971095,-0.44617602116953037,-0.2445062891258767,1.0,0.858185991545002,-0.5625561908431752,-0.4927809679235259,-0.036130249123190454,0.8856439236953162,-0.34356733706564396,-0.11604180505680645,-0.3208632409769133,0.940097703522922,0.22550508881432021,-0.4027167015665987,0.8154648991077862,0.01915195457242586,0.879421960924398,0.011887439396390552,-0.8036531420537983,-0.03221596809606623,-0.5422335743749178,0.762562614922289,-0.10414649084430792,0.723768807816391,-0.3553777562214888,-0.4866668584323615,-0.6475606935922441,-0.710032787243688,-0.5945661077696245,-0.1172773251367002,-0.5883732087898768,-0.2265782029270049,-0.2475557483544756,-0.2941046587577507,-0.48685354488010635,-0.4357521750355833,0.1645522711411167,-0.47769665543910805,0.449862975864533,-0.2792102325024547,-0.7211110103674006,-0.5060480894394644,0.41528381498822686,0.09275481058448949,-0.03920016577600025,0.678222398821424,-0.5176236696809183,-0.5433345793020654,0.5407014754621381,-0.46463707905468316,0.4292926577385753,0.21267834165359092,-0.14877280978201915,0.6782663856817368,-0.3584304093967038,-0.5674787137338353,0.2348322218515707,0.5576964096715005,0.7956073778407295,0.6537175027538135,0.3440046899244394,0.8413261119381987,-0.7072214491574661,0.9083795381875163,-0.2856222542472227,0.3939692501870277,-0.1757417529729274,0.09446978911372157,0.2832658911997055,-0.7628937705823515,0.9048959275761536,-0.22489016695981112,-0.37856777070215675,-0.06612472332271246,0.20093946527632017,-0.7407643706415329,0.6440807231710755,-0.5624176516039471,-0.716023163761589,0.43334523133206837,-0.8334404708235832,0.41820317520655326,0.21685178793551732,0.5246190639646953,0.38775601588905195,-0.4754020736615081,-0.008280353713356253,-0.1122210759603802,-0.4541827845665011,-0.3291056133700547,0.7403857459472759,-0.3544479457821234,-0.2211856999685264,0.44757825003278895,-0.40583633851483497,0.9207424181973658,0.8661056992392354,-0.8016635093414588,0.30557285476370216,0.05652101992440437,-0.18786195135464134,0.9284573929240437,-0.5891574629331583,-0.6890236684272453,0.24405458226623108,0.5281399237787759,0.647152279094034,0.568408771734957,-0.1782855982424379,-0.041613958756979263,-0.3567271444012693,-0.7757624223986846,-0.24401401048353835,0.00658777200152221,0.7509362168294332,-0.20279757699228926,-0.019103127302563853,0.07303745195490531
