,Supp_Motor_Area_L,Frontal_Inf_Orb_2_L,Amygdala_L,Occipital_Sup_R,Thal_VPL_L,Calcarine_R,Cerebellum_6_L,Frontal_Inf_Oper_L,Paracentral_Lobule_R,Cerebellum_Crus2_L,Thal_MDl_L,Angular_R,Cerebellum_10_L,Olfactory_R,Cerebellum_4_5_R,Parietal_Sup_L,Frontal_Sup_2_R,Frontal_Inf_Tri_L,Hippocampus_R,Thal_PuM_R,Thal_PuM_L,ParaHippocampal_L,Temporal_Sup_R,Vermis_6,Thal_MDm_R,Cerebellum_10_R,Olfactory_L,Temporal_Mid_R,Caudate_R,Supp_Motor_Area_R,OFCmed_L,Occipital_Mid_R,Precuneus_R,VTA_L,Vermis_9,Frontal_Med_Orb_L,SN_pr_R,Thal_VL_L,OFClat_L,Thal_PuI_L,Red_N_R,Rectus_R,Temporal_Inf_R,Frontal_Sup_Medial_L,Thal_PuL_L
Thal_MDl_L,-0.19052711401553885,0.4652016870727148,0.546724130517918,-0.2930005747866163,0.7013408272457872,-0.08574675205811026,0.565639495068253,0.3446559713220197,-0.46990047587228057,-0.4981333891064858,1.0,-0.2490056474849758,0.509378489059202,0.5445149660469232,0.49596802331422907,-0.5345864403662108,-0.24951795693589363,0.6346635271765632,0.7059759232973336,0.531231900888678,0.7242577547231852,0.6762637786526956,0.6182584683248846,0.599004682259269,0.7958852498265089,0.6450428156932639,0.5852533949157261,0.38938554913756024,0.6695744231240964,-0.1916416741763699,0.3540948024085449,-0.3305204464266592,-0.1277772474285066,0.37553556888555906,-0.02133109400171032,0.14123914191150108,0.3464666557069464,0.7268165698642877,0.21442837312086302,0.129341842389574,0.588639315802512,-0.1581879234689281,0.6178018987522009,0.21660282499226055,0.5902368588999393
Angular_R,0.407845520049355,-0.7768145202505391,-0.5593361082984831,0.9417793975081805,-0.5200879672059344,0.7545328467956997,-0.013093204823324031,0.22237938209752312,0.6270169996732268,0.42988707961388556,-0.2490056474849758,1.0,-0.16492783826579466,-0.7106994847137373,-0.17762097288462153,0.8435281571152122,0.571180820028172,-0.45367477939994494,-0.4884537331376346,0.2590463914459776,-0.30143506977414936,-0.5824128320097693,-0.1659952328434288,-0.30336780122922347,-0.3128584474014131,-0.5672568058035827,-0.7052983395598553,0.4072206785462103,-0.17451098958070277,0.6128066295407775,-0.7925121483022091,0.9243554439025745,0.836627053684099,-0.5406497993553391,0.4308523379833869,-0.39442616438521166,-0.11235821609737803,-0.4920265183941265,-0.3016702502108804,0.49275642660299357,-0.4684153808475092,0.38392068698628024,-0.24259295447174536,-0.24331486789716128,0.08783500885666108
Cerebellum_10_L,-0.051608866996896464,0.37967862461145563,0.41325799794684515,-0.22489016695981112,0.49597701293428803,-0.20308219232051852,0.4288248611151905,0.23074668424863332,-0.25631724333729416,-0.36165050296925183,0.509378489059202,-0.16492783826579466,1.0,0.35725779825721626,0.3885135510620482,-0.2924514413074739,-0.008851727457660372,0.49031449018547674,0.4942107459459462,0.2363548264296907,0.3828198590092286,0.5830599868967242,0.32984630716850694,0.2980306232532238,0.5019987560627436,0.7167687349534124,0.45365631035653675,0.18546036291343995,0.30541749001479856,-0.03942564786324419,0.30779499651720404,-0.3072761015327486,-0.02811754155654646,0.35374598715208083,-0.3409150899388043,-0.07823703870261776,0.5586335946260617,0.4732797538867756,0.45367397873178017,0.027113634979007775,0.6125262984293487,0.05297374503275733,0.4130572934639062,0.206253644677409,0.2839087929883075
Olfactory_R,-0.5102887032402966,0.880024812070656,0.786632529752353,-0.716023163761589,0.8577441802488716,-0.5214136996677307,0.17507539869682684,0.07020956975499315,-0.6902723245774718,-0.5594038943515974,0.5445149660469232,-0.7106994847137373,0.35725779825721626,1.0,0.33992568262347583,-0.7583614932517293,-0.6267581458791878,0.7355041374512044,0.8004641058187362,0.28991892479743897,0.7244763519549138,0.7930132565295668,0.5314314797772199,0.3945720782515203,0.6864185318689255,0.7471324601946688,0.9534631894985348,-0.05236730337390226,0.6471474938367862,-0.6433031663672197,0.8482218074167893,-0.7731014399140861,-0.5801902498251125,0.5254544991640329,-0.4851983868242824,0.5842316297761907,0.2500400127267977,0.8604784550903903,0.4299444953822216,-0.19169359786351828,0.5686087360541061,-0.43585025644756076,0.5003091373043732,0.3278248144105018,0.4486693486901398
Cerebellum_4_5_R,0.09475133024835301,0.34130580753625334,0.5830236908534526,-0.14877280978201915,0.5346931551175133,0.34461676018409304,0.6616793568934227,0.5833225117109269,-0.0804756325087088,-0.29296522227000193,0.49596802331422907,-0.17762097288462153,0.3885135510620482,0.33992568262347583,1.0,-0.30086610278568915,-0.031466121249855934,0.5339019137697232,0.5972364841825241,0.44323883326829394,0.5058599553105111,0.7291218085414177,0.831036081711092,0.7241110655835417,0.4433748203009978,0.48484376961074105,0.4533340363185542,0.5872885607465176,0.4536310246221809,0.11056160269967935,0.2029393155399323,-0.14651125345136218,0.13773249804329343,0.14854893093690472,0.21354653388895403,0.23147180624529815,0.4507725138046715,0.56222828775699,0.15735637229219243,0.46057939945409476,0.49057663362970183,0.18778924608357378,0.6981331480652933,0.29003586853174856,0.4621262463239762
Parietal_Sup_L,0.6096128907810475,-0.7436706377984933,-0.6132626442053789,0.8856439236953162,-0.6822639606894967,0.6250412079973121,-0.3243366764470858,0.0992444214813291,0.8481551241464048,0.520966602528981,-0.5345864403662108,0.8435281571152122,-0.2924514413074739,-0.7583614932517293,-0.30086610278568915,1.0,0.7293562403281385,-0.5374839821422976,-0.7466645993625527,-0.07356460879013492,-0.6538738867523514,-0.6963677449371465,-0.43703518103926187,-0.5914485823962291,-0.5637420336488604,-0.6801226660450794,-0.7923158495728948,0.10309067925733109,-0.5090224527751078,0.716806544922514,-0.7745736629436627,0.8536588500594344,0.7918886635060739,-0.6975074486087237,0.22523149095740044,-0.3055880637175763,-0.09689247290058832,-0.6523350001081767,-0.0931089802535183,0.359088026415529,-0.4907471355072841,0.47567133334661843,-0.49801728905708315,-0.1696615449061855,-0.2841870251206995
Frontal_Sup_2_R,0.8862829407998407,-0.47977876414479775,-0.46689500511763304,0.647152279094034,-0.4629255483513339,0.48418738860544874,-0.1919188597946212,0.4014704260331056,0.8294910686508276,0.33502265551947324,-0.24951795693589363,0.571180820028172,-0.008851727457660372,-0.6267581458791878,-0.031466121249855934,0.7293562403281385,1.0,-0.16149293964716754,-0.5875824855984635,-0.0921469428141813,-0.5519546576065724,-0.43242074218973037,-0.253855779412549,-0.37447115162021605,-0.34264435144457656,-0.4641873672363102,-0.6061375619163889,0.10591258233514095,-0.381596754504157,0.9002868970490571,-0.5821838723269146,0.5858707975187513,0.7422094025107095,-0.457554240324033,0.14413547355266304,-0.3158959696973252,0.12919641146111266,-0.4478829734243004,0.055430274956021805,0.18209864490430702,-0.08182015662716889,0.4992394578473543,-0.37571262161504365,0.28888670993627963,-0.327353059205899
Frontal_Inf_Tri_L,-0.09977962284503242,0.8075681958221671,0.5696533918290337,-0.4927809679235259,0.8183282076784882,-0.22553771662392477,0.17855330945879028,0.5500808866641289,-0.3475373415145819,-0.4193283087525311,0.6346635271765632,-0.45367477939994494,0.49031449018547674,0.7355041374512044,0.5339019137697232,-0.5374839821422976,-0.16149293964716754,1.0,0.7290531422323291,0.38927603735518335,0.6975180838606546,0.719580735748896,0.6694772546260983,0.341597957631476,0.7148093929221292,0.591868340777913,0.7404857155680643,0.07504834374668214,0.7181478804414408,-0.20711569120691276,0.6459916186630986,-0.5772871832415194,-0.1710535753875497,0.4843065639658573,-0.3406323663756884,0.3959854692384009,0.3095854606552084,0.781301973551801,0.439399882616237,-0.08914556043705717,0.7329867950066489,-0.28512602571326784,0.3979805745287418,0.6734861254242924,0.5070816507660284
Hippocampus_R,-0.536444978712581,0.743619279424759,0.7064195269051996,-0.5945661077696245,0.9014928453456741,-0.26285415498705794,0.5123510655971469,0.20175852624519877,-0.6951025607899483,-0.5280567150010667,0.7059759232973336,-0.4884537331376346,0.4942107459459462,0.8004641058187362,0.5972364841825241,-0.7466645993625527,-0.5875824855984635,0.7290531422323291,1.0,0.5248056886850766,0.933434672761597,0.8612278112149077,0.746093848090969,0.6595008005849535,0.7925818291698897,0.7437935825140669,0.8586232598116244,0.26132787231393934,0.7834409604740745,-0.5563019664455205,0.6981808711761444,-0.5933320230320401,-0.4023371285740267,0.6260358064462391,-0.11679023815606347,0.3635340232848144,0.29964842053421625,0.848073988132423,0.21124608604150122,0.03500064331937449,0.5860703347644869,-0.382642533369823,0.6618019945335046,0.2374964217254297,0.7240301214568385
Thal_PuM_R,-0.044295564523759226,0.10824815820528187,0.38809465234168167,0.20093946527632017,0.6056081232847915,0.40849566221223577,0.45469399546029843,0.528494675472213,-0.18429929181972468,-0.2549646632469236,0.531231900888678,0.2590463914459776,0.2363548264296907,0.28991892479743897,0.44323883326829394,-0.07356460879013492,-0.0921469428141813,0.38927603735518335,0.5248056886850766,1.0,0.6986284949971372,0.4043087483728346,0.6216137931316998,0.4326118247613423,0.6460540052410784,0.2862494423777553,0.3192588129237956,0.6002404309767672,0.7295528266874356,-0.01359843399935507,-0.008475808230175125,0.13407388030559184,0.3138111907672686,-0.017680876537883475,0.056340190099456344,0.17834541684149408,0.2542573213426699,0.6343142060369712,0.18093487766600005,0.556722175624731,0.20910185201929976,0.11237241950905913,0.46975809718604417,0.0899298540815226,0.8604814236717738
Thal_PuM_L,-0.5185444819046803,0.6270942804328986,0.5874991737233558,-0.4357521750355833,0.8805136644610907,-0.13260074076506176,0.46045282690962414,0.3084155913507198,-0.6478638190056342,-0.4380570210336956,0.7242577547231852,-0.30143506977414936,0.3828198590092286,0.7244763519549138,0.5058599553105111,-0.6538738867523514,-0.5519546576065724,0.6975180838606546,0.933434672761597,0.6986284949971372,1.0,0.7213215288708105,0.7457867131893059,0.6034523117791125,0.8031595353121294,0.605787001482904,0.756135413101723,0.3080663178109395,0.8853049180780279,-0.5144153647772933,0.5662600784253645,-0.4559644709643953,-0.27931600430882275,0.5518271669681216,-0.06900433123767861,0.31567398339221037,0.21612239246625337,0.8314718045678876,0.12143288962677957,0.11123855015727052,0.44746994230784315,-0.4082894715066284,0.5995405008352734,0.23166919114137943,0.8736910485842598
ParaHippocampal_L,-0.2600643855291278,0.7162166155524865,0.9018476743617839,-0.5625561908431752,0.8629069482632437,-0.214035799462925,0.6120526964953293,0.2734860444270283,-0.562641034404464,-0.6158204764771722,0.6762637786526956,-0.5824128320097693,0.5830599868967242,0.7930132565295668,0.7291218085414177,-0.6963677449371465,-0.43242074218973037,0.719580735748896,0.8612278112149077,0.4043087483728346,0.7213215288708105,1.0,0.7463767791579455,0.7378066422961389,0.7335303510095752,0.8839666609142792,0.8604725694122041,0.340709211931502,0.5837760784107892,-0.33165081763723864,0.652450301473081,-0.5919372305879101,-0.3228583971208437,0.40845498993499363,-0.25959384402821206,0.40480240543580437,0.5071035172493139,0.884229870603102,0.4321752346272974,0.14389819184961258,0.7025424881523538,-0.06864981984070463,0.7911218076339809,0.24258322151307382,0.5053611974115694
Temporal_Sup_R,-0.14954590320199526,0.4565938689249515,0.6251595406457151,-0.19852527492281227,0.6798531858583159,0.27170190100317637,0.6163111587235188,0.6073038726162787,-0.3087379987958758,-0.3571524573556908,0.6182584683248846,-0.1659952328434288,0.32984630716850694,0.5314314797772199,0.831036081711092,-0.43703518103926187,-0.253855779412549,0.6694772546260983,0.746093848090969,0.6216137931316998,0.7457867131893059,0.7463767791579455,1.0,0.7483300984882051,0.6191174556469256,0.5117964182446836,0.5962931162485813,0.6278436425317013,0.7681927028027673,-0.10499984651324674,0.3475006247059633,-0.20532548969150424,0.06543346674080422,0.27913418541111185,0.1673208745722842,0.37375390039786255,0.29870417666552135,0.7123201034763988,0.1010067460974615,0.40856925364137603,0.49020240261631054,-0.01441860041558559,0.7283578959148562,0.3046390139743852,0.6679935102740661
Vermis_6,-0.18595430699490728,0.2542260022277176,0.6629338334522602,-0.27441009702097174,0.5340323187938195,0.14649980215136227,0.8781914353130855,0.2800226963299879,-0.4819709098427302,-0.4407896966552335,0.599004682259269,-0.30336780122922347,0.2980306232532238,0.3945720782515203,0.7241110655835417,-0.5914485823962291,-0.37447115162021605,0.341597957631476,0.6595008005849535,0.4326118247613423,0.6034523117791125,0.7378066422961389,0.7483300984882051,1.0,0.5457412520325627,0.5925522974981028,0.5050327754315406,0.6409352587075077,0.47132144026564365,-0.160272705492685,0.25245061753171033,-0.2138231713985029,-0.17595785222898983,0.22250313534811106,0.28936543127280806,0.19056015666837753,0.25358599803695203,0.5952040580107844,-0.05293222396425047,0.33934087851326866,0.3591616830206908,0.06634461697116453,0.8567115868154013,-0.06010269820755124,0.47814205027724077
Thal_MDm_R,-0.2676629846494736,0.5985771272269765,0.6511167117926289,-0.3553777562214888,0.8503738913966405,-0.17709451034838394,0.45031703107755267,0.3441496004432542,-0.517445863925389,-0.5338405479555458,0.7958852498265089,-0.3128584474014131,0.5019987560627436,0.6864185318689255,0.4433748203009978,-0.5637420336488604,-0.34264435144457656,0.7148093929221292,0.7925818291698897,0.6460540052410784,0.8031595353121294,0.7335303510095752,0.6191174556469256,0.5457412520325627,1.0,0.6932913919389709,0.7065400009059858,0.2817403883563519,0.7623745966756565,-0.315816583614346,0.5478163602477348,-0.4253796883555902,-0.17288196764996094,0.3930748971194293,-0.2284777912008165,0.31955212193181315,0.23476277500529957,0.8539909538994759,0.3608383408435222,0.016091619601568595,0.6180476403133612,-0.19586047769775947,0.564577579274184,0.275723136048748,0.6344631772708034
Cerebellum_10_R,-0.3209080764550971,0.6415429279996504,0.8416035498017044,-0.550093744705694,0.7771992499660834,-0.4160546795693568,0.5764872841538579,0.06641436703132467,-0.6478311135777335,-0.7228507678405395,0.6450428156932639,-0.5672568058035827,0.7167687349534124,0.7471324601946688,0.48484376961074105,-0.6801226660450794,-0.4641873672363102,0.591868340777913,0.7437935825140669,0.2862494423777553,0.605787001482904,0.8839666609142792,0.5117964182446836,0.5925522974981028,0.6932913919389709,1.0,0.8196431652073725,0.22025772246803516,0.42456229696457026,-0.38457205715593407,0.5833017900019426,-0.6126324866655596,-0.41389707913870877,0.43196369575304494,-0.46158513844819,0.23082785609801323,0.5022011605279897,0.8033212227798997,0.5195834307135166,0.05801340284052254,0.6922790855578341,-0.0414542351504447,0.7428683044449329,0.05477790565918289,0.3999085695458063
Olfactory_L,-0.47366028573934915,0.8697391782320467,0.8298149412712191,-0.7072214491574661,0.8857067740719645,-0.48515984072042834,0.3152445534683397,0.1044221904069037,-0.6979046059955252,-0.617484016314599,0.5852533949157261,-0.7052983395598553,0.45365631035653675,0.9534631894985348,0.4533340363185542,-0.7923158495728948,-0.6061375619163889,0.7404857155680643,0.8586232598116244,0.3192588129237956,0.756135413101723,0.8604725694122041,0.5962931162485813,0.5050327754315406,0.7065400009059858,0.8196431652073725,1.0,0.041553779064907634,0.6382303852661686,-0.5890053046738525,0.8245888319905458,-0.7635443820160066,-0.5470059171266901,0.5510206635121384,-0.4438331789886659,0.4906513894705248,0.31609250924179316,0.8766590785586497,0.43466351843155504,-0.1560547148592931,0.6437071108869903,-0.3502994476291796,0.5958869777075272,0.29134433127476367,0.49062890551634797
Temporal_Mid_R,0.18205524872479972,-0.28158394991380803,0.3650703566672022,0.44757825003278895,0.17205760076386556,0.6822667329521287,0.7885354516811577,0.4138623241322171,0.012946646543512477,-0.19645291928365302,0.38938554913756024,0.4072206785462103,0.18546036291343995,-0.05236730337390226,0.5872885607465176,0.10309067925733109,0.10591258233514095,0.07504834374668214,0.26132787231393934,0.6002404309767672,0.3080663178109395,0.340709211931502,0.6278436425317013,0.6409352587075077,0.2817403883563519,0.22025772246803516,0.041553779064907634,1.0,0.3064453326119106,0.31985000834097804,-0.32038272967527803,0.48458695350681985,0.46562014688713527,-0.28186142130532954,0.4584012236934362,-0.03244527493274205,0.253527827782738,0.2926089281091161,-0.12433415121988202,0.7795718337543244,0.06209048100866419,0.4590415947097254,0.719482399186049,-0.2079763322577201,0.4946734661865311
Caudate_R,-0.40063080489432623,0.5643245150175341,0.47991328738478234,-0.2941046587577507,0.764779843437536,0.011063362863796318,0.3127741234770485,0.46753005945354886,-0.49522481822260805,-0.30531540223696685,0.6695744231240964,-0.17451098958070277,0.30541749001479856,0.6471474938367862,0.4536310246221809,-0.5090224527751078,-0.381596754504157,0.7181478804414408,0.7834409604740745,0.7295528266874356,0.8853049180780279,0.5837760784107892,0.7681927028027673,0.47132144026564365,0.7623745966756565,0.42456229696457026,0.6382303852661686,0.3064453326119106,1.0,-0.39606990111333235,0.48208368986062616,-0.3391274689490814,-0.08624918371275545,0.46915927635424626,-0.026813456304208897,0.40642778219193476,0.1541002764231515,0.7558298036905545,0.12166367768689143,0.11757644790697004,0.4207010294324259,-0.35506418225984004,0.4514775924722136,0.42513176175727563,0.7755322074951454
Supp_Motor_Area_R,0.9342300426584117,-0.5645517956954302,-0.35490253901062957,0.723768807816391,-0.45221091138510505,0.6459510049785698,0.027606117828025373,0.488537546491516,0.857842002972359,0.25759342868641344,-0.1916416741763699,0.6128066295407775,-0.03942564786324419,-0.6433031663672197,0.11056160269967935,0.716806544922514,0.9002868970490571,-0.20711569120691276,-0.5563019664455205,-0.01359843399935507,-0.5144153647772933,-0.33165081763723864,-0.10499984651324674,-0.160272705492685,-0.315816583614346,-0.38457205715593407,-0.5890053046738525,0.31985000834097804,-0.39606990111333235,1.0,-0.6624408789738874,0.6662856826568565,0.810221775239815,-0.5640379925750081,0.2546998667527399,-0.35888153344276746,0.18440011991511426,-0.39255050589554374,-0.010036860500768624,0.3727994066326099,-0.08318961421155646,0.6125620035597525,-0.161092839709154,0.07733173688883502,-0.25366700933974895
