,Thal_VL_L,Cerebellum_10_R,Frontal_Inf_Orb_2_R,Hippocampus_L,Cerebellum_6_R,Temporal_Sup_R,Insula_R,Fusiform_L,Thal_PuL_R,Vermis_8,Frontal_Mid_2_L,ParaHippocampal_L,Vermis_3,Paracentral_Lobule_L,Thal_LP_L,SN_pc_L,Precuneus_L,ACC_sup_R,Thal_PuA_R,Amygdala_R,Rolandic_Oper_L,OFCmed_R,ParaHippocampal_R,Red_N_R,Frontal_Sup_2_L,Cerebellum_Crus2_R,Frontal_Sup_2_R,Thal_IL_L,Cerebellum_3_R,Supp_Motor_Area_R,VTA_R,Cerebellum_7b_R,Red_N_L,OFCpost_L,Rectus_L,Cuneus_L,Frontal_Inf_Tri_L,Temporal_Mid_R,Cerebellum_8_L,Frontal_Inf_Oper_R,Temporal_Inf_L,Thal_PuM_R,Thal_PuA_L,Thal_PuM_L,Cerebellum_9_R,Thal_AV_L,Olfactory_R,Cingulate_Post_R,Vermis_4_5,Cerebellum_Crus1_R,Lingual_R,Cerebellum_9_L,Thal_MDl_R,Cingulate_Mid_R,Rectus_R,Pallidum_L,Hippocampus_R,Amygdala_L,Parietal_Sup_L,Cerebellum_8_R,Angular_R,Thal_LP_R,Vermis_1_2,Frontal_Inf_Orb_2_L,SN_pr_R,Thal_VPL_R,SupraMarginal_L,Cerebellum_4_5_R,OFCpost_R,Raphe_M,Precuneus_R,Cerebellum_10_L,Calcarine_L,OFClat_R,Thal_MDm_R,Cerebellum_Crus1_L,Temporal_Pole_Sup_R,Postcentral_R,Frontal_Inf_Tri_R,Heschl_R,Frontal_Mid_2_R,Thal_VA_L,Cuneus_R,Insula_L,Occipital_Inf_R,Cerebellum_4_5_L,Vermis_7,Thal_VL_R,Occipital_Mid_L,Frontal_Inf_Oper_L
Thal_VL_L,1.0,0.8033212227798997,0.7205376680945503,0.9055449403538077,0.6722206232035526,0.7123201034763988,0.7058742271564045,0.5300058858093724,0.348777405269297,0.6439492271385009,-0.14265073799865596,0.884229870603102,-0.2253425171008392,-0.3744322679981582,0.42213255456662513,0.6083020308810486,-0.3574942973265512,0.14829647531249612,0.5472693354353138,0.8896232827145081,0.4253121397221025,0.4222586466273149,0.9140639552788179,0.634881285316735,-0.14018015906289044,-0.563615267395095,-0.4478829734243004,0.7299606763085439,0.05264246981806426,-0.39255050589554374,0.5968678083651262,-0.5669747304146887,0.5726180359570362,0.7897311986888833,0.42210711352380303,-0.212686202790215,0.781301973551801,0.2926089281091161,0.4733007439720027,0.3463973377635765,0.8111678892346167,0.6343142060369712,0.8048335142580122,0.8314718045678876,-0.17609185449747927,0.709738673976007,0.8604784550903903,0.666312695121947,0.7240128714459063,0.4117689228197899,-0.05111406407602469,0.3699961984154796,0.899503373828712,0.3712515472082938,-0.14730774882026143,0.8196770597429465,0.848073988132423,0.8660609217192172,-0.6523350001081767,0.534204356493458,-0.4920265183941265,0.6542249688567254,0.5318327303514787,0.7259366628392182,0.41595690659233703,0.9438421290534793,-0.39172607318272895,0.56222828775699,0.7176644391298252,0.01222289271229809,-0.28652240888809544,0.4732797538867756,-0.17544527559902284,0.4697180094061503,0.8539909538994759,0.5463785401701792,0.7258174646033356,-0.5136374741655547,0.6381627005737494,0.5521156321034342,-0.1396729591949806,0.5345003376982297,-0.2766135123345368,0.7378495348663384,-0.5049501481695483,0.3306805740226513,0.023392584569977098,0.9776745055923982,-0.5158626365885216,0.34107788096759234
Cerebellum_10_R,0.8033212227798997,1.0,0.6364481423654067,0.7722752799509521,0.7415639622782676,0.5117964182446836,0.47527774705881765,0.41171082371602563,0.07023686883606067,0.7712877103749294,-0.19573748815049524,0.8839666609142792,-0.44982266245186037,-0.39183353084553973,0.23684488474739154,0.6278444244153928,-0.4618121816157548,0.08319260140207138,0.24228846038373517,0.8134513927451895,0.15069993277742819,0.48392530549009377,0.917667617997939,0.6922790855578341,-0.2738698700663371,-0.651276828962705,-0.4641873672363102,0.7144494126162957,-0.16489145792656956,-0.38457205715593407,0.7422095697305946,-0.682575588444502,0.6717412660769809,0.6926916902772803,0.4820154996933713,-0.4662987294780967,0.591868340777913,0.22025772246803516,0.4875620411671962,0.21290243723919194,0.8153624327632926,0.2862494423777553,0.5078742292205936,0.605787001482904,-0.19254634445510302,0.6345771519550566,0.7471324601946688,0.5379471001919177,0.5830659609563973,0.47949465262394586,-0.3130994741386433,0.3788361709266529,0.757281254107418,0.23158951367255254,-0.0414542351504447,0.838333607778132,0.7437935825140669,0.8416035498017044,-0.6801226660450794,0.6157522883635754,-0.5672568058035827,0.32762699731459194,0.5879503401616056,0.6415429279996504,0.5022011605279897,0.7703682080481288,-0.5421247367164359,0.48484376961074105,0.7276934814940818,-0.10291254835252361,-0.41389707913870877,0.7167687349534124,-0.3908463702730215,0.5162582745624211,0.6932913919389709,0.5897877693574992,0.4967587749920277,-0.6267415941784021,0.4753366450305451,0.2921437009737886,-0.14769710016303608,0.5228066149073829,-0.35770537405935565,0.5237894870721584,-0.6766847841444299,0.2358628155251027,0.15149852246992174,0.7910638479553382,-0.6609405092277507,0.06641436703132467
Frontal_Inf_Orb_2_R,0.7205376680945503,0.6364481423654067,1.0,0.5868613727938988,0.42845295072399064,0.4861169166637849,0.5633105531494609,0.3557673857457152,0.14508024357009225,0.33737520668622795,-0.21316629580306792,0.6972419805544335,-0.4387410630687168,-0.524460169454174,0.3868166971316205,0.6141118043233221,-0.5214787704544448,0.135904773836424,0.10529313283699572,0.6810611015167204,0.469494378186481,0.528678812528528,0.7450771704525503,0.6243560916284431,-0.08480874022025435,-0.2979934173620322,-0.49248829472769945,0.3558333484025204,0.10175085869955647,-0.5632790089829386,0.4721960207386088,-0.6222125448241801,0.5941370094236174,0.7763369350081692,0.07343345936045617,-0.47262531436482436,0.822557810924934,-0.2113238834406798,0.49853761416386977,0.19152099002532147,0.5225050591898476,0.09742183837979843,0.42345120724637136,0.6443561089208437,-0.35452088879537014,0.22778645993180188,0.900769178170105,0.37733855926172666,0.571010011592886,0.04366100205503094,-0.17577278256535114,0.14782802719006258,0.5478010277490225,-0.038059272999464,-0.5529105708355617,0.6704309385316027,0.7417270367686206,0.6006475566620109,-0.7161226459013416,0.3373535943506127,-0.7201585394907172,0.2826209912594538,0.4790357017897931,0.9412945057382761,0.25092538020312716,0.5656783447474039,-0.6561119551102185,0.330318070009572,0.5902612579827705,-0.1579050273779152,-0.5499512344612936,0.3724820541931988,-0.46832813063051687,0.4054254714108464,0.5638428505478025,0.31774831333262943,0.8369141326566703,-0.5353837250873855,0.491138502020902,0.14471186703873834,-0.3646617040147475,0.049805072872649556,-0.7082981769421771,0.7288401706233776,-0.5679182056272528,0.20277466673817424,-0.5043642125316861,0.7372138092893455,-0.7794335159781967,0.12957362532966907
Hippocampus_L,0.9055449403538077,0.7722752799509521,0.5868613727938988,1.0,0.760367271608553,0.8385272634697037,0.774567012351298,0.7325065263143168,0.49155529399295655,0.6885069667191878,-0.07466583267568683,0.9154736222478472,0.021373866184226386,-0.3113393899642228,0.5250750095751616,0.6102438739922592,-0.1597642673363865,0.22006299987834288,0.5053756142507065,0.8606959592752107,0.49300379430871544,0.3222728965088226,0.8954819709607923,0.6344467496833344,-0.11588203456737696,-0.4510628091485002,-0.34161653015432364,0.6947413696752248,0.24578492377183966,-0.25312322263993753,0.6239382776610918,-0.38969319490317006,0.570556198981979,0.7043113285687347,0.4530464429662793,-0.041252205535392314,0.7163275573291064,0.500053292448054,0.49661152359808824,0.4307425570107719,0.8256846803076967,0.6832104792220774,0.7201936555532495,0.8087734840661147,0.06362423766896634,0.647883356935206,0.7099130215658164,0.7300002504821778,0.8363625630960203,0.508202353720709,0.20330833949911398,0.5031671503370453,0.7889454963054299,0.48388345266663485,0.010857060998840703,0.8224024890084304,0.8620789814256032,0.8322158076574356,-0.5232873254864049,0.6012787653437529,-0.3280298770203078,0.6989197250689061,0.6279784225560642,0.5928685952553748,0.5025339101283095,0.8957796965324644,-0.2299827863712028,0.7757282159592305,0.7109051574871016,0.20428851909273668,-0.09923999840658403,0.5493481536230987,0.05721626005047559,0.4305314458360063,0.7693914529534756,0.5828307663905047,0.6369016019884551,-0.41096817880677317,0.6397259070942524,0.6443355463367659,0.002966488376550709,0.6162792627321041,-0.11944708229624414,0.7286164768976419,-0.39185952766135923,0.5858519942808172,0.1536779122413679,0.8564043179203681,-0.35305768643588153,0.43531569418130295
Cerebellum_6_R,0.6722206232035526,0.7415639622782676,0.42845295072399064,0.760367271608553,1.0,0.7406434172363132,0.6160701606867025,0.7649609319913383,0.26646944109285425,0.8637915657999283,-0.20380870635603646,0.8223564759327919,-0.11158387589002325,-0.5320846092371799,0.39711634735949836,0.5843312335429529,-0.27112674725365904,0.08601995152342563,0.15242646542462723,0.6204527260001604,0.3693337468818668,0.42324456821516404,0.799088768737775,0.4831836533968642,-0.303884052981179,-0.279515666465507,-0.468770667959682,0.43571847097364685,0.21253087714680904,-0.3065476377157112,0.5178058763589589,-0.2802118475277004,0.4956201842124638,0.42427896996429476,0.15532992902163023,-0.10108824403091694,0.4684875308060511,0.5538201418879155,0.8118912408764233,0.2868408329134964,0.9091235176052903,0.3945705808220412,0.38247854325745123,0.7160023285152919,0.31954654717700004,0.3959439912450666,0.5363440936193886,0.7034429507701345,0.7714135874179746,0.8023221444668307,0.19508095519820937,0.8571896657706164,0.49152029861841473,0.31603212923660734,-0.09436049203065966,0.7687224884202907,0.8095316358625114,0.7084598432399605,-0.6879122193324215,0.9377602108541057,-0.38145275216377933,0.3301207585714976,0.8074866952203484,0.4091600111159522,0.3187566141799972,0.5803667061120231,-0.3277985788388044,0.7058536920556461,0.42690024122997183,0.2929997787934531,-0.30290510208413207,0.48121767310422964,-0.05180786830376571,0.10176363097708754,0.6477090773006994,0.9142954857123334,0.4642472419695779,-0.6347984444760031,0.2687897854050275,0.4000521451413531,-0.14234506295573557,0.5276740292362807,-0.26417734646513946,0.6642410215987369,-0.22734086255085287,0.5702933911748602,0.2132082626017688,0.6422836008374386,-0.43785616138728356,0.1986778297620045
Temporal_Sup_R,0.7123201034763988,0.5117964182446836,0.4861169166637849,0.8385272634697037,0.7406434172363132,1.0,0.886256926857594,0.7859175134590701,0.6055293904192413,0.6142086485846004,-0.04645793896780287,0.7463767791579455,0.20084659080729425,-0.30218984887846423,0.5630737416556727,0.45503612831310136,0.09140806061823953,0.24442276700033108,0.3682413393500697,0.6699746181948668,0.7056494596475217,0.24046541023320955,0.706164144131031,0.49020240261631054,-0.03261365138505451,-0.15398283698040421,-0.253855779412549,0.4520556500892266,0.4463200162573965,-0.10499984651324674,0.42492633284563247,-0.11835047353498879,0.4598858455519468,0.526082582318681,0.22527961227481494,0.22790541407371945,0.6694772546260983,0.6278436425317013,0.550897861958616,0.5342689178959595,0.7327138269631284,0.6216137931316998,0.5505409792192979,0.7457867131893059,0.301714737274799,0.41573823859426356,0.5314314797772199,0.7573701758275584,0.8833843796602137,0.5778202626142964,0.503286909371889,0.6401209492769655,0.49877884445711707,0.5785778930776062,-0.01441860041558559,0.6909452340285845,0.746093848090969,0.6251595406457151,-0.43703518103926187,0.6326227334036109,-0.1659952328434288,0.6210260671764125,0.6215445341252863,0.4565938689249515,0.29870417666552135,0.674347035656161,-0.06909507648089376,0.831036081711092,0.506293346429763,0.40804711683366685,0.06543346674080422,0.32984630716850694,0.30535549298588194,0.1683663865772034,0.6191174556469256,0.6230065298669393,0.6067325272418634,-0.2567039339229828,0.559648717047415,0.7152752335433694,0.0591867859072553,0.5528859822547292,-0.05344403960911722,0.7984886086936783,-0.08462584903988087,0.7495895859116068,0.08373445309292064,0.6455895773043328,-0.1760837421759754,0.6073038726162787
Insula_R,0.7058742271564045,0.47527774705881765,0.5633105531494609,0.774567012351298,0.6160701606867025,0.886256926857594,1.0,0.6995115546814582,0.5392352283042582,0.5167330498053054,0.08925335909541493,0.6760968234678716,0.16664126615002986,-0.2648281843127086,0.5091148244753524,0.5344026634280877,0.0597392576672542,0.42842156986901064,0.46376211630556535,0.5999066664358601,0.7507913242350638,0.306887191573274,0.6568621431820385,0.5567973906948959,0.11289998130408886,-0.09849154486950337,-0.16729991261392166,0.4564638566175759,0.43428393505707413,-0.0934319473484981,0.4039925720177785,-0.2247936144354989,0.5059160377470286,0.4998841129496017,0.15305969475715178,0.14698948228035394,0.7937811017965154,0.4461915126456552,0.5217103154763709,0.6936659409603901,0.6093231550690101,0.6232447075197098,0.6443870382357154,0.7685972575473823,0.136127021791897,0.3852283523484944,0.5515615127428953,0.7014073364210732,0.8110680023298192,0.4055392986631293,0.39868945139442796,0.4600739839793329,0.4993102353119737,0.567051831338283,-0.11369161135226434,0.6943471343865034,0.7397272262075686,0.5227425463727192,-0.40923197565418634,0.5098911143331336,-0.1707422562114691,0.622682773599719,0.4773775380298197,0.5450660222302145,0.3032818376668739,0.6685203867168262,-0.03379749108035802,0.7073179891949152,0.5135752945008902,0.30921035717636663,0.06364941719403182,0.36980469787002485,0.1879245518089698,0.23311958898654653,0.6491505312071792,0.5154946467131597,0.5767571338482156,-0.21638361018534336,0.6661094490337026,0.6553783513758223,0.15769025324062655,0.4721318307278885,-0.11616989380474926,0.8678343420584624,-0.14609504423288408,0.6152405586445647,-0.06389275267202402,0.6638881727093651,-0.2251036287668867,0.6731317276757778
Fusiform_L,0.5300058858093724,0.41171082371602563,0.3557673857457152,0.7325065263143168,0.7649609319913383,0.7859175134590701,0.6995115546814582,1.0,0.5018305358301046,0.5359221212598125,-0.016830023190046676,0.6521255938228012,0.2949350155120882,-0.4331907922562746,0.5506735237239954,0.5142750913991989,0.006976760487936598,0.34492880531973447,0.28139782892585413,0.41081379994745487,0.6865325517561992,0.2796964185289473,0.558755590988728,0.41585009297047226,-0.04477450061659289,0.04642574764190821,-0.2442177541146072,0.2000305272097333,0.6268295763460445,-0.1612150581611881,0.33560028701981587,-0.10873086675192489,0.3922170746522696,0.2882019862790801,-0.05599508169708797,0.20049028203245203,0.5061136864720733,0.4753532500487047,0.6864892248152763,0.48301525637726866,0.632279148685008,0.5239218782520312,0.39793959618176783,0.726301186659623,0.3702651221195697,0.131626115970709,0.3577629406415521,0.7028293502613759,0.8534680547373926,0.4568688405877511,0.5800215066865493,0.665737890156079,0.3131268726951618,0.3617146249676238,-0.15140276244429404,0.6210879182846698,0.7654948011427292,0.3974694034024657,-0.43602468250566717,0.6488374282638335,-0.13425529036877173,0.473023462064622,0.6901337406599956,0.38256612844972615,0.2543934188855262,0.4516703513813498,0.01776879112966201,0.7787974891422901,0.23594720527205323,0.47018148442525043,0.0025258074725199847,0.4167299748315509,0.2365718775038412,-0.04836239789733137,0.5638210704758483,0.6427070731831436,0.4381257958267366,-0.35352688860668824,0.30835783334334127,0.5149394578046903,-0.0017928760610791557,0.36405842276876843,-0.16007570398556395,0.7352835500001503,-0.03720068216423252,0.8024760075090269,-0.04190945787645852,0.5105529823902724,-0.1785033179921472,0.42564271533074455
Thal_PuL_R,0.348777405269297,0.07023686883606067,0.14508024357009225,0.49155529399295655,0.26646944109285425,0.6055293904192413,0.5392352283042582,0.5018305358301046,1.0,0.06131225066412785,-0.009796948749523698,0.2569769260190471,0.5091000287324633,-0.19099650608913057,0.8646483614527914,0.18311855742002023,0.23912640828273962,0.26846198868893884,0.22197128247462397,0.201727206271293,0.46519801662567273,-0.017340477509788094,0.231514998026416,0.0445371544928235,-0.044663543612682696,0.17389007511618235,-0.1151044665255187,0.0847618676205394,0.466898682291155,-0.0653215981060733,0.12205363443684136,0.12768329158364455,0.031438354119431744,0.10218033393752719,-0.047572884689262476,0.3571932853048127,0.3120693402624596,0.4542916104752439,0.14047471727426883,0.2816794061847362,0.2156338164201134,0.6372246521765719,0.3068687549642246,0.5364057897776473,0.2928982160121229,0.0313994448549052,0.16616062789063082,0.5817384700925886,0.48868622748415497,0.184298626305898,0.5158609132577788,0.2582598396471398,0.17272919765130176,0.3876652029360092,-0.0353055259768048,0.2877646884548119,0.434710260830127,0.1386658917881768,-0.004518411448545239,0.1768549812450943,0.21338726132116745,0.8187924327164805,0.3441797384890688,0.09778675628486264,0.1908207912435275,0.367672782933203,0.31513414467980255,0.46494539211552727,0.11061259782656853,0.29139962348988757,0.24627575673400226,0.03183668675834616,0.37356120479182775,-0.060962122401125626,0.25437527384514924,0.1530331187007185,0.21829558181110326,-0.020202032706539183,0.19864087317012352,0.308536823762778,0.09719132141045206,0.2300212014660814,0.10520466731187028,0.3812056125060059,0.18389689092657244,0.4448691106904501,-0.01586953334016783,0.2850080448894002,0.20201126377023593,0.3918994734160625
Vermis_8,0.6439492271385009,0.7712877103749294,0.33737520668622795,0.6885069667191878,0.8637915657999283,0.6142086485846004,0.5167330498053054,0.5359221212598125,0.06131225066412785,1.0,-0.08163532451567049,0.7912885958181508,-0.28120850007168746,-0.3504057638673879,0.13268774445782927,0.5393729249600131,-0.27001374651032195,0.09189211653682285,0.19717076672720024,0.6582121580504342,0.21458169500721125,0.34255144744469707,0.77522419987884,0.5609301352916537,-0.20600221654251424,-0.5268767854190151,-0.3586484864032979,0.621115213681743,-0.10985549606111393,-0.16753767140771367,0.5231447210791166,-0.37648286826674354,0.5515492200389236,0.4562256351633869,0.3802979509299348,-0.2093848172597534,0.3968235319703016,0.4884065787105298,0.585417089366152,0.2665285901693255,0.9045753428674652,0.3110343617783811,0.41745986832488846,0.5214920711702147,0.16254405280725437,0.5858291825874681,0.491130434855338,0.5253367541808467,0.6254698756111317,0.790817863530127,-0.057347122351810685,0.6815090734561517,0.5485428481771211,0.37391369096542804,0.1484747974210134,0.7202642973609691,0.6209997463237523,0.7492287958183258,-0.6361460142868863,0.7992721704034289,-0.4382701707372732,0.22898139609552035,0.6135458424429763,0.3554217935499333,0.41068073008312916,0.6270503896725788,-0.3646025836089287,0.5710887732634442,0.5296197022825643,0.12527254599645515,-0.2513307138034353,0.4784040706354783,-0.11509146256007599,0.26348591447779807,0.5899669298386003,0.8603426245141698,0.340978482652896,-0.5509768145592099,0.321680755523005,0.4345999037592228,-0.06687065556656321,0.6317987897236159,-0.13644405723315498,0.48217027676286545,-0.41616632813239884,0.4353129150831365,0.4435089962753342,0.5988381245928367,-0.4391013271118689,0.17768203373859462
