,Temporal_Mid_L,Frontal_Sup_2_R,SN_pr_R,Frontal_Inf_Tri_L,Parietal_Sup_R,Cerebellum_4_5_L,Occipital_Inf_R,Occipital_Mid_R,Thal_PuA_L,Thal_PuM_L,ParaHippocampal_R,Calcarine_L,Thal_PuL_L,Cingulate_Mid_R,Frontal_Med_Orb_L,OFClat_L,Cerebellum_7b_R,Thal_MGN_L,Precuneus_L,SupraMarginal_L,Cerebellum_9_L,SN_pc_L,OFCpost_L,Caudate_L,Precentral_R,Hippocampus_R,Thal_PuL_R,Thal_LP_L,Cerebellum_6_L,Rectus_L,Occipital_Sup_L,Pallidum_R,VTA_R,Cerebellum_Crus2_R,Frontal_Inf_Tri_R,Caudate_R,Frontal_Sup_2_L,Olfactory_L,Frontal_Mid_2_R,Cerebellum_10_R,Raphe_M,Vermis_6,Thal_AV_R,Vermis_9,Cuneus_L,OFCmed_L,Olfactory_R,Lingual_R,Frontal_Sup_Medial_R,Postcentral_L,Thal_VL_L,Thal_LGN_L,Red_N_L,Temporal_Sup_R,Vermis_7,Precuneus_R,Cerebellum_7b_L,Cingulate_Mid_L,Vermis_8,Rolandic_Oper_L
ParaHippocampal_R,0.6094629286367428,-0.505347001910385,0.4453388541208459,0.7255153289959577,-0.6836821825889994,0.3856298553068226,-0.5922120385229643,-0.6306516071096153,0.5941332254195809,0.7434196417041492,1.0,-0.2631564662168573,0.5269944885432222,0.2680747499268811,0.4243203495865583,0.4638257514572641,-0.5904288885144968,0.22843187802827863,-0.43177849988943173,-0.5585112195387522,0.49540492084115306,0.6487101780297518,0.8242559947642008,0.8308956960243464,-0.5960165356704019,0.8653640245045626,0.231514998026416,0.3887111745764554,0.5743479426954631,0.4648330238092324,-0.685463001676757,0.8777906943273136,0.710071351168744,-0.5918974190093013,0.5610844164131185,0.5918538639251691,-0.2370306639967084,0.9106758783069794,-0.21276262180036745,0.917667617997939,0.0039937566451047945,0.6900655142537061,0.7001028407332804,-0.3516697804822146,-0.35137999044497686,0.6831139886410209,0.8573007683939738,-0.10528275921935781,0.09150929233198435,-0.5577396251133666,0.9140639552788179,0.43541915473743087,0.6552944085195604,0.706164144131031,0.08450176701186544,-0.40759535652399087,-0.6281678050667655,0.36259275133448426,0.77522419987884,0.33706410810044907
Calcarine_L,0.3720428089829785,0.4794385586291706,0.07719643139763657,-0.1560760291161914,0.545588032532312,0.5259657399109493,0.665377753586409,0.735546317683339,0.04397931906536474,-0.12793501280463482,-0.2631564662168573,1.0,0.17509954064052635,0.5947943562603522,-0.08057956938242723,-0.22770140141676834,0.6914819279734399,0.08186442307406022,0.8589075674911366,0.6493560177311554,0.18230075035696677,-0.3134396843504516,-0.24270333375281347,-0.2261545244551537,0.646548368692087,-0.24504249348125193,0.37356120479182775,0.07900033486892853,0.23842533313695,0.12559069604445827,0.7703878775608329,-0.4267965026666474,-0.23571412681856155,0.33206518107195954,0.13751580267712102,0.016164318568536513,0.2891117500998719,-0.4272694307786853,0.5477035097290224,-0.3908463702730215,0.40615778217027004,0.13139668734704918,-0.5176495800063373,0.5377912992933634,0.9077815099845374,-0.5818738065926817,-0.45377014585975467,0.8304085652231608,0.33856643238517387,0.6920870057379571,-0.17544527559902284,0.17753597528678253,-0.2718528072924671,0.30535549298588194,0.356187603205895,0.8236530875380176,0.5608920948903743,0.49566798318532457,-0.11509146256007599,0.2180886462682443
Thal_PuL_L,0.7380454133936641,-0.327353059205899,0.22718475477117958,0.5070816507660284,-0.3276717284754127,0.3360868182157168,-0.025378107648187147,-0.0670317647698379,0.7345218083676023,0.8736910485842598,0.5269944885432222,0.17509954064052635,1.0,0.46241367329656374,0.187898044665287,0.09945514423261058,-0.19585951401557644,0.06573094644172225,-0.012399608949181908,0.18500303503691948,0.38139018145930853,0.41873407238053667,0.26898270028649257,0.6779985920137354,-0.35852529224113305,0.7240301214568385,0.6648855736023936,0.6195343896603718,0.4607193438368607,0.08170592207715183,-0.15888694608275208,0.4895672139886914,0.24864483582222238,-0.05741176958851847,0.3703598985778471,0.7755322074951454,-0.1894347260013153,0.49062890551634797,0.034995470696206725,0.3999085695458063,0.226599523001271,0.47814205027724077,0.4141429256666996,0.06728836152892956,0.23714441095763966,0.1868395146934914,0.4486693486901398,0.327706557707205,0.07877074457800542,-0.12436638352367405,0.6763980425144585,0.77533594077225,0.19026931220220078,0.6679935102740661,-0.02339639726582528,0.05477119560901534,-0.23508843741641192,0.5475270300058217,0.34612391957540595,0.4887418363934583
Cingulate_Mid_R,0.5561084906012698,0.3738496123660384,0.3961530877700067,0.3888092222412431,0.16216027597241947,0.5066519259559155,0.11797296850626503,0.3276623178345672,0.5581893713766218,0.29327320367905046,0.2680747499268811,0.5947943562603522,0.46241367329656374,1.0,-0.018903248783056426,0.19640312751057773,0.0791647949132287,0.025917857381316627,0.596184907124211,0.4434923711747535,0.25134766844930534,0.17197018261309957,0.13700346981122555,0.36837216059950245,0.3354288520111067,0.18264833663735894,0.3876652029360092,0.09664731623628933,0.5102125620008915,0.39675928443546526,0.29026136347757864,0.18527479448355938,0.2414523072787402,-0.08359506226744162,0.5785617352022456,0.4173854012099879,0.37678205288528926,0.07459568718417743,0.6973394338458108,0.23158951367255254,0.22968918992403395,0.38395401783465843,-0.1621629308935563,0.08620493851424074,0.5470852325677208,-0.233813326338404,0.005608525563547893,0.4116781404263245,0.6293450745798835,0.45952425920831286,0.3712515472082938,0.5193847219763592,0.24209091447924105,0.5785778930776062,0.41862807879794,0.6499899357342043,0.06810724057142942,0.8793431397522058,0.37391369096542804,0.40599017099079
Frontal_Med_Orb_L,0.25774080465613347,-0.3158959696973252,-0.024163037167562587,0.3959854692384009,-0.2743333762500118,0.1538585209192071,-0.24820927027624562,-0.3591859306814849,0.265388198896549,0.31567398339221037,0.4243203495865583,-0.08057956938242723,0.187898044665287,-0.018903248783056426,1.0,0.31164743609935575,-0.20544178922531145,0.02166820083674699,-0.2723134947958247,-0.33917484558087685,0.11832332489493431,0.11056626456486827,0.6296400448000646,0.4476488617396654,-0.285511855971675,0.3635340232848144,0.20771363619039918,0.27660447455052656,-0.029518282256534432,0.17594996200783644,-0.3057993840363802,0.3466612593955787,0.11537051454543264,-0.33498575393041774,0.3469790523604798,0.40642778219193476,-0.11736271894244259,0.4906513894705248,-0.3053269925578655,0.23082785609801323,-0.03121442704923287,0.19056015666837753,0.41734641357168134,-0.1711725940918743,-0.13772265379336165,0.48875586953974437,0.5842316297761907,0.027027779037539112,0.020834645213447765,-0.17591562283601697,0.45645173874125444,0.18155816623559903,0.15831571482498283,0.37375390039786255,-0.1667339510859518,-0.2451153992080917,-0.266660218487477,0.10394163466236292,0.15056766819902193,0.2384283332353858
OFClat_L,0.07198522202998223,0.055430274956021805,0.38886762351211773,0.439399882616237,0.006676914828646898,-0.04346855775305745,-0.6359623320363746,-0.36612211910928544,0.44838398031951815,0.12143288962677957,0.4638257514572641,-0.22770140141676834,0.09945514423261058,0.19640312751057773,0.31164743609935575,1.0,-0.5394306790018399,0.038134130354885644,-0.17485905201199037,-0.26036574012362906,-0.3411404831423032,0.21491870317706366,0.6392549862892059,0.4629157671197322,-0.03577274906258662,0.21124608604150122,-0.048529326556661354,-0.02452525582415025,-0.028428369403021504,0.674548604466005,-0.26451018813146043,0.34477739100776633,0.49063677782719617,-0.6490223762741276,0.6198612568091693,0.12166367768689143,0.18912099925982906,0.43466351843155504,0.14282361415123468,0.5195834307135166,-0.36779814606892586,-0.05293222396425047,0.13292579941176944,-0.7182710118264255,-0.3455968240197659,0.30672966872252533,0.4299444953822216,-0.3878339171616013,0.2753267723734047,0.06588236923478488,0.5013269186000459,0.10109717194794571,0.42848181521316986,0.1010067460974615,0.13815627343566397,-0.03306659658137562,-0.302211537355741,0.27345131716764853,0.20075764975400495,-0.014359928747121721
Cerebellum_7b_R,-0.06875604537629665,0.4648965572786449,-0.1901497343595721,-0.4850898734356032,0.5439103481630483,0.1564636713856968,0.8045032162329455,0.7678892563988243,-0.4410001337745536,-0.4542926449032666,-0.5904288885144968,0.6914819279734399,-0.19585951401557644,0.0791647949132287,-0.20544178922531145,-0.5394306790018399,1.0,-0.04453110870057319,0.6196697305170459,0.45856813978902655,0.15839015383209398,-0.4946218110708712,-0.5086482903771927,-0.5984319483673509,0.5894001825441959,-0.5327050038882686,0.12768329158364455,-0.050702204622178504,-0.018612693193458797,-0.19553242756601186,0.7408376050910201,-0.6828247224855188,-0.48877061806704997,0.5731616105335641,-0.2092108562755294,-0.31160329915165635,0.2057219750749469,-0.6873803433621393,0.3492612144716512,-0.682575588444502,0.32413793983360667,-0.1103664354005525,-0.6054959798372278,0.7368020109226283,0.6949894245434456,-0.6868548969715632,-0.6702587124763564,0.6076708283047932,0.11175179853336044,0.4815739490490862,-0.5669747304146887,-0.24919971796661047,-0.4905879507124108,-0.11835047353498879,0.24613342106018754,0.5153484925743829,0.7311346048289353,-0.03681485629508291,-0.37648286826674354,-0.13638849787897683
Thal_MGN_L,0.30400101978948857,-0.1908257970506771,0.0997758496512759,-0.08273490295202228,-0.057846318518865236,0.13745945004094381,-0.0034320594119105195,0.04840219855214068,-0.04226123633020769,0.07751615695807694,0.22843187802827863,0.08186442307406022,0.06573094644172225,0.025917857381316627,0.02166820083674699,0.038134130354885644,-0.04453110870057319,1.0,-0.0270335753207047,-0.06296835531294404,0.35077150715106664,0.00800423412961576,0.11360578390177427,0.00650067868925189,-0.16023155410427467,0.18219890985863224,-0.12615672691926644,-0.04214555380306623,0.3832066305713324,0.2964388374032817,-0.02971227544645381,0.10777725361875466,0.22577933250335488,-0.21977147529206073,-0.06112186981046019,-0.08198816905642897,-0.37153795787035226,0.13094731011588193,-0.07526993450903872,0.24310465866485614,0.023390844604273965,0.3119187575882276,0.0866058387065815,0.045095670959620165,-0.006864171796231935,0.017861232400022263,0.04132439549825251,0.07513321619451108,-0.11972737128369444,-0.15191044296571987,0.12879333351856811,-0.038081684930777106,0.12393279879485777,0.12145730879913186,0.28110062768099653,0.00228751849696394,0.060317652923777054,0.024219338819841344,0.3377763554834218,-0.1647835589964131
Precuneus_L,0.09721776314674778,0.7270086842124921,0.08771674234144722,-0.18619295537659186,0.7154956765772849,0.362191684716361,0.6285815480239916,0.792995297516434,-0.07455302562459157,-0.31397474053399166,-0.43177849988943173,0.8589075674911366,-0.012399608949181908,0.596184907124211,-0.2723134947958247,-0.17485905201199037,0.6196697305170459,-0.0270335753207047,1.0,0.740494850612602,-0.09092438563919283,-0.322477342881747,-0.37807217735719595,-0.34731690618782046,0.8142714208706132,-0.42631276661458,0.23912640828273962,-0.08392696463311874,0.04447757793568408,0.08936479871764284,0.8766298502541322,-0.5001818885523333,-0.19786613391512375,0.4629875408046488,0.11466782381390761,-0.13230956946594924,0.47318416936142105,-0.5700928736353075,0.741830220794763,-0.4618121816157548,0.28876487704692494,-0.147032856148528,-0.6444972143149748,0.41213309074043547,0.836064399407456,-0.6645823396898901,-0.6018876586814402,0.6411009091359775,0.4388016826971653,0.8227004675592112,-0.3574942973265512,0.05287073324225822,-0.22639171956730297,0.09140806061823953,0.25617192297474844,0.9502396717977778,0.6169930882759103,0.4469895857069678,-0.27001374651032195,0.1526053463731581
SupraMarginal_L,0.139611621253561,0.5175838277748319,-0.11755029819426514,-0.3255197345575259,0.6369686203515941,0.06489837194126884,0.601531627985785,0.7927909014871106,0.03845765992537314,-0.1574902162999033,-0.5585112195387522,0.6493560177311554,0.18500303503691948,0.4434923711747535,-0.33917484558087685,-0.26036574012362906,0.45856813978902655,-0.06296835531294404,0.740494850612602,1.0,-0.17855432880641495,-0.3426912118724593,-0.6093973475647392,-0.32661851221906496,0.5498554556495152,-0.36376548015127125,0.31513414467980255,-0.026903046424368686,-0.011921739075279065,-0.14791258393024972,0.7719759015544811,-0.5330715103012967,-0.39903592051249914,0.4371136377138477,-0.13110455401065624,-0.018944601335692604,0.255862304837324,-0.6264588428198099,0.57807746605952,-0.5421247367164359,0.3137760128692498,-0.210157733428014,-0.5589530711425967,0.4062350885163291,0.7185708460082704,-0.6933247984688649,-0.6448457230442712,0.4607669752929408,0.20161120115041783,0.7392517941074698,-0.39172607318272895,0.2309340230962706,-0.42233194128604457,-0.06909507648089376,0.21450120458705701,0.8182887950230903,0.5782427103798764,0.2979762130527161,-0.3646025836089287,0.07329720908090329
Cerebellum_9_L,0.6701412814705099,-0.3451041590168118,0.11029562736055018,0.20922050678740858,-0.5364546363528626,0.5724147488780914,0.14212783643429752,-0.05792428470708732,0.10397692781891524,0.48295169898327706,0.49540492084115306,0.18230075035696677,0.38139018145930853,0.25134766844930534,0.11832332489493431,-0.3411404831423032,0.15839015383209398,0.35077150715106664,-0.09092438563919283,-0.17855432880641495,1.0,0.29192929741539925,0.17293196447333806,0.2981680902321971,-0.3838977855898372,0.5442267870796771,0.2582598396471398,0.31926719439774826,0.7960706243105132,-0.014337333114468533,-0.254279760912551,0.41969687587392274,0.21817722888766233,-0.026988135277961532,0.07798908040101027,0.37926062157433726,-0.27978316067540326,0.34059606040039725,-0.10385071027306039,0.3788361709266529,0.4369372231731628,0.8739427334015918,0.3552407163419829,0.54300632206183,0.13934951602596599,0.15154957125952903,0.2499969835349368,0.41589752401728336,0.05362634094510412,-0.4615491376294088,0.3699961984154796,0.2903568982643005,0.20033000027717676,0.6401209492769655,0.2824127692937457,-0.17199937346149624,-0.11569813405737356,0.20741921640175193,0.6815090734561517,0.26530203070970343
SN_pc_L,0.32428376513812596,-0.23399458182181537,0.563437868469341,0.6105210969923393,-0.5583397641506858,0.35358920840445723,-0.46712565126442007,-0.5393468292184285,0.4381163248940596,0.6231343221744251,0.6487101780297518,-0.3134396843504516,0.41873407238053667,0.17197018261309957,0.11056626456486827,0.21491870317706366,-0.4946218110708712,0.00800423412961576,-0.322477342881747,-0.3426912118724593,0.29192929741539925,1.0,0.4103076279649117,0.6362874250424573,-0.4193138317457822,0.7114093553247712,0.18311855742002023,0.37346666526462313,0.3669820728773379,0.015292474405863293,-0.5709294152957254,0.6970085013259355,0.4792911864744987,-0.15946007017977099,0.37224957972993006,0.5013561382773318,0.025082331040457345,0.6173627341833204,-0.04533111684768775,0.6278444244153928,0.03389325268980359,0.42401171879398214,0.5974158139857231,-0.20839084511353315,-0.2999833660829482,0.5151788241534402,0.5736504638954469,-0.0798758834157952,0.17848940004129496,-0.4209233144761815,0.6083020308810486,0.357989803281981,0.7145060953502972,0.45503612831310136,-0.14349930604557717,-0.29517625848175966,-0.3849923463915923,0.2220509222810819,0.5393729249600131,0.42505335929659926
