,OFCpost_R,Frontal_Sup_Medial_R,ACC_pre_L,Cerebellum_4_5_L,Temporal_Inf_R,Thal_IL_L,Temporal_Pole_Sup_L,Occipital_Mid_R,Vermis_10,Thal_IL_R,N_Acc_R,Parietal_Sup_R,Heschl_R,VTA_R,Rectus_R,Hippocampus_L,Precuneus_R,Occipital_Inf_R,Red_N_R,SupraMarginal_L,Thal_VA_L,Vermis_1_2,Hippocampus_R,Precentral_L,Thal_PuL_R,ACC_sub_L,ParaHippocampal_L,Vermis_9,ParaHippocampal_R,Heschl_L
Parietal_Sup_R,-0.2107652405698842,0.15223554087994706,-0.6442730699590248,-0.22322013035978136,-0.4756816145083738,-0.16355644548046852,-0.6191000881137056,0.8102320162925292,-0.11420857716881438,-0.869778262613237,-0.803399210139034,1.0,-0.06228644028332536,-0.3320148621439189,0.5346299231549856,-0.5048223506460959,0.7525837035082337,0.49259394572047077,-0.44146814777275656,0.6369686203515941,-0.07341853026845713,-0.7053081087727104,-0.7624839396875817,0.7107605165157346,-0.06695667337755361,-0.7301679239661718,-0.6595149455960129,0.1167926988803016,-0.6836821825889994,-0.8692256080518085
Heschl_R,0.48543516827753197,0.5227598307231411,0.16762535730603867,0.6033573531171229,0.4848604655428138,0.5580466118654283,0.2841390374618617,0.06319310495964274,0.1447359334152721,0.18552229109694232,0.12870936851184608,-0.06228644028332536,1.0,0.27411894952321797,0.3709072432367147,0.6443355463367659,0.3969225917750518,-0.035663118279848215,0.4177244380576003,0.16050716868581794,0.6366495127706095,0.18678633436118147,0.36698438377666964,0.21290462163427745,0.308536823762778,0.19202475905116345,0.49837798748666234,0.02774852178625296,0.4370906116524486,0.2976817705874891
VTA_R,0.7332277047387281,0.16576976332091575,0.4144403757913301,0.2568685303326967,0.5576626976136126,0.628741580148134,0.3836792990749845,-0.4086764864598082,-0.05215063141016743,0.4390643638487134,0.45235888447986233,-0.3320148621439189,0.27411894952321797,1.0,0.13479248053523823,0.6239382776610918,-0.17061348386593164,-0.5024457532779909,0.6479821313001712,-0.39903592051249914,0.491515465457802,0.4766503735446338,0.5637704138668532,-0.3098404277963239,0.12205363443684136,0.4725434695817588,0.6870478872541738,-0.34208261225316544,0.710071351168744,0.45475862845497284
Rectus_R,0.21868712757449155,0.30642446948868035,-0.5099356411857159,0.1270121156516022,0.15511888343108504,0.3735794334266756,-0.4359731794080907,0.49847065653358624,-0.2091867275693361,-0.5626846250981924,-0.5373355351758308,0.5346299231549856,0.3709072432367147,0.13479248053523823,1.0,0.010857060998840703,0.5547398924142194,0.09999996886490196,-0.016607224705577277,0.3058897936212443,0.46797047712821327,-0.26702419915433756,-0.382642533369823,0.42532747892071066,-0.0353055259768048,-0.4938780744271356,-0.06864981984070463,0.024240832557945832,-0.11473812874230538,-0.5196393179649145
Hippocampus_L,0.7109051574871016,0.2207448529158281,0.5339089069537617,0.5858519942808172,0.7787321286104558,0.6947413696752248,0.6369814129601241,-0.3877616437620991,0.2510556865301166,0.6305582363071033,0.5484999978200658,-0.5048223506460959,0.6443355463367659,0.6239382776610918,0.010857060998840703,1.0,-0.09923999840658403,-0.39185952766135923,0.6344467496833344,-0.2299827863712028,0.6162792627321041,0.6279784225560642,0.8620789814256032,-0.34140327396585013,0.49155529399295655,0.6045967914069856,0.9154736222478472,-0.16930121783126117,0.8954819709607923,0.7451837605276831
Precuneus_R,-0.07926166126335178,0.47009134451318463,-0.5654590826724188,0.29043631326032127,-0.15405800517469656,0.02548905702212484,-0.5171348022694062,0.7922099255987516,0.2577711811668458,-0.582425489278061,-0.57800583689559,0.7525837035082337,0.3969225917750518,-0.17061348386593164,0.5547398924142194,-0.09923999840658403,1.0,0.5284734161188211,-0.13909574465669022,0.8182887950230903,0.3024600399779933,-0.3709479850136771,-0.4023371285740267,0.6576471856371421,0.24627575673400226,-0.6058230085302255,-0.3228583971208437,0.3022352190224327,-0.40759535652399087,-0.5535779430311137
Occipital_Inf_R,-0.5138100341438535,-0.01395972714864038,-0.629496968294405,0.09117787075114153,-0.18345962269644525,-0.4942204851844768,-0.43600759324223165,0.7767115534468011,0.3787604603600054,-0.4832043005740582,-0.42267120767220384,0.49259394572047077,-0.035663118279848215,-0.5024457532779909,0.09999996886490196,-0.39185952766135923,0.5284734161188211,1.0,-0.6033707170071944,0.601531627985785,-0.11483264179847974,-0.21769662071018825,-0.4097814020310121,0.3124415494225228,0.18389689092657244,-0.6181691317315322,-0.5494932355255622,0.7255010054270795,-0.5922120385229643,-0.426254229362793
Red_N_R,0.6615023783953037,0.4178888163859076,0.572926604481318,0.41125759705769926,0.39698671534411567,0.6448369322775297,0.4104533211706035,-0.5539998174462789,0.006227178123075817,0.5828120438418936,0.4938994895887632,-0.44146814777275656,0.4177244380576003,0.6479821313001712,-0.016607224705577277,0.6344467496833344,-0.13909574465669022,-0.6033707170071944,1.0,-0.37502476829337855,0.4619584432917716,0.4029157077670063,0.5860703347644869,-0.1836465087119465,0.0445371544928235,0.5943959727183323,0.7025424881523538,-0.41073988934460864,0.6853800472118643,0.5228045190652141
SupraMarginal_L,-0.4581809155837459,0.20161120115041783,-0.6649468335407732,0.06489837194126884,-0.28885884882124485,-0.3005897717566482,-0.6351989416824524,0.7927909014871106,0.3755561952033455,-0.5254697329551414,-0.5161931599834699,0.6369686203515941,0.16050716868581794,-0.39903592051249914,0.3058897936212443,-0.2299827863712028,0.8182887950230903,0.601531627985785,-0.37502476829337855,1.0,0.09159614197805974,-0.38436784743311275,-0.36376548015127125,0.4006447629741687,0.31513414467980255,-0.6862155841060202,-0.5053908856594699,0.4062350885163291,-0.5585112195387522,-0.5007986742857601
Thal_VA_L,0.5327775995389243,0.49052889507327413,-0.0503687784928596,0.43327364035119303,0.6886070878961394,0.7356387794772518,0.042339590036580256,0.0924576310359586,0.07402906599991936,0.13882244105997793,0.03277167966387756,-0.07341853026845713,0.6366495127706095,0.491515465457802,0.46797047712821327,0.6162792627321041,0.3024600399779933,-0.11483264179847974,0.4619584432917716,0.09159614197805974,1.0,0.3124345332737058,0.3244137121594395,-0.051304245298238856,0.2300212014660814,0.06696985192186185,0.5219145848176587,-0.055533178126660525,0.5011842404877904,0.16969414686121054
Vermis_1_2,0.29740990205127665,-0.10879128750569582,0.35369978647101846,0.5899239563182681,0.6695383956307286,0.23212895340113868,0.4449669400847097,-0.4516845760902422,0.44162284115410233,0.6511890656478653,0.6034902732987666,-0.7053081087727104,0.18678633436118147,0.4766503735446338,-0.26702419915433756,0.6279784225560642,-0.3709479850136771,-0.21769662071018825,0.4029157077670063,-0.38436784743311275,0.3124345332737058,1.0,0.7464296902720396,-0.5784505837261139,0.3441797384890688,0.4532224405386898,0.7180977666068808,0.18405754828568965,0.6542635811849872,0.7300123255989696
Hippocampus_R,0.49619868660650496,-0.01913803381283158,0.658910173257895,0.4442934311951244,0.6618019945335046,0.39750368707232664,0.7118727677728334,-0.5933320230320401,0.3548003584637272,0.8702413957299436,0.8072945246925646,-0.7624839396875817,0.36698438377666964,0.5637704138668532,-0.382642533369823,0.8620789814256032,-0.4023371285740267,-0.4097814020310121,0.5860703347644869,-0.36376548015127125,0.3244137121594395,0.7464296902720396,1.0,-0.6285385634137253,0.434710260830127,0.736771964003059,0.8612278112149077,-0.11679023815606347,0.8653640245045626,0.9360886479942389
Precentral_L,-0.028225538001416056,0.526779012450101,-0.3194433040059045,0.09911854687107588,-0.47018764999556606,0.014615620968738738,-0.3305944449137739,0.46830879851328444,-0.16952610101715235,-0.6521152917644099,-0.6141007225491355,0.7107605165157346,0.21290462163427745,-0.3098404277963239,0.42532747892071066,-0.34140327396585013,0.6576471856371421,0.3124415494225228,-0.1836465087119465,0.4006447629741687,-0.051304245298238856,-0.5784505837261139,-0.6285385634137253,1.0,-0.07326471812653239,-0.46065103982334027,-0.43399596852127836,0.054914848462205665,-0.5045130763892132,-0.6333771801565492
Thal_PuL_R,0.11061259782656853,0.1134869467940142,0.07467526322221281,0.4448691106904501,0.29653283782185336,0.0847618676205394,0.18762691888367777,0.12408668983321987,0.46617677602139046,0.2031259508220797,0.12748447885605135,-0.06695667337755361,0.308536823762778,0.12205363443684136,-0.0353055259768048,0.49155529399295655,0.24627575673400226,0.18389689092657244,0.0445371544928235,0.31513414467980255,0.2300212014660814,0.3441797384890688,0.434710260830127,-0.07326471812653239,1.0,0.06276264580100359,0.2569769260190471,0.30594167618719686,0.231514998026416,0.32239774538901594
ACC_sub_L,0.561815060172137,-0.032267785425511675,0.9349564235224437,0.12101333720227839,0.372335764062576,0.38017583407942457,0.8816985970966831,-0.8266369217403966,-0.144150127559478,0.8287465565199384,0.7756630730419094,-0.7301679239661718,0.19202475905116345,0.4725434695817588,-0.4938780744271356,0.6045967914069856,-0.6058230085302255,-0.6181691317315322,0.5943959727183323,-0.6862155841060202,0.06696985192186185,0.4532224405386898,0.736771964003059,-0.46065103982334027,0.06276264580100359,1.0,0.7250908190024573,-0.49001710155484285,0.7834017630699356,0.826843812641085
ParaHippocampal_L,0.7603585070092478,0.14250777245691293,0.6450662769441653,0.5313979663131562,0.7911218076339809,0.6932998717336001,0.7240007389021968,-0.5919372305879101,0.12262150109338918,0.7362045030637877,0.6391663152550885,-0.6595149455960129,0.49837798748666234,0.6870478872541738,-0.06864981984070463,0.9154736222478472,-0.3228583971208437,-0.5494932355255622,0.7025424881523538,-0.5053908856594699,0.5219145848176587,0.7180977666068808,0.8612278112149077,-0.43399596852127836,0.2569769260190471,0.7250908190024573,1.0,-0.25959384402821206,0.9726878659635958,0.8038266073506967
Vermis_9,-0.49779515598958485,-0.008505880735984754,-0.5345822445713485,0.37167770537375844,0.06445364138750731,-0.44314393650746736,-0.31477939710687397,0.5568793364890096,0.6227811913512733,-0.17846704351414966,-0.22848577979923987,0.1167926988803016,0.02774852178625296,-0.34208261225316544,0.024240832557945832,-0.16930121783126117,0.3022352190224327,0.7255010054270795,-0.41073988934460864,0.4062350885163291,-0.055533178126660525,0.18405754828568965,-0.11679023815606347,0.054914848462205665,0.30594167618719686,-0.49001710155484285,-0.25959384402821206,1.0,-0.3516697804822146,-0.14405899570945405
ParaHippocampal_R,0.7805919595587051,0.09150929233198435,0.6842247278163269,0.3856298553068226,0.8021761365290959,0.7031170204972778,0.7595302147610227,-0.6306516071096153,0.009615777441161969,0.7607469382994559,0.6624211641602462,-0.6836821825889994,0.4370906116524486,0.710071351168744,-0.11473812874230538,0.8954819709607923,-0.40759535652399087,-0.5922120385229643,0.6853800472118643,-0.5585112195387522,0.5011842404877904,0.6542635811849872,0.8653640245045626,-0.5045130763892132,0.231514998026416,0.7834017630699356,0.9726878659635958,-0.3516697804822146,1.0,0.8224026132242338
Heschl_L,0.40883685743616305,-0.09870444309647296,0.7562459942347721,0.3652119986831672,0.5782409225739202,0.3004252207923227,0.7954420495285878,-0.71403064054214,0.2337467964017646,0.9270979653301037,0.856915678249643,-0.8692256080518085,0.2976817705874891,0.45475862845497284,-0.5196393179649145,0.7451837605276831,-0.5535779430311137,-0.426254229362793,0.5228045190652141,-0.5007986742857601,0.16969414686121054,0.7300123255989696,0.9360886479942389,-0.6333771801565492,0.32239774538901594,0.826843812641085,0.8038266073506967,-0.14405899570945405,0.8224026132242338,1.0
