,Thal_MGN_L,Cerebellum_6_R,Vermis_8,OFCant_L,Red_N_R,Occipital_Inf_R,Thal_IL_R,Frontal_Inf_Orb_2_R,Cuneus_L,Rolandic_Oper_R,Frontal_Inf_Tri_L,Frontal_Med_Orb_L,Vermis_7,Thal_LP_R,Thal_PuA_R,Thal_PuA_L,Postcentral_R,Angular_R,ParaHippocampal_L,Temporal_Mid_L,Thal_PuM_L,Parietal_Inf_R,Thal_MDm_R,Vermis_10,ACC_pre_R,Occipital_Sup_L,SN_pc_L,Caudate_R,N_Acc_R,Lingual_R,Insula_L,Vermis_6,Cerebellum_6_L,ACC_sup_R,OFCant_R,Fusiform_L,Angular_L,Hippocampus_L,Occipital_Sup_R,OFCpost_R,ACC_sub_L,Frontal_Sup_Medial_L,SupraMarginal_R,Thal_MDl_L,OFClat_L,ParaHippocampal_R,Frontal_Mid_2_L,OFClat_R,Frontal_Inf_Oper_R,Rolandic_Oper_L
Frontal_Inf_Tri_L,-0.08273490295202228,0.4684875308060511,0.3968235319703016,-0.4499324619950364,0.7329867950066489,-0.44000004734596976,0.7248945461147446,0.822557810924934,-0.1861700858696944,0.2813044142704766,1.0,0.3959854692384009,-0.3074414154390676,0.49919234396278317,0.4175746833276463,0.6375997004392843,-0.27741183581902235,-0.45367477939994494,0.719580735748896,0.40663767482466234,0.6975180838606546,-0.4466477370313983,0.7148093929221292,0.11861049700224337,0.6842179346502382,-0.5087888243385625,0.6105210969923393,0.7181478804414408,0.6070757390690859,0.06017834146832747,0.8169967671603078,0.341597957631476,0.17855330945879028,0.4883943332071633,-0.5340089572694596,0.5061136864720733,-0.46450661231982554,0.7163275573291064,-0.4927809679235259,0.6541021398295082,0.7618856414726844,0.6734861254242924,-0.10777203745094469,0.6346635271765632,0.439399882616237,0.7255153289959577,0.180463717084372,0.4925399195384557,0.6083076898814751,0.6822383630317529
Frontal_Med_Orb_L,0.02166820083674699,0.16304483081882,0.15056766819902193,-0.4120715182444502,0.24884258840492354,-0.24820927027624562,0.3610683788979202,0.48797438159752926,-0.13772265379336165,-0.18988263586660653,0.3959854692384009,1.0,-0.1667339510859518,0.30840795566657125,0.13256615187156995,0.265388198896549,-0.19916510307139618,-0.39442616438521166,0.40480240543580437,0.25774080465613347,0.31567398339221037,-0.31671147194459465,0.31955212193181315,-0.1429082647290612,0.4823397680480376,-0.3057993840363802,0.11056626456486827,0.40642778219193476,0.3365073179263206,0.027027779037539112,0.3835195863795261,0.19056015666837753,-0.029518282256534432,-0.161438896860193,-0.43472299777700246,0.18771086945263454,-0.29447498042201975,0.4031688867812201,-0.3291056133700547,0.3466837281685724,0.5741519167448959,0.30881983667244817,-0.3429690553886477,0.14123914191150108,0.31164743609935575,0.4243203495865583,-0.25180816589882504,0.22008391935968719,-0.08665453233745751,0.2384283332353858
Vermis_7,0.28110062768099653,0.2132082626017688,0.4435089962753342,0.20559191873344804,-0.04523665908113148,0.06794006613404652,-0.3889825488762122,-0.5043642125316861,0.2090219940618271,0.02833866248235236,-0.3074414154390676,-0.1667339510859518,1.0,0.085163440905446,0.1309149864544468,0.06989946226511314,0.16078057798638776,0.26439137130231216,0.10434805181172961,0.3376579824695375,-0.21481701650518104,0.1730244576537762,-0.055559732753640664,-0.15107975706715648,-0.004721992978309232,0.25580373770322273,-0.14349930604557717,-0.23780133570154258,-0.46909848767862516,0.015068861842640668,-0.3387632771148593,0.38564234258694025,0.5852848348444789,-0.15432631338443692,0.2167759360885824,-0.04190945787645852,0.25978802333567175,0.1536779122413679,0.41820317520655326,0.2036897747633228,-0.39602956206100975,-0.4314914341014279,0.2500468976265813,0.037272624417665295,0.13815627343566397,0.08450176701186544,0.1769674335694212,0.18225765451753378,0.002548716198961777,-0.38836154415073454
Thal_LP_R,-0.023694515602194637,0.3301207585714976,0.22898139609552035,-0.17354887199950678,0.2680777281031599,-0.06143724302692851,0.290034876823878,0.2826209912594538,0.22717814568146907,0.3092863558267742,0.49919234396278317,0.30840795566657125,0.085163440905446,1.0,0.5952962474740292,0.6720532269469662,-0.05396419630493253,0.10211576204981243,0.4563374532935227,0.6403557148299232,0.6631075158958682,-0.11951073847133938,0.5612532895416538,0.22636135667542456,0.45731209832071784,-0.025870380306983857,0.3113127439643561,0.6772144117326657,0.20459528525657913,0.3006852412398831,0.45323959929396845,0.3276900605229438,0.34547993731428983,0.3330275650481994,-0.25914432267924464,0.473023462064622,0.1608714117994591,0.6989197250689061,0.050015266735669944,0.43161882420088954,0.24314348340782535,0.128770040049279,0.1924555378639395,0.4763136361673287,0.31268667077615964,0.4640300545440234,0.06130555586894703,0.2709842849236659,0.3744847417921043,0.4107201865626899
Thal_PuA_R,-0.028167818355897007,0.15242646542462723,0.19717076672720024,0.02488717971848196,0.32060120510756573,-0.08654852641007764,0.1523443547242911,0.10529313283699572,0.28556946280774986,0.3804858123000024,0.4175746833276463,0.13256615187156995,0.1309149864544468,0.5952962474740292,1.0,0.8779129316346188,0.09281101872986793,0.22364190917044824,0.2793480309220487,0.49761027478375996,0.48706835420272027,0.10692002308827157,0.6571088075774607,0.07057841006797443,0.42972262533765027,0.024172004390242394,0.24550937893932614,0.584419063878774,0.13347626738938115,0.11727015124229918,0.367991112887819,0.1610675730858852,0.20069552398856946,0.4383358989884533,-0.11710542174509705,0.28139782892585413,0.2698360002641296,0.5053756142507065,0.21685178793551732,0.29871986307416626,0.14400209672500563,0.26031031131158866,0.3360208457666625,0.4294474636533202,0.36669040991229607,0.29159577131181363,0.2604057982011778,0.2661971334810104,0.5935227728080062,0.3312146089949359
Thal_PuA_L,-0.04226123633020769,0.38247854325745123,0.41745986832488846,-0.18059942163441997,0.4788801537522325,-0.31664011594872526,0.40627745706821333,0.42345120724637136,0.06553670771594602,0.23994985442725658,0.6375997004392843,0.265388198896549,0.06989946226511314,0.6720532269469662,0.8779129316346188,1.0,-0.19546986057448446,-0.10669700041826109,0.5539597170248424,0.5970762606247385,0.7201267348914074,-0.2375648617634577,0.7489438588471945,0.027835510365432588,0.5918758716912914,-0.3093336895615975,0.4381163248940596,0.725405614037289,0.39034760969774407,0.009804487462922153,0.5834676531191779,0.3560410145622792,0.29537515479073284,0.3822233585397208,-0.35374069986976975,0.39793959618176783,-0.057940942472738524,0.7201936555532495,-0.1172773251367002,0.502958909277143,0.43805952070365445,0.320141145004782,0.07325648910144467,0.5643257521860272,0.44838398031951815,0.5941332254195809,0.11634202772576825,0.37695653457689704,0.5643873443252969,0.4231615238817166
Postcentral_R,-0.1626465190724345,-0.6347984444760031,-0.5509768145592099,0.37396447116090414,-0.29734901958328036,0.4830180495547279,-0.7589306606847407,-0.5353837250873855,0.6125518549419514,0.5729054393528383,-0.27741183581902235,-0.19916510307139618,0.16078057798638776,-0.05396419630493253,0.09281101872986793,-0.19546986057448446,1.0,0.671016718460542,-0.5483827094356729,-0.2786971897687515,-0.6063737967964176,0.9316254249611331,-0.4849265331697869,-0.05770089317680172,-0.21642333715386106,0.848202865898063,-0.4704468536754748,-0.4216927580953829,-0.7188672745574733,0.36949541445614514,-0.4986443729643257,-0.5067082934294564,-0.3484920066033316,0.1764265888282215,0.532022209491662,-0.35352688860668824,0.6793368897407702,-0.41096817880677317,0.762562614922289,-0.09768515835568897,-0.6126513386886862,0.12078252675122993,0.755442754021808,-0.4665789314570892,-0.007251104810288312,-0.6030779879148717,0.6218655911148001,0.13059710028423283,0.1313156287707769,-0.06756696854661687
Angular_R,-0.014964649370186999,-0.38145275216377933,-0.4382701707372732,0.43906437884106586,-0.4684153808475092,0.6947724652303595,-0.6445464629490851,-0.7201585394907172,0.7532995869574418,0.45134482810476517,-0.45367477939994494,-0.39442616438521166,0.26439137130231216,0.10211576204981243,0.22364190917044824,-0.10669700041826109,0.671016718460542,1.0,-0.5824128320097693,-0.002169234107782263,-0.30143506977414936,0.8453671226116841,-0.3128584474014131,0.3089881023192946,-0.27333269125961424,0.8983758918851235,-0.43303981350683096,-0.17451098958070277,-0.637973184238202,0.44512511201211685,-0.38010002809698656,-0.30336780122922347,-0.013093204823324031,0.10748783665991833,0.5192949691796594,-0.13425529036877173,0.9540645082767139,-0.3280298770203078,0.9417793975081805,-0.40736128600533306,-0.7556858914016065,-0.24331486789716128,0.8595494678433813,-0.2490056474849758,-0.3016702502108804,-0.6125506713199022,0.27475687057383386,-0.30571796167827836,0.18295310213038746,-0.13634702183941871
ParaHippocampal_L,0.2587317217087823,0.8223564759327919,0.7912885958181508,-0.5118825551152348,0.7025424881523538,-0.5494932355255622,0.7362045030637877,0.6972419805544335,-0.2675837127744473,-0.0565280565033691,0.719580735748896,0.40480240543580437,0.10434805181172961,0.4563374532935227,0.2793480309220487,0.5539597170248424,-0.5483827094356729,-0.5824128320097693,1.0,0.6618609539537746,0.7213215288708105,-0.696895944073614,0.7335303510095752,0.12262150109338918,0.6113931720807554,-0.6322392926177507,0.6780546611750411,0.5837760784107892,0.6391663152550885,0.019475705664306706,0.7115906060424086,0.7378066422961389,0.6120526964953293,0.11202169716958407,-0.6126828440253104,0.6521255938228012,-0.6056060763371828,0.9154736222478472,-0.5625561908431752,0.7603585070092478,0.7250908190024573,0.24258322151307382,-0.35821730294068854,0.6762637786526956,0.4321752346272974,0.9726878659635958,-0.1321820381183105,0.465725241079006,0.2903478560021732,0.420325997389292
Temporal_Mid_L,0.30400101978948857,0.7338333113899577,0.6362356009674989,-0.2582891129284558,0.30896038359608746,0.013817749789945585,0.4128272921717247,0.17849047268203766,0.31233949030568936,0.22134354702140835,0.40663767482466234,0.25774080465613347,0.3376579824695375,0.6403557148299232,0.49761027478375996,0.5970762606247385,-0.2786971897687515,-0.002169234107782263,0.6618609539537746,1.0,0.7019942868232438,-0.3116153490799428,0.6231160845679805,0.40253945575796857,0.47746800263775224,-0.1349196225452809,0.32428376513812596,0.6599076132348171,0.3508769624701764,0.47330032578929004,0.6318867185293069,0.8073161368004471,0.7242091680342536,0.09537769015822228,-0.34291660439317007,0.7559187196757062,0.027293509382956157,0.7939085621789252,-0.008280353713356253,0.34558738212434487,0.24644237244199466,0.04032263884271166,0.029427117519737412,0.5716204221975907,0.07198522202998223,0.6094629286367428,-0.08421219988702548,0.01615996068278415,0.3900441448901734,0.4788531793576961
Thal_PuM_L,0.07751615695807694,0.7160023285152919,0.5214920711702147,-0.3853378090809452,0.44746994230784315,-0.27274222759090866,0.8039428019800193,0.6443561089208437,-0.06608503019542573,0.0632056154871735,0.6975180838606546,0.31567398339221037,-0.21481701650518104,0.6631075158958682,0.48706835420272027,0.7201267348914074,-0.6063737967964176,-0.30143506977414936,0.7213215288708105,0.7019942868232438,1.0,-0.6240439282997637,0.8031595353121294,0.3852068387173142,0.5417055951031,-0.5369258878852742,0.6231343221744251,0.8853049180780279,0.7187205749467843,0.16864280207614632,0.8699997635870705,0.6034523117791125,0.46045282690962414,0.26632570011683593,-0.5528737382222776,0.726301186659623,-0.3142618237919507,0.8087734840661147,-0.4357521750355833,0.3530528242320794,0.6322506705058674,0.23166919114137943,-0.2119467495749305,0.7242577547231852,0.12143288962677957,0.7434196417041492,-0.252918810640286,0.07143179407716732,0.4308189254422558,0.6096712193641588
Parietal_Inf_R,-0.11760847064082056,-0.6785417831420066,-0.6205672923203697,0.4524561944071054,-0.4257011899168543,0.5910109150095122,-0.8236945876293371,-0.6822442185086893,0.6484739052301309,0.48390658309358514,-0.4466477370313983,-0.31671147194459465,0.1730244576537762,-0.11951073847133938,0.10692002308827157,-0.2375648617634577,0.9316254249611331,0.8453671226116841,-0.696895944073614,-0.3116153490799428,-0.6240439282997637,1.0,-0.523652394989253,0.029973797605569966,-0.31261287993454434,0.9274962331444186,-0.5468720590480971,-0.4359420552272754,-0.7508032787361485,0.33221048861431884,-0.5687556608088021,-0.5779872305453798,-0.34200454997273316,0.11791060148569064,0.5950117270042867,-0.3944605227454967,0.8393070906827571,-0.5220307328004221,0.879421960924398,-0.3078032834279862,-0.7386381432801836,-0.046714886236668855,0.817940731595934,-0.50468741200048,-0.13632258850961929,-0.7371945821588598,0.48918436549776334,-0.07903650006570442,0.09100539013129609,-0.1966760618025658
Thal_MDm_R,0.15225537502759162,0.6477090773006994,0.5899669298386003,-0.36077087834999993,0.6180476403133612,-0.379020100696144,0.7809279135240169,0.5638428505478025,-0.14500371713791918,0.06658029726790907,0.7148093929221292,0.31955212193181315,-0.055559732753640664,0.5612532895416538,0.6571088075774607,0.7489438588471945,-0.4849265331697869,-0.3128584474014131,0.7335303510095752,0.6231160845679805,0.8031595353121294,-0.523652394989253,1.0,0.16481551851093365,0.5669353181947518,-0.5131256375620877,0.5905179804894757,0.7623745966756565,0.5972099415297115,-0.010923704947791246,0.7429999921744633,0.5457412520325627,0.45031703107755267,0.32910190546179613,-0.5180742205789016,0.5638210704758483,-0.318744448967888,0.7693914529534756,-0.3553777562214888,0.5003944492589774,0.63361266023313,0.275723136048748,-0.16539565145086302,0.7958852498265089,0.3608383408435222,0.7464909462323214,-0.07597023251009756,0.2860135958927876,0.4737812573219247,0.4812212924336744
Vermis_10,0.049032409172784605,0.39033242352701947,0.06144204720024484,-0.00046406485174124555,0.006227178123075817,0.3787604603600054,0.2007325054946074,-0.02857391156881811,0.42158415971176827,0.3683099470092394,0.11861049700224337,-0.1429082647290612,-0.15107975706715648,0.22636135667542456,0.07057841006797443,0.027835510365432588,-0.05770089317680172,0.3089881023192946,0.12262150109338918,0.40253945575796857,0.3852068387173142,0.029973797605569966,0.16481551851093365,1.0,-0.06176251838909296,0.1764275033092557,0.2665542262206592,0.34031126025150615,0.14485498899886984,0.675992663240986,0.36345119281577365,0.3270838999615028,0.36548958562719747,0.29389060788652993,-0.0008318604651827886,0.6790897485967244,0.2443363603201608,0.2510556865301166,0.14146082043544997,-0.2352967573025218,-0.144150127559478,0.09218150556624456,0.2723975120722299,0.27921058846731117,-0.43872414029626366,0.009615777441161969,0.07060461391808118,-0.412947661415475,0.37084941910152325,0.4847772419261329
ACC_pre_R,0.1405165021585699,0.39933162778931836,0.40565100421412587,-0.4455754114448433,0.4885773759943476,-0.25418221544735825,0.4599200067904823,0.6107929101228916,0.004119005180973215,0.0788404490272685,0.6842179346502382,0.4823397680480376,-0.004721992978309232,0.45731209832071784,0.42972262533765027,0.5918758716912914,-0.21642333715386106,-0.27333269125961424,0.6113931720807554,0.47746800263775224,0.5417055951031,-0.31261287993454434,0.5669353181947518,-0.06176251838909296,1.0,-0.29953646703806514,0.3315035358788499,0.6519593924472239,0.5171098049661874,0.09481052479169473,0.6500198704114051,0.33415376992191426,0.21821565519143826,0.015376267700458638,-0.49535482864976615,0.32396218426886847,-0.24201327873723213,0.6587683389866326,-0.2445062891258767,0.6218656118623823,0.6369807648305653,0.40743553970005186,-0.0678816274171663,0.4492947265134053,0.4233492183441669,0.6448113029571834,-0.13850288717345602,0.38358099215035546,0.3846302319086532,0.3683457783753426
Occipital_Sup_L,-0.02971227544645381,-0.520313680504985,-0.5328960208423247,0.4359430931917804,-0.5083173084432504,0.7329767791151419,-0.7820173485281701,-0.7293558850262178,0.7677774027747929,0.44688931397589743,-0.5087888243385625,-0.3057993840363802,0.25580373770322273,-0.025870380306983857,0.024172004390242394,-0.3093336895615975,0.848202865898063,0.8983758918851235,-0.6322392926177507,-0.1349196225452809,-0.5369258878852742,0.9274962331444186,-0.5131256375620877,0.1764275033092557,-0.29953646703806514,1.0,-0.5709294152957254,-0.38309156152416646,-0.7336558599572675,0.5132760481183856,-0.5169631826465642,-0.396979847302193,-0.15384453953606228,-0.0008913913519566611,0.5964824546121557,-0.24204931209000527,0.8828214724966869,-0.43408302761764117,0.9284573929240437,-0.3359262405643235,-0.7821536373588716,-0.17459859370208,0.8006648279058591,-0.4367847857353562,-0.26451018813146043,-0.685463001676757,0.3526357862706263,-0.19178843893531422,0.030627818087052183,-0.18448673882563907
SN_pc_L,0.00800423412961576,0.5843312335429529,0.5393729249600131,-0.24282725906872166,0.7042305214104095,-0.46712565126442007,0.6425860948716831,0.6141118043233221,-0.2999833660829482,0.06063139452473828,0.6105210969923393,0.11056626456486827,-0.14349930604557717,0.3113127439643561,0.24550937893932614,0.4381163248940596,-0.4704468536754748,-0.43303981350683096,0.6780546611750411,0.32428376513812596,0.6231343221744251,-0.5468720590480971,0.5905179804894757,0.2665542262206592,0.3315035358788499,-0.5709294152957254,1.0,0.5013561382773318,0.5437867743733114,-0.0798758834157952,0.5776591535881742,0.42401171879398214,0.3669820728773379,0.37739473374904575,-0.4246473339886918,0.5142750913991989,-0.4726192168438856,0.6102438739922592,-0.49298575109427656,0.4599336008699421,0.5323177889983163,0.28080853200396627,-0.2180206417513281,0.6259838637839379,0.21491870317706366,0.6487101780297518,0.055178595671661834,0.24423751803343363,0.4130720527728411,0.42505335929659926
