,N_Acc_L,Thal_LGN_R,Thal_PuL_L,Lingual_R,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Caudate_R,Parietal_Sup_L,Cerebellum_Crus2_L,Parietal_Sup_R,SN_pc_L,Caudate_L,Temporal_Mid_L,Temporal_Inf_R,Temporal_Mid_R,Thal_VPL_L,Cerebellum_Crus2_R,ACC_sub_L,Putamen_L,Thal_LGN_L,Insula_R,Paracentral_Lobule_R,OFCant_L,ACC_sub_R,OFClat_R,Pallidum_L,Temporal_Pole_Sup_R,Fusiform_R,Supp_Motor_Area_R,Thal_AV_R,Hippocampus_R,Thal_PuM_R,OFCmed_L,Precentral_L,Temporal_Inf_L,Amygdala_L,Occipital_Sup_R,Frontal_Mid_2_L,Angular_R,Thal_MDl_R,Heschl_L,Vermis_1_2,Thal_VL_L,Occipital_Inf_R,Occipital_Inf_L,SN_pr_R,Cingulate_Post_R,Thal_PuM_L,Rolandic_Oper_R,Fusiform_L,ACC_pre_L,Parietal_Inf_R,Vermis_6,Thal_VA_L,Cerebellum_9_R,Thal_PuA_R,Raphe_D,Postcentral_R,Cerebellum_Crus1_R,Hippocampus_L,Thal_MDl_L,Frontal_Sup_Medial_L,SN_pc_R,Cerebellum_Crus1_L,Amygdala_R,Pallidum_R,Temporal_Sup_R,Frontal_Med_Orb_L,ACC_pre_R,OFCpost_L,Cingulate_Mid_L,OFCant_R,Cerebellum_6_R,Frontal_Inf_Tri_R,Thal_PuA_L,Thal_VPL_R,Temporal_Pole_Sup_L,Heschl_R,Thal_MDm_L,ACC_sup_L,Cerebellum_8_L,Lingual_L,Temporal_Pole_Mid_R,Cerebellum_8_R,Vermis_8,Frontal_Inf_Orb_2_L,Cingulate_Post_L,Thal_PuI_L,Thal_PuL_R,Thal_IL_R,Cuneus_L,Cuneus_R,Cerebellum_3_L,Thal_LP_R,OFCmed_R,ACC_sup_R,N_Acc_R,Frontal_Sup_Medial_R,Temporal_Pole_Mid_L,OFCpost_R
N_Acc_L,1.0,0.3279807881116694,0.23348864186200063,0.11972082255215744,0.11660201243284796,0.2986677514684758,0.1513502342099503,-0.06042430371203841,-0.24916929431767423,-0.062458976045883775,0.3166740613700624,0.23930856998232228,0.20022609150019138,0.07596040507933476,0.09162400882147069,0.2529281647036754,0.15883362726666464,0.05551548382107966,0.5065367559600638,0.27073383009789975,0.3780130696175297,0.07820046750907296,0.1084396979445269,0.12590512026070533,0.1283313536567492,0.33464293314937593,0.02685865038773534,0.2252872679745853,0.17131953504437902,0.04780097681150462,0.26084076369910536,0.18778951673205838,0.06725025113498459,0.013308778189136092,0.1283875771469211,0.03188138009909562,-0.019103127302563853,0.3000243415903917,-0.01311052224686743,0.11855187764856076,0.1739979704691853,0.11416263605892175,0.16043526301296188,-0.14967429236298077,-0.13780625389241224,0.08030120162495424,0.2480638141075388,0.20861426019891158,0.4304390243905626,0.3077836701028851,0.08136949881769623,-0.04877264151017667,0.11985452836310441,0.1847976426644272,0.06307626261760337,0.23765022700371696,0.21776938602448004,0.008943474122761133,0.11563003733983374,0.22959664775294977,0.36439776141269875,0.20686550641625634,-0.2230172127294746,0.19098106383197727,0.06356581753243766,0.2463961501744359,0.21915142474659724,-0.1339855732142465,0.10895206524917661,0.061464622391114304,0.20880045520583831,0.07199242944413808,0.19684267803101774,0.3192297330735307,0.19748320463441896,0.18220190412176993,0.029597443560401157,0.22143197545013119,0.1830754908494128,0.23909941911918017,0.23162834777488805,0.09598871159106932,-0.029638208795649764,0.13320335897870098,0.1733569494550628,0.2127213288034819,0.2191604397873037,-0.013788797583570938,0.09582761465177048,0.24091320074083106,-0.03077833849255947,-0.024911017516327662,0.3291281106542651,0.20889054201662338,0.27750628489147255,0.481777433514815,0.22221584779450282,0.3237571121747532,-0.11413868880782951,0.22072774085916774
Thal_LGN_R,0.3279807881116694,1.0,0.6440156260447001,-0.0858811524330333,0.7825697752491622,0.5446203421079443,0.7347132664200736,-0.6266564032314551,-0.487322408539345,-0.6137230103747802,0.6659165027015052,0.9028850313100322,0.44072674972921727,0.40734546447557196,0.0033726024520009143,0.9190498064337624,-0.3496259227568048,0.7461449527721438,0.6555466410385918,0.6997652840798706,0.6603556066947155,-0.5143791873229073,-0.3777425769268724,0.7454454595007141,0.4070135224794679,0.7665453415599032,0.6437727897645306,0.24550034168535362,-0.4178098514312587,0.6990759366590698,0.8218403391833055,0.5423833659983147,0.6864942059626887,-0.34839071920999853,0.5890048890933788,0.6039547437576782,-0.5416708486489239,-0.0125754356401448,-0.47545189267777166,0.7502491251753644,0.7904140980637322,0.43662088629177487,0.8611719533446129,-0.5313802086524023,-0.37416285480836403,0.33053412601334864,0.6105725344472146,0.8252745144282634,0.08362008898506224,0.5227757147003291,0.7439973509719048,-0.5661904176679065,0.35605639140054907,0.3028009492462637,-0.3428315132340861,0.5750713088505643,-0.23694885928472115,-0.4664339826737832,0.12594869173190684,0.7585342361112234,0.6458152834715208,0.4687749305222269,0.1728929881439391,0.3754056694114443,0.6747397640222966,0.8383086247685082,0.5558487718957212,0.35299466649989353,0.5603741777519429,0.6344786988060036,0.46947627974108436,-0.5393672341307272,0.5084505426899651,0.5524719418838975,0.7958597987878182,0.7901281014272146,0.6535940901902131,0.3659425961922719,0.6285771187224591,-0.2272347509196569,0.4431409205911134,-0.1691711941444869,0.2858375968048873,0.34830920021856854,0.4116841657362633,0.804094343485118,0.3385097879489696,-0.12368751117029042,0.2713952020735567,0.763307347563428,-0.26993152348178145,-0.45906409470899306,0.31731708018602117,0.5620124404212634,0.46623705481341843,0.4072045114051268,0.716027927449613,0.17253550732055903,0.5657634289378771,0.5702651802035679
Thal_PuL_L,0.23348864186200063,0.6440156260447001,1.0,0.327706557707205,0.33010071448868394,0.4887418363934583,0.7755322074951454,-0.2841870251206995,-0.30177590202981563,-0.3276717284754127,0.41873407238053667,0.6779985920137354,0.7380454133936641,0.5307345326870112,0.4946734661865311,0.7084681781504287,-0.05741176958851847,0.3065693822637028,0.6549027901467173,0.77533594077225,0.7173935611549658,-0.38862626424161734,-0.17247481708213097,0.2981248295125135,0.03382162757026225,0.5169768128107003,0.3638445474794387,0.550307535665234,-0.25366700933974895,0.4141429256666996,0.7240301214568385,0.8604814236717738,0.1868395146934914,-0.34608941909853314,0.5012009937132303,0.4238763692288279,-0.03221596809606623,-0.1201485005244425,0.08783500885666108,0.500819219020897,0.6144827142327457,0.3971519891993948,0.6763980425144585,-0.025378107648187147,0.038248640677939,0.22718475477117958,0.7513464108047572,0.8736910485842598,0.24390523838230932,0.6246652713777365,0.23888499330595775,-0.28158099283658705,0.47814205027724077,0.37609510378234345,0.05821433829792177,0.6027403126435804,0.039707142695686135,-0.3042976229992511,0.3453778951947997,0.7164015257467666,0.5902368588999393,0.08922447095897616,0.09462181261764599,0.4421362561248508,0.4506468649896385,0.4895672139886914,0.6679935102740661,0.187898044665287,0.4723544762160274,0.26898270028649257,0.5475270300058217,-0.28540249111856564,0.540084045752261,0.3703598985778471,0.7345218083676023,0.6536734600831968,0.3886368503513874,0.44991895220121175,0.522209718486953,-0.02302666947904819,0.41249960509234973,0.2351280514917353,0.2546622072709148,0.43426011844819146,0.34612391957540595,0.30398317641153555,0.5763338885569106,0.4272420337464567,0.6648855736023936,0.4732160147293939,0.23714441095763966,-0.002239879939458387,0.49076293835799234,0.7896819364238129,0.23483861878286336,0.2629025632057205,0.4006449648116728,0.07877074457800542,0.37235834814095914,0.265928353715115
Lingual_R,0.11972082255215744,-0.0858811524330333,0.327706557707205,1.0,-0.17577278256535114,0.5222584436605296,0.25600028229027433,0.28196361787446483,0.33835277488684024,0.17739650243512076,-0.0798758834157952,-0.03716985039258894,0.47330032578929004,0.15566134884744717,0.5351675820210051,-0.0656513900226932,0.5154533464309897,-0.26128805810015404,0.40054535003603947,0.3036905516560479,0.39868945139442796,0.3921801218729373,0.044965626161746854,-0.20921404744572625,-0.26562543203670946,-0.051871059158097164,0.08036611492424035,0.7432849194013886,0.3492164938726674,-0.11348785816716732,0.10307982438656173,0.3540225884780537,-0.2699986146842153,0.30135098229676666,0.007089853474179623,-0.12214147685529633,0.4006577283316012,0.17634157145237275,0.44512511201211685,-0.1800375344185203,0.027716013169072466,0.22145769201293988,-0.05111406407602469,0.6392691171962946,0.4434052219733377,0.004288471113811963,0.3232220271454208,0.16864280207614632,0.5725223674126744,0.5800215066865493,-0.2508142889369305,0.33221048861431884,0.2953122624256121,0.14274358336036702,0.6442394878577392,0.11727015124229918,0.45598115455718635,0.36949541445614514,0.22939575760474484,0.20330833949911398,0.05344371850420519,0.15673121660396538,-0.005801093379083643,0.10427146414831626,-0.07151738186912134,-0.15776920409843317,0.503286909371889,0.027027779037539112,0.09481052479169473,-0.1480783650168546,0.41493005552914863,0.1446775508412606,0.19508095519820937,0.11273076030007836,0.009804487462922153,-0.04055657604859208,-0.03494503271756821,0.4565242884700754,-0.10090375375179234,0.16955510305832802,0.2099292731511979,0.898407264178689,0.3927134052333373,0.19207542752847068,-0.057347122351810685,-0.22571088782193796,0.4956892118086477,0.46731693421358295,0.5158609132577788,-0.0938808913253093,0.7838804355072216,0.39263515551985545,0.5673208735670191,0.3006852412398831,-0.2381476406008559,0.1488821792546816,-0.08084242561654117,0.2116641959037727,-0.03456745721300278,-0.10144374551420535
Frontal_Inf_Orb_2_R,0.11660201243284796,0.7825697752491622,0.33010071448868394,-0.17577278256535114,1.0,0.469494378186481,0.5941685157060768,-0.7161226459013416,-0.4232844751071725,-0.7006749511903877,0.6141118043233221,0.7876897870488803,0.17849047268203766,0.32600058544338506,-0.2113238834406798,0.7645948054967286,-0.2979934173620322,0.9195309190802965,0.4206413460643209,0.30740541580332403,0.5633105531494609,-0.5563132241791848,-0.5698777289649173,0.9273790541556461,0.4054254714108464,0.6704309385316027,0.8369141326566703,0.11217177995890681,-0.5632790089829386,0.8176223424608215,0.7417270367686206,0.09742183837979843,0.8663584073287057,-0.4036323945804243,0.5225050591898476,0.6006475566620109,-0.7628937705823515,-0.21316629580306792,-0.7201585394907172,0.5478010277490225,0.8090439300330485,0.4790357017897931,0.7205376680945503,-0.5679182056272528,-0.45644516516015404,0.25092538020312716,0.37733855926172666,0.6443561089208437,-0.1563807360336232,0.3557673857457152,0.9252324721503575,-0.6822442185086893,0.23518478643137328,0.049805072872649556,-0.35452088879537014,0.10529313283699572,-0.3000734441223491,-0.5353837250873855,0.04366100205503094,0.5868613727938988,0.4895932927849796,0.5159833412020121,0.18418826683087666,0.31774831333262943,0.6810611015167204,0.8262581769603988,0.4861169166637849,0.48797438159752926,0.6107929101228916,0.7763369350081692,0.19136849323914712,-0.6646769878345099,0.42845295072399064,0.491138502020902,0.42345120724637136,0.5656783447474039,0.8323774387583637,0.14471186703873834,0.34740606269161234,-0.5933521462314907,0.49853761416386977,-0.2524989192366767,0.46962712565764975,0.3373535943506127,0.33737520668622795,0.9412945057382761,0.005784782081934005,-0.3387546696403425,0.14508024357009225,0.8013568542572801,-0.47262531436482436,-0.7082981769421771,0.14914660568404886,0.2826209912594538,0.528678812528528,0.135904773836424,0.7761740471383959,0.04513825417409853,0.7253432321159209,0.5902612579827705
Rolandic_Oper_L,0.2986677514684758,0.5446203421079443,0.4887418363934583,0.5222584436605296,0.469494378186481,1.0,0.6893974580351622,-0.3261377900964984,-0.003139345361411053,-0.4026593623796015,0.42505335929659926,0.5660935427367926,0.4788531793576961,0.16989662193470495,0.1334288161398872,0.5102152183632143,0.2064751455972843,0.3695541841124985,0.7372199824644893,0.5484642446141663,0.7507913242350638,-0.04341204264813941,-0.24067836941928406,0.44000623614390433,-0.019062734942676175,0.46678824761705817,0.4729194044589541,0.47446566486194636,-0.027861607241908764,0.47311000728138414,0.5461934022556901,0.4059991814498744,0.3838075714900284,0.05686380631250565,0.3295216528073524,0.1555498390086246,-0.2475557483544756,0.19277993560659235,-0.13634702183941871,0.20932318910344822,0.5601844300648843,0.40928367396057214,0.4253121397221025,-0.039296667920818366,0.06392050343833797,0.11010435239432041,0.5633437221511676,0.6096712193641588,0.5973280105872265,0.6865325517561992,0.40525488021249845,-0.1966760618025658,0.36517816470229947,0.13867896236656307,0.1389832038928375,0.3312146089949359,0.24192067311241056,-0.06756696854661687,0.10557152231788637,0.49300379430871544,0.44117249325886293,0.6107975881246468,0.14150498437579376,0.3230276651636077,0.267413064921277,0.47331604290285845,0.7056494596475217,0.2384283332353858,0.3683457783753426,0.27378103681974314,0.5638981496138937,-0.3526594292148234,0.3693337468818668,0.39671142264648535,0.4231615238817166,0.3366073553045725,0.3628554721947534,0.5075227998127886,0.1523484430157274,-0.0992984868272198,0.4306333314859296,0.39529966000496675,0.5365104529240796,0.2683700982110026,0.21458169500721125,0.49217665235351515,0.5220404330329041,-0.004379307956328348,0.46519801662567273,0.5367576443216922,0.2386963891068894,-0.24553865861400268,0.46666028386033764,0.4107201865626899,0.16834139331471115,0.5448232779715473,0.4378678697471247,0.36043947500223256,0.2284056985362344,0.16625782223779326
Caudate_R,0.1513502342099503,0.7347132664200736,0.7755322074951454,0.25600028229027433,0.5941685157060768,0.6893974580351622,1.0,-0.5090224527751078,-0.30531540223696685,-0.5542043396326113,0.5013561382773318,0.85524074974929,0.6599076132348171,0.4514775924722136,0.3064453326119106,0.764779843437536,-0.12564920796556406,0.59299931658842,0.7151830248809795,0.7721928018542515,0.7824194237733861,-0.49522481822260805,-0.4128775960383558,0.5987337220426043,0.014076630064823658,0.6631334410061098,0.6138305486803773,0.43706834390697524,-0.39606990111333235,0.6478131909422272,0.7834409604740745,0.7295528266874356,0.48208368986062616,-0.3680196205454345,0.5542050039123726,0.47991328738478234,-0.2941046587577507,-0.17171625861125833,-0.17451098958070277,0.5425985836454529,0.7569988309571688,0.47835749354184265,0.7558298036905545,-0.14602715993076146,-0.009550413254652683,0.1541002764231515,0.7562483234534672,0.8853049180780279,0.19314657665661902,0.6352362045274209,0.5498225441701259,-0.4359420552272754,0.47132144026564365,0.35382793791336004,-0.010670533826835074,0.584419063878774,-0.020799532306168347,-0.4216927580953829,0.25040022591164307,0.7257992878276203,0.6695744231240964,0.42513176175727563,0.14855203546248225,0.46062227129476746,0.5487577463580122,0.6943309380521007,0.7681927028027673,0.40642778219193476,0.6519593924472239,0.46183528494068815,0.5771550234596361,-0.5471674580431427,0.5344363021377968,0.499457223855567,0.725405614037289,0.6591530478914196,0.571067700305334,0.5067436737267866,0.4623403547786297,-0.2728607285505243,0.5148349672779025,0.13903166887909785,0.4862260675194124,0.44537504560021746,0.3804114484953351,0.5643245150175341,0.5591884572331772,0.11757644790697004,0.5894813509002036,0.6874903380973576,0.09469668564154371,-0.2724447322046283,0.42883406510197647,0.6772144117326657,0.28922245102807725,0.3153407509321952,0.638195637530899,0.18558551499879972,0.5255419512060122,0.28628660327290545
Parietal_Sup_L,-0.06042430371203841,-0.6266564032314551,-0.2841870251206995,0.28196361787446483,-0.7161226459013416,-0.3261377900964984,-0.5090224527751078,1.0,0.520966602528981,0.9842765885060173,-0.5677455120260809,-0.663244683364574,-0.32429626904220193,-0.49801728905708315,0.10309067925733109,-0.6822639606894967,0.42367649318546274,-0.7611138464944794,-0.3694122056017463,-0.2857533403112414,-0.40923197565418634,0.8481551241464048,0.45803243366195995,-0.770202199171061,-0.07165125344925113,-0.6988487698953019,-0.640425989826507,-0.13442087871931552,0.716806544922514,-0.8245329212616819,-0.7466645993625527,-0.07356460879013492,-0.7745736629436627,0.7025808208683982,-0.7668507600084913,-0.6132626442053789,0.8856439236953162,0.3888545695722144,0.8435281571152122,-0.4336239807403499,-0.850258361388648,-0.6746075857859696,-0.6523350001081767,0.5850467819419573,0.09748088075807004,-0.09689247290058832,-0.40730878308163243,-0.6538738867523514,0.3513023855981782,-0.43602468250566717,-0.6798702398753688,0.9577351178062287,-0.5914485823962291,-0.11076425335925268,0.13355282906428653,0.01348970779299833,0.2768350241949112,0.8852408314554845,-0.3820153165244156,-0.5232873254864049,-0.5345864403662108,-0.1696615449061855,-0.09022242261876075,-0.716146681333678,-0.5594063085123961,-0.8190217276823767,-0.43703518103926187,-0.3055880637175763,-0.3502010269109579,-0.5149247764998848,0.0023691573399371034,0.6046909573681776,-0.6879122193324215,-0.12336637858764343,-0.32615941205675325,-0.44882258381126744,-0.6463712525307541,-0.06602968281556135,-0.30204429107122466,0.6778098456086156,-0.7011083775300126,0.27400332363834684,-0.34326922031495627,-0.6552832256610577,-0.6361460142868863,-0.7436706377984933,0.10781916854703154,0.359088026415529,-0.004518411448545239,-0.8507725581980441,0.581782720591726,0.7835025609289721,-0.22959413208129484,-0.0827034927577694,-0.6091433392109373,-0.0007176331927862776,-0.7927650991514983,0.14726393065711887,-0.5006652520093601,-0.295225247298851
Cerebellum_Crus2_L,-0.24916929431767423,-0.487322408539345,-0.30177590202981563,0.33835277488684024,-0.4232844751071725,-0.003139345361411053,-0.30531540223696685,0.520966602528981,1.0,0.45026706327679616,-0.4550877316473309,-0.5462795831616779,-0.3629366719067362,-0.5657944514417012,-0.19645291928365302,-0.5898124252431489,0.5759699669273797,-0.4904506806044905,-0.28450058242014126,-0.30354439509832465,-0.36559535889801287,0.5330309223347224,0.2885783055108692,-0.3986091687133867,-0.39627732990407993,-0.6266075034067539,-0.30759955366765224,-0.12554541828363183,0.25759342868641344,-0.38841551422965026,-0.5280567150010667,-0.2549646632469236,-0.40044689333647054,0.4257018246895334,-0.6273197493859048,-0.6432785881011771,0.38775601588905195,0.09386586407024596,0.42988707961388556,-0.5698052422915251,-0.4898134135221031,-0.4071027278903439,-0.6155006037280973,0.5678565488877413,0.3839581124483264,-0.2808999308497352,-0.4108735943606949,-0.4380570210336956,0.13401704689358288,-0.20210795593445055,-0.38123662447186346,0.5179769876860462,-0.4407896966552335,-0.45977589779652867,0.25277901014611925,-0.22513790645557927,0.4413723859799202,0.46697440094271647,-0.3778673265060541,-0.5278058401030141,-0.4981333891064858,0.032779750653947955,0.03406551463975167,-0.48375560839120246,-0.5907199423336628,-0.6187073749105907,-0.3571524573556908,-0.15437348957093391,-0.35973727545132145,-0.4922535923600215,-0.21439718066940835,0.3728498602964731,-0.5425088309515025,-0.3221671639542908,-0.4467931615985553,-0.6016982789981298,-0.3895325853143944,-0.26589932127770805,-0.5865390989960072,0.12714978487639342,-0.31604083479755923,0.21788839610026917,0.15310568441868985,-0.4194237169274396,-0.632161403087963,-0.4542740911598921,-0.12317027571235793,-0.02431244183002876,-0.05223808597935232,-0.4654527936150659,0.402202204988499,0.23860382287348492,-0.2330355417811031,-0.28377231647189427,-0.34034758333105464,-0.08756651770666946,-0.41995327859963977,-0.0683865329687403,-0.36528526105455505,-0.5602509006598277
Parietal_Sup_R,-0.062458976045883775,-0.6137230103747802,-0.3276717284754127,0.17739650243512076,-0.7006749511903877,-0.4026593623796015,-0.5542043396326113,0.9842765885060173,0.45026706327679616,1.0,-0.5583397641506858,-0.6488067062980499,-0.34825325036888904,-0.4756816145083738,0.07769078539419466,-0.6552119151812292,0.3082893650344996,-0.7301679239661718,-0.4212104519265501,-0.3251968559148768,-0.43798915687296647,0.8253526852574928,0.4540509848135168,-0.7630632822907366,0.030354721216165264,-0.6838809971183121,-0.6356554047851679,-0.18735825461422212,0.7088591253306292,-0.8401325542940459,-0.7624839396875817,-0.09348948551464298,-0.7532857233648269,0.7107605165157346,-0.7366215131927467,-0.5391909030679534,0.858185991545002,0.38308585750031365,0.7796799886653086,-0.35790195147288834,-0.8692256080518085,-0.7053081087727104,-0.613967081091161,0.49259394572047077,0.02486635970115242,-0.0511491829315606,-0.4560303358696526,-0.6902848280685429,0.29775617080342365,-0.5024016896075167,-0.6442730699590248,0.9297748720884349,-0.6004818452644907,-0.07341853026845713,0.06487534103048646,0.024210522983871274,0.1680005404150943,0.8752995994764496,-0.3751404707483774,-0.5048223506460959,-0.5469252405859654,-0.2000505283909706,-0.08339313874989032,-0.7322427412314584,-0.49334238035997585,-0.8021300121603048,-0.4692558313286622,-0.2743333762500118,-0.3196987629815361,-0.4481237222568951,-0.020641498039788528,0.5928183764164607,-0.6968506556177864,-0.08195236477973836,-0.300981481427996,-0.3922814789117528,-0.6191000881137056,-0.06228644028332536,-0.22417005600840156,0.7062708636287915,-0.7533364999982152,0.20821667881184225,-0.4241251581988946,-0.6768023649830913,-0.5919496429018005,-0.7172539652381941,0.05630293936132456,0.3588954311185987,-0.06695667337755361,-0.869778262613237,0.4983385086961053,0.7970856612609757,-0.26969460329956746,-0.0898301417554659,-0.5952335338000558,-0.037159313790533374,-0.803399210139034,0.15223554087994706,-0.45700788836649775,-0.2107652405698842
