,Angular_L,Vermis_7,Temporal_Pole_Mid_R,Cerebellum_Crus1_R,Calcarine_R,Thal_MDl_L,Frontal_Mid_2_L,Lingual_R,Cerebellum_6_L,ACC_sup_R,Parietal_Inf_R,ACC_sub_L,Vermis_4_5,Cerebellum_3_L,Postcentral_R,Cingulate_Mid_L,Thal_PuI_R,Thal_VPL_L,Vermis_9,Precuneus_L,Parietal_Inf_L,Caudate_R,SN_pc_R,OFCant_R,Precuneus_R,Rolandic_Oper_R,Olfactory_R,Cerebellum_10_R,Amygdala_R,OFCant_L,Cerebellum_4_5_R,Cerebellum_8_L,Fusiform_L,Occipital_Mid_L,Thal_VL_L,Heschl_L,Cerebellum_3_R,Thal_AV_L,OFCmed_L,Rectus_R
Parietal_Inf_R,0.8393070906827571,0.1730244576537762,-0.31845942009153744,-0.3915354647102998,0.6470590077139038,-0.50468741200048,0.48918436549776334,0.33221048861431884,-0.34200454997273316,0.11791060148569064,1.0,-0.7386381432801836,-0.48505535196446165,-0.21588790252780887,0.9316254249611331,0.15247114051029628,0.2885612517569277,-0.6654501775410333,0.2229621699157226,0.8276212060189929,0.9440690750155377,-0.4359420552272754,-0.061615001856073395,0.5950117270042867,0.8431454105621946,0.48390658309358514,-0.7602913454137532,-0.702643486668593,-0.572288338575632,0.4524561944071054,-0.26321784365717166,-0.6775770255469009,-0.3944605227454967,0.8404061444771523,-0.6361046229875811,-0.8285414874518513,0.1014297610936049,-0.18283184208711972,-0.7432475284386711,0.4543239405458275
ACC_sub_L,-0.742736545740567,-0.39602956206100975,0.42888797221366554,0.09373946043020505,-0.5970643140428852,0.4943636053897917,-0.34039451485416844,-0.26128805810015404,0.048317407673880895,-0.006034089984835406,-0.7386381432801836,1.0,0.5165783751877608,0.10895185470585586,-0.6126513386886862,0.1652737238623406,-0.2789200518272729,0.7801534252598001,-0.49001710155484285,-0.6135213093542649,-0.7252790540601703,0.59299931658842,0.07238154548659873,-0.7015011975690739,-0.6058230085302255,-0.2957156267027928,0.9275640683138136,0.6683909200664598,0.7472841090321195,-0.6205799425752897,0.2817438790902924,0.4926544985520803,0.3211754059223348,-0.781200993424787,0.7634687613604734,0.826843812641085,-0.031532385101983036,0.31250198902138515,0.9038077204495847,-0.4938780744271356
Vermis_4_5,-0.3639372164024043,-0.06402198813085189,0.38497178536675436,0.501850210591202,0.11453732836226939,0.6453919227526094,0.02380623776848234,0.4661614088518442,0.5862941776527351,0.34339161824050185,-0.48505535196446165,0.5165783751877608,1.0,0.7078539353299996,-0.33136004923466067,0.5641043734088899,0.2665166496691665,0.7391905949578247,0.06554514407247783,-0.014598985130082677,-0.38188129601358806,0.6958581179529992,0.16601284065306995,-0.4818934783392526,-0.05447835800672607,0.34259297647873443,0.5663695860729454,0.5830659609563973,0.6421953877381062,-0.3754581586497749,0.8810975393050952,0.6078314712631278,0.8534680547373926,-0.3479732610332833,0.7240128714459063,0.7526460539625033,0.5079450608514877,0.34494897447138506,0.4609179947243884,-0.12814366669349891
Cerebellum_3_L,-0.0434287758770497,0.17569868587733053,0.21381089112634052,0.45550794380741333,0.34199937385044116,0.43519184980186265,0.04644740182948303,0.5673208735670191,0.6230320289483555,0.19479538620597048,-0.21588790252780887,0.10895185470585586,0.7078539353299996,1.0,-0.16395567384971893,0.3397727520948125,0.4048343174617683,0.4284836484906802,0.3532743713947793,0.15595920074491987,-0.14504289475018187,0.42883406510197647,0.1865002131565961,-0.23937659906733916,0.1571945434001289,0.3063048202125502,0.20285666835965285,0.32399253060053534,0.3527343687496092,-0.1716411683938854,0.7664705767368667,0.47179301272415386,0.767089334990476,-0.011276698370337911,0.4179721554225138,0.43795551771706814,0.6662423928782701,0.21970208415215262,0.0999248479639757,0.0998697057341431
Postcentral_R,0.6793368897407702,0.16078057798638776,-0.22313373717725235,-0.3282810567198436,0.6313229582348654,-0.4665789314570892,0.6218655911148001,0.36949541445614514,-0.3484920066033316,0.1764265888282215,0.9316254249611331,-0.6126513386886862,-0.33136004923466067,-0.16395567384971893,1.0,0.2381673241382344,0.21115841520828502,-0.552311337917748,0.14947740940173507,0.8217302232813749,0.8337417271589814,-0.4216927580953829,-0.0591957724097539,0.532022209491662,0.8043961164664298,0.5729054393528383,-0.6397456810760169,-0.6267415941784021,-0.4127761538699704,0.37396447116090414,-0.08607071039418093,-0.667460373930944,-0.35352688860668824,0.7289895272647376,-0.5136374741655547,-0.7477558923364093,0.13860625089295608,-0.08322483326393856,-0.63687845753114,0.47924721368563206
Cingulate_Mid_L,0.20959541997445294,0.16131623727274907,0.09822136742965883,0.2622469993129988,0.44207306001640095,0.46318503058949545,0.41264234559779506,0.41493005552914863,0.3290024466140881,0.44162102401232917,0.15247114051029628,0.1652737238623406,0.5641043734088899,0.3397727520948125,0.2381673241382344,1.0,0.5200729920730487,0.468165130599983,-0.04900992986027836,0.4469895857069678,0.2865658899004837,0.5771550234596361,0.163981137572316,-0.17262717246000983,0.5029879890065891,0.6019568607975971,0.21663698526303618,0.2582260940436585,0.4375512978780299,-0.14281209957171595,0.5374946646102033,0.12430797166218606,0.4210701998048937,0.15727601346392447,0.531913156911697,0.2504405528340993,0.2952003413930998,0.5742817796348391,0.03247985879816536,0.20790797588107118
Thal_PuI_R,0.6328797274007909,0.2714929907687706,0.10957903589897401,0.2044290849008092,0.6935781216277608,0.19400334805304423,0.0785657000372026,0.5760623803010037,0.3135973577007063,0.1601584912966689,0.2885612517569277,-0.2789200518272729,0.2665166496691665,0.4048343174617683,0.21115841520828502,0.5200729920730487,1.0,0.19106349298396744,0.3508479887365596,0.4531680826153853,0.48801785449806595,0.4517415647207505,0.10480497381553303,0.13710361047659353,0.5411010224430844,0.40267551332977725,-0.11019357433917014,-0.12627860438483554,0.06932206326148545,0.1664019641971011,0.2994717524341169,-0.017124592616702967,0.39751659037331244,0.5964091179128351,0.22355724408818,0.020729049406288575,0.3723703888733092,0.2588267148808984,-0.35387679561265933,0.20674900558534384
Thal_VPL_L,-0.49567907282218987,-0.11338424952354126,0.27394387232018136,0.29615669166668074,-0.30172714942488743,0.7013408272457872,-0.1192488613610238,-0.0656513900226932,0.3827211062729691,0.2744113787362974,-0.6654501775410333,0.7801534252598001,0.7391905949578247,0.4284836484906802,-0.552311337917748,0.468165130599983,0.19106349298396744,1.0,-0.3989981997720636,-0.4141012322448588,-0.5441265011939864,0.764779843437536,0.1698516020044516,-0.6234807925297565,-0.32999011488342805,0.004266239863861684,0.8577441802488716,0.7771992499660834,0.8136047118446965,-0.4494000365382668,0.5346931551175133,0.49578840790000894,0.5862534625578975,-0.575275916966213,0.9605357811021554,0.8587179092240019,0.1252584373857159,0.5675231047011922,0.6916287482768992,-0.24295462239534196
Vermis_9,0.3902355340256213,0.14469356960884225,0.28720842605947405,0.3715410887511943,0.6179324297156039,-0.02133109400171032,0.018970213850241894,0.7009323205065302,0.2903847289106113,-0.06780999230069834,0.2229621699157226,-0.49001710155484285,0.06554514407247783,0.3532743713947793,0.14947740940173507,-0.04900992986027836,0.3508479887365596,-0.3989981997720636,1.0,0.41213309074043547,0.29032783044009586,-0.026813456304208897,-0.1664863647794824,0.3028813512369915,0.3022352190224327,0.24131089868641023,-0.4851983868242824,-0.46158513844819,-0.4104916201387685,0.16594190402542014,0.21354653388895403,0.30612135712413924,0.3167873763454445,0.4947054326326857,-0.3766469663970818,-0.14405899570945405,0.4974647475771827,-0.4108684004091117,-0.4506830536094847,0.024240832557945832
Precuneus_L,0.768309026967076,0.25617192297474844,-0.17168289035331447,-0.01194064693424379,0.8423980389864559,-0.1410657793499667,0.5257138033342729,0.6411009091359775,0.04447757793568408,0.2494440972337366,0.8276212060189929,-0.6135213093542649,-0.014598985130082677,0.15595920074491987,0.8217302232813749,0.4469895857069678,0.4531680826153853,-0.4141012322448588,0.41213309074043547,1.0,0.84414154651547,-0.13230956946594924,-0.037798912879142776,0.39219134997969396,0.9502396717977778,0.6998847235728667,-0.6018876586814402,-0.4618121816157548,-0.31704709696206596,0.2818017007763928,0.18974254113263883,-0.3622413824628549,0.006976760487936598,0.8028069681475315,-0.3574942973265512,-0.5396503420225267,0.3554286664328899,-0.018629205094216287,-0.6645823396898901,0.49219853405255826
Parietal_Inf_L,0.9263359454869955,0.19493456343232002,-0.2606398405211638,-0.3070875637598733,0.7076596068798735,-0.3332007398634673,0.47707615365809863,0.3834367783524897,-0.2379386514927543,0.2064256652386001,0.9440690750155377,-0.7252790540601703,-0.38188129601358806,-0.14504289475018187,0.8337417271589814,0.2865658899004837,0.48801785449806595,-0.5441265011939864,0.29032783044009586,0.84414154651547,1.0,-0.2263534380397736,-0.030547768445812463,0.5331138487826239,0.8873932698184268,0.5408204431438505,-0.7106478558263235,-0.6600833161090588,-0.5389152171060828,0.4480834502301791,-0.22640875342934907,-0.5869434589645068,-0.2649165173276024,0.8796691818555071,-0.5190685380450879,-0.7177015038908792,0.15654171538293551,-0.13605063305977486,-0.7509784641184175,0.39970887246285436
Caudate_R,-0.1524385371646318,-0.23780133570154258,0.4862260675194124,0.25040022591164307,0.011063362863796318,0.6695744231240964,-0.17171625861125833,0.25600028229027433,0.3127741234770485,0.3153407509321952,-0.4359420552272754,0.59299931658842,0.6958581179529992,0.42883406510197647,-0.4216927580953829,0.5771550234596361,0.4517415647207505,0.764779843437536,-0.026813456304208897,-0.13230956946594924,-0.2263534380397736,1.0,0.14855203546248225,-0.5471674580431427,-0.08624918371275545,0.19314657665661902,0.6471474938367862,0.42456229696457026,0.5487577463580122,-0.4128775960383558,0.4536310246221809,0.5148349672779025,0.6352362045274209,-0.2588806576272606,0.7558298036905545,0.7569988309571688,0.3636328968532879,0.2982585843003156,0.48208368986062616,-0.35506418225984004
SN_pc_R,-0.058500101231536455,0.0011400334519163862,0.07907160110146574,-0.03006973455616592,-0.05372247551106697,0.17891131335156235,0.12749665609087382,-0.005801093379083643,0.0587371327641901,0.12063258186911485,-0.061615001856073395,0.07238154548659873,0.16601284065306995,0.1865002131565961,-0.0591957724097539,0.163981137572316,0.10480497381553303,0.1698516020044516,-0.1664863647794824,-0.037798912879142776,-0.030547768445812463,0.14855203546248225,1.0,-0.06970407459925788,0.026900543718926456,0.025994798055558405,0.13453496657058603,0.1729691135197627,0.13384710176503684,0.02108564256749598,0.10241277029152666,0.11024114995189271,0.1401207613904715,-0.13715224422417846,0.1874641698842687,0.08260644797481329,0.09747945366044004,0.14588531512279834,0.07749907859170181,-0.05546889167776489
OFCant_R,0.4936549665489497,0.2167759360885824,-0.293338902880206,-0.1723425442277667,0.39429438591422583,-0.3517773590873573,0.35876369335147623,0.1446775508412606,-0.17740565237757933,0.060071028166519255,0.5950117270042867,-0.7015011975690739,-0.4818934783392526,-0.23937659906733916,0.532022209491662,-0.17262717246000983,0.13710361047659353,-0.6234807925297565,0.3028813512369915,0.39219134997969396,0.5331138487826239,-0.5471674580431427,-0.06970407459925788,1.0,0.38568814183462263,0.24858513879521946,-0.709062481344541,-0.5491335543429705,-0.5948219957376243,0.8709388867531959,-0.27517793336669355,-0.40030984647492357,-0.3122171258878557,0.5428588936168882,-0.6168307478508519,-0.6838228524308242,-0.007978358087999158,-0.2552185613258683,-0.6445042868581484,0.2990908724300444
Precuneus_R,0.8362155123658275,0.33668885149687033,-0.24710206874662757,-0.0871667572085569,0.8274620461607209,-0.1277772474285066,0.5423298480312313,0.5526336348821768,0.042068495025251416,0.2900436929704949,0.8431454105621946,-0.6058230085302255,-0.05447835800672607,0.1571945434001289,0.8043961164664298,0.5029879890065891,0.5411010224430844,-0.32999011488342805,0.3022352190224327,0.9502396717977778,0.8873932698184268,-0.08624918371275545,0.026900543718926456,0.38568814183462263,1.0,0.6836367432765442,-0.5801902498251125,-0.41389707913870877,-0.2714199994443505,0.31951822859087153,0.13773249804329343,-0.428267557946402,0.0025258074725199847,0.825847517152034,-0.28652240888809544,-0.5535779430311137,0.2766094270595441,0.08961839486913557,-0.6641609162341326,0.5547398924142194
Rolandic_Oper_R,0.4103865479866005,0.02833866248235236,-0.024711064339910015,0.007483282284270771,0.5819888581050585,0.13930659155422062,0.6829486994946933,0.5725223674126744,0.09988844341363488,0.7249207367657827,0.48390658309358514,-0.2957156267027928,0.34259297647873443,0.3063048202125502,0.5729054393528383,0.6019568607975971,0.40267551332977725,0.004266239863861684,0.24131089868641023,0.6998847235728667,0.5408204431438505,0.19314657665661902,0.025994798055558405,0.24858513879521946,0.6836367432765442,1.0,-0.31094621932670446,-0.19942794094557484,-0.1507717140842556,0.25887130614204856,0.4191291414408332,-0.11995226881190611,0.3120829366224135,0.37477016227800664,-0.045672083826472,-0.15853396584942817,0.5402942560098609,0.006377667823084458,-0.33962667252107265,0.29473729319830894
Olfactory_R,-0.6858291613162718,-0.27333354084236283,0.38269441520495334,0.21144840644088475,-0.5214136996677307,0.5445149660469232,-0.3679936843895197,-0.24472020749915466,0.17507539869682684,-0.042483680907969584,-0.7602913454137532,0.9275640683138136,0.5663695860729454,0.20285666835965285,-0.6397456810760169,0.21663698526303618,-0.11019357433917014,0.8577441802488716,-0.4851983868242824,-0.6018876586814402,-0.7106478558263235,0.6471474938367862,0.13453496657058603,-0.709062481344541,-0.5801902498251125,-0.31094621932670446,1.0,0.7471324601946688,0.8306353575644355,-0.5916579583370203,0.33992568262347583,0.5044855274540815,0.3577629406415521,-0.723007555605909,0.8604784550903903,0.8543004466781026,-0.04821340818287016,0.44636185036325193,0.8482218074167893,-0.43585025644756076
Cerebellum_10_R,-0.6250318914294339,0.15149852246992174,-0.04502132247760554,0.47949465262394586,-0.4160546795693568,0.6450428156932639,-0.19573748815049524,-0.3130994741386433,0.5764872841538579,0.08319260140207138,-0.702643486668593,0.6683909200664598,0.5830659609563973,0.32399253060053534,-0.6267415941784021,0.2582260940436585,-0.12627860438483554,0.7771992499660834,-0.46158513844819,-0.4618121816157548,-0.6600833161090588,0.42456229696457026,0.1729691135197627,-0.5491335543429705,-0.41389707913870877,-0.19942794094557484,0.7471324601946688,1.0,0.8134513927451895,-0.4153834957895577,0.48484376961074105,0.4875620411671962,0.41171082371602563,-0.6609405092277507,0.8033212227798997,0.6817711113748749,-0.16489145792656956,0.6345771519550566,0.5833017900019426,-0.0414542351504447
Amygdala_R,-0.5171440583675981,0.17030085888800678,0.20844822510665964,0.4488219296894167,-0.18115414916892592,0.5275911621622182,-0.19638971307040812,-0.07151738186912134,0.44176086063555,-0.07164753796063038,-0.572288338575632,0.7472841090321195,0.6421953877381062,0.3527343687496092,-0.4127761538699704,0.4375512978780299,0.06932206326148545,0.8136047118446965,-0.4104916201387685,-0.31704709696206596,-0.5389152171060828,0.5487577463580122,0.13384710176503684,-0.5948219957376243,-0.2714199994443505,-0.1507717140842556,0.8306353575644355,0.8134513927451895,1.0,-0.5351579454962706,0.5932883707813073,0.37398974316749795,0.41081379994745487,-0.48625789009692694,0.8896232827145081,0.679533733856471,-0.09203472238158192,0.753128955296298,0.6105730962240954,0.013489526423678492
OFCant_L,0.4251476070077789,0.20559191873344804,-0.3457233811459344,-0.15509256818509606,0.27816253331690705,-0.23689643897215887,0.3479086767261903,0.044965626161746854,-0.08899116230560869,0.18827562358016628,0.4524561944071054,-0.6205799425752897,-0.3754581586497749,-0.1716411683938854,0.37396447116090414,-0.14281209957171595,0.1664019641971011,-0.4494000365382668,0.16594190402542014,0.2818017007763928,0.4480834502301791,-0.4128775960383558,0.02108564256749598,0.8709388867531959,0.31951822859087153,0.25887130614204856,-0.5916579583370203,-0.4153834957895577,-0.5351579454962706,1.0,-0.2745387063044945,-0.34053211435102126,-0.19429660049442127,0.42584170481995165,-0.4827414421175811,-0.5559447403381499,-0.03518060521103502,-0.1974403723946748,-0.5334971213620311,0.24263059795917766
Cerebellum_4_5_R,-0.2202498144219208,0.2029240651373489,0.27626951567745306,0.5921911889948188,0.34461676018409304,0.49596802331422907,0.16587734035922494,0.5802148889467915,0.6616793568934227,0.2566098949100316,-0.26321784365717166,0.2817438790902924,0.8810975393050952,0.7664705767368667,-0.08607071039418093,0.5374946646102033,0.2994717524341169,0.5346931551175133,0.21354653388895403,0.18974254113263883,-0.22640875342934907,0.4536310246221809,0.10241277029152666,-0.27517793336669355,0.13773249804329343,0.4191291414408332,0.33992568262347583,0.48484376961074105,0.5932883707813073,-0.2745387063044945,1.0,0.46503069560238836,0.7787974891422901,-0.1366725664977026,0.56222828775699,0.5050597326429136,0.5382761773809757,0.4106392713285774,0.2029393155399323,0.18778924608357378
Cerebellum_8_L,-0.5007294698517702,-0.17276903195775384,0.5171964320713293,0.5628420517269189,-0.18159395871473896,0.6032687489786979,-0.2722481231060527,0.2099292731511979,0.511095363421125,0.04500455516358931,-0.6775770255469009,0.4926544985520803,0.6078314712631278,0.47179301272415386,-0.667460373930944,0.12430797166218606,-0.017124592616702967,0.49578840790000894,0.30612135712413924,-0.3622413824628549,-0.5869434589645068,0.5148349672779025,0.11024114995189271,-0.40030984647492357,-0.428267557946402,-0.11995226881190611,0.5044855274540815,0.4875620411671962,0.37398974316749795,-0.34053211435102126,0.46503069560238836,1.0,0.6864892248152763,-0.48632754216196705,0.4733007439720027,0.7454439277696924,0.3455860681328513,0.02069610978975684,0.5349769191066173,-0.4863688964723926
Fusiform_L,-0.17208102149022894,-0.04190945787645852,0.43303975625950447,0.4568688405877511,0.22610074254539844,0.5686597610609442,-0.016830023190046676,0.5800215066865493,0.6377325621359528,0.34492880531973447,-0.3944605227454967,0.3211754059223348,0.8534680547373926,0.767089334990476,-0.35352688860668824,0.4210701998048937,0.39751659037331244,0.5862534625578975,0.3167873763454445,0.006976760487936598,-0.2649165173276024,0.6352362045274209,0.1401207613904715,-0.3122171258878557,0.0025258074725199847,0.3120829366224135,0.3577629406415521,0.41171082371602563,0.41081379994745487,-0.19429660049442127,0.7787974891422901,0.6864892248152763,1.0,-0.1785033179921472,0.5300058858093724,0.6562717085603446,0.6268295763460445,0.131626115970709,0.3467604911065292,-0.15140276244429404
Occipital_Mid_L,0.943472236288858,0.3437319562285968,-0.20761911805552502,-0.10476199088668789,0.840395394216123,-0.3746215947653242,0.23362924882431763,0.518198461563054,-0.062419413247248985,-0.07561881762168701,0.8404061444771523,-0.781200993424787,-0.3479732610332833,-0.011276698370337911,0.7289895272647376,0.15727601346392447,0.5964091179128351,-0.575275916966213,0.4947054326326857,0.8028069681475315,0.8796691818555071,-0.2588806576272606,-0.13715224422417846,0.5428588936168882,0.825847517152034,0.37477016227800664,-0.723007555605909,-0.6609405092277507,-0.48625789009692694,0.42584170481995165,-0.1366725664977026,-0.48632754216196705,-0.1785033179921472,1.0,-0.5158626365885216,-0.6784819404527287,0.14657156030519722,-0.13007547822000984,-0.8122444943694215,0.45752632732692006
Thal_VL_L,-0.4703114130879255,0.023392584569977098,0.25338377946313917,0.4117689228197899,-0.2140850177056553,0.7268165698642877,-0.14265073799865596,-0.05111406407602469,0.45204286770544533,0.14829647531249612,-0.6361046229875811,0.7634687613604734,0.7240128714459063,0.4179721554225138,-0.5136374741655547,0.531913156911697,0.22355724408818,0.9605357811021554,-0.3766469663970818,-0.3574942973265512,-0.5190685380450879,0.7558298036905545,0.1874641698842687,-0.6168307478508519,-0.28652240888809544,-0.045672083826472,0.8604784550903903,0.8033212227798997,0.8896232827145081,-0.4827414421175811,0.56222828775699,0.4733007439720027,0.5300058858093724,-0.5158626365885216,1.0,0.8169744213171374,0.05264246981806426,0.709738673976007,0.6250748424494345,-0.14730774882026143
