,Frontal_Inf_Tri_R,Parietal_Inf_R,SN_pc_R,Thal_IL_R,Parietal_Inf_L,Thal_PuA_L,Thal_PuM_L,Cerebellum_3_R,Cerebellum_Crus2_R,Frontal_Med_Orb_R,Pallidum_L,Cerebellum_6_L,Frontal_Inf_Oper_L,VTA_R,OFCmed_R,Amygdala_R,Thal_PuL_R,Precentral_L,Cingulate_Mid_L,Red_N_L,Calcarine_R,Thal_PuM_R,Angular_R,Raphe_D,ParaHippocampal_L,SupraMarginal_L,Cerebellum_4_5_R,Thal_LGN_R,Vermis_3,Frontal_Sup_2_R,Thal_PuI_L,Temporal_Mid_R,VTA_L,Fusiform_R,Frontal_Sup_2_L,Lingual_R,Frontal_Inf_Orb_2_R,Heschl_R,Thal_MDm_L,Amygdala_L,Cerebellum_4_5_L,Temporal_Inf_L,Frontal_Sup_Medial_L,SN_pr_L,Thal_AV_R,Vermis_9,ACC_pre_R,ACC_pre_L,Frontal_Mid_2_R,N_Acc_L,SupraMarginal_R,Red_N_R,ACC_sub_R,ParaHippocampal_R,Postcentral_R,Cerebellum_7b_R,Temporal_Pole_Sup_L,Cerebellum_8_L,Precuneus_R,Thal_VL_L,Thal_MDl_L,Frontal_Med_Orb_L,Vermis_8,Thal_MGN_R,Thal_PuA_R,Cingulate_Mid_R,Temporal_Inf_R,Cingulate_Post_L,Cerebellum_7b_L,Calcarine_L,Frontal_Inf_Tri_L,Fusiform_L,Vermis_7,ACC_sub_L,Cingulate_Post_R,Cerebellum_Crus2_L,Thal_LP_L,Frontal_Inf_Orb_2_L,Rolandic_Oper_L,Pallidum_R,SN_pr_R,Parietal_Sup_R,Cerebellum_3_L,Thal_IL_L,Insula_R
Frontal_Inf_Tri_R,1.0,0.2984035722743707,0.534756352262623,0.4086477923123565,0.35447674122613704,0.4467257178510936,0.4235518796703158,0.7311991057528747,0.2935968313315919,0.28133584508895987,0.5197530331805483,0.0014800615858424416,0.6204341422640343,0.39017850535371273,-0.02690571714176979,0.4702305186718192,-0.09431288328081074,0.5693878290159855,0.5811587320078034,0.4302256233096179,0.43618022985670607,0.20481631321332927,0.16862334230814577,0.0747933547735139,0.3011670933244553,0.2844872052699836,0.7513939488941486,0.18072401085931095,0.7298294553889255,0.6260193743289055,0.1653244715128736,0.2341471143062322,0.1576563818615191,0.5337384533180232,0.6177273488339206,0.44852445048648937,0.5360422370446914,0.4718191686852227,0.5738545107090511,-0.1116419753967792,0.7452625032486372,-0.013445659514402587,0.5251348595373535,0.3547410143862985,-0.15343738857676922,0.16813789371287924,0.6575234793785113,0.7370051876664702,0.753088305001891,0.4411959850256384,0.57340224581724,0.3076867657719087,0.19490979033960623,0.21230517195367363,0.5471479787573833,0.376217573758879,0.35832375994703847,0.09450908534966711,0.4467801434878488,0.6597645550329668,0.4871460064970404,0.08173680264834363,-0.23357042486572724,0.12972708316733916,0.12022364497886033,0.49233262251051724,0.3722556785086636,0.5440042917441746,0.3281965756124548,0.43295815123451525,0.7702120948352355,0.3054699892806424,-0.0477840591298642,0.28045848583208965,0.5508769244701474,0.2665311899558945,0.4611031287122199,0.5973944152901437,0.6378490819259443,0.2414390263510804,0.5676137306486071,0.11594906575485164,0.591182703288384,0.15897278225126762,0.7189376137154119
Parietal_Inf_R,0.2984035722743707,1.0,0.10579798905841913,0.34101139254944685,0.4068679683861778,0.3266421953003348,0.4354617657388704,0.30992240323281517,-0.029762879236258324,-0.10467077911255418,0.4038055552776826,0.2434373774702649,0.6006702070999587,-0.0389294469745221,-0.035519004488532575,-0.11846553847728794,-0.2328028024257637,0.25983516293576836,0.6478481843749129,0.08454625342910334,0.35861829658322303,0.4300563597341134,0.8264633946027403,0.2829349047065068,0.45716530189719945,0.36317810692153696,0.4977821490394538,0.16916909841030497,0.19109616037844313,0.7154802665380808,0.11669794572032191,-0.08733213831142125,-0.15204128666700356,0.44985834602748165,0.7886903579635091,0.310094002568142,0.21418821998374601,0.7479546021117369,0.34148558114449457,0.3300644474806259,0.5324159931066771,0.5034266639496436,0.43861747318275396,0.1357502877933197,0.2702367163424601,0.3253348286619424,0.1820817997654977,0.5314582100925275,0.355813380182631,0.20067586270987975,0.828785641735953,0.07153671631548135,-0.011503382765042236,0.06487233005915889,0.9033803704152581,0.4466684681827417,0.6408480685707156,0.14020768592525937,0.6639790148676256,0.2791685564764796,0.5074421035036296,0.019013917489615655,-0.1600888038554409,0.08627241895589925,0.4854501258787443,0.7020537658114703,0.17335449225237218,0.34087961821814955,0.2532592523904045,0.4358383647102815,0.6075513231007488,0.5304882480947309,0.0019071310282630788,0.08118495702898966,0.387957301573584,0.3202795094494928,0.30159269064002664,0.5072692750278484,0.39152701846619725,0.4071120520606134,0.2654118302882347,0.8957505121722393,0.1974361991896645,0.38735360773885497,0.4148596954421798
SN_pc_R,0.534756352262623,0.10579798905841913,1.0,0.3246888767951986,0.07202752775627067,0.4369090744976122,0.32483950677429113,0.3263185288335449,0.012839776509874501,0.34575393587143916,0.19790696296221333,-0.1771779764692588,0.3477150794207962,0.7841563509285456,-0.32112335239036094,0.3965877592257941,-0.08391511912020837,0.2984876883288312,0.40030812031259383,0.229297592918468,0.136957235606501,0.21588308847520613,-0.07314157944885163,-0.27505512352185135,-0.1262453205680583,0.09599025594399085,0.32879424551433656,-0.14016498799592503,0.5578147481498746,0.2621857585057267,0.025672213632390757,0.056195308703799005,0.40822083414032445,0.04774277548045312,0.31583931978068136,0.029194294265377924,0.10226389138228399,0.34107083907882807,0.3596357215612446,-0.1462406679927354,0.35333946618890816,-0.09064907939191573,0.2487110502004741,0.3461884942295666,-0.17600728800838256,-0.07320815338159158,0.5573611472756207,0.3893394584407059,0.3501923910435354,0.39435379296941914,0.2572728433460667,0.2677589129941298,-0.1691369881579026,0.14136580914818062,0.2743108055436216,0.07416632241222951,0.2542669184411299,-0.0430456732415047,0.12038987988431382,0.48773088930482567,0.4005942850495725,0.12267984929408206,0.0059279554943991175,0.06613666672194267,-0.17816671257798863,0.3570326780046141,0.11690175062068665,0.1581204256581864,-0.046190900189443274,0.19606908839388656,0.520322193372829,0.051134967809374356,0.24627297460606207,0.181882765856255,0.27196277177605366,-0.09858792366236567,0.47041728448012754,0.2666814276660599,0.4522210726985623,-0.14264056355727103,0.2611005234031583,-0.09938259140057604,0.4127441223295691,-0.18190340162496543,0.4529160869626277
Thal_IL_R,0.4086477923123565,0.34101139254944685,0.3246888767951986,1.0,0.10801596891183858,0.2945961204737531,0.42316235478723885,0.270142302732285,-0.01604942009117709,-0.11971351973841399,0.3573667380807817,-0.11427730130789816,0.29719902176623864,0.16489821971982843,-0.08754532928472575,0.061940077810537224,0.09477270147641,0.20594559221744727,0.33026739083864,-0.07968261881023408,-0.0073450494502458755,0.1065563788671886,0.12507778405884962,0.05938734952076705,0.37682835265136494,0.016092380548293227,0.24396127357420702,0.17393141536548873,0.31903875409851584,0.3906121953363531,0.24854790995193266,-0.1580390061375016,0.10462774315994254,0.18880460034567204,0.4083723176481542,0.061644260576454855,0.45019360744890646,0.3364182610330602,0.40101285717767543,-0.04449964543350587,0.30245153657813134,0.06854215598183831,0.33590538632451866,-0.11024212350199569,-0.07166519595530023,-0.06604500379305434,0.3888881277259289,0.46666747522548807,0.29099268199173245,0.0554801421452391,0.3984575703136238,0.43502558187118123,0.25918026247338494,0.2253053672427817,0.3585723871595578,0.22264250504241156,0.3328885324918904,-0.056236229858148704,0.15511407618199446,0.24720495032987116,0.2943783941649277,0.1497585008373615,-0.24171846703230554,0.19766883752326997,0.252597759704413,0.3697892475254267,-0.04645733478534433,0.1942264675042537,0.2555687589139149,0.0932679354593761,0.38938927950851887,0.11082389889258748,-0.10679577687504789,0.12378702731926985,0.2808718401581461,0.08470558472471111,0.3960362515149564,0.3683357567821298,0.15303927342569282,0.470671816104525,0.32565368734449174,0.20090733707547395,0.16088631918156762,0.3525875599355186,0.22406319543157105
Parietal_Inf_L,0.35447674122613704,0.4068679683861778,0.07202752775627067,0.10801596891183858,1.0,0.030276932121056845,0.08442410528091417,0.5082254966127664,0.3498723784287051,0.15042812225942745,0.5135463753201078,0.22326669362529844,0.3890674631699805,-0.030183976572053205,0.10274405099948096,0.31501808497690464,0.05457589984048324,0.8211725476581452,0.6721604836586899,0.1012303485046052,0.6568159562706187,0.42525497060198747,0.5418000651392296,0.31894953289691164,0.11150090745900522,0.7894465111468286,0.6727141348429091,0.10524732501726804,0.40066487419056523,0.6623036163583446,0.07567968652261431,0.48111752273320463,-0.0193539024274895,0.6418673041975794,0.5939634887274472,0.6075871310061499,0.1425474435493684,0.27256415204429674,0.3583787414066508,-0.07861664819083836,0.5959164894432827,0.07275843839549563,0.39818372659430207,0.15735591420698336,0.32873261711369,0.42895371187708586,0.13579735670045348,0.3147541523350281,0.6734756659376699,0.1633009754633008,0.43340866256435406,0.05382343886240304,-0.13099405679189977,0.1689988480563709,0.5713555400668662,0.4468642322732108,0.06189301492185317,0.17074227578476267,0.7494779999459641,0.36706689399323333,0.027889119637832503,-0.09409829008042829,-0.08962183656881283,0.13919204914152145,0.24876370412374646,0.6256965142653755,0.546434732964991,0.5888409259301489,0.327303661430434,0.5086432041844655,0.3507002771012222,0.28314418902044597,0.027500873045256505,-0.19840189953120205,0.5045302253750995,0.2907500238594074,-0.17059372043536372,0.21347588044035853,0.43614791668855935,0.14213001246662207,0.24161356857546343,0.5101396027036855,0.26356256002934675,0.2787442004031185,0.37235607976060064
Thal_PuA_L,0.4467257178510936,0.3266421953003348,0.4369090744976122,0.2945961204737531,0.030276932121056845,1.0,0.5247099742966905,0.30918292355914145,0.2452680621678145,-0.011718038100538496,0.27215028171522876,0.0909843283585155,0.479173753439499,0.3080356774844732,-0.01227092269615846,0.012595225351128355,0.032915503741861314,0.16567326019469525,0.4062360688088511,0.12804953001892455,0.17017806423283183,-0.07077840232160247,0.12777379151937546,-0.09100885018572227,0.45616416288118034,0.1451979799895663,0.33604597955545845,0.5255790862423574,0.39694425969974556,0.42473828171079125,0.14686911160008398,0.02325295261114313,-0.11695824766568103,0.2959751457723579,0.5415199525013387,0.20389838930662846,0.3661568560693014,0.39125830236210923,0.4172193644196163,0.13846207025174298,0.5062497584401835,0.37108507285246606,0.23842067892672963,0.2073955068158841,-0.37132696693704675,0.036796657899285684,0.219663349083005,0.36360894491939033,0.28290241551916867,0.4086774122805603,0.30542477448788946,0.13286227694985653,0.216775477751491,-0.10394244308705235,0.3388733791848379,0.25340885838915994,0.5398166649804479,-0.04858100575976413,0.28888595448075327,0.3176213127868574,0.5346099998340921,-0.10256236333935108,0.09775095738592901,-0.09626416154902352,0.3344420292943018,0.36168915833690246,0.19817088838717672,0.14877948605616118,-0.03534941358624489,0.3698241092373966,0.5594765238544047,0.44544750742772227,0.13087962129725383,0.5019930718390935,0.2984942648362977,-0.10571901186124762,0.6363924996332762,0.6656114194312762,0.24787862344056927,0.35343230829751326,0.4273833540834006,0.16904080312978167,0.43244664735458593,0.33207049844739445,0.4417720497938732
Thal_PuM_L,0.4235518796703158,0.4354617657388704,0.32483950677429113,0.42316235478723885,0.08442410528091417,0.5247099742966905,1.0,0.47167154778959436,0.25502974111992094,-0.153384914946148,0.44106039449275214,-0.08259501774333038,0.5485359825989223,0.08502157759169046,-0.00044060012526174204,0.23024488180032243,0.08990118636954605,0.25589025158785866,0.4758895997075127,0.11082755636662923,0.09872107514420746,0.15211993418451636,0.2231253837499247,0.025341311900857123,0.49555157248813686,-0.017614503462484457,0.4600657501919382,0.2684669792622511,0.47560376448134545,0.4480012227297799,0.5866112361431114,0.03283795172085913,-0.0614048371698607,0.4187697822269846,0.6096770924968347,0.1639729171535751,0.45810310515603825,0.5553960276331918,0.3424467740457485,0.020248737681451096,0.5840395374412247,0.2572918832078801,0.3039800483001254,-0.02210847777323019,0.0561324553065218,0.029867525358822533,0.41842005148316636,0.52528035512104,0.3706437949150396,0.07670358508177176,0.5949154801730148,0.3259901989931574,0.173207907405185,0.2830066502525859,0.4862428080735238,0.5032151636710598,0.5450114777348534,-0.26047301137804535,0.259732445705678,0.2051200898818963,0.4719747951124012,0.09232274367182773,-0.21039292859120426,0.23801354831886679,0.32120152852198347,0.4707666224063175,0.25057298374067044,0.37512468483903055,0.004238960672274564,0.25559228180720833,0.5589086961087975,0.22094738653114834,-0.08982436588453198,0.1447444468521398,0.44887274304046276,-0.16140063928852927,0.635282708347713,0.5875407404525211,0.28255144186962394,0.462649753800717,0.3179896899566425,0.21478334044160802,0.5716767579928482,0.4049372784795172,0.28782442748356796
Cerebellum_3_R,0.7311991057528747,0.30992240323281517,0.3263185288335449,0.270142302732285,0.5082254966127664,0.30918292355914145,0.47167154778959436,1.0,0.40965318746867013,0.03256358811354844,0.678601922398228,0.003017014990724153,0.5883763581347817,0.14547599069414607,0.03197377932963884,0.5567037213736491,-0.07515327010782032,0.6905754522102867,0.6737922302875705,0.3019452426158887,0.5080620110356805,0.25739383346586586,0.20024523094338104,0.09870357887062821,0.31398469756986275,0.38401109839651393,0.8058171999640146,0.17957760890292834,0.7245957141108975,0.6376080998614342,0.1812878758707161,0.2775498599443041,0.14153504246523058,0.6709213444451086,0.6411265173524213,0.5333033442216734,0.4194248609783721,0.503087030647111,0.43413626435425173,-0.12627043138555138,0.7700621046238362,0.0724068772870297,0.44437735829930936,0.08386872429482309,0.017595297106661394,0.2756261517010037,0.5204078533369811,0.6447388501887626,0.7855076301502372,0.11924479303209498,0.6097521149840227,0.32950772118481897,0.05217831982778015,0.4622435346813515,0.5399838451267557,0.5371101404848796,0.32754106718648995,0.13699150877313604,0.4313547390583211,0.42167838717562156,0.29291654858888816,0.058741659329549785,-0.22379881390403103,0.39479192119602763,0.13995412625082804,0.5786528953947232,0.4118768826546456,0.5930493146767891,0.42897573318067106,0.4732240698866223,0.6735919209173377,0.20662905145045887,-0.11096315041618339,-0.02720828787431512,0.6041637351101985,0.25375336824349753,0.25957000400936747,0.4430355726387582,0.605603634312756,0.2963701967047765,0.4798015056922988,0.1195781618076159,0.613484527785028,0.2531420115871105,0.4792577404076151
Cerebellum_Crus2_R,0.2935968313315919,-0.029762879236258324,0.012839776509874501,-0.01604942009117709,0.3498723784287051,0.2452680621678145,0.25502974111992094,0.40965318746867013,1.0,0.14104180028821664,0.22827428070031117,0.19705985365107812,0.32454884933034056,-0.1849949417307245,0.2271618561332794,0.32924544514000675,0.3308834398639974,0.3857148170393566,0.24219840209108717,0.16376921873969102,0.39750832293407734,-0.17309546849611376,0.17330145333922978,0.2629014098194508,0.1682066908944483,0.2955647580454783,0.4391715081529224,0.4314991978328313,0.4568094240673073,0.29474941602121596,0.3946564400466426,0.5929644142011989,-0.17828593432531878,0.48000337334535015,0.26151380408611063,0.5325435655606351,0.21192251625004968,-0.009785683548376597,0.2173974934523073,-0.03509940017919142,0.45846924752003176,0.012552051096043173,0.1834237671918436,0.1150532845367094,0.12525866778643635,0.27002869153197495,-0.0723254425129373,0.11930861380495146,0.37008893846967705,0.2035155819151142,0.09051411517400884,0.07167622785919002,0.20920190059541258,0.0619249272469922,0.08228540488810214,0.36365987484949386,-0.007066046826539719,0.08603833831700917,0.36720111871541977,0.16093293571863215,0.014681653127254848,-0.21278173458009264,0.12099770110859805,-0.12402957938817365,0.1129223827063428,0.1479663176240022,0.5119201741629777,0.21049895546845557,-0.12594802365103702,0.4335028385826893,0.18205111205338093,0.1520495840420389,-0.016112276639675915,0.11750260142770791,0.18496568592551213,-0.08352230736948021,-0.035152410640798014,0.2756338309269393,0.15593789022398563,0.20979719227918445,0.2635643589757281,0.034798098325839355,0.4610378819363845,0.20848154107499375,0.2662068562159575
Frontal_Med_Orb_R,0.28133584508895987,-0.10467077911255418,0.34575393587143916,-0.11971351973841399,0.15042812225942745,-0.011718038100538496,-0.153384914946148,0.03256358811354844,0.14104180028821664,1.0,-0.07839870524262345,0.25769811581193125,0.1801159491747924,0.38010702960415055,-0.1667038725682322,0.26464262327948407,0.0483848875882591,0.17917549375882166,0.13286011357862204,0.4931613947544152,0.23445132632041138,0.20895873869029113,0.017978453506920303,0.09587529221438783,-0.29632252986684116,0.33593308537237304,0.23917769932131594,-0.33870094046597554,0.39771581734357997,0.11897315921554763,-0.055849237073824436,0.2832718900961812,0.26967902376471503,0.04451598461306478,0.02802299070674646,0.18726439198800984,-0.10560086122656143,-0.05286469447153678,0.15915730591907412,-0.005193037762173282,0.11166616255632668,-0.1544662615858977,0.22675279069286225,0.6951257529341983,0.282653322797099,0.09915475243599588,0.1333707450496929,0.13848114264720593,0.15394356828021483,0.5848856138554863,-0.09286472391861718,0.04881019801270751,-0.27086223074474586,-0.13188977702511698,0.06753620616569372,-0.1701271348192609,-0.12590253229010367,0.2043022035232755,0.21149831737773117,0.5274618671544212,0.2094037485275138,-0.19331914558401672,0.28147031966429353,-0.3196049203330517,-0.3152129839163221,0.12337357687755102,0.28344236170729137,0.08825770699765936,-0.1677779760702354,0.23006735810739012,0.13816105862103642,0.1855236954345114,0.3348393763037251,0.2288156353985165,-0.014643586409328927,0.0744404054743527,0.007804390891431574,0.016833207957256263,0.3720873860808031,-0.4423304909349655,0.12434321236736788,-0.04454307185748896,0.18372789942796372,-0.4232237485042566,0.49851941823933593
