,OFCmed_R,Paracentral_Lobule_L,Thal_MDm_L,Frontal_Inf_Tri_L,SN_pr_R,VTA_R,Cerebellum_4_5_R,Occipital_Sup_R,N_Acc_L,Frontal_Sup_Medial_R,ParaHippocampal_L,Thal_LP_L,Occipital_Inf_R,Frontal_Inf_Orb_2_L,Caudate_L,Temporal_Pole_Sup_L,Frontal_Inf_Oper_L,Insula_R,Temporal_Mid_L,Thal_PuM_R,Frontal_Inf_Tri_R,Temporal_Mid_R,Frontal_Mid_2_L,Cerebellum_Crus1_L,Rolandic_Oper_R,Paracentral_Lobule_R,Cerebellum_10_R,OFClat_R,Thal_VL_R,Thal_PuL_R,Thal_PuI_L,Frontal_Med_Orb_L,Cerebellum_8_L,Vermis_4_5,Putamen_L,Heschl_L,Frontal_Med_Orb_R,Hippocampus_R,Cingulate_Mid_R,Cerebellum_4_5_L,Pallidum_L,Angular_R,Red_N_L,Thal_VL_L,Rectus_L,Cingulate_Post_R,Temporal_Inf_L,SN_pr_L,Thal_IL_L,Frontal_Sup_2_R,Lingual_L,Amygdala_L,Cerebellum_8_R,Temporal_Sup_R,Cingulate_Mid_L,Thal_MDm_R,OFCant_L,Thal_VPL_L,OFCant_R,Occipital_Mid_L,OFClat_L,Amygdala_R,Olfactory_L,Raphe_D,Cuneus_R,Rectus_R,Angular_L,Supp_Motor_Area_R,Pallidum_R,Parietal_Inf_R,Thal_PuI_R,Thal_MGN_R,Calcarine_L,Fusiform_R,SupraMarginal_R,Thal_IL_R,Occipital_Mid_R,ACC_pre_L,Occipital_Inf_L,Thal_LGN_R
OFCmed_R,1.0,-0.07966382655552338,0.15481885936130935,-0.17364591283148484,0.08164563402032111,-0.307606334275001,0.10721104653344274,0.1492991837763852,-0.03417232581877788,0.007194940123641124,0.33570738915801646,-0.06078452075418138,0.14524471031404787,0.06089647356238155,0.004110456131767379,-0.010174165334795137,-0.05564363840042295,-0.09634664423178423,-0.011980017938633836,-0.17225842632610017,-0.02690571714176979,0.2148839008778494,0.019081021949312438,-0.07633333977771498,0.18885264403248184,0.10078665971785397,0.2571795807168876,-0.30413739674522294,0.08948126785501613,0.24831373009578006,0.2653406069203807,-0.14745790300905276,-0.11760824036968838,0.021612965814313562,0.01653660278364529,-0.16107729107370783,-0.1667038725682322,0.09939987747388634,-0.058969651684255685,0.09962377559892004,0.09713205632750205,0.1344412988366218,-0.10340150512438633,-0.021310912445164355,0.21329100780905466,0.11069519802822277,0.044199914994831765,-0.15614300642110024,0.33953940866861,0.09206330639461319,0.08197482905995894,0.11605561879776276,0.0754569955902214,0.27732531272792543,-0.14203313027862302,-0.15637596186368785,-0.1588488477742059,-0.25826913456426703,-0.026014711951207636,0.11934399892358452,-0.07262606300651955,-0.09119641954906554,-0.08627243757978968,0.4036010883866702,0.06335477072491635,0.39746076461172236,0.1969596006235493,0.17484991019757035,0.31704761729696307,-0.035519004488532575,0.25768695654522616,-0.1797023570968729,0.012075711103293847,0.2793643375845648,-0.017596886083938324,-0.08754532928472575,0.20037185931279025,-0.029383303586904986,0.042349262654266834,0.35553483924943174
Paracentral_Lobule_L,-0.07966382655552338,1.0,0.4952757349340021,0.6627803576432116,0.3555306486844479,0.2534398348624137,0.6971719555081023,0.3795388908960105,0.24770691782679163,0.5118976639662347,0.3297885142743667,0.35960552222954184,-0.145163259071751,0.48086056200574645,0.6567639615579962,0.42631431361726024,0.5668387593869809,0.5702914901115276,0.22601461534946513,0.5690351301154624,0.6151530454478006,0.05196663161851666,0.7128743478577354,-0.24615670914579785,0.22959855620265146,0.7334932894780509,-0.33372510224143587,0.03883937559380141,0.622166697726394,-0.2869368584386815,-0.029549492846335543,-0.010207724995317753,0.10831865487989101,0.7822946093426195,0.4752089871311055,0.15382747931322083,0.0776995981880129,0.27014566612224694,0.8125996902598823,0.6735114316728815,0.59425931169888,0.5037865995002228,0.20562213755591038,0.5230955019514494,-0.02172243147487197,0.6161387046212073,0.31360474239839325,0.21696763426538926,0.3509584588531237,0.7938191115662806,0.5346851884068726,-0.004946254679935875,-0.05468756782878013,0.31362466360315955,0.816710949477801,0.4848271006785948,0.08088552550305196,0.5487597259370636,-0.04584161889259187,0.22952152832626513,-0.10420652141269396,0.19567899586794005,0.10623913564314869,0.14573487357282677,0.6157683147527231,-0.12042801659017698,0.31388872638318543,0.7333555786227572,0.28670575708358836,0.7246933830974464,0.2922821098235611,0.23668846551794145,0.43785913525990566,0.5817334497418655,0.764649486313897,0.342411702999837,0.20924479207490318,0.60325253597356,0.023046899942641814,0.04349903699976486
Thal_MDm_L,0.15481885936130935,0.4952757349340021,1.0,0.47338300692877266,0.6314890067860326,0.2271364719799051,0.5260398240802469,0.23731114970930028,0.43904685255624565,0.5259159860465996,0.37965154395936546,0.329995095318025,-0.045923642058943386,0.459965562786739,0.497864909085212,0.3235566513187992,0.4995904821421938,0.38734566746314386,0.161339915851187,0.1773687960019008,0.5738545107090511,0.17027133137143455,0.4556680662936106,-0.10415184907845973,0.491930407511838,0.46122877498867854,0.06427928130517939,0.052108311250218226,0.6631227044292903,0.05823303455771649,0.22322055835253699,-0.15357831601880467,0.032157180947121375,0.5397846725080209,0.3891557269156368,0.1620859189979764,0.15915730591907412,0.40836718349051426,0.42936675778120303,0.5330452073809423,0.645375816907405,0.27738661414025206,0.32297969874007243,0.5925069930384835,0.04862738040621387,0.45170611229109386,0.11864540749208058,0.26961898568936576,0.4573847501032553,0.5180287254600214,0.3717216519768497,0.07249120536366244,0.1529833364756065,0.3664644317301515,0.4869944962556392,0.18623143270181833,0.15584897809512416,0.32493860646549333,-0.011488761910347239,0.13371213308239682,0.03393538111686609,0.2612446472052882,0.3735245418009616,0.3387249453139702,0.3442032837688884,0.2031224141360463,0.23047512373662218,0.4782219866295325,0.4389926226842146,0.34148558114449457,0.48288675781125273,0.07221622160452604,0.30284676805195443,0.37834293547407954,0.43065947336377,0.40101285717767543,0.10806704038101594,0.5359521808109624,5.460622908919076e-05,0.3004364768384706
Frontal_Inf_Tri_L,-0.17364591283148484,0.6627803576432116,0.47338300692877266,1.0,0.4438034187281248,0.3155542518671972,0.752210881829746,0.3073124934667227,0.40311034538960305,0.4846065323246037,0.2764530447512139,0.5291423563572137,-0.05311266261770633,0.6062730300535256,0.6882866678459572,0.7073386834450099,0.839253775620996,0.6792401067217946,0.3699255881575894,0.3803348863177605,0.7702120948352355,0.11613640633780997,0.7505368348124053,-0.010089499168472486,0.45068449180348785,0.5507581830345694,-0.21170023921703904,0.2913636870515685,0.6302759169582774,-0.18280847036540865,0.2293883456730093,0.03636616922767905,0.21863060638420492,0.7225100780695677,0.5984259456056853,0.5766410509552256,0.13816105862103642,0.38253800415226086,0.6494665456017885,0.790345751263511,0.5399870989612732,0.43050518607278604,0.296670352900986,0.5692583770245376,0.14289532608811623,0.5599246564485728,0.38574725373613117,0.34785447225361854,0.16121284301744615,0.6842937776861923,0.614827784381535,0.1489050741872227,0.13706554087973638,0.3074953405376086,0.6942798440609025,0.22155985054440977,0.41096316424536034,0.5839740909182384,-0.1337825457875819,0.1462463182288937,0.0635951144929828,0.3652753450931445,0.4104275979229533,-0.0018197945969039445,0.5293461814440185,-0.10889262534099416,0.11563338771674533,0.5568926157382931,0.21396593325231014,0.6075513231007488,0.3447071955891961,0.21867889510793875,0.6100178382203366,0.5278433933351921,0.7554967827716158,0.38938927950851887,0.14570987125900584,0.7336322574923138,0.09150503643339275,0.13890517415250442
SN_pr_R,0.08164563402032111,0.3555306486844479,0.6314890067860326,0.4438034187281248,1.0,0.10769458725163732,0.41051420636207747,0.06612331410064187,0.30627014685328674,0.27611587130783805,0.5917678764208069,0.31869034538401514,-0.33426720728261683,0.5730833572185211,0.4187805248807818,0.20953198474385548,0.5555138087663917,0.34665398326462304,0.029052069144677308,-0.18413007555108882,0.5676137306486071,-0.09260432130626413,0.43298533717234766,-0.21751422455380903,0.463941029364636,0.355072975821273,0.21936537371530132,-0.025273249455177362,0.4850317398910425,-0.11000164698819372,0.0825134404509626,-0.12353051537307819,-0.09413206618496736,0.32315158750964057,0.24515325395603343,0.04268725492640832,0.12434321236736788,0.3616799343152601,0.2921833580771815,0.42699043365070016,0.5077095671920951,0.11988231164823913,0.4165170842311209,0.29702769015898983,0.024076391423554788,0.38277100201955605,0.05416212386809064,0.1656590666568179,0.3738348027627866,0.4242056624981838,0.16185756613302452,-0.09291378483048428,0.008698773352422572,0.22617943804645782,0.39429055488908243,-0.0790501751127122,0.1764934046999733,0.11907382727537857,0.0036779285920954703,-0.0240134316086423,0.1307745123586714,0.14532459066231773,0.32864557906117536,0.3576420537559166,0.19906186423882502,0.35021722211914635,0.13372323426574176,0.4882412539005712,0.5195721557277464,0.2654118302882347,0.39290817817266355,0.019795360887681225,0.08019498976902169,0.29090659431849464,0.3249609353872603,0.32565368734449174,-0.06627734173219968,0.402131528857516,-0.21964392228079696,0.3531893368010881
VTA_R,-0.307606334275001,0.2534398348624137,0.2271364719799051,0.3155542518671972,0.10769458725163732,1.0,0.1520406913271864,-0.24716165387645728,0.4434449738674013,0.23178981261203244,-0.26876433168076225,0.4021776575520756,-0.1482011338341141,0.14078126356027823,0.2192336391285552,0.10844465738123707,0.11206728674703573,0.3109056670486466,-0.06135350250026577,0.23848663797965985,0.39017850535371273,-0.04811466928076976,0.20189770344463484,-0.0810746470181597,0.11969877283397007,0.12374524583093055,-0.07644898933517263,0.45823843674070436,0.18627376482443675,-0.14382812547110482,-0.16635180351229134,0.09269984481666406,-0.05487061155012757,0.19855945758613677,0.2732156197469655,0.09866055774509458,0.38010702960415055,0.18695481149601265,0.1418957355413126,0.16632419938396392,0.09009665448364318,-0.20780782369927334,0.23466199598393223,0.405321204283945,-0.12129734155848702,0.17422517576255658,-0.15214888547206135,0.4041367124527373,-0.34129269305882615,0.04756174461069423,-0.022039544037271496,-0.16981178555412438,-0.05890691715372648,0.00871630717735381,0.20058261845116537,0.38835777302297864,0.4913683630685183,0.4174246488811453,0.22644369271757972,-0.2529438078386219,0.04861310950542262,0.29168107796815557,0.6070776498299807,-0.3355814769691993,-0.09699977393575783,-0.22466740543221192,-0.20135450014368073,-0.05253187653106869,-0.3102102744949947,-0.0389294469745221,-0.01674466812351753,-0.022241053282113055,0.023061344932120476,-0.13312759859856044,0.05547112759239986,0.16489821971982843,-0.37272088047110197,0.21643281729479089,-0.1782693789454162,-0.2261670727195922
Cerebellum_4_5_R,0.10721104653344274,0.6971719555081023,0.5260398240802469,0.752210881829746,0.41051420636207747,0.1520406913271864,1.0,0.45123367784120644,0.44612709568381564,0.4917944855650269,0.2891356935976569,0.3099034555239899,0.25043979501843255,0.5587318332623268,0.72019539068404,0.45250776371457097,0.7031487719865367,0.7010090160560045,0.2611494673286798,0.44666604971457713,0.7513939488941486,0.5135393510877923,0.8648384949983366,0.0011907689811482124,0.6552959372939922,0.7226039625941287,0.09840010785322748,-0.03860353992797451,0.6621551080538534,0.06920983413231631,0.3540622876536006,-0.09341494073024997,0.22794376089301188,0.859954437266977,0.7240678191492392,0.4405242269207834,0.23917769932131594,0.6195082252855831,0.7197795591383457,0.938256209305098,0.6328175620357038,0.5255101134144119,0.31740828045902375,0.6894675774375406,0.15687917244252603,0.6762193104937353,0.2576740237781178,0.3736177607480962,0.3102907343578461,0.8092425479705339,0.7728229036589294,0.06184149940470383,0.42144208377568604,0.6898811892011405,0.7650791644205905,0.33364259303405197,0.0573476844109319,0.4683235340495492,-0.06191981751560946,0.37184204168764357,0.12931494275881164,0.43632598638418923,0.2285109541607102,0.32216536328186013,0.5789301764647204,0.04267334821316765,0.478117566454725,0.7158380333223991,0.24982313306825701,0.4977821490394538,0.4703807322634266,0.06679694831775759,0.7277252899026166,0.847513958427202,0.6954025765440989,0.24396127357420702,0.3349796417822307,0.668867212630368,0.20742650793408537,0.24010476612185785
Occipital_Sup_R,0.1492991837763852,0.3795388908960105,0.23731114970930028,0.3073124934667227,0.06612331410064187,-0.24716165387645728,0.45123367784120644,1.0,0.3634860824405236,0.44165770421077405,0.20016294035211032,-0.10243594996225969,0.4487309755271424,0.23225964127980303,0.28244774595779537,0.39668531772771615,0.3925454348088494,0.36243657279521685,0.6459415690448584,0.37081385978665826,0.0918794780352379,0.43139589202889683,0.24980936289868977,0.28411184348879825,0.261156338371672,0.479358504410246,-0.16965860836065244,-0.11743556757945472,0.33927822864153895,0.17646647372057378,0.2599536886235806,-0.13840964947260972,0.389162831493005,0.555915529681214,0.06633061652761754,0.4204293019175015,0.13464474257938217,0.3282292022719286,0.4474079128359763,0.4296757085674878,0.21177994251508506,0.9223191981302478,0.09143385254146154,0.32187061527867344,0.02251284455239253,0.1733638958816544,0.4644665444093514,0.31146997487097106,0.2878866497156871,0.5809356092137342,0.6282372323012342,0.49286532080564366,0.3079681948837409,0.32777298794531723,0.3754295337469539,0.296577852438015,-0.2804641513962945,-0.04459989149396955,-0.24832473581031164,0.8668527084789222,0.28884328038297613,-0.14002671496227936,-0.05043381592215281,0.5174044102386427,0.835521975342767,-0.13053860056236596,0.7025552974388596,0.4712270307571673,0.1506913953788834,0.682955610832061,0.5116772834990451,-0.2515001902824216,0.6551456082700601,0.496817315512754,0.48507528836265096,0.02201632078455336,0.9516168199954259,0.25621151080651067,0.638870047735534,0.21871285708366547
N_Acc_L,-0.03417232581877788,0.24770691782679163,0.43904685255624565,0.40311034538960305,0.30627014685328674,0.4434449738674013,0.44612709568381564,0.3634860824405236,1.0,0.5091399011335455,0.05472718871186463,0.4105734263567086,0.29197616819402217,0.45753154417259906,0.4630655707559918,0.3460068454053816,0.4559132622853022,0.6503631832545528,0.4966092185878976,0.17893593097156063,0.4411959850256384,0.36416697808927373,0.28255059236317737,0.3016305393336578,0.6710011940933568,0.3302234018364667,0.10123161597978013,0.17045022853477956,0.4769067605261798,0.2267108134574338,0.2168262349636831,-0.2640104044770037,0.2294212141396205,0.4869950002336064,0.19549708321235706,0.5427684669515078,0.5848856138554863,0.7217599364192026,0.24241232742315147,0.43722959044700643,0.10790871983138806,0.30623075690424406,0.3967336349342028,0.6748585531122282,0.00500718375261144,0.2619009176015388,0.18404169448165517,0.8443064196980237,-0.05803211633330429,0.3638430189983959,0.38700405705801677,0.3635184039327336,0.4458158499077463,0.3983597059843336,0.24243783908834027,0.3710022073803622,0.167907393267331,0.019360041558057196,-0.0692124004793142,0.3186075692368931,0.3939985572035644,0.028101372413632045,0.6983476334402193,0.30568969292499615,0.27626562748893363,-0.1487862408828225,0.27670751509315805,0.24824514133922995,-0.08712499937817654,0.20067586270987975,0.6115136549577268,-0.5681620040481885,0.48779618993049556,0.25004301610585794,0.1367776459777867,0.0554801421452391,0.2756024970624135,0.3439691907638149,0.4009582529417303,0.14848377715558692
Frontal_Sup_Medial_R,0.007194940123641124,0.5118976639662347,0.5259159860465996,0.4846065323246037,0.27611587130783805,0.23178981261203244,0.4917944855650269,0.44165770421077405,0.5091399011335455,1.0,0.2990701969911918,0.34649939488829123,0.018606018090999297,0.36227639429354147,0.4607217450144546,0.5988933454895616,0.35588908619553483,0.5463438541230479,0.45851485331939046,0.3590412516662451,0.5232158718327283,0.20656713986161718,0.3211293914792275,0.04285399959527443,0.38345235717951726,0.2881117569249279,0.043641911518748536,0.37953680322229844,0.5981256765228868,0.20836880535220473,0.18523511830543882,0.12757149268301954,0.3414241817016063,0.5705147712533621,0.15593229323744096,0.42976018739622385,0.24544377969180228,0.44698579321534915,0.5421393724000245,0.47716011199328434,0.35776150320900363,0.44809008654839594,0.17250842117891413,0.5496740417928586,0.13528107666515454,0.39801204187683115,0.23600494616696246,0.339430991758155,0.25995103690304844,0.7146490340462549,0.44165243026006223,0.47689164419516084,0.24844638702603616,0.5130726964987515,0.41364188203831265,0.4433559957687144,0.30292060553235156,0.36956494040469795,0.1898765176400478,0.3522323474134484,0.09690553440475873,0.14141873240791514,0.3959468795757462,0.2541758716743817,0.45906504175043494,-0.031686243701870315,0.34579339894710165,0.3497186546132374,0.1805736667035278,0.4955461792130405,0.3529548263475042,-0.017436128322406708,0.4675150532702715,0.33525235725145147,0.49129568652907707,0.40483805005833007,0.3406340459094238,0.739592450657842,0.3351532871901731,0.1448478279961855
