,Temporal_Inf_R,Precentral_R,Hippocampus_R,VTA_R,Cerebellum_9_R,Fusiform_R,Pallidum_R,ACC_sup_R,Occipital_Inf_L,ParaHippocampal_L,Vermis_1_2,Rolandic_Oper_R,Thal_VA_L,Parietal_Sup_L,Temporal_Sup_L,Thal_LGN_R,SN_pr_R,Cerebellum_4_5_R,Heschl_L,SN_pr_L,Fusiform_L,Thal_MDl_R,Insula_R,Vermis_9,N_Acc_L,Frontal_Mid_2_R,Thal_MGN_R,OFCpost_L,Olfactory_L,Temporal_Inf_L,Parietal_Sup_R,Amygdala_L,Frontal_Inf_Orb_2_L,Vermis_10,Cerebellum_10_R,Vermis_4_5,OFCmed_L,OFCmed_R,Caudate_R,Thal_IL_L,Cerebellum_Crus1_R,Temporal_Pole_Mid_L,ACC_sub_L,Cuneus_L,Thal_VL_L,Thal_PuA_L,ACC_pre_L,Pallidum_L,Cingulate_Post_R,Frontal_Med_Orb_R,Cingulate_Post_L,Supp_Motor_Area_L,Cerebellum_3_L,Heschl_R,OFClat_R
Vermis_1_2,0.18072382602964904,0.5840446485725551,0.3492937161981322,0.0631188942365383,-0.10192383583459144,0.5005232385059467,0.32733896746621843,0.4064161347850284,-0.09665500615266397,0.4428592892466327,1.0,0.4007643823761953,0.27380236736270086,0.14856739641228237,0.3166856348048873,0.16063516760152058,0.494106481519703,0.6210110433085058,0.21052626782572453,0.1913885513042833,0.3460867357372184,0.07025173361137488,0.4360919050005923,0.07264666630976856,0.24015542243588517,0.518973121858672,0.14271252452023467,0.22029042327549186,0.13070270263754896,0.15550429425102233,0.2752246384111582,0.04308311358006614,0.5034702906269091,0.5550703674316261,0.10032260514702293,0.5038156969055712,0.0600926741590513,0.04772454372276968,0.16309739835240264,0.27406187534660975,0.023299137184028144,0.11840622562447416,0.1364142645050264,0.1496131359464692,0.34421726966941346,0.27375146042013765,0.5125274023387411,0.49492653348704435,0.5429748193675042,0.08214774703465513,0.5337370711223589,0.5967252303522272,0.4497096900671868,0.4586525346293089,-0.08358197788313011
Rolandic_Oper_R,0.5069214083937409,0.2477372769566524,0.8295083414633105,0.11969877283397007,0.40910042706034633,0.5214630869802519,0.07270034927648476,0.3067446720955801,0.26073230500093914,0.1814028809057175,0.4007643823761953,1.0,0.4860849213344825,0.3127748223217924,0.4760496163122486,0.34539130589907246,0.463941029364636,0.6552959372939922,0.4643074025219707,0.6108054957296625,0.434825166213555,-0.12944800512478472,0.6429345109616444,0.35757489239543894,0.6710011940933568,0.5718154027695549,-0.323509149769596,0.34976119763301744,0.46716001021386416,-0.02416386379556364,0.054277550091942524,0.11187618260636373,0.4924999184588911,0.6739108379798201,0.3664496146039763,0.47550483776301056,0.27905750884698677,0.18885264403248184,0.16727697742453604,0.08615715939033891,0.5362810741556052,0.1218081334727028,0.42202297862295934,0.04076937224658792,0.617589170922485,0.3577730319034628,0.425313948443598,0.26123903529617404,0.3934107762227035,0.4237353316440441,0.4605280593309565,0.30707120143053684,0.5890286989656904,0.1003665535647249,-0.0337453831289207
Thal_VA_L,0.296066412742603,0.27585432089205725,0.5161671069257341,0.44573747390355006,0.22815356384320945,0.28359441057666057,-0.0790659372428967,0.43423117280024476,-0.09521448545789088,-0.09147411018387097,0.27380236736270086,0.4860849213344825,1.0,0.08977865727846755,0.12634237434328485,-0.053800338518369156,0.28110422460615514,0.4634032718559664,0.14734255425624848,0.3609215254255673,0.15822284248565513,0.3122689890830433,0.46123811676679927,0.03936938237838286,0.4179305564251301,0.46475315505209597,-0.09388168519150311,0.22545147941785904,0.42887876378456813,-0.28239762986793904,-0.16842201299083948,-0.26007859835561653,0.2661374343594105,0.3976269492998973,0.29497925281195975,0.32751001385762946,0.22555549973117853,-0.1434046094179248,0.5522426094379208,-0.1493199925594172,0.15876172130965518,-0.04396917592143373,0.22560409586997082,-0.22503692282089535,0.6116262734372184,0.1418859650263467,0.40809620806759733,0.19375932324263365,0.2748383763092309,0.4520915373566934,0.2858738502613612,0.2635392317949355,0.4078058881095927,0.08565989281904979,0.045393762243093785
Parietal_Sup_L,0.5184355763153999,0.30576251438074303,0.3560199301576086,-0.23115572124832376,0.05862351050349873,0.5604273153734466,0.15455677619018449,0.2060794839109162,0.42066733078976426,0.11889792172382914,0.14856739641228237,0.3127748223217924,0.08977865727846755,1.0,0.33593061729340484,0.21482309192216079,0.14381589134587766,0.48629831921742406,0.07663774295031367,0.1710018079459773,0.3527074072273699,-0.21000891751472475,0.2747255208438009,0.4832307926141688,0.22320996848275285,0.4187414596669717,-0.2173690442801712,-0.10290474987920402,-0.1931743178756217,0.1335575027083045,0.6426229235051797,0.09469616355476983,0.1669965425447915,0.29246542927413594,0.07783972127794829,0.47199574378027764,-0.0035396049717712616,0.19894275974079167,0.12121159411864847,0.3149584599770353,0.5696145325261857,-0.08394813167355007,-0.09693235999908434,0.6517164519164124,0.2796847223450775,-0.0716877847593697,0.12270164947834719,0.25937867755759536,0.30380515893520366,0.16254468388359414,0.41162838751078423,0.44255834950771833,0.13712317219136663,0.10492606934703272,-0.319354917247914
Temporal_Sup_L,0.46019669427563586,0.45047804931832075,0.5233660153974764,0.06670656183699532,0.2932612090893632,0.5496485861824251,0.02871528589406479,0.4542424235568563,0.6770228844383467,0.2294639867822691,0.3166856348048873,0.4760496163122486,0.12634237434328485,0.33593061729340484,1.0,0.25873510370813957,0.13439027259879052,0.5982006134378278,0.7225412443532894,0.4998629586194646,0.8166546650709509,0.1104780415692972,0.6457315616135743,0.6448058414441725,0.611871776676317,0.5134947564948814,-0.25698860874564383,0.5742895266990123,0.3257883135919159,0.6726635417321176,0.4977819089961109,0.6501035398808164,0.44054208885975793,0.48556338416542705,-0.04320525095572681,0.7141843704088897,0.04410117367280981,0.038755974692878024,0.2477423400791956,0.1869910032190471,0.5110271228915573,0.2926026386887229,0.36823759669751904,0.5011854975114947,0.5826114350564954,0.47249418051272046,0.45257381004650665,0.22278630585793946,0.38351090795272164,0.21562069961256417,0.3027265709565386,0.40499443369009414,0.47071485576911953,0.44588715455537997,0.20142285330918966
Thal_LGN_R,0.2254738677577361,0.14282939849237244,0.28922219686945433,-0.2261670727195922,0.15577072491922267,0.4213490518515302,0.7144428082268897,0.08088982376922463,0.1826675101775115,0.6462618782899954,0.16063516760152058,0.34539130589907246,-0.053800338518369156,0.21482309192216079,0.25873510370813957,1.0,0.3531893368010881,0.24010476612185785,-0.013988630450337753,-0.1628185991802852,0.3468260699610213,-0.5313204027707821,0.11124090062265649,0.13724930292249468,0.14848377715558692,0.19825207525123523,-0.2129232793578968,0.16448594161073973,0.15447706874337372,0.22470451882242884,0.21595161704837254,0.16309601206704655,0.6014916085481661,0.4592883644091241,0.21418182163678343,0.23265881689137333,0.24048849876354725,0.35553483924943174,-0.08586847590036202,0.6836187701083667,0.2114047481231198,-0.08568251531798693,0.35610864231427375,0.31047812475478176,0.004082987913260307,0.5255790862423574,0.1171685302245098,0.22012579658834072,0.14621862431699614,-0.33870094046597554,0.08081462792823213,0.30146207813404,0.1684108284549467,-0.001338201499394626,-0.04075845252318722
SN_pr_R,0.05713887257769323,0.39961476663045653,0.3616799343152601,0.10769458725163732,-0.028836037005390263,0.29090659431849464,0.5195721557277464,0.19119642806698148,-0.21964392228079696,0.5917678764208069,0.494106481519703,0.463941029364636,0.28110422460615514,0.14381589134587766,0.13439027259879052,0.3531893368010881,1.0,0.41051420636207747,0.04268725492640832,0.1656590666568179,0.21901138245345325,-0.08203213536926464,0.34665398326462304,-0.12462043434865683,0.30627014685328674,0.3035436588700974,0.019795360887681225,0.19207222782301123,0.32864557906117536,0.05416212386809064,0.19908443660155295,-0.09291378483048428,0.5730833572185211,0.5190093057395051,0.21936537371530132,0.32315158750964057,0.11072889572405954,0.08164563402032111,0.04405170972472401,0.3738348027627866,-0.12511877072412303,-0.02513250307097942,0.21082640665637947,0.0022354643179631297,0.29702769015898983,0.4273833540834006,0.402131528857516,0.5077095671920951,0.38277100201955605,0.12434321236736788,0.3690636220792461,0.4492253852122783,0.2882602629101298,0.24653223267037033,-0.025273249455177362
Cerebellum_4_5_R,0.6459015392313292,0.7702726340701668,0.6195082252855831,0.1520406913271864,0.04131670470065567,0.847513958427202,0.24982313306825701,0.6515672511528318,0.20742650793408537,0.2891356935976569,0.6210110433085058,0.6552959372939922,0.4634032718559664,0.48629831921742406,0.5982006134378278,0.24010476612185785,0.41051420636207747,1.0,0.4405242269207834,0.3736177607480962,0.5494769429985911,0.19459994658845112,0.7010090160560045,0.533459320800758,0.44612709568381564,0.8511541316653882,0.06679694831775759,0.34443778429641997,0.2285109541607102,0.2576740237781178,0.40190127719656493,0.06184149940470383,0.5587318332623268,0.7603412922174604,0.09840010785322748,0.859954437266977,0.20442821854893328,0.10721104653344274,0.37544620378629834,0.3102907343578461,0.4698895752595751,0.2342349459340235,0.10830631396097504,0.42505977825387364,0.6894675774375406,0.33604597955545845,0.668867212630368,0.6328175620357038,0.6762193104937353,0.23917769932131594,0.6918006671873609,0.7567562830177027,0.7007458229086061,0.5924148908734748,-0.03860353992797451
Heschl_L,0.2767835976834359,0.25113562430941966,0.4829524297979741,0.09866055774509458,0.2491340825300982,0.25814318539678555,-0.18347522172043798,0.37942768009933164,0.4620671598803153,-0.03463845885522547,0.21052626782572453,0.4643074025219707,0.14734255425624848,0.07663774295031367,0.7225412443532894,-0.013988630450337753,0.04268725492640832,0.4405242269207834,1.0,0.5624536609962194,0.4497408257257858,0.25461688782390357,0.5761479252440187,0.43423802962946895,0.5427684669515078,0.3406186665563928,-0.1599091408693017,0.6306959231526884,0.38370978309722054,0.3567080550303645,0.2672045350149015,0.4660185713506866,0.3053019329472,0.4107946855083612,-0.03171560519611923,0.41388864319472457,0.20208565893811054,-0.16107729107370783,0.23084575511294422,-0.1622696462655827,0.32019788562481616,0.47936416335964754,0.32269131255855765,0.2640641358703753,0.4906674949054616,0.28717140554426046,0.4662338400845873,0.09134448044571311,0.21312178628245743,0.3345663125319421,0.1870630913725827,0.1245842021740055,0.5617586714352601,0.4526529194999435,0.2509049138267594
SN_pr_L,0.251370410110118,0.14283145162735844,0.6622943193135228,0.4041367124527373,0.256134090590625,0.14506971890256218,-0.37433714736466267,0.22964143824565295,0.3177938569191507,-0.1698955900644832,0.1913885513042833,0.6108054957296625,0.3609215254255673,0.1710018079459773,0.4998629586194646,-0.1628185991802852,0.1656590666568179,0.3736177607480962,0.5624536609962194,1.0,0.46026000423773744,0.255483355438795,0.6074499791084718,0.25148171195983793,0.8443064196980237,0.21680080172136065,-0.4884643645043415,0.40726766416497767,0.511643116418063,0.07088890515516039,0.16408733233710854,0.2589180376531227,0.26864519388490055,0.27519646391586494,0.025634063180001776,0.38472703493232874,-0.011684469360933957,-0.15614300642110024,0.250291818093615,-0.3541252725304988,0.3537249714045842,0.07433317836238905,0.49596754612141397,-0.05112781648231573,0.6057176458924123,0.2073955068158841,0.2713361965942073,-0.05831944701272838,0.19074687016557132,0.6951257529341983,0.22858716354996708,0.06547763373265032,0.3744499301250802,0.1765168969308809,0.11561781748222245
Fusiform_L,0.49353080445210995,0.4787274942015288,0.5493717344574425,0.01542116806324381,0.31263686088475556,0.6360256688113718,0.18856891647137444,0.43016337814617767,0.5876652202343429,0.39567572362541514,0.3460867357372184,0.434825166213555,0.15822284248565513,0.3527074072273699,0.8166546650709509,0.3468260699610213,0.21901138245345325,0.5494769429985911,0.4497408257257858,0.46026000423773744,1.0,0.03528264422954869,0.6269055302267649,0.5684513443968872,0.5925984625864673,0.4023607781538175,-0.3572360015968166,0.4175531982001966,0.2922439056223075,0.6453061677823523,0.5271558334500591,0.5806880834116861,0.531808412304615,0.4611231683909393,-0.00493716433353765,0.721121024702361,-1.57536686678377e-06,0.10163491559265665,0.2266936828243534,0.34011163442896253,0.5095800764249088,-0.016253401995846063,0.4221403196724092,0.400532453902376,0.5761781505547979,0.44544750742772227,0.35035782693123957,0.1672205079596527,0.2865757256368632,0.1855236954345114,0.22744750149753534,0.48373361572116014,0.3150432542307596,0.331723881450592,0.03265958038837118
Thal_MDl_R,0.06001788543935264,0.39924179132205045,0.04271590940987871,0.5853418851648455,-0.2682019220470786,-0.036051213230472196,-0.32911071568372746,0.5124060618836673,-0.17298519525707207,-0.3149708795411941,0.07025173361137488,-0.12944800512478472,0.3122689890830433,-0.21000891751472475,0.1104780415692972,-0.5313204027707821,-0.08203213536926464,0.19459994658845112,0.25461688782390357,0.255483355438795,0.03528264422954869,1.0,0.45179252578941625,-0.06622837325271656,0.14776149232280114,0.19657918643738495,0.3015022389560424,0.25720455670667036,0.2522427122493019,0.038506019165319594,0.00043946728211004667,-0.20599963894691836,0.030497491613708124,-0.005103611478206377,-0.34065467445196357,0.27310850982285023,-0.08223395417421665,-0.4530802695268562,0.5508445124890317,-0.34761709896361376,-0.2544132556530723,0.08128487648821833,0.01191078065985475,-0.08410156608584615,0.4501875728486454,0.10647795708530311,0.3786634223195141,0.14701447344007126,0.1439563450031343,0.348565294417523,0.0745305660914767,0.16523991669128532,0.15847217939712646,0.4821201695592804,0.418336974016838
Insula_R,0.5364011935394858,0.5794393541173372,0.7567787505618807,0.3109056670486466,0.1673162691500403,0.5670206554264081,0.0482319916454554,0.7035369611146381,0.280705716436736,0.20408333167807527,0.4360919050005923,0.6429345109616444,0.46123811676679927,0.2747255208438009,0.6457315616135743,0.11124090062265649,0.34665398326462304,0.7010090160560045,0.5761479252440187,0.6074499791084718,0.6269055302267649,0.45179252578941625,1.0,0.3674384630177453,0.6503631832545528,0.6315139236644759,-0.14665461078490097,0.4868104499627013,0.5019307645781452,0.19684447099471775,0.3178580295043497,0.16760429672738722,0.6274602336903171,0.5865165354563125,0.04914935766719543,0.6675351984288154,0.14627897974057852,-0.09634664423178423,0.5423147945860528,0.06049824265790502,0.3588014486128068,0.07107985592333478,0.4565818679512079,0.2601193351585791,0.7942707806724432,0.4417720497938732,0.5996486918052795,0.2788638781313782,0.41125421469101153,0.49851941823933593,0.41211216088290975,0.5292182863833277,0.5170277775804428,0.4421205350782804,0.24755168587232537
Vermis_9,0.5413975254248413,0.31422005311268647,0.3327387236755187,-0.18580990034807757,0.3070563284267732,0.5790956118977784,-0.03886417517548337,0.2662543462208109,0.7524574354425352,-0.010299935005213414,0.07264666630976856,0.35757489239543894,0.03936938237838286,0.4832307926141688,0.6448058414441725,0.13724930292249468,-0.12462043434865683,0.533459320800758,0.43423802962946895,0.25148171195983793,0.5684513443968872,-0.06622837325271656,0.3674384630177453,1.0,0.31888365480772907,0.5072783966239911,-0.12892678247868505,0.16832195671661138,-0.029536564635300726,0.4407756516771167,0.38329011147605524,0.5308304954055325,0.05967198947538621,0.26574766050189746,-0.07154515799771186,0.583840928412415,-0.018825559273553977,0.1382870763360014,0.1698423290346612,0.20589489206069148,0.8025943640815224,0.24907085771214404,-0.08939749725934906,0.5751033778625866,0.41098458311179,0.036796657899285684,0.2119960334101779,0.21508296849775133,0.21835410349409762,0.09915475243599588,0.2130245573354019,0.3165648336518436,0.3108483747796635,0.17524169960236224,-0.04926239157610868
N_Acc_L,0.2891190311053324,0.19910079177178028,0.7217599364192026,0.4434449738674013,0.31048394037136723,0.25004301610585794,-0.08712499937817654,0.28456170179567164,0.4009582529417303,0.05472718871186463,0.24015542243588517,0.6710011940933568,0.4179305564251301,0.22320996848275285,0.611871776676317,0.14848377715558692,0.30627014685328674,0.44612709568381564,0.5427684669515078,0.8443064196980237,0.5925984625864673,0.14776149232280114,0.6503631832545528,0.31888365480772907,1.0,0.2957760196499578,-0.5681620040481885,0.5320290291617343,0.6983476334402193,0.18404169448165517,0.23071906869822192,0.3635184039327336,0.45753154417259906,0.40074409062245364,0.10123161597978013,0.4869950002336064,0.0582092844083953,-0.03417232581877788,0.38117941300638225,-0.05803211633330429,0.3946014066591327,0.03882245386875792,0.5608762246192337,0.038524440291201445,0.6748585531122282,0.4086774122805603,0.3439691907638149,0.10790871983138806,0.2619009176015388,0.5848856138554863,0.23938618079313673,0.1588826609014688,0.4282362248787496,0.1680622772466902,0.17045022853477956
