,Thal_PuM_R,Angular_R,OFCant_R,Rectus_L,Cerebellum_8_R,Calcarine_R,Pallidum_R,Olfactory_R,Cerebellum_8_L,Heschl_R,Calcarine_L,N_Acc_R,Vermis_4_5,VTA_R,Thal_PuI_L,Cerebellum_4_5_R,Frontal_Inf_Tri_R,Thal_VA_L,Pallidum_L,Cerebellum_9_R,Lingual_R,Cerebellum_6_L,Cerebellum_10_L,Cerebellum_7b_R,Rolandic_Oper_R,ACC_sup_R,Angular_L,Cerebellum_9_L,Thal_LGN_L,Thal_VL_R,ACC_sup_L,Frontal_Inf_Orb_2_L,Cerebellum_Crus1_L,Vermis_7,Thal_VPL_R,ACC_sub_R,Frontal_Sup_2_L,OFCpost_R,Frontal_Sup_Medial_L,Precuneus_R,Amygdala_R,Cerebellum_Crus2_R,Raphe_D,Cerebellum_7b_L,Putamen_R,Frontal_Inf_Oper_L,ACC_pre_L,Postcentral_L,Cerebellum_Crus2_L,OFCmed_R,Caudate_R,Thal_VL_L,ACC_pre_R,N_Acc_L,Frontal_Mid_2_L,Paracentral_Lobule_L,Thal_MDl_L,ACC_sub_L,SupraMarginal_L,Cerebellum_Crus1_R,Frontal_Mid_2_R,Parietal_Inf_L,Temporal_Inf_R,Rectus_R,SupraMarginal_R,Occipital_Sup_R,ParaHippocampal_L,Thal_MDm_L,Thal_PuL_R,Occipital_Inf_R,Hippocampus_L,Vermis_8,Precuneus_L,Temporal_Sup_L,Temporal_Inf_L,Thal_AV_R,Parietal_Sup_R,Thal_PuA_R,Frontal_Med_Orb_R,Cerebellum_10_R,Frontal_Inf_Oper_R,Fusiform_L,Temporal_Pole_Sup_L,Thal_AV_L,VTA_L,Thal_IL_L,Cerebellum_6_R,Thal_MGN_R,Rolandic_Oper_L,ParaHippocampal_R,Temporal_Pole_Mid_L,Cuneus_R,Vermis_3,Cingulate_Mid_R,SN_pr_R,Amygdala_L,Thal_MDm_R,Temporal_Sup_R,Thal_VA_R,Heschl_L,Paracentral_Lobule_R,Thal_PuL_L,Occipital_Inf_L,Vermis_1_2,Cerebellum_4_5_L,Precentral_L,Cerebellum_3_L,Precentral_R,Postcentral_R,Temporal_Pole_Sup_R,Frontal_Sup_2_R,Thal_PuM_L,Thal_Re_L,Cuneus_L,Thal_LP_L,Thal_PuA_L,Cingulate_Post_L,Temporal_Pole_Mid_R,Olfactory_L,Insula_L
Thal_PuM_R,1.0,0.4073865132973657,0.014951523233215035,-0.010529067050975683,0.1368921457527106,0.4601825269449464,-0.22108538120801385,0.05457984561201255,0.31700579639370785,0.494288672950295,0.3983322738019945,0.42847454998149476,0.5592139506179803,0.23848663797965985,0.008714808031115906,0.44666604971457713,0.20481631321332927,0.12201901589030394,0.36241858709173314,-0.14376429175173636,0.2827980389462169,0.3072609070633238,0.30604776691565216,0.19548232356249987,-0.02812633771765232,0.4834403227973877,0.302672225513908,0.04217464826416225,-0.054961481133846773,0.3155095910220994,0.312468606712868,-0.005804133894449942,0.07822505539877307,0.3357082159139901,0.4239128308924176,-0.5523291499970225,0.44350652377019445,-0.33173807006593636,0.35179236742112924,0.4651471159299926,0.3005274489835925,-0.17309546849611376,0.04273116294270558,0.2828210036041016,0.31716767363563036,0.2775574303156602,0.35220754201975446,0.3236828101499694,0.3415473684808153,-0.17225842632610017,0.4629928006460151,0.5318368662876389,0.3793040823971978,0.17893593097156063,0.3784546550220734,0.5690351301154624,0.26016351259636944,-0.2138126028747226,0.3489264229988373,0.2229447622384978,0.4303465257808232,0.42525497060198747,0.37796435552961805,-0.4145721686481384,0.4141428599368768,0.37081385978665826,-0.16183578892184647,0.1773687960019008,-0.02890245932432925,0.18987128571939596,0.2971242972775754,0.13067483185479348,0.4381734123119845,0.43014206160358986,0.33294117290274206,0.4196670040097471,0.3746704566807124,-0.038012257105263514,0.20895873869029113,-0.2630750561424464,0.2898258935086015,0.3737833741702694,0.31478441930760714,0.18944515292724784,0.2744447236334273,0.017700388629671278,0.5141558648012736,0.2599938638991045,0.5762925983106015,0.23142672184085444,0.20474801545285531,0.40811790436664286,0.2950087251705301,0.5410982734092895,-0.18413007555108882,0.1915266820525895,0.6513798909684496,0.23189451987631565,0.5425978412900455,0.32856524047922797,0.40411932838287234,0.18840100562048087,0.2788083439795181,0.172314212390897,0.36051409354795055,0.3574633869809227,0.22323785362539375,0.5191803949864389,0.5207890416185685,0.05664509420894627,0.45377850378486506,0.15211993418451636,-0.2332839923747379,0.37429124064713654,0.09174731876339658,-0.07077840232160247,0.3197411573417412,-0.24198902949269993,-0.02799159798774151,0.12642178673718993
Angular_R,0.4073865132973657,1.0,-0.36820594441807986,0.12530312848160952,0.15746438322296363,0.5998918511575808,0.24572016871081367,0.06736476814556999,0.25823462763589833,0.5202405504413815,0.6107543663786746,0.23325792355679645,0.5834034007625879,-0.20780782369927334,0.2922606666977788,0.5255101134144119,0.16862334230814577,-0.10053950435400685,0.3000672617013028,-0.1401081271282833,0.5349109142572219,0.4525598430519592,0.44543864396027505,0.3644757152217617,0.20519143955027574,0.3395127512280116,0.609253952851217,0.30683509762839584,0.4840544070324317,0.4076768475001487,0.5202295331661542,0.32548930805382936,0.10123371832449814,0.14103533594104684,0.3723035991626654,-0.07241851334488221,0.6571216713688246,-0.2402778769395018,0.45271514111833455,0.8135355448958121,-0.11857685491452646,0.17330145333922978,0.48296814760130286,0.04261994711319458,0.3255743119918195,0.4977412619023462,0.36920389770878626,0.2892961239965595,0.2817625037424461,0.1344412988366218,0.1467035471213081,0.31096801512665145,0.02667614122543492,0.30623075690424406,0.33749697362054315,0.5037865995002228,0.3098616746728277,0.029268335293902676,0.48406434437989315,0.4644048542729367,0.37539459817353765,0.5418000651392296,0.36739839312211076,-0.10481679703400153,0.6781398930056858,0.9223191981302478,0.2790018058015223,0.27738661414025206,0.016520639731629733,0.3174180677720106,0.1792382326336933,0.04946540553312668,0.7970627335624407,0.611653342901011,0.460106083271495,0.46852312974419186,0.9045892284908921,0.39309398194459383,0.017978453506920303,-0.29683619641720743,0.49449181691302097,0.5398824847794323,0.5202484612415951,0.02137570294390334,-0.255982560786973,0.3360023778016952,0.3428306453680341,-0.16781625071582912,0.3340126004074563,-0.03687366149679501,0.24043735050374587,0.8550202169071058,0.18088311148209624,0.5717228954398936,0.11988231164823913,0.4559263990580368,0.28690160290140204,0.284229247595763,0.11140282962108759,0.42650006903433235,0.5391786791205906,0.035481719773325114,0.4884008737337728,0.24132548949850338,0.520913258919644,0.2667700343103816,0.2446672396221332,0.5418960187005831,0.7603275945059249,0.02932437854565694,0.6400305431594935,0.2231253837499247,-0.16457932240279569,0.8184333005855713,0.040168990699610975,0.12777379151937546,0.3778741647324411,-0.07243258033088207,-0.02399289816586519,0.35609672265346576
OFCant_R,0.014951523233215035,-0.36820594441807986,1.0,-0.1809538687125179,0.010580072922671206,-0.11010367007788328,-0.09944835049020834,0.05721596641767037,0.15429901698334278,-0.38753408135058515,-0.13280019425141038,-0.057029150288932955,-0.021299209994981663,0.22644369271757972,-0.2714572230223013,-0.06191981751560946,0.12784948110009586,0.1430934076047163,0.03015488450252419,0.1330035661774935,-0.047065913753865186,-0.09917453642034979,-0.15490928339808918,-0.3779448349111002,0.011290307031741173,0.020975856899438712,0.030491525070737654,-0.18228223917196687,-0.29390972594955345,-0.10353901377112765,-0.0656497271401379,-0.18552593445499144,-0.05952640679516642,0.07631903842731647,-0.0643164248608421,0.03187065244872112,-0.1595135032209067,0.34003173432473055,0.2198082533364988,-0.22184959465084544,0.158577301082824,-0.10825857066837315,-0.1381459024700826,0.3025784879043154,0.014105801480031514,-0.3418645758956155,0.11931324877196386,-0.013297811103488117,0.13122199465710832,-0.026014711951207636,0.11797479368742879,0.03761995095227468,0.20624779736759086,-0.0692124004793142,-0.01227175958372464,-0.04584161889259187,-0.1997183091678875,-0.025328689552129746,0.0721351850794229,-0.24118033063420655,0.22869477783047154,0.030911614784285,-0.007830016090931558,0.06577652956188437,-0.27384844103406986,-0.24832473581031164,-0.026844248781591213,-0.011488761910347239,0.17260122039858303,-0.12458897525428296,-0.035976669753584566,-0.03985953134593169,-0.08979116292414241,-0.1871003425657007,-0.14774633110789037,-0.18402722525956078,-0.34094910348690816,-0.1718848858714668,0.053638518287678766,0.2877297954354431,-0.14787421144218152,-0.13537417768254945,-0.11341176104716492,0.10101583277942981,0.2344007996698672,-0.03766586574388808,-0.06957420500966023,0.16739298822516138,-0.026372498762038312,0.1192019760755592,-0.29933369028094786,-0.2079059711065414,0.06410960160858349,-0.15560105750565822,0.0036779285920954703,-0.051319677096744926,-0.007906786029029991,0.27710633457178846,0.08858788682295692,-0.2726567171689548,-0.21032465851485466,-0.039313110906380025,-0.04764317838346779,-0.051136451988717704,-0.11980021767947704,-0.04662440801700106,-0.2662629702858483,-0.10676743255291189,-0.27895131457511024,0.33492453034670727,0.025187737035961496,-0.20777070221441674,0.18306014568122495,-0.1366489092553249,-0.01806610081708887,-0.06811233584359475,-0.0009812334654670084,0.18944744839310937,0.04870235081324268,-0.11199775681757734
Rectus_L,-0.010529067050975683,0.12530312848160952,-0.1809538687125179,1.0,0.04737793617229024,-0.033649546175956516,0.2433422715637844,0.19032472971460127,-0.29690723818568154,0.17197931939408911,0.05491833621989862,-0.025531119635382363,0.033236426805655236,-0.12129734155848702,0.5365559445476409,0.15687917244252603,0.16664090175408558,0.0017298379267624512,0.013008609776096657,0.01416377146675125,0.0014203372566362693,-0.07661144737040897,0.30965043533830156,0.31459999531317057,0.10459173531136151,0.23353161847448592,-0.12502261498178505,0.23294379475853141,0.29032004548022977,0.21481248325042826,0.2128003645022629,0.3785655890187991,-0.2884073495291421,-0.16523480517839537,0.032476215996036284,0.3608472850081592,0.23272440559889257,0.2747957346510089,0.2267033957471969,0.05761178394908049,0.07403457392193163,0.21096952362845117,0.022826201666455125,-0.15659190694243752,0.12805981819541354,0.14984204437488113,0.2789909960155992,-0.07394430534770809,-0.2019634953844253,0.21329100780905466,0.16978845934389095,0.09735770737182588,0.2964494777934334,0.00500718375261144,0.02121012165170021,-0.02172243147487197,0.1320421133081522,0.3084437056169556,-0.3310274414753922,0.08287378563629455,0.144446321951787,-0.0950873974694035,0.22352691094472762,0.3976864014637946,0.20953090308171496,0.02251284455239253,0.2999910265212621,0.04862738040621387,0.269031560801344,-0.028940989064268917,0.30366010865582355,-0.2113329265196769,0.049677792342432435,0.14648480818817558,0.07660972150746892,0.031088897631047364,0.06227562631252819,0.23967132978421055,-0.24668621461614362,0.2087959101350303,-0.021286622105971962,0.11283439069709857,0.3207313475811837,0.06546210672026954,-0.2653575869823818,0.24807683695576713,-0.02118176776741153,-0.07222698402450535,-0.0476114160364846,-0.0032591190419120754,0.39393337545260865,0.0874351074460214,0.14592098669949136,-0.010277349384267371,0.024076391423554788,0.13542906068391397,0.046583722614836606,0.2645510762425652,-0.07285345173897045,0.20966603964955866,0.07761358656500175,0.42924355684521276,-0.12269665032874977,0.12505521782907558,0.26429559068625,-0.02753641681812689,0.4013221546155677,0.04193254389200174,0.08631259450516247,0.4501915122923322,0.1094342070625919,0.4882080555829286,-0.17433603285741145,0.044322555990429176,0.36559637704720716,0.10655661499799599,0.23820344637284688,0.31240576282406646,0.30731786047813775,0.09479009823171455
Cerebellum_8_R,0.1368921457527106,0.15746438322296363,0.010580072922671206,0.04737793617229024,1.0,0.6277863913827884,-0.19664650370737335,0.3262954482708702,0.4434819103626553,-0.18949159940960705,0.6643251858985986,0.3177452435102234,0.3726279540977169,-0.05890691715372648,0.4116856031792625,0.42144208377568604,0.17598897803781943,0.3281380419243431,0.022097699062433925,0.7881836862479558,0.6990020053317784,0.6314605479730786,0.17131982839998702,0.14522630420173716,0.5981806929364755,0.20231678583808452,0.4510485101215441,0.8094373621022533,0.46026510952968713,0.30652928207355484,0.237237687421901,0.06489040158819394,0.6295378246369442,0.48090908668874377,0.3853739741615386,-0.1333085133015252,0.17290445072140223,-0.10055360067315444,0.30910748397103627,0.36602015370962027,0.29049739542873665,0.564013642739166,0.28827042353344184,-0.16703890352390446,0.03466663013673513,0.18112849399171757,0.11140736149121158,0.3590045202515558,0.07675855390834654,0.0754569955902214,0.22814078227154466,0.4257520787873198,0.02622804679806603,0.4458158499077463,0.32063702422428536,-0.05468756782878013,-0.009920656385391522,0.12638782548843386,0.4861501433013301,0.6960998108449471,0.44860432957468843,0.3274500781363866,0.6220250130676677,-0.004324728500731278,-0.07100076837058608,0.3079681948837409,-0.09404052462133727,0.1529833364756065,0.6396638953029731,0.7370065102126941,-0.017537777929885284,0.6376841605689002,0.22838286968215546,0.5229310598302839,0.1069899534247212,0.3034774770797323,-0.05044972384178277,-0.16060917144863238,0.39271702327275365,0.5552831705005556,0.5464054016263932,0.4397228276940223,0.08424391230115708,0.1783923931878278,-0.05147748562988335,-0.027504796046544332,0.784355941703526,-0.26512956468602206,0.3095418214530098,-0.06906817253035125,0.06732817530978497,0.08411184709547653,0.5473337439187741,0.21505969016230142,0.008698773352422572,0.3209627064971622,0.11688964687867259,0.6140316012008076,0.381591939472185,0.45056787537987913,0.20035091960697213,-0.015756501296761344,0.5756182921003183,0.08467533212238974,0.3789366590900608,0.2652337868830727,0.40467634730424423,-0.05783567733043408,-0.020518019504882593,0.5308022020878536,0.2800598290729865,0.022081304485006226,-0.15958458602776987,0.15557744239097726,-0.02706737920394182,0.1155465800850827,0.0891084848963371,0.4589348809048027,0.1802649476077065,0.26956144963033113
Calcarine_R,0.4601825269449464,0.5998918511575808,-0.11010367007788328,-0.033649546175956516,0.6277863913827884,1.0,-0.0782224303782577,0.15290818732813427,0.5613108983022471,0.34420784522614417,0.9056747190742906,0.34601058641870086,0.7481130640535062,0.016059634968432886,0.2988454444066735,0.7657513470109248,0.43618022985670607,0.30738974047713213,0.3862720545499488,0.23480255738581554,0.8726300105015475,0.5810951282846912,0.41771312207220695,0.38170018290799956,0.5861763845903596,0.4322229104185616,0.6514774403125796,0.5646141946693571,0.3612908272869617,0.44016062787388865,0.5129458058833558,0.2059609838760521,0.40268967794774224,0.38596348464160685,0.48582974310023885,-0.2533428548341188,0.5555487104239898,-0.28409004646102987,0.4703571074117144,0.7656328042885794,0.30350825871184384,0.39750832293407734,0.33330875696716733,0.16426446955941665,0.28687285354081354,0.4665574582431687,0.3864418754154035,0.6566994883935663,0.43254301491999797,0.08434312664205938,0.2689624120454608,0.5856353573338661,0.2495025751733224,0.43421209228978086,0.6720504820950506,0.4602518302661831,0.13265188444925016,-0.02027160429407941,0.65813243135162,0.743363757863547,0.7387496949150859,0.6568159562706187,0.6165891116540683,-0.1886669979386499,0.4811054937621561,0.6405822521176227,-0.04544953013733388,0.3061207804237919,0.22796097688336095,0.6676481692494686,0.08957463569204273,0.347137989283055,0.6166456708818044,0.6929751085698921,0.31907589504271827,0.3496431016403144,0.40271342848192704,0.03830091473894589,0.23445132632041138,-0.008073504316605716,0.6952640439346012,0.5619598567712212,0.36212305708716563,0.29001762339074083,0.02412205388709125,0.12359332634755198,0.7036541620540273,-0.061148092117918953,0.6115889310687193,0.07310343000527651,0.2766105505638251,0.6126827413424446,0.5510344849965805,0.5518871288845769,0.060573015620638083,0.314038817969453,0.2597718413006543,0.5926016683760942,0.42701277591108605,0.507104328856071,0.5952405699636868,0.061341723490161496,0.6459123677133609,0.27328512313081155,0.7216447494787267,0.6004194256315433,0.5109934055123979,0.5092235404836528,0.535109820049131,0.38370587511632676,0.6256964950682139,0.09872107514420746,-0.1278369713061077,0.5686228752544183,-0.008921555110364457,0.17017806423283183,0.4269937608515648,0.14674034023649643,0.06293490655020563,0.3853998352829004
Pallidum_R,-0.22108538120801385,0.24572016871081367,-0.09944835049020834,0.2433422715637844,-0.19664650370737335,-0.0782224303782577,1.0,-0.20821080855762159,-0.23785274610906074,0.2333553157737118,0.030062302285330775,-0.2874756588176544,0.23160153745509596,-0.3102102744949947,0.2699174948331415,0.24982313306825701,0.2414390263510804,-0.0790659372428967,0.5214774382202563,-0.1873272536714799,0.17988387222157234,-0.023450304676146942,0.3954973451564073,0.3241136019254199,0.07270034927648476,0.19140928507406718,0.06889099048149966,0.13338733929875507,0.36711546598312206,0.5098922781861264,0.44431738077099664,0.5845264766184074,-0.3168115654348358,-0.38603045374485867,0.07634341856445764,0.6476644750932469,0.4208760535925281,0.5107076561643877,0.18022381372115212,0.16993710399777529,-0.23055219737873145,0.20979719227918445,0.32864650511009147,0.20583392145890966,0.6039141542889982,0.3100729052018026,0.2709998485125753,0.03244998057683436,0.05060610898839005,0.31704761729696307,-0.014159909720660262,-0.039224557266704055,-0.08499927592395233,-0.08712499937817654,0.2260719131718439,0.28670575708358836,0.19731085170338725,0.09171306217539774,0.007551459542160284,-0.10031878895800767,0.16180112761548907,0.14213001246662207,0.030358574067813487,0.5846903511997611,0.38458116252387187,0.1506913953788834,0.8277039651772741,0.4389926226842146,0.08025425775639282,-0.31458148261569285,0.32505495253594746,-0.4095481785606113,0.39333160560300673,0.02871528589406479,0.20884138897081916,-0.15496279982995165,0.35798059189976267,0.78460799697374,-0.4423304909349655,0.04942955093712519,-0.05512605344203725,0.18856891647137444,0.2984576116086046,0.12170648886534478,-0.4153502340262262,0.8488685014930254,-0.2973188692481109,0.12096063214572977,-0.20094054418064447,0.06329248101123854,-0.07348131453133588,0.31639357077805236,0.05735937754052211,0.2834401184548366,0.5195721557277464,-0.009011524161828155,-0.1193807283558298,0.14039823830924003,-0.4846424247443056,-0.18347522172043798,0.30023569636986175,0.16458399046376482,-0.1588375743747874,0.32733896746621843,0.36135249866285,0.1354418941553586,0.05230024823311346,0.39306685813364284,0.3461978448760255,0.05472659249938963,0.4120895228701401,0.462649753800717,0.2950047849727817,0.31554310135143415,0.27026298868694526,0.35343230829751326,0.22374277129656822,0.0746440905817342,-0.017868376348489853,0.2310730022001004
Olfactory_R,0.05457984561201255,0.06736476814556999,0.05721596641767037,0.19032472971460127,0.3262954482708702,0.15290818732813427,-0.20821080855762159,1.0,0.10082607392795427,0.07660999486986926,0.2622759368603267,0.6083328146461991,0.22811060662810365,0.44277992973031743,0.16653695736780663,0.23810435738493888,0.46642283912430665,0.41541353449114377,-0.1432218149541009,0.3251488578597845,0.12355780061686433,0.2079970843473688,0.28200526579287394,-0.018835458707864895,0.5356869528930989,0.24981880509356305,-0.02908332999004591,0.3694677146465217,0.20114558540248917,0.29617454081380723,0.29549087375182875,0.4277281213420475,0.1617421244594851,0.16596545335623192,0.48073700331735064,0.11304959881592246,0.1971761756351045,-0.08244968543331592,0.36456379596840205,0.214796876750872,0.15845531856831982,0.1212107103432415,0.07369269814807208,-0.18371612563802922,0.24457577094469193,0.330368573187445,0.3800505256620822,0.030798039918076035,0.04137321352261423,-0.10906458973793282,0.37859779795421916,0.5273687614301252,0.36038211135484327,0.7408946577554777,0.15188121946316938,0.06745706577323789,0.48502237866021114,0.6669288509193901,0.08085236631840553,0.13548867074432056,0.19246061841277487,-0.08139000590743276,0.1778722848780781,0.02009513674522837,0.03223254151066489,0.09815005150616646,0.05012878141716278,0.23836026290631748,0.1529247990208826,0.05972251591992807,0.40165001892999047,0.188445502955513,0.08010767622561256,0.411789177463775,0.0015523770205273224,-0.02034696472033561,-0.005062768547405221,-0.1756207019535193,0.5853065024870638,0.21535411381659855,0.5993470562223511,0.3703523112994445,0.28236159525103766,0.09351682912701569,0.03866589841436079,-0.28608049842628613,0.19020728199886486,-0.45464843351891693,0.3633474115182222,-0.23334176868947643,0.09853010675863835,0.018064483392465,0.4329590916614404,0.055076258055719654,0.28272176950047656,0.21926924956307792,0.2780387729851582,0.3148876418565679,0.43971503383791455,0.5270399530616575,0.08090875402213307,0.05173563527220716,0.11646186548308116,0.14199970740271606,0.2473380715292699,-0.023635985646837852,0.3981282330166453,0.037956215266471915,0.10115635646962746,0.40263877917995294,0.17338816323776376,0.14288056389932335,-0.08335477906258487,-0.17445312099922092,0.46348579584999927,0.3682918977601673,0.1383723253561982,0.19056581912683315,0.7790449914931574,0.4684208009558231
Cerebellum_8_L,0.31700579639370785,0.25823462763589833,0.15429901698334278,-0.29690723818568154,0.4434819103626553,0.5613108983022471,-0.23785274610906074,0.10082607392795427,1.0,0.02009336777559088,0.5453058878990865,0.190522333110505,0.37433104818164126,-0.05487061155012757,-0.037385549906960455,0.22794376089301188,0.09450908534966711,0.09470925321713522,0.07571041973427049,0.3548103075495576,0.5430168903066759,0.6734124459648423,0.06390715522902192,-0.15834318360593122,0.16579422216318843,0.20620093179106794,0.310132580697566,0.28004611245593725,0.09444383549428287,0.13665047666482746,0.1632571578870372,-0.21605342126227256,0.6497565241637885,0.5346629240664797,0.27345303612555427,-0.35439388675221317,0.09697067431289765,-0.21958476438289568,0.31858681913216447,0.3290373482613147,0.18006149032697777,0.08603833831700917,0.16760716740737125,0.399361773342609,0.034269001788851915,0.05982377233651849,0.1980666008887882,0.0804859763358223,0.5350038980621333,-0.11760824036968838,0.07766652293093158,0.3053401262865471,0.09690345161072662,0.2294212141396205,0.16983278970767793,0.10831865487989101,-0.005115191869210508,-0.09288373820825899,0.4110458697569199,0.3172007955507223,0.3112865173661201,0.17074227578476267,0.15179416654903172,-0.330684819433431,0.1053911540533265,0.389162831493005,-0.19007932270976888,0.032157180947121375,0.1585017720421416,0.36282483164502405,0.0603234027046953,0.53809254934549,0.2558793634818649,0.4903575798726153,0.44770644018281364,0.2501772430001236,0.15988022443144173,-0.22668344499127135,0.2043022035232755,-0.11800364523306178,0.32154098177645474,0.4275235309321107,0.28110116893569026,0.0015114340073046192,0.19571151024493522,-0.10744531576738665,0.5902473987823991,0.035593711706531445,0.38113711185294813,0.14232626944224788,0.1347212166771662,0.22665184857202744,0.19662433318021505,0.19872300997763867,-0.09413206618496736,0.4954040233607175,0.12772870218412447,0.2302773619353165,0.3796705593838816,0.37639033509126996,0.03729793008893331,-0.17157964270785916,0.6606049836707243,0.005943987776129874,0.14376073132103312,0.030822519041009886,-0.03355608756961337,0.15845417434646195,0.1387411979657944,0.016021060511605054,0.27793770935564144,-0.26047301137804535,0.09234937706651263,0.2909977779005108,-0.17464020282486176,-0.04858100575976413,-0.09014554814504676,-0.15559142386017832,-0.07344341739035322,0.32665379130400796
Heschl_R,0.494288672950295,0.5202405504413815,-0.38753408135058515,0.17197931939408911,-0.18949159940960705,0.34420784522614417,0.2333553157737118,0.07660999486986926,0.02009336777559088,1.0,0.3916061716804302,0.1780175246879916,0.6060424764763065,0.1851279056710684,0.12257359907285022,0.5924148908734748,0.4718191686852227,0.08565989281904979,0.5163467121226875,-0.48154763421656127,0.2168437633324657,-0.019129898567296844,0.6872936410191209,0.5212955352770334,0.1003665535647249,0.5644809100163627,0.009467034084239266,0.023372288379907104,0.05669409816107523,0.48735523502063843,0.5928829072305439,0.4841822857446123,-0.2134403450173067,-0.036942947960636636,0.30707238251854413,-0.17780316585852296,0.7262240508574619,-0.1527334618817529,0.2971380855852554,0.5197894332167456,0.1734746725361704,-0.009785683548376597,-0.010998796050975998,0.18918603322890987,0.5909505383465368,0.7236460329500313,0.5748440787822815,0.27766215270734157,0.18610655944697804,-0.170788296993301,0.220547816763389,0.3849058630043632,0.45713507955125116,0.1680622772466902,0.5446044179121141,0.7018602442816253,0.5966318339753743,0.046491449442058845,0.17304792503231886,-0.030703271191305483,0.3813014570093025,0.27256415204429674,0.16045116774071963,-0.20394133732019257,0.8161357461525034,0.30914282183084163,0.22158577299141097,0.3521370131094439,-0.4265134466860357,-0.20211143835424,0.5880402272829713,-0.27453813363380936,0.4849876109435044,0.44588715455537997,0.40224198287790397,0.048653800588880795,0.541213134202473,0.24188624650494042,-0.05286469447153678,-0.4871670249666353,0.35600512099485626,0.331723881450592,0.6074351875674622,0.2509221563422254,0.10864659982114605,0.2042506125305781,0.05576461335346859,0.270082265254188,0.6088494023608154,0.2486706930274515,0.401881301662713,0.556582024604692,0.370453825998257,0.6487198423176157,0.24653223267037033,0.03754608107292794,0.2820018917158011,0.041910236753228663,0.28846956211308294,0.4526529194999435,0.5246446908995018,0.38781254229382495,-0.05324736519286625,0.4586525346293089,0.6213700851754365,0.41449451121922753,0.5043957670631576,0.8046414244212733,0.8260351606793864,-0.12420136000066644,0.567704233704651,0.5553960276331918,0.11536233655840233,0.3806262922767041,0.39350175283683064,0.39125830236210923,0.4945402075823378,-0.4530108235661643,0.14198939780991168,0.48834731408804155
