,Thal_VPL_L,Cerebellum_8_L,Calcarine_R,Thal_AV_L,Thal_LGN_R,SupraMarginal_L,Cerebellum_8_R,Cerebellum_Crus2_L,Rolandic_Oper_R,Cerebellum_6_L,SN_pc_R,Temporal_Mid_R,Occipital_Mid_R,SN_pr_L,Thal_PuI_R,Rolandic_Oper_L,Thal_PuL_L,Temporal_Inf_L,N_Acc_R,OFCmed_L,Thal_MGN_L,Putamen_L,Hippocampus_L,Olfactory_L,Precuneus_L,N_Acc_L,Vermis_1_2,Cuneus_R,Rectus_R,Paracentral_Lobule_L,Occipital_Inf_R,Raphe_D,Temporal_Pole_Mid_L,Caudate_L,Occipital_Mid_L,Precentral_R,Frontal_Inf_Tri_R,Precentral_L,Angular_L,OFClat_R,Red_N_L,Cingulate_Mid_R,Fusiform_R,Thal_VA_L,Vermis_6,Thal_AV_R,Lingual_L,Temporal_Pole_Mid_R,SN_pc_L,ACC_sup_R,Vermis_8,Postcentral_L,Cingulate_Post_L,Cerebellum_Crus1_L,Vermis_7,Frontal_Inf_Orb_2_R,Putamen_R,Thal_IL_L,Olfactory_R,Cerebellum_4_5_R,OFCant_R,Parietal_Inf_L,Cerebellum_10_L,Frontal_Mid_2_L,Insula_L,Cerebellum_3_L,ParaHippocampal_L,OFCpost_L,ACC_sup_L,Frontal_Inf_Tri_L,Thal_PuI_L,Heschl_L,Temporal_Inf_R,Thal_LP_R,Cerebellum_4_5_L,Amygdala_R,Thal_VPL_R,Heschl_R,OFCmed_R,Frontal_Mid_2_R,ParaHippocampal_R,Hippocampus_R,Frontal_Inf_Oper_L,Thal_LGN_L,Parietal_Inf_R,Vermis_9,Red_N_R,Parietal_Sup_L,Cingulate_Post_R,SN_pr_R,Thal_PuA_L,Thal_MDm_L,Occipital_Inf_L,Thal_VA_R,Frontal_Sup_2_L,Cerebellum_Crus2_R,Vermis_3,Thal_IL_R,VTA_R,Cerebellum_6_R,Thal_LP_L,Supp_Motor_Area_L,Paracentral_Lobule_R,Cerebellum_10_R,Cerebellum_3_R,Frontal_Inf_Orb_2_L,Vermis_10,Thal_PuL_R,Thal_VL_R,Cerebellum_7b_L,Caudate_R,Pallidum_L,Thal_VL_L,Vermis_4_5,Frontal_Sup_Medial_L,Thal_MDm_R,Thal_PuM_R,Insula_R,Precuneus_R,Cerebellum_Crus1_R,VTA_L,Supp_Motor_Area_R,Pallidum_R,Rectus_L,Temporal_Sup_R
Thal_VPL_L,1.0,0.007555109667267839,0.19369925018545153,0.37658606713521703,-0.18950425506689622,0.11331362313891666,-0.015600112517815725,0.03519557456475262,0.0017226949307342166,-0.17726721998852937,0.5227133370552342,-0.0012554022184968028,-0.16471425269485973,0.039065171317437086,-0.08027533067759993,0.6110387776715461,0.68784678926855,0.08509174768014673,0.2767027150726512,0.06862278301144495,0.04566093796319833,0.48727020244299707,0.5842281276722381,0.19938972467066346,0.2133502591334444,0.019360041558057196,0.34400433043024914,0.160687568728998,-0.15556091798381236,0.5487597259370636,-0.16826105327974236,-0.2505368043466989,0.2247516601762155,0.4531514054942641,-0.1858368273845636,0.5825240210849894,0.4968074601542487,0.3808060665170051,-0.11904379721186774,0.38648742562015154,0.1977442258678126,0.518192902839211,0.27396688951365533,0.27430753130839997,-0.27350480206105177,0.10962651387290909,0.2504705181477806,-0.2849491238265404,0.018699731315221044,0.5798643266910231,-0.1559635252464353,0.23985969852921768,0.3423927290878199,-0.23256868256873134,0.17290492273347513,0.21606311332902584,0.5839376142734414,0.08612886263023846,0.08507361659418801,0.4683235340495492,0.10347639635435527,0.21781735787550596,0.5735634689694635,0.46611946496769263,0.289529096474168,0.395569087902991,0.05438694842622523,0.2914191729546496,0.48061683564288904,0.5839740909182384,0.20164036684505154,0.243501917463052,0.21516729742369925,0.31780969907287554,0.47041066328037856,0.532383715518306,0.29806390594940985,0.5598520756283727,-0.25826913456426703,0.525203381657066,0.5240669429712722,0.08593607504518669,0.4058389007959529,-0.18578743369453926,0.3312144903944495,0.04549169432709887,0.4031421361482432,-0.13273087598696334,0.4257148570695656,0.11907382727537857,0.22584778448511472,0.32493860646549333,-0.2056205015405097,0.5264350173703964,0.503475357982803,-0.04513063302776288,0.5492037759787767,0.39354028170412597,0.4174246488811453,0.19249731578155693,0.3918732670506118,0.4038642799380749,0.21518345786828624,-0.0684871404577755,0.5486020998106456,0.24058841846900672,0.3169709375787699,-0.08080015335857106,0.3824336420576572,0.30723466334405425,0.5533722785128504,0.5326554861843383,0.3681650706180837,0.4597247271528001,0.3441583897136782,0.4036232585461763,0.579166849440714,0.3709449488030338,0.15803334101267363,-0.20811513070437132,0.4552777729844534,0.21671627887750045,0.06686165711713749,0.17269369144351088,0.18990696589345654
Cerebellum_8_L,0.007555109667267839,1.0,0.5613108983022471,0.0015114340073046192,-0.12552182619570784,0.4110458697569199,0.4434819103626553,0.5350038980621333,0.16579422216318843,0.6734124459648423,-0.0430456732415047,0.26990420030984413,0.35700834020723515,0.23229404646435878,0.0440873259787379,0.38113711185294813,-0.17157964270785916,0.44770644018281364,0.190522333110505,-0.28475773356369144,0.2803704271949329,-0.1068832907636325,0.0603234027046953,-0.07344341739035322,0.2558793634818649,0.2294212141396205,0.005943987776129874,0.22665184857202744,-0.330684819433431,0.10831865487989101,0.36282483164502405,0.16760716740737125,0.1347212166771662,-0.0649420754790672,0.5175175058929535,0.15845417434646195,0.09450908534966711,0.030822519041009886,0.310132580697566,0.1990977917628461,0.0627701034682396,0.19872300997763867,0.17618662732529036,0.09470925321713522,0.32342469738190577,0.2501772430001236,0.5060818481197309,-0.15559142386017832,-0.07419761337661948,0.20620093179106794,0.53809254934549,0.0804859763358223,-0.09014554814504676,0.6497565241637885,0.5346629240664797,-0.2476585370463661,0.034269001788851915,-0.10744531576738665,0.10082607392795427,0.22794376089301188,0.15429901698334278,0.17074227578476267,0.06390715522902192,0.16983278970767793,0.32665379130400796,-0.03355608756961337,-0.19007932270976888,0.06732754114059632,0.1632571578870372,0.21863060638420492,-0.037385549906960455,0.37639033509126996,0.15179416654903172,0.18096488000040714,0.14376073132103312,0.18006149032697777,0.27345303612555427,0.02009336777559088,-0.11760824036968838,0.3112865173661201,0.14232626944224788,0.1509972642850863,0.05982377233651849,0.09444383549428287,0.14020768592525937,0.6206100764387111,0.1084085262456671,0.1898035687362681,-0.04296432186701193,-0.09413206618496736,-0.04858100575976413,0.032157180947121375,0.6606049836707243,0.3796705593838816,0.09697067431289765,0.08603833831700917,0.19662433318021505,-0.056236229858148704,-0.05487061155012757,0.5902473987823991,-0.17464020282486176,-0.030134322678651994,0.03729793008893331,-0.11800364523306178,0.13699150877313604,-0.21605342126227256,0.06719219331844398,0.1585017720421416,0.13665047666482746,0.399361773342609,0.07766652293093158,0.07571041973427049,0.3053401262865471,0.37433104818164126,0.31858681913216447,0.12772870218412447,0.31700579639370785,0.2498320725507576,0.3290373482613147,0.3172007955507223,0.19571151024493522,0.008614046469609197,-0.23785274610906074,-0.29690723818568154,0.2302773619353165
Calcarine_R,0.19369925018545153,0.5613108983022471,1.0,0.29001762339074083,0.13772488800808372,0.65813243135162,0.6277863913827884,0.43254301491999797,0.5861763845903596,0.5810951282846912,0.136957235606501,0.7412006234610591,0.6047931214266377,0.41299485359030164,0.40355562601057654,0.6115889310687193,0.061341723490161496,0.31907589504271827,0.34601058641870086,0.005589271224489975,0.055317637627944345,0.5286698539777231,0.08957463569204273,0.06293490655020563,0.6166456708818044,0.43421209228978086,0.27328512313081155,0.6126827413424446,-0.1886669979386499,0.4602518302661831,0.6676481692494686,0.33330875696716733,0.2766105505638251,0.41739296233617923,0.7127894551881162,0.5092235404836528,0.43618022985670607,0.6004194256315433,0.6514774403125796,-0.05398432453657563,0.1849837356518284,0.5518871288845769,0.6773311446629299,0.30738974047713213,0.5309285616575175,0.3496431016403144,0.8840656172204946,0.14674034023649643,-0.031070827112261546,0.4322229104185616,0.347137989283055,0.6566994883935663,0.4269937608515648,0.40268967794774224,0.38596348464160685,-0.05159085305203597,0.28687285354081354,0.12359332634755198,0.15290818732813427,0.7657513470109248,-0.11010367007788328,0.6568159562706187,0.41771312207220695,0.6720504820950506,0.3853998352829004,0.5109934055123979,-0.04544953013733388,0.22238345202030424,0.5129458058833558,0.5370358409805821,0.2988454444066735,0.507104328856071,0.6165891116540683,-0.02467292371616827,0.7216447494787267,0.30350825871184384,0.48582974310023885,0.34420784522614417,0.08434312664205938,0.7387496949150859,0.07310343000527651,0.5121465744279786,0.4665574582431687,0.3612908272869617,0.35861829658322303,0.8304320255056699,0.016372987671945293,0.6009600741015709,0.3948103989788923,0.060573015620638083,0.17017806423283183,0.3061207804237919,0.6459123677133609,0.42701277591108605,0.5555487104239898,0.39750832293407734,0.5510344849965805,-0.0073450494502458755,0.016059634968432886,0.7036541620540273,-0.008921555110364457,0.49807030821753895,0.5952405699636868,-0.008073504316605716,0.5080620110356805,0.2059609838760521,0.49933348235860636,0.22796097688336095,0.44016062787388865,0.16426446955941665,0.2689624120454608,0.3862720545499488,0.5856353573338661,0.7481130640535062,0.4703571074117144,0.2597718413006543,0.4601825269449464,0.5380474315987623,0.7656328042885794,0.743363757863547,0.02412205388709125,0.4765837330686329,-0.0782224303782577,-0.033649546175956516,0.5926016683760942
Thal_AV_L,0.37658606713521703,0.0015114340073046192,0.29001762339074083,1.0,0.06479137106139325,0.24155695788757367,0.1783923931878278,0.08239126048729829,0.2693106360230443,-0.07470129551080175,0.35976921536704476,0.2133855512075099,-0.13293575833251092,0.04762171287628118,0.05210222044570263,0.3510218048795724,0.28834426501810934,-0.06365566919323991,0.11267942337709341,0.08801820327319343,0.02822969806758532,0.539863349288138,0.27037877571684393,0.1421019607901552,0.22432576258281414,0.09886535319292408,0.3032863055017718,0.0921349622156149,-0.004542193993728267,0.39986389996378924,-0.04443623179103645,-0.10714205433774815,0.09108983291129731,0.45924272125967663,-0.038179463720753,0.41934513089080117,0.4590124722990066,0.5037181118383174,0.09141628090793313,0.06621556241678593,0.1609947639024256,0.39429212724900403,0.3654010785196514,0.5300295741456055,-0.008729207148510764,0.03425026648947368,0.29868885626472513,0.0027936652017785317,0.1331524207727439,0.42259351602902967,-0.013561664547658798,0.42050339573145556,0.24684741558960782,-0.12329980171835722,-0.03870004592161613,0.23708130880068526,0.3789369956641401,0.1256685388752549,0.09351682912701569,0.44113120450829496,0.10101583277942981,0.3396365177266892,0.28765193539443856,0.5316753998193621,0.2004036669041935,0.38449380065066013,0.08216246608125898,0.09151440381536352,0.4061660927517085,0.397249981004966,0.014037645467640303,0.0799500390704395,0.28178207245045667,0.07141316635847551,0.45490946710275776,0.3870565044084639,0.21714459514094892,0.2509221563422254,-0.08641081370348958,0.5012408599915568,0.26670574902170135,0.263849970556544,0.2327502283577112,0.011568803405755494,0.12305249904806964,0.03801986113205381,0.15766350997095727,0.07263029221951012,0.30547017731760917,0.24378304485069852,0.30409843162683237,0.3698924862573205,-0.15466222747499633,0.3792536454469448,0.40971103387388613,0.25942199323024234,0.5351517925580785,0.264435195317169,0.28596539400028614,0.11384923520700163,0.19736095989411953,0.4607013482108878,0.4092652318058794,0.13023666599502157,0.5065119812075749,0.25784677781964527,0.42592903528504267,-0.031146124874132354,0.43531196620341317,0.19577951889824233,0.348996478634307,0.4325854196738509,0.3512847942651292,0.36647461307082246,0.23267020791973356,0.16038046486298432,0.18944515292724784,0.28056919657021645,0.21752334226762346,0.10208030691118959,0.23537678080979388,0.38108563945097335,0.12170648886534478,0.06546210672026954,0.2666623084322255
Thal_LGN_R,-0.18950425506689622,-0.12552182619570784,0.13772488800808372,0.06479137106139325,1.0,0.04726194019260446,0.16474066878237723,-0.06923436584763612,0.34539130589907246,0.13326056134284375,-0.14016498799592503,0.2134448251684034,0.20048107683782634,-0.1628185991802852,0.677514916329785,-0.23493143913637346,0.10514250329167794,0.22470451882242884,-0.30129990042487725,0.24048849876354725,0.10151697742299276,0.14449846771046576,0.1684261676119526,0.15447706874337372,0.27540946390575394,0.14848377715558692,0.16063516760152058,0.33839303331951015,0.5389460737875035,0.04349903699976486,0.06679409649286186,0.24632990681242087,-0.08568251531798693,0.3710200198664433,0.18118869963230833,0.14282939849237244,0.18072401085931095,0.07064129470464116,0.16143917323281007,-0.04075845252318722,-0.12138720337514203,0.06242088944860433,0.4213490518515302,-0.053800338518369156,0.3691490518061224,-0.3041453023789214,0.4113827965695644,0.31677945943914537,0.4649293933615563,0.08088982376922463,-0.060926610579852304,0.04329599507488778,0.08081462792823213,-0.018674706160513924,-0.1359435542246261,0.52202023211702,0.3555028987616729,0.6836187701083667,-0.007569443025916137,0.24010476612185785,-0.03571744202858141,0.10524732501726804,0.340705172238615,0.1836292881918424,0.2703763242795928,0.1684108284549467,0.6462618782899954,0.16448594161073973,0.30509098587638417,0.13890517415250442,0.32326772116580715,-0.013988630450337753,0.2254738677577361,0.13818000136375858,0.3960898192511053,-0.22533762569494586,0.12112972953594142,-0.001338201499394626,0.35553483924943174,0.19825207525123523,-0.2680147749223197,0.28922219686945433,0.18610848352552878,0.478726299411068,0.16916909841030497,0.13724930292249468,-0.12093217578244983,0.21482309192216079,0.14621862431699614,0.3531893368010881,0.5255790862423574,0.3004364768384706,0.1826675101775115,-0.40310954673991356,0.3219372714682507,0.4314991978328313,0.10615948745322057,0.17393141536548873,-0.2261670727195922,-0.08200007137120964,0.23980336272255473,0.30146207813404,0.3112662476003754,0.21418182163678343,0.17957760890292834,0.6014916085481661,0.4592883644091241,0.3637304182738515,0.447367270324162,-0.07227274024582941,-0.08586847590036202,0.22012579658834072,0.004082987913260307,0.23265881689137333,0.1834804819937056,-0.23296097411425418,-0.3727731249813756,0.11124090062265649,0.19792185976071933,0.2114047481231198,-0.5002639911179338,0.48910436688018616,0.7144428082268897,0.26039152355274164,0.3261845008565119
SupraMarginal_L,0.11331362313891666,0.4110458697569199,0.65813243135162,0.24155695788757367,0.04726194019260446,1.0,0.4861501433013301,0.329240783856842,0.4055221653749727,0.4747858458511827,0.09599025594399085,0.3801563580493739,0.46334176507637775,0.34619541016257366,0.27348958852804267,0.5066254886362903,-0.25056579078022256,0.24104168678372392,0.2771975005329597,-0.364876563867729,0.41690511238559297,0.1623032933311891,0.10162507339362718,-0.10060099696311191,0.6862318824693746,0.33799401775544113,0.36191828366095274,0.5024280735139798,-0.20750749644261585,0.46685015425391146,0.32201588158037703,0.36634105987692894,-0.13299516790470847,0.22519088302150225,0.7008300346504335,0.4222579158402958,0.2844872052699836,0.5673239856978952,0.7986690162313491,-0.033543739416778344,0.12031642476122428,0.6010142825851144,0.5371219728415711,0.19407392118726463,0.40987524570098116,0.31497148536671044,0.5478873090946604,0.1118077119354681,-0.11371814607971438,0.2812387173754261,0.20433540969993932,0.6413149672056195,0.398434209174226,0.2430901764359656,0.24266402438686296,0.005176711568962349,0.3224780133167086,0.14811355690907557,0.08085236631840553,0.56925814039738,0.0721351850794229,0.7894465111468286,0.26955992835418563,0.6183426604663339,0.3066997998981138,0.13413531556458408,0.13156863289440696,-0.11533391880786587,0.4576000864425814,0.39012705917400164,-0.012851571069359318,0.21508037493046164,0.4306525803738073,-0.045976471715621026,0.47563249171723915,0.20287008084861913,0.3337283327555603,0.17304792503231886,0.014434585787565773,0.5766251055323478,0.058480670801275725,0.4087529730249248,0.4322667797607331,0.2450531937930215,0.36317810692153696,0.4750274919107777,0.09982733837636651,0.666028401175483,0.3382808579239095,0.267575036940803,0.1451979799895663,0.28817143811825996,0.44384016213490257,0.24061939860204215,0.5171940031105032,0.2955647580454783,0.4159701896893291,0.016092380548293227,-0.008184552334222179,0.5227774588648735,-0.14141453633150583,0.4603256475810168,0.527729605029656,0.13523944194758886,0.38401109839651393,0.148035610022767,0.41923223238617047,0.08744568513494921,0.33994722071387795,0.2964880398937734,0.12131765481432615,0.36702085383242816,0.35745640809862234,0.5992690954554106,0.44404275107485375,0.19043998738033202,0.3489264229988373,0.4327503003990122,0.706412077136146,0.40411153713163656,0.0027477496108593742,0.4908831940555237,0.007551459542160284,-0.3310274414753922,0.4218449571872904
Cerebellum_8_R,-0.015600112517815725,0.4434819103626553,0.6277863913827884,0.1783923931878278,0.16474066878237723,0.4861501433013301,1.0,0.07675855390834654,0.5981806929364755,0.6314605479730786,0.07955208335712655,0.8041310103935284,0.3158323905698907,0.4039656562064674,0.336142987666367,0.3095418214530098,-0.015756501296761344,0.1069899534247212,0.3177452435102234,0.047033383792014216,-0.0016435902713375495,0.20743927415941876,-0.017537777929885284,0.1802649476077065,0.22838286968215546,0.4458158499077463,0.08467533212238974,0.08411184709547653,-0.004324728500731278,-0.05468756782878013,0.7370065102126941,0.28827042353344184,0.06732817530978497,0.20377912777474375,0.4611936168557522,-0.05783567733043408,0.17598897803781943,0.2652337868830727,0.4510485101215441,0.05556226111344913,0.15028063420795632,0.21505969016230142,0.4668023777979688,0.3281380419243431,0.541256099936483,0.3034774770797323,0.5481841730108615,0.4589348809048027,0.17900909584666072,0.20231678583808452,0.6376841605689002,0.3590045202515558,0.0891084848963371,0.6295378246369442,0.48090908668874377,-0.01818454137686658,0.03466663013673513,-0.027504796046544332,0.3262954482708702,0.42144208377568604,0.010580072922671206,0.3274500781363866,0.17131982839998702,0.32063702422428536,0.26956144963033113,0.40467634730424423,-0.09404052462133727,0.11490369316273859,0.237237687421901,0.13706554087973638,0.4116856031792625,0.45056787537987913,0.6220250130676677,0.13396889583196958,0.3789366590900608,0.29049739542873665,0.3853739741615386,-0.18949159940960705,0.0754569955902214,0.44860432957468843,-0.06906817253035125,0.6250589326455008,0.18112849399171757,0.46026510952968713,-0.14867396612959496,0.6023687992906734,-0.025607764798879978,0.3399842930607029,0.07773858814998555,0.008698773352422572,0.1155465800850827,0.1529833364756065,0.5756182921003183,0.381591939472185,0.17290445072140223,0.564013642739166,0.5473337439187741,-0.11040592164669435,-0.05890691715372648,0.784355941703526,-0.02706737920394182,0.08573438543019149,0.20035091960697213,0.5552831705005556,0.22117736866042936,0.06489040158819394,0.43860591785092684,0.6396638953029731,0.30652928207355484,-0.16703890352390446,0.22814078227154466,0.022097699062433925,0.4257520787873198,0.3726279540977169,0.30910748397103627,0.11688964687867259,0.1368921457527106,0.41639242104049284,0.36602015370962027,0.6960998108449471,-0.05147748562988335,0.14543184142462914,-0.19664650370737335,0.04737793617229024,0.6140316012008076
Cerebellum_Crus2_L,0.03519557456475262,0.5350038980621333,0.43254301491999797,0.08239126048729829,-0.06923436584763612,0.329240783856842,0.07675855390834654,1.0,0.17871423342581666,0.4707442679771121,-0.09858792366236567,0.0480656472480103,0.2724171483344826,0.16871975562972794,0.11790505940021027,0.25084372780519887,-0.24496136565103016,0.2168684616674935,0.20206749485045755,-0.1612651394495087,0.45514047392489343,0.08825389210244344,0.1549995144395632,-0.10444479312946968,0.4006988582725917,0.17477444548153953,0.21981234244245176,0.32984683398762216,-0.12049516117605309,0.3821531263927524,0.0787987208728419,0.30187539251904105,-0.08773250249967834,0.18543855336242093,0.3354212360920769,0.4476203353697956,0.2665311899558945,0.264637324647355,0.324410141441946,-0.14644179151948056,0.11220424799198193,0.31402325069338466,0.3309037792418656,0.22221377265880216,0.3166251368176369,0.2097856833054648,0.42060248303478115,-0.044250696822070945,-0.3124010307851756,0.35606675758530687,0.01616318988226987,0.2993302603757455,0.2128642419984696,0.2028789857775223,0.03610473490343873,0.09314697621090348,0.30015667969631443,0.1147005319624865,0.04137321352261423,0.3601396610174065,0.13122199465710832,0.2907500238594074,0.08824009269882037,0.3479358432032855,0.14802294374310593,-0.048036931346025935,0.06532373081256367,-0.01537237589592589,0.33615559124386546,0.23077749200322892,-0.15598364468254208,0.08860856903829116,0.12113890470790134,0.007831380416215296,0.28049048872923915,-0.06307930155298885,0.29691729516795157,0.18610655944697804,0.03786826732913938,0.35174132322113216,-0.07142002962413961,0.2092773194740169,0.10850657254850019,0.10851863291662638,0.3202795094494928,0.4338847139439738,-0.1458341430894711,0.2796821502743355,0.14850840200082147,0.04672742618902053,-0.10571901186124762,0.10509381841378772,0.33150064449388716,0.1422746720499165,0.241935330314051,-0.08352230736948021,0.08358976493893165,0.08470558472471111,-0.05089860137672316,0.2151806450528701,-0.031470522402674145,0.318903357294945,0.28411160564209237,-0.23783757628319716,0.25375336824349753,0.12496317010154494,0.08839504243415454,-0.030629079118121107,0.23834385179450202,0.48033636827751136,0.17257614987047784,0.1754971115255108,0.3890736140411807,0.3990854378691691,0.27922428063328164,0.32676927616801466,0.3415473684808153,0.3931601875749171,0.33039117457233297,0.27900027832886115,-0.011636961729339972,0.3456652497272599,0.05060610898839005,-0.2019634953844253,0.287539166102271
Rolandic_Oper_R,0.0017226949307342166,0.16579422216318843,0.5861763845903596,0.2693106360230443,0.34539130589907246,0.4055221653749727,0.5981806929364755,0.17871423342581666,1.0,0.34000911161222974,0.22258086013455236,0.6127160265836784,0.2304640094532089,0.6108054957296625,0.567230843700195,0.46388426384550996,-0.0381915865654323,-0.02416386379556364,0.4286302034902954,0.27905750884698677,0.029771609320664635,0.5061378383199103,0.17084873088258887,0.46716001021386416,0.34865777623142064,0.6710011940933568,0.4007643823761953,0.20763060645148101,0.1370378609861519,0.22959855620265146,0.38031636231133314,0.3400674845864046,0.1218081334727028,0.476728871124087,0.27792892444423134,0.2477372769566524,0.6882806334921882,0.42843004272171953,0.375068037399389,-0.0337453831289207,0.42420244157098363,0.21926841805582087,0.5214630869802519,0.4860849213344825,0.3560477510509508,-0.02709897658108419,0.5105699753474037,0.5274598128691314,0.2856266842213901,0.3067446720955801,0.12219834495562115,0.5372387211370265,0.4605280593309565,0.1905297244182009,0.058505540085412644,0.29280982481500245,0.3617725363191478,0.08615715939033891,0.5356869528930989,0.6552959372939922,0.011290307031741173,0.35809110754809187,0.3577214638977009,0.5423920285283799,0.5858856373236024,0.5890286989656904,0.1814028809057175,0.34976119763301744,0.47865961851668026,0.45068449180348785,0.29392479738305105,0.4643074025219707,0.5069214083937409,-0.26110079619055715,0.6200470246406579,0.2924606202639324,0.5123046025318074,0.1003665535647249,0.18885264403248184,0.5718154027695549,-0.19266686782739484,0.8295083414633105,0.5040925928526776,0.4157363416884058,0.02517175818838576,0.35757489239543894,0.04508515203733264,0.3127748223217924,0.3934107762227035,0.463941029364636,0.3577730319034628,0.491930407511838,0.26073230500093914,0.25626164785637723,0.4075220595385223,0.5648186632794924,0.631559158189577,0.010862720544201274,0.11969877283397007,0.3297447505271177,0.22971884331247067,0.30707120143053684,0.3919691026231782,0.3664496146039763,0.4885343669100612,0.4924999184588911,0.6739108379798201,0.22539870837846654,0.4318221515852402,-0.03082559772229008,0.16727697742453604,0.26123903529617404,0.617589170922485,0.47550483776301056,0.4416803074861712,0.030258232026766394,-0.02812633771765232,0.6429345109616444,0.4832975754831812,0.5362810741556052,-0.15612804920472215,0.3806582244933804,0.07270034927648476,0.10459173531136151,0.7068077703089475
Cerebellum_6_L,-0.17726721998852937,0.6734124459648423,0.5810951282846912,-0.07470129551080175,0.13326056134284375,0.4747858458511827,0.6314605479730786,0.4707442679771121,0.34000911161222974,1.0,-0.1771779764692588,0.46595097734672586,0.5584579217378284,0.38620935344378676,0.46556744169416137,0.16715344968505147,-0.1882877705068502,0.5950580773729949,0.32203352722694045,-0.16612959182625986,0.3589835607746262,-0.13413527251046586,0.07563855648317672,0.02780902084514621,0.44591134947552497,0.46218948399237986,0.08698148031331777,0.3457484104276921,-0.11429397756258029,0.15643206707520213,0.5429315963287433,0.5413659929802217,-0.03747509744084328,0.17859034313655073,0.6367869366480459,0.13889282571535239,0.0014800615858424416,0.010626259689722686,0.4719608426387087,-0.07112465865881404,0.06927083928842985,0.28831199512961164,0.4603848156331053,0.023820896654094183,0.7485953244578445,0.3814524599920937,0.5850630533346968,0.16514218499169958,-0.07362419314740466,0.16388396195139887,0.5943525906131452,0.08462472978584962,0.03698153054170301,0.6821072951961729,0.44506403075756185,-0.09861444503540319,0.12334329286506703,0.19734968244271092,0.2079970843473688,0.3256187436096523,-0.09917453642034979,0.22326669362529844,0.17856886788319806,0.1684204713136365,0.27587131144644567,0.08141309782432397,0.13284750731580933,0.11970021536967529,0.2240799337881835,0.12486241865302548,0.25361071814473846,0.3821144476749695,0.4545123002831856,0.3022569749275038,0.2678588901224093,-0.09642340811782926,0.3904834346337706,-0.019129898567296844,0.17782244103312256,0.22907823957345771,-0.221339642503006,0.4187966770525277,0.1665005975411076,0.5187001726191461,0.2434373774702649,0.7478198234130133,-0.12881346147644182,0.3728298790567236,0.04616347360868619,-0.011374088189863452,0.0909843283585155,0.16431325266188526,0.7716279707348871,0.14603754786018427,0.25442030706514185,0.19705985365107812,0.20523968640804544,-0.11427730130789816,-0.22906691348089542,0.7498370174986995,0.028412888213064574,0.15506231051226083,0.27151790691310296,0.09120489168379699,0.003017014990724153,0.06828884735492635,0.21257370488635666,0.43905941424619327,0.338561275790334,0.050687093962582856,0.0729214578894267,0.04576411003871643,0.4266017385600915,0.5002923399009527,0.3306034347637356,0.22265477804952225,0.3072609070633238,0.3815140457206897,0.5225359865727086,0.6666392420999182,-0.2411568728280741,0.2800077918124331,-0.023450304676146942,-0.07661144737040897,0.41678581117230307
