,Cerebellum_10_L,Cerebellum_7b_R,Thal_VL_L,Thal_PuI_L,Vermis_4_5,SN_pc_L,Frontal_Med_Orb_L,Cingulate_Mid_R,Thal_MDm_L,Frontal_Sup_2_R,Raphe_D,Supp_Motor_Area_R,Frontal_Mid_2_R,ACC_sub_L,Rectus_R,Frontal_Sup_2_L,SupraMarginal_L,Cerebellum_7b_L,Cerebellum_6_R,Amygdala_R,Frontal_Sup_Medial_L,Thal_AV_R,Frontal_Inf_Orb_2_R,Thal_IL_R,Thal_MDl_L,Thal_IL_L,Cerebellum_8_L,Temporal_Mid_L,OFCmed_L,Cuneus_L,Vermis_8,Cuneus_R,Cerebellum_3_R,Thal_VL_R,Rectus_L,OFCpost_R,Cingulate_Mid_L,Cerebellum_9_L,Thal_Re_L,Cerebellum_3_L,Rolandic_Oper_R,Thal_PuM_L,Cerebellum_Crus1_L,Frontal_Med_Orb_R,OFClat_R,Insula_R,ParaHippocampal_R,Insula_L,Red_N_L,Caudate_R
Raphe_D,0.1038275145169187,0.18741292945412089,0.2280224069477783,0.37965604938180647,0.27685760296712614,-0.14767874542741208,-0.2567998727397339,0.1740906087962594,0.3387249453139702,0.36304397502689834,1.0,0.3563953121680555,0.17216447140174576,-0.06975729236754451,0.23133802486562577,0.2694577237254069,0.36634105987692894,0.07019966169697091,0.23089691952278585,-0.18240803661525104,0.30864111253011234,0.40364800853065197,0.060514058120917924,0.05938734952076705,0.09637370067327898,0.3964564364309925,0.16760716740737125,0.3031609716377095,0.023662609881104305,0.27560371040851184,0.08961996775229661,0.3367096480302595,0.09870357887062821,0.2650976551155443,0.022826201666455125,-0.13801139552014088,0.12474597255491535,0.4653591998553723,-0.16802355361636717,0.07184621373530971,0.3400674845864046,0.025341311900857123,0.17034541545977344,0.09587529221438783,-0.37060139664910824,0.13415708380414487,-0.22043437824296022,0.11292076595349287,0.08526666808246508,-0.04762328106868757
Supp_Motor_Area_R,0.5809854380622848,0.5543630065955734,0.43993422659702347,0.17339390294646836,0.7235142454218747,0.024575870461340955,-0.17522975973976607,0.7182516829875536,0.4782219866295325,0.8160454520255124,0.3563953121680555,1.0,0.591246391208614,0.16857987120987405,0.24601006905806447,0.8162850521360964,0.4908831940555237,0.2471975961856396,0.15074570127389933,-0.007676168800585476,0.3741993643478409,0.1057386985637256,0.5240552296807137,0.3503147103795659,0.29744448225678605,0.5965773521108049,0.008614046469609197,0.2779036730798132,0.09433831960471949,0.5255788995080088,-0.2050129096994047,0.6702348431429815,0.5325079923903899,0.7408459365996585,0.1348975840325336,0.15465335265165006,0.7229023621371827,0.39083248120784947,0.020238681421154116,0.36958542018007223,0.3806582244933804,0.43847382823639747,-0.1300130796541459,-0.03798905234256112,-0.2182665300329094,0.5354714114138918,-0.047290136507481685,0.3312549348955393,0.0544141052655977,0.25661548910456794
Frontal_Mid_2_R,0.6015485019317011,0.44394242020144103,0.5974432657803596,0.2776157496446909,0.7515453196272939,0.004112659706099996,0.14927207994015193,0.6646276905218552,0.4267614834508088,0.8008578438528341,0.17216447140174576,0.591246391208614,1.0,0.04922142468251066,0.06952271543723157,0.7180277572133004,0.5766251055323478,0.4148906947168945,0.4133205788101774,0.48646777613824344,0.684229497430801,0.13888114744375202,0.4002274506773923,0.29099268199173245,0.20627840924709903,0.2617068458587122,0.3112865173661201,0.18490982733852018,0.1940830951394215,0.45339090674762933,-0.01296077015210334,0.4881052280750222,0.7855076301502372,0.5991909434680508,0.144446321951787,0.1450022104461029,0.6653138659149661,0.4028406193681631,0.05022055568378867,0.5353023536378704,0.5718154027695549,0.3706437949150396,-0.014610873104545972,0.15394356828021483,0.20945128020103163,0.6315139236644759,0.30829488880635353,0.4319633512752767,0.18232325131914962,0.46941894028076986
ACC_sub_L,0.2917489048695903,-0.01775811504674953,0.27021624736574285,0.10214384835126901,0.13705630856274878,0.42292594290300206,-0.09130185713193045,-0.02215348433659363,0.1090388595892167,0.11734445690421569,-0.06975729236754451,0.16857987120987405,0.04922142468251066,1.0,0.1589639450443988,0.19920500676895342,-0.08182636974286467,-0.22191645757654715,-0.041996476027893435,-0.22025840656844103,0.20580034184496004,-0.2498464025860854,0.4372074098889616,0.12378702731926985,0.36180470769081696,-0.0315719387545884,-0.09288373820825899,0.270010741157236,0.3135835807018268,-0.11219023190632743,-0.008251834340590994,0.04824356993680616,-0.02720828787431512,0.2811193321585861,0.3084437056169556,0.1458013032531506,-0.04151114633538403,0.24590587048044113,0.009168804715372614,0.24448078533622356,0.42202297862295934,0.1447444468521398,0.03028484235187146,0.2288156353985165,0.2512384123461873,0.4565818679512079,-0.45804297180986353,0.39550634401522505,0.1096728169747782,0.14559094706238024
Rectus_R,0.08815342413194097,0.13032283575429868,-0.07623098898273833,0.3219749870252666,-0.08585946212079838,0.26376875707125585,0.02352325552694324,-0.10387576805026101,0.2031224141360463,0.09160935326004463,0.23133802486562577,0.24601006905806447,0.06952271543723157,0.1589639450443988,1.0,0.036800915624931325,-0.20750749644261585,0.03102014094702403,-0.28331940793352683,-0.10518298239312121,0.07959381128507673,-0.16789649526386968,0.6055324511494226,0.30075259331058846,-0.1496208951410493,0.5186655565924875,-0.330684819433431,-0.27538067065346494,0.5591143359016385,-0.08775623330537083,-0.32404279655400675,-0.0654585891563984,0.11258083548385474,0.19145645407067255,0.3976864014637946,0.5603119935074796,-0.12407544695642625,0.22276137631499796,0.017485755091124336,0.0736954345899454,0.1370378609861519,0.23175828868159967,-0.29205139287926485,-0.22370457260170348,-0.15340518039067388,-0.08617465626296503,-0.04110284476346179,-0.11671646159093821,-0.07512232327241115,0.032946591263389315
Frontal_Sup_2_L,0.8003434481513265,0.5928998405340581,0.5442515749261171,0.29836716972091226,0.8226898372759543,0.08754224607120037,-0.047655439899311924,0.7925084571622959,0.5413018950810118,0.9052716320397104,0.2694577237254069,0.8162850521360964,0.7180277572133004,0.19920500676895342,0.036800915624931325,1.0,0.5171940031105032,0.28897170764979185,0.2607160330308812,0.1881476320788393,0.6455817810092749,0.16397113102813612,0.42811798605323537,0.4083723176481542,0.5647590890959152,0.4784199384093658,0.09697067431289765,0.4566490915166242,0.14791131474899455,0.5810846570335092,-0.15350060354703746,0.7331864758019412,0.6411265173524213,0.766149554888058,0.23272440559889257,0.07171429414060972,0.7830209325611635,0.341407713841184,0.08960110487622146,0.5294102657280251,0.4075220595385223,0.6096770924968347,-0.14041420446545613,0.02802299070674646,0.06918992334279198,0.6364971055876886,0.1225615308202493,0.5722261280837742,0.17991683282044182,0.38085522833910573
SupraMarginal_L,0.26955992835418563,0.23449680609303017,0.35745640809862234,-0.012851571069359318,0.5992690954554106,-0.11371814607971438,-0.18426087789169954,0.6010142825851144,0.28817143811825996,0.6353817141419246,0.36634105987692894,0.4908831940555237,0.5766251055323478,-0.08182636974286467,-0.20750749644261585,0.5171940031105032,1.0,0.2964880398937734,0.5227774588648735,0.20287008084861913,0.44404275107485375,0.31497148536671044,0.005176711568962349,0.016092380548293227,0.09684755580590233,0.14811355690907557,0.4110458697569199,0.43456569243645715,-0.364876563867729,0.4987930556955349,0.20433540969993932,0.5024280735139798,0.38401109839651393,0.33994722071387795,-0.3310274414753922,-0.1727139489977486,0.571675567105915,0.3420876576941654,0.013540699466536278,0.13413531556458408,0.4055221653749727,-0.017614503462484457,0.2430901764359656,0.33593308537237304,-0.033543739416778344,0.4327503003990122,0.058480670801275725,0.3066997998981138,0.12031642476122428,0.12131765481432615
Cerebellum_7b_L,0.14795823735911484,0.14717592384047057,0.1037597689040268,-0.2746807502105358,0.2582195668390338,-0.2395066269618672,0.2297446326624013,0.29416068049772315,0.1534950528697712,0.39477008163459665,0.07019966169697091,0.2471975961856396,0.4148906947168945,-0.22191645757654715,0.03102014094702403,0.28897170764979185,0.2964880398937734,1.0,-0.06041506438952281,0.24183747970841257,0.3031380105729891,0.0082649012665298,0.21830906511248072,0.2555687589139149,0.0009101100042861087,0.21486194217595114,0.399361773342609,-0.06894260920939808,-0.18028486234655514,0.18366202872780008,-0.22939850946201296,0.1673692876304996,0.42897573318067106,0.1669991920250264,-0.15659190694243752,0.10710727747116208,0.3212345106489256,-0.21373043660891788,0.22243782463750625,-0.1581144080777003,-0.03082559772229008,0.004238960672274564,-0.2271320466914062,-0.1677779760702354,0.05699481356900708,0.11952755418802408,0.3519039863531776,0.17698841398625811,0.032723459462363186,0.08688349509937132
Cerebellum_6_R,0.23736943637542823,0.1013297594603701,0.4659620843786034,0.3242291534113154,0.5398154073748683,-0.054104650051213524,-0.08240980048014543,0.39702777830519526,0.08740596230208655,0.35588795912000987,0.23089691952278585,0.15074570127389933,0.4133205788101774,-0.041996476027893435,-0.28331940793352683,0.2607160330308812,0.5227774588648735,-0.06041506438952281,1.0,0.24015598584634137,0.3101067239006251,0.47659056163479313,-0.23854842266364293,-0.1197416842973617,0.04071502832783055,-0.033579694934626064,0.5902473987823991,0.55883463250914,-0.16207674243902864,0.3138191234822245,0.6774367705903995,0.2384516183408811,0.16792342112864986,0.28757419087549974,-0.02118176776741153,-0.2938752652305583,0.31782602497940093,0.606437058750035,-0.2369712218913447,0.3154212553138816,0.3297447505271177,0.037817688934400455,0.6589897005163485,0.3874810695866782,0.10003528929420348,0.4241422445175482,0.03141283168324409,0.20737267905604845,0.08882294595032612,0.310368379922759
Amygdala_R,0.19218780368305854,0.23402051670619448,0.3132647977087094,0.1263022247638434,0.25710666110824637,0.027594158382796236,0.178620216215728,0.1995854999017344,0.2612446472052882,0.16825253404849314,-0.18240803661525104,-0.007676168800585476,0.48646777613824344,-0.22025840656844103,-0.10518298239312121,0.1881476320788393,0.20287008084861913,0.24183747970841257,0.24015598584634137,1.0,0.21023633028927885,0.04420933958024803,0.06215985825714179,0.061940077810537224,0.13909712952265058,-0.21632433015609576,0.18006149032697777,-0.170732221867862,0.16981344389876873,-0.09510845017230375,0.041168060362518945,-0.07366306558536322,0.5567037213736491,0.14342876578585073,0.07403457392193163,-0.134327951661575,0.314138719533513,0.12731828186354704,0.0679492368149192,0.47153400831784953,0.2924606202639324,0.23024488180032243,-0.04654795981741981,0.26464262327948407,0.19586711629586367,0.21417039068389723,0.623268511882152,0.3028635441004982,0.44113426521896915,0.19842002868886946
Frontal_Sup_Medial_L,0.5496853920499564,0.17700817362431376,0.5493438578675607,0.3044062962514292,0.5846393835956617,0.059104254232164366,0.1135121116835325,0.48648094018386284,0.43201488337936733,0.765422981997459,0.30864111253011234,0.3741993643478409,0.684229497430801,0.20580034184496004,0.07959381128507673,0.6455817810092749,0.44404275107485375,0.3031380105729891,0.3101067239006251,0.21023633028927885,1.0,0.22743682086137038,0.3239473956332479,0.33590538632451866,0.32561444155046154,0.26800549506749094,0.31858681913216447,0.41562594252083923,0.22048714159059304,0.40389184026632524,0.040102895618486664,0.462191740723995,0.44437735829930936,0.5665311919247049,0.2267033957471969,0.1294789871672502,0.36685869541553506,0.30883819203172075,0.01245902138713073,0.27829253078489974,0.4416803074861712,0.3039800483001254,0.024571260792318823,0.22675279069286225,0.2952685489068052,0.5521533413843704,0.05069975605251942,0.488846094223812,0.18318082737130859,0.4684426373086419
Thal_AV_R,0.0015543690060617896,0.16326314200747644,0.14703768671088216,0.23195495831773705,0.21047120770914227,-0.32435676793971213,0.0021655886290899615,0.2425026227945501,-0.04122571020423871,0.23672335393711727,0.40364800853065197,0.1057386985637256,0.13888114744375202,-0.2498464025860854,-0.16789649526386968,0.16397113102813612,0.31497148536671044,0.0082649012665298,0.47659056163479313,0.04420933958024803,0.22743682086137038,1.0,-0.25875307302873396,-0.07166519595530023,-0.033747597364169546,-0.05463904101336126,0.2501772430001236,0.1861857127841944,-0.06882592337836665,0.35014066985664616,0.2361409860345443,0.247402210485342,0.017595297106661394,0.08018105023351048,0.031088897631047364,-0.39061352607705396,0.20242330601819725,0.2367696193352687,-0.4589008219037743,0.06490355268318332,-0.02709897658108419,0.0561324553065218,0.20970827343805623,0.282653322797099,-0.25397043274014725,0.09772051692178023,0.056823103469667825,-0.06572908958199002,0.11073421605224902,0.2673858486405227
Frontal_Inf_Orb_2_R,0.46130337925911674,0.3024560530039855,0.20267527854810055,0.20696769654183683,0.267637168294596,0.2379865232687127,0.018009352748839007,0.27154675057967564,0.2836232383034528,0.4417373681492715,0.060514058120917924,0.5240552296807137,0.4002274506773923,0.4372074098889616,0.6055324511494226,0.42811798605323537,0.005176711568962349,0.21830906511248072,-0.23854842266364293,0.06215985825714179,0.3239473956332479,-0.25875307302873396,1.0,0.45019360744890646,0.1780561368237446,0.4781663402117775,-0.2476585370463661,-0.11672559168210186,0.4878223804279843,0.07221239059717728,-0.4584440125055598,0.1358838537234818,0.4194248609783721,0.5005335595148083,0.4197006214871658,0.6038212874879118,0.23100170120699692,0.192518122829039,0.14128435071001505,0.24309260760064272,0.29280982481500245,0.45810310515603825,-0.36969328376744887,-0.10560086122656143,0.1275164286018556,0.3989788377813337,0.0976174338147603,0.29302371476052047,0.05427379378384809,0.2414269087202928
Thal_IL_R,0.42303457511540826,0.22264250504241156,0.24720495032987116,0.24854790995193266,0.24350162652977358,0.2693263301134084,0.1497585008373615,0.3697892475254267,0.40101285717767543,0.3906121953363531,0.05938734952076705,0.3503147103795659,0.29099268199173245,0.12378702731926985,0.30075259331058846,0.4083723176481542,0.016092380548293227,0.2555687589139149,-0.1197416842973617,0.061940077810537224,0.33590538632451866,-0.07166519595530023,0.45019360744890646,1.0,0.2943783941649277,0.3525875599355186,-0.056236229858148704,-0.0050860382987051875,0.20828482288540373,0.13494743192132286,-0.24171846703230554,0.1761621150842235,0.270142302732285,0.5117077492897907,0.2188118146167752,0.3193239446646641,0.33026739083864,0.08056318792567552,0.20335918574828998,0.16088631918156762,0.010862720544201274,0.42316235478723885,-0.21146663523528234,-0.11971351973841399,0.20814408636064208,0.22406319543157105,0.2253053672427817,0.1826190890731558,-0.07968261881023408,0.48693220944040244
Thal_MDl_L,0.5967183894916048,0.2896794702891858,0.5111820476021922,0.13772450640859496,0.45332860904536193,0.27072899646892934,-0.08275914059626155,0.381916993232422,0.6592440444080476,0.3893883862246387,0.09637370067327898,0.29744448225678605,0.20627840924709903,0.36180470769081696,-0.1496208951410493,0.5647590890959152,0.09684755580590233,0.0009101100042861087,0.04071502832783055,0.13909712952265058,0.32561444155046154,-0.033747597364169546,0.1780561368237446,0.2943783941649277,1.0,0.13123983930249655,-0.005115191869210508,0.37127998085014063,0.09636213266587493,0.10161497813643508,-0.05263480024191736,0.30998770851966406,0.29291654858888816,0.5383935500309782,0.1320421133081522,-0.07567346625110559,0.4377244813050199,0.11770335524987173,0.15773004778048977,0.4547741139621496,0.3389555456316194,0.4719747951124012,-0.07165979615254482,0.2094037485275138,0.24763744237031443,0.5014721707673709,0.0195403386161675,0.6773507789291828,0.4309458726455613,0.24784709422010875
Thal_IL_L,0.4035745394917199,0.30693270538201745,0.08120621175766919,0.3224623138699283,0.38835711590802596,0.15351305667434081,-0.17694948319266823,0.34349887218075104,0.4573847501032553,0.4974130424377507,0.3964564364309925,0.5965773521108049,0.2617068458587122,-0.0315719387545884,0.5186655565924875,0.4784199384093658,0.14811355690907557,0.21486194217595114,-0.033579694934626064,-0.21632433015609576,0.26800549506749094,-0.05463904101336126,0.4781663402117775,0.3525875599355186,0.13123983930249655,1.0,-0.10744531576738665,0.21326356061951135,0.11231934375000512,0.4345236490359637,-0.23144702773826334,0.4388727884248218,0.2531420115871105,0.5093396060230481,0.24807683695576713,0.4366771985610917,0.2652674464513914,0.21044474489292603,0.18656733169727138,0.05577426846251842,0.08615715939033891,0.4049372784795172,-0.20685538782881427,-0.4232237485042566,-0.15062664995580624,0.06049824265790502,-0.009137188340438633,0.13057695410261475,-0.1792041675534926,0.034230970536725795
Cerebellum_8_L,0.06390715522902192,-0.15834318360593122,0.3053401262865471,-0.037385549906960455,0.37433104818164126,-0.07419761337661948,0.10670212343089981,0.19872300997763867,0.032157180947121375,0.27793770935564144,0.16760716740737125,0.008614046469609197,0.3112865173661201,-0.09288373820825899,-0.330684819433431,0.09697067431289765,0.4110458697569199,0.399361773342609,0.5902473987823991,0.18006149032697777,0.31858681913216447,0.2501772430001236,-0.2476585370463661,-0.056236229858148704,-0.005115191869210508,-0.10744531576738665,1.0,0.504062273365785,-0.28475773356369144,0.2909977779005108,0.53809254934549,0.22665184857202744,0.13699150877313604,0.13665047666482746,-0.29690723818568154,-0.21958476438289568,0.12741693946391214,0.28004611245593725,0.09234937706651263,-0.03355608756961337,0.16579422216318843,-0.26047301137804535,0.6497565241637885,0.2043022035232755,0.1990977917628461,0.2498320725507576,0.14232626944224788,0.32665379130400796,0.0627701034682396,0.07766652293093158
Temporal_Mid_L,0.42800517254062265,0.04069698429884651,0.30336259569427615,0.25501690401986127,0.5079670658302954,0.12248383807198501,-0.1619596490572358,0.34626778464066577,0.161339915851187,0.4455620064037187,0.3031609716377095,0.2779036730798132,0.18490982733852018,0.270010741157236,-0.27538067065346494,0.4566490915166242,0.43456569243645715,-0.06894260920939808,0.55883463250914,-0.170732221867862,0.41562594252083923,0.1861857127841944,-0.11672559168210186,-0.0050860382987051875,0.37127998085014063,0.21326356061951135,0.504062273365785,1.0,-0.19217190736781928,0.5153510701885367,0.5228809996301912,0.5505626563637398,-0.03210574354782733,0.3969220559355579,-0.0004569440938578014,-0.13056117688856794,0.20749505388329537,0.47031808423639776,0.1023391563284698,0.15455106042660258,0.19939782603875417,0.1438763727913226,0.547210018919116,0.09918974361780783,0.2273145364240783,0.3739457790453648,-0.23039533681664073,0.4868703279901175,0.0007409641374503081,0.05071426270517717
