,ACC_pre_R,OFCant_L,Calcarine_L,Occipital_Sup_R,Rolandic_Oper_L,Frontal_Mid_2_L,Paracentral_Lobule_L,Thal_PuA_L,Thal_MDm_R,ParaHippocampal_L,Occipital_Inf_R,OFCpost_R,Temporal_Inf_L,Cerebellum_7b_R,Cerebellum_8_R,Putamen_L,Cerebellum_9_L,Cingulate_Post_R,Precuneus_R,Cerebellum_8_L,Thal_PuA_R,Temporal_Pole_Sup_L,Frontal_Inf_Oper_R,Thal_VA_R,Red_N_L,Frontal_Mid_2_R,Frontal_Inf_Tri_L,Parietal_Sup_R,Postcentral_R,Thal_MDl_R,ParaHippocampal_R,Calcarine_R,Vermis_6,Angular_R,Parietal_Inf_R,Cuneus_R,Frontal_Sup_2_L,Occipital_Mid_L,Thal_LP_L,Rectus_L,Vermis_4_5,Precuneus_L,SupraMarginal_L,Frontal_Inf_Oper_L,OFCmed_L,Rolandic_Oper_R,Vermis_7,Thal_VL_L,Insula_R,Thal_VPL_L,Postcentral_L,SN_pc_L,SN_pr_L,Temporal_Pole_Mid_L,Paracentral_Lobule_R,Raphe_D,Putamen_R,SN_pr_R,Thal_MDm_L,Frontal_Inf_Orb_2_L,Precentral_L,Vermis_9,Heschl_L,Parietal_Sup_L,Cerebellum_9_R,Vermis_10,Supp_Motor_Area_L,Vermis_1_2,Thal_PuL_R,Thal_MGN_L,N_Acc_R,Thal_LGN_L,VTA_L,Thal_VL_R,Thal_PuM_L,OFCpost_L,Olfactory_L,Vermis_3,Fusiform_L,Red_N_R,Pallidum_L,Temporal_Pole_Sup_R,Hippocampus_R,Amygdala_R,Hippocampus_L,Thal_PuI_R,Thal_AV_L,Precentral_R,Cerebellum_Crus1_R,Amygdala_L,Thal_IL_R,Thal_PuL_L,Insula_L,Thal_MGN_R,Frontal_Sup_2_R
ACC_pre_R,1.0,0.622263105047327,0.23864003680098805,-0.10760310776849433,0.6081108925978037,0.4481592935336037,0.41427032566609984,0.219663349083005,0.29140023046392793,-0.03965145455473221,-0.1398454058765816,0.15681247162473566,-0.025385603130657824,0.27316339504518455,0.02622804679806603,0.5074882663250408,-0.036890528375987636,0.5136343374354708,0.16970554933487958,0.09690345161072662,-0.2236906739057289,0.4774595155761868,0.264849196586743,0.569203252801933,0.1944950627825763,0.5886519031771454,0.6300971505077991,-0.048341973355353327,0.36671156151571277,0.56051784527103,0.3580287823751132,0.2495025751733224,-0.29638415516991456,0.02667614122543492,0.1820817997654977,0.10837007057913643,0.43350967935765233,-0.20014662610301814,0.48808506599998136,0.2964494777934334,0.3693095947300136,0.1407232445840272,9.643234666178108e-05,0.36718662212293063,0.37327480888743797,0.26246836397675927,0.13091638193875615,0.49201122388378227,0.4376508084162141,0.6777169598942323,0.24688114323908128,0.09859222744818669,0.21767844161155034,0.4180440453318025,0.17448519900810314,-0.2431910448614954,0.43082951557536836,0.14045245413546817,0.32747240588823967,0.2572385335870175,0.3149973035224961,0.07839401838775312,0.38752791688634347,-0.1373809821592736,-0.20321200943302503,0.23362216913684974,0.24457412026678946,0.30701134933235036,-0.07605839967817976,-0.07517503680338128,0.3429938009122786,-0.12929914480398794,0.372701774498863,0.32842595400887786,0.41842005148316636,0.5877966268364399,0.4592257577897973,0.5293406169002206,0.04062188110517734,0.32261814926134746,0.3263248734148752,0.4684991572415116,0.23676575275189482,0.4872527253409025,0.44397583006432645,-0.056094943043425625,0.32554294976546444,0.44517919251625854,-0.08897690559666559,0.023289985945261826,0.3888881277259289,0.5018168951164923,0.3453439644110986,0.32066521919923857,0.38010354329913876
OFCant_L,0.622263105047327,1.0,-0.09881276451206382,-0.2804641513962945,0.23416814843729655,0.033957647858665875,0.08088552550305196,0.4012602199143405,0.06514330769516799,0.1268759411328729,-0.4519356979739643,0.30903127758135995,0.05432871464997116,-0.07216139754779463,-0.21006442802767214,0.184909831355123,-0.10759815588717574,0.19958999315698103,-0.15069629348223426,-0.11360379757642605,-0.15385353861319767,0.46862213783569007,0.03608596496158869,0.2934153763416217,0.17801267429697573,0.13691954756235408,0.41096316424536034,-0.16780949998858452,0.05987147078282806,0.4358216558878121,0.17166447379470873,-0.2185386781619836,-0.4871909369032785,-0.1788970320957392,0.06599854228668482,-0.0864599304039787,0.17996702813937215,-0.45570468389917623,0.5858038756702322,0.38369494441382446,0.06374734377857395,-0.16538959197007433,-0.3402086518953785,0.1280419441328352,0.5250316439176645,0.06073552142314435,0.01256415512852048,0.22881607917885077,0.2444186783457003,0.3914516803433343,-0.25850219451538925,0.3383118764884179,0.10198997398892874,0.23628471312841712,-0.08240835953532713,-0.4195008657647026,0.2647187113836319,0.1764934046999733,0.15584897809512416,0.35432716697464844,-0.16134100611070568,-0.31679663181253664,0.2571561344690468,-0.45995946219926753,-0.11110219286062341,0.1386109328844776,-0.05032877412985677,0.08404974572041811,-0.11374887003734524,-0.11357739240464736,0.12291534038693726,-0.18809667025137586,0.23252231876475637,0.2122904711470962,0.37380820898402983,0.7308488758200822,0.6499934778224598,0.298068163089803,0.01622419706313316,0.19153252593807824,0.00197748015423791,0.3062135502896908,0.14269221631539242,0.23509538239657649,0.5860501195891816,-0.016863377535146686,0.17391202390491334,0.13090520144578208,-0.43570475831692435,0.006795621202397615,0.3231068471315538,0.4469784977467336,0.35218641091299485,0.09376613338754583,0.06594428808764066
Calcarine_L,0.23864003680098805,-0.09881276451206382,1.0,0.6551456082700601,0.5831126414579223,0.612687306745355,0.43785913525990566,0.3698241092373966,0.2975076389987117,0.07997931981054139,0.621886106507105,-0.13857639429845392,0.4508402144341226,0.3476995549450112,0.6643251858985986,0.44190275362396136,0.6762293464837351,0.32904859298175704,0.7303817637873122,0.5453058878990865,0.09996661484211262,0.5242688296182645,0.7146788268492319,0.45538273742353386,0.17632131410857696,0.6947480006647208,0.6100178382203366,0.44040574632225593,0.5563397994656729,0.09028862402286768,0.0633789335661745,0.9056747190742906,0.5310932327970965,0.6107543663786746,0.4358383647102815,0.6198130015733243,0.6143250481001571,0.6391856202265058,0.1674358348775386,0.05491833621989862,0.7789267713717476,0.6203541487659349,0.5745116091409114,0.5262773949545755,0.027007328339235005,0.5450675760470788,0.4882979024031272,0.5893124110306694,0.6320615649651874,0.2498466415530082,0.477005821392591,0.13780520188653034,0.4095236774557991,0.27451996315354676,0.5475342562845775,0.27302335327112226,0.3906021826024167,0.08019498976902169,0.30284676805195443,0.33478184743873785,0.462879572012194,0.7984616133196836,0.6142172296144419,0.4906932763287884,0.3254283697139248,0.5799968531452573,0.49029206854696833,0.27035789011538974,0.32223801711553535,0.08653069614839255,0.34501618744802176,0.45566122917787716,0.02753558839502423,0.5681863017440295,0.25559228180720833,0.3487012957779806,0.18913484666210623,0.606833098556796,0.6508642377461672,0.03833049512678572,0.34374560081709266,0.3525550568051325,0.5725856060553299,0.22593586991639242,0.25320837368143684,0.5018784877624287,0.28337621085410764,0.5149734841881527,0.6752225141388899,0.41913299063517145,0.0932679354593761,0.22667401430108225,0.5115683680813963,-0.1008909588044715,0.6704960415280093
Occipital_Sup_R,-0.10760310776849433,-0.2804641513962945,0.6551456082700601,1.0,0.3090632995118959,0.24980936289868977,0.3795388908960105,0.07247102111639923,0.296577852438015,0.20016294035211032,0.4487309755271424,-0.27110972573713726,0.4644665444093514,0.2037429800683659,0.3079681948837409,0.06633061652761754,0.3614551346417995,0.1733638958816544,0.7934069875415153,0.389162831493005,0.34272215286839053,0.39668531772771615,0.5495472754459975,0.10557902878400245,0.09143385254146154,0.3357179145338193,0.3073124934667227,0.8584532676858427,0.6180273658317972,-0.11113194306806833,-0.12228539074928815,0.6405822521176227,0.5461177810696335,0.9223191981302478,0.682955610832061,0.835521975342767,0.5272052867760848,0.8668527084789222,-0.10243594996225969,0.02251284455239253,0.555915529681214,0.7741504896990385,0.5664277607421944,0.3925454348088494,-0.009732255421040599,0.261156338371672,0.2906238672954623,0.32187061527867344,0.36243657279521685,-0.04459989149396955,0.2964996904235249,-0.08179204265643938,0.31146997487097106,0.09918276335239541,0.479358504410246,0.5174044102386427,0.22258869386484384,0.06612331410064187,0.23731114970930028,0.23225964127980303,0.22111738358485714,0.648473385111668,0.4204293019175015,0.7522731605552125,0.059524746040057634,0.26884052452240514,0.3666859630576712,0.13165341918231344,0.17646647372057378,0.1848452704626147,0.2625160657308979,0.4816792514102625,-0.2441591530170264,0.33927822864153895,0.05365060675205461,0.20903762252967237,-0.05043381592215281,0.15211287429678297,0.5876138611168431,-0.09291671637133025,0.21177994251508506,0.0577388659647731,0.3282292022719286,-0.14002671496227936,0.07170956051181207,0.5116772834990451,-0.06552500912355015,0.3905200858908878,0.5334961908536294,0.49286532080564366,0.02201632078455336,-0.10761811936199642,0.33986919756451883,-0.2515001902824216,0.5809356092137342
Rolandic_Oper_L,0.6081108925978037,0.23416814843729655,0.5831126414579223,0.3090632995118959,1.0,0.629399747942163,0.554197124075363,0.24787862344056927,0.31682063642040076,-0.09824894985723193,0.14826801562151024,-0.2625501831359967,0.19019740362595008,0.3418098766089427,0.3095418214530098,0.5190507036452628,0.1890224579715503,0.4484434241609562,0.518445837657169,0.38113711185294813,-0.2605043791664633,0.4038382820562805,0.6355186386265776,0.6763855081604851,0.4155800152584105,0.6458653241254835,0.7638724650290414,0.24728603242146768,0.5954629710385267,0.5568411458386656,0.35841014622016715,0.6115889310687193,-0.06803775440447478,0.3340126004074563,0.39152701846619725,0.3566769158002178,0.571777412282006,0.25037963317163864,0.18042427579869344,-0.0476114160364846,0.6198869454860897,0.40849281779161395,0.5066254886362903,0.6586759305070793,-0.021705184408321438,0.46388426384550996,0.305825969340063,0.586543724984874,0.6620481940747635,0.6110387776715461,0.5021989609111985,0.04350464628327748,0.5059167769080923,0.341053492411971,0.35238531725520417,-0.062209717172754954,0.47920527113879685,0.21085600517833908,0.31752398089084594,0.24603025499637182,0.5049868218997924,0.33931710842320534,0.6769669496731269,0.16952314648004052,-0.030619562476169683,0.494919703498716,0.3969344707553234,0.41421778430891465,-0.20606038852888436,0.030925766912107827,0.47759535728167435,-0.027609018922102747,0.3840241794369385,0.359172604726366,0.28255144186962394,0.3578926933897222,0.2349767861460633,0.6602784856502311,0.31144453987886206,0.3042511126326173,0.4529670154566911,0.22714774886139835,0.4300215200239953,0.5377483037469997,0.49355417460562356,0.07853884052200938,0.3510218048795724,0.5928395475335638,0.14969085067074106,0.05277898807549352,0.15303927342569282,0.23961121645416913,0.6545846738834992,0.28654418336647,0.543950520005054
Frontal_Mid_2_L,0.4481592935336037,0.033957647858665875,0.612687306745355,0.24980936289868977,0.629399747942163,1.0,0.7128743478577354,0.3891338433507083,0.24373065625725668,0.24275201467020444,0.10811960842222364,0.0342362518416402,0.17362155975077906,0.5754535328605935,0.32063702422428536,0.7177970328455918,0.3608409211408855,0.6797099749906778,0.6665012384681004,0.16983278970767793,0.18745713660520416,0.3089397270256563,0.5515895611614251,0.3197456352096682,0.18603050340264662,0.8312914149784678,0.7505368348124053,0.2718528894403149,0.6578037596500629,0.25684956294092826,0.25682197462907425,0.6720504820950506,0.2745107036846741,0.33749697362054315,0.40364820346388935,0.47015160207972156,0.7563490776107195,0.25774169937014085,0.2794229332887864,0.02121012165170021,0.7553101379388083,0.6369589188219825,0.6183426604663339,0.655201200262999,0.0752532504608881,0.5423920285283799,-0.035258731593158024,0.5757804193966637,0.6285114799552162,0.46611946496769263,0.8165297587209033,0.034359638024170754,0.24512228841719044,0.14223881425027887,0.7702014411874069,0.15023101665169156,0.6543847899813681,0.43298533717234766,0.4556680662936106,0.5125290081835503,0.8794526477887435,0.3840326944240967,0.2401420510780365,0.4437986086388646,-0.05115389529642493,0.6743027952602644,0.8147790389417404,0.5626913363750454,-0.04924228107042798,0.20104996954881135,0.24414501103611178,0.17686847885959983,0.06505414715849499,0.6135814079789811,0.38345978103068856,0.16619260753771753,0.13897722362345355,0.6827679560882476,0.42443736672204957,0.20230874995043274,0.595897564971145,0.39175151217585097,0.48087398989535846,0.42911768337191997,0.43827483594197914,0.292330188132442,0.5316753998193621,0.7736488868187223,0.3412636397890158,-0.1430544221321354,0.3011492282369865,0.17838594216337458,0.40635032141209676,0.20048929336371857,0.7471082427472086
Paracentral_Lobule_L,0.41427032566609984,0.08088552550305196,0.43785913525990566,0.3795388908960105,0.554197124075363,0.7128743478577354,1.0,0.37533032577946085,0.4848271006785948,0.3297885142743667,-0.145163259071751,-0.05215008980837883,0.31360474239839325,0.48664680743801725,-0.05468756782878013,0.4752089871311055,0.023890296740349558,0.6161387046212073,0.6748927978024855,0.10831865487989101,0.4024041277084528,0.42631431361726024,0.4509381830828244,0.29857218274715186,0.20562213755591038,0.6276508413661053,0.6627803576432116,0.5823895743688209,0.8514781063920877,0.44176436888159504,0.16079093289043883,0.4602518302661831,0.1288061682097694,0.5037865995002228,0.7246933830974464,0.6157683147527231,0.8168823393280412,0.22952152832626513,0.35960552222954184,-0.02172243147487197,0.7822946093426195,0.7303836159229216,0.46685015425391146,0.5668387593869809,-0.09618916852258405,0.22959855620265146,-0.0042785312406438515,0.5230955019514494,0.5702914901115276,0.5487597259370636,0.5132514272161224,-0.22329036097324476,0.21696763426538926,0.03402174097993857,0.7334932894780509,0.14573487357282677,0.7400624360334258,0.3555306486844479,0.4952757349340021,0.48086056200574645,0.6156440804511627,0.28951394599532226,0.15382747931322083,0.338007412225858,-0.39348331549623494,0.3924060275616877,0.8200992340836111,0.566836346143242,-0.2869368584386815,0.33057419628431917,0.3243857986413717,0.03998200569659324,0.061199049229517716,0.622166697726394,0.4270293585408952,0.20385229158888493,0.10623913564314869,0.4364859033997636,0.4667975703503407,0.14031410059437668,0.59425931169888,0.09844325745287305,0.27014566612224694,0.19567899586794005,0.4994066977701327,0.2922821098235611,0.39986389996378924,0.9110951164348481,0.1320352735495521,-0.004946254679935875,0.342411702999837,0.2666663268732912,0.34395022663891645,0.23668846551794145,0.7938191115662806
Thal_PuA_L,0.219663349083005,0.4012602199143405,0.3698241092373966,0.07247102111639923,0.24787862344056927,0.3891338433507083,0.37533032577946085,1.0,0.011281893359741137,0.45616416288118034,-0.11069199260284741,0.25236272203715704,0.37108507285246606,0.25340885838915994,0.1155465800850827,0.2713847297972611,0.3142871142048003,0.2984942648362977,0.28888595448075327,-0.04858100575976413,0.3344420292943018,0.5398166649804479,0.3987952504323767,0.12379569415037314,0.12804953001892455,0.28290241551916867,0.5594765238544047,0.16904080312978167,0.3388733791848379,0.10647795708530311,-0.10394244308705235,0.17017806423283183,-0.011942823567621401,0.12777379151937546,0.3266421953003348,0.3094276967511102,0.5415199525013387,-0.011773589399547186,0.6363924996332762,0.10655661499799599,0.4600736174213533,0.2430483346007354,0.1451979799895663,0.479173753439499,0.06694270678690702,0.3577730319034628,0.13087962129725383,0.3176213127868574,0.4417720497938732,0.22584778448511472,0.06242941095613597,0.4957567421625756,0.2073955068158841,0.06307908365560648,0.4085466744739703,-0.09100885018572227,0.5424313748950657,0.4273833540834006,0.4172193644196163,0.6656114194312762,0.16567326019469525,0.036796657899285684,0.28717140554426046,-0.0716877847593697,0.04276717392157771,0.5093020945729049,0.43286739097229654,0.27375146042013765,0.032915503741861314,0.08475128119152686,0.06114503719643537,0.20943883434108546,-0.11695824766568103,0.5789527976751124,0.5247099742966905,0.46813467101537887,0.5197617703808896,0.39694425969974556,0.44544750742772227,0.13286227694985653,0.27215028171522876,0.1450129226856945,0.36508544920421715,0.012595225351128355,0.5088500126328409,0.5414197559186091,0.30409843162683237,0.3963652882616214,0.025796109810592206,0.13846207025174298,0.2945961204737531,0.4255470609940206,0.5085720922490098,-0.09626416154902352,0.42473828171079125
Thal_MDm_R,0.29140023046392793,0.06514330769516799,0.2975076389987117,0.296577852438015,0.31682063642040076,0.24373065625725668,0.4848271006785948,0.011281893359741137,1.0,-0.10012676254349177,0.10555138950195912,-0.19900903987959434,0.061128948773496984,0.03869333563259139,0.11688964687867259,0.21243944479452892,0.08236637833070108,0.1402284422704022,0.3241597558817877,0.12772870218412447,0.07997401284093614,0.15860324558716155,0.37685006633950263,0.5473822671196373,0.2699205888230507,0.30366389602307003,0.22155985054440977,0.33046082053996667,0.4388954427912071,0.6248463208025037,-0.050741908078287566,0.2597718413006543,-0.006691629863579068,0.28690160290140204,0.35388686585560447,0.3076150726563647,0.35238864127734615,0.19197382706487046,0.2080344682206763,0.046583722614836606,0.39323878838109594,0.3836360675374936,0.19043998738033202,0.12924916164520803,-0.006771009221409553,0.030258232026766394,0.3107115632655952,0.5990124797061382,0.5657624315339369,0.4036232585461763,0.25857385338819655,-0.33347163189780205,0.31336804737602986,-0.10644683074753793,0.371394650572977,0.07791775213609686,0.3453946286514256,-0.0790501751127122,0.18623143270181833,0.17081648123577586,0.2796901624236923,0.24185818357519992,0.2228762014876942,0.26832056590780945,-0.05136241763831032,0.033986621612751726,0.3263822465981712,0.13470560483911287,0.1319431974467701,0.16252667382635014,0.616409054146536,-0.002289809746985733,0.2363286792543967,0.45243210057457656,0.1302596090858689,0.23805519231123656,0.2419364311596415,0.3016209067559177,0.31746820761745154,-0.14540717074844633,0.1673112362082122,0.13197746336371413,0.29112361288648675,0.10265099476290127,0.2149920438896656,0.05552385977911142,0.16038046486298432,0.375066781694476,0.17741060248549587,0.06567153983339541,0.30307620334006313,0.13107412004720448,0.00977205348596492,-0.09006898230930972,0.41640568321037547
ParaHippocampal_L,-0.03965145455473221,0.1268759411328729,0.07997931981054139,0.20016294035211032,-0.09824894985723193,0.24275201467020444,0.3297885142743667,0.45616416288118034,-0.10012676254349177,1.0,-0.31184052852903255,0.4983115351988699,0.3250466219506956,0.28900583174473,-0.09404052462133727,-0.0024515565562636564,0.24741396757949388,0.32180794147712394,0.25979804194974654,-0.19007932270976888,0.7106685411584368,0.41065705725212304,0.10247687082782468,-0.4226756030196084,0.0214548846882456,0.23975234351050076,0.2764530447512139,0.39703414706908924,0.36763856048940274,-0.3149708795411941,-0.03616040134821019,-0.04544953013733388,0.3216193244991541,0.2790018058015223,0.45716530189719945,0.3425105194510255,0.5218173162242404,0.028155266378347938,0.41498719156227243,0.2999910265212621,0.3048573843772078,0.45188829504465094,0.13156863289440696,0.38197876704276557,0.22729270821284484,0.1814028809057175,-0.33568782867416275,0.0474649294322459,0.20408333167807527,0.05438694842622523,-0.040277500344074624,0.21177194356953638,-0.1698955900644832,-0.13242429846301312,0.2942471318319629,0.4410811067182461,0.5845419253051798,0.5917678764208069,0.37965154395936546,0.6474493572635149,0.04353758569828673,-0.010299935005213414,-0.03463845885522547,0.11889792172382914,-0.02921550398140154,0.4300666195789241,0.46546792970060663,0.4428592892466327,0.11137106741633052,0.44843498646403085,-0.1300673363065306,0.48957536760403275,-0.48891122529633385,0.4960296600582851,0.49555157248813686,0.20257976756003876,0.12317350833159385,0.15141778021887772,0.39567572362541514,0.11409972188044404,0.3783082929326716,0.15910668601438646,0.22419872916217837,-0.22530749495166774,0.4889962223017709,0.5254833592388282,0.08216246608125898,0.38691580447125723,-0.06623989244584705,0.19575867190267088,0.37682835265136494,0.11874955335687273,0.3657250364426364,-0.015342422088034408,0.5105413159739887
