,Thal_PuA_R,VTA_L,Precentral_R,Insula_L,Thal_MGN_R,Cuneus_L,Calcarine_R,Vermis_3,Cingulate_Mid_L,Parietal_Inf_L,Occipital_Mid_R,ACC_sup_R,Fusiform_L,Vermis_6,Temporal_Inf_L,Thal_VPL_L,Cerebellum_Crus1_R,Amygdala_R,SupraMarginal_R,Vermis_4_5,Temporal_Sup_R,Precentral_L,Temporal_Pole_Mid_R,Thal_PuA_L,SupraMarginal_L,Vermis_1_2,Thal_VA_L,ACC_pre_L,Thal_LGN_L,Precuneus_R,Thal_PuI_R,Thal_PuM_R,Putamen_R,Frontal_Inf_Oper_L,Olfactory_L
Occipital_Mid_R,0.2711956531724395,-0.28296774250802853,0.22765958043090304,0.2374178325121479,-0.29832965835967407,0.7961827806225742,0.6047931214266377,0.03597840762213621,0.22837376013012248,0.4619613012632719,1.0,0.11951847834881303,0.46516669545267897,0.5645368843016656,0.35556490976763494,-0.16471425269485973,0.5837354309841872,-0.20977653486643266,0.37179368072017416,0.4006683904589609,0.31574749312395045,0.11863239477455162,0.10943561325982785,-0.05949845697112154,0.46334176507637775,0.02332760411709302,-0.18706512778566545,0.1301305371742747,0.49897757062957776,0.672685065852794,0.43634705146671837,0.29524444676723144,0.04448852261150175,0.2551967356379838,-0.1287432436248714
ACC_sup_R,0.19538123312505806,0.11875703738967984,0.7337899775268696,0.40681855248715987,0.16123195329094833,0.3575565313954556,0.4322229104185616,0.5751521596868368,0.6611873916939219,0.4064497769787155,0.11951847834881303,1.0,0.43016337814617767,0.05834259458664274,0.17326189217110494,0.5798643266910231,0.14826398355863882,0.250414364145453,0.6012950239643277,0.6524857553495951,0.47842603298019626,0.5035611836552862,-0.03628541913060493,0.3252645142700521,0.2812387173754261,0.4064161347850284,0.43423117280024476,0.7801838843626092,0.09984068989308943,0.4460975536451999,0.20512316079597712,0.4834403227973877,0.6657040262496235,0.45910190615176305,0.25627606516586116
Fusiform_L,0.4363918304339027,-0.29868500491538447,0.4787274942015288,0.454378466564059,-0.3572360015968166,0.400532453902376,0.5619598567712212,0.37425746603552207,0.4023832333936841,0.28314418902044597,0.46516669545267897,0.43016337814617767,1.0,0.608108030986096,0.6453061677823523,0.054009484918308426,0.5095800764249088,-0.131660638593238,0.34772319338568203,0.721121024702361,0.4582350374545773,0.18692922461200573,0.08559368686188339,0.44544750742772227,0.4594465073192973,0.3460867357372184,0.15822284248565513,0.35035782693123957,0.4842886545566531,0.6545511657252334,0.6958575448021995,0.3737833741702694,0.45579287977003197,0.4478825477445832,0.2922439056223075
Vermis_6,0.4412605719067758,-0.4337657690480472,0.1434778042761649,0.07466330757576274,-0.3199473094378582,0.3895974410281475,0.5309285616575175,0.16844627129403164,0.1386021479401327,0.3711769125081179,0.5645368843016656,0.05834259458664274,0.608108030986096,1.0,0.40409637069059257,-0.27350480206105177,0.741433950834717,-0.11761845862111742,0.1192725267692436,0.4455031679014924,0.5388020078726053,0.2081522351878725,0.41894539181126156,-0.011942823567621401,0.40987524570098116,0.16618376242484814,-0.028008337325142324,-0.0008115659897961297,0.6433125554052109,0.5568904677439862,0.5055564400257736,0.10990979873927992,0.08994754345343073,0.14367552785318205,-0.20636587902121042
Temporal_Inf_L,0.29597875580551625,-0.13085095922095064,0.3688650094786447,0.38620433046301145,-0.027830756401187966,0.4218780825612883,0.31907589504271827,0.08894247571221285,0.1873709977893209,0.07275843839549563,0.35556490976763494,0.17326189217110494,0.6453061677823523,0.40409637069059257,1.0,0.08509174768014673,0.1676125514545897,-0.09171555892977422,0.33393711945979826,0.5171969057598057,0.057450359791825154,-0.056421607149837134,-0.3015646191599761,0.37108507285246606,0.24104168678372392,0.15550429425102233,-0.28239762986793904,0.2088844845843303,0.2868141241752032,0.4649316378325591,0.3861542888069884,0.33294117290274206,0.2722604101370615,0.35488521137971124,-0.016472044661578127
Thal_VPL_L,-0.07453972745963375,0.4552777729844534,0.5825240210849894,0.289529096474168,0.6015797014046876,0.134552426479396,0.19369925018545153,0.5492037759787767,0.551744588126146,0.21781735787550596,-0.16471425269485973,0.5798643266910231,0.054009484918308426,-0.27350480206105177,0.08509174768014673,1.0,-0.20811513070437132,0.532383715518306,0.565844817701195,0.4597247271528001,0.18990696589345654,0.3808060665170051,-0.2849491238265404,0.22584778448511472,0.11331362313891666,0.34400433043024914,0.27430753130839997,0.5933817054955707,-0.18578743369453926,0.15803334101267363,-0.08027533067759993,0.579166849440714,0.5839376142734414,0.4058389007959529,0.19938972467066346
Cerebellum_Crus1_R,0.14863576850353197,-0.26385278228543385,0.11825580061579381,0.0771954131821882,-0.4014889961086595,0.3771516698792864,0.743363757863547,0.2608682681931655,0.22083063563735036,0.4449267594799201,0.5837354309841872,0.14826398355863882,0.5095800764249088,0.741433950834717,0.1676125514545897,-0.20811513070437132,1.0,0.025367699832602286,0.08786105931813372,0.433324779115535,0.5388514522136776,0.355537803504582,0.44272065025335106,0.025796109810592206,0.40411153713163656,0.023299137184028144,0.15876172130965518,0.02696512573727973,0.5299764087383411,0.5662457223638175,0.45902073460032844,0.2229447622384978,-0.015988828909775835,0.16634024464488895,0.005013218393872715
Amygdala_R,-0.3677567682993713,0.4551167272035252,0.19975304560320695,0.3028635441004982,0.4782008184592679,-0.09510845017230375,0.30350825871184384,0.5874518886757004,0.314138719533513,0.31501808497690464,-0.20977653486643266,0.250414364145453,-0.131660638593238,-0.11761845862111742,-0.09171555892977422,0.532383715518306,0.025367699832602286,1.0,0.21321947644939224,0.25710666110824637,0.2883145374232585,0.45974348258901443,0.07812541245464207,0.012595225351128355,0.20287008084861913,0.23214215991885345,0.3385862579379821,0.3351033569282259,-0.12445776067085534,0.16226621461477314,-0.21497295658141455,0.3005274489835925,0.21218400107331414,0.24967170803175262,0.11725990420155653
SupraMarginal_R,0.3348132033035059,0.053248136988729385,0.8575889041686671,0.5064126908899033,0.3132183438544564,0.5749419394891649,0.4811054937621561,0.46378349412689346,0.760875809489636,0.43340866256435406,0.37179368072017416,0.6012950239643277,0.34772319338568203,0.1192725267692436,0.33393711945979826,0.565844817701195,0.08786105931813372,0.21321947644939224,1.0,0.6633231281546506,0.2541072640852996,0.4443942600501921,-0.2779110617647194,0.30542477448788946,0.3166899716749996,0.5622963273489328,0.13196347165264316,0.6843593885754774,0.23610405750826652,0.6067015422099797,0.26315009798574723,0.4141428599368768,0.6608854933462611,0.6738032773061764,0.10126452683675627
Vermis_4_5,0.36986166861074005,0.028424719209297844,0.7953618557394257,0.4922287135388822,0.025065680217241284,0.5167371960825585,0.7481130640535062,0.6659732902664832,0.7342886989304477,0.609040446304724,0.4006683904589609,0.6524857553495951,0.721121024702361,0.4455031679014924,0.5171969057598057,0.4597247271528001,0.433324779115535,0.25710666110824637,0.6633231281546506,1.0,0.5829276389932353,0.6063742040821529,-0.03615382242533907,0.4600736174213533,0.5992690954554106,0.5038156969055712,0.32751001385762946,0.6272149108851618,0.2939920132438824,0.8085933617416727,0.5483119505166739,0.5592139506179803,0.6764867265588399,0.6266667899611748,0.21284364226250957
Temporal_Sup_R,0.1711375864209583,-0.09780729888130542,0.3175565826887827,0.3238710068550583,-0.16606750127953795,0.24324775217808023,0.5926016683760942,0.640737015544139,0.3177033535201339,0.47910694298886863,0.31574749312395045,0.47842603298019626,0.4582350374545773,0.5388020078726053,0.057450359791825154,0.18990696589345654,0.5388514522136776,0.2883145374232585,0.2541072640852996,0.5829276389932353,1.0,0.42307427066805037,0.5964873396849684,0.13789772431027614,0.4218449571872904,0.34793683600736713,0.4478696843226038,0.5244492099925873,0.43188777293586655,0.48454001758960247,0.45665822125331845,0.23189451987631565,0.386981015835006,0.23231317974969287,0.2575321776629282
Precentral_L,0.16915648067430625,0.1292774294444069,0.6379190364571391,0.1490991014260731,0.2251878686720746,0.3077434988109092,0.6004194256315433,0.5630527472244271,0.7399026131732632,0.8211725476581452,0.11863239477455162,0.5035611836552862,0.18692922461200573,0.2081522351878725,-0.056421607149837134,0.3808060665170051,0.355537803504582,0.45974348258901443,0.4443942600501921,0.6063742040821529,0.42307427066805037,1.0,0.14183343009794747,0.16567326019469525,0.5673239856978952,0.44306145874843655,0.4776434485823136,0.367511419220504,0.05482136329380581,0.598178050339093,0.13748753639451416,0.3574633869809227,0.4651522535944272,0.49119202380424054,-0.04455629711113496
Temporal_Pole_Mid_R,0.12463297174189508,-0.3685712530918076,-0.2626013197143573,-0.1101492450096181,-0.3993848328617616,-0.11101244271613611,0.14674034023649643,0.15864872539334332,-0.18350483774186196,0.19907564877568437,0.10943561325982785,-0.03628541913060493,0.08559368686188339,0.41894539181126156,-0.3015646191599761,-0.2849491238265404,0.44272065025335106,0.07812541245464207,-0.2779110617647194,-0.03615382242533907,0.5964873396849684,0.14183343009794747,1.0,-0.11527712743495455,0.1118077119354681,0.08619089082207278,0.22246226005791606,-0.018711574654041125,0.3536360207128293,0.09300489246665584,0.2634393766036564,-0.24198902949269993,-0.0808179887714587,-0.12210615697219104,0.1470099780899365
Thal_PuA_L,0.3344420292943018,-0.11695824766568103,0.3963652882616214,0.5085720922490098,-0.09626416154902352,0.1512629045840447,0.17017806423283183,0.39694425969974556,0.4062360688088511,0.030276932121056845,-0.05949845697112154,0.3252645142700521,0.44544750742772227,-0.011942823567621401,0.37108507285246606,0.22584778448511472,0.025796109810592206,0.012595225351128355,0.30542477448788946,0.4600736174213533,0.13789772431027614,0.16567326019469525,-0.11527712743495455,1.0,0.1451979799895663,0.27375146042013765,0.1418859650263467,0.36360894491939033,0.20943883434108546,0.28888595448075327,0.5414197559186091,-0.07077840232160247,0.5424313748950657,0.479173753439499,0.5197617703808896
SupraMarginal_L,0.08948282044979676,0.0027477496108593742,0.4222579158402958,0.3066997998981138,0.01337958866808991,0.4987930556955349,0.65813243135162,0.4159701896893291,0.571675567105915,0.7894465111468286,0.46334176507637775,0.2812387173754261,0.4594465073192973,0.40987524570098116,0.24104168678372392,0.11331362313891666,0.40411153713163656,0.20287008084861913,0.3166899716749996,0.5992690954554106,0.4218449571872904,0.5673239856978952,0.1118077119354681,0.1451979799895663,1.0,0.36191828366095274,0.19407392118726463,0.2367421762862154,0.2450531937930215,0.706412077136146,0.27348958852804267,0.3489264229988373,0.3224780133167086,0.4322667797607331,-0.10060099696311191
Vermis_1_2,0.2927514626561505,-0.09454056130722872,0.5840446485725551,0.444557291359411,0.14271252452023467,0.1496131359464692,0.27328512313081155,0.5054504216087843,0.5808405221849295,0.3726466656478422,0.02332760411709302,0.4064161347850284,0.3460867357372184,0.16618376242484814,0.15550429425102233,0.34400433043024914,0.023299137184028144,0.23214215991885345,0.5622963273489328,0.5038156969055712,0.34793683600736713,0.44306145874843655,0.08619089082207278,0.27375146042013765,0.36191828366095274,1.0,0.27380236736270086,0.5125274023387411,0.2754901320701023,0.4098183309202564,0.27379901737953216,0.172314212390897,0.5785134666707623,0.5739489936687077,0.13070270263754896
Thal_VA_L,-0.09259453314487709,0.22176607982053162,0.27585432089205725,0.15338013881212023,-0.09388168519150311,-0.22503692282089535,0.30738974047713213,0.6203865220070861,0.3619058595902276,0.23990113466074614,-0.18706512778566545,0.43423117280024476,0.15822284248565513,-0.028008337325142324,-0.28239762986793904,0.27430753130839997,0.15876172130965518,0.3385862579379821,0.13196347165264316,0.32751001385762946,0.4478696843226038,0.4776434485823136,0.22246226005791606,0.1418859650263467,0.19407392118726463,0.27380236736270086,1.0,0.40809620806759733,0.009174418371806142,0.14074850699493624,0.08319501492088943,0.12201901589030394,0.31016975893435705,0.177511360497308,0.42887876378456813
ACC_pre_L,0.14842995860392982,0.13059768343996153,0.691172458288547,0.615845256578526,0.20610344299491723,0.29909095671043895,0.3864418754154035,0.6312439472277136,0.5338970187433106,0.3147541523350281,0.1301305371742747,0.7801838843626092,0.35035782693123957,-0.0008115659897961297,0.2088844845843303,0.5933817054955707,0.02696512573727973,0.3351033569282259,0.6843593885754774,0.6272149108851618,0.5244492099925873,0.367511419220504,-0.018711574654041125,0.36360894491939033,0.2367421762862154,0.5125274023387411,0.40809620806759733,1.0,0.19435885805295075,0.4507786816645768,0.2722424892367613,0.35220754201975446,0.6863775108126864,0.5634038270426107,0.38606211786928524
Thal_LGN_L,0.3877061835044126,-0.4899932483496268,0.1148613748385915,0.32352574957053293,-0.3619170639441599,0.35573441324100674,0.3612908272869617,0.23221620734768428,0.13239384042421024,0.1982309467265401,0.49897757062957776,0.09984068989308943,0.4842886545566531,0.6433125554052109,0.2868141241752032,-0.18578743369453926,0.5299764087383411,-0.12445776067085534,0.23610405750826652,0.2939920132438824,0.43188777293586655,0.05482136329380581,0.3536360207128293,0.20943883434108546,0.2450531937930215,0.2754901320701023,0.009174418371806142,0.19435885805295075,1.0,0.43626031095072476,0.565247915945702,-0.054961481133846773,0.1837656351450641,0.33496412823160376,0.08132713696386287
Precuneus_R,0.3489984164552138,-0.17176809280246494,0.6374972653391744,0.41602120501061746,-0.16171093148826546,0.6478083604914766,0.7656328042885794,0.451019539810569,0.6383828531427054,0.7494779999459641,0.672685065852794,0.4460975536451999,0.6545511657252334,0.5568904677439862,0.4649316378325591,0.15803334101267363,0.5662457223638175,0.16226621461477314,0.6067015422099797,0.8085933617416727,0.48454001758960247,0.598178050339093,0.09300489246665584,0.28888595448075327,0.706412077136146,0.4098183309202564,0.14074850699493624,0.4507786816645768,0.43626031095072476,1.0,0.5446778266075083,0.4651471159299926,0.4523317867966713,0.6368835321459518,0.0799189199921452
Thal_PuI_R,0.6003454516037696,-0.4825330439877328,0.3114612780645845,0.4011835975747726,-0.47657627696629795,0.3493395211634962,0.40355562601057654,0.2704001537445037,0.24668736068378097,0.2255929274480884,0.43634705146671837,0.20512316079597712,0.6958575448021995,0.5055564400257736,0.3861542888069884,-0.08027533067759993,0.45902073460032844,-0.21497295658141455,0.26315009798574723,0.5483119505166739,0.45665822125331845,0.13748753639451416,0.2634393766036564,0.5414197559186091,0.27348958852804267,0.27379901737953216,0.08319501492088943,0.2722424892367613,0.565247915945702,0.5446778266075083,1.0,0.017163678386798917,0.4357897031372066,0.4761475303635688,0.39738311423427086
Thal_PuM_R,-0.038012257105263514,0.2744447236334273,0.5191803949864389,0.12642178673718993,0.2599938638991045,0.37429124064713654,0.4601825269449464,0.2950087251705301,0.48209372031163134,0.42525497060198747,0.29524444676723144,0.4834403227973877,0.3737833741702694,0.10990979873927992,0.33294117290274206,0.579166849440714,0.2229447622384978,0.3005274489835925,0.4141428599368768,0.5592139506179803,0.23189451987631565,0.3574633869809227,-0.24198902949269993,-0.07077840232160247,0.3489264229988373,0.172314212390897,0.12201901589030394,0.35220754201975446,-0.054961481133846773,0.4651471159299926,0.017163678386798917,1.0,0.31716767363563036,0.2775574303156602,-0.02799159798774151
Putamen_R,0.49489674648715576,-0.004710613690772705,0.7947617703148022,0.5836735907810334,0.25782645573108987,0.3199156028777629,0.28687285354081354,0.54379726574532,0.6988100180780015,0.3831727083523523,0.04448852261150175,0.6657040262496235,0.45579287977003197,0.08994754345343073,0.2722604101370615,0.5839376142734414,-0.015988828909775835,0.21218400107331414,0.6608854933462611,0.6764867265588399,0.386981015835006,0.4651522535944272,-0.0808179887714587,0.5424313748950657,0.3224780133167086,0.5785134666707623,0.31016975893435705,0.6863775108126864,0.1837656351450641,0.4523317867966713,0.4357897031372066,0.31716767363563036,1.0,0.6500530035285934,0.31988977852829986
Frontal_Inf_Oper_L,0.2273222926603722,-0.08012962559586037,0.6698094456787534,0.7069583781015558,0.06816421911982748,0.3376374265673174,0.4665574582431687,0.5537893028689805,0.6492983641576148,0.3890674631699805,0.2551967356379838,0.45910190615176305,0.4478825477445832,0.14367552785318205,0.35488521137971124,0.4058389007959529,0.16634024464488895,0.24967170803175262,0.6738032773061764,0.6266667899611748,0.23231317974969287,0.49119202380424054,-0.12210615697219104,0.479173753439499,0.4322667797607331,0.5739489936687077,0.177511360497308,0.5634038270426107,0.33496412823160376,0.6368835321459518,0.4761475303635688,0.2775574303156602,0.6500530035285934,1.0,0.2976546230125999
Olfactory_L,-0.014758631172337206,0.058737170123455584,0.07595554864628551,0.3774163045857687,-0.3434872290793112,-0.21919234701140253,0.06293490655020563,0.43713647814048234,0.09719655583626087,-0.1755418327519231,-0.1287432436248714,0.25627606516586116,0.2922439056223075,-0.20636587902121042,-0.016472044661578127,0.19938972467066346,0.005013218393872715,0.11725990420155653,0.10126452683675627,0.21284364226250957,0.2575321776629282,-0.04455629711113496,0.1470099780899365,0.5197617703808896,-0.10060099696311191,0.13070270263754896,0.42887876378456813,0.38606211786928524,0.08132713696386287,0.0799189199921452,0.39738311423427086,-0.02799159798774151,0.31988977852829986,0.2976546230125999,1.0
