,Occipital_Sup_L,Cerebellum_8_L,ACC_sub_L,Precentral_R,Heschl_L,Temporal_Pole_Mid_R,Vermis_10,Red_N_R,OFCant_R,Hippocampus_L,Thal_AV_R,Frontal_Inf_Oper_R,OFCmed_R,Frontal_Sup_Medial_L,Thal_IL_R,Cerebellum_4_5_R,Lingual_R,Cerebellum_Crus2_L,Thal_PuL_L,Thal_LGN_L,Thal_LP_L,Thal_MDm_R,OFCpost_L,OFClat_L,Angular_L,Frontal_Inf_Oper_L,Calcarine_L,SupraMarginal_L,Vermis_9,ACC_sup_L,Angular_R,Cerebellum_3_R,VTA_R,Precuneus_L,Temporal_Inf_R,Calcarine_R,Frontal_Sup_Medial_R,Cerebellum_Crus1_L,Thal_MDl_L,Precuneus_R,Thal_Re_L,Parietal_Inf_R,Thal_AV_L,Cuneus_R,Hippocampus_R
Thal_AV_R,0.44600818187181596,0.2501772430001236,-0.2498464025860854,0.12416852632862176,0.22404592749254712,0.042867202161574816,0.04622984583988219,0.03427487174206548,-0.18402722525956078,-0.06963154586479908,1.0,0.1903388191961607,0.08481170155375761,0.22743682086137038,-0.07166519595530023,0.20140831415898344,0.28589812878865284,0.2097856833054648,-0.057653368495894135,0.3456641640368584,-0.25145516543597757,0.37150496873360633,-0.06744036550385653,0.26195997023008627,0.41009552816021994,0.10940748751310085,0.3081641158921932,0.31497148536671044,0.39475365115445693,0.12942493846692213,0.46852312974419186,0.017595297106661394,-0.24766775160471427,0.37795171715922915,0.2815438432571704,0.3496431016403144,0.17184397365454931,0.20970827343805623,-0.033747597364169546,0.36035609902094223,-0.4589008219037743,0.2702367163424601,0.03425026648947368,0.247402210485342,0.08396987156474976
Frontal_Inf_Oper_R,0.3771041599154527,0.32154098177645474,0.39934426024220065,0.44760802097777336,0.6476104652968028,0.19128706959987912,0.5561536265890034,0.0031312211044134293,-0.14787421144218152,0.2676353702152682,0.1903388191961607,1.0,-0.022908332293329663,0.5028299903680976,0.09995198396870915,0.6745691745045299,0.6497514241352823,0.30516941397305825,-0.011508041045424305,0.3489274179271858,0.2766804580999856,0.37685006633950263,0.43111478486565313,0.4700426419872196,0.4395766420431501,0.6188947740941542,0.7146788268492319,0.5472564653189066,0.47643362628160063,0.592362182736438,0.49449181691302097,0.3550421822243069,0.2682755149914654,0.5466940568294616,0.5144638837791936,0.6952640439346012,0.5327926633534412,0.3428520583054424,0.48053857808888695,0.6816850695670864,-0.16828668438871144,0.3707556470533082,0.2135236787191133,0.4803307950798088,0.7767913905497674
OFCmed_R,0.17409305364738117,-0.11760824036968838,0.012748444595875543,-0.07513102104973318,-0.16107729107370783,0.37986260640314207,0.13730787911985531,-0.11088554765780224,-0.026014711951207636,-0.16640123979978177,0.08481170155375761,-0.022908332293329663,1.0,0.1412237079923896,-0.08754532928472575,0.10721104653344274,0.1948934003337212,0.03786826732913938,-0.1335604132906956,0.43344637826818305,-0.06078452075418138,-0.15637596186368785,-0.039567103863636106,-0.07262606300651955,0.1969596006235493,-0.05564363840042295,0.012075711103293847,0.014434585787565773,0.1382870763360014,0.030751055631663794,0.1344412988366218,0.03197377932963884,-0.307606334275001,0.14583034115102442,0.1463523040799649,0.08434312664205938,0.007194940123641124,-0.07633333977771498,-0.16076948608466063,0.13515323899282788,-0.06595148342705875,-0.035519004488532575,-0.08641081370348958,0.06335477072491635,0.09939987747388634
Frontal_Sup_Medial_L,0.4130194781733936,0.31858681913216447,0.20580034184496004,0.46147221224117224,0.47752985030936485,0.1948380678942277,0.45080476213183596,0.10514450692649717,0.2198082533364988,0.36738432615144356,0.22743682086137038,0.5028299903680976,0.1412237079923896,1.0,0.33590538632451866,0.5805877222592163,0.4768514121324331,0.27922428063328164,0.14848736515888752,0.37218402959123364,0.32361251295965976,0.3853699589715623,0.5148218140631432,0.08025260434822037,0.3967065134844586,0.3800530785265443,0.5119045118333214,0.44404275107485375,0.36307786079483606,0.6889806749445814,0.45271514111833455,0.44437735829930936,0.12793903494153056,0.5943882254889652,0.3221088971844362,0.4703571074117144,0.8938625122545532,0.024571260792318823,0.32561444155046154,0.5294541649391099,0.01245902138713073,0.43861747318275396,0.23267020791973356,0.462191740723995,0.5296691323937894
Thal_IL_R,-0.023365928733536483,-0.056236229858148704,0.12378702731926985,0.4001983465405985,0.059483653082714166,-0.10950592429948758,0.19031807016718272,0.43502558187118123,0.02379276037098438,0.45027084214764107,-0.07166519595530023,0.09995198396870915,-0.08754532928472575,0.33590538632451866,1.0,0.24396127357420702,0.061644260576454855,0.08470558472471111,0.27235767154422513,0.06831904918415899,0.3960362515149564,0.30307620334006313,0.2751057531521302,-0.07134385918879493,-0.050100850052446654,0.29719902176623864,0.0932679354593761,0.016092380548293227,-0.06604500379305434,0.5219424507692701,0.12507778405884962,0.270142302732285,0.16489821971982843,0.2830412219103228,-0.04645733478534433,-0.0073450494502458755,0.40483805005833007,-0.21146663523528234,0.2943783941649277,0.15511407618199446,0.20335918574828998,0.34101139254944685,0.264435195317169,0.1761621150842235,0.04572666251097609
Cerebellum_4_5_R,0.2921212547980832,0.22794376089301188,0.10830631396097504,0.7702726340701668,0.4405242269207834,0.17434017634480836,0.7603412922174604,0.15796844385325554,-0.06191981751560946,0.4482287564217001,0.20140831415898344,0.6745691745045299,0.10721104653344274,0.5805877222592163,0.24396127357420702,1.0,0.774432595567735,0.3601396610174065,0.24477920382568205,0.36405332730600576,0.3099034555239899,0.33364259303405197,0.34443778429641997,0.12931494275881164,0.478117566454725,0.7031487719865367,0.7277252899026166,0.56925814039738,0.533459320800758,0.7624764064802314,0.5255101134144119,0.8058171999640146,0.1520406913271864,0.7148351009940022,0.6459015392313292,0.7657513470109248,0.4917944855650269,0.0011907689811482124,0.3763673685070369,0.7504115837787743,-0.06756313089932377,0.4977821490394538,0.44113120450829496,0.5789301764647204,0.6195082252855831
Lingual_R,0.5142905688908259,0.5430168903066759,0.015496718609297438,0.4533908103502811,0.41595795407457165,0.30611430369192383,0.606102165954646,0.06553253585820096,-0.047065913753865186,0.1498188607350437,0.28589812878865284,0.6497514241352823,0.1948934003337212,0.4768514121324331,0.061644260576454855,0.774432595567735,1.0,0.42551984048220226,-0.01172354848774672,0.5461283678013023,0.05986906301708428,0.149450642457029,0.12906915660894394,0.19834839906468013,0.6403341934302127,0.4804309590217706,0.8479700011390283,0.657201060045048,0.7986816865299134,0.5347104366543883,0.5349109142572219,0.5333033442216734,-0.14455023094677436,0.6681213790556795,0.6579563564806429,0.8726300105015475,0.37560164716785355,0.4291730375775163,0.0806276436448868,0.7412934565080681,-0.05446819283712028,0.310094002568142,0.22404385833122736,0.5371239822823386,0.5797477424426939
Cerebellum_Crus2_L,0.29550081419222884,0.5350038980621333,-0.04174918105727263,0.4476203353697956,0.08860856903829116,-0.044250696822070945,0.08839504243415454,-0.1458341430894711,0.13122199465710832,0.1549995144395632,0.2097856833054648,0.30516941397305825,0.03786826732913938,0.27922428063328164,0.08470558472471111,0.3601396610174065,0.42551984048220226,1.0,-0.24496136565103016,0.10851863291662638,-0.031470522402674145,0.32676927616801466,-0.01537237589592589,-0.2674856259627529,0.324410141441946,0.10850657254850019,0.35963173378410956,0.329240783856842,0.4338847139439738,0.33615559124386546,0.2817625037424461,0.25375336824349753,-0.05089860137672316,0.4006988582725917,0.12113890470790134,0.43254301491999797,0.28263545404587026,0.2028789857775223,-0.010776397691908166,0.33039117457233297,-0.10718816216698428,0.3202795094494928,0.08239126048729829,0.32984683398762216,0.2092773194740169
Thal_PuL_L,-0.2623955457764663,-0.17157964270785916,0.06032738498425397,0.30994646904426015,0.22890015043116207,-0.2034677302998849,0.2603809339035969,0.2531190574015168,-0.039313110906380025,0.4195759069003833,-0.057653368495894135,-0.011508041045424305,-0.1335604132906956,0.14848736515888752,0.27235767154422513,0.24477920382568205,-0.01172354848774672,-0.24496136565103016,1.0,0.0053688253995671535,0.5298385187257753,0.13107412004720448,0.44424430916322083,-0.04459666066940297,-0.3308750644217988,0.2230605725071967,0.22667401430108225,-0.25056579078022256,0.0329913496887069,0.2867732615419284,0.035481719773325114,0.3365885554404854,0.2848262247978409,-0.029850299546250746,0.17947663771697644,0.061341723490161496,0.18958520106622595,-0.14138940148841295,0.32494608526356317,-0.01214058163899243,0.07719793100588754,0.20614721303965877,0.28834426501810934,0.09107562040478799,0.00399377250513489
Thal_LGN_L,0.44722870311362467,0.09444383549428287,0.21083492539768486,0.1148613748385915,0.36059774130692346,0.3536360207128293,0.4414207997212205,-0.038217149598083464,-0.29390972594955345,0.11940070719282214,0.3456641640368584,0.3489274179271858,0.43344637826818305,0.37218402959123364,0.06831904918415899,0.36405332730600576,0.5461283678013023,0.10851863291662638,0.0053688253995671535,1.0,0.16860727774722953,-0.002289809746985733,0.2647550318172753,0.23074187448757896,0.3468642048227917,0.33496412823160376,0.45566122917787716,0.2450531937930215,0.4576027055208806,0.33667166783876246,0.4840544070324317,0.14998124224668208,-0.4178750676241249,0.42418956144232045,0.37388601870794924,0.3612908272869617,0.2633443324151507,0.22824418172745733,0.16619225034982923,0.43626031095072476,-0.11390850120090551,0.29178514549825,0.011568803405755494,0.3483755589206753,0.4463440246317607
Thal_LP_L,-0.20740215933165665,-0.17464020282486176,0.5052047454352134,0.37668686624437997,0.28986773009562256,-0.03172431107303733,0.3170272984924723,0.10645712792303139,-0.01806610081708887,0.5912409433197777,-0.25145516543597757,0.2766804580999856,-0.06078452075418138,0.32361251295965976,0.3960362515149564,0.3099034555239899,0.05986906301708428,-0.031470522402674145,0.5298385187257753,0.16860727774722953,1.0,0.2080344682206763,0.6579769483746136,-0.06604101826538009,-0.2887863364103154,0.4313504990179133,0.1674358348775386,-0.14141453633150583,-0.010988798473997705,0.4852836486048523,0.040168990699610975,0.25957000400936747,0.4021776575520756,0.11528149001553663,0.06884783721141466,-0.008921555110364457,0.34649939488829123,-0.15869480406476574,0.5771543244014745,0.1417214191342766,0.10667299457673472,0.30159269064002664,0.19736095989411953,0.14329238156857166,0.29615909870273865
Thal_MDm_R,0.16033951679419145,0.12772870218412447,-0.0033320353497672886,0.375066781694476,0.2228762014876942,-0.02727914884855554,0.033986621612751726,-0.14540717074844633,-0.007906786029029991,0.2149920438896656,0.37150496873360633,0.37685006633950263,-0.15637596186368785,0.3853699589715623,0.30307620334006313,0.33364259303405197,0.149450642457029,0.32676927616801466,0.13107412004720448,-0.002289809746985733,0.2080344682206763,1.0,0.23805519231123656,0.13807122465899835,0.19990112852113126,0.12924916164520803,0.2975076389987117,0.19043998738033202,0.24185818357519992,0.38473602542523494,0.28690160290140204,0.09677976674160654,0.38835777302297864,0.3836360675374936,0.3258175129501921,0.2597718413006543,0.4433559957687144,-0.0016912852168654024,0.18472720629289777,0.3241597558817877,-0.4188926280142504,0.35388686585560447,0.16038046486298432,0.3076150726563647,0.29112361288648675
OFCpost_L,0.04465055802145029,0.06732754114059632,0.5455094210287615,0.26891188367991625,0.6306959231526884,0.02410864523890866,0.30411157063172856,0.05530024933464991,-0.08898661126837654,0.5329590437261911,-0.06744036550385653,0.43111478486565313,-0.039567103863636106,0.5148218140631432,0.2751057531521302,0.34443778429641997,0.12906915660894394,-0.01537237589592589,0.44424430916322083,0.2647550318172753,0.6579769483746136,0.23805519231123656,1.0,0.10055178982503672,-0.10386024405814528,0.4167203558531536,0.3487012957779806,-0.11533391880786587,0.16832195671661138,0.43524610087550497,0.30743547780569475,0.20590508251632342,0.3459684658938661,0.14983790052841317,0.1379019850137311,0.22238345202030424,0.5054219814444557,0.010061089808430705,0.5803200112385729,0.2753564463278162,-0.020835608766533883,0.34665395589764153,0.09151440381536352,0.32019115027619155,0.4103615867092214
OFClat_L,0.22466444775010688,-0.04047241070758244,0.1711141632357629,-0.10314069629757981,0.35620143174406604,0.16259490815264233,0.2907367296363838,-0.056409046861178334,-0.32327054187147225,-0.08099039667601782,0.26195997023008627,0.4700426419872196,-0.07262606300651955,0.08025260434822037,-0.07134385918879493,0.12931494275881164,0.19834839906468013,-0.2674856259627529,-0.04459666066940297,0.23074187448757896,-0.06604101826538009,0.13807122465899835,0.10055178982503672,1.0,0.21418786902494716,0.2559312808761131,0.266465726881986,0.21351178347974648,0.06016415327082358,0.11281107704553764,0.24467947881460173,-0.044587088056711834,0.04861310950542262,0.15220974361540252,0.26144882996360497,0.1669101774950042,0.09690553440475873,0.2864582698022007,0.13295304969545663,0.20959445378248737,-0.2408358862332192,0.05953943695191267,0.014131487360669692,0.10483959506410462,0.32554970503151515
Angular_L,0.7469536241170207,0.310132580697566,-0.12762746070125883,0.2527581435069784,0.11615593470969637,0.33614182906309203,0.2763083256510077,-0.1114711996259635,0.030491525070737654,-0.16604273332021235,0.41009552816021994,0.4395766420431501,0.1969596006235493,0.3967065134844586,-0.050100850052446654,0.478117566454725,0.6403341934302127,0.324410141441946,-0.3308750644217988,0.3468642048227917,-0.2887863364103154,0.19990112852113126,-0.10386024405814528,0.21418786902494716,1.0,0.21957096034911694,0.5030776689120797,0.7986690162313491,0.5427191224059681,0.3279646127323846,0.609253952851217,0.2257368115951152,-0.20135450014368073,0.7212368924032986,0.46564334321298456,0.6514774403125796,0.34579339894710165,0.15031371933732696,-0.08142978466512235,0.7177494856664399,-0.2098150945724521,0.29621051905041235,0.09141628090793313,0.5975630349719957,0.3740468674340281
Frontal_Inf_Oper_L,0.2603050105090496,0.05982377233651849,0.22652123921184975,0.6698094456787534,0.5770346573132374,-0.12210615697219104,0.6583051163351428,0.3524593811825135,-0.3418645758956155,0.5599259160562935,0.10940748751310085,0.6188947740941542,-0.05564363840042295,0.3800530785265443,0.29719902176623864,0.7031487719865367,0.4804309590217706,0.10850657254850019,0.2230605725071967,0.33496412823160376,0.4313504990179133,0.12924916164520803,0.4167203558531536,0.2559312808761131,0.21957096034911694,1.0,0.5262773949545755,0.4322667797607331,0.26159025716480794,0.683094868103588,0.4977412619023462,0.5883763581347817,0.11206728674703573,0.5583896532556085,0.2720971252091821,0.4665574582431687,0.35588908619553483,-0.04765227116593732,0.6888729082087309,0.6368835321459518,0.11409854809020158,0.6006702070999587,0.2327502283577112,0.5084332142351105,0.417498493943653
Calcarine_L,0.471960701267092,0.5453058878990865,0.14331059234770932,0.5149734841881527,0.6142172296144419,0.0595363923862928,0.5799968531452573,0.03833049512678572,-0.13280019425141038,0.25320837368143684,0.3081641158921932,0.7146788268492319,0.012075711103293847,0.5119045118333214,0.0932679354593761,0.7277252899026166,0.8479700011390283,0.35963173378410956,0.22667401430108225,0.45566122917787716,0.1674358348775386,0.2975076389987117,0.3487012957779806,0.266465726881986,0.5030776689120797,0.5262773949545755,1.0,0.5745116091409114,0.7984616133196836,0.5880174941264076,0.6107543663786746,0.4732240698866223,0.023061344932120476,0.6203541487659349,0.6591790782914191,0.9056747190742906,0.4675150532702715,0.49826204374136773,0.2523527869446228,0.7303817637873122,-0.021393991344438507,0.4358383647102815,0.28337621085410764,0.6198130015733243,0.5725856060553299
SupraMarginal_L,0.570744941485824,0.4110458697569199,-0.08182636974286467,0.4222579158402958,0.21508037493046164,0.1118077119354681,0.41923223238617047,0.09982733837636651,0.0721351850794229,0.10162507339362718,0.31497148536671044,0.5472564653189066,0.014434585787565773,0.44404275107485375,0.016092380548293227,0.56925814039738,0.657201060045048,0.329240783856842,-0.25056579078022256,0.2450531937930215,-0.14141453633150583,0.19043998738033202,-0.11533391880786587,0.21351178347974648,0.7986690162313491,0.4322667797607331,0.5745116091409114,1.0,0.4750274919107777,0.4576000864425814,0.48406434437989315,0.38401109839651393,-0.008184552334222179,0.6862318824693746,0.4306525803738073,0.65813243135162,0.4156401176722266,0.2430901764359656,0.09684755580590233,0.706412077136146,0.013540699466536278,0.36317810692153696,0.24155695788757367,0.5024280735139798,0.4087529730249248
Vermis_9,0.5515990284204905,0.6206100764387111,-0.08939749725934906,0.31422005311268647,0.43423802962946895,0.13341577448637423,0.26574766050189746,-0.06825284784805882,-0.12748565528195796,-0.01025481395094679,0.39475365115445693,0.47643362628160063,0.1382870763360014,0.36307786079483606,-0.06604500379305434,0.533459320800758,0.7986816865299134,0.4338847139439738,0.0329913496887069,0.4576027055208806,-0.010988798473997705,0.24185818357519992,0.16832195671661138,0.06016415327082358,0.5427191224059681,0.26159025716480794,0.7984616133196836,0.4750274919107777,1.0,0.32005661484520725,0.60492269820588,0.2756261517010037,-0.18580990034807757,0.5026838412553598,0.5413975254248413,0.8304320255056699,0.30279786704595196,0.514867820167091,0.0230867869699593,0.6278353412646921,-0.2000006235394607,0.3253348286619424,0.03801986113205381,0.5319020534708349,0.3327387236755187
ACC_sup_L,0.27668074151423855,0.1632571578870372,0.25481793984468926,0.789953425593577,0.4129474524014989,0.05992633181291704,0.606723371861223,0.19428860905158948,-0.0656497271401379,0.5848621432471063,0.12942493846692213,0.592362182736438,0.030751055631663794,0.6889806749445814,0.5219424507692701,0.7624764064802314,0.5347104366543883,0.33615559124386546,0.2867732615419284,0.33667166783876246,0.4852836486048523,0.38473602542523494,0.43524610087550497,0.11281107704553764,0.3279646127323846,0.683094868103588,0.5880174941264076,0.4576000864425814,0.32005661484520725,1.0,0.5202295331661542,0.6161096280977841,0.13213613973253535,0.7129972912525313,0.3944308698480858,0.5129458058833558,0.7056947518493644,-0.08869339935928691,0.503776424884973,0.6292617703673647,0.08021006200898699,0.6675717537046179,0.4061660927517085,0.5694459550445964,0.4719938704687425
Angular_R,0.8006433050611584,0.25823462763589833,0.029268335293902676,0.5418960187005831,0.42650006903433235,-0.07243258033088207,0.2894669382302838,-0.04522543877194824,-0.36820594441807986,0.1792382326336933,0.46852312974419186,0.49449181691302097,0.1344412988366218,0.45271514111833455,0.12507778405884962,0.5255101134144119,0.5349109142572219,0.2817625037424461,0.035481719773325114,0.4840544070324317,0.040168990699610975,0.28690160290140204,0.30743547780569475,0.24467947881460173,0.609253952851217,0.4977412619023462,0.6107543663786746,0.48406434437989315,0.60492269820588,0.5202295331661542,1.0,0.20024523094338104,-0.20780782369927334,0.7970627335624407,0.36739839312211076,0.5998918511575808,0.44809008654839594,0.10123371832449814,0.3098616746728277,0.8135355448958121,-0.16457932240279569,0.8264633946027403,0.02137570294390334,0.8550202169071058,0.2205593372381879
