,Cerebellum_Crus1_R,Cerebellum_8_L,Thal_VL_R,Frontal_Mid_2_R,SupraMarginal_R,Putamen_L,Amygdala_R,Occipital_Inf_R,Precentral_R,Occipital_Sup_L,OFClat_R,ACC_sup_R,Raphe_D,ACC_sub_L,Hippocampus_R,Cingulate_Mid_L,Cuneus_L,Thal_PuL_R,Temporal_Pole_Sup_R,Red_N_L,Thal_MGN_L,OFCpost_L,Calcarine_R,Olfactory_L,Rolandic_Oper_L,Thal_PuI_L,SN_pc_R,Putamen_R,SN_pr_L,OFCpost_R,Occipital_Sup_R,Vermis_9,Cerebellum_9_L,Frontal_Inf_Orb_2_R,OFCant_R,Thal_LGN_L,Thal_PuL_L,Cerebellum_6_R,Thal_VPL_L,Parietal_Sup_L,N_Acc_R,OFClat_L,SN_pr_R,Temporal_Pole_Mid_L,Insula_R,Thal_VA_L,Cerebellum_6_L,Angular_R,Thal_LGN_R,Olfactory_R,Thal_Re_L,SupraMarginal_L,VTA_R,Occipital_Mid_R,Thal_MGN_R,Frontal_Inf_Tri_R,Vermis_10,Thal_PuM_R,Cerebellum_4_5_L,Thal_MDm_R,Angular_L,Vermis_6,Frontal_Mid_2_L,Paracentral_Lobule_R,Postcentral_L,Cerebellum_9_R,ACC_sup_L,Frontal_Sup_2_R,Occipital_Inf_L,Postcentral_R,Caudate_L,Temporal_Pole_Sup_L,Temporal_Mid_R,Frontal_Med_Orb_L,Thal_MDl_L,Temporal_Inf_L,Cerebellum_7b_R,Frontal_Inf_Oper_L,Occipital_Mid_L,Thal_AV_R,Thal_IL_R,Vermis_8,Frontal_Inf_Orb_2_L,Temporal_Mid_L,Cingulate_Mid_R,ParaHippocampal_R,Thal_LP_R,OFCmed_L,Cerebellum_Crus1_L,Precuneus_R,Cerebellum_10_R,Frontal_Sup_Medial_R,Fusiform_L,Vermis_7,Thal_AV_L,Heschl_R,Supp_Motor_Area_R,Pallidum_R,Cingulate_Post_L,Cerebellum_10_L
Cerebellum_Crus1_R,1.0,0.3172007955507223,0.2675925349765642,0.380859652795347,0.08786105931813372,0.3147356265801828,0.025367699832602286,0.8340471884623488,0.11825580061579381,0.42686678625417923,-0.302681067003459,0.14826398355863882,0.4408591764176799,0.05184450906227008,0.5019682869100333,0.22083063563735036,0.3771516698792864,0.4413391863767176,0.4055215182071548,0.0889281820370896,-0.05048265784816463,0.08502620445537254,0.743363757863547,0.005013218393872715,0.14969085067074106,0.3527647019737817,-0.13916371245572914,-0.015988828909775835,0.3537249714045842,-0.2532940631134357,0.5334961908536294,0.8025943640815224,0.6397969614745862,-0.09168858214492495,-0.24118033063420655,0.5299764087383411,-0.1139074343870611,0.67382033681469,-0.20811513070437132,0.5696145325261857,0.2612538731956637,0.23519071313577256,-0.12511877072412303,0.12389220869418678,0.3588014486128068,0.15876172130965518,0.6666392420999182,0.4644048542729367,0.2114047481231198,0.13548867074432056,-0.3983796542548779,0.40411153713163656,-0.2013359542561043,0.5837354309841872,-0.4014889961086595,0.10905004311404921,0.31540394357826795,0.2229447622384978,0.4411567882016822,0.17741060248549587,0.5876094851503945,0.741433950834717,0.3412636397890158,0.4622534169447557,0.4603482245816795,0.43378702502180566,0.1959846450206188,0.31427535281983715,0.6351095229426553,0.18643807040872118,0.2761620158703384,0.07718660176991825,0.8191666346696793,-0.19335714054005215,-0.05980098391563147,0.1676125514545897,0.3148697792733576,0.16634024464488895,0.6229590625017131,0.381235563051176,-0.23122741585413348,0.44564986131290596,0.12097396728414345,0.375054555332734,0.22844075834009384,-0.24181205277464146,-0.026913614362784936,0.10602974858156261,0.44850703905278205,0.5662457223638175,0.14117694451781373,0.11261702071703486,0.5095800764249088,0.2795404606079005,0.10208030691118959,-0.030703271191305483,0.335673008452612,-0.10031878895800767,0.2343371318298479,0.10174231700009237
Cerebellum_8_L,0.3172007955507223,1.0,0.13665047666482746,0.3112865173661201,0.1053911540533265,-0.1068832907636325,0.18006149032697777,0.36282483164502405,0.15845417434646195,0.3290789742873456,0.1990977917628461,0.20620093179106794,0.16760716740737125,-0.09288373820825899,0.1509972642850863,0.12741693946391214,0.2909977779005108,0.1585017720421416,0.016021060511605054,0.0627701034682396,0.2803704271949329,0.06732754114059632,0.5613108983022471,-0.07344341739035322,0.38113711185294813,-0.037385549906960455,-0.0430456732415047,0.034269001788851915,0.23229404646435878,-0.21958476438289568,0.389162831493005,0.6206100764387111,0.28004611245593725,-0.2476585370463661,0.15429901698334278,0.09444383549428287,-0.17157964270785916,0.5902473987823991,0.007555109667267839,0.1898035687362681,0.190522333110505,-0.04047241070758244,-0.09413206618496736,0.1347212166771662,0.2498320725507576,0.09470925321713522,0.6734124459648423,0.25823462763589833,-0.12552182619570784,0.10082607392795427,0.09234937706651263,0.4110458697569199,-0.05487061155012757,0.35700834020723515,0.035593711706531445,0.09450908534966711,0.06719219331844398,0.31700579639370785,0.14376073132103312,0.12772870218412447,0.310132580697566,0.32342469738190577,0.16983278970767793,0.03729793008893331,0.0804859763358223,0.3548103075495576,0.1632571578870372,0.27793770935564144,0.6606049836707243,0.1387411979657944,-0.0649420754790672,0.28110116893569026,0.26990420030984413,0.10670212343089981,-0.005115191869210508,0.44770644018281364,-0.15834318360593122,0.05982377233651849,0.5175175058929535,0.2501772430001236,-0.056236229858148704,0.53809254934549,-0.21605342126227256,0.504062273365785,0.19872300997763867,0.14232626944224788,0.18096488000040714,-0.28475773356369144,0.6497565241637885,0.3290373482613147,-0.11800364523306178,0.3414241817016063,0.4275235309321107,0.5346629240664797,0.0015114340073046192,0.02009336777559088,0.008614046469609197,-0.23785274610906074,-0.09014554814504676,0.06390715522902192
Thal_VL_R,0.2675925349765642,0.13665047666482746,1.0,0.5991909434680508,0.5602429352943882,0.4574837759310193,0.14342876578585073,0.023253142504197848,0.6755665271089987,0.16852451814476424,0.14017611128488525,0.7129371373943408,0.2650976551155443,0.2811193321585861,0.48604041933824393,0.6476884491737266,0.37299129208040144,0.23444243029611406,0.3257961275517672,0.21755049893252842,0.2245238562050126,0.42969719212538876,0.44016062787388865,0.37473714997841806,0.359172604726366,0.3065116933913546,0.39162686510493855,0.7803319926916079,0.22355450159714887,0.16530769132097792,0.33927822864153895,0.32888743093603956,0.479158203295657,0.5005335595148083,-0.10353901377112765,0.3857875511330123,0.32083368568497617,0.28757419087549974,0.3824336420576572,0.2580385349441252,0.3173306771574077,0.1601792326054398,0.4850317398910425,0.12452680053920986,0.6578391254448152,0.41163865085567797,0.338561275790334,0.4076768475001487,0.447367270324162,0.29617454081380723,0.09694636581424793,0.33994722071387795,0.18627376482443675,0.1922989520616138,-0.01719482389688688,0.5884196627881345,0.6169424129780052,0.3155095910220994,0.7321120384350269,0.45243210057457656,0.2399035936360115,0.2861818730996739,0.6135814079789811,0.6515365331259446,0.340973697555201,0.08668626046242463,0.8037626327033756,0.7730587716021909,0.17768138988103285,0.630869226833249,0.7992564088554209,0.568199299337831,0.25951575333459287,-0.1044735951260823,0.5383935500309782,0.362807116236863,0.4503658730932304,0.5702437942516708,0.2066587338181633,0.08018105023351048,0.5117077492897907,0.04140380875949899,0.6754061416872773,0.3969220559355579,0.6761685842734603,-0.003014955686169762,0.40157254055589564,0.1487055849190948,0.03621704422199276,0.5399688599676008,0.06229937149529478,0.5981256765228868,0.5965603080406903,0.13640353861307078,0.43531196620341317,0.48735523502063843,0.7408459365996585,0.5098922781861264,0.36031457793882454,0.6705289648627907
Frontal_Mid_2_R,0.380859652795347,0.3112865173661201,0.5991909434680508,1.0,0.5984342074566502,0.6450859568319016,0.48646777613824344,0.2557003189390017,0.6747267970682382,0.25386166051844433,0.20945128020103163,0.6892720340846863,0.17216447140174576,0.04922142468251066,0.5465226676303571,0.6653138659149661,0.45339090674762933,0.20246156291990386,0.6507402331923817,0.18232325131914962,0.23576372188988987,0.30109047251108584,0.7387496949150859,0.20694202216684146,0.6458653241254835,0.2776157496446909,0.3501923910435354,0.5832926094723463,0.21680080172136065,0.1450022104461029,0.3357179145338193,0.5072783966239911,0.4028406193681631,0.4002274506773923,0.22869477783047154,0.23943041762079958,0.2868357944804523,0.4133205788101774,0.525203381657066,0.4187414596669717,0.29662715719257027,0.008147627558720413,0.3035436588700974,0.20389040071550663,0.6315139236644759,0.46475315505209597,0.22907823957345771,0.37539459817353765,0.19825207525123523,0.19246061841277487,0.05022055568378867,0.5766251055323478,0.18494920057652486,0.24987171176492048,0.22744179140883183,0.753088305001891,0.61768905515133,0.4303465257808232,0.8262131309707805,0.30366389602307003,0.4872054180603553,0.283008877387899,0.8312914149784678,0.5828616329215534,0.6767731040172126,0.09465593493738812,0.746751698806181,0.8008578438528341,0.23700077411661,0.59132287100924,0.5886696429727829,0.4202055956018943,0.5388781720590957,0.14927207994015193,0.20627840924709903,0.1361389593859895,0.44394242020144103,0.4927279369710638,0.35486822419761144,0.13888114744375202,0.29099268199173245,-0.01296077015210334,0.40762270051291666,0.18490982733852018,0.6646276905218552,0.30829488880635353,0.1062688195303719,0.1940830951394215,-0.014610873104545972,0.6063359543874498,0.19324682899093684,0.6045615833064045,0.4023607781538175,0.16801994903612838,0.5012408599915568,0.3813014570093025,0.591246391208614,0.16180112761548907,0.6078288149921746,0.6015485019317011
SupraMarginal_R,0.08786105931813372,0.1053911540533265,0.5602429352943882,0.5984342074566502,1.0,0.5297778673673824,0.21321947644939224,-0.09507446475289148,0.8575889041686671,0.32742853056420246,0.018076549565138485,0.6012950239643277,0.17419973582355577,-0.017526600380924195,0.1475609052199737,0.760875809489636,0.5749419394891649,-0.2524169811497431,0.06748579763752514,0.17350079477345806,0.11406553589128789,0.38126017628569686,0.4811054937621561,0.10126452683675627,0.5665059980025517,0.24900282412972652,0.2572728433460667,0.6608854933462611,0.10847771271348677,-0.053195161550093656,0.48507528836265096,0.34102639238105525,0.1339544095405031,0.28683002009908004,-0.27384844103406986,0.23610405750826652,0.4424090125524098,0.12136370794274602,0.565844817701195,0.24636030147109464,0.2263529816044522,-0.017701126579304855,0.3249609353872603,0.36374756436885247,0.42613569895247516,0.13196347165264316,0.08095212401358011,0.6781398930056858,0.11347652233069003,0.03223254151066489,0.08432972547476518,0.3166899716749996,0.05547112759239986,0.37179368072017416,0.3132183438544564,0.57340224581724,0.460299027633785,0.4141428599368768,0.7101699002325373,0.26993174400551057,0.1970830784559745,0.1192725267692436,0.5967377871897963,0.507640702940896,0.34137346658793677,-0.3810009173806464,0.7259076567247683,0.7172096999981278,0.026118719545099933,0.903384342300097,0.6157336076231175,0.6144987774962355,0.07173103554059869,0.13912381344937197,0.5059941707190351,0.33393711945979826,0.5616522181193369,0.6738032773061764,0.22888784363159465,0.2153819711593018,0.3984575703136238,-0.239354774934514,0.48616886447147345,0.2514732846401815,0.7491384443996539,0.34668254560515166,0.08645978230273282,0.1735335392746627,-0.2193218057410471,0.6067015422099797,-0.3386203465966269,0.49129568652907707,0.34772319338568203,-0.06907945739125629,0.3345986905896098,0.8161357461525034,0.6152566602278352,0.38458116252387187,0.5191572006139568,0.7350124820506119
Putamen_L,0.3147356265801828,-0.1068832907636325,0.4574837759310193,0.6450859568319016,0.5297778673673824,1.0,0.5069125096497772,0.17991307517647345,0.5536267765874444,-0.13157257460656752,-0.13652414408193067,0.4977233888879972,-0.08601119384374199,0.02426994308943913,0.37936399263021336,0.6172671839509463,0.1493141500820473,-0.04396753863211329,0.4763646847895644,0.272516621959217,-0.3355153884838715,0.30488179061029136,0.5286698539777231,0.24261081865269674,0.5190507036452628,0.3115898141012963,0.4091242047712024,0.43500059310186706,0.1561270593384481,-0.05860776498226381,0.06633061652761754,0.23452356371439628,0.2660487795976527,0.2820440240023967,-0.16861723508050605,0.05388972766218177,0.4324870231796714,0.17078016629891207,0.48727020244299707,0.23048200555723486,0.2210650620415013,0.11263097677283647,0.24515325395603343,0.3959499932110977,0.44864867507694556,0.5135549833652812,-0.13413527251046586,0.18740906878800023,0.14449846771046576,0.08874580989469737,-0.11815755007426065,0.1623032933311891,0.2732156197469655,0.022658831962532065,0.2296447383710476,0.661446832284702,0.5929053569572729,0.2837633179333561,0.7601193532943586,0.21243944479452892,0.1771997946218698,0.04122047158653725,0.7177970328455918,0.584731178749582,0.6985647303437627,-0.13960199771413842,0.5049741396570593,0.4134585356558659,-0.08936746865498195,0.47022146611355387,0.6399583588528392,0.22400888595923252,0.4637716249926195,0.05361508609438401,0.24079659068689668,-0.07985679903472231,0.5523155858112762,0.48560260721568843,0.03485133967797102,-0.01935045608985752,0.18288005547266498,-0.20826970215773274,0.44716933024355565,-0.1460902792119652,0.4483714430096904,0.2600475153393782,-0.1639862131009603,0.40723298066294983,-0.21220804660137751,0.3927110416317349,0.042683086714147604,0.15593229323744096,0.1136942082591773,-0.05428390055060821,0.539863349288138,0.5064463979080576,0.48171898451616224,0.13010224517381602,0.5664362552882374,0.47762035979868156
Amygdala_R,0.025367699832602286,0.18006149032697777,0.14342876578585073,0.48646777613824344,0.21321947644939224,0.5069125096497772,1.0,0.07452700153140858,0.19975304560320695,-0.2540921980043587,0.19586711629586367,0.250414364145453,-0.18240803661525104,-0.22025840656844103,0.24090699575588564,0.314138719533513,-0.09510845017230375,-0.04572301330076402,0.39182461161568166,0.44113426521896915,-0.12929969412096448,0.13075262080765127,0.30350825871184384,0.11725990420155653,0.5377483037469997,0.1263022247638434,0.3965877592257941,0.21218400107331414,0.11724912013876998,-0.134327951661575,-0.14002671496227936,0.10977513570047508,0.12731828186354704,0.06215985825714179,0.158577301082824,-0.12445776067085534,0.30652611395682006,0.24015598584634137,0.532383715518306,-0.005841941185948951,0.3382186863663494,-0.05229327615833523,0.14532459066231773,0.376407246369813,0.21417039068389723,0.3385862579379821,-0.09642340811782926,-0.11857685491452646,-0.22533762569494586,0.15845531856831982,0.0679492368149192,0.20287008084861913,0.29168107796815557,-0.20977653486643266,0.4782008184592679,0.4702305186718192,0.36723461176735167,0.3005274489835925,0.3376858373520933,0.10265099476290127,0.059352881290213585,-0.11761845862111742,0.42911768337191997,0.10502776575917605,0.4225681185355388,0.11228278498915754,0.1870823868152649,0.16825253404849314,-0.1585607968886782,0.09174774346563498,0.1511574425059745,0.014656535115552144,0.3219815810561866,0.178620216215728,0.13909712952265058,-0.09171555892977422,0.23402051670619448,0.24967170803175262,-0.06541687524671531,0.04420933958024803,0.061940077810537224,0.041168060362518945,-0.0633845082942711,-0.170732221867862,0.1995854999017344,0.623268511882152,-0.03672045936497865,0.16981344389876873,-0.04654795981741981,0.16226621461477314,0.2399961344927336,0.14141873240791514,-0.131660638593238,0.03998121645631541,0.3870565044084639,0.1734746725361704,-0.007676168800585476,-0.23055219737873145,0.2573396226935947,0.19218780368305854
Occipital_Inf_R,0.8340471884623488,0.36282483164502405,0.023253142504197848,0.2557003189390017,-0.09507446475289148,0.17991307517647345,0.07452700153140858,1.0,-0.15537955106903578,0.381695574445737,-0.10097245646063313,-0.06264818154016714,0.28158550293388196,-0.09934300642510045,0.3392243439636168,0.027042291212347757,0.32467723959833944,0.5243733383490823,0.33689607286624706,0.004442783727105414,-0.20545675102865618,-0.0010060268424677517,0.6676481692494686,-0.029456352186003787,0.14826801562151024,0.35787231017753435,-0.0999751123834457,-0.25515546637077247,0.2892713782621667,-0.30018592245203796,0.4487309755271424,0.7351803910445792,0.569699970114892,-0.3500073504858248,-0.12458897525428296,0.36682697620089205,-0.05036930135925579,0.7367542293264796,-0.16826105327974236,0.42961365212731556,0.20791723069247825,0.3476448230143031,-0.33426720728261683,0.1406120281014671,0.17499970111026675,0.062416574780324335,0.5429315963287433,0.3174180677720106,0.06679409649286186,0.05972251591992807,-0.34327836719291627,0.32201588158037703,-0.1482011338341141,0.5615085073834797,-0.31179201837333687,-0.07577776289378144,0.13625103461018637,0.18987128571939596,0.21631472741478194,0.10555138950195912,0.47748763826213414,0.5431391804184954,0.10811960842222364,0.1559410870275874,0.29326267437629133,0.5302495276683066,-0.04579193446523546,0.07135204800818594,0.6872371418860379,-0.0530363077946663,-0.026928110677077125,-0.024727571032760062,0.8518462986784237,-0.1813946597259388,-0.22036433226389118,0.06209268678487749,0.057028482237092504,-0.006531335383192487,0.6063734086918885,0.3812791500888366,-0.3186991593729238,0.6154394023959614,-0.17570974364889516,0.3395339550333284,0.04551799502849162,-0.13298985359149773,-0.010835664571548723,-0.0037889242795143656,0.6131160599143477,0.34027463568584326,0.20899610638079683,0.018606018090999297,0.26135080538129823,0.5220289386207072,-0.04443623179103645,-0.20211143835424,-0.011119758622102334,-0.31458148261569285,-0.019375737449745967,-0.03914041557502984
Precentral_R,0.11825580061579381,0.15845417434646195,0.6755665271089987,0.6747267970682382,0.8575889041686671,0.5536267765874444,0.19975304560320695,-0.15537955106903578,1.0,0.222978808565545,0.017302393260115755,0.7337899775268696,0.1304966509466627,0.02676403244856348,0.2440434052790787,0.8327211984943362,0.5123993498180848,-0.2721700350135853,0.07807134766796842,0.18338734510173352,0.28405699307621146,0.26891188367991625,0.5092235404836528,0.07595554864628551,0.5928395475335638,0.05393742500470228,0.3208459649259322,0.7947617703148022,0.14283145162735844,0.02476235640000965,0.3905200858908878,0.31422005311268647,0.10967324132958524,0.376772248414334,-0.10676743255291189,0.1148613748385915,0.30994646904426015,0.1372606574732438,0.5825240210849894,0.30576251438074303,0.22683978316746517,-0.10314069629757981,0.39961476663045653,0.1603346823400634,0.5794393541173372,0.27585432089205725,0.13889282571535239,0.5418960187005831,0.14282939849237244,0.037956215266471915,0.11316567271312927,0.4222579158402958,0.16320902323129646,0.22765958043090304,0.31027782581673796,0.6476284602348364,0.5190553859880048,0.5191803949864389,0.768268891206624,0.375066781694476,0.2527581435069784,0.1434778042761649,0.7736488868187223,0.71870265875707,0.5103204087590422,-0.3922754621612474,0.789953425593577,0.8223638745187947,0.027604267032430033,0.9185504077476172,0.7092929719967802,0.5388904514835197,0.030486755245722457,0.04054252892115609,0.48741251477968667,0.3688650094786447,0.5547100470055115,0.6698094456787534,0.20378719680738616,0.12416852632862176,0.4001983465405985,-0.2797694591982191,0.5665900946202234,0.23583271668450045,0.8076270724740036,0.2501470928200621,0.1207183512316914,-0.000722562468877888,-0.19446752652370008,0.6374972653391744,-0.3341242376227569,0.4687091365483263,0.4787274942015288,-0.04327469055254277,0.41934513089080117,0.8046414244212733,0.7906601298311355,0.39306685813364284,0.5804431085670324,0.6995060975510425
Occipital_Sup_L,0.42686678625417923,0.3290789742873456,0.16852451814476424,0.25386166051844433,0.32742853056420246,-0.13157257460656752,-0.2540921980043587,0.381695574445737,0.222978808565545,1.0,-0.11156493412901206,0.07358437449291713,0.56644289176522,-0.047181774405629366,0.22404387640723333,0.18455483699476138,0.7753618841304422,0.23242609478661527,0.05647582100271398,-0.027432938887369362,0.3209190731453525,0.04465055802145029,0.48817792611208,-0.1644650287172969,0.1372283295910136,0.19483845177486003,-0.30790896194650824,0.11680475699095456,0.18176079114396093,-0.1376002515271035,0.8957292325527167,0.5515990284204905,0.22924818019032348,-0.044750165204911777,-0.09339442567590403,0.44722870311362467,-0.2623955457764663,0.33961262114034946,-0.16798278294638044,0.7328891838303692,0.13157101128619,0.22466444775010688,0.0605452130780426,-0.03352384258917797,0.20142676228306078,-0.2592365413482705,0.5314010611147826,0.8006433050611584,0.23165630979608481,-0.031641779372823316,-0.13714170334056314,0.570744941485824,-0.3907253572621258,0.9048435848654646,-0.24750813303585803,-0.03942986974491211,0.1347243604889231,0.24311093497715833,0.24920915697965224,0.16033951679419145,0.7469536241170207,0.522875866519227,0.11060566796081898,0.27134140103033066,0.20406847115615886,0.056982555277768965,0.27668074151423855,0.47748214255300925,0.6181832122313007,0.4559794301858807,0.07819948300021427,0.2771857749395239,0.31886990148864625,-0.16463472006835683,0.06061823587020918,0.3771949957299041,0.05340828254203883,0.2603050105090496,0.856632759951864,0.44600818187181596,-0.023365928733536483,0.10626837935428018,0.12205942437049934,0.5619938001360586,0.3079105823998906,-0.14666441832579494,0.032666574868725894,-0.09803143233494563,0.18780897211781442,0.6311288894792423,-0.07956612806985104,0.397147232824516,0.44095913699793304,0.18136845285544986,-0.2021055931115357,0.10737533836883946,0.33509902367208555,0.19923494089620739,0.21838351573144263,0.19410385427420696
