,Thal_MDl_R,OFCpost_R,Cuneus_R,Pallidum_L,Thal_LP_L,Angular_L,Lingual_R,Fusiform_L,Parietal_Sup_L,Precuneus_R,Vermis_6,Cerebellum_6_R,Thal_PuI_R,Temporal_Pole_Sup_L,Thal_MDl_L,Thal_IL_R,Cingulate_Mid_R,Raphe_D,Thal_LP_R,Fusiform_R,SN_pr_L,Temporal_Sup_R,Frontal_Sup_Medial_R,Occipital_Inf_L,Supp_Motor_Area_L,N_Acc_R,Vermis_3,N_Acc_L,Frontal_Inf_Orb_2_L,Frontal_Sup_2_R,OFCant_R,Thal_PuL_L,ACC_pre_R,SN_pc_R,Frontal_Inf_Orb_2_R,OFClat_L,Frontal_Mid_2_R,ACC_pre_L,Calcarine_L,Thal_PuL_R,Vermis_8,Red_N_R,ACC_sup_L,VTA_L,VTA_R,Cingulate_Post_L,Thal_AV_R,Frontal_Med_Orb_L,Cerebellum_9_L,SupraMarginal_R,Paracentral_Lobule_L,Precentral_L,ACC_sup_R,Red_N_L,Cingulate_Post_R,Precuneus_L,Occipital_Mid_R,Thal_MGN_L,Frontal_Mid_2_L,Cerebellum_10_L,OFCpost_L,Frontal_Inf_Oper_R,ACC_sub_R,Thal_MDm_L,Vermis_1_2,SupraMarginal_L,Temporal_Pole_Mid_R,Occipital_Sup_R,Putamen_R,Thal_VA_L,Cingulate_Mid_L,Amygdala_R,Thal_AV_L,Cerebellum_8_L,SN_pc_L,Thal_VPL_R,Paracentral_Lobule_R,Temporal_Pole_Sup_R,Vermis_4_5,Frontal_Inf_Tri_R,OFCmed_L,Cerebellum_8_R,Thal_PuM_R,Cerebellum_7b_R,Cerebellum_7b_L,Thal_PuM_L,Olfactory_R,Thal_PuI_L,Angular_R,Rolandic_Oper_L,Cerebellum_Crus1_L,Olfactory_L,Rolandic_Oper_R,ACC_sub_L,Insula_L,Caudate_R,Thal_VL_R,Cerebellum_Crus1_R,Putamen_L,Vermis_10,Thal_VA_R,Heschl_R,Amygdala_L,Vermis_9,Parietal_Inf_L
Thal_MDl_R,1.0,-0.15681600989639977,0.010880566361058957,0.14701447344007126,0.25813119195732914,-0.25660262680282625,-0.15191509328534927,0.03528264422954869,-0.21000891751472475,0.05559848605545894,-0.45114820188596916,0.1283582053064929,-0.2868633636554265,0.1734741672854232,0.3525527345721992,0.2628455571068661,0.35714626038518765,-0.4325390286764912,0.16827793225673338,-0.036051213230472196,0.255483355438795,-0.05374487013070697,0.20516058623131042,-0.17298519525707207,0.16523991669128532,0.421611762317117,0.32011011962864533,0.14776149232280114,0.030497491613708124,0.18900926773555637,0.07896677207967581,0.27890290099178755,0.56051784527103,0.562077446534379,-0.0008244860563634809,-0.04335926777756786,0.19657918643738495,0.3786634223195141,0.09028862402286768,-0.3533520875440884,-0.06320502238081417,0.17437150379915387,0.2351995813833364,0.5976056666244569,0.5853418851648455,0.0745305660914767,0.04092583627208906,0.1892492555149641,-0.25460275080702627,0.28003124411279123,0.44176436888159504,0.20251864870974964,0.5124060618836673,0.2572548220307032,0.1439563450031343,0.049959250210288526,-0.2272846772399298,0.02620332656657506,0.25684956294092826,0.25759945505142545,0.25720455670667036,0.18755059558562293,-0.4420529455849962,0.07630757445786743,0.07025173361137488,0.004229040236506215,-0.4660082926910342,-0.11113194306806833,0.3226279084715406,0.3122689890830433,0.35721464813347503,0.32099750849626124,0.22317240072224034,0.13374983565585413,-0.15760446704893205,0.28140871376084037,0.1320650113157034,-0.08448610576462019,0.27310850982285023,0.34977486385129297,-0.08223395417421665,-0.14975568052698165,0.6160074246282959,-0.014699491698296553,0.19897016617441005,0.15012052481625748,0.27692048806089065,-0.23274970996281286,-0.03995522037836374,0.5568411458386656,-0.07045066578475391,0.2522427122493019,-0.12944800512478472,0.01191078065985475,0.1615027576273579,0.5508445124890317,0.21593670459927475,-0.2544132556530723,0.23583081693287358,-0.005103611478206377,0.6740750171836686,0.4821201695592804,-0.20599963894691836,-0.06622837325271656,0.008981796631065308
OFCpost_R,-0.15681600989639977,1.0,-0.07334473583946326,0.06844094120892831,0.2805698641718108,-0.1693435322392672,-0.061467392846211194,-0.052987125758198986,-0.16262702412972596,-0.25799397697297066,-0.03021224995694092,-0.2938752652305583,0.08719021067651266,0.1706398363191651,-0.07567346625110559,0.3193239446646641,0.007247546476565208,-0.13801139552014088,0.27288253804484475,0.11034321852649823,-0.492953236540572,0.1848913635318088,0.10209493351758028,-0.2015723115489529,0.08341584802148251,-0.39521359898928954,0.022456770222161266,-0.24798417828160696,0.3011246355008678,0.13130678408966268,0.34003173432473055,0.1984810082246035,0.15681247162473566,0.020716523560501632,0.6038212874879118,-0.18354934999536435,0.1450022104461029,0.18601816270653868,-0.13857639429845392,0.21351306290812344,-0.280240153231383,0.05437679744719777,0.17508042273306776,-0.1663931522454999,-0.0889187368002751,0.020340084770112697,-0.39061352607705396,0.17085891765823158,0.030880705555978258,-0.053195161550093656,-0.05215008980837883,-0.07437496622671366,0.13577975880978493,-0.25831495340754324,0.07449332528643089,-0.021194921244714043,-0.29710662639772956,0.20345424579384483,0.0342362518416402,0.21966140190673464,0.08381642239912697,-0.27493921307365,0.5159279288465861,0.053244862485674095,0.036859633769790776,-0.1727139489977486,0.1833153396052384,-0.27110972573713726,0.2716746426301592,0.009625864373793666,-0.07865088039896788,-0.134327951661575,0.03150466392292981,-0.21958476438289568,0.3112561586789309,-0.1692443316869041,-0.05338488807477102,0.3012457797379258,-0.06200023694246109,0.14223419225583317,0.24487137844905388,-0.10055360067315444,-0.33173807006593636,-0.021786934590458662,0.10710727747116208,0.24874552766567506,-0.08244968543331592,0.10601281437062658,-0.2402778769395018,-0.2625501831359967,-0.24410353337744012,0.14319185009338414,-0.08539396123207733,0.1458013032531506,-0.016802238153515146,0.07424420933420177,0.16530769132097792,-0.2532940631134357,-0.05860776498226381,0.10135555298344316,-0.3159578893168901,-0.1527334618817529,-0.06290986138143821,-0.1838137066774321,-0.12249400736629167
Cuneus_R,0.010880566361058957,-0.07334473583946326,1.0,0.400555446145066,0.14329238156857166,0.5975630349719957,0.5371239822823386,0.5688080269474104,0.6800460758106577,0.7840500342157362,0.34334679486744996,0.2384516183408811,0.5398306359617915,0.5587693646621423,0.30998770851966406,0.1761621150842235,0.5872316525375646,0.3367096480302595,0.07643087975184455,0.5560589938388892,0.1768389873831663,0.2715681648964053,0.45906504175043494,0.4694520076246352,0.627112103480046,0.15782845574181942,0.19303559328366363,0.27626562748893363,0.46338877249757066,0.7111666804716159,-0.2079059711065414,0.09107562040478799,0.10837007057913643,0.025354691589416323,0.1358838537234818,0.10483959506410462,0.4881052280750222,0.41452290155757354,0.6198130015733243,0.007321585578751677,-0.042465750142679386,-0.05079754584975861,0.5694459550445964,-0.22146965570378657,-0.09699977393575783,0.3735116855483866,0.247402210485342,-0.056204645717136854,0.2254954114378067,0.6551722935628899,0.6157683147527231,0.42809187592669457,0.4201890020669634,0.07883756621423677,0.37482295381714703,0.8021158801453115,0.7423139473015753,0.16632830867946918,0.47015160207972156,0.5055801032597207,0.32019115027619155,0.4803307950798088,-0.024491742956888846,0.3442032837688884,0.28338484819001336,0.5024280735139798,-0.10285696543590069,0.835521975342767,0.45098398250503013,-0.07030719316377024,0.5709603920601657,-0.07366306558536322,0.0921349622156149,0.22665184857202744,-0.02670453196469993,0.4152443322641914,0.6785244916639214,0.06954313197867133,0.662665676890425,0.27792973091313455,0.0461056484346974,0.08411184709547653,0.40811790436664286,0.3736635454442944,0.1673692876304996,0.257872334513956,0.018064483392465,0.177780841759614,0.8550202169071058,0.3566769158002178,0.0048592024908946825,0.026583348182028694,0.20763060645148101,0.04824356993680616,0.3654416047443176,0.17062520504942422,0.48673326377315274,0.38619369171203743,0.2934694589717884,0.3628331593426325,0.092328579482148,0.556582024604692,0.3618542253358959,0.5319020534708349,0.6296147814562688
Pallidum_L,0.14701447344007126,0.06844094120892831,0.400555446145066,1.0,0.17317142848843758,0.28877459269064126,0.39903734008197855,0.1672205079596527,0.25937867755759536,0.42297884013195536,0.12916877879566835,0.12169410211068722,0.21113847857925241,0.34799807799872196,0.4039543694053969,0.3573667380807817,0.5756043490676643,0.2217605788646545,0.14645985608504872,0.5190560677545629,-0.05831944701272838,0.2848993320881332,0.35776150320900363,-0.055129742056658715,0.6148616713801932,0.14447119017845822,0.4900787160331997,0.10790871983138806,0.33970416058194064,0.5824961550785467,0.03015488450252419,0.30126607211052986,0.3263248734148752,0.19790696296221333,0.2568352339173808,-0.07648499376026575,0.5644545313043979,0.5082212544360799,0.34374560081709266,-0.07565814060064079,-0.22511783583304645,0.476928787696567,0.5311668296320129,0.14872951814165608,0.09009665448364318,0.50530906216428,0.06589822780017517,-0.06728828274371837,0.1009211186199343,0.6101760343885168,0.59425931169888,0.5664260782496985,0.3791149102744066,0.23732785036597426,0.5449514654870481,0.5038831561167499,0.11410021609300824,0.1520109855917516,0.595897564971145,0.48767901698241006,0.060629527100351514,0.22692733256109812,-0.02410107520166872,0.645375816907405,0.49492653348704435,0.36702085383242816,-0.11255960805856621,0.21177994251508506,0.6990815350854201,0.19375932324263365,0.6382668606175581,0.409105079658378,0.4325854196738509,0.07571041973427049,0.09273077583699749,0.34760698634068893,0.46900619051219317,0.16327334673704944,0.6009740363196782,0.5197530331805483,-0.03144151676064488,0.022097699062433925,0.36241858709173314,0.43550146500056863,0.40677804945413315,0.44106039449275214,-0.1432218149541009,0.18673540848895082,0.3000672617013028,0.4529670154566911,-0.21888539257774248,-0.004137912382838916,0.26123903529617404,-0.2481311591025451,0.4174663643919401,0.20030602530586616,0.5678178078119834,0.0413145448692531,0.5491576140817114,0.5376746707955404,0.1449976943551989,0.5163467121226875,-0.08897667200348522,0.21508296849775133,0.5135463753201078
Thal_LP_L,0.25813119195732914,0.2805698641718108,0.14329238156857166,0.17317142848843758,1.0,-0.2887863364103154,0.05986906301708428,0.3995720499875819,-0.280982198913424,0.1417214191342766,-0.0866181693608335,-0.03685383848034004,0.40670971798066274,0.6089699987541481,0.5771543244014745,0.3960362515149564,0.28420502344147475,-0.017662837588489674,0.41014867378426534,0.2241324644810283,0.2619245136830993,0.1588256998447307,0.34649939488829123,-0.0848588813164253,0.36177836129553004,0.27848399599154877,0.3626262644043457,0.4105734263567086,0.6252037284147247,0.33962778942505556,-0.01806610081708887,0.5298385187257753,0.48808506599998136,0.47041728448012754,0.46310006021907335,-0.06604101826538009,0.26062259864772824,0.5091110567774181,0.1674358348775386,0.13020168687239583,-0.08837111037467041,0.10645712792303139,0.4852836486048523,-0.04859611207031674,0.4021776575520756,0.2629008011554029,-0.25145516543597757,0.05617065039039807,0.2180409037184563,0.3363919905168796,0.35960552222954184,0.03128570864221256,0.43002757483681264,0.09683812491113669,0.41221335497989137,0.11528149001553663,-0.22694295210146156,0.007260607421686657,0.2794229332887864,0.6093031820785535,0.6579769483746136,0.2766804580999856,0.21097429501263312,0.329995095318025,0.3476636461425225,-0.14141453633150583,-0.03172431107303733,-0.10243594996225969,0.5098496476930988,0.18788317029445795,0.23021702340965813,-0.004097358516502919,0.19736095989411953,-0.17464020282486176,0.27166648826717615,0.3034191211832794,0.25468702564671375,0.24592123429075227,0.36322528039564594,0.4611031287122199,0.3115068364794362,-0.02706737920394182,0.09174731876339658,0.24218365350068408,-0.05512162628388787,0.635282708347713,0.46348579584999927,0.33458897565062734,0.040168990699610975,0.18042427579869344,-0.15869480406476574,0.6335842298874954,0.22971884331247067,0.5052047454352134,0.3419724258075482,0.3627712258298821,0.5322478332007023,-0.06696469876657149,0.27224012078357135,0.3170272984924723,0.16709666668422965,0.39350175283683064,0.22472605188663358,-0.010988798473997705,-0.17059372043536372
Angular_L,-0.25660262680282625,-0.1693435322392672,0.5975630349719957,0.28877459269064126,-0.2887863364103154,1.0,0.6403341934302127,0.3773556516873447,0.9031603750425282,0.7177494856664399,0.5397054776847341,0.45291773733848223,0.32923277028123604,0.05886850493164771,-0.08142978466512235,-0.050100850052446654,0.4227141948268017,0.4955273052661805,-0.10538948507641156,0.5193715383729979,0.2247424317349537,0.4849291012504147,0.34579339894710165,0.5478725641360739,0.3667010047575183,0.17318048625812707,0.20860135723467954,0.27670751509315805,0.09295802887963278,0.5244881043910228,0.030491525070737654,-0.3308750644217988,-0.11287583464054331,-0.148656401845443,-0.029348732238423172,0.21418786902494716,0.4872054180603553,0.12102230851328843,0.5030776689120797,0.2761804523156966,0.11794929143460534,-0.1114711996259635,0.3279646127323846,-0.21633549287191745,-0.20135450014368073,0.45549729801258243,0.41009552816021994,-0.1597838265236644,0.3411003377068803,0.1970830784559745,0.31388872638318543,0.5229013399105296,0.15627343040872435,0.009844918010637086,0.35871889411105323,0.7212368924032986,0.6795035084984845,0.2462216783885768,0.43437694267504146,0.09599471677466209,-0.10386024405814528,0.4395766420431501,-0.10342446638390679,0.23047512373662218,0.19574267604442977,0.7986690162313491,0.33614182906309203,0.7025552974388596,0.12878625098289614,0.0853495327952273,0.38402229206420324,0.059352881290213585,0.09141628090793313,0.310132580697566,-0.16449986947010015,0.32034930424166186,0.540018572221507,0.3068592792413235,0.4692322958018669,0.10817109845836324,-0.12267632929676703,0.4510485101215441,0.302672225513908,0.20468714117780257,0.17516328750272825,-0.1287716183284462,-0.02908332999004591,0.13236207377350004,0.609253952851217,0.24737702931014788,0.15031371933732696,-0.18466260409646718,0.375068037399389,-0.12762746070125883,0.08783077602350169,0.08304249143808971,0.2399035936360115,0.5876094851503945,0.1771997946218698,0.2763083256510077,0.046189156796627974,0.009467034084239266,0.2088336626648573,0.5427191224059681,0.8436554800868855
Lingual_R,-0.15191509328534927,-0.061467392846211194,0.5371239822823386,0.39903734008197855,0.05986906301708428,0.6403341934302127,1.0,0.6460220758000642,0.6071576776207799,0.7412934565080681,0.7357779847773234,0.669905060781878,0.5515330139844026,0.3373141698685041,0.0806276436448868,0.061644260576454855,0.5165109423875438,0.5259467352220096,0.0916437318730585,0.8069740289011446,0.30300066661709335,0.7113280477384866,0.37560164716785355,0.6018689735682596,0.5142982694435282,0.25949655240144015,0.5737945233735955,0.4006972919202724,0.29869386034351036,0.6733166388282441,-0.047065913753865186,-0.01172354848774672,0.09908115408029995,0.029194294265377924,0.16701899635896453,0.19834839906468013,0.7178539674155269,0.35868023924093206,0.8479700011390283,0.39941369876321287,0.29864517345723507,0.06553253585820096,0.5347104366543883,-0.1416928812906868,-0.14455023094677436,0.41266317016556053,0.28589812878865284,-0.17997326352773443,0.7064470057203021,0.39788064518374183,0.38550121657957565,0.5468783787610279,0.368391296535503,0.11881014335821757,0.3994966508497095,0.6681213790556795,0.5503406840179036,0.2255270966388942,0.6654730757147946,0.44155351428355755,0.12906915660894394,0.6497514241352823,-0.012341174505402052,0.34398008926539914,0.35852747692959736,0.657201060045048,0.30611430369192383,0.599086768837587,0.366749999532433,0.2805362954035967,0.49015264461271213,0.22740495576755854,0.22404385833122736,0.5430168903066759,0.062177649874133996,0.4489051472065772,0.5709453820863779,0.44998090673744356,0.7398486357577815,0.44852445048648937,0.03587076370154488,0.6990020053317784,0.2827980389462169,0.326819869237599,0.19456568193016752,0.1639729171535751,0.12355780061686433,0.4302279534321805,0.5349109142572219,0.4314450439987499,0.4291730375775163,0.0383627310749684,0.6360548977402325,0.015496718609297438,0.4141489297081994,0.16650641687236623,0.5085920755177495,0.7192089339680562,0.40626511632655643,0.606102165954646,0.19782493972042434,0.2168437633324657,0.34437995087609513,0.7986816865299134,0.6075871310061499
Fusiform_L,0.03528264422954869,-0.052987125758198986,0.5688080269474104,0.1672205079596527,0.3995720499875819,0.3773556516873447,0.6460220758000642,1.0,0.3527074072273699,0.6545511657252334,0.608108030986096,0.5329550418287236,0.6958575448021995,0.5709037214558935,0.38000812591914485,0.11082389889258748,0.4883203152241363,0.42185839281218634,0.34135853688526374,0.6360256688113718,0.46026000423773744,0.4582350374545773,0.4521381005993625,0.5876652202343429,0.48373361572116014,0.33292787664610973,0.37425746603552207,0.5925984625864673,0.531808412304615,0.6260838363804417,-0.13537417768254945,0.012839739096017596,0.04062188110517734,0.051134967809374356,0.2214224289262926,0.11074345326410066,0.4023607781538175,0.35035782693123957,0.6508642377461672,0.27342109859766484,0.31915563619699144,-0.19039148094694713,0.5136376929782904,-0.29868500491538447,0.01542116806324381,0.22744750149753534,0.18202279351006512,-0.16930236560359274,0.615806184226684,0.34772319338568203,0.4667975703503407,0.18692922461200573,0.43016337814617767,0.12287660137877593,0.2865757256368632,0.6072996041547566,0.46516669545267897,0.3879383426314032,0.42443736672204957,0.491146208503959,0.4175531982001966,0.6302041857177374,0.03328248090055433,0.33342230099522074,0.3460867357372184,0.4594465073192973,0.08559368686188339,0.5876138611168431,0.45579287977003197,0.15822284248565513,0.4023832333936841,-0.131660638593238,0.10374276382374681,0.4275235309321107,0.020961509206357372,0.5246947051753095,0.5773834363994028,0.1839263840204104,0.721121024702361,0.3054699892806424,-1.57536686678377e-06,0.4397228276940223,0.3737833741702694,0.21013205216012443,0.0908428591156857,0.22094738653114834,0.3703523112994445,0.247253015255127,0.5398824847794323,0.31144453987886206,0.3883270133669899,0.2922439056223075,0.434825166213555,0.4221403196724092,0.454378466564059,0.2266936828243534,0.5965603080406903,0.5095800764249088,0.1136942082591773,0.4611231683909393,0.16652953921563848,0.331723881450592,0.5806880834116861,0.5684513443968872,0.28314418902044597
Parietal_Sup_L,-0.21000891751472475,-0.16262702412972596,0.6800460758106577,0.25937867755759536,-0.280982198913424,0.9031603750425282,0.6071576776207799,0.3527074072273699,1.0,0.752229092237778,0.5450184577550929,0.36352576104390477,0.36747448104990244,0.019453734910373846,-0.08811027281844938,0.024929570486605854,0.41944047564818726,0.4878682392723137,-0.11963711515422334,0.5604273153734466,0.1710018079459773,0.430731675220716,0.25110132332327234,0.42066733078976426,0.44255834950771833,0.15932685010946263,0.17911852373136936,0.22320996848275285,0.1669965425447915,0.528081449951475,-0.11565090483014906,-0.3114140423901051,-0.1373809821592736,-0.15180389600938943,0.04154923910224632,0.29687663966239747,0.4187414596669717,0.12270164947834719,0.4906932763287884,0.21748459325998054,-0.006928670990700143,-0.13287725421989785,0.35335249474020697,-0.23005276827773094,-0.23115572124832376,0.41162838751078423,0.4330989327984134,-0.20231465319149405,0.2982520589655043,0.24636030147109464,0.338007412225858,0.5956522716972202,0.2060794839109162,0.013340386676326272,0.30380515893520366,0.7909273716418338,0.7205688629386946,0.16176836010719942,0.4437986086388646,0.09747563556303043,-0.10290474987920402,0.4234329903451638,0.0024096034898050027,0.22484889878527997,0.14856739641228237,0.666028401175483,0.29728386404054347,0.7522731605552125,0.15457620180961792,0.08977865727846755,0.39449394633270785,-0.005841941185948951,0.07263029221951012,0.1898035687362681,-0.14294315532479093,0.33980726721086846,0.6379666141208602,0.24579574694242123,0.47199574378027764,0.11269491723340912,-0.0035396049717712616,0.3399842930607029,0.2624926841758777,0.25471940733526,0.08211998210316006,-0.08347485483797228,-0.059771550189115376,0.17864969393001487,0.674429025437836,0.16952314648004052,0.07261955731074192,-0.1931743178756217,0.3127748223217924,-0.09693235999908434,0.0285319447639759,0.12121159411864847,0.2580385349441252,0.5696145325261857,0.23048200555723486,0.29246542927413594,-0.009298928020859876,0.10492606934703272,0.09469616355476983,0.4832307926141688,0.8439059970604709
Precuneus_R,0.05559848605545894,-0.25799397697297066,0.7840500342157362,0.42297884013195536,0.1417214191342766,0.7177494856664399,0.7412934565080681,0.6545511657252334,0.752229092237778,1.0,0.5568904677439862,0.4906628428007079,0.5446778266075083,0.43517723215169296,0.34443888926664273,0.15511407618199446,0.6743861056619741,0.47523967640669207,0.025793125178679488,0.7156156874474139,0.4168815378761328,0.48454001758960247,0.48225882234147854,0.4486208520209887,0.6591589611053755,0.3619908527609016,0.451019539810569,0.45995018395096465,0.40226154245822693,0.7803147740667918,-0.22184959465084544,-0.01214058163899243,0.16970554933487958,0.12038987988431382,0.13717005181847555,0.20959445378248737,0.6063359543874498,0.4507786816645768,0.7303817637873122,0.051152625085305915,0.07437559329473277,0.05895711230404159,0.6292617703673647,-0.17176809280246494,-0.015662995821200103,0.5830515773772307,0.36035609902094223,-0.1677765376393451,0.42596201685778806,0.6067015422099797,0.6748927978024855,0.598178050339093,0.4460975536451999,0.18429367304638555,0.5640185096204438,0.8980410699281522,0.672685065852794,0.19419163999278516,0.6665012384681004,0.5027109182052402,0.2753564463278162,0.6816850695670864,-0.09262420321921169,0.44261839558081395,0.4098183309202564,0.706412077136146,0.09300489246665584,0.7934069875415153,0.4523317867966713,0.14074850699493624,0.6383828531427054,0.16226621461477314,0.21752334226762346,0.3290373482613147,-0.07821665307413819,0.5044865802802877,0.7881473709085158,0.2455206147167374,0.8085933617416727,0.4467801434878488,0.0383801883992981,0.36602015370962027,0.4651471159299926,0.4606168833916431,0.17011641043581482,0.259732445705678,0.214796876750872,0.2874208785561904,0.8135355448958121,0.518445837657169,0.13157204875858225,0.0799189199921452,0.4832975754831812,0.08042956394290342,0.41602120501061746,0.20994421667720678,0.5399688599676008,0.5662457223638175,0.3927110416317349,0.49566890984008155,0.2190821370933248,0.5197894332167456,0.2979521580193119,0.6278353412646921,0.7494779999459641
