,Occipital_Mid_L,Cerebellum_Crus2_L,Red_N_R,Temporal_Pole_Mid_R,Calcarine_R,Cerebellum_Crus1_L,Parietal_Inf_L,Cerebellum_10_R,OFCpost_L,Cerebellum_Crus1_R,SN_pc_L,ACC_sup_L,Paracentral_Lobule_R,Rolandic_Oper_R,Frontal_Inf_Oper_L,Postcentral_R,Thal_PuL_L,OFCmed_R,ACC_sub_L,OFClat_R,Cerebellum_4_5_L,Frontal_Sup_2_R,Temporal_Mid_R,Cerebellum_8_L,Occipital_Inf_L,Fusiform_R,Temporal_Pole_Mid_L,Hippocampus_L,Pallidum_R,Thal_MDl_R,Frontal_Inf_Oper_R,ACC_pre_L,Paracentral_Lobule_L,Lingual_L,Amygdala_R,Precuneus_L,SN_pr_L,Thal_VPL_R,Thal_VPL_L,Lingual_R,Cerebellum_Crus2_R,ACC_sub_R,Thal_VA_L,Frontal_Mid_2_L,Thal_PuA_R,Frontal_Med_Orb_R,Occipital_Sup_L,OFCmed_L,Cuneus_R,Frontal_Inf_Orb_2_L,Cerebellum_9_L,Thal_LP_L,Temporal_Sup_L,Thal_PuI_L,Thal_MGN_R,Pallidum_L,Thal_PuI_R,Thal_PuL_R,Angular_L,Precentral_L,Cingulate_Mid_L,Thal_MDm_L,OFCpost_R,Putamen_L,Thal_MDm_R,Cerebellum_6_R,Angular_R,VTA_L,Cingulate_Mid_R,Insula_R,Supp_Motor_Area_L,SN_pc_R,Thal_AV_L,Occipital_Sup_R,OFCant_L,N_Acc_R,Frontal_Sup_2_L,Red_N_L,Vermis_1_2,Thal_VL_R,Calcarine_L,Precuneus_R,Cingulate_Post_R,Vermis_7,Thal_VA_R,Thal_PuM_L,Thal_IL_R,Temporal_Pole_Sup_R,Caudate_L,Thal_Re_L,Cerebellum_9_R,Temporal_Inf_R,SN_pr_R,Cerebellum_6_L,Cuneus_L,SupraMarginal_L,Cerebellum_3_R,Postcentral_L,Temporal_Pole_Sup_L,Frontal_Inf_Tri_R,Thal_PuM_R,Insula_L,Vermis_9,Rolandic_Oper_L,Heschl_L,Cerebellum_8_R,Cerebellum_7b_L,Hippocampus_R,Rectus_L,ACC_sup_R,ParaHippocampal_L,Temporal_Sup_R,Thal_IL_L,Thal_LP_R,Cerebellum_3_L
Occipital_Mid_L,1.0,0.3354212360920769,-0.13096333864173787,0.1387482864386674,0.7127894551881162,0.4126074173611161,0.6451688011334844,-0.04365421305221614,0.013521480203069567,0.6229590625017131,-0.11549961913802013,0.2531457426310616,0.43560261802048755,0.27792892444423134,0.21543578267088664,0.37707148912455923,-0.26727459983059615,0.11934399892358452,-0.08852113974831638,-0.13203031690745384,0.3347145812165701,0.4589335389954635,0.5533310425960483,0.5175175058929535,0.7781898262179425,0.4244123316378129,0.04513492064952752,-0.17050893124267924,-0.0007088858306492466,-0.2452215338369265,0.4748922955848026,0.047748254986235215,0.22952152832626513,0.6300250104431198,-0.06541687524671531,0.6573241044724158,0.2637364865730831,0.3574892942395285,-0.1858368273845636,0.659302206219399,0.26451119251832667,-0.22183440264583978,-0.09223985225916982,0.25774169937014085,0.19892527358868103,0.12478389062400547,0.856632759951864,-0.18699986081852732,0.7042738233251371,0.02656267454428705,0.3830321670318385,-0.2827722657095698,0.571615774102582,0.15512976163075481,-0.24519229646961296,0.17658886707790494,0.4029802088842803,0.30387270196926863,0.8636208501821173,0.28681094401023177,0.2922731653106563,0.13371213308239682,-0.28163532902130317,0.03485133967797102,0.19197382706487046,0.5687782439775143,0.7324581640609438,-0.21766026450778214,0.3630702708053546,0.24737102235281222,0.25539736421379394,-0.19562671189606576,-0.038179463720753,0.8668527084789222,-0.45570468389917623,0.18301854117080557,0.34283426388283694,-0.022492308707999516,0.04230573452001874,0.2066587338181633,0.6391856202265058,0.712996905728155,0.12339647918505621,0.38096469833159163,0.07971843711934547,-0.17793571297425914,-0.09464617041928633,0.11564769293219618,0.08324267025858156,-0.17169548364381298,0.20832358386484012,0.402294665382052,-0.0240134316086423,0.6367869366480459,0.7479227190410482,0.7008300346504335,0.05975710049093857,0.41268151466105835,0.2342809111642822,-0.02098028164111927,0.3257626658133329,0.1777491121561337,0.6973111198398035,0.25037963317163864,0.303594889535254,0.4611936168557522,0.0742976055913009,0.28683905907638074,-0.14440817565957365,0.09825071816505346,0.028155266378347938,0.3258660036592083,0.22723209953771462,-0.00044504688727571454,0.05345726027093865
Cerebellum_Crus2_L,0.3354212360920769,1.0,-0.1458341430894711,-0.044250696822070945,0.43254301491999797,0.2028789857775223,0.2907500238594074,-0.23783757628319716,-0.01537237589592589,0.27900027832886115,-0.3124010307851756,0.33615559124386546,0.28411160564209237,0.17871423342581666,0.10850657254850019,0.3852621126741957,-0.24496136565103016,0.03786826732913938,-0.04174918105727263,-0.14644179151948056,0.28049048872923915,0.39780939005932286,0.0480656472480103,0.5350038980621333,0.33150064449388716,0.3309037792418656,-0.08773250249967834,0.1549995144395632,0.05060610898839005,0.1376960220602593,0.30516941397305825,0.2784400442739536,0.3821531263927524,0.42060248303478115,-0.06307930155298885,0.4006988582725917,0.16871975562972794,0.29691729516795157,0.03519557456475262,0.42551984048220226,-0.08352230736948021,-0.009408515362511026,0.22221377265880216,0.3479358432032855,0.2107015009804243,0.0744404054743527,0.29550081419222884,-0.1612651394495087,0.32984683398762216,0.12496317010154494,0.12647594997467834,-0.031470522402674145,0.28784060983603876,-0.15598364468254208,0.005286645081989412,0.1754971115255108,0.11790505940021027,-0.030629079118121107,0.324410141441946,0.264637324647355,0.27217647903036624,0.10509381841378772,-0.10907303980397723,0.08825389210244344,0.32676927616801466,0.2151806450528701,0.2817625037424461,-0.011636961729339972,0.31402325069338466,0.3931601875749171,0.318903357294945,-0.09858792366236567,0.08239126048729829,0.3202506864958333,-0.18950655655193763,0.20206749485045755,0.241935330314051,0.11220424799198193,0.21981234244245176,0.23834385179450202,0.35963173378410956,0.33039117457233297,0.14850840200082147,0.03610473490343873,0.1422746720499165,-0.16140063928852927,0.08470558472471111,-0.009557647682806801,0.18543855336242093,-0.10718816216698428,-0.019691973502730734,0.12113890470790134,0.04672742618902053,0.4707442679771121,0.27271753258914466,0.329240783856842,0.25375336824349753,0.2993302603757455,0.14828772613138477,0.2665311899558945,0.3415473684808153,0.14802294374310593,0.4338847139439738,0.25084372780519887,0.08860856903829116,0.07675855390834654,0.48033636827751136,0.2092773194740169,-0.2019634953844253,0.35606675758530687,0.06532373081256367,0.287539166102271,0.1147005319624865,0.007831380416215296,-0.048036931346025935
Red_N_R,-0.13096333864173787,-0.1458341430894711,1.0,-0.22217771337312836,0.016372987671945293,-0.051184333536802684,0.05382343886240304,0.06606453740641907,0.05530024933464991,-0.3142100006849374,0.2910656523910414,0.19428860905158948,-0.09302269531548339,0.04508515203733264,0.3524593811825135,0.14934654658669153,0.2531190574015168,-0.11088554765780224,-0.23462317428413323,0.20407919465383642,0.13198189987702363,0.12602842615146878,-0.1245468232453182,0.1084085262456671,-0.23131196760872674,-0.0223175168315927,0.23385634274052594,0.23614578668769676,0.1652790849931401,0.17437150379915387,0.0031312211044134293,0.30891395186588316,0.14031410059437668,0.012588267920442023,0.47494864641417295,0.05115644536100822,-0.06005537307542397,0.09736082209083427,0.4031421361482432,0.06553253585820096,0.07167622785919002,-0.13954207467261057,0.061020356670260095,0.20230874995043274,-0.15080636861944938,0.04881019801270751,-0.10492330489899816,-0.019918058983845428,-0.05079754584975861,-0.054003741239179455,-0.01971304702095906,0.10645712792303139,-0.05893597895266107,0.19076453677110097,0.48013243583049076,0.476928787696567,-0.16717253399744858,-0.12398855379912137,-0.1114711996259635,0.13853624628544275,0.22485657422409697,0.40196602864031744,0.05437679744719777,0.11697367915666067,-0.14540717074844633,-0.03947440738631471,-0.04522543877194824,0.33104303905965227,0.16760845767928037,-0.05149704070467525,0.09874333592090444,0.2677589129941298,0.15766350997095727,-0.09291671637133025,0.19153252593807824,0.12071034114521298,0.1494333453357417,0.17576749784158502,0.1385137636745789,0.1541570793056485,0.03833049512678572,0.05895711230404159,0.14493777084547646,-0.04221259298221168,0.1570165538019921,0.3259901989931574,0.43502558187118123,-0.05138799928576143,0.002075400136504325,0.37749236575077827,-0.02602850993396103,-0.13346040819706184,0.43020642149620686,-0.12881346147644182,-0.036253701461431226,0.09982733837636651,0.32950772118481897,0.05776936357990962,0.13966451940751248,0.3076867657719087,0.01160027099738217,0.3244502454923478,-0.06825284784805882,0.3042511126326173,0.0860664433367119,-0.025607764798879978,0.2265492913034454,-0.0868354129636611,-0.11233060310928311,0.042560585608239755,0.11409972188044404,-0.06518497387596565,0.05803735121115032,0.12836846747492428,0.18161142841819247
Temporal_Pole_Mid_R,0.1387482864386674,-0.044250696822070945,-0.22217771337312836,1.0,0.14674034023649643,-0.035752600679653454,0.19907564877568437,0.6266596204137729,0.02410864523890866,0.44272065025335106,-0.02259887516108561,0.05992633181291704,0.08612903696453199,0.5274598128691314,-0.12210615697219104,-0.2503216381768586,-0.2034677302998849,0.37986260640314207,0.17125564460648718,-0.16742878251394647,0.1451024513137334,0.0592508263341091,0.5364275027870335,-0.15559142386017832,0.10408979645816017,0.3177125621427492,-0.176334446293871,-0.22410308141354784,0.0746440905817342,-0.4660082926910342,0.19128706959987912,-0.018711574654041125,-0.18191050744610007,0.06543118683405257,0.07812541245464207,0.0750493976515645,0.12018891068070506,0.05708046907424127,-0.2849491238265404,0.30611430369192383,0.4463529352814696,0.40829912278905045,0.22246226005791606,0.1009363033355498,0.12463297174189508,0.1756546875803507,0.11645260914580141,0.4216826946597862,-0.10285696543590069,0.1294112429593623,0.39521882745796577,-0.03172431107303733,0.0070387064021748946,0.29845199601107814,-0.3993848328617616,-0.11255960805856621,0.2634393766036564,0.48195162797690877,0.33614182906309203,0.14183343009794747,-0.18350483774186196,0.08053893858009441,0.1833153396052384,0.13190783464180647,-0.02727914884855554,0.10778795362914922,-0.07243258033088207,-0.3685712530918076,-0.1693221761343594,0.13279658079485612,-0.0208756336487296,-0.1298213129803021,0.0027936652017785317,0.014751522597748448,-0.13014904262473737,0.09613917054820016,-0.04772582018736404,0.01986513910714531,0.08619089082207278,0.05608806414207518,0.0595363923862928,0.09300489246665584,0.12325985811402013,-0.13812847776540063,-0.17844665453368572,-0.08150337390971615,-0.10950592429948758,0.7030495112221713,0.0828469774380998,-0.2873633064908792,0.45329466246645506,0.3877542569528803,0.10292023722826749,0.16514218499169958,-0.11101244271613611,0.1118077119354681,0.07843231262316795,0.2762669097116541,-0.25062474316244215,0.1638712731555806,-0.24198902949269993,-0.1101492450096181,0.13341577448637423,-0.19209260587066818,-0.07077162938928112,0.4589348809048027,-0.16059725893989546,0.4701433630900745,0.31240576282406646,-0.03628541913060493,0.15902914916495886,0.5964873396849684,0.16557876870904686,-0.17608991181628092,0.13975578222156065
Calcarine_R,0.7127894551881162,0.43254301491999797,0.016372987671945293,0.14674034023649643,1.0,0.40268967794774224,0.6568159562706187,-0.008073504316605716,0.22238345202030424,0.743363757863547,-0.031070827112261546,0.5129458058833558,0.5952405699636868,0.5861763845903596,0.4665574582431687,0.535109820049131,0.061341723490161496,0.08434312664205938,-0.02027160429407941,-0.05398432453657563,0.7216447494787267,0.6256964950682139,0.7412006234610591,0.5613108983022471,0.6459123677133609,0.6773311446629299,0.2766105505638251,0.08957463569204273,-0.0782224303782577,0.04033180227390152,0.6952640439346012,0.3864418754154035,0.4602518302661831,0.8840656172204946,0.30350825871184384,0.6166456708818044,0.41299485359030164,0.48582974310023885,0.19369925018545153,0.8726300105015475,0.39750832293407734,-0.2533428548341188,0.30738974047713213,0.6720504820950506,0.03830091473894589,0.23445132632041138,0.48817792611208,0.005589271224489975,0.6126827413424446,0.2059609838760521,0.5646141946693571,-0.008921555110364457,0.6929751085698921,0.2988454444066735,-0.061148092117918953,0.3862720545499488,0.40355562601057654,0.22796097688336095,0.6514774403125796,0.6004194256315433,0.5648267548504029,0.3061207804237919,-0.28409004646102987,0.5286698539777231,0.2597718413006543,0.7036541620540273,0.5998918511575808,0.02412205388709125,0.5518871288845769,0.5380474315987623,0.49807030821753895,0.136957235606501,0.29001762339074083,0.6405822521176227,-0.2185386781619836,0.34601058641870086,0.5555487104239898,0.1849837356518284,0.27328512313081155,0.44016062787388865,0.9056747190742906,0.7656328042885794,0.3948103989788923,0.38596348464160685,0.42701277591108605,0.09872107514420746,-0.0073450494502458755,0.38370587511632676,0.41739296233617923,-0.1278369713061077,0.23480255738581554,0.6165891116540683,0.060573015620638083,0.5810951282846912,0.5686228752544183,0.65813243135162,0.5080620110356805,0.6566994883935663,0.36212305708716563,0.43618022985670607,0.4601825269449464,0.3853998352829004,0.8304320255056699,0.6115889310687193,0.507104328856071,0.6277863913827884,0.16426446955941665,0.5121465744279786,-0.033649546175956516,0.4322229104185616,-0.04544953013733388,0.5926016683760942,0.12359332634755198,-0.02467292371616827,0.5109934055123979
Cerebellum_Crus1_L,0.4126074173611161,0.2028789857775223,-0.051184333536802684,-0.035752600679653454,0.40268967794774224,1.0,-0.08091899157754699,0.11880215088823667,0.010061089808430705,0.44850703905278205,0.16544962506143127,-0.08869339935928691,-0.07321030266619474,0.1905297244182009,-0.04765227116593732,-0.14921228189556446,-0.14138940148841295,-0.07633333977771498,0.03028484235187146,0.10389908157278926,-0.027596492965253062,-0.024589277032717308,0.4120373479065628,0.6497565241637885,0.6816658304281816,0.04908928858275378,0.01055975774458888,-0.1422557861544003,-0.3168115654348358,-0.07045066578475391,0.3428520583054424,-0.151218306253713,-0.24615670914579785,0.3846946155787723,-0.04654795981741981,-0.016252657595061237,0.3125824549446036,0.2153822988282599,-0.23256868256873134,0.4291730375775163,0.16192924612990298,-0.32625754570741333,0.060131646833753626,-0.07237372486062509,-0.26222222135157214,0.26282921185629815,0.18780897211781442,-0.2895371022477317,0.0048592024908946825,-0.22371700356920604,0.5243535011405672,-0.15869480406476574,0.4507656066438107,0.1553261179493172,-0.2864834616262808,-0.21888539257774248,0.16376869074202957,0.3912732303324259,0.15031371933732696,-0.1596635718455099,-0.08446327419770434,-0.10415184907845973,-0.24410353337744012,-0.21220804660137751,-0.0016912852168654024,0.6589897005163485,0.10123371832449814,0.07235752576433803,-0.007563022055886469,0.14612230935172188,-0.20862123584715803,-0.03834242814571106,-0.12329980171835722,0.28411184348879825,-0.24530096702726562,0.14658157101111144,-0.14041420446545613,-0.01698263210440203,-0.24925083812752072,0.03621704422199276,0.49826204374136773,0.13157204875858225,-0.32336952986184436,0.6425451995074377,0.2661255123221397,-0.2545193759280601,-0.21146663523528234,-0.04583380459793877,-0.17131044425709596,0.0022896408057704945,0.668540112007073,0.23948072112396893,-0.21751422455380903,0.6821072951961729,0.09675629848717975,0.2430901764359656,-0.16247975886226063,-0.09126939011413733,0.10978511629555497,-0.1839369896480404,0.07822505539877307,0.17148432694405563,0.514867820167091,0.11637214051895758,0.39922856995118433,0.6295378246369442,-0.2271320466914062,0.20906647278052418,-0.2884073495291421,-0.06524451272492586,-0.2674126471069458,0.10959670450236156,-0.20685538782881427,0.19894954128259476,0.0278743597247386
Parietal_Inf_L,0.6451688011334844,0.2907500238594074,0.05382343886240304,0.19907564877568437,0.6568159562706187,-0.08091899157754699,1.0,0.07322343869019421,-0.11877362504344259,0.4449267594799201,-0.17117607111746305,0.5192559192563552,0.7216972917202074,0.35809110754809187,0.3890674631699805,0.5713555400668662,-0.1087027957581571,0.10274405099948096,-0.19840189953120205,-0.19714196383501012,0.5959164894432827,0.6623036163583446,0.48111752273320463,0.17074227578476267,0.23709070512910846,0.6418673041975794,-0.01817704096579857,0.02907144295182438,0.14213001246662207,0.008981796631065308,0.4209599129515981,0.3147541523350281,0.5959033948082325,0.5530559488586122,0.31501808497690464,0.7824598530748474,0.15735591420698336,0.3419562554790996,0.21781735787550596,0.6075871310061499,0.3498723784287051,-0.13099405679189977,0.23990113466074614,0.718330103049094,0.24876370412374646,0.15042812225942745,0.5028769613604068,-0.0931845927572233,0.6296147814562688,0.21347588044035853,0.22390909366744433,-0.17059372043536372,0.3096856015730845,0.07567968652261431,0.13919204914152145,0.5135463753201078,0.2255929274480884,0.05457589984048324,0.8436554800868855,0.8211725476581452,0.6721604836586899,0.3583787414066508,-0.12249400736629167,0.4543522548423454,0.28986296744661744,0.3604992424756264,0.5418000651392296,-0.0193539024274895,0.6256965142653755,0.37235607976060064,0.6340626416925647,0.07202752775627067,0.3396365177266892,0.5579281773579021,-0.33657381102504874,0.20023808754300948,0.5939634887274472,0.1012303485046052,0.3726466656478422,0.3739309739646803,0.5086432041844655,0.7494779999459641,0.5045302253750995,0.027500873045256505,0.18199723913525467,0.08442410528091417,0.10801596891183858,0.31175605550178914,0.34938267483896124,-0.1497659059942038,-0.06587019852565441,0.546434732964991,0.24161356857546343,0.22326669362529844,0.5973800547931467,0.7894465111468286,0.5082254966127664,0.8642222555512318,0.06189301492185317,0.35447674122613704,0.42525497060198747,0.1339515260606153,0.42895371187708586,0.43614791668855935,0.05465871044160323,0.3274500781363866,0.327303661430434,0.3645685777935887,-0.0950873974694035,0.4064497769787155,0.11150090745900522,0.47910694298886863,0.2787442004031185,-0.12744621138267817,0.26356256002934675
Cerebellum_10_R,-0.04365421305221614,-0.23783757628319716,0.06606453740641907,0.6266596204137729,-0.008073504316605716,0.11880215088823667,0.07322343869019421,1.0,-0.06623741248245753,0.14117694451781373,0.22919581940442646,0.00051973047115184,-0.10075963824787998,0.3664496146039763,-0.10567807176118561,-0.371425193032288,-0.049168842712768536,0.2571795807168876,0.08297216804313991,-0.002897773755658441,0.06898961070554112,0.003613310079587944,0.4058727994523101,-0.11800364523306178,-0.045618217742463454,0.23109731623623897,-0.20373676088269377,-0.044174122259372194,0.04942955093712519,-0.34065467445196357,0.08404009868568942,-0.013454389578376368,-0.33372510224143587,-0.04240525539576994,0.2399961344927336,-0.060372871147046335,0.025634063180001776,0.03958314601287081,-0.0684871404577755,0.22359614827587876,0.409109490379308,0.2734721936041131,0.29497925281195975,0.05614593878862762,-0.07632992586666659,0.21503941449998618,-0.07956612806985104,0.266893018307108,-0.33758624475218213,0.028736920949833464,0.521057041578349,-0.022954805974323096,-0.04320525095572681,0.35571629353011164,-0.1701896089057877,-0.026086229496157694,0.08890321460390291,0.5822471201630594,0.16031276733466795,0.09267056782516978,-0.1282888495488601,0.06427928130517939,0.29553564763370843,0.042683086714147604,-0.12771828521230302,0.18366479990207354,-0.29683619641720743,-0.10260446407804662,-0.13069632371864612,0.04914935766719543,-0.11693332546579244,-0.02522083267801979,0.13023666599502157,-0.16965860836065244,-0.023564912081870396,0.045720476027251926,-0.09747567239080072,0.05981096960858055,0.10032260514702293,0.06229937149529478,0.016997343679228782,-0.10370088321216983,-0.0030593357191135216,-0.010496692285516382,-0.060362225894539344,0.06803535389092681,0.0233670547392884,0.5676425539108606,0.017361722854228424,-0.029268523095995373,0.6995562407295141,0.31498822437128887,0.21936537371530132,0.09120489168379699,-0.2616630260613796,0.13523944194758886,0.11051008354071878,0.1434905588399577,-0.23605886670122656,0.08783411217137792,-0.2630750561424464,-0.02671152411023514,-0.07154515799771186,-0.10660572639749147,-0.03171560519611923,0.5552831705005556,-0.1355306544541337,0.4425409443167753,0.2087959101350303,-0.08407647995776246,0.18016669302972704,0.48908881783866764,0.06035203760984302,0.09899014197011706,0.1633737018495062
OFCpost_L,0.013521480203069567,-0.01537237589592589,0.05530024933464991,0.02410864523890866,0.22238345202030424,0.010061089808430705,-0.11877362504344259,-0.06623741248245753,1.0,0.08502620445537254,0.30872896455718973,0.43524610087550497,0.1829689022921354,0.34976119763301744,0.4167203558531536,0.3373263552001895,0.44424430916322083,-0.039567103863636106,0.5455094210287615,0.42444125378367603,0.45475024872931297,0.3107433549116715,0.13767913494058562,0.06732754114059632,0.19570702778826315,0.16633303719802991,0.4633873810613626,0.5329590437261911,0.027181194726369682,0.25720455670667036,0.43111478486565313,0.5915300769530957,0.20385229158888493,0.29235883300615584,0.13075262080765127,0.14983790052841317,0.40726766416497767,0.4023037330579097,0.2914191729546496,0.12906915660894394,0.03611158124591477,0.13960817390298347,0.22545147941785904,0.16619260753771753,0.03267374282390422,0.13993562668735987,0.04465055802145029,0.6044899946073455,0.32019115027619155,0.5438434247900048,0.30871910223523163,0.6579769483746136,0.5742895266990123,0.3967756533502851,-0.21636224944228455,0.060629527100351514,0.3842033066192293,0.1318927582972038,-0.10386024405814528,-0.05362577445292861,0.1451151311714048,0.28667510141531266,0.08381642239912697,0.30488179061029136,0.23805519231123656,0.0931771636594679,0.30743547780569475,-0.03418957719400686,0.17599508385928178,0.4868104499627013,0.1457156199324095,0.40884705784139025,0.09151440381536352,0.20903762252967237,0.7308488758200822,0.40091545530346656,0.44689304475955277,0.28404707802913753,0.22029042327549186,0.42969719212538876,0.3487012957779806,0.2753564463278162,0.3263417502174016,0.17394998739759762,0.3721346366065333,0.46375614800863263,0.2751057531521302,0.4126848284753121,0.5258499214323235,-0.020835608766533883,0.028177295097836622,0.1379019850137311,0.19207222782301123,0.11970021536967529,0.1187243900031986,-0.11533391880786587,0.20590508251632342,-0.08880116008169796,0.7470022685888298,0.4596843077675002,0.18771890546101247,0.5179218845038419,0.16832195671661138,0.3578926933897222,0.6306959231526884,0.11490369316273859,-0.13995085854066006,0.4103615867092214,0.529777377171223,0.39979693279462203,0.20257976756003876,0.2609158637068483,0.020222154313757637,0.22519210466260567,0.5647469964686652
Cerebellum_Crus1_R,0.6229590625017131,0.27900027832886115,-0.3142100006849374,0.44272065025335106,0.743363757863547,0.44850703905278205,0.4449267594799201,0.14117694451781373,0.08502620445537254,1.0,-0.07839390255652025,0.1959846450206188,0.4622534169447557,0.5362810741556052,0.16634024464488895,0.18643807040872118,-0.1139074343870611,0.247439799550021,0.05184450906227008,-0.302681067003459,0.4411567882016822,0.31427535281983715,0.8191666346696793,0.3172007955507223,0.6351095229426553,0.5723398696781501,0.12389220869418678,-0.21472758353523244,-0.10031878895800767,-0.2544132556530723,0.5290781110883191,0.02696512573727973,0.1320352735495521,0.658091429644368,0.025367699832602286,0.4081580363294899,0.3537249714045842,0.3123770947400688,-0.20811513070437132,0.7192089339680562,0.46375781779877545,-0.05010108712361002,0.15876172130965518,0.3412636397890158,0.14863576850353197,0.22078268805516618,0.42686678625417923,0.10602974858156261,0.38619369171203743,0.12097396728414345,0.6397969614745862,-0.06696469876657149,0.5110271228915573,0.3527647019737817,-0.4014889961086595,0.0413145448692531,0.45902073460032844,0.4413391863767176,0.5876094851503945,0.355537803504582,0.22083063563735036,0.12591304420137192,-0.2532940631134357,0.3147356265801828,0.17741060248549587,0.67382033681469,0.4644048542729367,-0.26385278228543385,0.22844075834009384,0.3588014486128068,0.2852557018761045,-0.13916371245572914,0.10208030691118959,0.5334961908536294,-0.43570475831692435,0.2612538731956637,0.2499264800017904,0.0889281820370896,0.023299137184028144,0.2675925349765642,0.6752225141388899,0.5662457223638175,0.1547761545226043,0.2795404606079005,0.15036300672647424,-0.06664887248992227,-0.23122741585413348,0.4055215182071548,0.2761620158703384,-0.3983796542548779,0.43378702502180566,0.6553681221876989,-0.12511877072412303,0.6666392420999182,0.3771516698792864,0.40411153713163656,0.16099948092814875,0.4603482245816795,0.07718660176991825,0.10905004311404921,0.2229447622384978,0.0771954131821882,0.8025943640815224,0.14969085067074106,0.32019788562481616,0.6960998108449471,-0.20641519428577287,0.5019682869100333,0.08287378563629455,0.14826398355863882,-0.06623989244584705,0.5388514522136776,0.12986210696236075,-0.026913614362784936,0.3816481588000231
