,Red_N_L,Thal_LP_L,Thal_MDm_R,OFClat_L,Precuneus_L,VTA_R,Thal_MGN_L,SupraMarginal_R,Cerebellum_7b_L,Thal_IL_L,ACC_pre_R,Thal_Re_L,Thal_IL_R,Frontal_Sup_2_L,Thal_MGN_R,Vermis_8,ACC_pre_L,Temporal_Sup_L,Frontal_Mid_2_R,Thal_MDl_R,ACC_sub_R,N_Acc_L,Red_N_R,Thal_VA_L,VTA_L,Occipital_Inf_L,Vermis_9,Frontal_Mid_2_L,Cerebellum_8_R,Occipital_Sup_L,Rolandic_Oper_L,SN_pc_R,OFCant_R,Insula_L,Cerebellum_10_L,Fusiform_R,Cerebellum_Crus1_R,Hippocampus_L,Rectus_L,Thal_LGN_R,Cerebellum_7b_R,ParaHippocampal_L,Supp_Motor_Area_L,Calcarine_R,ACC_sup_L,Putamen_R,Supp_Motor_Area_R,Cingulate_Mid_L,OFCmed_R,Temporal_Pole_Mid_L,Frontal_Inf_Orb_2_L,Insula_R,Occipital_Sup_R,Hippocampus_R,ACC_sub_L,Raphe_D,Vermis_6,Lingual_L,Cerebellum_10_R,Thal_PuL_L,Cerebellum_6_R,SN_pr_R,Thal_LGN_L,Frontal_Med_Orb_R,Thal_PuM_L,Cerebellum_4_5_L,Thal_VPL_R,Frontal_Inf_Oper_R,Thal_AV_R,Thal_PuA_L,Frontal_Sup_Medial_R,OFCpost_L,Frontal_Med_Orb_L,Putamen_L,Temporal_Pole_Mid_R,Thal_PuL_R,Temporal_Pole_Sup_R,Vermis_10,Frontal_Inf_Oper_L,Frontal_Inf_Orb_2_R,Amygdala_L,Thal_LP_R,Occipital_Mid_L,Temporal_Pole_Sup_L,Paracentral_Lobule_R,Temporal_Mid_L,Caudate_L,Cingulate_Post_L,Frontal_Sup_Medial_L,Paracentral_Lobule_L,Cerebellum_3_L,SN_pc_L,Temporal_Sup_R,Precentral_L,ParaHippocampal_R,ACC_sup_R,SN_pr_L,Lingual_R,Cerebellum_8_L,OFCpost_R,Frontal_Inf_Tri_R,Frontal_Sup_2_R,Vermis_4_5,Cuneus_L,Thal_VPL_L,Cingulate_Mid_R,Pallidum_R,Cerebellum_Crus1_L,Precuneus_R,OFCant_L
Red_N_L,1.0,0.09683812491113669,0.2699205888230507,0.1333670487177937,0.09699866789396103,0.23466199598393223,0.0014871979613975263,0.17350079477345806,0.032723459462363186,-0.1792041675534926,0.1944950627825763,-0.11612774748367344,-0.07968261881023408,0.17991683282044182,0.044627035569367056,0.018187630198047536,0.27082922711623697,0.1422196075272109,0.18232325131914962,0.2572548220307032,-0.02392782028256344,0.3967336349342028,0.17576749784158502,0.2842814769536175,0.13746464606332728,-0.034101892867655303,0.05395660902162754,0.18603050340264662,0.15028063420795632,-0.027432938887369362,0.4155800152584105,0.229297592918468,-0.10180173992988344,0.49645964852863694,0.1333241967265146,0.1082151651724991,0.0889281820370896,0.2898492538542235,-0.0092094167334712,-0.12138720337514203,0.15795432691509573,0.0214548846882456,0.12562074822919764,0.1849837356518284,0.12809443412654606,0.28913331745515686,0.0544141052655977,0.23366232135440623,-0.10340150512438633,0.1740995914861905,0.3015773826188015,0.44912794065720735,0.09143385254146154,0.49295103601113244,0.1096728169747782,0.08526666808246508,-0.11678897636583839,0.11455721733541126,0.05981096960858055,0.006070310355785458,0.08882294595032612,0.4165170842311209,0.1262098580066538,0.4931613947544152,0.11082755636662923,0.26011090376078133,0.4165933476449468,0.39260192581660197,0.11073421605224902,0.12804953001892455,0.17250842117891413,0.28404707802913753,0.017656355212256263,0.272516621959217,0.01986513910714531,-0.16262007087877328,0.149011384852518,0.34184580592388325,0.36790012114125265,0.05427379378384809,-0.0689687502045586,-0.19888437637847017,-0.022492308707999516,0.035735391590985585,0.1275945332307437,0.0007409641374503081,0.31052259131333787,0.13335755752478867,0.18318082737130859,0.20562213755591038,0.4004590343108163,0.06528756988608063,0.15571838142811154,0.2050972179044552,0.10694673667881774,0.08316103479400822,0.4549185599360436,0.11881014335821757,0.0627701034682396,-0.25831495340754324,0.4302256233096179,0.1370812806494313,0.20494402313675128,-0.09501385932621642,0.1977442258678126,0.089069576703167,-0.12447740481038674,-0.01698263210440203,0.18429367304638555,0.17801267429697573
Thal_LP_L,0.09683812491113669,1.0,0.2080344682206763,-0.06604101826538009,0.11528149001553663,0.4021776575520756,0.007260607421686657,0.3363919905168796,-0.05512162628388787,0.23571838655773095,0.48808506599998136,0.10667299457673472,0.3960362515149564,0.49493553467324136,-0.11669803906903783,-0.08837111037467041,0.5091110567774181,0.3743295197877883,0.26062259864772824,0.25813119195732914,0.21097429501263312,0.4105734263567086,0.10645712792303139,0.18788317029445795,-0.04859611207031674,-0.0848588813164253,-0.010988798473997705,0.2794229332887864,-0.02706737920394182,-0.20740215933165665,0.18042427579869344,0.47041728448012754,-0.01806610081708887,0.3419724258075482,0.6093031820785535,0.2241324644810283,-0.06696469876657149,0.5912409433197777,0.36559637704720716,0.23980336272255473,0.24218365350068408,0.41498719156227243,0.36177836129553004,-0.008921555110364457,0.4852836486048523,0.5098496476930988,0.32113915451267966,0.23021702340965813,-0.06078452075418138,0.1797811852549141,0.6252037284147247,0.44342455085195637,-0.10243594996225969,0.29615909870273865,0.5052047454352134,-0.017662837588489674,-0.0866181693608335,0.19462709897785527,-0.022954805974323096,0.5298385187257753,-0.03685383848034004,0.31869034538401514,0.16860727774722953,0.007804390891431574,0.635282708347713,0.43585320207766853,0.3034191211832794,0.2766804580999856,-0.25145516543597757,0.6363924996332762,0.34649939488829123,0.6579769483746136,0.05617065039039807,0.27224012078357135,-0.03172431107303733,0.13020168687239583,0.24592123429075227,0.3170272984924723,0.4313504990179133,0.46310006021907335,0.22472605188663358,0.41014867378426534,-0.2827722657095698,0.6089699987541481,0.25468702564671375,0.2587094806627305,0.6421594772014142,0.2629008011554029,0.32361251295965976,0.35960552222954184,0.46123190157946886,0.27166648826717615,0.1588256998447307,0.03128570864221256,-0.09845926042931899,0.43002757483681264,0.2619245136830993,0.05986906301708428,-0.17464020282486176,0.2805698641718108,0.4611031287122199,0.33962778942505556,0.36322528039564594,-0.0789628671892537,0.3918732670506118,0.28420502344147475,0.27026298868694526,-0.15869480406476574,0.1417214191342766,0.5858038756702322
Thal_MDm_R,0.2699205888230507,0.2080344682206763,1.0,0.13807122465899835,0.3836360675374936,0.38835777302297864,0.16252667382635014,0.26993174400551057,0.10834242719706327,-0.01225635913118377,0.29140023046392793,-0.4188926280142504,0.30307620334006313,0.35238864127734615,-0.09006898230930972,0.07664989942973977,0.31623838798723364,0.278229410417333,0.30366389602307003,0.6248463208025037,-0.20233855460112787,0.3710022073803622,-0.14540717074844633,0.3032022419240432,0.2363286792543967,0.1825733173967494,0.24185818357519992,0.24373065625725668,0.11688964687867259,0.16033951679419145,0.31682063642040076,0.38354829449395633,-0.007906786029029991,0.00977205348596492,0.21545304816499766,0.23542840276557514,0.17741060248549587,0.2149920438896656,0.046583722614836606,-0.23296097411425418,0.03869333563259139,-0.10012676254349177,0.3263822465981712,0.2597718413006543,0.38473602542523494,0.3453946286514256,0.26835588797583304,0.3915835481847871,-0.15637596186368785,-0.10644683074753793,0.17081648123577586,0.5657624315339369,0.296577852438015,0.29112361288648675,-0.0033320353497672886,0.07791775213609686,-0.006691629863579068,0.23049029221337688,-0.12771828521230302,0.13107412004720448,0.34540648057672263,-0.0790501751127122,-0.002289809746985733,0.4087622556438598,0.1302596090858689,0.28661649142012935,0.5838843374518043,0.37685006633950263,0.37150496873360633,0.011281893359741137,0.4433559957687144,0.23805519231123656,0.02893269142031631,0.21243944479452892,-0.02727914884855554,0.1319431974467701,0.13197746336371413,0.033986621612751726,0.12924916164520803,0.036203920970651345,0.06567153983339541,0.2898917035847805,0.19197382706487046,0.15860324558716155,0.371394650572977,0.15838292154743167,0.40251065000319053,0.14148359620478326,0.3853699589715623,0.4848271006785948,0.1433430640368224,-0.33347163189780205,0.2537621807674813,0.2796901624236923,-0.050741908078287566,0.5551543967670687,0.31336804737602986,0.149450642457029,0.12772870218412447,-0.19900903987959434,0.2646381785307681,0.41640568321037547,0.39323878838109594,0.2132554964243321,0.4036232585461763,0.46440812283412036,-0.1193807283558298,-0.0016912852168654024,0.3241597558817877,0.06514330769516799
OFClat_L,0.1333670487177937,-0.06604101826538009,0.13807122465899835,1.0,0.15220974361540252,0.04861310950542262,-0.21226104817496244,-0.017701126579304855,-0.4436341555678812,-0.1156414250535981,-0.18322954672081013,-0.2408358862332192,-0.07134385918879493,0.1047125571034618,-0.3712374460818472,0.24144683002601483,-0.046251710993668024,0.22517723482864974,0.008147627558720413,-0.04335926777756786,-0.034002417280640095,0.3939985572035644,-0.056409046861178334,0.2040821728452138,-0.0595151471486148,0.18098931315429967,0.06016415327082358,0.01644137232668148,0.40317848023779673,0.22466444775010688,0.1260224663781376,0.23657066227465084,-0.32327054187147225,0.18464933428753483,0.08396585607199712,0.07574341322505605,0.23519071313577256,-0.08099039667601782,0.045966115374923074,0.09460099039570667,0.03745443076177772,-0.07563498626840898,0.04051528709823492,0.1669101774950042,0.11281107704553764,-0.047793962717591544,0.1074907608315599,0.1630318947854221,-0.07262606300651955,-0.017589698785634423,0.14608236130549618,0.2663852382999373,0.28884328038297613,0.32554970503151515,0.1711141632357629,0.13045660895995062,0.08444741190353468,0.13181321563019263,0.23715380883267284,-0.04459666066940297,0.28264911174985935,0.1307745123586714,0.23074187448757896,0.3782015417224598,0.05645046779055465,0.15246559971850465,0.2641126669617284,0.4700426419872196,0.26195997023008627,0.15762444068131615,0.09690553440475873,0.10055178982503672,-0.2074316930823683,0.11263097677283647,0.16259490815264233,0.18159815307753774,0.11037240227663593,0.2907367296363838,0.2559312808761131,-0.12970512005116258,0.04265528045990883,-0.14877056888735365,0.26312291238899194,-0.029240137192841603,0.12427597108786187,0.2211900331005227,0.15462859257815417,-0.05454832078004802,0.08025260434822037,-0.10420652141269396,0.27028158741434716,0.24397126784426568,0.12705548261275199,0.09588477809624547,-0.21874907249209913,0.02175135045190913,0.3315982831173922,0.19834839906468013,-0.04047241070758244,-0.18354934999536435,0.03556530777063467,0.11514904495921428,0.05741693335151992,0.0914132943088007,-0.132517714892376,0.13803391404833742,-0.07576713229202985,0.2864582698022007,0.20959445378248737,-0.12939708632316776
Precuneus_L,0.09699866789396103,0.11528149001553663,0.3836360675374936,0.15220974361540252,1.0,-0.11117086651742027,0.4209733335997358,0.6375594566030881,0.30631894879670757,0.5085061252205506,0.1407232445840272,-0.06661468997419555,0.2830412219103228,0.8094556675668784,-0.05750398205536241,-0.09299909922932852,0.5308403871810091,0.5570133995504559,0.6206875548365733,0.049959250210288526,0.05959339747397572,0.32187600066859845,0.05115644536100822,0.13356159128967734,-0.1909331590161003,0.33154839765194694,0.5026838412553598,0.6369589188219825,0.22838286968215546,0.6886049708881556,0.40849281779161395,0.04537322294832102,-0.08979116292414241,0.3610064503997154,0.5139894324056892,0.7518531088172886,0.4081580363294899,0.31388821523526034,0.049677792342432435,0.27540946390575394,0.4117129064605601,0.45188829504465094,0.7126664084353376,0.6166456708818044,0.7129972912525313,0.5903275152808497,0.7856418219914333,0.6646764395357475,0.14583034115102442,-0.027838643745185573,0.44801228326978537,0.5334656732254116,0.7741504896990385,0.4387104429086612,0.040070673526385124,0.4993536118655584,0.5366985632866764,0.6691285935116813,-0.060372871147046335,-0.029850299546250746,0.35316335708330454,0.3657681665326077,0.42418956144232045,0.11215895997534281,0.2843601959785129,0.6826787662014033,0.475979100822592,0.5466940568294616,0.37795171715922915,0.2430483346007354,0.5632246395510824,0.14983790052841317,-0.13469557971828905,0.28340166844171927,0.0750493976515645,0.06656531115466202,0.22446196609667338,0.4943609103026267,0.5583896532556085,0.3023870395119311,0.22957725379665572,0.13432474074683923,0.6573241044724158,0.4105202456654197,0.7608421068847426,0.43754280904989773,0.567550945682178,0.5806065321298194,0.5943882254889652,0.7303836159229216,0.25289183350520056,-0.10898698988836841,0.5243876043922379,0.5836638354590244,0.03130796465629905,0.5450132237775905,0.224336218885712,0.6681213790556795,0.2558793634818649,-0.021194921244714043,0.4222908744090011,0.8801657831591657,0.7937010606309204,0.7246069201114327,0.2133502591334444,0.7469738180346555,0.39333160560300673,-0.016252657595061237,0.8980410699281522,-0.16538959197007433
VTA_R,0.23466199598393223,0.4021776575520756,0.38835777302297864,0.04861310950542262,-0.11117086651742027,1.0,-0.1081003068917949,0.05547112759239986,-0.039547199574397944,-0.34129269305882615,0.4666145944828574,-0.008924402552454509,0.16489821971982843,0.10934985873227389,-0.022241053282113055,0.038900343242083836,0.21643281729479089,0.06670656183699532,0.18494920057652486,0.5853418851648455,-0.22482519437847995,0.4434449738674013,0.060687057379802796,0.44573747390355006,0.5135002919513925,-0.1782693789454162,-0.18580990034807757,0.20189770344463484,-0.05890691715372648,-0.3907253572621258,0.32451844836217625,0.7841563509285456,0.22644369271757972,0.03618067799021015,0.17227369179473703,-0.13312759859856044,-0.2013359542561043,0.19353586817885315,-0.12129734155848702,-0.2261670727195922,-0.10722225827967752,-0.26876433168076225,0.0433777957281728,0.016059634968432886,0.13213613973253535,0.2110019146048033,-0.05253187653106869,0.20058261845116537,-0.307606334275001,-0.0430410143914561,0.14078126356027823,0.3109056670486466,-0.24716165387645728,0.18695481149601265,0.1934161605671324,-0.3355814769691993,-0.49143591914197315,-0.022039544037271496,-0.07644898933517263,0.2848262247978409,0.012818758400901959,0.10769458725163732,-0.4178750676241249,0.38010702960415055,0.08502157759169046,0.16632419938396392,0.3455973471583211,0.2682755149914654,-0.24766775160471427,0.3080356774844732,0.23178981261203244,0.3459684658938661,0.09269984481666406,0.2732156197469655,-0.18777868242249196,-0.14382812547110482,0.14910487019750135,0.029638523907989756,0.11206728674703573,-0.03533478596619278,-0.16981178555412438,0.11697570493388593,-0.2529438078386219,0.10844465738123707,0.12374524583093055,-0.06135350250026577,0.2192336391285552,0.07073099404116057,0.12793903494153056,0.2534398348624137,0.2430604163939222,0.04852172916588788,0.00871630717735381,0.15630338530716387,-0.04323209760040366,0.24672072195108014,0.4041367124527373,-0.14455023094677436,-0.05487061155012757,-0.0889187368002751,0.39017850535371273,0.04756174461069423,0.19855945758613677,-0.32353451446665854,0.4174246488811453,0.1418957355413126,-0.3102102744949947,-0.0810746470181597,-0.015662995821200103,0.4913683630685183
Thal_MGN_L,0.0014871979613975263,0.007260607421686657,0.16252667382635014,-0.21226104817496244,0.4209733335997358,-0.1081003068917949,1.0,0.11406553589128789,0.4988837565939009,0.3063716614906813,-0.07517503680338128,0.1678945000737097,0.1678338854354045,0.24240228080182102,0.059236868231256845,-0.05539998948146077,0.20993781324315355,0.14239632786874962,0.23576372188988987,0.02620332656657506,0.15285280104784257,0.06524772974181703,0.023663920652977385,0.003982694813011941,-0.10562861903102115,0.10447426279159666,0.1079483326125869,0.20104996954881135,-0.0016435902713375495,0.3209190731453525,0.030925766912107827,-0.1038340014242573,0.3566190943075099,0.12311688587082575,0.10731505889945556,0.2905207820224161,-0.05048265784816463,0.2982530563085014,-0.2379798817415088,0.10151697742299276,-0.12108367306711079,0.44843498646403085,0.18364939440144687,0.055317637627944345,0.2628003515443312,0.37457276745380125,0.3106715909493994,0.174754817311796,0.11983864201745717,-0.47889823141360366,0.12718338126785442,0.24438296039241098,0.1848452704626147,0.16417393398525132,0.07316842093584652,0.31891303397420884,0.2792365394430298,0.13028809553737078,0.07678147936240512,-0.2614888120744818,0.06239981947948014,0.2427176576076873,0.16018252083467116,0.0513267991409933,-0.07592198665160403,0.06860923940740293,0.1074471272196084,0.09210174820783404,0.0990469034437925,0.08475128119152686,0.3480010294355881,-0.1723287685247624,-0.023399095415663602,-0.3355153884838715,0.046808692146240116,0.0034605457038000037,-0.009621887044644306,0.1348818694964446,0.01908052744045448,0.2721205352599077,0.18909776634882738,0.20475881776733995,0.17174324951247474,0.06724754063094819,0.11178906864931094,0.1900704211176738,0.06771249779747052,0.12485973115312782,0.3507140174137052,0.33057419628431917,-0.3562311190901652,-0.2510206330500995,0.30435263180649164,0.015009675328072264,-0.049439256585942594,0.2053755564290653,0.014516298034956125,0.2255270966388942,0.2803704271949329,0.20345424579384483,0.13560771517793377,0.43856906585524513,0.28768869201984754,0.18320324469984192,0.04566093796319833,0.3035846571649887,0.25454277782269236,0.02040932851236966,0.19419163999278516,-0.11357739240464736
SupraMarginal_R,0.17350079477345806,0.3363919905168796,0.26993174400551057,-0.017701126579304855,0.6375594566030881,0.05547112759239986,0.11406553589128789,1.0,0.3262196967183256,0.33898977348166415,0.44591566139852823,0.08432972547476518,0.3984575703136238,0.8044077838142341,0.3132183438544564,-0.239354774934514,0.6843593885754774,0.4259486096881345,0.5984342074566502,0.28003124411279123,-0.0316145877263307,0.1367776459777867,0.30844505291020974,0.13196347165264316,0.053248136988729385,0.026118719545099933,0.34102639238105525,0.5967377871897963,-0.07100076837058608,0.32742853056420246,0.5665059980025517,0.2572728433460667,-0.27384844103406986,0.5064126908899033,0.7350124820506119,0.5517791320515455,0.08786105931813372,0.5551841882116957,0.20953090308171496,0.11347652233069003,0.5616522181193369,0.3788511660055463,0.7181506054346296,0.4811054937621561,0.7259076567247683,0.6608854933462611,0.6152566602278352,0.760875809489636,-0.017596886083938324,0.36374756436885247,0.48616886447147345,0.42613569895247516,0.48507528836265096,0.1475609052199737,-0.017526600380924195,0.17419973582355577,0.1192725267692436,0.5673362165476711,-0.3386203465966269,0.4424090125524098,0.12136370794274602,0.3249609353872603,0.23610405750826652,-0.09286472391861718,0.5949154801730148,0.7101699002325373,0.3195710004860451,0.3910905137612523,0.2153819711593018,0.30542477448788946,0.49129568652907707,0.38126017628569686,0.13912381344937197,0.5297778673673824,-0.2779110617647194,-0.2524169811497431,0.06748579763752514,0.460299027633785,0.6738032773061764,0.28683002009908004,0.1242911748843007,0.08645978230273282,0.22888784363159465,0.6144987774962355,0.507640702940896,0.2514732846401815,0.6157336076231175,0.5191572006139568,0.4759534905387969,0.764649486313897,0.45099333487230064,0.0022639744806902864,0.2541072640852996,0.4443942600501921,0.34668254560515166,0.6012950239643277,0.10847771271348677,0.39788064518374183,0.1053911540533265,-0.053195161550093656,0.57340224581724,0.7172096999981278,0.6633231281546506,0.5749419394891649,0.565844817701195,0.7491384443996539,0.38458116252387187,-0.2193218057410471,0.6067015422099797,0.17149830961300178
Cerebellum_7b_L,0.032723459462363186,-0.05512162628388787,0.10834242719706327,-0.4436341555678812,0.30631894879670757,-0.039547199574397944,0.4988837565939009,0.3262196967183256,1.0,0.21486194217595114,0.2843307005438628,0.22243782463750625,0.2555687589139149,0.28897170764979185,0.48881232410102066,-0.22939850946201296,0.35374207885187625,0.012043492398796214,0.4148906947168945,0.19897016617441005,0.003294319047318028,-0.18913630370020024,0.2265492913034454,0.07425985818886138,0.07222305270874818,-0.0479634386391621,0.07035964508930298,0.3781374295680122,-0.16703890352390446,0.08346281528983063,0.2929107172301549,-0.046190900189443274,0.3025784879043154,0.17698841398625811,0.14795823735911484,0.21840755471931816,-0.20641519428577287,0.3077163800702257,-0.15659190694243752,-0.07227274024582941,0.14717592384047057,0.22923758047336343,0.2987598853368227,0.16426446955941665,0.329316677413775,0.3837823404246474,0.2471975961856396,0.3212345106489256,0.023334575962009437,-0.04365320545513535,0.01730384113591772,0.11952755418802408,0.016323024319990366,-0.06847771477671141,-0.22191645757654715,0.07019966169697091,-0.006730389477304897,0.16027160622660852,-0.1355306544541337,-0.070301770190978,-0.06041506438952281,0.21510332296089543,-0.13065848678158767,-0.1677779760702354,0.004238960672274564,0.17537015208379186,0.032833511679546935,-0.04665735551488744,0.0082649012665298,-0.03534941358624489,0.30460151917670136,-0.13995085854066006,0.2297446326624013,0.06842559237082084,-0.16059725893989546,-0.21861671755161233,-0.0025260194447948186,0.07723855984484633,0.1255345014583233,0.21830906511248072,-0.05169897669683626,0.0014414984816625187,0.0742976055913009,0.1126365650453173,0.1450195276563625,-0.06894260920939808,0.08690549799221155,0.2836276574892991,0.3031380105729891,0.46113618832132947,-0.1581144080777003,-0.2395066269618672,0.13934072613034587,0.2928361083587365,0.3519039863531776,0.3254343302646383,-0.18216155112132337,0.19456568193016752,0.399361773342609,0.10710727747116208,0.3281965756124548,0.39477008163459665,0.2582195668390338,0.18366202872780008,0.30723466334405425,0.29416068049772315,0.20583392145890966,-0.2271320466914062,0.17011641043581482,0.001115467182055365
Thal_IL_L,-0.1792041675534926,0.23571838655773095,-0.01225635913118377,-0.1156414250535981,0.5085061252205506,-0.34129269305882615,0.3063716614906813,0.33898977348166415,0.21486194217595114,1.0,-0.08321407274509388,0.18656733169727138,0.3525875599355186,0.4784199384093658,0.09054770398434958,-0.23144702773826334,0.24270896460248634,0.1869910032190471,0.2617068458587122,-0.34761709896361376,0.4898455553495762,-0.05803211633330429,0.05803735121115032,-0.1493199925594172,-0.4389799958185124,0.11022435608121978,0.20589489206069148,0.255309041061604,-0.027504796046544332,0.3668277837906832,-0.1737446462768008,-0.18190340162496543,-0.03766586574388808,0.13057695410261475,0.4035745394917199,0.5158640134902517,0.12986210696236075,0.2080231849608379,0.24807683695576713,0.6836187701083667,0.30693270538201745,0.7478207761722343,0.507270409584494,0.12359332634755198,0.397024288624644,0.5184941038037764,0.5965773521108049,0.2652674464513914,0.33953940866861,-0.09506853187471222,0.476186049272156,0.06049824265790502,0.2878866497156871,0.06758765469545663,-0.0315719387545884,0.3964564364309925,0.4529091865775006,0.385380031805325,0.06035203760984302,0.1557780987881902,-0.033579694934626064,0.3738348027627866,0.4113195325729495,-0.4232237485042566,0.4049372784795172,0.4196613896701737,0.18012946093009002,-0.007500116656749957,-0.05463904101336126,0.33207049844739445,0.25995103690304844,0.020222154313757637,-0.17694948319266823,0.1490417051600859,0.16557876870904686,0.2510666782580199,0.16084143651364596,0.3387465996369275,0.24162970922983845,0.4781663402117775,0.1602509673646384,0.3315049780624713,0.22723209953771462,0.3568437636537691,0.4180078248428015,0.21326356061951135,0.4053662942192033,0.3207257172927359,0.26800549506749094,0.3509584588531237,0.05577426846251842,0.15351305667434081,0.27819148224528334,0.19518615906096767,-0.009137188340438633,0.19078741605462912,-0.3541252725304988,0.34319122930989854,-0.10744531576738665,0.4366771985610917,0.15897278225126762,0.4974130424377507,0.38835711590802596,0.4345236490359637,0.08612886263023846,0.34349887218075104,0.8488685014930254,-0.20685538782881427,0.31860866038925345,-0.11823453454439807
