,Thal_PuM_L,Temporal_Sup_R,Postcentral_R,Cerebellum_3_R,OFCpost_L,Thal_PuL_L,Cerebellum_8_L,Thal_MDm_L,Thal_LGN_R,Calcarine_R,Parietal_Sup_R,Temporal_Pole_Sup_L,Vermis_1_2,Rolandic_Oper_R,VTA_R,Occipital_Sup_L,Frontal_Inf_Oper_R,Raphe_D,Temporal_Mid_L,Occipital_Mid_R,Olfactory_L,Thal_PuI_L,Temporal_Sup_L,SN_pr_L,Precuneus_L,Supp_Motor_Area_L,Thal_PuL_R,Vermis_9,Thal_MGN_L,ACC_pre_R,Lingual_L,Frontal_Inf_Tri_L,Postcentral_L,Paracentral_Lobule_L,OFCmed_R,SupraMarginal_L,Cingulate_Mid_L,N_Acc_L,Thal_VA_L,Cerebellum_Crus2_L,Insula_R,Cingulate_Post_R,Fusiform_L,Cerebellum_Crus1_R,Red_N_L,Thal_LGN_L,Frontal_Inf_Tri_R,Rolandic_Oper_L,Occipital_Mid_L,Cerebellum_8_R,OFClat_L,Pallidum_R,Olfactory_R,Frontal_Med_Orb_R,Occipital_Sup_R,Frontal_Sup_2_L,ParaHippocampal_L,Temporal_Pole_Mid_L,Thal_VPL_L,OFClat_R
Parietal_Sup_R,0.21478334044160802,0.12999007832323847,0.7942272302350193,0.1195781618076159,0.2124225854733283,-0.03033393156702005,0.15988022443144173,0.2816723533431536,0.21595161704837254,0.40271342848192704,1.0,0.4800102946525634,0.2752246384111582,0.054277550091942524,-0.20715885212960156,0.7616755377506815,0.39488822928639394,0.43860539930356157,0.5461460653463555,0.7699537329192496,-0.08283825724002256,0.12251994268437752,0.4977819089961109,0.16408733233710854,0.8156397470145207,0.540768830641347,-0.08706422276411416,0.38329011147605524,0.2529868021674959,-0.048341973355353327,0.47848645500492304,0.38053422025660627,0.22720780291712028,0.5823895743688209,0.061724655360931344,0.43713788817583177,0.4983230439766947,0.23071906869822192,-0.16842201299083948,0.30777571575318424,0.3178580295043497,0.29342856822667657,0.5271558334500591,0.24810378543165318,0.04578981368069256,0.37626003788794454,0.11594906575485164,0.24728603242146768,0.6398430860691166,-0.05044972384178277,0.18115202835565491,0.35798059189976267,-0.005062768547405221,-0.04454307185748896,0.8584532676858427,0.6740544020850181,0.39703414706908924,0.07132657229289592,0.06669278345579806,-0.1531233145469594
Temporal_Pole_Sup_L,0.5450114777348534,0.20348306078759842,0.5768115798820922,0.32754106718648995,0.7470022685888298,0.46533238156997697,0.28110116893569026,0.3235566513187992,0.28265438829337225,0.36212305708716563,0.4800102946525634,1.0,0.3466960907185923,0.16508275771248682,0.10844465738123707,0.2771857749395239,0.3419962319081685,0.11038948587902796,0.6821172558412181,0.287725625109945,0.396422283188438,0.3845799986692467,0.7348121440492541,0.1636212448618907,0.4105202456654197,0.39171760038797027,0.09552606227935484,0.37294753099384037,0.06724754063094819,0.4774595155761868,0.5504096030006853,0.7073386834450099,-0.07447974065977135,0.42631431361726024,-0.010174165334795137,0.1482978509841233,0.3716587578724572,0.3460068454053816,-0.016558859937060532,0.14828772613138477,0.42350639496590786,0.43119299908317676,0.5709037214558935,0.07718660176991825,0.035735391590985585,0.3355727770054078,0.35832375994703847,0.4038382820562805,0.2342809111642822,0.08424391230115708,-0.029240137192841603,0.2984576116086046,0.28236159525103766,-0.12590253229010367,0.39668531772771615,0.6733120764594642,0.41065705725212304,0.4636777452597198,0.3729819941082947,0.37770803150314863
Vermis_1_2,0.41390786758939396,0.34793683600736713,0.535607742508151,0.6341998448602593,0.22029042327549186,0.13792573173692926,0.005943987776129874,0.3421129354806854,0.16063516760152058,0.27328512313081155,0.2752246384111582,0.3466960907185923,1.0,0.4007643823761953,0.0631188942365383,0.0856995402693119,0.3581561837573309,0.24149409777019046,0.12207161434122103,0.02332760411709302,0.13070270263754896,0.11862865871549222,0.3166856348048873,0.1913885513042833,0.4511399988380328,0.5967252303522272,-0.11497445610259154,0.07264666630976856,0.2133456033486993,0.30701134933235036,0.3392776370090017,0.5168762699251903,0.3958320835115818,0.566836346143242,0.04772454372276968,0.36191828366095274,0.5808405221849295,0.24015542243588517,0.27380236736270086,0.21981234244245176,0.4360919050005923,0.5429748193675042,0.3460867357372184,0.023299137184028144,0.2872299138167745,0.2754901320701023,0.5452596830325114,0.41421778430891465,0.04230573452001874,0.08467533212238974,0.023608918344042728,0.32733896746621843,0.14199970740271606,0.08214774703465513,0.13165341918231344,0.6271103148399451,0.4428592892466327,0.11840622562447416,0.34400433043024914,-0.08358197788313011
Rolandic_Oper_R,0.13331166018437235,0.7068077703089475,0.2517987602355983,0.4885343669100612,0.34976119763301744,-0.0381915865654323,0.16579422216318843,0.491930407511838,0.34539130589907246,0.5861763845903596,0.054277550091942524,0.16508275771248682,0.4007643823761953,1.0,0.11969877283397007,0.1746215640652797,0.793038279990942,0.3400674845864046,0.19939782603875417,0.2304640094532089,0.46716001021386416,0.29392479738305105,0.4760496163122486,0.6108054957296625,0.34865777623142064,0.30707120143053684,0.22539870837846654,0.35757489239543894,0.029771609320664635,0.26246836397675927,0.5105699753474037,0.45068449180348785,0.5372387211370265,0.22959855620265146,0.18885264403248184,0.4055221653749727,0.32542182516351364,0.6710011940933568,0.4860849213344825,0.17871423342581666,0.6429345109616444,0.3934107762227035,0.434825166213555,0.5362810741556052,0.42420244157098363,0.4157363416884058,0.6882806334921882,0.46388426384550996,0.27792892444423134,0.5981806929364755,0.3237488426500385,0.07270034927648476,0.5356869528930989,0.4237353316440441,0.261156338371672,0.4075220595385223,0.1814028809057175,0.1218081334727028,0.0017226949307342166,-0.0337453831289207
VTA_R,0.08502157759169046,0.00871630717735381,0.08177677369252244,0.14547599069414607,0.3459684658938661,0.2848262247978409,-0.05487061155012757,0.2271364719799051,-0.2261670727195922,0.016059634968432886,-0.20715885212960156,0.10844465738123707,0.0631188942365383,0.11969877283397007,1.0,-0.3907253572621258,0.2682755149914654,-0.3355814769691993,-0.06135350250026577,-0.37272088047110197,0.6070776498299807,-0.16635180351229134,0.06670656183699532,0.4041367124527373,-0.11117086651742027,0.0433777957281728,-0.14382812547110482,-0.18580990034807757,-0.1081003068917949,0.4666145944828574,-0.022039544037271496,0.3155542518671972,0.1163721514519828,0.2534398348624137,-0.307606334275001,-0.008184552334222179,0.20058261845116537,0.4434449738674013,0.44573747390355006,-0.05089860137672316,0.3109056670486466,0.17422517576255658,0.01542116806324381,-0.2013359542561043,0.23466199598393223,-0.4178750676241249,0.39017850535371273,0.32451844836217625,-0.2529438078386219,-0.05890691715372648,0.04861310950542262,-0.3102102744949947,0.44277992973031743,0.38010702960415055,-0.24716165387645728,0.10934985873227389,-0.26876433168076225,-0.0430410143914561,0.4174246488811453,0.45823843674070436
Occipital_Sup_L,-0.07406855547726048,0.3167679581422247,0.4559794301858807,-0.007173819410145632,0.04465055802145029,-0.2623955457764663,0.3290789742873456,0.13856476492289216,0.23165630979608481,0.48817792611208,0.7616755377506815,0.2771857749395239,0.0856995402693119,0.1746215640652797,-0.3907253572621258,1.0,0.3771041599154527,0.56644289176522,0.5619938001360586,0.9048435848654646,-0.1644650287172969,0.19483845177486003,0.46050291888867007,0.18176079114396093,0.6886049708881556,0.19995471374044757,0.23242609478661527,0.5515990284204905,0.3209190731453525,-0.21672181021859624,0.4602489505051292,0.11780596498327162,0.20406847115615886,0.22832591139419142,0.17409305364738117,0.570744941485824,0.18455483699476138,0.24332273911749996,-0.2592365413482705,0.29550081419222884,0.20142676228306078,0.15905792252379455,0.44095913699793304,0.42686678625417923,-0.027432938887369362,0.44722870311362467,-0.03942986974491211,0.1372283295910136,0.856632759951864,0.2360584288396336,0.22466444775010688,0.19923494089620739,-0.031641779372823316,0.036410781470484904,0.8957292325527167,0.3753713345058051,0.2649967722376705,-0.03352384258917797,-0.16798278294638044,-0.11156493412901206
Frontal_Inf_Oper_R,0.1451076176390161,0.5620557222487893,0.5442614578757626,0.3550421822243069,0.43111478486565313,-0.011508041045424305,0.32154098177645474,0.45808899707692036,0.13570985417674689,0.6952640439346012,0.39488822928639394,0.3419962319081685,0.3581561837573309,0.793038279990942,0.2682755149914654,0.3771041599154527,1.0,0.3511220101150355,0.4829105485440017,0.4683083885143769,0.4941720454326902,0.22110919883221627,0.686866044487409,0.767822952840181,0.5466940568294616,0.41848932838596614,0.1445545970913189,0.47643362628160063,0.09210174820783404,0.264849196586743,0.6219094975757687,0.5913886970831117,0.500772700954597,0.4509381830828244,-0.022908332293329663,0.5472564653189066,0.5264364218499175,0.8118977118936327,0.4548007534779233,0.30516941397305825,0.8117100333150976,0.35263733777558276,0.6302041857177374,0.5290781110883191,0.39260192581660197,0.3489274179271858,0.6255120961878181,0.6355186386265776,0.4748922955848026,0.5464054016263932,0.4700426419872196,-0.05512605344203725,0.5993470562223511,0.5595447208953318,0.5495472754459975,0.5648613665155876,0.10247687082782468,0.07771036655145458,0.1293194540792033,0.0849972695427132
Raphe_D,0.025341311900857123,0.3812808731537997,0.25300899179907,0.09870357887062821,-0.006338730379941504,-0.29497542429892076,0.16760716740737125,0.3387249453139702,0.24632990681242087,0.33330875696716733,0.43860539930356157,0.11038948587902796,0.24149409777019046,0.3400674845864046,-0.3355814769691993,0.56644289176522,0.3511220101150355,1.0,0.3031609716377095,0.5163802099116068,-0.07005724741995992,0.37965604938180647,0.29414390522856054,0.21038205384034445,0.4993536118655584,0.2393687279182831,0.33270969702763464,0.4093056688264886,0.31891303397420884,-0.2431910448614954,0.2960373649303324,-0.0018197945969039445,0.1791562206610524,0.14573487357282677,0.4036010883866702,0.36634105987692894,0.12474597255491535,0.30568969292499615,-0.013986700572482469,0.30187539251904105,0.13415708380414487,0.19056528886870927,0.42185839281218634,0.4408591764176799,0.08526666808246508,0.6464536899984789,0.0747933547735139,-0.062209717172754954,0.47514578104256333,0.28827042353344184,0.13045660895995062,0.32864650511009147,0.07369269814807208,0.09587529221438783,0.5174044102386427,0.2694577237254069,0.4410811067182461,-0.08842055975640818,-0.2505368043466989,-0.37060139664910824
Temporal_Mid_L,0.1438763727913226,0.17646389296743803,0.36611662383206617,-0.03210574354782733,0.4236754070648336,0.05211456803282156,0.504062273365785,0.161339915851187,0.25240591369590887,0.46764001119818815,0.5461460653463555,0.6821172558412181,0.12207161434122103,0.19939782603875417,-0.06135350250026577,0.5619938001360586,0.4829105485440017,0.3031609716377095,1.0,0.5700229879016189,0.1893396594356341,0.25501690401986127,0.8635287453854719,0.37098607696728386,0.43754280904989773,0.1786620533911127,0.2867781444807008,0.5610536864080128,0.1900704211176738,-0.05074487721774497,0.5651619982420997,0.3699255881575894,-0.1099159633738509,0.22601461534946513,-0.011980017938633836,0.43456569243645715,0.20749505388329537,0.4966092185878976,-0.1970795254210554,0.16363540746081506,0.3739457790453648,0.13084409332281025,0.7605951454859011,0.375054555332734,0.0007409641374503081,0.4343476835383205,-0.01516069973041687,0.2879245121587957,0.6121595858129116,0.4057407121008565,0.2211900331005227,0.024858253202228068,0.2614589302427639,0.09918974361780783,0.6459415690448584,0.4566490915166242,0.22551059607611576,0.15692437139630655,-0.023564061787019513,0.2273145364240783
Occipital_Mid_R,-0.04862180200865986,0.31574749312395045,0.47844566977849295,-0.008007058149272108,0.139304031015862,-0.15979550190995787,0.35700834020723515,0.10806704038101594,0.20048107683782634,0.6047931214266377,0.7699537329192496,0.287725625109945,0.02332760411709302,0.2304640094532089,-0.37272088047110197,0.9048435848654646,0.4683083885143769,0.5163802099116068,0.5700229879016189,1.0,-0.1287432436248714,0.2620298143517105,0.525472288166268,0.23862125602324719,0.6473396989317264,0.2239093017396992,0.22559220814615355,0.649948249479072,0.11374129714383911,-0.19609816073872682,0.5577415199823639,0.14570987125900584,0.227051404927497,0.20924479207490318,0.20037185931279025,0.46334176507637775,0.22837376013012248,0.2756024970624135,-0.18706512778566545,0.2724171483344826,0.2445082934699141,0.0818319352935191,0.46516669545267897,0.5837354309841872,0.02560993119340314,0.49897757062957776,-0.029491555258612526,0.20038647826833397,0.861623452771107,0.3158323905698907,0.31490343407361215,0.09517716545024907,0.011929922572613286,0.08813217382356689,0.9516168199954259,0.37053476873055796,0.12930758394792774,0.12069830385584764,-0.16471425269485973,-0.18483448779297706
Olfactory_L,0.2945369917825862,0.2575321776629282,0.09030513467127446,0.10998545788618586,0.7542428717767321,0.32444534315337703,-0.07344341739035322,0.3735245418009616,0.15447706874337372,0.06293490655020563,-0.08283825724002256,0.396422283188438,0.13070270263754896,0.46716001021386416,0.6070776498299807,-0.1644650287172969,0.4941720454326902,-0.07005724741995992,0.1893396594356341,-0.1287432436248714,1.0,0.2117267615935918,0.3257883135919159,0.511643116418063,-0.028654180050689898,0.022815022554156877,0.16824606453117033,-0.029536564635300726,-0.11332717027974713,0.4592257577897973,0.11899588186927648,0.4104275979229533,-0.03204040751485324,0.10623913564314869,-0.08627243757978968,-0.10060099696311191,0.09719655583626087,0.6983476334402193,0.42887876378456813,-0.10444479312946968,0.5019307645781452,0.21908435295871337,0.2922439056223075,0.005013218393872715,0.3831146469244256,0.08132713696386287,0.5206813109975663,0.2349767861460633,-0.1576671898650972,0.1802649476077065,0.24420651909059424,-0.017868376348489853,0.7790449914931574,0.34268694148235407,-0.05043381592215281,0.2200448819628015,0.12317350833159385,0.12639765235680928,0.19938972467066346,0.4738210020398303
Thal_PuI_L,0.5866112361431114,0.3688951916099482,0.14648386939442712,0.1812878758707161,0.3967756533502851,0.43954291855900823,-0.037385549906960455,0.22322055835253699,0.32326772116580715,0.2988454444066735,0.12251994268437752,0.3845799986692467,0.11862865871549222,0.29392479738305105,-0.16635180351229134,0.19483845177486003,0.22110919883221627,0.37965604938180647,0.25501690401986127,0.2620298143517105,0.2117267615935918,1.0,0.35732786044849346,0.07976355580810841,0.20975108438699333,0.1769108024807792,0.5665522201677896,0.36563260756823823,-0.21317600594525557,0.19282899763391695,0.36711098994449587,0.2293883456730093,0.06812856621575047,-0.029549492846335543,0.2653406069203807,-0.012851571069359318,0.07227174812631428,0.2168262349636831,0.04237134815396957,-0.15598364468254208,0.1278411604802018,0.25808664215595983,0.247253015255127,0.3527647019737817,-0.023727031134547612,0.5636070429582226,0.1653244715128736,0.06122884629878944,0.15512976163075481,0.4116856031792625,0.20324306351613552,0.2699174948331415,0.16653695736780663,-0.055849237073824436,0.2599536886235806,0.29836716972091226,0.2656304977277217,0.3316606117573625,0.20164036684505154,-0.03730925484777603
Temporal_Sup_L,0.28859188776848516,0.4697087549397099,0.523251856917405,0.306743697700811,0.5742895266990123,0.17271239622995854,0.4903575798726153,0.2778069937377414,0.25873510370813957,0.6929751085698921,0.4977819089961109,0.7348121440492541,0.3166856348048873,0.4760496163122486,0.06670656183699532,0.46050291888867007,0.686866044487409,0.29414390522856054,0.8635287453854719,0.525472288166268,0.3257883135919159,0.35732786044849346,1.0,0.4998629586194646,0.5570133995504559,0.40499443369009414,0.2717426355104786,0.6448058414441725,0.14239632786874962,0.22858085018822005,0.7508726706583121,0.6198556063029492,0.20705831552474313,0.4048499940091468,0.038755974692878024,0.512713603461609,0.4241269929373158,0.611871776676317,0.12634237434328485,0.28784060983603876,0.6457315616135743,0.38351090795272164,0.8166546650709509,0.5110271228915573,0.1422196075272109,0.4781526770144837,0.33601729249035883,0.5374829250213298,0.571615774102582,0.5229310598302839,0.22517723482864974,0.02871528589406479,0.411789177463775,0.21562069961256417,0.6169950502889807,0.6557708805102141,0.2294639867822691,0.2926026386887229,0.17236432852858652,0.20142285330918966
