,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_L,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_pre_R,Thal_Re_L,Precentral_L,Red_N_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuA_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VA_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_LP_L,Caudate_L,Parietal_Inf_R,Thal_VPL_L,Vermis_10,Frontal_Sup_Medial_L,VTA_L,Frontal_Med_Orb_R
Vermis_8,0.0059279554943991175,-0.05263480024191736,-0.280240153231383,0.0708124988798923,0.24144683002601483,-0.27453813363380936,0.07583785888848013,0.6154394023959614,0.2116902946361718,0.2784601212256951,1.0,-0.013561664547658798,-0.060926610579852304,-0.11891054404386922,0.4725338617937334,0.041168060362518945,0.3946075103157845,-0.19426739287578548,-0.07366405974304278,-0.22096234994802616,-0.08732068544142263,-0.4584440125055598,0.06325970563037199,-0.1561464415002018,0.6578511863000681,0.1703451142463646,0.15990126123620796,-0.006928670990700143,-0.09299909922932852,-0.239354774934514,0.2859534823938059,-0.2879430462209302,0.21493795597457943,-0.2992690955683463,-0.24526169714857932,0.04411127041176773,-0.03985953134593169,0.44564986131290596,0.2361409860345443,0.5274308068118948,-0.01296077015210334,-0.15350060354703746,-0.007735145210161494,0.23095918385747802,-0.23811535152428434,0.12219834495562115,0.10626837935428018,-0.08837111037467041,-0.13934654441244057,-0.1600888038554409,-0.1559635252464353,-0.021201987534456547,0.040102895618486664,0.10362524701446467,0.28147031966429353
Thal_AV_L,0.35976921536704476,0.1853563217148574,0.03150466392292981,0.2666623084322255,0.014131487360669692,0.2509221563422254,0.05305890930617295,-0.04443623179103645,0.28178207245045667,0.04762171287628118,-0.013561664547658798,1.0,0.06479137106139325,0.4092652318058794,0.03801986113205381,0.3870565044084639,0.1409935411878494,0.32554294976546444,0.18809926144597605,0.5037181118383174,0.15766350997095727,0.23708130880068526,0.2004036669041935,0.42050339573145556,-0.03870004592161613,0.263849970556544,0.13023666599502157,0.07263029221951012,0.22432576258281414,0.3345986905896098,-0.008729207148510764,0.04444268868995981,-0.06552500912355015,0.08216246608125898,0.4607013482108878,0.38449380065066013,0.10101583277942981,0.10208030691118959,0.03425026648947368,-0.22190209065170668,0.5012408599915568,0.40971103387388613,0.5300295741456055,-0.06365566919323991,0.3032863055017718,0.2693106360230443,-0.2021055931115357,0.19736095989411953,0.45924272125967663,0.12305249904806964,0.37658606713521703,0.42592903528504267,0.23267020791973356,0.23537678080979388,0.03903096546466847
Thal_LGN_R,-0.14016498799592503,0.04585135736668689,0.44980772930401214,0.3261845008565119,0.09460099039570667,-0.001338201499394626,0.31047812475478176,0.06679409649286186,0.2254738677577361,-0.1628185991802852,-0.060926610579852304,0.06479137106139325,1.0,0.3112662476003754,0.13724930292249468,-0.22533762569494586,0.25873510370813957,-0.18928947987777686,0.24734750865518434,0.07064129470464116,-0.12093217578244983,0.52202023211702,0.2703763242795928,0.04329599507488778,-0.1359435542246261,0.28922219686945433,0.21418182163678343,0.21482309192216079,0.27540946390575394,0.11347652233069003,0.3691490518061224,0.6199313830818595,0.21871285708366547,0.6462618782899954,0.30146207813404,0.1684108284549467,-0.03571744202858141,0.2114047481231198,-0.3041453023789214,0.16309601206704655,0.19825207525123523,0.3219372714682507,-0.053800338518369156,0.22470451882242884,0.16063516760152058,0.34539130589907246,0.23165630979608481,0.23980336272255473,0.3710200198664433,0.16916909841030497,-0.18950425506689622,0.4592883644091241,0.1834804819937056,-0.5002639911179338,-0.33870094046597554
Paracentral_Lobule_R,0.22589049929660587,0.2637801838531795,-0.05338488807477102,0.3929774697651557,0.12427597108786187,0.5246446908995018,0.4826458981017922,0.1559410870275874,0.591872251150671,0.2301963196283809,-0.11891054404386922,0.4092652318058794,0.3112662476003754,1.0,0.38244022686735213,0.10502776575917605,0.505810160465272,0.17448519900810314,-0.12423119124396373,0.7768776261952002,-0.09302269531548339,0.3001368948640003,0.22046454089528994,0.7162263482569957,0.03656046463763141,0.41690653932259214,-0.10075963824787998,0.6379666141208602,0.7608421068847426,0.507640702940896,0.4025370735757621,0.4958047359059802,0.479358504410246,0.2942471318319629,0.8583879573260551,0.473200266710047,-0.21032465851485466,0.4622534169447557,0.13909775594874368,-0.01970076089160682,0.5828616329215534,0.7542761578132314,0.3126699700954756,0.30209404370081283,0.4163413156500295,0.3919691026231782,0.27134140103033066,0.25468702564671375,0.6989687259978259,0.5544223282778676,0.21518345786828624,0.5067321811945161,0.31818397217252714,-0.16192069139992557,0.09650755216927273
Vermis_9,-0.07320815338159158,0.0230867869699593,-0.1838137066774321,0.4890594518171723,0.06016415327082358,0.17524169960236224,0.5751033778625866,0.7351803910445792,0.5413975254248413,0.25148171195983793,0.4725338617937334,0.03801986113205381,0.13724930292249468,0.38244022686735213,1.0,0.10977513570047508,0.6448058414441725,0.07839401838775312,-0.2000006235394607,0.2789243632483401,-0.06825284784805882,-0.0892938922481197,0.23748341929870062,0.32661126640338395,0.42938207368752074,0.3327387236755187,-0.07154515799771186,0.4832307926141688,0.5026838412553598,0.34102639238105525,0.6734278468596775,0.1005245544799919,0.648473385111668,-0.010299935005213414,0.3165648336518436,0.3108483747796635,-0.12748565528195796,0.8025943640815224,0.39475365115445693,0.5308304954055325,0.5072783966239911,0.3673175879855197,0.03936938237838286,0.4407756516771167,0.07264666630976856,0.35757489239543894,0.5515990284204905,-0.010988798473997705,0.24196513115245802,0.3253348286619424,0.04549169432709887,0.26574766050189746,0.36307786079483606,-0.1020514546332648,0.09915475243599588
Amygdala_R,0.3965877592257941,0.13909712952265058,-0.134327951661575,0.2883145374232585,-0.05229327615833523,0.1734746725361704,-0.09510845017230375,0.07452700153140858,0.28972663756750855,0.11724912013876998,0.041168060362518945,0.3870565044084639,-0.22533762569494586,0.10502776575917605,0.10977513570047508,1.0,0.06796590165142279,0.4872527253409025,0.0679492368149192,0.45974348258901443,0.47494864641417295,0.06215985825714179,0.3028635441004982,0.4225681185355388,0.03998121645631541,0.24090699575588564,0.2399961344927336,-0.005841941185948951,0.038663604267056145,0.21321947644939224,-0.11761845862111742,-0.3677567682993713,-0.14002671496227936,-0.22530749495166774,0.1445126281133916,0.47153400831784953,0.158577301082824,0.025367699832602286,0.04420933958024803,-0.22914680865110493,0.48646777613824344,0.1881476320788393,0.3385862579379821,-0.09171555892977422,0.23214215991885345,0.2924606202639324,-0.2540921980043587,-0.004097358516502919,0.1511574425059745,-0.11846553847728794,0.532383715518306,0.36723461176735167,0.21023633028927885,0.4551167272035252,0.26464262327948407
Temporal_Sup_L,0.17107251878495794,0.4266821755727511,-0.13172586503436234,0.4697087549397099,0.22517723482864974,0.44588715455537997,0.5011854975114947,0.4015729256067411,0.46019669427563586,0.4998629586194646,0.3946075103157845,0.1409935411878494,0.25873510370813957,0.505810160465272,0.6448058414441725,0.06796590165142279,1.0,0.22858085018822005,0.03235050903790158,0.20181579880971443,-0.05893597895266107,0.08418714396583234,0.6155615405532633,0.20705831552474313,0.4602519627868698,0.5233660153974764,-0.04320525095572681,0.33593061729340484,0.5570133995504559,0.4259486096881345,0.4514983976217388,0.14230455480850177,0.6169950502889807,0.2294639867822691,0.40499443369009414,0.47071485576911953,-0.1871003425657007,0.5110271228915573,0.1923627041334891,0.6501035398808164,0.5134947564948814,0.6557708805102141,0.12634237434328485,0.6726635417321176,0.3166856348048873,0.4760496163122486,0.46050291888867007,0.3743295197877883,0.5478128731980592,0.5228356523609349,0.17236432852858652,0.48556338416542705,0.5801318609433231,-0.15029024633739801,0.21562069961256417
ACC_pre_R,0.5573611472756207,0.4207342248806688,0.15681247162473566,0.3228332167710167,-0.18322954672081013,0.45713507955125116,0.0018979441411978073,-0.1398454058765816,0.13700239924880386,0.21767844161155034,-0.19426739287578548,0.32554294976546444,-0.18928947987777686,0.17448519900810314,0.07839401838775312,0.4872527253409025,0.22858085018822005,1.0,0.030830576225662126,0.3149973035224961,0.32261814926134746,0.28619154086808246,0.3453439644110986,0.24688114323908128,0.13091638193875615,0.23676575275189482,-0.06394829156888121,-0.1373809821592736,0.1407232445840272,0.44591566139852823,-0.29638415516991456,-0.2236906739057289,-0.10760310776849433,-0.03965145455473221,0.24457412026678946,0.4871287262236862,0.20624779736759086,-0.08897690559666559,-0.06973428115735732,0.023289985945261826,0.5886519031771454,0.43350967935765233,0.39001499430244935,-0.025385603130657824,0.30701134933235036,0.26246836397675927,-0.21672181021859624,0.48808506599998136,0.4266029450867314,0.1820817997654977,0.6777169598942323,0.23362216913684974,0.5307592899060599,0.372701774498863,0.1333707450496929
Thal_Re_L,0.04018923272771388,0.15773004778048977,0.3229297230369134,-0.12706469723135969,-0.2408358862332192,0.11536233655840233,0.020017011817365038,-0.34327836719291627,-0.25781749800256865,-0.2854180109183285,-0.07366405974304278,0.18809926144597605,0.24734750865518434,-0.12423119124396373,-0.2000006235394607,0.0679492368149192,0.03235050903790158,0.030830576225662126,1.0,-0.1269360501358663,0.37749236575077827,0.14128435071001505,0.3286862517443646,-0.22266957690735326,-0.0747562074126943,-0.16585359833324884,-0.029268523095995373,-0.29721721682178986,-0.06661468997419555,0.08432972547476518,-0.1764647804595395,0.004658701850056773,-0.17993740963779586,0.304411191208092,-0.01638854465472518,-0.10375959154829902,0.18306014568122495,-0.3983796542548779,-0.4589008219037743,-0.03496398949300573,0.05022055568378867,0.08960110487622146,-0.07984290494774475,0.25176222441639046,0.04495729394414476,-0.07394956923922917,-0.13714170334056314,0.10667299457673472,-0.06429212017106298,0.03710295447461312,0.09998152713821125,0.15066176002171322,0.01245902138713073,0.12455194293903639,-0.3168388415876561
Precentral_L,0.2984876883288312,0.08652386724201398,-0.07437496622671366,0.42307427066805037,0.09588477809624547,0.41449451121922753,0.3077434988109092,0.16379843502463173,0.5360024525385475,0.14611597783148314,-0.22096234994802616,0.5037181118383174,0.07064129470464116,0.7768776261952002,0.2789243632483401,0.45974348258901443,0.20181579880971443,0.3149973035224961,-0.1269360501358663,1.0,0.13853624628544275,0.25910369003605616,0.1490991014260731,0.9540500882635825,-0.0706029536078129,0.38582615256521574,0.09267056782516978,0.5956522716972202,0.5836638354590244,0.4443942600501921,0.2081522351878725,0.16915648067430625,0.22111738358485714,0.04353758569828673,0.7533871157473955,0.5238928402948481,-0.04662440801700106,0.355537803504582,0.14523376217968414,-0.36753948347515614,0.6986781909975719,0.5859235188517551,0.4776434485823136,-0.056421607149837134,0.44306145874843655,0.42843004272171953,0.0915507579378341,0.03128570864221256,0.5129637417481379,0.25983516293576836,0.3808060665170051,0.5555293774051563,0.23875359833311077,0.1292774294444069,0.17917549375882166
Red_N_R,0.2677589129941298,0.3593330975449625,0.05437679744719777,-0.06518497387596565,-0.056409046861178334,0.23839352974213252,-0.036253701461431226,-0.2238031363682248,-0.13346040819706184,-0.06005537307542397,-0.08732068544142263,0.15766350997095727,-0.12093217578244983,-0.09302269531548339,-0.06825284784805882,0.47494864641417295,-0.05893597895266107,0.32261814926134746,0.37749236575077827,0.13853624628544275,1.0,0.04572760262249698,0.3244502454923478,0.05776936357990962,-0.04221259298221168,-0.0868354129636611,0.06606453740641907,-0.13287725421989785,0.05115644536100822,0.30844505291020974,-0.18689176421473488,-0.15080636861944938,-0.09291671637133025,0.11409972188044404,0.09874333592090444,0.18161142841819247,0.056740507420094455,-0.3142100006849374,0.03427487174206548,-0.09683157721921701,0.17467910547525548,0.1494333453357417,0.061020356670260095,0.07350960433035207,0.1385137636745789,0.04508515203733264,-0.10492330489899816,0.10645712792303139,0.002075400136504325,0.07153671631548135,0.4031421361482432,0.19969162354711148,0.10514450692649717,0.33104303905965227,0.04881019801270751
Frontal_Inf_Orb_2_R,0.10226389138228399,0.1780561368237446,0.6038212874879118,0.440506882811125,-0.12970512005116258,0.17845936607364227,0.07221239059717728,-0.3500073504858248,0.23286291961221706,-0.0945893834072906,-0.4584440125055598,0.23708130880068526,0.52202023211702,0.3001368948640003,-0.0892938922481197,0.06215985825714179,0.08418714396583234,0.28619154086808246,0.14128435071001505,0.25910369003605616,0.04572760262249698,1.0,0.29302371476052047,0.17629717036854972,-0.37799252774766273,0.3659730939172045,0.25439819992821716,0.04154923910224632,0.3023870395119311,0.28683002009908004,0.1245084912642706,0.4522488266933177,-0.056191710701779814,0.6498879764219896,0.4440714754242441,0.24309260760064272,0.15825031015017663,-0.09168858214492495,-0.25875307302873396,-0.14410196150508803,0.4002274506773923,0.42811798605323537,0.2642328320224652,0.013057254234218045,0.3847881690564938,0.29280982481500245,-0.044750165204911777,0.46310006021907335,0.5624904038246655,0.21418821998374601,0.21606311332902584,0.4508867524770498,0.3239473956332479,-0.29120045690269275,-0.10560086122656143
Insula_L,0.21334180405120415,0.6773507789291828,-0.016802238153515146,0.3238710068550583,0.18464933428753483,0.48834731408804155,0.28148261043772665,-0.014823727379482277,0.21197987667129306,0.431236443580943,0.06325970563037199,0.2004036669041935,0.2703763242795928,0.22046454089528994,0.23748341929870062,0.3028635441004982,0.6155615405532633,0.3453439644110986,0.3286862517443646,0.1490991014260731,0.3244502454923478,0.29302371476052047,1.0,0.13991409958919504,0.13317107329831557,0.5148438906393984,-0.02671152411023514,0.0285319447639759,0.3610064503997154,0.5064126908899033,0.07466330757576274,0.053106667845153444,0.33986919756451883,0.3657250364426364,0.3145545701188265,0.46433221870073604,-0.11199775681757734,0.0771954131821882,-0.06572908958199002,0.3067890597948304,0.4319633512752767,0.5722261280837742,0.15338013881212023,0.38620433046301145,0.444557291359411,0.5858856373236024,0.21486450475818436,0.3419724258075482,0.512924726185386,0.44969026316647964,0.289529096474168,0.6589504207561215,0.488846094223812,-0.025806391092360288,0.19676710216355373
Postcentral_L,0.22673837987432097,0.027071149362064017,-0.1579695332845807,0.4831736487959169,0.16988738690395502,0.27766215270734157,0.30488593248665674,0.29326267437629133,0.5555962924552165,0.264455864872265,-0.1561464415002018,0.42050339573145556,0.04329599507488778,0.7162263482569957,0.32661126640338395,0.4225681185355388,0.20705831552474313,0.24688114323908128,-0.22266957690735326,0.9540500882635825,0.05776936357990962,0.17629717036854972,0.13991409958919504,1.0,-0.03339419960145026,0.46957885565748864,0.1434905588399577,0.6888541718691528,0.57142837400832,0.34137346658793677,0.25718708106153937,0.10731924450435612,0.2964996904235249,-0.040277500344074624,0.6366956922518301,0.47493260139286175,-0.013297811103488117,0.4603482245816795,0.19579344949078745,-0.31584828633859013,0.6767731040172126,0.4858135691647094,0.4806131282742936,-0.13903202320022906,0.3958320835115818,0.5372387211370265,0.20406847115615886,-0.1019309032015019,0.4091867977232282,0.17180714212743925,0.23985969852921768,0.5186216051799006,0.2452736833178477,0.08150732507600271,0.281380691501121
Vermis_7,0.24627297460606207,0.04951040648047053,-0.0919040172576659,0.15049489560119292,0.2965912631250771,-0.036942947960636636,0.2239926261099633,0.5220289386207072,0.2875278868020487,0.2782819720904393,0.6578511863000681,-0.03870004592161613,-0.1359435542246261,0.03656046463763141,0.42938207368752074,0.03998121645631541,0.4602519627868698,0.13091638193875615,-0.0747562074126943,-0.0706029536078129,-0.04221259298221168,-0.37799252774766273,0.13317107329831557,-0.03339419960145026,1.0,0.15592231198334514,-0.010496692285516382,0.096951255168826,0.07473173372344111,-0.06907945739125629,0.06671709337903403,-0.3042221523497739,0.2906238672954623,-0.33568782867416275,-0.1323362376928677,0.07277832926705585,0.07631903842731647,0.2795404606079005,0.20183646656951115,0.41933146019287204,0.16801994903612838,0.03551882010389316,0.06280300893304429,0.2807195492584111,-0.2166605643366811,0.058505540085412644,0.18136845285544986,0.002256275676319135,0.008341149699891609,0.0019071310282630788,0.17290492273347513,-0.03607708827066155,0.23912193511617535,0.3114316591105066,0.3348393763037251
