,Vermis_1_2,Parietal_Inf_L,Thal_AV_R,Frontal_Med_Orb_L,Cerebellum_8_R,Thal_PuI_L,Paracentral_Lobule_R,Red_N_L,Cerebellum_9_R,Fusiform_L,Cerebellum_3_L,VTA_R,Thal_Re_L,SN_pc_R,Raphe_D,Frontal_Inf_Tri_L,Thal_VL_L,Thal_PuI_R,Pallidum_L,Cerebellum_7b_L,Postcentral_L,Lingual_L,SupraMarginal_R,Olfactory_R,Rolandic_Oper_R,Thal_VPL_L,Parietal_Inf_R,Thal_MGN_R,Precuneus_L,Cingulate_Mid_R,Amygdala_R,Precentral_R,Vermis_6,Thal_VPL_R,Cingulate_Mid_L,Cerebellum_Crus1_L,Paracentral_Lobule_L,Thal_PuA_R,SN_pc_L,Temporal_Pole_Sup_R,Temporal_Pole_Mid_R,Red_N_R,Cerebellum_3_R,Hippocampus_R,Cuneus_L,Frontal_Mid_2_L,Angular_R,Thal_LGN_L,Amygdala_L,Insula_R,Thal_LP_L,Thal_PuM_R,Temporal_Pole_Sup_L,Thal_MDm_L,Vermis_8,Cerebellum_Crus2_L,Vermis_3,Occipital_Mid_L,Thal_VA_L,OFCant_R,SupraMarginal_L,Thal_VL_R,Occipital_Sup_R,Calcarine_L,Caudate_R,Postcentral_R,Precentral_L,N_Acc_L,Rectus_L,Cerebellum_10_L,N_Acc_R,OFCpost_R,OFCant_L,ACC_sup_L,Supp_Motor_Area_R,Supp_Motor_Area_L,Vermis_7,Temporal_Mid_R,Olfactory_L,Thal_LGN_R,Frontal_Inf_Tri_R,ACC_sub_R,Thal_PuL_R,Thal_LP_R,Cerebellum_9_L,Cerebellum_4_5_L,Parietal_Sup_R,VTA_L,Cerebellum_6_L,Frontal_Sup_Medial_L,Temporal_Sup_R,Calcarine_R,Fusiform_R,Vermis_10,OFCmed_R,Occipital_Mid_R,Thal_AV_L,Occipital_Sup_L,Thal_IL_R,Temporal_Inf_L,Occipital_Inf_R,Rolandic_Oper_L,Heschl_L,Lingual_R,Cerebellum_Crus1_R,Cingulate_Post_L,SN_pr_L,Frontal_Inf_Oper_L,OFCpost_L,Frontal_Mid_2_R,Hippocampus_L,Rectus_R,Thal_PuL_L,ParaHippocampal_R,Putamen_R,Thal_MDm_R,Pallidum_R,Temporal_Pole_Mid_L,Frontal_Sup_2_L,ACC_pre_L,Temporal_Mid_L,Caudate_L,Vermis_4_5,Thal_MGN_L,Cerebellum_8_L,Precuneus_R,OFClat_L,Cerebellum_10_R,Thal_MDl_L,Thal_MDl_R,Cerebellum_4_5_R,ACC_pre_R,Cingulate_Post_R,Cuneus_R,Cerebellum_Crus2_R
Thal_VPL_L,0.34400433043024914,0.21781735787550596,0.10962651387290909,0.23222751300112396,-0.015600112517815725,0.20164036684505154,0.21518345786828624,0.1977442258678126,-0.23271381138538252,0.054009484918308426,0.395569087902991,0.4174246488811453,0.09998152713821125,0.5227133370552342,-0.2505368043466989,0.5839740909182384,0.3681650706180837,-0.08027533067759993,0.5326554861843383,0.30723466334405425,0.23985969852921768,0.2504705181477806,0.565844817701195,0.08507361659418801,0.0017226949307342166,1.0,0.3312144903944495,0.6015797014046876,0.2133502591334444,0.518192902839211,0.532383715518306,0.5825240210849894,-0.27350480206105177,0.29806390594940985,0.551744588126146,-0.23256868256873134,0.5487597259370636,-0.07453972745963375,0.018699731315221044,0.18471886237928184,-0.2849491238265404,0.4031421361482432,0.5486020998106456,0.08593607504518669,0.134552426479396,0.46611946496769263,0.06756473155647005,-0.18578743369453926,-0.1361811649160744,0.3709449488030338,0.3918732670506118,0.579166849440714,0.3729819941082947,0.32493860646549333,-0.1559635252464353,0.03519557456475262,0.5492037759787767,-0.1858368273845636,0.27430753130839997,0.10347639635435527,0.11331362313891666,0.3824336420576572,-0.04459989149396955,0.2498466415530082,0.5533722785128504,0.4837120493827267,0.3808060665170051,0.019360041558057196,0.17269369144351088,0.5735634689694635,0.2767027150726512,0.10129182239870338,0.3914516803433343,0.48061683564288904,0.21671627887750045,0.4038642799380749,0.17290492273347513,-0.0012554022184968028,0.19938972467066346,-0.18950425506689622,0.4968074601542487,-0.29153754989895336,-0.08080015335857106,0.31780969907287554,-0.00685871952632344,0.47041066328037856,0.06669278345579806,0.4552777729844534,-0.17726721998852937,0.3441583897136782,0.18990696589345654,0.19369925018545153,0.27396688951365533,0.3169709375787699,-0.25826913456426703,-0.16471425269485973,0.37658606713521703,-0.16798278294638044,0.39354028170412597,0.08509174768014673,-0.16826105327974236,0.6110387776715461,0.243501917463052,0.09112003291702947,-0.20811513070437132,0.3423927290878199,0.039065171317437086,0.4058389007959529,0.2914191729546496,0.525203381657066,0.5842281276722381,-0.15556091798381236,0.68784678926855,0.5240669429712722,0.5839376142734414,0.4036232585461763,0.06686165711713749,0.2247516601762155,0.503475357982803,0.5933817054955707,-0.023564061787019513,0.4531514054942641,0.4597247271528001,0.04566093796319833,0.007555109667267839,0.15803334101267363,-0.132517714892376,-0.0684871404577755,0.3986381411908864,0.6342556593875386,0.4683235340495492,0.6777169598942323,0.4257148570695656,0.160687568728998,-0.04513063302776288
Parietal_Inf_R,0.4095361510926395,0.4068679683861778,0.2702367163424601,0.019013917489615655,-0.14867396612959496,0.11669794572032191,0.5544223282778676,0.08454625342910334,-0.39971242527272616,0.5304882480947309,0.1974361991896645,-0.0389294469745221,0.03710295447461312,0.10579798905841913,0.2829349047065068,0.6075513231007488,0.2791685564764796,0.3885327604487344,0.4038055552776826,0.2532592523904045,0.17180714212743925,0.4940179027906829,0.828785641735953,0.044978358449802774,0.02517175818838576,0.3312144903944495,1.0,0.08627241895589925,0.7459214239377789,0.7020537658114703,-0.11846553847728794,0.7782535352479379,0.1847696861762114,0.3465150639499125,0.6478481843749129,-0.11798647682479159,0.7246933830974464,0.4854501258787443,-0.07799489606316379,-0.17071726515895763,-0.3629025977627624,0.07153671631548135,0.30992240323281517,0.08274118273891053,0.7155241938424315,0.40364820346388935,0.8264633946027403,0.29178514549825,0.3300644474806259,0.4148596954421798,0.30159269064002664,0.4300563597341134,0.6408480685707156,0.34148558114449457,-0.1600888038554409,0.3202795094494928,0.19109616037844313,0.4009554009735204,-0.08923460882456287,-0.3446519051462848,0.36317810692153696,0.5415597081238605,0.682955610832061,0.4358383647102815,0.22414353964336045,0.9033803704152581,0.25983516293576836,0.20067586270987975,0.09737429420956421,0.6130517351222782,0.18707090437370166,-0.07004421784196233,0.06599854228668482,0.6675717537046179,0.6550049648810362,0.663650357751343,0.0019071310282630788,-0.08733213831142125,0.03250138830208789,0.16916909841030497,0.2984035722743707,-0.011503382765042236,-0.2328028024257637,0.16329208567049508,0.09023070542453575,0.5324159931066771,0.8957505121722393,-0.15204128666700356,0.2434373774702649,0.43861747318275396,0.08960692493463332,0.35861829658322303,0.44985834602748165,0.30794543805699526,-0.035519004488532575,0.5428774963578319,0.12305249904806964,0.5347564044275485,0.34101139254944685,0.5034266639496436,-0.13616750368446356,0.39152701846619725,0.3275276797377098,0.310094002568142,0.0904382868183873,0.34087961821814955,0.1357502877933197,0.6006702070999587,0.34665395589764153,0.355813380182631,0.5219304942623934,-0.11929108370262383,0.20614721303965877,0.06487233005915889,0.5948273690706756,0.35388686585560447,0.4071120520606134,0.16921641909687232,0.7886903579635091,0.5314582100925275,0.5034331786127468,0.5511808108268258,0.6016230951812125,0.2786109560516791,0.14020768592525937,0.6639790148676256,0.05953943695191267,-0.4762838847143987,0.5074421035036296,0.22350059296700844,0.4977821490394538,0.1820817997654977,0.387957301573584,0.80915632836003,-0.029762879236258324
Thal_MGN_R,0.14271252452023467,0.13919204914152145,-0.05863419657638331,0.3082202423344736,-0.26512956468602206,-0.15530165334342574,-0.07738650791498147,0.044627035569367056,-0.36602337055557327,-0.3572360015968166,-0.021202926183680547,-0.022241053282113055,0.33496495217974415,0.06613666672194267,-0.4013190039198736,0.21867889510793875,-0.1771978255030098,-0.47657627696629795,0.4683703829787788,0.48881232410102066,0.10639475694238834,-0.007882102205587948,0.3132183438544564,-0.45464843351891693,-0.323509149769596,0.6015797014046876,0.08627241895589925,1.0,-0.05750398205536241,0.2055060724746106,0.4782008184592679,0.31027782581673796,-0.3199473094378582,-0.20483451084579132,0.2844350044344728,-0.2864834616262808,0.23668846551794145,-0.1474397697021395,-0.027382933145583172,-0.1508088339447268,-0.3993848328617616,0.48013243583049076,0.39479192119602763,-0.39426082467901646,0.10132006979318076,0.20048929336371857,-0.16781625071582912,-0.3619170639441599,-0.30087258398567496,-0.14665461078490097,-0.11669803906903783,0.2599938638991045,0.03289585966176039,0.07221622160452604,-0.2584196133707447,0.005286645081989412,0.08189421111241688,-0.24519229646961296,-0.09388168519150311,0.16739298822516138,0.01337958866808991,-0.01719482389688688,-0.2515001902824216,-0.1008909588044715,-4.555999876752318e-05,0.1490470103427205,0.2251878686720746,-0.5681620040481885,-0.07222698402450535,0.14106080790768658,-0.25188206243319655,0.1919542439725573,0.09376613338754583,0.0782091029161801,-0.03653563274786412,0.17475421518583395,-0.07150336798300168,-0.2573233864514949,-0.3434872290793112,-0.2129232793578968,0.12972708316733916,-0.24474859930523998,-0.3261231573075604,0.0411994822582197,-0.3503210313610161,0.05917560395127223,-0.11159465373078745,0.40660934374015534,-0.3714318008291074,-0.017424084174760695,-0.16606750127953795,-0.061148092117918953,-0.006176953056426501,0.046597365405925226,-0.1797023570968729,-0.29832965835967407,0.2484789324458342,-0.24750813303585803,0.19766883752326997,-0.027830756401187966,-0.31179201837333687,0.28654418336647,-0.1599091408693017,-0.13147532761128375,-0.4014889961086595,0.07253462711376472,-0.4884643645043415,0.06816421911982748,-0.21636224944228455,0.22744179140883183,0.25340126306908634,-0.08448910828912157,0.33578992694109944,0.7355129572940914,0.25782645573108987,-0.09006898230930972,0.12096063214572977,0.20039477200054634,0.10216646319631864,0.20610344299491723,-0.2908267327194915,-0.037084832933617425,0.025065680217241284,0.059236868231256845,0.035593711706531445,-0.16171093148826546,-0.3712374460818472,-0.1701896089057877,0.01889653602784428,0.3015022389560424,0.06679694831775759,0.32066521919923857,0.09489337518254701,-0.047310722486544686,-0.12402957938817365
Precuneus_L,0.4511399988380328,0.7824598530748474,0.37795171715922915,-0.13469557971828905,0.22838286968215546,0.20975108438699333,0.7608421068847426,0.09699866789396103,-0.06535787837778893,0.6072996041547566,0.25289183350520056,-0.11117086651742027,-0.06661468997419555,0.04537322294832102,0.4993536118655584,0.5058123734939424,0.4708293591520685,0.5137233115074338,0.5038831561167499,0.30631894879670757,0.57142837400832,0.6691285935116813,0.6375594566030881,0.08010767622561256,0.34865777623142064,0.2133502591334444,0.7459214239377789,-0.05750398205536241,1.0,0.7469738180346555,0.038663604267056145,0.7169637502962458,0.5366985632866764,0.475979100822592,0.6646764395357475,-0.016252657595061237,0.7303836159229216,0.5287952876345792,-0.10898698988836841,0.22446196609667338,0.0750493976515645,0.05115644536100822,0.45450350835666237,0.4387104429086612,0.7246069201114327,0.6369589188219825,0.7970627335624407,0.42418956144232045,0.22957725379665572,0.5334656732254116,0.11528149001553663,0.4381734123119845,0.4105202456654197,0.46559677153430945,-0.09299909922932852,0.4006988582725917,0.4029503647423253,0.6573241044724158,0.13356159128967734,-0.08979116292414241,0.6862318824693746,0.6010845702751528,0.7741504896990385,0.6203541487659349,0.2829062505023227,0.7991798725284321,0.5836638354590244,0.32187600066859845,0.049677792342432435,0.5139894324056892,0.25521265638397456,-0.021194921244714043,-0.16538959197007433,0.7129972912525313,0.7856418219914333,0.7126664084353376,0.07473173372344111,0.32972166691426524,-0.028654180050689898,0.27540946390575394,0.4222908744090011,0.05959339747397572,0.06656531115466202,0.13432474074683923,0.31731107086312516,0.6826787662014033,0.8156397470145207,-0.1909331590161003,0.44591134947552497,0.5943882254889652,0.5243876043922379,0.6166456708818044,0.7518531088172886,0.4943609103026267,0.14583034115102442,0.6473396989317264,0.22432576258281414,0.6886049708881556,0.2830412219103228,0.4191454527942657,0.14796842674084554,0.40849281779161395,0.24672144564425008,0.6681213790556795,0.4081580363294899,0.5806065321298194,0.224336218885712,0.5583896532556085,0.14983790052841317,0.6206875548365733,0.31388821523526034,0.06293512144952963,-0.029850299546250746,0.03130796465629905,0.5903275152808497,0.3836360675374936,0.39333160560300673,-0.027838643745185573,0.8094556675668784,0.5308403871810091,0.43754280904989773,0.567550945682178,0.7937010606309204,0.4209733335997358,0.2558793634818649,0.8980410699281522,0.15220974361540252,-0.060372871147046335,0.3035790968543591,0.049959250210288526,0.7148351009940022,0.1407232445840272,0.5554105749054804,0.8021158801453115,0.28272229417442396
Cingulate_Mid_R,0.5234726336272507,0.6256965142653755,0.2425026227945501,0.02305160434970227,0.21505969016230142,0.13005999605076093,0.6855409336305291,0.089069576703167,-0.10401093065761323,0.4883203152241363,0.3905460097134066,0.1418957355413126,0.01235630994477938,0.3570326780046141,0.1740906087962594,0.6494665456017885,0.4920522166601804,0.27023519194081863,0.5756043490676643,0.29416068049772315,0.5180670587007917,0.633003249381896,0.7491384443996539,0.055076258055719654,0.21926841805582087,0.518192902839211,0.7020537658114703,0.2055060724746106,0.7469738180346555,1.0,0.1995854999017344,0.8076270724740036,0.25731473159749896,0.4469556864533915,0.8909693834164895,-0.007563022055886469,0.8125996902598823,0.33987057538953674,-0.07837908693402376,0.1390567413902506,-0.1693221761343594,0.16760845767928037,0.5786528953947232,0.2871346118293281,0.5501633320777708,0.7132576358889005,0.5717228954398936,0.19531907986656596,0.10196989023062683,0.5901094844040788,0.28420502344147475,0.5410982734092895,0.4912492513975299,0.42936675778120303,-0.00039598609888627983,0.31402325069338466,0.5671084381548928,0.3630702708053546,0.2697262821811633,-0.15560105750565822,0.6010142825851144,0.6761685842734603,0.4474079128359763,0.6010081723801708,0.47467046842917715,0.8078007941172369,0.6063714982076475,0.24241232742315147,-0.010277349384267371,0.6637185834595146,0.2943642548999378,0.007247546476565208,0.001382031752770925,0.7569322686773982,0.7182516829875536,0.7910893003442753,0.18965307510985296,0.21871457332277458,0.08600308543972461,0.06242088944860433,0.49233262251051724,-0.15637078291076115,-0.05662999551478908,0.22471451098481163,0.29156309823995386,0.7156989244441554,0.5620928545281026,0.0808290276555092,0.28831199512961164,0.48648094018386284,0.3780491991036725,0.5518871288845769,0.6513379840954621,0.4884402093875359,-0.058969651684255685,0.30592320666582096,0.39429212724900403,0.3079105823998906,0.3697892475254267,0.323041058180678,0.04551799502849162,0.5608883932605125,0.282162424528814,0.5165109423875438,0.22844075834009384,0.5310783668876886,0.171180771904523,0.5734703813606173,0.17599508385928178,0.6646276905218552,0.4862804775943245,-0.10387576805026101,0.28200010991932783,0.2314613712474137,0.6817148075417712,0.46440812283412036,0.2834401184548366,0.07876101791121022,0.7925084571622959,0.5596074969555351,0.34626778464066577,0.6378092936388322,0.790498249359315,0.3035846571649887,0.19872300997763867,0.6743861056619741,0.13803391404833742,-0.13069632371864612,0.381916993232422,0.35714626038518765,0.7197795591383457,0.32981919841647345,0.5674103896344638,0.5872316525375646,0.1479663176240022
Amygdala_R,0.23214215991885345,0.31501808497690464,0.04420933958024803,0.178620216215728,0.29049739542873665,0.1263022247638434,0.10502776575917605,0.44113426521896915,0.11228278498915754,-0.131660638593238,0.47153400831784953,0.29168107796815557,0.0679492368149192,0.3965877592257941,-0.18240803661525104,0.3652753450931445,0.3132647977087094,-0.21497295658141455,0.409105079658378,0.24183747970841257,0.4225681185355388,0.18340113569556962,0.21321947644939224,0.15845531856831982,0.2924606202639324,0.532383715518306,-0.11846553847728794,0.4782008184592679,0.038663604267056145,0.1995854999017344,1.0,0.19975304560320695,-0.11761845862111742,0.1730862162109093,0.314138719533513,-0.04654795981741981,0.19567899586794005,-0.3677567682993713,0.027594158382796236,0.39182461161568166,0.07812541245464207,0.47494864641417295,0.5567037213736491,0.24090699575588564,-0.09510845017230375,0.42911768337191997,-0.11857685491452646,-0.12445776067085534,-0.22914680865110493,0.21417039068389723,-0.004097358516502919,0.3005274489835925,0.014656535115552144,0.2612446472052882,0.041168060362518945,-0.06307930155298885,0.5874518886757004,-0.06541687524671531,0.3385862579379821,0.158577301082824,0.20287008084861913,0.14342876578585073,-0.14002671496227936,0.22593586991639242,0.19842002868886946,0.09174774346563498,0.45974348258901443,0.028101372413632045,0.07403457392193163,0.19218780368305854,0.3382186863663494,-0.134327951661575,0.23509538239657649,0.1870823868152649,-0.007676168800585476,0.1445126281133916,0.03998121645631541,0.3219815810561866,0.11725990420155653,-0.22533762569494586,0.4702305186718192,-0.29179373255267665,-0.04572301330076402,-0.03672045936497865,0.12731828186354704,0.3376858373520933,-0.2465709479844857,0.4551167272035252,-0.09642340811782926,0.21023633028927885,0.2883145374232585,0.30350825871184384,0.2297767728026225,0.36723461176735167,-0.09119641954906554,-0.20977653486643266,0.3870565044084639,-0.2540921980043587,0.061940077810537224,-0.09171555892977422,0.07452700153140858,0.5377483037469997,0.20484889462187286,0.22740495576755854,0.025367699832602286,0.2573396226935947,0.11724912013876998,0.24967170803175262,0.13075262080765127,0.48646777613824344,0.22292485483851932,-0.10518298239312121,0.30652611395682006,0.623268511882152,0.21218400107331414,0.10265099476290127,-0.23055219737873145,0.376407246369813,0.1881476320788393,0.3351033569282259,-0.170732221867862,0.1511574425059745,0.25710666110824637,-0.12929969412096448,0.18006149032697777,0.16226621461477314,-0.05229327615833523,0.2399961344927336,0.13909712952265058,0.32099750849626124,0.43632598638418923,0.4872527253409025,0.2680814039392922,-0.07366306558536322,0.32924544514000675
Precentral_R,0.5840446485725551,0.5482769496769967,0.12416852632862176,0.04054252892115609,-0.05783567733043408,0.05393742500470228,0.71870265875707,0.18338734510173352,-0.3922754621612474,0.4787274942015288,0.41151003293105287,0.16320902323129646,0.11316567271312927,0.3208459649259322,0.1304966509466627,0.7863456668733324,0.5075107792400322,0.3114612780645845,0.6608056921118188,0.46316139072647594,0.5103204087590422,0.6202218432600418,0.8575889041686671,0.037956215266471915,0.2477372769566524,0.5825240210849894,0.7782535352479379,0.31027782581673796,0.7169637502962458,0.8076270724740036,0.19975304560320695,1.0,0.1434778042761649,0.405523164618128,0.8327211984943362,-0.19446752652370008,0.9110951164348481,0.4169416107897912,-0.06640868011673268,0.07807134766796842,-0.2626013197143573,0.19066885791850713,0.6784804885430442,0.2440434052790787,0.5123993498180848,0.7736488868187223,0.5418960187005831,0.1148613748385915,0.005304367292159276,0.5794393541173372,0.37668686624437997,0.5191803949864389,0.5388904514835197,0.4904265972154303,-0.2797694591982191,0.4476203353697956,0.4918077044856076,0.20378719680738616,0.27585432089205725,-0.10676743255291189,0.4222579158402958,0.6755665271089987,0.3905200858908878,0.5149734841881527,0.36505421055854104,0.9185504077476172,0.6379190364571391,0.19910079177178028,0.04193254389200174,0.6995060975510425,0.22683978316746517,0.02476235640000965,0.13090520144578208,0.789953425593577,0.7906601298311355,0.8602618624847432,-0.04327469055254277,0.030486755245722457,0.07595554864628551,0.14282939849237244,0.6476284602348364,-0.012015799836864396,-0.2721700350135853,0.1207183512316914,0.10967324132958524,0.768268891206624,0.592028266417612,0.051478379612916375,0.13889282571535239,0.46147221224117224,0.3175565826887827,0.5092235404836528,0.6447768975601835,0.5190553859880048,-0.07513102104973318,0.22765958043090304,0.41934513089080117,0.222978808565545,0.4001983465405985,0.3688650094786447,-0.15537955106903578,0.5928395475335638,0.25113562430941966,0.4533908103502811,0.11825580061579381,0.5804431085670324,0.14283145162735844,0.6698094456787534,0.26891188367991625,0.6747267970682382,0.6025153290240326,-0.061370606517945896,0.30994646904426015,0.2501470928200621,0.7947617703148022,0.375066781694476,0.39306685813364284,0.1603346823400634,0.8631903422563107,0.691172458288547,0.23583271668450045,0.7092929719967802,0.7953618557394257,0.28405699307621146,0.15845417434646195,0.6374972653391744,-0.10314069629757981,-0.3341242376227569,0.48741251477968667,0.39924179132205045,0.7702726340701668,0.44517919251625854,0.6105174895052015,0.662023126017767,0.07716168770678572
Vermis_6,0.16618376242484814,0.3711769125081179,0.3550735240193518,-0.27149545292296223,0.541256099936483,0.39146492313729864,0.4025370735757621,-0.11678897636583839,0.4742273789019883,0.608108030986096,0.14438807920312668,-0.49143591914197315,-0.1764647804595395,-0.3905555029077572,0.6519898604274714,0.018576961472161674,0.22465390593677406,0.5055564400257736,0.12916877879566835,-0.006730389477304897,0.25718708106153937,0.5795405727152083,0.1192725267692436,-0.06052366349330743,0.3560477510509508,-0.27350480206105177,0.1847696861762114,-0.3199473094378582,0.5366985632866764,0.25731473159749896,-0.11761845862111742,0.1434778042761649,1.0,0.17346204261783466,0.1386021479401327,0.3769911446127064,0.1288061682097694,0.4412605719067758,-0.1136835832214373,0.2621049908473282,0.41894539181126156,-0.18689176421473488,0.14119809409760484,0.36418369326538613,0.3895974410281475,0.2745107036846741,0.4699789973807842,0.6433125554052109,0.40462285674379905,0.18819419445731414,-0.0866181693608335,0.10990979873927992,0.12173032092020637,0.15150624087331024,0.2859534823938059,0.3166251368176369,0.16844627129403164,0.5731223590805544,-0.028008337325142324,-0.14112358550758064,0.40987524570098116,0.2861818730996739,0.5461177810696335,0.5310932327970965,-0.1094723032048719,0.1755416779816233,0.2081522351878725,0.16548348840401417,0.12312977363230203,0.136289692463235,0.012775610964205125,-0.03021224995694092,-0.4871909369032785,0.2068588069781857,0.4612721624575889,0.31535311528882454,0.06671709337903403,0.5607745774860485,-0.20636587902121042,0.3691490518061224,0.012723956867434178,0.1683007110908298,0.45823562584797417,0.17645025634047984,0.6335559226459687,0.3676654744053469,0.34794068183106286,-0.4337657690480472,0.7485953244578445,0.21491324085287675,0.5388020078726053,0.5309285616575175,0.6885003596019227,0.3278935010753386,0.44861517008419727,0.5645368843016656,-0.008729207148510764,0.522875866519227,-0.08344836260086344,0.40409637069059257,0.5431391804184954,-0.06803775440447478,0.10639961733423639,0.7357779847773234,0.741433950834717,0.2159362814957082,0.06903102007786117,0.14367552785318205,-0.08508457934768937,0.283008877387899,-0.06032028450515607,0.25064563252160216,-0.19887138274553032,-0.1807692881895177,0.08994754345343073,-0.006691629863579068,0.26050533659836167,-0.0392323746352682,0.28077932770122,-0.0008115659897961297,0.4101520280914012,0.22421417623198386,0.4455031679014924,0.2792365394430298,0.32342469738190577,0.5568904677439862,0.08444741190353468,0.25595745247121265,-0.11644730166792748,-0.45114820188596916,0.40054748842647636,-0.29638415516991456,0.16723846990676244,0.34334679486744996,0.43293332067512036
Thal_VPL_R,0.24849412951439812,0.3419562554790996,0.19793182624475744,-0.13060709112914504,0.3853739741615386,0.2296624716306835,0.4731261082351182,0.4165933476449468,0.18756104006304425,0.5246947051753095,0.40754788690195637,0.3455973471583211,-0.21600194533541958,0.42863191201892226,0.3346690355120758,0.4515647402473128,0.7672056709119099,0.4861661608629442,0.34760698634068893,0.032833511679546935,0.3574946700752609,0.47981442597783885,0.3195710004860451,0.48073700331735064,0.5123046025318074,0.29806390594940985,0.3465150639499125,-0.20483451084579132,0.475979100822592,0.4469556864533915,0.1730862162109093,0.405523164618128,0.17346204261783466,1.0,0.4618339320390158,0.2153822988282599,0.4344872849144444,0.23893823140980344,0.13331602844143156,0.2954631478005679,0.05708046907424127,0.09736082209083427,0.2571621629774371,0.5849377595749766,0.23813917296751325,0.37787924191472505,0.3723035991626654,0.23874672229801983,0.2602478617467013,0.6738759843984686,0.3034191211832794,0.4239128308924176,0.346441843816894,0.6632125835266834,0.21310664030354917,0.29691729516795157,0.4982977997327979,0.3574892942395285,0.40866601443108247,-0.0643164248608421,0.3337283327555603,0.6395352366507152,0.43596119876344475,0.5347288614129924,0.6266998381365083,0.46463841732618677,0.33481555375814226,0.6840321938613462,0.032476215996036284,0.4106070493229884,0.6292015459133209,-0.1692443316869041,0.08952443762796221,0.5721515933040663,0.3895646533834893,0.3677506946733492,0.38210500773242917,0.3711090436925998,0.47612620237490194,0.12112972953594142,0.5118248543198449,-0.06764787245840798,0.2789232444572045,0.20896972873517938,0.4025040206269247,0.5059259176642663,0.37427480745221486,0.05280384904795337,0.3904834346337706,0.4899624942911411,0.42797027313662434,0.48582974310023885,0.34285578490793184,0.37940667308406056,-0.0719020993281561,0.3258806168518449,0.21714459514094892,0.2681772410407571,0.3435957002754588,0.14718174394054495,0.23958194889466966,0.4617095237522261,0.4510445533433791,0.4489051472065772,0.3123770947400688,0.2364762557387062,0.5731452279384233,0.4449625839031606,0.4023037330579097,0.4320185672540806,0.24796851831513966,-0.03135561232717174,0.11347943269714857,-0.21054390351143282,0.5228176691022507,0.5838843374518043,0.07634341856445764,0.08291862166889237,0.47320270129014647,0.460628119008016,0.3736368890867249,0.5245217914546672,0.5770774744683371,0.1074471272196084,0.27345303612555427,0.5044865802802877,0.2641126669617284,0.03958314601287081,0.5166151678169695,0.28140871376084037,0.5261177334183408,0.3196337074231688,0.2628793018760502,0.4152443322641914,0.16685070806320743
Cingulate_Mid_L,0.5808405221849295,0.6721604836586899,0.20242330601819725,0.009574720829233658,0.19741578087495365,0.07227174812631428,0.7183817096283487,0.23366232135440623,-0.17745338826814985,0.4023832333936841,0.5017449708095223,0.20058261845116537,0.009919600840712289,0.40030812031259383,0.12474597255491535,0.6942798440609025,0.5116691945390092,0.24668736068378097,0.6382668606175581,0.3212345106489256,0.6580817996720438,0.607183783687642,0.760875809489636,0.056487992856503175,0.32542182516351364,0.551744588126146,0.6478481843749129,0.2844350044344728,0.6646764395357475,0.8909693834164895,0.314138719533513,0.8327211984943362,0.1386021479401327,0.4618339320390158,1.0,-0.08446327419770434,0.816710949477801,0.28101600753975564,-0.0016639214463939121,0.11929057544382284,-0.18350483774186196,0.22485657422409697,0.6737922302875705,0.3180424980768311,0.48038086413938835,0.7931280718814081,0.49376577456459714,0.13239384042421024,-0.07502284334002515,0.5860979952969098,0.23021702340965813,0.48209372031163134,0.3716587578724572,0.4869944962556392,-0.06432916288092276,0.27217647903036624,0.6098170361127969,0.2922731653106563,0.3619058595902276,-0.19938275928533622,0.571675567105915,0.6476884491737266,0.3754295337469539,0.5608218063589019,0.4118846632894622,0.8140181511425023,0.7399026131732632,0.24243783908834027,-0.0278716817712993,0.6211631290653415,0.29812520442848806,-0.07865088039896788,-0.019393128970183197,0.7262429847339008,0.7229023621371827,0.8345611953770795,0.07083082176673795,0.22695351612602477,0.09719655583626087,0.0630084729704285,0.5811587320078034,-0.16607420445405052,-0.17971848363560444,0.022448249158624017,0.27451493999374027,0.7591011621547306,0.4983230439766947,0.12492280916567322,0.15413658137083075,0.36685869541553506,0.3177033535201339,0.5648267548504029,0.6185401424063861,0.5918897987455443,-0.14203313027862302,0.22837376013012248,0.5083355460888315,0.18455483699476138,0.33026739083864,0.1873709977893209,0.027042291212347757,0.6490936201525292,0.2820088874794888,0.49015264461271213,0.22083063563735036,0.5210930347388132,0.2133924572197991,0.6492983641576148,0.1451151311714048,0.6653138659149661,0.4795431164173953,-0.12407544695642625,0.3049997286570733,0.2566840545043936,0.6988100180780015,0.3915835481847871,0.25386645770985583,0.11724175227509517,0.7830209325611635,0.5338970187433106,0.20749505388329537,0.6562248565621827,0.7342886989304477,0.174754817311796,0.12741693946391214,0.6383828531427054,0.1630318947854221,-0.1282888495488601,0.4377244813050199,0.35721464813347503,0.7650791644205905,0.3529069156573815,0.5453045359330192,0.5709603920601657,0.24219840209108717
