,Vermis_1_2,Parietal_Inf_L,Thal_AV_R,Frontal_Med_Orb_L,Cerebellum_8_R,Thal_PuI_L,Paracentral_Lobule_R,Red_N_L,Cerebellum_9_R,Fusiform_L,Cerebellum_3_L,VTA_R,Thal_Re_L,SN_pc_R,Raphe_D,Frontal_Inf_Tri_L,Thal_VL_L,Thal_PuI_R,Pallidum_L,Cerebellum_7b_L,Postcentral_L,Lingual_L,SupraMarginal_R,Olfactory_R,Rolandic_Oper_R,Thal_VPL_L,Parietal_Inf_R,Thal_MGN_R,Precuneus_L,Cingulate_Mid_R,Amygdala_R,Precentral_R,Vermis_6,Thal_VPL_R,Cingulate_Mid_L,Cerebellum_Crus1_L,Paracentral_Lobule_L,Thal_PuA_R,SN_pc_L,Temporal_Pole_Sup_R,Temporal_Pole_Mid_R,Red_N_R,Cerebellum_3_R,Hippocampus_R,Cuneus_L,Frontal_Mid_2_L,Angular_R,Thal_LGN_L,Amygdala_L,Insula_R,Thal_LP_L,Thal_PuM_R,Temporal_Pole_Sup_L,Thal_MDm_L,Vermis_8,Cerebellum_Crus2_L,Vermis_3,Occipital_Mid_L,Thal_VA_L,OFCant_R,SupraMarginal_L,Thal_VL_R,Occipital_Sup_R,Calcarine_L,Caudate_R,Postcentral_R,Precentral_L,N_Acc_L,Rectus_L,Cerebellum_10_L,N_Acc_R,OFCpost_R,OFCant_L,ACC_sup_L,Supp_Motor_Area_R,Supp_Motor_Area_L,Vermis_7,Temporal_Mid_R,Olfactory_L,Thal_LGN_R,Frontal_Inf_Tri_R,ACC_sub_R,Thal_PuL_R,Thal_LP_R,Cerebellum_9_L,Cerebellum_4_5_L,Parietal_Sup_R,VTA_L,Cerebellum_6_L,Frontal_Sup_Medial_L,Temporal_Sup_R,Calcarine_R,Fusiform_R,Vermis_10,OFCmed_R,Occipital_Mid_R,Thal_AV_L,Occipital_Sup_L,Thal_IL_R,Temporal_Inf_L,Occipital_Inf_R,Rolandic_Oper_L,Heschl_L,Lingual_R,Cerebellum_Crus1_R,Cingulate_Post_L,SN_pr_L,Frontal_Inf_Oper_L,OFCpost_L,Frontal_Mid_2_R,Hippocampus_L,Rectus_R,Thal_PuL_L,ParaHippocampal_R,Putamen_R,Thal_MDm_R,Pallidum_R,Temporal_Pole_Mid_L,Frontal_Sup_2_L,ACC_pre_L,Temporal_Mid_L,Caudate_L,Vermis_4_5,Thal_MGN_L,Cerebellum_8_L,Precuneus_R,OFClat_L,Cerebellum_10_R,Thal_MDl_L,Thal_MDl_R,Cerebellum_4_5_R,ACC_pre_R,Cingulate_Post_R,Cuneus_R,Cerebellum_Crus2_R
Vermis_1_2,1.0,0.3726466656478422,0.05796507416377102,-0.050170072608688776,0.08467533212238974,0.11862865871549222,0.4163413156500295,0.2872299138167745,-0.10192383583459144,0.3460867357372184,0.4497096900671868,0.0631188942365383,0.04495729394414476,0.17315522566243605,0.24149409777019046,0.5168762699251903,0.34421726966941346,0.27379901737953216,0.49492653348704435,0.38940604320819305,0.3958320835115818,0.3392776370090017,0.5622963273489328,0.14199970740271606,0.4007643823761953,0.34400433043024914,0.4095361510926395,0.14271252452023467,0.4511399988380328,0.5234726336272507,0.23214215991885345,0.5840446485725551,0.16618376242484814,0.24849412951439812,0.5808405221849295,-0.24925083812752072,0.566836346143242,0.2927514626561505,0.010590938897350018,0.2096183175958968,0.08619089082207278,0.1385137636745789,0.6341998448602593,0.3492937161981322,0.1496131359464692,0.5626913363750454,0.24132548949850338,0.2754901320701023,0.04308311358006614,0.4360919050005923,0.3476636461425225,0.172314212390897,0.3466960907185923,0.3421129354806854,-0.23811535152428434,0.21981234244245176,0.5054504216087843,0.04230573452001874,0.27380236736270086,-0.051136451988717704,0.36191828366095274,0.47404699681773294,0.13165341918231344,0.27035789011538974,0.16309739835240264,0.535607742508151,0.44306145874843655,0.24015542243588517,0.12505521782907558,0.5352836589516199,0.25764371097030525,0.036859633769790776,0.08404974572041811,0.5621089196275788,0.5470482808330948,0.5967252303522272,-0.2166605643366811,0.03227206277010433,0.13070270263754896,0.16063516760152058,0.5452596830325114,0.13358639521187918,-0.11497445610259154,0.006062171997669725,0.21503002216256484,0.5857394228057128,0.2752246384111582,-0.09454056130722872,0.08698148031331777,0.4407580196961809,0.34793683600736713,0.27328512313081155,0.5005232385059467,0.5550703674316261,0.04772454372276968,0.02332760411709302,0.3032863055017718,0.0856995402693119,0.25054193629144916,0.15550429425102233,-0.21874424677017007,0.41421778430891465,0.21052626782572453,0.35852747692959736,0.023299137184028144,0.5337370711223589,0.1913885513042833,0.5739489936687077,0.22029042327549186,0.518973121858672,0.49227056858292173,0.07176497852875187,0.13792573173692926,0.08493484968264363,0.5785134666707623,0.13470560483911287,0.32733896746621843,0.11840622562447416,0.6271103148399451,0.5125274023387411,0.12207161434122103,0.5584278633613615,0.5038156969055712,0.2133456033486993,0.005943987776129874,0.4098183309202564,0.023608918344042728,0.10032260514702293,0.37621817392635465,0.07025173361137488,0.6210110433085058,0.30701134933235036,0.5429748193675042,0.28338484819001336,0.22044352471549686
Parietal_Inf_L,0.3726466656478422,1.0,0.32873261711369,-0.09409829008042829,0.3274500781363866,0.07567968652261431,0.7216972917202074,0.1012303485046052,-0.06587019852565441,0.28314418902044597,0.26356256002934675,-0.030183976572053205,-0.1497659059942038,0.07202752775627067,0.31894953289691164,0.3507002771012222,0.36706689399323333,0.2255929274480884,0.5135463753201078,0.327303661430434,0.8642222555512318,0.5530559488586122,0.43340866256435406,-0.08139000590743276,0.35809110754809187,0.21781735787550596,0.4068679683861778,0.13919204914152145,0.7824598530748474,0.6256965142653755,0.31501808497690464,0.5482769496769967,0.3711769125081179,0.3419562554790996,0.6721604836586899,-0.08091899157754699,0.5959033948082325,0.24876370412374646,-0.17117607111746305,0.31175605550178914,0.19907564877568437,0.05382343886240304,0.5082254966127664,0.3645685777935887,0.5973800547931467,0.718330103049094,0.5418000651392296,0.1982309467265401,-0.07861664819083836,0.37235607976060064,-0.17059372043536372,0.42525497060198747,0.06189301492185317,0.3583787414066508,-0.08962183656881283,0.2907500238594074,0.40066487419056523,0.6451688011334844,0.23990113466074614,0.030911614784285,0.7894465111468286,0.3739309739646803,0.5579281773579021,0.5086432041844655,0.22441593742128263,0.5713555400668662,0.8211725476581452,0.1633009754633008,-0.0950873974694035,0.2561885834871077,0.20023808754300948,-0.12249400736629167,-0.33657381102504874,0.5192559192563552,0.614421235940619,0.6340626416925647,0.027500873045256505,0.48111752273320463,-0.1755418327519231,0.10524732501726804,0.35447674122613704,-0.13099405679189977,0.05457589984048324,-0.12744621138267817,0.22390909366744433,0.5959164894432827,0.5101396027036855,-0.0193539024274895,0.22326669362529844,0.39818372659430207,0.47910694298886863,0.6568159562706187,0.6418673041975794,0.4254735077521394,0.10274405099948096,0.4619613012632719,0.3396365177266892,0.5028769613604068,0.10801596891183858,0.07275843839549563,0.28009433592511657,0.43614791668855935,0.05465871044160323,0.6075871310061499,0.4449267594799201,0.5888409259301489,0.15735591420698336,0.3890674631699805,-0.11877362504344259,0.6734756659376699,0.02907144295182438,-0.015599855993498255,-0.1087027957581571,0.1689988480563709,0.3831727083523523,0.28986296744661744,0.14213001246662207,-0.01817704096579857,0.5939634887274472,0.3147541523350281,0.12887503880444542,0.34938267483896124,0.609040446304724,0.21202727917161898,0.17074227578476267,0.7494779999459641,0.09965085010053384,0.07322343869019421,0.027889119637832503,0.008981796631065308,0.6727141348429091,0.13579735670045348,0.5045302253750995,0.6296147814562688,0.3498723784287051
Thal_AV_R,0.05796507416377102,0.32873261711369,1.0,0.0021655886290899615,0.3034774770797323,0.23195495831773705,0.13909775594874368,0.11073421605224902,0.1489564012480725,0.18202279351006512,0.06490355268318332,-0.24766775160471427,-0.4589008219037743,-0.17600728800838256,0.40364800853065197,-0.05289412076559504,0.14703768671088216,-0.003753118646693856,0.06589822780017517,0.0082649012665298,0.19579344949078745,0.20631539605703017,0.2153819711593018,-0.02034696472033561,-0.02709897658108419,0.10962651387290909,0.2702367163424601,-0.05863419657638331,0.37795171715922915,0.2425026227945501,0.04420933958024803,0.12416852632862176,0.3550735240193518,0.19793182624475744,0.20242330601819725,0.20970827343805623,0.1267239200289306,-0.03459537439254942,-0.32435676793971213,-0.023719161242825065,0.042867202161574816,0.03427487174206548,0.017595297106661394,0.08396987156474976,0.35014066985664616,0.04527267556732577,0.46852312974419186,0.3456641640368584,0.22693124749186433,0.09772051692178023,-0.25145516543597757,0.4196670040097471,-0.025827463070409874,-0.04122571020423871,0.2361409860345443,0.2097856833054648,0.12363158430603077,0.4294808029347237,0.046453196322035054,-0.18402722525956078,0.31497148536671044,0.08018105023351048,0.5100938392597648,0.3081641158921932,0.2673858486405227,0.28860886642239136,0.14523376217968414,0.08300630714359741,0.031088897631047364,0.0015543690060617896,0.34576242255532996,-0.39061352607705396,-0.3893023762883862,0.12942493846692213,0.1057386985637256,0.1285234526909023,0.20183646656951115,0.330768982112896,-0.2769924934956472,-0.3041453023789214,-0.15343738857676922,-0.24638881200821985,0.21098445147444153,0.1476082206446446,0.2367696193352687,0.10245954706658499,0.40332689171254105,-0.029773675150858128,0.3814524599920937,0.22743682086137038,0.1636838400083214,0.3496431016403144,0.23998095236827396,0.04622984583988219,0.08481170155375761,0.5411812276189274,0.03425026648947368,0.44600818187181596,-0.07166519595530023,0.06595663966023714,0.3812791500888366,0.15953510640965307,0.22404592749254712,0.28589812878865284,0.381235563051176,0.11320355826062783,0.18495345843809952,0.10940748751310085,-0.06744036550385653,0.13888114744375202,-0.06963154586479908,-0.16789649526386968,-0.057653368495894135,0.056823103469667825,-0.04267099581344429,0.37150496873360633,-0.15496279982995165,0.09844302927798629,0.16397113102813612,0.08997093698663992,0.1861857127841944,0.08707424605013249,0.21047120770914227,0.0990469034437925,0.2501772430001236,0.36035609902094223,0.26195997023008627,0.06499651946703142,-0.033747597364169546,0.04092583627208906,0.20140831415898344,-0.06973428115735732,-0.011989056614955699,0.247402210485342,0.12525866778643635
Frontal_Med_Orb_L,-0.050170072608688776,-0.09409829008042829,0.0021655886290899615,1.0,-0.13913432730130193,-0.010828752400019915,-0.17116504766321794,0.017656355212256263,-0.07892025417957423,-0.16930236560359274,0.014130039429689153,0.09269984481666406,0.04982740204819865,0.12267984929408206,-0.2567998727397339,0.03636616922767905,-0.0546563052067029,-0.34907118652664193,-0.06728828274371837,0.2297446326624013,-0.1277551517836862,-0.0859589543750242,0.13912381344937197,0.023028516024101803,-0.20668737160152825,0.23222751300112396,0.019013917489615655,0.3082202423344736,-0.13469557971828905,0.02305160434970227,0.178620216215728,0.04054252892115609,-0.27149545292296223,-0.13060709112914504,0.009574720829233658,-0.09983368612961518,-0.010207724995317753,-0.2102712465273362,-0.0457508738928809,0.11158670448966462,-0.18339641565289172,0.1019562541239723,0.058741659329549785,-0.1658060261438489,-0.0006235037476329816,-0.07443274171510054,-0.07507527405034316,-0.19197914191561075,-0.01713563666790898,-0.08690385702123185,0.05617065039039807,0.09599819303001915,0.12322999185574758,-0.15357831601880467,-0.0479149487787821,0.10407546684228501,0.03998369131173732,-0.14919903124677306,0.10627346466611538,0.16935565674366276,-0.18426087789169954,-0.1044735951260823,-0.13840964947260972,-0.10224279116396255,0.16351083242037187,-0.00451137792035295,-0.07672601195587475,-0.2640104044770037,0.22772426342674248,-0.0015084109819800298,-0.052308746233941376,0.17085891765823158,0.3800168437765171,-0.009735266591682742,-0.17522975973976607,-0.08038591391308794,0.035945675609809574,-0.09647545904336072,0.08601776052382128,-0.266205188280912,0.08173680264834363,-0.016120237916655754,-0.01855724609096318,0.13527985462776101,-0.13416482500450216,-0.05072802291554352,-0.095610303781,0.22445160751424842,-0.1812655345491479,0.1135121116835325,-0.029064384100428425,-0.06042820918234991,-0.12889103206314995,-0.14406926156626862,-0.14745790300905276,-0.1439826268763719,0.1362854663454589,-0.16463472006835683,0.1497585008373615,-0.12544773464160586,-0.1813946597259388,0.08676396403648708,0.008012945513868506,-0.17997326352773443,-0.19335714054005215,-0.04237608404716647,-0.2279316232293477,-0.2137322611765374,0.20903882358197057,0.14927207994015193,0.18094602167727256,0.02352325552694324,0.22263862601203926,0.320558696119289,-0.08718994472337105,0.02893269142031631,-0.17112547316620727,0.1848737545355465,-0.047655439899311924,0.21788429646251592,-0.1619596490572358,-0.05637456065934035,-0.10571694536542549,-0.023399095415663602,0.10670212343089981,-0.1677765376393451,-0.2074316930823683,-0.018045725165104748,-0.08275914059626155,0.1892492555149641,-0.09341494073024997,0.3377578973153649,-0.017932259551056814,-0.056204645717136854,-0.21278173458009264
Cerebellum_8_R,0.08467533212238974,0.3274500781363866,0.3034774770797323,-0.13913432730130193,1.0,0.4116856031792625,0.20035091960697213,0.15028063420795632,0.7881836862479558,0.4397228276940223,0.40467634730424423,-0.05890691715372648,-0.15958458602776987,0.07955208335712655,0.28827042353344184,0.13706554087973638,0.4257520787873198,0.336142987666367,0.022097699062433925,-0.16703890352390446,0.3590045202515558,0.5481841730108615,-0.07100076837058608,0.3262954482708702,0.5981806929364755,-0.015600112517815725,-0.14867396612959496,-0.26512956468602206,0.22838286968215546,0.21505969016230142,0.29049739542873665,-0.05783567733043408,0.541256099936483,0.3853739741615386,0.19741578087495365,0.6295378246369442,-0.05468756782878013,-0.16060917144863238,0.17900909584666072,0.5308022020878536,0.4589348809048027,-0.025607764798879978,0.22117736866042936,0.6250589326455008,0.15557744239097726,0.32063702422428536,0.15746438322296363,0.46026510952968713,0.3209627064971622,0.41639242104049284,-0.02706737920394182,0.1368921457527106,0.08424391230115708,0.1529833364756065,0.6376841605689002,0.07675855390834654,0.5473337439187741,0.4611936168557522,0.3281380419243431,0.010580072922671206,0.4861501433013301,0.30652928207355484,0.3079681948837409,0.6643251858985986,0.22814078227154466,-0.020518019504882593,0.2652337868830727,0.4458158499077463,0.04737793617229024,0.17131982839998702,0.3177452435102234,-0.10055360067315444,-0.21006442802767214,0.237237687421901,0.14543184142462914,0.08573438543019149,0.48090908668874377,0.8041310103935284,0.1802649476077065,0.16474066878237723,0.17598897803781943,-0.1333085133015252,0.6396638953029731,0.13396889583196958,0.8094373621022533,0.3789366590900608,-0.05044972384178277,-0.05147748562988335,0.6314605479730786,0.30910748397103627,0.6140316012008076,0.6277863913827884,0.4668023777979688,0.43860591785092684,0.0754569955902214,0.3158323905698907,0.1783923931878278,0.2360584288396336,-0.11040592164669435,0.1069899534247212,0.7370065102126941,0.3095418214530098,0.45056787537987913,0.6990020053317784,0.6960998108449471,0.0891084848963371,0.4039656562064674,0.18112849399171757,0.11490369316273859,0.44860432957468843,-0.017537777929885284,-0.004324728500731278,-0.015756501296761344,-0.06906817253035125,0.03466663013673513,0.11688964687867259,-0.19664650370737335,0.06732817530978497,0.17290445072140223,0.11140736149121158,0.4057407121008565,0.20377912777474375,0.3726279540977169,-0.0016435902713375495,0.4434819103626553,0.36602015370962027,0.40317848023779673,0.5552831705005556,-0.009920656385391522,-0.14975568052698165,0.42144208377568604,0.02622804679806603,0.07773858814998555,0.08411184709547653,0.564013642739166
Thal_PuI_L,0.11862865871549222,0.07567968652261431,0.23195495831773705,-0.010828752400019915,0.4116856031792625,1.0,0.14240546770538623,-0.023727031134547612,0.3378899828263157,0.247253015255127,0.5108610840008917,-0.16635180351229134,-0.1123072827645795,0.025672213632390757,0.37965604938180647,0.2293883456730093,0.21703754345071474,0.371548156035543,0.18673540848895082,-0.2746807502105358,0.06812856621575047,0.36711098994449587,0.24900282412972652,0.16653695736780663,0.29392479738305105,0.20164036684505154,0.11669794572032191,-0.15530165334342574,0.20975108438699333,0.13005999605076093,0.1263022247638434,0.05393742500470228,0.39146492313729864,0.2296624716306835,0.07227174812631428,0.1553261179493172,-0.029549492846335543,0.1641256968840027,0.31781747404675814,0.40605739843079636,0.29845199601107814,0.19076453677110097,0.1812878758707161,0.2861521473993,0.1785426520755435,0.16274098117879293,0.2922606666977788,0.5636070429582226,0.30048643061453295,0.1278411604802018,0.33458897565062734,0.008714808031115906,0.3845799986692467,0.22322055835253699,0.09819775911766729,-0.15598364468254208,0.38426364836220345,0.15512976163075481,0.04237134815396957,-0.2714572230223013,-0.012851571069359318,0.3065116933913546,0.2599536886235806,0.39494869441794284,0.1922625456409228,0.14648386939442712,0.09760020852619754,0.2168262349636831,0.5365559445476409,0.39198591433752483,0.1531578244070448,0.10601281437062658,0.06049629773267349,0.30021113229664803,0.17339390294646836,0.1769108024807792,0.09096606955356772,0.4705172426481006,0.2117267615935918,0.32326772116580715,0.1653244715128736,0.1732918696684138,0.5665522201677896,0.30906694688915365,0.5982996425160148,0.4302610878251448,0.12251994268437752,-0.16134899779281958,0.25361071814473846,0.3044062962514292,0.3688951916099482,0.2988454444066735,0.4012830868874649,0.38039379186496863,0.2653406069203807,0.2620298143517105,0.014037645467640303,0.19483845177486003,0.24854790995193266,0.23843243392396055,0.35787231017753435,0.06122884629878944,0.3973687019772299,0.4302279534321805,0.3527647019737817,0.2301197501606948,0.07976355580810841,0.314673261768345,0.3967756533502851,0.2776157496446909,0.1539406364528416,0.3219749870252666,0.43954291855900823,0.08281878442753333,0.15480997120479215,0.05344094326211352,0.2699174948331415,0.3316606117573625,0.29836716972091226,0.2681166134438149,0.25501690401986127,0.3518992461966655,0.25670461927542143,-0.21317600594525557,-0.037385549906960455,0.2874208785561904,0.20324306351613552,0.35571629353011164,0.13772450640859496,-0.23274970996281286,0.3540622876536006,0.19282899763391695,0.25808664215595983,0.177780841759614,0.3946564400466426
Paracentral_Lobule_R,0.4163413156500295,0.7216972917202074,0.13909775594874368,-0.17116504766321794,0.20035091960697213,0.14240546770538623,1.0,0.1275945332307437,-0.14648509613622937,0.5773834363994028,0.473200266710047,0.12374524583093055,-0.12423119124396373,0.22589049929660587,0.2544655886646089,0.5507581830345694,0.5343197847936579,0.4874123123641815,0.46900619051219317,0.1450195276563625,0.7162263482569957,0.6546771298989237,0.507640702940896,0.08090875402213307,0.3919691026231782,0.21518345786828624,0.5544223282778676,-0.07738650791498147,0.7608421068847426,0.6855409336305291,0.10502776575917605,0.71870265875707,0.4025370735757621,0.4731261082351182,0.7183817096283487,-0.07321030266619474,0.7334932894780509,0.4958047359059802,-0.035547358486356914,0.23651979657288713,0.08612903696453199,-0.09302269531548339,0.47550304530021714,0.41690653932259214,0.4826458981017922,0.7702014411874069,0.5391786791205906,0.2686061203467094,-0.01970076089160682,0.537868958870966,0.25468702564671375,0.40411932838287234,0.3164400587233631,0.46122877498867854,-0.11891054404386922,0.28411160564209237,0.42189112697602515,0.43560261802048755,0.3126699700954756,-0.21032465851485466,0.527729605029656,0.6515365331259446,0.479358504410246,0.5475342562845775,0.31834259450316044,0.6823840745170403,0.7768776261952002,0.3302234018364667,0.07761358656500175,0.4581384186803176,0.21314571627168144,-0.05338488807477102,-0.08240835953532713,0.6341745358076313,0.8564802023509217,0.8583879573260551,0.03656046463763141,0.3738204961832143,0.09978006266140407,0.3112662476003754,0.47352050872933876,0.0806414953202073,-0.001012584852874477,0.032778216503496174,0.3297343809129502,0.7645848129401458,0.555972648530441,-0.16192069139992557,0.27151790691310296,0.31818397217252714,0.3929774697651557,0.5952405699636868,0.7147078062034762,0.5067321811945161,0.10078665971785397,0.3403994167808761,0.4092652318058794,0.27134140103033066,0.2131040628809027,0.30209404370081283,0.1559410870275874,0.35238531725520417,0.159036485824031,0.5709453820863779,0.4622534169447557,0.5483852792308103,0.2301963196283809,0.5183120631405839,0.1829689022921354,0.5828616329215534,0.27499370007375457,0.11004383308728027,0.07855572465200612,-0.08007719685162322,0.5385870393388963,0.371394650572977,0.30023569636986175,0.05235347539644604,0.7542761578132314,0.37302025015972134,0.2759300130082294,0.6989687259978259,0.7522560468302372,0.11178906864931094,0.03729793008893331,0.7881473709085158,0.12427597108786187,-0.10075963824787998,0.2637801838531795,0.1320650113157034,0.7226039625941287,0.17448519900810314,0.5407530801645337,0.6785244916639214,0.300790015994597
Red_N_L,0.2872299138167745,0.1012303485046052,0.11073421605224902,0.017656355212256263,0.15028063420795632,-0.023727031134547612,0.1275945332307437,1.0,0.06393328203572453,0.12287660137877593,0.4004590343108163,0.23466199598393223,-0.11612774748367344,0.229297592918468,0.08526666808246508,0.296670352900986,0.41239767901274493,0.12046102489360726,0.23732785036597426,0.032723459462363186,0.23817047205752837,0.11455721733541126,0.17350079477345806,0.48630631773871347,0.42420244157098363,0.1977442258678126,0.08454625342910334,0.044627035569367056,0.09699866789396103,0.089069576703167,0.44113426521896915,0.18338734510173352,-0.11678897636583839,0.4165933476449468,0.23366232135440623,-0.01698263210440203,0.20562213755591038,-0.08258358281789338,0.06528756988608063,0.149011384852518,0.01986513910714531,0.17576749784158502,0.3019452426158887,0.49295103601113244,-0.09501385932621642,0.18603050340264662,0.05896247405926369,0.1262098580066538,-0.0689687502045586,0.44912794065720735,0.09683812491113669,0.17306106708654695,0.035735391590985585,0.32297969874007243,0.018187630198047536,0.11220424799198193,0.36039425918866286,-0.022492308707999516,0.2842814769536175,-0.10180173992988344,0.12031642476122428,0.21755049893252842,0.09143385254146154,0.17632131410857696,0.1834734574799701,0.20012730466986,0.2050972179044552,0.3967336349342028,-0.0092094167334712,0.1333241967265146,0.6302023791758694,-0.25831495340754324,0.17801267429697573,0.12809443412654606,0.0544141052655977,0.12562074822919764,0.01132575467936949,0.1264557987988261,0.3831146469244256,-0.12138720337514203,0.4302256233096179,-0.02392782028256344,-0.16262007087877328,-0.19888437637847017,0.15196150666078723,0.26011090376078133,0.04578981368069256,0.13746464606332728,0.06927083928842985,0.18318082737130859,0.15571838142811154,0.1849837356518284,0.1082151651724991,0.34184580592388325,-0.10340150512438633,0.02560993119340314,0.1609947639024256,-0.027432938887369362,-0.07968261881023408,-0.06970042378181343,0.004442783727105414,0.4155800152584105,0.3249546741274239,0.11881014335821757,0.0889281820370896,0.13335755752478867,0.4549185599360436,0.36790012114125265,0.28404707802913753,0.18232325131914962,0.2898492538542235,-0.07512232327241115,0.006070310355785458,0.10694673667881774,0.28913331745515686,0.2699205888230507,-0.12447740481038674,0.1740995914861905,0.17991683282044182,0.27082922711623697,0.0007409641374503081,0.31052259131333787,0.20494402313675128,0.0014871979613975263,0.0627701034682396,0.18429367304638555,0.1333670487177937,0.05981096960858055,0.4309458726455613,0.2572548220307032,0.31740828045902375,0.1944950627825763,0.06047674161814474,0.07883756621423677,0.16376921873969102
Cerebellum_9_R,-0.10192383583459144,-0.06587019852565441,0.1489564012480725,-0.07892025417957423,0.7881836862479558,0.3378899828263157,-0.14648509613622937,0.06393328203572453,1.0,0.31263686088475556,0.1327936970942677,-0.10809171559507845,-0.04843131474474512,-0.07643448190069142,0.2788037647724072,-0.18148859249089389,0.2176930850410199,0.20071104294116446,-0.21066127056754905,-0.259193404034634,-0.03223753584543069,0.20174058823504984,-0.3810009173806464,0.3251488578597845,0.40910042706034633,-0.23271381138538252,-0.39971242527272616,-0.36602337055557327,-0.06535787837778893,-0.10401093065761323,0.11228278498915754,-0.3922754621612474,0.4742273789019883,0.18756104006304425,-0.17745338826814985,0.668540112007073,-0.39348331549623494,-0.17778044461928943,0.22798515782952952,0.40067683228869644,0.45329466246645506,-0.02602850993396103,-0.06402817603028364,0.4894364805629871,-0.1624239685121758,-0.05115389529642493,-0.1401081271282833,0.403856041773422,0.3151953104761225,0.1673162691500403,-0.06362111753760759,-0.14376429175173636,-0.08545042655644078,0.015537649791462667,0.6574270723684689,-0.019691973502730734,0.34377327124966883,0.20832358386484012,0.22815356384320945,0.1330035661774935,0.20083471858655755,0.08668626046242463,0.059524746040057634,0.3254283697139248,0.052652289731823065,-0.379494804975467,-0.1258882338458586,0.31048394037136723,0.01416377146675125,-0.07703987733484403,0.1644397336128174,0.012662524278914839,-0.11110219286062341,-0.0745511288459203,-0.10202512503376927,-0.2570827791896094,0.3963381926738838,0.5499814444876928,0.1770301868861815,0.15577072491922267,-0.042234349742059155,0.028582491969059248,0.682568772755139,0.23191559170268278,0.7147353474557702,0.022941704245613346,-0.28814166335419295,-0.049593242185678926,0.5634904891974502,0.13993372586580832,0.45056030759598553,0.23480255738581554,0.20024740313055503,0.2671767329402073,0.1824979560359477,0.10273086355419075,0.011294002446947254,0.056982555277768965,-0.1338614165648643,0.05799518311186687,0.5302495276683066,-0.030619562476169683,0.2491340825300982,0.4124797972206611,0.43378702502180566,-0.23015441924285263,0.256134090590625,-0.14240362192180483,0.028177295097836622,0.09465593493738812,-0.08197327381183472,0.10936793501654692,-0.13057186206911822,-0.16759533106624994,-0.1728548894456631,-0.05136241763831032,-0.1873272536714799,-0.1490809790598678,-0.1748160660068368,-0.1090668489024934,0.28304911387731724,-0.06274919323231082,0.05046511018316739,0.11714060266881342,0.3548103075495576,0.010426659164585185,0.3123137548157638,0.6995562407295141,-0.13456571138016385,-0.2682019220470786,0.04131670470065567,-0.20321200943302503,-0.2316154060266533,-0.25487630840871733,0.41757507846081954
Fusiform_L,0.3460867357372184,0.28314418902044597,0.18202279351006512,-0.16930236560359274,0.4397228276940223,0.247253015255127,0.5773834363994028,0.12287660137877593,0.31263686088475556,1.0,0.3150432542307596,0.01542116806324381,-0.06611092270602387,0.051134967809374356,0.42185839281218634,0.4713014657189462,0.5761781505547979,0.6958575448021995,0.1672205079596527,0.0908428591156857,0.18650197142048236,0.6865488754482325,0.34772319338568203,0.3703523112994445,0.434825166213555,0.054009484918308426,0.5304882480947309,-0.3572360015968166,0.6072996041547566,0.4883203152241363,-0.131660638593238,0.4787274942015288,0.608108030986096,0.5246947051753095,0.4023832333936841,0.3883270133669899,0.4667975703503407,0.4363918304339027,0.020961509206357372,0.1839263840204104,0.08559368686188339,-0.19039148094694713,0.20662905145045887,0.5493717344574425,0.400532453902376,0.42443736672204957,0.5398824847794323,0.4842886545566531,0.5806880834116861,0.6269055302267649,0.3995720499875819,0.3737833741702694,0.5709037214558935,0.33342230099522074,0.31915563619699144,0.4371951315616216,0.37425746603552207,0.5037767235818746,0.15822284248565513,-0.13537417768254945,0.4594465073192973,0.5965603080406903,0.5876138611168431,0.6508642377461672,0.2266936828243534,0.5012461962275883,0.18692922461200573,0.5925984625864673,0.11283439069709857,0.491146208503959,0.33292787664610973,-0.052987125758198986,0.01622419706313316,0.5136376929782904,0.6127052436666727,0.48373361572116014,0.29273025887307735,0.3110951715739772,0.2922439056223075,0.3468260699610213,0.3054699892806424,0.03328248090055433,0.27342109859766484,0.34135853688526374,0.615806184226684,0.5853140424688584,0.5271558334500591,-0.29868500491538447,0.7755437808336056,0.4462293220177883,0.4582350374545773,0.5619598567712212,0.6360256688113718,0.4611231683909393,0.10163491559265665,0.46516669545267897,0.10374276382374681,0.44095913699793304,0.11082389889258748,0.6453061677823523,0.26135080538129823,0.31144453987886206,0.4497408257257858,0.6460220758000642,0.5095800764249088,0.22744750149753534,0.46026000423773744,0.4478825477445832,0.4175531982001966,0.4023607781538175,0.4739780620175792,-0.01717630794534279,0.012839739096017596,-0.33704871954553056,0.45579287977003197,0.31746820761745154,0.18856891647137444,-0.016253401995846063,0.6054232542247077,0.35035782693123957,0.7605951454859011,0.5919707771264742,0.721121024702361,0.3879383426314032,0.4275235309321107,0.6545511657252334,0.11074345326410066,-0.00493716433353765,0.38000812591914485,0.03528264422954869,0.5494769429985911,0.04062188110517734,0.2865757256368632,0.5688080269474104,0.1520495840420389
