,SN_pr_R,Thal_MGN_L,Thal_PuL_L,OFCant_R,Temporal_Sup_L,Cuneus_L,Precentral_L,Thal_VL_L,Frontal_Med_Orb_R,Pallidum_L,Olfactory_L,Thal_Re_L,SN_pc_L,Amygdala_R,Fusiform_R,Thal_PuA_L,Vermis_10,Precuneus_R,Cerebellum_6_L,Parietal_Sup_L,Cerebellum_4_5_L,Angular_L,Paracentral_Lobule_L,Insula_L,Temporal_Mid_R,Occipital_Mid_L,Vermis_8,Olfactory_R,SN_pc_R,Occipital_Inf_L,OFClat_L,SupraMarginal_R,N_Acc_R,Occipital_Sup_L,Cerebellum_9_L,Frontal_Sup_2_L,Thal_MDm_L,Frontal_Inf_Orb_2_R,Thal_PuA_R,ACC_sub_L,VTA_R,Cerebellum_7b_R,Thal_PuL_R,Hippocampus_R,OFCmed_R,Lingual_L,Thal_VL_R,Thal_LGN_R,Cingulate_Post_R,ACC_sup_R,Temporal_Pole_Sup_R,Frontal_Mid_2_L,Cerebellum_Crus2_L,Supp_Motor_Area_R,Heschl_R,N_Acc_L,Occipital_Sup_R,Putamen_L,OFCant_L,Vermis_1_2,Occipital_Inf_R,OFCpost_L,Precentral_R,Putamen_R,Temporal_Mid_L,Cerebellum_10_L,Rectus_L,Frontal_Mid_2_R,Thal_MGN_R,Thal_PuM_L,SN_pr_L,Thal_IL_L,Fusiform_L,Vermis_6,Thal_PuI_L,Frontal_Inf_Tri_R,Cerebellum_4_5_R,Parietal_Sup_R,Caudate_L,Insula_R,Frontal_Inf_Oper_R,Rolandic_Oper_R,Vermis_4_5,ACC_sub_R,Thal_MDm_R,Thal_LGN_L,Cerebellum_3_R,Rolandic_Oper_L,Temporal_Pole_Mid_L,Temporal_Sup_R
SN_pr_R,1.0,0.2427176576076873,-0.021849075955312925,0.0036779285920954703,0.13439027259879052,0.0022354643179631297,0.33634376324485626,0.29702769015898983,0.12434321236736788,0.5077095671920951,0.32864557906117536,0.2699392620844347,0.3054775342316154,0.14532459066231773,0.29090659431849464,0.4273833540834006,0.5190093057395051,0.29411407531345957,-0.011374088189863452,0.14381589134587766,0.42699043365070016,0.13372323426574176,0.3555306486844479,0.49900803370238334,-0.09260432130626413,-0.0240134316086423,-0.3268026447839632,0.28272176950047656,0.2611005234031583,-0.21964392228079696,0.1307745123586714,0.3249609353872603,0.1820514226822723,0.0605452130780426,0.20776234726405107,0.45751308512840067,0.6314890067860326,0.45635294321559233,0.4027112549617782,0.21082640665637947,0.10769458725163732,0.28435918950261474,-0.11000164698819372,0.3616799343152601,0.08164563402032111,0.16185756613302452,0.4850317398910425,0.3531893368010881,0.38277100201955605,0.19119642806698148,0.17947796479692726,0.43298533717234766,0.04672742618902053,0.4882412539005712,0.24653223267037033,0.30627014685328674,0.06612331410064187,0.24515325395603343,0.1764934046999733,0.494106481519703,-0.33426720728261683,0.19207222782301123,0.39961476663045653,0.6014292601783151,0.029052069144677308,0.38763812779494916,0.024076391423554788,0.3035436588700974,0.019795360887681225,0.3179896899566425,0.1656590666568179,0.3738348027627866,0.21901138245345325,0.04762187935834816,0.0825134404509626,0.5676137306486071,0.41051420636207747,0.19908443660155295,0.4187805248807818,0.34665398326462304,0.3494038545183292,0.463941029364636,0.32315158750964057,0.3813855376876101,-0.0790501751127122,0.2211593282066857,0.4798015056922988,0.21085600517833908,-0.02513250307097942,0.22617943804645782
Thal_MGN_L,0.2427176576076873,1.0,-0.2614888120744818,0.3566190943075099,0.14239632786874962,0.18320324469984192,0.015009675328072264,0.14987019278972905,0.0513267991409933,0.1520109855917516,-0.11332717027974713,0.1678945000737097,-0.2510206330500995,-0.12929969412096448,0.2905207820224161,0.08475128119152686,0.1348818694964446,0.19419163999278516,0.3589835607746262,0.16176836010719942,0.06860923940740293,0.2462216783885768,0.33057419628431917,0.12311688587082575,-0.191729965675231,0.17174324951247474,-0.05539998948146077,0.02323425965869736,-0.1038340014242573,0.10447426279159666,-0.21226104817496244,0.11406553589128789,0.05719329153302253,0.3209190731453525,0.02586323361394956,0.24240228080182102,0.16970682060113432,0.2721205352599077,0.3205134071014786,0.07316842093584652,-0.1081003068917949,-0.12108367306711079,0.0034605457038000037,0.16417393398525132,0.11983864201745717,0.13028809553737078,0.2245238562050126,0.10151697742299276,0.13340685038593175,0.2053755564290653,-0.009621887044644306,0.20104996954881135,0.45514047392489343,0.3106715909493994,-0.03463041732726951,0.06524772974181703,0.1848452704626147,-0.3355153884838715,-0.11357739240464736,0.2133456033486993,-0.20545675102865618,-0.1723287685247624,0.28405699307621146,0.37457276745380125,0.1900704211176738,0.10731505889945556,-0.2379798817415088,0.23576372188988987,0.059236868231256845,-0.07592198665160403,0.014516298034956125,0.3063716614906813,0.3879383426314032,0.2792365394430298,-0.21317600594525557,0.13560771517793377,0.14821693175999284,0.2529868021674959,0.06771249779747052,0.24438296039241098,0.09210174820783404,0.029771609320664635,0.28768869201984754,0.15285280104784257,0.16252667382635014,0.16018252083467116,0.11341790934353742,0.030925766912107827,-0.47889823141360366,0.30435263180649164
Thal_PuL_L,-0.021849075955312925,-0.2614888120744818,1.0,-0.039313110906380025,0.17271239622995854,0.10277861233357574,0.07135166480510227,0.13938532325132366,-0.20847734772260926,0.30126607211052986,0.32444534315337703,0.07719793100588754,0.2764055144828032,0.30652611395682006,0.15957937232171962,0.4255470609940206,0.2603809339035969,-0.01214058163899243,-0.1882877705068502,-0.3114140423901051,0.3767700374984581,-0.3308750644217988,0.2666663268732912,0.20006685816664496,0.09193284852209492,-0.26727459983059615,-0.005103867224733521,0.05173563527220716,0.4359419196853171,-0.13441177300331764,-0.04459666066940297,0.4424090125524098,0.08935256994772682,-0.2623955457764663,0.14008966713591556,0.3429202016809549,0.17797463773933275,0.1889957001261887,0.024240393001993963,0.06032738498425397,0.2848262247978409,0.27133484328334717,0.10226480087566002,0.00399377250513489,-0.1335604132906956,0.23420968207896503,0.32083368568497617,0.10514250329167794,0.22815928954364015,0.3489543568107832,0.19219228226249355,0.17838594216337458,-0.24496136565103016,0.12013663204626054,0.38781254229382495,-0.010794124089124427,-0.10761811936199642,0.4324870231796714,0.4469784977467336,0.13792573173692926,-0.05036930135925579,0.44424430916322083,0.30994646904426015,0.3461183093993217,0.05211456803282156,0.5130800601091362,0.42924355684521276,0.2868357944804523,0.33578992694109944,0.776449969712946,-0.0787857839076765,0.1557780987881902,0.012839739096017596,-0.19887138274553032,0.43954291855900823,0.28243449432685275,0.24477920382568205,-0.03033393156702005,0.40773712677714474,0.12608378844081614,-0.011508041045424305,-0.0381915865654323,0.2621390574954639,-0.06959416133747384,0.13107412004720448,0.0053688253995671535,0.3365885554404854,0.23961121645416913,0.3491051675729085,0.06378287949134416
OFCant_R,0.0036779285920954703,0.3566190943075099,-0.039313110906380025,1.0,-0.1871003425657007,-0.1366489092553249,-0.04662440801700106,0.03761995095227468,0.053638518287678766,0.03015488450252419,0.04870235081324268,0.18306014568122495,-0.11607591950201311,0.158577301082824,-0.05567411557885343,-0.06811233584359475,-0.07880581278879141,-0.22184959465084544,-0.09917453642034979,-0.11565090483014906,-0.11980021767947704,0.030491525070737654,-0.04584161889259187,-0.11199775681757734,-0.04180280429936242,-0.10170490684804806,-0.03985953134593169,0.05721596641767037,0.06954070469584454,-0.04764317838346779,-0.32327054187147225,-0.27384844103406986,-0.057029150288932955,-0.09339442567590403,-0.18228223917196687,-0.1595135032209067,-0.011488761910347239,0.15825031015017663,-0.1718848858714668,-0.025328689552129746,0.22644369271757972,-0.3779448349111002,0.17260122039858303,0.09534810484388342,-0.026014711951207636,-0.11883176980165899,-0.10353901377112765,-0.03571744202858141,0.02284091932593029,0.020975856899438712,0.33492453034670727,-0.01227175958372464,0.13122199465710832,-0.18277698796989444,-0.38753408135058515,-0.0692124004793142,-0.24832473581031164,-0.16861723508050605,0.21840072252897297,-0.051136451988717704,-0.12458897525428296,-0.08898661126837654,-0.10676743255291189,0.014105801480031514,-0.19145735269748188,-0.15490928339808918,-0.1809538687125179,0.22869477783047154,0.16739298822516138,-0.20777070221441674,-0.08981291054529465,-0.03766586574388808,-0.13537417768254945,-0.14112358550758064,-0.2714572230223013,0.12784948110009586,-0.06191981751560946,-0.34094910348690816,-0.21316716502615324,-0.0061104216555887035,-0.14787421144218152,0.011290307031741173,-0.021299209994981663,0.03187065244872112,-0.007906786029029991,-0.29390972594955345,0.11358631090864009,-0.026372498762038312,-0.29933369028094786,0.27710633457178846
Temporal_Sup_L,0.13439027259879052,0.14239632786874962,0.17271239622995854,-0.1871003425657007,1.0,0.5011854975114947,0.20181579880971443,0.5826114350564954,0.21562069961256417,0.22278630585793946,0.3257883135919159,0.03235050903790158,0.15397524260963685,0.06796590165142279,0.5496485861824251,0.47249418051272046,0.48556338416542705,0.6931058241056357,0.6801279923370578,0.33593061729340484,0.636042669410352,0.4207990569290115,0.4048499940091468,0.6155615405532633,0.45357363660247485,0.571615774102582,0.3946075103157845,0.411789177463775,0.17107251878495794,0.6770228844383467,0.22517723482864974,0.4259486096881345,0.34528648123967737,0.46050291888867007,0.6106858485286447,0.6557708805102141,0.2778069937377414,0.08418714396583234,0.14230455480850177,0.36823759669751904,0.06670656183699532,0.23084878472115383,0.2717426355104786,0.5233660153974764,0.038755974692878024,0.7508726706583121,0.5794049535283312,0.25873510370813957,0.38351090795272164,0.4542424235568563,0.26328132726607306,0.45541537620408545,0.28784060983603876,0.4699155551473928,0.44588715455537997,0.611871776676317,0.6169950502889807,0.23875900556288118,0.1320302179908501,0.3166856348048873,0.4015729256067411,0.5742895266990123,0.45047804931832075,0.38034959476749114,0.8635287453854719,0.5979060937494934,0.14648480818817558,0.5134947564948814,-0.25698860874564383,0.28859188776848516,0.4998629586194646,0.1869910032190471,0.8166546650709509,0.4514983976217388,0.35732786044849346,0.33601729249035883,0.5982006134378278,0.4977819089961109,0.5478128731980592,0.6457315616135743,0.686866044487409,0.4760496163122486,0.7141843704088897,-0.1670829336810974,0.278229410417333,0.4781526770144837,0.306743697700811,0.5374829250213298,0.2926026386887229,0.4697087549397099
Cuneus_L,0.0022354643179631297,0.18320324469984192,0.10277861233357574,-0.1366489092553249,0.5011854975114947,1.0,0.3077434988109092,0.13256444867348838,-0.2049203089535895,0.34693593991891025,-0.21919234701140253,0.020017011817365038,-0.04861599608813502,-0.09510845017230375,0.5061060346245643,0.1512629045840447,0.26203395239373534,0.6478083604914766,0.342381342821518,0.6517164519164124,0.4666730088154246,0.6181105090026843,0.4543515301420207,0.28148261043772665,0.3117402161206994,0.7479227190410482,0.07583785888848013,-0.17445312099922092,-0.15314156495043507,0.5194177160358465,0.0914132943088007,0.5749419394891649,-0.028899187095763557,0.7753618841304422,0.20463018440023295,0.5810846570335092,0.16032733620891004,0.07221239059717728,0.372976820790079,-0.11219023190632743,-0.32353451446665854,0.3259637240956623,0.11792732522420474,0.10149985906545482,0.07380966345592765,0.6553281513187518,0.37299129208040144,0.31047812475478176,0.21879988640938997,0.3575565313954556,0.03633670457030893,0.33217581834888077,0.27271753258914466,0.5255788995080088,0.3806262922767041,0.038524440291201445,0.8251530650351173,0.1493141500820473,-0.23302442623925712,0.1496131359464692,0.32467723959833944,0.1187243900031986,0.5123993498180848,0.3199156028777629,0.5153510701885367,0.4013980602631792,0.044322555990429176,0.45339090674762933,0.10132006979318076,0.18612471662147578,-0.05112781648231573,0.4345236490359637,0.400532453902376,0.3895974410281475,0.1785426520755435,0.08430512241616342,0.42505977825387364,0.7998265478001871,0.28482701520521964,0.2601193351585791,0.2919992228501093,0.04076937224658792,0.5167371960825585,-0.07987634678998307,0.2132554964243321,0.35573441324100674,0.25048496448170277,0.2882738026149446,0.15530812379130013,0.24324775217808023
Precentral_L,0.33634376324485626,0.015009675328072264,0.07135166480510227,-0.04662440801700106,0.20181579880971443,0.3077434988109092,1.0,0.4651752093182826,0.17917549375882166,0.5664260782496985,-0.04455629711113496,-0.1269360501358663,-0.05191837557433806,0.45974348258901443,0.6509295112932337,0.16567326019469525,0.5555293774051563,0.598178050339093,0.010626259689722686,0.5956522716972202,0.711978818093007,0.5229013399105296,0.6156440804511627,0.1490991014260731,0.4147073183094659,0.28681094401023177,-0.22096234994802616,-0.023635985646837852,0.2984876883288312,-0.03868756419692027,0.09588477809624547,0.4443942600501921,0.21341697200670937,0.0915507579378341,0.23292600693545254,0.5859235188517551,0.37715702176890975,0.25910369003605616,0.16915648067430625,-0.1476485808658394,0.15630338530716387,0.5647702575003412,-0.06313332842814949,0.38582615256521574,-0.0027095359954568622,0.524213069798295,0.4397099248936264,0.07064129470464116,0.54654007502361,0.5035611836552862,0.33916576784467267,0.8794526477887435,0.264637324647355,0.6578146576388256,0.41449451121922753,0.13850226489166453,0.22111738358485714,0.7585248923741783,-0.16134100611070568,0.44306145874843655,0.16379843502463173,-0.05362577445292861,0.6379190364571391,0.4651522535944272,-0.1259372833127693,0.3348387691841275,-0.02753641681812689,0.6986781909975719,0.2251878686720746,0.25589025158785866,0.14611597783148314,0.19518615906096767,0.18692922461200573,0.2081522351878725,0.09760020852619754,0.5693878290159855,0.7603382501347242,0.24059043070905198,0.5129637417481379,0.44874817277646806,0.4178075282527005,0.42843004272171953,0.6063742040821529,-0.06090972058484684,0.2796901624236923,0.05482136329380581,0.6905754522102867,0.5049868218997924,0.08199456363338535,0.42307427066805037
Thal_VL_L,0.29702769015898983,0.14987019278972905,0.13938532325132366,0.03761995095227468,0.5826114350564954,0.13256444867348838,0.4651752093182826,1.0,0.5274618671544212,0.3901374928129235,0.49838808983851624,-0.18608904809966317,0.025502083364486425,0.3132647977087094,0.5076245351176523,0.3176213127868574,0.47598479029500423,0.5433163964423096,0.4266017385600915,0.2796847223450775,0.6380386129005483,0.2888513265817581,0.5230955019514494,0.44579448726871956,0.45104195197470176,0.25398465322439356,0.13905494940803173,0.5273687614301252,0.48773088930482567,0.2861453060310453,0.1801219926364517,0.3736522127965567,0.6452900476797535,0.14875837734536027,0.4245408351408138,0.5442515749261171,0.5925069930384835,0.20267527854810055,0.1208941921324618,0.27021624736574285,0.405321204283945,0.18272343969907381,0.1644786847922266,0.6956061527969561,-0.021310912445164355,0.542520692469523,0.6570719202502449,0.004082987913260307,0.4410673730174057,0.6137649454462761,0.4733989101280844,0.5757804193966637,0.3890736140411807,0.43993422659702347,0.3849058630043632,0.6748585531122282,0.32187061527867344,0.5181237252130694,0.22881607917885077,0.34421726966941346,0.25754443555368556,0.4943248469792859,0.5075107792400322,0.5235747119858858,0.30336259569427615,0.4542506851824368,0.09735770737182588,0.5974432657803596,-0.1771978255030098,0.2051200898818963,0.6057176458924123,0.08120621175766919,0.5761781505547979,0.22465390593677406,0.21703754345071474,0.6597645550329668,0.6894675774375406,0.2274390126235675,0.6137950010260471,0.7942707806724432,0.7610572834246939,0.617589170922485,0.6891946204539345,-0.10777877388971711,0.5990124797061382,0.2006775475006291,0.42167838717562156,0.586543724984874,0.12311162779448571,0.6160354973392098
Frontal_Med_Orb_R,0.12434321236736788,0.0513267991409933,-0.20847734772260926,0.053638518287678766,0.21562069961256417,-0.2049203089535895,0.17917549375882166,0.5274618671544212,1.0,-0.07839870524262345,0.34268694148235407,-0.3168388415876561,-0.057378879624264086,0.26464262327948407,0.04451598461306478,-0.011718038100538496,0.14549057715066133,0.21149831737773117,0.25769811581193125,0.16254468388359414,0.11166616255632668,0.17101963782837198,0.0776995981880129,0.19676710216355373,0.2832718900961812,0.12478389062400547,0.28147031966429353,0.5853065024870638,0.34575393587143916,0.1326245240192813,0.3782015417224598,-0.09286472391861718,0.6963209215777537,0.036410781470484904,0.19839332328155826,0.02802299070674646,0.15915730591907412,-0.10560086122656143,-0.3152129839163221,0.2288156353985165,0.38010702960415055,-0.1701271348192609,0.0483848875882591,0.5396054044916232,-0.1667038725682322,0.050997815759659185,0.11434032803261308,-0.33870094046597554,-0.014643586409328927,0.15969209282458385,0.22955059662768262,0.15822797033313865,0.0744404054743527,-0.03798905234256112,-0.05286469447153678,0.5848856138554863,0.13464474257938217,0.07318796556169199,0.04538499008676783,0.08214774703465513,0.24482608262924244,0.13993562668735987,-0.013168387580871176,0.056525684317671195,0.09918974361780783,-0.014935697803262453,-0.24668621461614362,0.15394356828021483,-0.3196049203330517,-0.153384914946148,0.6951257529341983,-0.4232237485042566,0.1855236954345114,0.006078772083143952,-0.055849237073824436,0.28133584508895987,0.23917769932131594,-0.04454307185748896,0.12713360209197702,0.49851941823933593,0.5595447208953318,0.4237353316440441,0.22399449075808933,-0.27086223074474586,0.4087622556438598,0.008923524615057323,0.03256358811354844,0.3720873860808031,-0.1143074274010406,0.27830198077691265
Pallidum_L,0.5077095671920951,0.1520109855917516,0.30126607211052986,0.03015488450252419,0.22278630585793946,0.34693593991891025,0.5664260782496985,0.3901374928129235,-0.07839870524262345,1.0,-0.004137912382838916,0.2617397442533599,0.09273077583699749,0.409105079658378,0.5190560677545629,0.27215028171522876,0.5376746707955404,0.42297884013195536,0.04576411003871643,0.25937867755759536,0.6202425316241813,0.28877459269064126,0.59425931169888,0.4174663643919401,0.12944442536444015,0.17658886707790494,-0.22511783583304645,-0.1432218149541009,0.19790696296221333,-0.055129742056658715,-0.07648499376026575,0.6101760343885168,0.14447119017845822,0.16653443270042181,0.1009211186199343,0.6056442577862524,0.645375816907405,0.2568352339173808,0.38547942066818247,-0.2481311591025451,0.09009665448364318,0.43550146500056863,-0.07565814060064079,0.16217970271269697,0.09713205632750205,0.46005731004058215,0.5678178078119834,0.22012579658834072,0.5449514654870481,0.3791149102744066,0.16327334673704944,0.595897564971145,0.1754971115255108,0.5219038692387479,0.5163467121226875,0.10790871983138806,0.21177994251508506,0.5491576140817114,0.00197748015423791,0.49492653348704435,-0.08392863699742052,0.060629527100351514,0.6608056921118188,0.6990815350854201,0.06552686947893623,0.48767901698241006,0.013008609776096657,0.5644545313043979,0.4683703829787788,0.44106039449275214,-0.05831944701272838,0.5437417829875529,0.1672205079596527,0.12916877879566835,0.18673540848895082,0.5197530331805483,0.6328175620357038,0.3079488228517881,0.47132401360358817,0.2788638781313782,0.22692733256109812,0.26123903529617404,0.6009740363196782,-0.02410107520166872,0.1673112362082122,0.0990783156787356,0.678601922398228,0.4529670154566911,0.2220674725310684,0.2848993320881332
