,OFCmed_L,Hippocampus_L,Postcentral_R,Thal_MDm_R,ACC_sup_L,OFClat_L,Occipital_Inf_L,Rectus_L,Thal_MGN_L,ACC_pre_R,Angular_L,Frontal_Sup_Medial_R,Thal_PuL_R,Cerebellum_4_5_L,Cuneus_R,Temporal_Pole_Mid_L,Thal_MGN_R,Cerebellum_9_R,Insula_L,Fusiform_R,Amygdala_R,Thal_VL_L,Cerebellum_Crus2_L,Frontal_Inf_Tri_R,Paracentral_Lobule_R,Hippocampus_R,Amygdala_L,Heschl_R,Thal_PuM_L,Thal_PuM_R,Frontal_Sup_2_R,Parietal_Inf_R,Vermis_8,Vermis_4_5,Temporal_Sup_L,Red_N_L,Olfactory_L,Thal_PuI_R,Precuneus_L,Cingulate_Mid_L,Frontal_Mid_2_R,Frontal_Med_Orb_L,Parietal_Sup_R,Cerebellum_8_R,Frontal_Inf_Orb_2_L,Precentral_L,Temporal_Sup_R,Parietal_Inf_L,Supp_Motor_Area_R,Vermis_7,Frontal_Sup_2_L,Frontal_Inf_Oper_R,Frontal_Inf_Orb_2_R,OFClat_R,ACC_sub_R,Red_N_R,Insula_R,Thal_VA_R,Vermis_1_2,SN_pr_L,Thal_VPL_R,Thal_AV_L,Temporal_Pole_Mid_R,Parietal_Sup_L,Fusiform_L
OFCmed_L,1.0,0.2562683391505834,0.03762826347830261,-0.006771009221409553,0.20240507154615733,0.03698311212654047,-0.16887430537073764,0.7367130840775237,-0.30730588102807455,0.37327480888743797,-0.12267632929676703,0.08507470484036984,0.19374535708244886,0.294100734807187,0.0461056484346974,0.3454480842480068,-0.14970267712558796,0.06648525101727423,0.14233322461378065,0.23823353271802203,0.16981344389876873,0.18592966997481955,-0.1612651394495087,0.3400273098726358,0.06694149322000449,0.2968474563295603,-0.0373880243566051,0.095927808348131,0.3689186310115665,-0.13289737217558287,0.05432585398117815,-0.0019320609669500873,-0.2740598388853331,-0.025038847094654152,0.04410117367280981,0.1433968777172435,0.4399950301450315,0.1349411172264252,-0.0032339081784749212,-0.07129204413299535,0.1940830951394215,0.26306819576772533,-0.03894165192435858,0.047033383792014216,0.39281052508313175,0.048453768035652475,0.344138641015081,-0.0931845927572233,0.09433831960471949,-0.24870713644862502,0.14791131474899455,0.07760970125485282,0.4878223804279843,0.017056802320817625,0.5032908593343014,-0.019918058983845428,0.14627897974057852,-0.05323028483649347,0.0600926741590513,-0.011684469360933957,0.039259654272342834,0.08801820327319343,0.4216826946597862,-0.0035396049717712616,-1.57536686678377e-06
Hippocampus_L,0.2562683391505834,1.0,0.5307938476631842,0.2149920438896656,0.5848621432471063,-0.08099039667601782,-0.11076002316822066,0.30366010865582355,0.2982530563085014,0.44397583006432645,-0.16604273332021235,0.36454713972181496,-0.12422397896181159,0.5091997133150425,0.24329411379622082,0.1375106654560666,0.25340126306908634,-0.08197327381183472,0.6282786950586399,0.40121279897127726,0.22292485483851932,0.3449847359616947,0.1549995144395632,0.5296940473926584,0.27499370007375457,0.30134508758246403,0.09209638389490533,0.5880402272829713,0.6288209615551889,0.2971242972775754,0.5099440197039151,0.5219304942623934,-0.18805175029588342,0.4750576824979914,0.42853931858562844,0.2898492538542235,0.38084023165705383,0.23408648955414404,0.31388821523526034,0.4795431164173953,0.38474403592365797,0.18094602167727256,0.25553194711311417,-0.017537777929885284,0.6616019321288222,0.15971385886514455,0.20854705119227002,0.02907144295182438,0.44138445761793743,-0.0700526906575425,0.6167274899844374,0.2676353702152682,0.5784711509201542,0.3226411954022197,0.13147882435954347,0.23614578668769676,0.5601381908205463,0.2442448461645922,0.49227056858292173,0.159388042178579,0.24796851831513966,0.27037877571684393,-0.22410308141354784,-0.1647916711497546,0.4739780620175792
Postcentral_R,0.03762826347830261,0.5307938476631842,1.0,0.4388954427912071,0.7906422919539718,0.11311633344982087,0.13615001036927196,0.08631259450516247,0.235540426984849,0.36671156151571277,0.36660255306892525,0.5330678620621695,-0.2389330890013978,0.7240825710039122,0.7832260739892218,0.19298001599991269,0.1490470103427205,-0.379494804975467,0.4937912992247733,0.6007364558802538,0.09174774346563498,0.49902040388310126,0.3852621126741957,0.5471479787573833,0.6823840745170403,0.2661488321260646,0.14139688743814927,0.8260351606793864,0.4862428080735238,0.5207890416185685,0.8275835034636394,0.9033803704152581,-0.22754025254432755,0.7539856785840993,0.523251856917405,0.20012730466986,0.09030513467127446,0.38289281480611675,0.7991798725284321,0.8140181511425023,0.59132287100924,-0.00451137792035295,0.7942272302350193,-0.020518019504882593,0.557681439210404,0.547636574202758,0.2920515970690593,0.5713555400668662,0.743284240143975,0.012020449025953403,0.8793639522487661,0.5442614578757626,0.26984545411945715,-0.028012645213827268,-0.06176446734031781,0.14934654658669153,0.5850036089710304,0.29316075520184554,0.535607742508151,0.25375681103568803,0.46463841732618677,0.2938065892959895,-0.2503216381768586,0.45128893391647396,0.5012461962275883
Thal_MDm_R,-0.006771009221409553,0.2149920438896656,0.4388954427912071,1.0,0.38473602542523494,0.13807122465899835,0.1825733173967494,0.046583722614836606,0.16252667382635014,0.29140023046392793,0.19990112852113126,0.4433559957687144,0.1319431974467701,0.28661649142012935,0.3076150726563647,-0.10644683074753793,-0.09006898230930972,-0.05136241763831032,0.00977205348596492,0.23542840276557514,0.10265099476290127,0.5990124797061382,0.32676927616801466,0.2646381785307681,0.371394650572977,0.29112361288648675,0.06567153983339541,0.2820018917158011,0.1302596090858689,0.6513798909684496,0.41640568321037547,0.35388686585560447,0.07664989942973977,0.39323878838109594,0.278229410417333,0.2699205888230507,0.2419364311596415,0.05552385977911142,0.3836360675374936,0.3915835481847871,0.30366389602307003,0.02893269142031631,0.33046082053996667,0.11688964687867259,0.17081648123577586,0.2796901624236923,0.2537621807674813,0.28986296744661744,0.26835588797583304,0.3107115632655952,0.35238864127734615,0.37685006633950263,0.036203920970651345,0.16075823083084895,-0.20233855460112787,-0.14540717074844633,0.5657624315339369,0.5473822671196373,0.13470560483911287,0.31336804737602986,0.5838843374518043,0.16038046486298432,-0.02727914884855554,0.26832056590780945,0.31746820761745154
ACC_sup_L,0.20240507154615733,0.5848621432471063,0.7906422919539718,0.38473602542523494,1.0,0.11281107704553764,0.12035158354338543,0.2128003645022629,0.2628003515443312,0.5349094949291362,0.3279646127323846,0.7056947518493644,0.086023368258697,0.7812407923466989,0.5694459550445964,0.16729150992373715,0.0782091029161801,-0.0745511288459203,0.5664364007946442,0.6431052437669392,0.1870823868152649,0.5779421178876045,0.33615559124386546,0.7088009432837197,0.6341745358076313,0.4719938704687425,0.17090519348830552,0.5928829072305439,0.5382009091294764,0.312468606712868,0.8652867618076294,0.6675717537046179,-0.1465157645560337,0.7202422092543735,0.5429903899619373,0.12809443412654606,0.30060059681963525,0.42800778530761013,0.7129972912525313,0.7262429847339008,0.746751698806181,-0.009735266591682742,0.5239717815313775,0.237237687421901,0.665651563978491,0.5494836281402508,0.5249569164000157,0.5192559192563552,0.7442189736379496,0.04519914304471817,0.8559349727783302,0.592362182736438,0.5608265291883516,0.1285057168610302,0.17918550129427008,0.19428860905158948,0.7001759268221108,0.32419565424133256,0.5621089196275788,0.26687212325841825,0.5721515933040663,0.4061660927517085,0.05992633181291704,0.35335249474020697,0.5136376929782904
OFClat_L,0.03698311212654047,-0.08099039667601782,0.11311633344982087,0.13807122465899835,0.11281107704553764,1.0,0.18098931315429967,0.045966115374923074,-0.21226104817496244,-0.18322954672081013,0.21418786902494716,0.09690553440475873,0.18159815307753774,0.15246559971850465,0.10483959506410462,-0.017589698785634423,-0.3712374460818472,0.3123137548157638,0.18464933428753483,0.07574341322505605,-0.05229327615833523,0.1801219926364517,-0.2674856259627529,0.03556530777063467,0.12427597108786187,0.32554970503151515,0.04265528045990883,0.01791838559910114,0.05645046779055465,-0.09449184117954482,0.11514904495921428,0.05953943695191267,0.24144683002601483,0.05741693335151992,0.22517723482864974,0.1333670487177937,0.24420651909059424,0.2850005900128716,0.15220974361540252,0.1630318947854221,0.008147627558720413,-0.2074316930823683,0.18115202835565491,0.40317848023779673,0.14608236130549618,0.09588477809624547,0.12705548261275199,0.09965085010053384,0.1074907608315599,0.2965912631250771,0.1047125571034618,0.4700426419872196,-0.12970512005116258,-0.07991241058346203,-0.034002417280640095,-0.056409046861178334,0.2663852382999373,0.222988094529642,0.023608918344042728,0.3315982831173922,0.2641126669617284,0.014131487360669692,0.16259490815264233,0.29687663966239747,0.11074345326410066
Occipital_Inf_L,-0.16887430537073764,-0.11076002316822066,0.13615001036927196,0.1825733173967494,0.12035158354338543,0.18098931315429967,1.0,-0.12269665032874977,0.10447426279159666,-0.13485898694831022,0.5478725641360739,0.3351532871901731,0.46667560884548137,0.21957465117982566,0.4694520076246352,0.09177756102010266,-0.3228770459491205,0.41905824301040784,0.21945608390772053,0.2513780921069039,-0.1585607968886782,0.2861453060310453,0.33150064449388716,-0.10342439092870688,0.19341642544016066,0.281535458521197,0.6888820917813685,-0.05324736519286625,-0.1796842727459966,0.2788083439795181,0.2755879813049506,0.1914189592354554,0.614613430098322,0.36665401434418676,0.6770228844383467,-0.034101892867655303,0.02580657519313862,0.40350371098574056,0.33154839765194694,0.0520038615414082,0.23700077411661,-0.0918615619314006,0.3527935741768886,0.5756182921003183,-0.003912987671170719,-0.03868756419692027,0.2994547922890351,0.23709070512910846,0.10293329576035938,0.6162637499732941,0.16450422833300835,0.4538371354851691,-0.2792581798447825,0.08356615527205685,-0.24470818913514286,-0.23131196760872674,0.280705716436736,0.18763731288487093,-0.09665500615266397,0.3177938569191507,0.3389203748534439,-0.15466222747499633,0.10408979645816017,0.42066733078976426,0.5876652202343429
Rectus_L,0.7367130840775237,0.30366010865582355,0.08631259450516247,0.046583722614836606,0.2128003645022629,0.045966115374923074,-0.12269665032874977,1.0,-0.2379798817415088,0.2964494777934334,-0.12502261498178505,0.13528107666515454,0.269031560801344,0.26429559068625,0.0874351074460214,0.39393337545260865,-0.07222698402450535,0.01416377146675125,0.09479009823171455,0.2559913045584921,0.07403457392193163,0.09735770737182588,-0.2019634953844253,0.16664090175408558,0.07761358656500175,0.18253441532262815,0.13542906068391397,0.17197931939408911,0.4882080555829286,-0.010529067050975683,0.1094342070625919,0.09737429420956421,-0.2113329265196769,0.033236426805655236,0.14648480818817558,-0.0092094167334712,0.30731786047813775,0.20409643566984106,0.049677792342432435,-0.0278716817712993,0.144446321951787,0.22772426342674248,0.06227562631252819,0.04737793617229024,0.3785655890187991,-0.02753641681812689,0.2645510762425652,-0.0950873974694035,0.1348975840325336,-0.16523480517839537,0.23272440559889257,-0.021286622105971962,0.4197006214871658,0.05764463287001231,0.3608472850081592,-0.11233060310928311,0.11636221984544845,-0.07285345173897045,0.12505521782907558,-0.10063325991819556,0.032476215996036284,0.06546210672026954,0.31240576282406646,-0.031972923966183835,0.11283439069709857
Thal_MGN_L,-0.30730588102807455,0.2982530563085014,0.235540426984849,0.16252667382635014,0.2628003515443312,-0.21226104817496244,0.10447426279159666,-0.2379798817415088,1.0,-0.07517503680338128,0.2462216783885768,0.3480010294355881,0.0034605457038000037,0.06860923940740293,0.16632830867946918,-0.47889823141360366,0.059236868231256845,0.11714060266881342,0.12311688587082575,0.2905207820224161,-0.12929969412096448,0.14987019278972905,0.45514047392489343,0.13560771517793377,0.11178906864931094,0.16417393398525132,0.18909776634882738,-0.03463041732726951,-0.07592198665160403,0.1648123802916993,0.43856906585524513,0.2786109560516791,-0.05539998948146077,0.28768869201984754,0.14239632786874962,0.0014871979613975263,-0.11332717027974713,0.17150173556380044,0.4209733335997358,0.174754817311796,0.23576372188988987,-0.023399095415663602,0.2529868021674959,-0.0016435902713375495,0.12718338126785442,0.015009675328072264,0.30435263180649164,0.21202727917161898,0.3106715909493994,-0.059929470198301436,0.24240228080182102,0.09210174820783404,0.2721205352599077,0.09469975808637941,0.15285280104784257,0.023663920652977385,0.24438296039241098,-0.09359234149014066,0.2133456033486993,0.014516298034956125,0.1074471272196084,0.02822969806758532,0.046808692146240116,0.16176836010719942,0.3879383426314032
ACC_pre_R,0.37327480888743797,0.44397583006432645,0.36671156151571277,0.29140023046392793,0.5349094949291362,-0.18322954672081013,-0.13485898694831022,0.2964494777934334,-0.07517503680338128,1.0,-0.11287583464054331,0.5191979002201021,-0.07605839967817976,0.46015482025745047,0.10837007057913643,0.4180440453318025,0.32066521919923857,-0.20321200943302503,0.3453439644110986,0.1844635690095443,0.4872527253409025,0.49201122388378227,0.09027222047757737,0.6575234793785113,0.17448519900810314,0.23676575275189482,0.023289985945261826,0.45713507955125116,0.41842005148316636,0.3793040823971978,0.38010354329913876,0.1820817997654977,-0.19426739287578548,0.3693095947300136,0.22858085018822005,0.1944950627825763,0.4592257577897973,-0.056094943043425625,0.1407232445840272,0.3529069156573815,0.5886519031771454,0.3377578973153649,-0.048341973355353327,0.02622804679806603,0.2572385335870175,0.3149973035224961,0.3228332167710167,0.13579735670045348,0.08477450649264515,0.13091638193875615,0.43350967935765233,0.264849196586743,0.28619154086808246,0.4677003448540993,-0.10667828163784654,0.32261814926134746,0.4376508084162141,0.569203252801933,0.30701134933235036,0.21767844161155034,0.3196337074231688,0.32554294976546444,-0.0542173104214142,-0.1373809821592736,0.04062188110517734
Angular_L,-0.12267632929676703,-0.16604273332021235,0.36660255306892525,0.19990112852113126,0.3279646127323846,0.21418786902494716,0.5478725641360739,-0.12502261498178505,0.2462216783885768,-0.11287583464054331,1.0,0.34579339894710165,0.2761804523156966,0.4063149402983217,0.5975630349719957,-0.07259327195130238,-0.17288283641760985,0.16785427741846404,0.08783077602350169,0.5193715383729979,0.059352881290213585,0.2888513265817581,0.324410141441946,0.10817109845836324,0.540018572221507,0.3740468674340281,0.2088336626648573,0.009467034084239266,-0.1287716183284462,0.302672225513908,0.5244881043910228,0.29621051905041235,0.11794929143460534,0.4692322958018669,0.4207990569290115,0.009844918010637086,-0.18466260409646718,0.32923277028123604,0.7212368924032986,0.38402229206420324,0.4872054180603553,-0.1597838265236644,0.5359468375644779,0.4510485101215441,0.09295802887963278,0.5229013399105296,0.4849291012504147,0.8436554800868855,0.45167015933102966,0.15518326676768826,0.4019582809988213,0.4395766420431501,-0.029348732238423172,-0.24607912637983761,-0.10342446638390679,-0.1114711996259635,0.2732214430457876,0.046189156796627974,0.19574267604442977,0.2247424317349537,0.32034930424166186,0.09141628090793313,0.33614182906309203,0.9031603750425282,0.3773556516873447
