,Cerebellum_7b_R,Heschl_L,Thal_AV_L,Frontal_Inf_Oper_R,Frontal_Inf_Oper_L,Cerebellum_Crus1_R,Thal_IL_L,Thal_AV_R,Temporal_Pole_Sup_R,VTA_L,Rolandic_Oper_R,Temporal_Pole_Sup_L,Occipital_Sup_R,Frontal_Inf_Tri_L,Thal_Re_L,Thal_MGN_L,Paracentral_Lobule_L,Frontal_Med_Orb_L,Putamen_L,Cerebellum_6_L,Supp_Motor_Area_R,Vermis_3,Cuneus_L,Thal_PuA_L,Thal_VPL_L,ParaHippocampal_R,Postcentral_L,Temporal_Mid_R,Thal_IL_R,Rectus_R,Temporal_Inf_R,Precentral_L,Occipital_Sup_L,Fusiform_L,Frontal_Inf_Orb_2_R,Temporal_Sup_R,Supp_Motor_Area_L,SN_pr_L,Red_N_L,Cuneus_R,OFCant_L,Calcarine_L,Cerebellum_3_R,Thal_VPL_R,Hippocampus_L,Cingulate_Post_R,Thal_PuA_R,SN_pr_R,Precuneus_L,N_Acc_L,Cingulate_Mid_L,ACC_sup_R,Precentral_R,OFCpost_L,OFCant_R,Frontal_Sup_2_L,OFClat_L,Thal_MDl_R,Frontal_Sup_Medial_R,Putamen_R,Temporal_Mid_L,Temporal_Pole_Mid_L,SupraMarginal_L,Thal_LP_L,Temporal_Pole_Mid_R,Thal_MDm_R,Parietal_Inf_R,Precuneus_R,Vermis_9,Heschl_R
Cerebellum_7b_R,1.0,0.20990453262129732,0.38444991467406936,0.22011129848636085,0.5866291128599619,0.3148697792733576,0.30693270538201745,0.16326314200747644,0.1538455968891661,-0.1912426039719174,0.2874205826722302,0.2693033879251645,0.2037429800683659,0.4842122471939626,-0.02638865400091917,-0.12108367306711079,0.48664680743801725,-0.024161682193920023,0.5523155858112762,0.0014446815352066624,0.5543630065955734,0.322564285587047,0.3259637240956623,0.25340885838915994,0.319118041315197,0.17078074696574766,0.47882376949258626,0.2077947175832248,0.22264250504241156,0.13032283575429868,0.3127894811259959,0.5647702575003412,0.05340828254203883,0.21013205216012443,0.3024560530039855,0.19545475580549754,0.6751494836245353,0.031725592926878834,0.15795432691509573,0.3736635454442944,-0.07216139754779463,0.3476995549450112,0.5371101404848796,0.145954796547497,0.3249748102707104,0.45713132881243546,0.2980428902176359,0.28435918950261474,0.4117129064605601,0.039921555427197025,0.5798893907322697,0.4199519888005227,0.5547100470055115,0.16837519757441083,-0.3779448349111002,0.5928998405340581,0.03745443076177772,-0.014699491698296553,0.11922626411623567,0.42781778409672316,0.04069698429884651,0.3536105028107125,0.23449680609303017,0.24218365350068408,0.04699668813904291,0.03869333563259139,0.4466684681827417,0.4606168833916431,0.2370031123268706,0.5212955352770334
Heschl_L,0.20990453262129732,1.0,0.0799500390704395,0.6476104652968028,0.5770346573132374,0.32019788562481616,-0.1622696462655827,0.22404592749254712,0.21154557290834408,0.054386634857440275,0.4643074025219707,0.5721522415413025,0.4204293019175015,0.5766410509552256,-0.04981453902582008,-0.168305748878875,0.15382747931322083,0.008012945513868506,0.28108588317512634,0.3821144476749695,0.09579982714724887,0.48651747339402435,0.2640641358703753,0.28717140554426046,0.243501917463052,0.020289081602933367,0.08519203203262549,0.36978144022756415,0.059483653082714166,-0.3045357684805856,0.2767835976834359,0.06286878351132912,0.24094872496884986,0.4497408257257858,-0.024566870152566443,0.2910892660108636,0.1245842021740055,0.5624536609962194,0.3249546741274239,0.31811326264342465,0.2571561344690468,0.6142172296144419,0.2460016452582372,0.4510445533433791,0.38515403380956054,0.21312178628245743,-0.21121264632965622,0.04268725492640832,0.24672144564425008,0.5427684669515078,0.2820088874794888,0.37942768009933164,0.25113562430941966,0.6306959231526884,-0.2726567171689548,0.4087813159472076,0.35620143174406604,0.25461688782390357,0.42976018739622385,0.20919864471018756,0.5878441324760155,0.47936416335964754,0.21508037493046164,0.28986773009562256,-0.07077162938928112,0.2228762014876942,0.3275276797377098,0.4366180719274162,0.43423802962946895,0.4526529194999435
Thal_AV_L,0.38444991467406936,0.0799500390704395,1.0,0.2135236787191133,0.2327502283577112,0.10208030691118959,0.1256685388752549,0.03425026648947368,0.27363407042053806,0.23537678080979388,0.2693106360230443,0.12239136178674173,-0.06552500912355015,0.397249981004966,0.18809926144597605,0.02822969806758532,0.39986389996378924,0.1362854663454589,0.539863349288138,-0.07470129551080175,0.38108563945097335,0.5351517925580785,0.05305890930617295,0.30409843162683237,0.37658606713521703,0.26670574902170135,0.42050339573145556,0.2133855512075099,0.264435195317169,-0.004542193993728267,0.28178207245045667,0.5037181118383174,-0.2021055931115357,0.10374276382374681,0.23708130880068526,0.2666623084322255,0.4607013482108878,0.04762171287628118,0.1609947639024256,0.0921349622156149,0.17391202390491334,0.28337621085410764,0.5065119812075749,0.21714459514094892,0.27037877571684393,0.30547017731760917,0.04444268868995981,0.24378304485069852,0.22432576258281414,0.09886535319292408,0.5083355460888315,0.42259351602902967,0.41934513089080117,0.09151440381536352,0.10101583277942981,0.40971103387388613,0.014131487360669692,0.22317240072224034,0.24173344680574396,0.3789369956641401,-0.09842101026747715,0.09108983291129731,0.24155695788757367,0.19736095989411953,0.0027936652017785317,0.16038046486298432,0.12305249904806964,0.21752334226762346,0.03801986113205381,0.2509221563422254
Frontal_Inf_Oper_R,0.22011129848636085,0.6476104652968028,0.2135236787191133,1.0,0.6188947740941542,0.5290781110883191,-0.007500116656749957,0.1903388191961607,0.38688033755896145,-0.03710638716284222,0.793038279990942,0.3419962319081685,0.5495472754459975,0.5913886970831117,-0.16828668438871144,0.09210174820783404,0.4509381830828244,-0.18238157515727738,0.40850364803252126,0.49662783003527594,0.4752637193626588,0.6234292274246956,0.2919992228501093,0.3987952504323767,0.1293194540792033,-0.24657005342619667,0.500772700954597,0.5410994094908964,0.09995198396870915,-0.16411443866412398,0.5144638837791936,0.4178075282527005,0.3771041599154527,0.6302041857177374,0.09549376999251177,0.5620557222487893,0.41848932838596614,0.767822952840181,0.39260192581660197,0.4803307950798088,0.03608596496158869,0.7146788268492319,0.3550421822243069,0.7109766406523159,0.2676353702152682,0.35263733777558276,0.06789022011915714,0.3494038545183292,0.5466940568294616,0.8118977118936327,0.5264364218499175,0.4726568219795778,0.44760802097777336,0.43111478486565313,-0.14787421144218152,0.5648613665155876,0.4700426419872196,0.18755059558562293,0.5327926633534412,0.4373150930612263,0.4829105485440017,0.07771036655145458,0.5472564653189066,0.2766804580999856,0.19128706959987912,0.37685006633950263,0.3707556470533082,0.6816850695670864,0.47643362628160063,0.35600512099485626
Frontal_Inf_Oper_L,0.5866291128599619,0.5770346573132374,0.2327502283577112,0.6188947740941542,1.0,0.16634024464488895,0.24162970922983845,0.10940748751310085,0.11119248887930064,-0.08012962559586037,0.5040925928526776,0.5429402401439094,0.3925454348088494,0.839253775620996,0.11409854809020158,0.01908052744045448,0.5668387593869809,-0.2137322611765374,0.48560260721568843,0.1665005975411076,0.5594104039329414,0.5537893028689805,0.3376374265673174,0.479173753439499,0.4058389007959529,0.1549493535074758,0.43914302818181344,0.12189045731708852,0.29719902176623864,-0.0536089538078262,0.2720971252091821,0.49119202380424054,0.2603050105090496,0.4478825477445832,0.2996819256220667,0.23231317974969287,0.6373179225921429,0.4127327413921443,0.36790012114125265,0.5084332142351105,0.1280419441328352,0.5262773949545755,0.5883763581347817,0.4449625839031606,0.5599259160562935,0.5522116307553633,0.2273222926603722,0.5555138087663917,0.5583896532556085,0.4559132622853022,0.6492983641576148,0.45910190615176305,0.6698094456787534,0.4167203558531536,-0.3418645758956155,0.7491798294870172,0.2559312808761131,0.1985982070773672,0.35588908619553483,0.6500530035285934,0.3766262740667398,0.38824863635611634,0.4322667797607331,0.4313504990179133,-0.12210615697219104,0.12924916164520803,0.6006702070999587,0.6368835321459518,0.26159025716480794,0.7236460329500313
Cerebellum_Crus1_R,0.3148697792733576,0.32019788562481616,0.10208030691118959,0.5290781110883191,0.16634024464488895,1.0,0.12986210696236075,0.381235563051176,0.4055215182071548,-0.26385278228543385,0.5362810741556052,0.07718660176991825,0.5334961908536294,0.10125714219078821,-0.3983796542548779,-0.05048265784816463,0.1320352735495521,-0.19335714054005215,0.3147356265801828,0.6666392420999182,0.335673008452612,0.2608682681931655,0.3771516698792864,0.025796109810592206,-0.20811513070437132,-0.24181205277464146,0.4603482245816795,0.8191666346696793,-0.23122741585413348,0.004511028739552512,0.6553681221876989,0.355537803504582,0.42686678625417923,0.5095800764249088,-0.09168858214492495,0.5388514522136776,0.2852557018761045,0.3537249714045842,0.0889281820370896,0.38619369171203743,-0.43570475831692435,0.6752225141388899,0.16099948092814875,0.3123770947400688,-0.21472758353523244,0.1547761545226043,0.14863576850353197,-0.12511877072412303,0.4081580363294899,0.3946014066591327,0.22083063563735036,0.14826398355863882,0.11825580061579381,0.08502620445537254,-0.24118033063420655,0.2499264800017904,0.23519071313577256,-0.2544132556530723,0.11261702071703486,-0.015988828909775835,0.375054555332734,0.12389220869418678,0.40411153713163656,-0.06696469876657149,0.44272065025335106,0.17741060248549587,0.0904382868183873,0.5662457223638175,0.8025943640815224,-0.030703271191305483
Thal_IL_L,0.30693270538201745,-0.1622696462655827,0.1256685388752549,-0.007500116656749957,0.24162970922983845,0.12986210696236075,1.0,-0.05463904101336126,0.16084143651364596,-0.4389799958185124,0.08615715939033891,0.3568437636537691,0.2878866497156871,0.16121284301744615,0.18656733169727138,0.3063716614906813,0.3509584588531237,-0.17694948319266823,0.1490417051600859,0.19734968244271092,0.5965773521108049,0.04465635468284396,0.4345236490359637,0.33207049844739445,0.08612886263023846,-0.009137188340438633,0.11456565744685043,0.05074255438264358,0.3525875599355186,0.5186655565924875,0.22661309879646138,0.19518615906096767,0.3668277837906832,0.34011163442896253,0.4781663402117775,0.27819148224528334,0.507270409584494,-0.3541252725304988,-0.1792041675534926,0.4388727884248218,-0.11823453454439807,0.1800105598478608,0.2531420115871105,0.18012946093009002,0.2080231849608379,0.3782502957839637,0.8307398002885381,0.3738348027627866,0.5085061252205506,-0.05803211633330429,0.2652674464513914,0.19078741605462912,0.3952326681489929,0.020222154313757637,-0.03766586574388808,0.4784199384093658,-0.1156414250535981,-0.34761709896361376,0.25995103690304844,0.5184941038037764,0.21326356061951135,-0.09506853187471222,0.14811355690907557,0.23571838655773095,0.16557876870904686,-0.01225635913118377,0.38735360773885497,0.31860866038925345,0.20589489206069148,0.2042506125305781
Thal_AV_R,0.16326314200747644,0.22404592749254712,0.03425026648947368,0.1903388191961607,0.10940748751310085,0.381235563051176,-0.05463904101336126,1.0,-0.023719161242825065,-0.029773675150858128,-0.02709897658108419,-0.025827463070409874,0.5100938392597648,-0.05289412076559504,-0.4589008219037743,0.0990469034437925,0.1267239200289306,0.0021655886290899615,-0.01935045608985752,0.3814524599920937,0.1057386985637256,0.12363158430603077,0.35014066985664616,-0.37132696693704675,0.10962651387290909,0.056823103469667825,0.19579344949078745,0.330768982112896,-0.07166519595530023,-0.16789649526386968,0.2815438432571704,0.14523376217968414,0.44600818187181596,0.18202279351006512,-0.25875307302873396,0.1636838400083214,0.1285234526909023,0.18495345843809952,0.11073421605224902,0.247402210485342,-0.3893023762883862,0.3081641158921932,0.017595297106661394,0.19793182624475744,-0.06963154586479908,-0.011989056614955699,-0.03459537439254942,-0.15275581949791503,0.37795171715922915,0.08300630714359741,0.20242330601819725,0.14098489360303396,0.12416852632862176,-0.06744036550385653,-0.18402722525956078,0.16397113102813612,0.26195997023008627,0.04092583627208906,0.17184397365454931,-0.04267099581344429,0.1861857127841944,0.09844302927798629,0.31497148536671044,-0.25145516543597757,0.042867202161574816,0.37150496873360633,0.2702367163424601,0.36035609902094223,0.39475365115445693,0.048653800588880795
Temporal_Pole_Sup_R,0.1538455968891661,0.21154557290834408,0.27363407042053806,0.38688033755896145,0.11119248887930064,0.4055215182071548,0.16084143651364596,-0.023719161242825065,1.0,-0.04681298038055855,0.647419601591642,0.16167494420421652,0.0577388659647731,0.2266484948889591,-0.15568174321817405,-0.009621887044644306,0.09844325745287305,0.11158670448966462,0.4763646847895644,0.11642920366279247,0.2075709535817495,0.5720519587635255,0.03633670457030893,0.1450129226856945,0.18471886237928184,0.041410275038138,0.399286621796885,0.6573781237091911,0.108498291307872,0.39290377401476473,0.5721948145465036,0.33916576784467267,0.05647582100271398,0.1839263840204104,0.47132557274866493,0.8259852364573298,0.14581787105423774,0.2044219374075399,0.149011384852518,0.06954313197867133,0.3062135502896908,0.3525550568051325,0.43651176983864587,0.2954631478005679,0.13341404587416159,0.4313993051997072,0.005079337350195377,0.17947796479692726,0.22446196609667338,0.32828857423873864,0.11929057544382284,0.35582270211751976,0.07807134766796842,0.4126848284753121,0.33492453034670727,0.2847939560952068,0.11037240227663593,-0.08448610576462019,0.4155537998145722,0.2235249527409062,-0.032547179140516545,0.12073640389273371,0.16218351975140038,0.24592123429075227,0.7030495112221713,0.13197746336371413,-0.17071726515895763,0.2455206147167374,0.2689580962903767,-0.12420136000066644
VTA_L,-0.1912426039719174,0.054386634857440275,0.23537678080979388,-0.03710638716284222,-0.08012962559586037,-0.26385278228543385,-0.4389799958185124,-0.029773675150858128,-0.04681298038055855,1.0,-0.15612804920472215,-0.07224752672826067,-0.2441591530170264,0.15169734689266665,0.12455194293903639,-0.10562861903102115,0.061199049229517716,0.22445160751424842,0.15047276384101604,-0.2411568728280741,-0.3166931685984749,0.29182102300566537,-0.18143955738331372,-0.11695824766568103,0.4552777729844534,0.4798194360056618,0.08150732507600271,-0.0492459120941838,0.10462774315994254,-0.41004010717325434,0.00037337729311887307,0.1292774294444069,-0.3353624526020829,-0.29868500491538447,-0.29120045690269275,-0.09780729888130542,-0.144390248873219,0.06253619461769841,0.13746464606332728,-0.22146965570378657,0.23252231876475637,0.02753558839502423,0.14153504246523058,0.05280384904795337,0.01647761417737074,-0.10635963529910109,-0.5366858939714512,-0.15810247346688178,-0.1909331590161003,-0.03241212209743113,0.12492280916567322,0.11875703738967984,0.051478379612916375,-0.03418957719400686,0.2344007996698672,-0.1154237455078629,-0.0595151471486148,0.5976056666244569,0.043066513397141695,-0.004710613690772705,-0.2377839124664852,0.0719271990928135,0.0027477496108593742,-0.04859611207031674,-0.3685712530918076,0.2363286792543967,-0.15204128666700356,-0.17176809280246494,-0.1020514546332648,0.10864659982114605
