,Frontal_Sup_2_R,ACC_sub_R,Red_N_L,Thal_MDm_L,Frontal_Mid_2_L,Thal_PuA_L,SupraMarginal_L,Hippocampus_L,Parietal_Sup_R,Frontal_Sup_2_L,Putamen_L,Rectus_L,Frontal_Med_Orb_L,Angular_R,SN_pc_L,Thal_PuI_L,Putamen_R,Parietal_Sup_L,Lingual_L,Cerebellum_Crus1_R,Cuneus_L,Cerebellum_Crus2_L,Frontal_Inf_Oper_R,Vermis_8,Cerebellum_4_5_L,Cerebellum_6_R,Thal_IL_R,Thal_MDl_R,Precuneus_L,Cingulate_Post_L,Pallidum_R,Cerebellum_7b_L,Cerebellum_10_R,Cerebellum_9_R,Postcentral_L,N_Acc_R,Thal_PuI_R,VTA_R,Frontal_Sup_Medial_R,Temporal_Pole_Mid_L,OFCmed_R,Thal_LP_R,Vermis_7,Calcarine_L,SupraMarginal_R,Raphe_M,Rolandic_Oper_L,SN_pr_R,Frontal_Inf_Tri_L,Rectus_R,Frontal_Inf_Orb_2_L,Supp_Motor_Area_L,Olfactory_L,Parietal_Inf_R,Cerebellum_8_L,Frontal_Inf_Orb_2_R,Paracentral_Lobule_L,Cingulate_Post_R,Occipital_Mid_L,Thal_PuM_R,N_Acc_L,Thal_MDl_L,Heschl_L,Thal_PuM_L,Thal_AV_R,Frontal_Med_Orb_R,ParaHippocampal_L,SN_pr_L,Cerebellum_3_L,Occipital_Inf_L,Temporal_Pole_Sup_L,Red_N_R,Heschl_R,Insula_R,Temporal_Inf_L,OFClat_L,Vermis_1_2,OFCpost_L,Temporal_Pole_Sup_R,ACC_sup_R,Occipital_Mid_R,Amygdala_R,LC_L,Vermis_4_5,ACC_sup_L,Thal_IL_L,Thal_PuL_R,Vermis_6,Supp_Motor_Area_R,Temporal_Mid_L,ACC_pre_L,Postcentral_R,OFCant_L,Caudate_R,Rolandic_Oper_R,Thal_VL_L,Parietal_Inf_L,OFCmed_L,Vermis_9,OFCpost_R,Paracentral_Lobule_R,Fusiform_R,Fusiform_L,LC_R,Cuneus_R,Frontal_Inf_Tri_R,Thal_LGN_R,ACC_pre_R,Hippocampus_R,Angular_L,Thal_LGN_L,Temporal_Pole_Mid_R,Cingulate_Mid_L,Temporal_Sup_R,Insula_L
Frontal_Sup_2_R,1.0,-0.14991076718080462,0.09051819596876677,0.48723347614148954,0.7614578977323815,0.46560161938073713,0.6865650873345254,0.6702268447990458,0.8967752757148266,0.7052177594271923,0.49016380716919283,-0.20760472307546624,-0.23669914111502424,0.3970655213001417,0.17552944118984126,0.6412234990216867,0.3013921816286221,0.8508076573157685,0.5002128283741829,-0.18481309009177396,0.23958321113901085,0.0050091727614675965,0.6956373170457123,0.4821083383958048,0.7813632851186865,0.6591540454167129,0.4471120405629196,0.34753130390856946,0.844610939475444,0.8481867109257487,0.5291077082844275,0.3686578440807715,0.6283629476141385,0.4069760082970603,0.7475842382160516,-0.19304428471690094,0.7271062062543485,0.10013868987539071,0.84880372290901,0.07437992287485466,-0.26706698111869404,0.5448007632804959,0.27345097976785354,0.6436865996834772,0.7457847398073278,0.4878429498718816,0.5636666060372384,0.09885564567896178,0.7162975092606079,-0.2388676465110248,0.49340002968173846,0.8525848227707793,-0.040821208670272516,0.7397641139884611,0.5064371738057272,0.3771633295446233,0.7576681633472276,0.815296648541903,0.17838626176813466,0.7720639760921543,-0.059774612676457,0.41391945813063563,0.5990689063574044,0.7724193637170382,0.16923150163495168,-0.16138408687300287,0.7493068998607838,0.21986320290765324,0.6494284236905495,0.023827207656422066,0.11556998389653532,0.05561680736080502,0.22877682537008298,0.6530553605115149,0.31370578957453404,0.13195377636206562,0.5421810616326702,-0.2073012010312088,0.326254363172671,0.44506063778034544,0.20077933876611978,0.032680767560961485,0.27598014059527626,0.8605133858154658,0.8228498343776773,0.6459712041798567,0.48937846278314945,0.2948016735761278,0.889863787064725,0.4760281089957396,0.03877534811367841,0.8442761377166073,-0.24153320612421572,0.672277700481023,0.5730202299336586,0.5073655881163869,0.7211334858937004,-0.22687236174806408,0.5650767267282701,-0.07515100588827046,0.904695324563887,0.6838047611921313,0.6803914652672635,0.42136794493834906,0.12834489332202925,0.601411280431865,0.4964675334056302,-0.014636273475045813,0.3091250015314958,0.546208444870092,0.5782241358641651,0.46181712411686937,0.8412736193936816,0.3763269823568267,0.6788875408196179
ACC_sub_R,-0.14991076718080462,1.0,0.06892949272815381,-0.1084878166572322,0.01690045286159205,0.05885084039843268,-0.1336079870761367,-0.09926705679226332,-0.21698356457700899,0.045720288066581787,0.05867440138821531,0.5793040046336929,0.4131944238507603,-0.028155061438432747,0.07133983009868779,-0.2220775240549587,0.16307865397072502,-0.11489451351599415,-0.13062073044677922,0.35985515569374227,-0.06097367892886499,0.06683315754900432,-0.058615275628065525,-0.14468612568481173,-0.17638490119775646,-0.2080787355943857,-0.13825573294021962,-0.0635992733646283,-0.1270540368170935,-0.14334115151731688,-0.004370459278332923,-0.08137356599869976,-0.2591775281216927,0.06667503860393718,-0.07693678903132083,0.6261607217089443,-0.11388544601148737,0.06701907349328033,0.022705251457433757,0.3498574346336659,0.5895018383823907,-0.08465102184290166,0.12073382084188117,-0.18633253631839886,-0.146265799234992,-0.24648653932319542,0.059366865502307395,0.08638821626178012,-0.13549854298180425,0.6322003233785036,0.04712052109666243,-0.16281473696908633,0.5592989074469238,-0.2578021836820952,0.0984750835166004,0.19821353525717728,-0.1524904245024439,-0.19202105639971265,0.10475272005580868,-0.13132608158816442,0.5302464022164037,0.0037693936313718686,-0.08642276176771464,-0.13698852629125388,0.09198812565778938,0.5420119410581339,-0.07452370834116115,0.07590918109212784,-0.11607096176593572,0.10879571708136707,0.4309251459860488,0.13271373845816128,0.13308388506476365,0.046987828013563326,-0.1793776983727858,-0.0028163917560772842,-0.0597385573783308,0.4687731737360594,0.10775166854947604,0.03759139324389719,0.12594801850553417,0.10020574788854665,0.0008071534547700302,-0.1805253632226026,-0.14506556926074113,-0.0969898874548419,-0.14306874902885694,-0.01680042835481115,-0.22133809617664532,-0.2156002538644397,0.29400314409594747,-0.19801117364124762,0.43335187215883886,-0.15576468851663772,0.09840795274281829,-0.10693548681994275,-0.07747849771561388,0.5191573076881719,-0.18213422709239105,0.35308725846865896,-0.21004145883395892,-0.1545943583282761,-0.20956158296191327,-0.12361233537029204,0.035386980095783206,0.014254765198216803,-0.10948237512067971,0.3319154594038751,0.09450150767091274,-0.14860422802759346,-0.11370440113502642,0.06148078516979687,-0.07995242711814309,0.06852267020058297,-0.21622489065172254
Red_N_L,0.09051819596876677,0.06892949272815381,1.0,0.6148334152682116,0.3939040083942785,-0.06566598878923155,0.010093107468629807,0.6296593941835231,-0.012833438626396913,0.2711276039949934,0.6687789635083918,0.2772973662335468,0.39354650401183267,-0.1020742349794824,0.8668270908367413,-0.04474329548847687,0.6667119169114117,0.1319358099964735,-0.3824929581665279,-0.04414845940230807,-0.2755568748439037,-0.6083486836013781,0.2695499860275551,-0.5880206953070006,0.10590472075711749,-0.25613573739553797,0.582739384850229,0.22350225232176843,0.19824105559510227,0.24136848462015767,0.5141841177249495,-0.09194380392894468,0.11207578191783672,-0.34391935780746635,0.31813264509615224,0.1349583780702183,0.11592513052003266,0.6412224572180266,0.2485517613954898,0.18111639163696142,0.3196671158419828,0.4448955136019655,0.17268714830182677,-0.20159835735531076,0.07222806529702389,-0.13321502230822194,0.23221006122937057,0.15176555057698593,0.3481081263709273,0.2681286703036667,0.23012683274814236,0.22985067713399018,0.05182457407589841,-0.1283015458863861,0.31868247732409766,0.3437939804143909,0.18026431317749603,0.21023854087512006,-0.23519945450859514,0.09234716713042954,-0.11374873879487281,0.6426449694350231,0.32480346225473616,0.16269822368668913,0.6388824894948121,0.2545242482522611,0.1086363343269654,0.7909839113322025,0.3602490808976435,-0.4705868464208492,0.018640445878070924,0.9170209517248342,0.217215646026405,-0.15064945087561413,-0.4425447159645036,-0.4262742844517697,0.27884186528430177,0.503316800757404,-0.23895743127962418,0.36723961205387984,-0.368125891731125,-0.4526144624087437,0.1060603028762598,-0.06734723292499466,0.20862531488644054,0.3932364494401001,-0.19648566046531873,-0.5393192634041447,0.14221689608243368,-0.30881459111770115,0.5022168582399114,0.06085205863550265,0.28891688811192917,0.49866042334518934,-0.08190363519499387,0.47748574744519284,0.09956539971862395,0.3305199739735933,-0.4829419656679374,0.08126039543733021,0.08252060143770085,-0.033208025084642746,-0.1640908516420896,0.10901081924644221,-0.25878401638016724,0.46961551814605157,0.5981652784300489,0.32289099798976356,0.8057724700303608,-0.3460611282569299,0.1469808099585578,-0.15923512367438025,0.04560004106858858,0.0898509402754486,-0.03327738996315346
Thal_MDm_L,0.48723347614148954,-0.1084878166572322,0.6148334152682116,1.0,0.5179846378366019,-0.18255266705411752,0.44146657313714344,0.612529097662403,0.43203459779423986,0.42774457650699355,0.6470604932475051,0.0054747214316021664,0.00968687018006406,0.08538805966645133,0.4411537567117224,0.13404966061808252,0.4023947243963203,0.4408564534511665,0.19728312743584395,-0.0297057963288756,0.1971651757394101,-0.20644853691312998,0.530412537735082,-0.03910167441527127,0.5097502414422803,0.30109348722761214,0.8310877100670878,0.0656413740500142,0.5141056402002252,0.5428970490948746,0.6474311656986591,0.2572172341940112,0.2941286473072776,0.016074176857751407,0.5177549006587129,-0.050125330168127785,0.2325407737934267,0.28039938519900137,0.43779581313309107,-0.03882262753246444,-0.0031012200478135526,0.7041945210042037,0.16114617711501167,0.388682554002422,0.34219848109447415,0.19605115838410764,0.3933817300929574,0.050609258919162764,0.6352524986492013,0.0009256376286358874,0.2873896218490782,0.5186112819034,-0.23537806184037793,0.2814121607021229,0.4396501752945107,0.2004649534933986,0.38039260677156594,0.6596878979021876,0.0520979645905776,0.37157930417410895,-0.18321829903856285,0.6888960107680643,0.494229005555056,0.6914938877669726,0.39276516489242885,0.02543736882318533,0.30141062696287757,0.5764501952908352,0.4906521050712972,-0.08320195362442373,-0.01782538213550519,0.46593894565961985,0.046523640927766945,0.27711493529005876,0.03887326936034148,-0.046683781859432935,0.2827823863977852,0.11121958688101435,0.0739582280855073,0.2155540058879032,-0.0644679898956797,0.023823767881213907,-0.07737457018406042,0.3337596786994613,0.550613586070746,0.3591351613485115,0.10007599385326671,-0.1603689382368923,0.43618608334028564,0.21142219369053306,0.3417411512335572,0.37455710189563207,-0.025239152812261214,0.7680602409009109,0.1947756024065993,0.9077107324830558,0.4003479130408607,0.00127375125129798,0.11571170448819557,0.10127660910331511,0.4327605226141625,0.2853604954681907,0.2321007294095972,0.4873339572136463,-0.04780230205134215,0.585873575199655,0.4543945297928803,0.03888171220165736,0.5365074016517156,0.18319132266352633,0.1551272041792647,0.1756237095671178,0.36307581519919985,0.1282871793573079,0.5385220812473368
Frontal_Mid_2_L,0.7614578977323815,0.01690045286159205,0.3939040083942785,0.5179846378366019,1.0,0.4904208976147474,0.6405579595478132,0.7487102918014786,0.6801939528333006,0.8273633386292649,0.780918768064093,0.19644432332371695,0.29078719777910184,0.520438886390978,0.45939303271209925,0.5550869589324924,0.6928615485808813,0.8562475767690901,0.35334824801428594,-0.00955187100123839,0.3046804824736228,-0.34094133137631244,0.7848727324721197,0.1382102576130284,0.7511192019082803,0.30995844285507484,0.5962294845364616,0.4127841960565872,0.8684119821613118,0.8209705034155157,0.5514286405609504,0.4250633820925955,0.43207804797011434,0.3177470735831269,0.9325844094196404,-0.07211231819691301,0.6363637628667421,0.19244902180942225,0.9280884207856929,0.18263454092834122,0.19900502203497614,0.6638349062080008,0.23579641540474608,0.3964855561118929,0.6550590469625585,0.3775735605926697,0.7107966487423419,-0.050961150053727686,0.7676488811656432,0.1453504489547073,0.5134846909733161,0.8547824857473806,0.050614667541921655,0.4878333754558773,0.5416830776226599,0.49370018124117376,0.7841719812894097,0.7848319929315274,0.2563741931421902,0.758758399691739,-0.10600992536095152,0.6326010184530934,0.6906167988001816,0.6853289378947967,0.3242118863842292,0.22181843063170337,0.5320728264992618,0.4338705701908149,0.8181814076642921,-0.10024980383773473,0.22213138905515362,0.312313414139141,0.36312470555199783,0.5626796148050257,-0.15278296984965012,-0.0875802443478943,0.6369956193266252,0.22002261230141723,-0.06254678979147149,0.5595070439554414,0.2272521816679515,-0.13718181658365372,0.5060032437668504,0.7331126787812601,0.6798808946557894,0.7603345631922221,0.4175953203256037,0.14486066268302206,0.7756958370811693,0.16797365520225238,0.43401965166399653,0.6852439135480419,0.2635290165405319,0.5450955588079659,0.5158800484448886,0.5422754164513426,0.8167640938277285,0.2490790547980752,0.20134709371690127,-0.08766711614236762,0.7527675076492233,0.6034306875483872,0.36285588131755975,0.32178659141705085,0.33039645916782323,0.7814839626746857,0.6741855121591492,0.3989471350982011,0.6724855165554695,0.35196433541946087,0.6495699364194002,0.12005415596804932,0.7387508827956247,0.5069730622286877,0.4097304998110527
Thal_PuA_L,0.46560161938073713,0.05885084039843268,-0.06566598878923155,-0.18255266705411752,0.4904208976147474,1.0,0.44289662836836996,0.4041254822482208,0.4962905250115718,0.5164818331284491,0.24377628276356153,0.10759470268866532,0.11761694125528349,0.3256395072170801,0.20998644493806198,0.5276178138715493,0.28257619203044165,0.5733437826993828,0.3017769852380787,0.010329552446728894,0.05482397543028926,-0.08861329814007991,0.24426983163817084,0.3319703922485655,0.4547527006177281,0.20410131145538463,-0.18985982885530958,0.3569433757789988,0.5364273475297782,0.5300346612456363,0.207690128445681,0.24740351719559303,0.23136610129709076,0.3965893821687546,0.533243821489593,0.00692336315148488,0.4968074149206488,0.17284672788289496,0.5568149213241401,0.3961345783894671,0.057052819943486856,0.07490560411817945,0.17058587603784706,0.24845712127444536,0.31961366750848624,0.10199709654764162,0.4668446229835173,0.304591668780178,0.394923639819774,0.06839619533384234,0.3251246318283059,0.504693612822381,0.3476983625986135,0.3592320588518249,0.3246711227415474,0.26849598235659466,0.6196783549109076,0.33182161904733903,0.22228589182453545,0.5401414656444977,0.08894495935757292,0.09450413509806671,0.4286317095366335,0.19797412927588462,0.12928655302026928,0.11650612787911613,0.5310386503396781,0.05002314029714753,0.3871494961605169,0.012313970216230293,0.19402538619310403,0.06620804543938527,0.19675409536751098,0.2767731579392231,0.06970503374678612,-0.008781273830349594,0.6864831587269599,0.018515341808783933,0.25449357775081,0.4269425111797151,0.14810142172069118,-0.2100644271543387,0.6891655378226794,0.5992107219287738,0.35160073179681095,0.4319802856666005,0.16820945969447304,0.37499668450855983,0.47843535665240294,0.21059078788180863,-0.0353008363328236,0.4519293454771908,0.10407534458802384,0.08204128764459413,0.2583843456588101,-0.14638374135137486,0.528501119569801,0.10541917585588467,0.293313731475785,-0.01939412954168471,0.5288704923029481,0.3504228708765906,0.44769239964762675,0.07934779873423208,0.20844952009880646,0.18278124862260706,0.33897249624595965,0.13046702012024464,0.22025520265683504,0.3440969339887362,0.4918692089406749,0.16414273736170568,0.6514837104235965,0.23240303841239987,0.16140290304825325
SupraMarginal_L,0.6865650873345254,-0.1336079870761367,0.010093107468629807,0.44146657313714344,0.6405579595478132,0.44289662836836996,1.0,0.5695838592620133,0.7813337559190199,0.7390626174157345,0.452809154464429,0.08416375513756706,0.010975565362311425,0.3195169017156994,0.07810515389143798,0.5606759557394242,0.19077650097074547,0.8332717623253543,0.6972916739109363,0.07935306266597955,0.5667051315304451,0.1251444567112888,0.4212787663417319,0.5236993723685406,0.8283576984649622,0.6309709918550256,0.41547810474732344,0.2037268922776735,0.851716978774535,0.752448218647672,0.4845929103195784,0.562984574520237,0.3157117546636374,0.47296309577582085,0.7982104043530215,-0.1084634513230474,0.5290058656712507,0.004661438526384832,0.6654867909120634,0.10979458199518861,0.00776477344705193,0.42678103678046864,0.136711234772404,0.7496118989388072,0.38425376217161655,0.4389099493996971,0.7901035139134749,0.1082834997712853,0.8519402070687216,0.04278785726750971,0.4854851288574021,0.7769918443700841,-0.03264798313918559,0.5861953614935531,0.4990405099958948,0.05516326121475117,0.8190059443548173,0.724184286782272,0.6581466972143903,0.5651990990335656,0.02165848760516153,0.23611460290140124,0.7906643171618615,0.7871510349033108,0.009670302153014416,0.1110451910928446,0.6233934194627013,0.1234599007411876,0.6058625342225327,0.41810454444121437,0.0856729870708605,-0.012947949490664528,-0.10348555854776031,0.43244324115915106,0.454695778462467,0.22250018055568124,0.5375881426794852,-0.2048209143073035,0.33149275508374654,0.1009440324224945,0.2628635620371396,0.18583306254736476,0.34210571970350534,0.8112673967687283,0.6615951848265551,0.5331068106110679,0.4136160967723252,0.41527099235616793,0.677133331045339,0.7591403710448876,0.13091375444946196,0.5373930249339801,0.02167874931641805,0.5555111686345386,0.2441991013127116,0.5570845913294397,0.8994620596366947,0.0466255811243376,0.6370914455249643,0.07211642703107167,0.7063996494106949,0.4783958316577857,0.7428272621191241,0.4938643216669142,0.3123414893274937,0.2775887120881754,0.3591669169437435,0.08437953569216552,0.2001119227611996,0.8474588751678518,0.49288405307069627,0.35939396572004706,0.7610385321329526,0.021064497024191026,0.8331158383680842
Hippocampus_L,0.6702268447990458,-0.09926705679226332,0.6296593941835231,0.612529097662403,0.7487102918014786,0.4041254822482208,0.5695838592620133,1.0,0.5944174005847342,0.66708667516523,0.7604210396244772,0.07681948530095883,0.16221793427645081,0.18715698652026455,0.7606050229851277,0.42436917790746365,0.5795750423085386,0.7113608903536106,0.12526480389874134,-0.18361045867744896,0.02036667577750097,-0.4118823310158267,0.5127998049601175,-0.02836068777095686,0.6553515154630691,0.3043666052760973,0.5651912704061964,0.47108857969579876,0.7293667227538334,0.7160322032251629,0.6290343282200558,0.21906348986069057,0.4603609695817188,-0.03460846666480161,0.7473501231315174,-0.09059873336019358,0.5533538369106858,0.6042685297010811,0.690240300974626,0.2077792433828368,0.05126149468594749,0.5652957091531668,0.30912826650941655,0.31309080734468575,0.45714122223225195,0.20185515638742907,0.6055735839425966,0.30933728131174654,0.7655951132207298,0.04303821470912678,0.4991821431776675,0.7342207054293982,-0.0016549248407152146,0.4420603219078627,0.5646017279235943,0.3087751317615307,0.6867633342412323,0.651772987903781,0.11304705618854695,0.58268815892992,-0.07727405179356872,0.6356468889510433,0.7263249713878698,0.6159575489658742,0.5132086688995495,0.09628599692789924,0.7318229121074451,0.6890907359252096,0.6639331089685377,-0.2546496409100897,-0.05462460112611787,0.6289671463295745,0.11841957912445074,0.17280909258647176,-0.02502346049714049,-0.2063333764543323,0.6579313360428443,0.11178318933330064,0.12378579458050398,0.3936093189690187,-0.11101518009623766,-0.3723010624374387,0.3456295323084301,0.5799305640925538,0.6966594893312662,0.7551810731679686,0.26148502905733356,-0.1625557566021444,0.7023757421232768,0.24819886433023147,0.37961406656682034,0.5326145896258139,0.06343923245221475,0.7541324250806429,0.13803424358549804,0.5958985433846216,0.6425257430102116,0.12631980558987624,0.046255148057986695,-0.012333230048126564,0.6471578659586066,0.4251333376465623,0.48876809397343735,0.41864882900823164,-0.035232263950370366,0.5594134399992071,0.7839758640223299,0.25212679936167515,0.6976276021313187,0.2527796737941909,0.5676392078408634,0.18901896119095904,0.583714024472036,0.14366511947170996,0.4543597845145837
Parietal_Sup_R,0.8967752757148266,-0.21698356457700899,-0.012833438626396913,0.43203459779423986,0.6801939528333006,0.4962905250115718,0.7813337559190199,0.5944174005847342,1.0,0.619835499368214,0.39062741888272534,-0.27010113181360257,-0.347553788552738,0.5142990294634416,0.08602325779208492,0.7052921160183052,0.20872228430943743,0.8930549317991117,0.6727344113427434,-0.08724219113533717,0.4159896467926029,0.11820116029833319,0.6718376042310642,0.6033725819527915,0.8589025555722103,0.7586469073537435,0.42943676308791784,0.2886139897540092,0.9039839150362159,0.8946237687065416,0.4562823380916411,0.422571206671955,0.5847065529228451,0.5736811302668621,0.7653218398009255,-0.19674178741379675,0.7532201655947364,0.04463009475519416,0.7264208817542239,0.023440092603075672,-0.3366241679895334,0.530469272848143,0.23564569942973676,0.8099989904084847,0.7524617668100032,0.5758123636923541,0.5240226235336841,0.09218578548859778,0.7057349143144815,-0.31105459538683683,0.3026840552043126,0.890654217088835,-0.09797628594555995,0.8589006735317427,0.5409432955914127,0.17010727822896118,0.8428225043772879,0.867269373167963,0.30306020496113495,0.8089374625853403,-0.07384313380230684,0.32257974104136733,0.5757482539951049,0.8182509861582731,0.03711280502555483,-0.24388828024528345,0.7275143681683518,0.1411849633079869,0.6803036978729383,0.1561782716417952,0.17534142201651703,-0.012241181766005726,0.0995284766780114,0.66482418108516,0.4484780798092267,0.2396123132908092,0.5636273565493654,-0.289393551345344,0.40865561305113146,0.2998379485676324,0.34286796859608326,0.11925653463047876,0.2888605215874972,0.9374748169298847,0.7344634672098286,0.5980210967263939,0.5452905289242559,0.47555530656081035,0.9116756748036683,0.6253417299549879,-0.12070288097095333,0.8979535826845462,-0.32104938134833266,0.6067621911838645,0.5282666591847497,0.5070745659584912,0.7923520331253673,-0.3198488575224013,0.7078726669676269,-0.07081396035359591,0.9486165115165707,0.7147043809542497,0.7419378802311434,0.4899596270658417,0.26754078620891397,0.502633314675713,0.4787278547954745,-0.2000502487571016,0.23805771291983688,0.7391964051365887,0.597464587001427,0.4878981547548134,0.8768524172715488,0.37015378492956014,0.7124862049898015
Frontal_Sup_2_L,0.7052177594271923,0.045720288066581787,0.2711276039949934,0.42774457650699355,0.8273633386292649,0.5164818331284491,0.7390626174157345,0.66708667516523,0.619835499368214,1.0,0.6019017712146872,0.3100773393407526,0.3509564392792506,0.27760729111740806,0.34645808360915353,0.4832604106627656,0.5647898623612881,0.8031052291328103,0.3992704624137867,0.059374280925145205,0.31476530230193445,-0.12732894108880394,0.49050692107139754,0.20292081433355225,0.6744433840624846,0.33769020148886086,0.44187902515200594,0.3028799033640617,0.7856787972531186,0.7291382065531691,0.5654903349689419,0.431510818221504,0.3888660044451973,0.3269098787021891,0.8436979505665895,0.010017401068832341,0.5741056079939817,0.18400281534405033,0.8655649465331292,0.2694310182353585,0.27761075963317305,0.5038527606600327,0.2392890320706288,0.41551684886337337,0.34753515084381875,0.3171708276573495,0.8067621152729673,0.039752531409668085,0.8376555701018712,0.2566707279375521,0.6763018909621903,0.7676899106439882,0.15547558501786485,0.3319381486245043,0.5190387676422601,0.49495628334119945,0.7863242629530026,0.6652861851620148,0.43811901324775665,0.5846266819181137,0.03961354347475896,0.4162649329446984,0.7285449716029624,0.6016147136853692,0.27937715992302686,0.35572179315052643,0.5427417083993019,0.3680049019041503,0.6770546923151517,0.10839183217427487,0.21640279173716323,0.26820945029639615,0.1619418091831616,0.3930924656983441,0.018467720761910045,-0.011628543134533728,0.5809875221971554,0.15015715237752417,0.06402209982000388,0.41060155051939873,0.13762475357600676,-0.05323605062830545,0.45373704155231975,0.6973483473408926,0.6975377333127605,0.6325820903352721,0.25678751490114743,0.2550378767461276,0.6278489520860605,0.30037463628041466,0.3681221787915782,0.47846278891849264,0.3155833848494309,0.5563878045606171,0.2567099920902964,0.4164725540910682,0.8228964179242674,0.3433336070690838,0.24315225074492888,0.050223830637936506,0.6036495835464748,0.5220786943919472,0.4554593586274889,0.21620171387556691,0.24449817722476874,0.5024916888821475,0.5518800314473735,0.4251707141521766,0.5660153780068342,0.4759857943967629,0.591445161963676,0.19176606360306261,0.7013083897092596,0.2020157954890021,0.5244224715243335
