,Frontal_Sup_2_R,ACC_sub_R,Red_N_L,Thal_MDm_L,Frontal_Mid_2_L,Thal_PuA_L,SupraMarginal_L,Hippocampus_L,Parietal_Sup_R,Frontal_Sup_2_L,Putamen_L,Rectus_L,Frontal_Med_Orb_L,Angular_R,SN_pc_L,Thal_PuI_L,Putamen_R,Parietal_Sup_L,Lingual_L,Cerebellum_Crus1_R,Cuneus_L,Cerebellum_Crus2_L,Frontal_Inf_Oper_R,Vermis_8,Cerebellum_4_5_L,Cerebellum_6_R,Thal_IL_R,Thal_MDl_R,Precuneus_L,Cingulate_Post_L,Pallidum_R,Cerebellum_7b_L,Cerebellum_10_R,Cerebellum_9_R,Postcentral_L,N_Acc_R,Thal_PuI_R,VTA_R,Frontal_Sup_Medial_R,Temporal_Pole_Mid_L,OFCmed_R,Thal_LP_R,Vermis_7,Calcarine_L,SupraMarginal_R,Raphe_M,Rolandic_Oper_L,SN_pr_R,Frontal_Inf_Tri_L,Rectus_R,Frontal_Inf_Orb_2_L,Supp_Motor_Area_L,Olfactory_L,Parietal_Inf_R,Cerebellum_8_L,Frontal_Inf_Orb_2_R,Paracentral_Lobule_L,Cingulate_Post_R,Occipital_Mid_L,Thal_PuM_R,N_Acc_L,Thal_MDl_L,Heschl_L,Thal_PuM_L,Thal_AV_R,Frontal_Med_Orb_R,ParaHippocampal_L,SN_pr_L,Cerebellum_3_L,Occipital_Inf_L,Temporal_Pole_Sup_L,Red_N_R,Heschl_R,Insula_R,Temporal_Inf_L,OFClat_L,Vermis_1_2,OFCpost_L,Temporal_Pole_Sup_R,ACC_sup_R,Occipital_Mid_R,Amygdala_R,LC_L,Vermis_4_5,ACC_sup_L,Thal_IL_L,Thal_PuL_R,Vermis_6,Supp_Motor_Area_R,Temporal_Mid_L,ACC_pre_L,Postcentral_R,OFCant_L,Caudate_R,Rolandic_Oper_R,Thal_VL_L,Parietal_Inf_L,OFCmed_L,Vermis_9,OFCpost_R,Paracentral_Lobule_R,Fusiform_R,Fusiform_L,LC_R,Cuneus_R,Frontal_Inf_Tri_R,Thal_LGN_R,ACC_pre_R,Hippocampus_R,Angular_L,Thal_LGN_L,Temporal_Pole_Mid_R,Cingulate_Mid_L,Temporal_Sup_R,Insula_L
Vermis_8,0.4821083383958048,-0.14468612568481173,-0.5880206953070006,-0.03910167441527127,0.1382102576130284,0.3319703922485655,0.5236993723685406,-0.02836068777095686,0.6033725819527915,0.20292081433355225,-0.13327467244317223,-0.290501768178508,-0.42654581642247547,0.3883875570828886,-0.5061317765655395,0.4006180715898882,-0.3056773827665366,0.4656735679068294,0.7258026679513049,0.12059404086923678,0.5004576471659161,0.5407872284533247,0.22172941105982322,1.0,0.41964764324904325,0.7368837356600322,-0.10178061861562154,-0.1662072180980337,0.41487167167175,0.4078745907617995,0.06576603412678265,0.27258805969376576,0.381619113900966,0.6473482277218339,0.24238173473487648,-0.20131497427225975,0.26737889463941134,-0.3403590523845973,0.2924181470254175,0.07744086667476067,-0.3689381988631646,0.04295149101811084,0.16222721649764726,0.7198151916252269,0.38424686025206345,0.35009632055970363,0.2473713908808989,0.04183417179122876,0.17586773510745682,-0.307474606652332,0.10241354679897399,0.33788087760398244,-0.11115296609805156,0.5685413812071776,0.08509682185597413,-0.03163117875805405,0.33057860685318013,0.42871321711899124,0.45804833828961206,0.39625141165036143,0.03948431800119525,-0.23285652635191606,0.17658658796531132,0.40565181201474954,-0.4376678119056619,-0.2535635174836517,0.35521789714219854,-0.3810071502545546,0.10460732083912316,0.49560599767392344,0.18919355433923365,-0.5397191750036927,-0.038328659497339906,0.5689479578217351,0.5986273209565097,0.5688496410441137,0.15565788721820595,-0.41401817269670793,0.49132987487705576,0.03718271717831488,0.5614376682155312,0.5028817371614946,0.0992463698637886,0.6015696281653283,0.2500184829600828,0.021335521090649002,0.3059078044560519,0.7573495722573172,0.389449316436747,0.6665678482512509,-0.3864534521595932,0.49537675205673243,-0.3475185263318396,0.04681112987061219,0.46743572136296985,0.06687693399472443,0.4342085608211815,-0.3499450627658857,0.8766278808733496,0.054592409696551,0.48955490060217477,0.5047493767486613,0.6096824267877471,0.29695323104689575,0.36892529693288884,0.0338809330557945,-0.18696625632622546,-0.3053115797637987,-0.43525488456096545,0.7558168383716921,0.11157904681374085,0.6023002573288504,0.5553707973746409,0.21263862108077053,0.5265546145332339
Cerebellum_4_5_L,0.7813632851186865,-0.17638490119775646,0.10590472075711749,0.5097502414422803,0.7511192019082803,0.4547527006177281,0.8283576984649622,0.6553515154630691,0.8589025555722103,0.6744433840624846,0.5326219906616275,-0.03328534878521612,-0.05373481536189199,0.46363786992709005,0.17460190568292763,0.6647390766253375,0.2690296476936372,0.8918856974146689,0.7195633162486926,0.033838965895206706,0.5296847320318433,-0.0430381000210962,0.5896479332341698,0.41964764324904325,1.0,0.6703705072211911,0.5017421447770705,0.22496882029623141,0.8963441426460304,0.8843653500418143,0.4356346236773036,0.6426524509123772,0.43123055230725704,0.4843681861040264,0.8762875693624228,-0.19576902663735177,0.6293243492531647,-0.016061653075261882,0.7124076777010877,0.05897293723743796,-0.08048669630200977,0.5661084351176161,0.14023628982803438,0.7740580811101909,0.5949148873080333,0.4737100785147093,0.6194255911001194,0.03199315752663998,0.8167465243865178,-0.07670098918270918,0.30296663745879565,0.8744451279900781,-0.13952837819497177,0.687467560818474,0.6018361327247148,0.061554790760286804,0.8402793293347611,0.8530169468267961,0.45084191302246446,0.7603221273307437,-0.08834709852419748,0.3604853843283533,0.7219514575274714,0.8321295462437042,0.090182520640096,-0.010950154563343691,0.6885955559440469,0.1815154172875473,0.7836228749398272,0.2508556414202386,0.0650080360110609,0.060138830453811236,-0.009122654559882816,0.5456472929784053,0.37862130664174326,0.08209516558434694,0.6930656248189604,-0.19985459330462843,0.25421097707828283,0.2140950521904065,0.28261912638495595,0.08667993805805974,0.34814507399897343,0.9155935826990206,0.6493144708663179,0.5966327970266945,0.4904479887275784,0.40737574926785186,0.8309688332294017,0.6399551497854642,0.11027637808220232,0.7260449354014855,-0.045240244267408254,0.5837726398060462,0.3314116866167826,0.6158990996071758,0.8443288379119226,-0.059041054093763784,0.5839220436471434,0.01076491190553798,0.8599554704005083,0.6473740801701117,0.7544561595213162,0.5287048123730812,0.35910275271167585,0.46511442034443085,0.5503635070629441,0.0017733616963385357,0.32227286014618034,0.6947869676142829,0.6131403369708629,0.2721104464537118,0.8183138297115613,0.2416218864803731,0.7440035306663393
Cerebellum_6_R,0.6591540454167129,-0.2080787355943857,-0.25613573739553797,0.30109348722761214,0.30995844285507484,0.20410131145538463,0.6309709918550256,0.3043666052760973,0.7586469073537435,0.33769020148886086,0.08719948278377343,-0.35901772407288574,-0.46925397776645994,0.3461566856988966,-0.22439135633077495,0.5154983700121624,-0.17719717258704268,0.600912116364951,0.7341094282190725,0.007098314093288088,0.5017468369417983,0.39702020401306265,0.3703207470437766,0.7368837356600322,0.6703705072211911,1.0,0.25207219785322854,0.0009615804625636792,0.5884614143313999,0.6037536117286396,0.2129763039770344,0.3679186542818067,0.5705185494409866,0.48428048238567345,0.41074593223007916,-0.2560657320246331,0.4151691318697653,-0.1350544851257678,0.38132338284729467,-0.008538691757302902,-0.409539800314347,0.3470453360500967,0.14474925942276168,0.8379817243281303,0.5195654518936604,0.4427210798936808,0.3132176754953573,0.031034824579525867,0.4444196852378562,-0.36219633945489393,0.14815012461218494,0.5450547338348788,-0.21257512966232592,0.7386072354242313,0.3955246127872611,-0.09132217754457819,0.4725565659328321,0.6358758956502144,0.35772092301208264,0.5438299695818748,-0.016675218029136036,0.03794072254486442,0.3231799063593448,0.6650854441603274,-0.17983972019886776,-0.30545667065348997,0.5804738050321113,-0.1158197721030921,0.3267016476902669,0.3918270106491164,0.043175877232712066,-0.25784596780597363,-0.12249581945180252,0.5297501863499456,0.667776018357208,0.43613325074433584,0.2484636394845058,-0.4422778954960352,0.5146112666143906,0.004330414037404571,0.39340156662845327,0.3601545919779366,0.0001851707845223312,0.7325918009954693,0.47133712600508954,0.25713094220414906,0.4337106925626301,0.6077718854479169,0.6138958358065588,0.7330360245551836,-0.24702582358451822,0.618926089164623,-0.4129700880701949,0.41911522901151016,0.3711758597968345,0.4131602725013556,0.5496865042912598,-0.4168829465745418,0.7678674824567437,-0.0003159253954023939,0.6761041984054237,0.727775439902409,0.7631582856514255,0.39849675253545475,0.267329098795749,0.20984835220882891,0.15269975221122742,-0.3305074470221547,-0.1403477190389483,0.7682221231844396,0.3175300023172039,0.6101992083875853,0.6173247680983766,0.14509525148832247,0.6980877488435556
Thal_IL_R,0.4471120405629196,-0.13825573294021962,0.582739384850229,0.8310877100670878,0.5962294845364616,-0.18985982885530958,0.41547810474732344,0.5651912704061964,0.42943676308791784,0.44187902515200594,0.6697893058677725,0.0472336716103624,0.10311506584491618,0.2672569612098302,0.40848670882007143,0.26342834260290254,0.517041361971986,0.4798641803025372,0.19047127618212947,-0.08918949630412924,0.3026692155710605,-0.27972949997166896,0.6391218344287175,-0.10178061861562154,0.5017421447770705,0.25207219785322854,1.0,0.24607338781434177,0.5580629721327669,0.5324961979259231,0.5380659253465914,0.26171117481608525,0.30076301167038555,0.019438829756784237,0.5823317021318631,-0.026481370717461566,0.33609025573868595,0.20759625924247335,0.48859546095802886,-0.22763091793602347,0.06977993360536033,0.8375920204264704,0.06874908594964758,0.3545520396954113,0.46062842288731026,0.4658854859320083,0.36190305623214664,-0.2565216041798477,0.6145782360049573,0.03755428044766396,0.19867726565424998,0.5684150741553875,-0.15377531034987627,0.3244517795060927,0.3994817745967413,0.1900966957485837,0.42039676251800423,0.652115536991815,0.09390093737091477,0.39050400455721207,-0.12213041198809754,0.7653338413845917,0.4797624488885466,0.6876822962000392,0.2489075774673268,0.07049174487929281,0.14727874557275786,0.5400559001836676,0.6476227196834174,-0.10881191469249814,0.03845229764653425,0.3937999072421299,0.14343642125931502,0.34226708617874796,-0.13013307578056635,-0.13047671305586866,0.16115047155301082,0.11502546509663121,-0.17819471976983714,0.19242937535770904,0.07012784046975665,-0.02894634581786334,0.07282558722035073,0.3497181379113885,0.5161880377482787,0.5267266909884245,0.30886165058892295,-0.16977957256015455,0.504058007485903,0.1324361367737911,0.45640107417404047,0.41555049748658396,0.06487024153628422,0.6646765180238037,0.2652770885069168,0.8023133352516794,0.477823480322976,0.06190921041877456,0.05471881195280902,-0.18709075513353257,0.4484393837315925,0.3978781973312921,0.09708206799935522,0.34527983973215165,0.12368977977986376,0.6275922001728178,0.5262645706031492,0.14739242851374948,0.6008486554882568,0.20075709188412277,0.32960105965883985,0.016498783310245062,0.29093941480114416,0.27646481640636555,0.44163366523157144
Thal_MDl_R,0.34753130390856946,-0.0635992733646283,0.22350225232176843,0.0656413740500142,0.4127841960565872,0.3569433757789988,0.2037268922776735,0.47108857969579876,0.2886139897540092,0.3028799033640617,0.32092715622490764,0.04089481523084884,0.047550783222824085,0.09488075352536436,0.3514324108390433,0.47223067154858883,0.356190844628184,0.3212817748917043,-0.08432148100574904,-0.28217158693530087,-0.10938952816694383,-0.23120507482843367,0.32606283331469027,-0.1662072180980337,0.22496882029623141,0.0009615804625636792,0.24607338781434177,1.0,0.33832700026187623,0.25282410479411205,0.20851649256151755,0.035994630565690446,0.21179385222497576,-0.10270517082753544,0.36264529597250755,0.08950104316385127,0.5209057570402928,0.31953112363859837,0.37410271584982796,-0.22896322961231366,-0.005098612146599589,0.3689145177897388,-0.09080666582233146,0.004440233540194088,0.36125886303610677,0.3749978575636098,0.269449174062537,0.0021428793161468807,0.39672279132730975,-0.009927922912723413,0.18264861289208714,0.3986411249583477,0.2641848924366892,0.27472381139474755,0.2940071145205609,0.10298872265452741,0.3877482974707399,0.21670025234712295,-0.03605316147872225,0.29932205395575395,0.1456540784887614,0.5328379968643523,0.30748962358854975,0.2699768826791119,0.16921581232144287,0.022242283217529718,0.3241124979920024,0.23704771784423428,0.3994941583907881,-0.2503759952751786,-0.13986053381868147,0.1554464824031839,0.18969565900285268,0.10788123142516919,-0.11666563905613943,-0.22969194133023071,0.20087713258824783,-0.06785725140982236,-0.0846608307745777,0.014135639693153047,-0.08930385954815034,-0.4060979622240742,0.5208918900564937,0.3046225644532385,0.5721963965103426,0.6501307379425896,0.4522032407567174,-0.2416091290274947,0.45277875036100745,0.015001645869923776,0.3786152643123442,0.31427318428445006,-0.01669689829790331,0.3032912343488567,0.1240780369918833,0.054157935495796894,0.3033388168665318,0.010272018542828222,-0.06256813286322298,-0.4297395177476783,0.36703359213707465,0.2087006502151989,0.12457707348927778,0.07805205950137128,-0.08853984614342077,0.2178891437976961,0.5240080859326771,0.23968046929370146,0.3732493486977044,0.04098050676758355,0.588049166766771,-0.1356483096224098,0.09209091695301383,0.1497751193628974,0.10336515463581393
Precuneus_L,0.844610939475444,-0.1270540368170935,0.19824105559510227,0.5141056402002252,0.8684119821613118,0.5364273475297782,0.851716978774535,0.7293667227538334,0.9039839150362159,0.7856787972531186,0.627431782315606,0.006501594577233952,0.00957548753809842,0.5855478492177877,0.2914051335506831,0.6626089682661472,0.4686694203175457,0.9691771710755013,0.6034810957378273,-0.006049536468237594,0.4820249548862354,-0.09009886652715003,0.7361182024066403,0.41487167167175,0.8963441426460304,0.5884614143313999,0.5580629721327669,0.33832700026187623,1.0,0.9402332264600625,0.5524889041344085,0.489737549985156,0.48722578277242884,0.472977410487721,0.9318754286084968,-0.14182892153397467,0.7367625151927764,0.13349882352651782,0.8525334001599626,0.12568286324872885,-0.03753779722481828,0.6288054110800071,0.2773979944715724,0.6894877262827962,0.7131797799242232,0.5114356986623078,0.7073482876949879,0.054517218038987486,0.8347108645169706,-0.04810684486078721,0.43293562830072324,0.9509397464408228,-0.04570691591066185,0.7423836450025054,0.5652273637512332,0.291644160157858,0.907233253208571,0.9010292427169855,0.40589898048783957,0.8263138911705008,-0.0847494257828384,0.47588611274021053,0.7505866068314166,0.8341627984845416,0.1391131966925436,0.033413499073850564,0.6880762574668929,0.3151903217988739,0.8116445201158987,0.08459813555423029,0.2228966983676888,0.17568987317157392,0.1547664930401213,0.6037400094698581,0.18348358598911899,0.09783267952318761,0.6789543841154673,-0.043723476703285434,0.18922709119615547,0.3972010557089815,0.34175822854092003,0.023990072723886376,0.4451388749075055,0.9093899911772623,0.7349308374328715,0.7156626463449237,0.5047926293717249,0.3594953165357531,0.8902541557831393,0.49629290994880143,0.171692647886649,0.8028191167614359,0.008515692143700505,0.6144931061709528,0.4869215804111491,0.6044149954796902,0.9360271339592483,0.009380097851558722,0.5054490864261779,-0.04508270112309894,0.9024357170203067,0.6821547096795686,0.6216593370121302,0.4686835054126848,0.39031773437451767,0.6333900340502026,0.6055153541187185,0.11254498087773916,0.48532392858477374,0.6943615331185241,0.6339898217115296,0.3249609547848135,0.8827490214456958,0.39298895466231765,0.6501141345598389
Cingulate_Post_L,0.8481867109257487,-0.14334115151731688,0.24136848462015767,0.5428970490948746,0.8209705034155157,0.5300346612456363,0.752448218647672,0.7160322032251629,0.8946237687065416,0.7291382065531691,0.583105949326073,-0.06383371413566297,-0.06218297900347213,0.5202745423047367,0.3129258436562816,0.6558188438812513,0.430077550260134,0.9123749744229798,0.5620536027205024,-0.00895709083018364,0.35796357317743965,-0.12940627579851108,0.7168429670850621,0.4078745907617995,0.8843653500418143,0.6037536117286396,0.5324961979259231,0.25282410479411205,0.9402332264600625,1.0,0.5453844493199507,0.4360849930318937,0.5422153991908369,0.4884741408930061,0.8819054400745894,-0.13536139729673088,0.7109602983099887,0.15711284059792927,0.8044011803067755,0.1525088030570886,-0.10828291569574468,0.6241785898530026,0.30601003757316414,0.6903065560916376,0.7088487657671592,0.42939181551277344,0.6090874199226014,0.07695867579103838,0.7674138331777774,-0.11790140698813638,0.34647202579360903,0.9124137390153249,-0.08438232934891916,0.723390010884529,0.5771242159907986,0.30863180586044503,0.8661061168133839,0.9241975452130132,0.2807928013143201,0.8346028102734059,-0.12838884368570652,0.45827387779177126,0.6840733510575864,0.7895127491084006,0.2244763967225376,-0.03779609473102013,0.6878325896179124,0.3330317443207672,0.7902171514347541,0.021815400020896023,0.23498742625638416,0.23381987817834307,0.2078360942997786,0.6040566542942727,0.20867501150840032,0.05787211500979098,0.703077347891272,-0.030559983415333798,0.2533714817907062,0.4630201506230314,0.2662226190789942,-0.003865562714778037,0.38530085756361804,0.8935228032576157,0.6857619978501561,0.6635709856966551,0.4111526892815624,0.36417202814528127,0.8749383054960447,0.4563738239085566,0.08315302995459589,0.8452199295204493,-0.06381069654846494,0.6270367437571123,0.49774412425222525,0.5885750352522742,0.832664863637273,-0.07364506926465744,0.5031870689259987,-0.008607288140043065,0.9097151218293655,0.6871533074023813,0.6296922566653023,0.46133448972021984,0.27704672737232483,0.6457780113717395,0.6271578351467118,0.012819814640993504,0.4820665751866272,0.6001804558750287,0.5982568382472977,0.3559055025245455,0.9034482327027825,0.4282931823069065,0.6075271121090565
Pallidum_R,0.5291077082844275,-0.004370459278332923,0.5141841177249495,0.6474311656986591,0.5514286405609504,0.207690128445681,0.4845929103195784,0.6290343282200558,0.4562823380916411,0.5654903349689419,0.6915411032849526,0.1471321568518507,0.11585000072871954,0.13716779314366256,0.4847241722478398,0.18146880660469694,0.6063053143343669,0.48249283215035593,0.22156544481579282,0.05908219102030439,0.12583868701312517,-0.18143421130885226,0.4745141461766886,0.06576603412678265,0.4356346236773036,0.2129763039770344,0.5380659253465914,0.20851649256151755,0.5524889041344085,0.5453844493199507,1.0,0.1796686109170826,0.2891649692346142,0.20199797626748311,0.5454894484029293,0.07955299852488609,0.3504974466493015,0.3220796397759901,0.561630178288939,0.25431615293540744,0.09402713836681224,0.4721280763482575,0.21260880500881296,0.33883332673772537,0.31504266122630836,0.1037570301691497,0.5452111205430478,0.22802401665447974,0.6402929058256573,0.13542999874556588,0.5632670175003317,0.5054946573629561,0.0734729132117194,0.25628482234693467,0.3695035051753109,0.44350008385843753,0.4538310494732886,0.5629979775475367,0.10186499394844709,0.3958723880078456,-0.03754352359489909,0.5419405082752141,0.5036492510248999,0.5186520258622648,0.49708527224891635,0.13157809225986333,0.4047982229732029,0.4828497091523021,0.4522472795993123,-0.06698664251691978,0.09414492912465454,0.49348375255646265,0.3236290297111532,0.3930877035158124,-0.023056196102364614,-0.0184426697289081,0.32474142233885117,0.1709578445905774,0.16899198002777274,0.3799241478651622,-0.06707656360650514,-0.07955210648180792,0.1665877288370136,0.4098339668615274,0.5893339893550562,0.4308681581522881,0.09224557098646415,0.024428044066701127,0.3994258957409411,0.1739125051432632,0.3867283271622544,0.38273631320553914,0.06172965385028418,0.6628966285237301,0.2918142436089428,0.593408431692481,0.4667846495219172,0.15608422231833494,0.15450121061422709,0.18858275564100802,0.43477725634035064,0.30458953795469396,0.26425025061098106,0.3163808661282536,0.01521850232014791,0.5217950688797858,0.5378210800234288,0.1853184651029993,0.5488808647133251,0.24214398112972135,0.27604650127401026,0.2270363628839868,0.4846215135724698,0.18688334573721455,0.4833963108038067
Cerebellum_7b_L,0.3686578440807715,-0.08137356599869976,-0.09194380392894468,0.2572172341940112,0.4250633820925955,0.24740351719559303,0.562984574520237,0.21906348986069057,0.422571206671955,0.431510818221504,0.23456638870340493,0.22128785916035681,0.1422676484634946,0.2573744696244123,-0.10188473592455478,0.4335487837036328,0.04006166531767915,0.5351311003191666,0.578576173626467,0.2231460104240795,0.5354566366904678,0.1405402524651938,0.2297856900904511,0.27258805969376576,0.6426524509123772,0.3679186542818067,0.26171117481608525,0.035994630565690446,0.489737549985156,0.4360849930318937,0.1796686109170826,1.0,0.11518863174173412,0.37524330780050624,0.5569443805365808,-0.07851101662028709,0.2935708537165304,-0.27976640086334903,0.41145299753633924,0.00840040158328903,0.17023034251070696,0.2513008479536836,-0.1129398861064325,0.518281556218126,0.1859138556405181,0.37685920716580673,0.45272061558762283,-0.12354030854288163,0.5490047435060234,0.1398419688558378,0.18964221825146535,0.4623466945974705,-0.09395561109456516,0.2336698763167138,0.4105501294340883,-0.10489440876132894,0.47772421904971135,0.42928144542755725,0.552208571561537,0.3397344997084294,0.04349436095719593,0.0741902083757432,0.4700389624086185,0.4905594097284283,-0.013954267900869025,0.20474495038233712,0.26909132418368015,-0.01213182490447853,0.41218206935857327,0.4516565673078698,0.020542750217542576,-0.1667098192669052,-0.0931362330743553,0.30987418937831146,0.3357045982672592,0.1428175789662461,0.3639412774209098,-0.15013115792127568,0.10872047829266313,-0.022881684502076192,0.2794759329230831,0.24887600638524543,0.204223388405771,0.5366826948801751,0.2847384312655755,0.26721308083375234,0.2942806067116658,0.3416524661869436,0.39670235395281567,0.4973923608335793,0.17592032492491957,0.3010498374129749,0.2055570302431982,0.17481760456101728,0.09282455388737616,0.3000690526555526,0.5311038376783096,0.16533316865881317,0.44675976855228794,0.12931214751139744,0.43217567667282,0.34465136885345293,0.4910857156944456,0.2711158461573168,0.35537210903086935,0.11941579128108785,0.1040896471548681,0.12777110903924224,0.03462515061936765,0.48021066068157986,0.323823607266387,0.05462836604101333,0.42844517235908264,0.04632595434398168,0.5312250871431086
Cerebellum_10_R,0.6283629476141385,-0.2591775281216927,0.11207578191783672,0.2941286473072776,0.43207804797011434,0.23136610129709076,0.3157117546636374,0.4603609695817188,0.5847065529228451,0.3888660044451973,0.27300277283534524,-0.3235696019353259,-0.2981263000385718,0.2539899324267923,0.1879078875245556,0.4622289848892632,0.1919325724228456,0.5093099778912352,0.2635255340840133,-0.13496307780177152,0.08569672394656228,-0.007598151877073245,0.47262544521222544,0.381619113900966,0.43123055230725704,0.5705185494409866,0.30076301167038555,0.21179385222497576,0.48722578277242884,0.5422153991908369,0.2891649692346142,0.11518863174173412,1.0,0.2565532080744962,0.3900201908939046,-0.2740403271517803,0.45848611918038723,0.13701803380951946,0.5043964442533108,0.06769884589184315,-0.36023510595945213,0.38629084733005037,0.17437325606043017,0.449641617533095,0.54374705054353,0.29311180918960894,0.23929412439700423,-0.022120635902915232,0.3276868089757695,-0.35395158311366925,0.24971447882169362,0.5090813441291591,-0.1583847463723175,0.5168300934647543,0.39505587218283195,0.3093115180256228,0.4119532094191947,0.5372741649687134,-0.039865198661029305,0.5125213922369598,-0.14348280617769604,0.28376123065346515,0.2226945308879281,0.4186370965915279,0.14128581415176597,-0.2968784732680431,0.4578999550999758,0.18534281341566097,0.37839943230091977,-0.1411110827919069,-0.0042376765052889905,0.10275656636820077,0.21785182315064305,0.41725292498164546,0.1890231623443609,0.10144152115748427,0.3006247658377991,-0.12096345376794461,0.19630324132527563,0.357198479732072,0.1454597521829682,0.004619458340641831,0.11625958859995857,0.5583587024152917,0.4591910932341599,0.4257386067081777,0.25876567933232264,0.2721993814887221,0.589647375922154,0.2519771260463435,-0.1027182701447959,0.6291807736402817,-0.3179651573289856,0.43562781285661617,0.4343669965773441,0.2600425000640065,0.3775973252351132,-0.3153372838691267,0.3540766574008882,-0.1292650538717024,0.5924467513537831,0.6625498908155494,0.4555249154291242,0.14685129519245327,0.0038172582149667727,0.4490230876320733,0.37924205525993226,-0.10277405580381237,0.20143232820318102,0.2928441603020631,0.40668357928027843,0.46724696746756234,0.5081630402121299,0.37855282522717554,0.32851818082677575
Cerebellum_9_R,0.4069760082970603,0.06667503860393718,-0.34391935780746635,0.016074176857751407,0.3177470735831269,0.3965893821687546,0.47296309577582085,-0.03460846666480161,0.5736811302668621,0.3269098787021891,0.09644303035129886,0.0015334667484145292,-0.1791594290851692,0.5357094289150736,-0.3391503848464423,0.3878752468715978,0.0974356852460137,0.47903442194929,0.7250179164088512,0.48291172912527347,0.5703569821604781,0.26895430659348873,0.41230210060118266,0.6473482277218339,0.4843681861040264,0.48428048238567345,0.019438829756784237,-0.10270517082753544,0.472977410487721,0.4884741408930061,0.20199797626748311,0.37524330780050624,0.2565532080744962,1.0,0.4193161580679906,0.05336713554174668,0.35209844949123426,-0.43815232790723546,0.38698292045349475,0.22879886609131822,-0.050503796358368346,0.08493228017011716,-0.015035714817986597,0.6775522448591453,0.4169910458377531,0.3123235965596136,0.3381462978338189,-0.1367370162165143,0.2614577059920802,-0.03295805933758602,0.05145993124535803,0.42928128206371513,0.024146578007583106,0.3852831291619644,0.2375948753720262,0.09642069275980278,0.4341872192530924,0.45682684277990127,0.405632004211312,0.4801746590223583,0.04220972270883997,-0.07648740307524053,0.20489970888207076,0.4216489316380916,-0.18462526282412312,-0.047966980460373836,0.15278702563599647,-0.30855189464220634,0.363641799731697,0.46243175845950707,0.4529621577503413,-0.34290968668680377,0.23219982092686692,0.7533662791798073,0.37271299101842076,0.36638560449187346,0.2511582222406436,-0.08366053279545406,0.32077716673641915,0.13447245157979795,0.5541785668312496,0.4503957856378053,0.19909490356130738,0.6253618132539336,0.16043201213333189,0.13063605373641843,0.2951164079740888,0.8142929082490051,0.3591610429416987,0.43707285831295783,-0.17437693922288564,0.5530460917554783,-0.05681931115387761,-0.0235680335395662,0.5627523548142973,0.12757501986265382,0.4566213077810618,-0.0997893567377815,0.7530531274873157,0.16171147353664553,0.4888776056976042,0.4643529242117299,0.3743868951540394,0.1705378959425856,0.49765808338978407,0.21582678782387338,0.023286911062674207,-0.15600883232843388,-0.11319516143803858,0.5963673628056833,0.24271624418849388,0.3898435321031694,0.6109665756282149,0.46665012619513513,0.4013636293357819
Postcentral_L,0.7475842382160516,-0.07693678903132083,0.31813264509615224,0.5177549006587129,0.9325844094196404,0.533243821489593,0.7982104043530215,0.7473501231315174,0.7653218398009255,0.8436979505665895,0.7205676317380175,0.18644643523508703,0.24600498781648464,0.5197415152315099,0.3921625036386314,0.6333811076256067,0.5865743422141992,0.9260682325551315,0.533372364201551,0.06573708319463414,0.4500475724499805,-0.2448294808640134,0.6926152884001395,0.24238173473487648,0.8762875693624228,0.41074593223007916,0.5823317021318631,0.36264529597250755,0.9318754286084968,0.8819054400745894,0.5454894484029293,0.5569443805365808,0.3900201908939046,0.4193161580679906,1.0,-0.12273807853557753,0.6527289629003975,0.13826398836692466,0.8701583842884225,0.15980062658256466,0.16753768274196779,0.6362460322894379,0.17868341787578118,0.5677980785410203,0.5907270556644659,0.43279372283024625,0.7553758161126772,-0.014108319500504661,0.8750145073286509,0.12456198132956471,0.44987607919739536,0.9035527461881944,-0.013054970451225377,0.534114348260277,0.5811605018687567,0.31768387059076586,0.887570867031824,0.8344388892843895,0.4420814347321852,0.7654868901691365,-0.10647430691024758,0.528246251289575,0.7931251414208175,0.7614429869622026,0.2396118446944899,0.2054695242873074,0.5855286992478803,0.3799468798820831,0.850447580605327,0.08744360456427644,0.1756767928945879,0.263920140702029,0.193646466975816,0.5256340922834971,0.041580839759772704,-0.04948321795193427,0.7113237843637995,0.08240865838440678,0.04061127324615529,0.4069044821534992,0.2689444194670379,-0.07686915292261308,0.5171186658813134,0.8295346849040047,0.6736571211808782,0.7448204132629892,0.4544075968601392,0.2705838425057952,0.8017219934718751,0.39655199305163114,0.35954586964507906,0.6919623009487136,0.2292205905279338,0.5714153974383337,0.3877967012881542,0.5789603679620409,0.9104102174638095,0.20982902702127434,0.3563600385010321,-0.02499591239571354,0.7992982005404932,0.605851894732434,0.5251492945794094,0.38735341017729663,0.39036684264688687,0.6296562860343662,0.6636328495577308,0.29971362183154476,0.5895034078395198,0.5489485815899128,0.6775524020109865,0.1408445343245417,0.796548761591087,0.38452683429386353,0.5728540862691813
