,Thal_LP_R,Heschl_L,Occipital_Sup_L,Thal_AV_L,Thal_PuM_R,Occipital_Inf_R,Temporal_Pole_Sup_L,Cerebellum_4_5_R,Occipital_Mid_R,Thal_LGN_R,Cingulate_Post_L,OFClat_L,Cerebellum_10_L,Thal_MDl_L,Fusiform_R,Parietal_Inf_R,Thal_MDl_R,ACC_sub_R,Postcentral_R,Frontal_Mid_2_R,Thal_IL_L,Temporal_Mid_L,Cerebellum_6_L,Red_N_L,Pallidum_R,LC_L,Postcentral_L,Thal_PuI_R,Cerebellum_Crus1_L,Thal_PuL_R,Thal_PuA_R,OFCant_L,Thal_IL_R,Insula_R,SN_pr_L,LC_R,Putamen_R,Frontal_Med_Orb_R,Frontal_Sup_2_L,Angular_L,Vermis_10,VTA_L,Vermis_1_2,Frontal_Inf_Oper_L,Thal_VPL_R,Cerebellum_3_L,Rectus_L,Putamen_L,Fusiform_L,Vermis_7,ACC_pre_L,Cuneus_R,Hippocampus_L,Calcarine_R,Caudate_R,Cerebellum_6_R,Cingulate_Post_R,ACC_pre_R,Thal_PuA_L,Amygdala_L,Vermis_6,Calcarine_L,Cerebellum_3_R,Cerebellum_9_R,Thal_VL_L,Lingual_L,SN_pr_R,Cerebellum_Crus2_L,Cingulate_Mid_R,Paracentral_Lobule_R,Red_N_R,Cerebellum_7b_R,Rolandic_Oper_L,ACC_sup_R,Cerebellum_8_R,Temporal_Sup_R,Raphe_M,ParaHippocampal_L,SN_pc_L,Supp_Motor_Area_L,Thal_PuM_L,Parietal_Sup_L,Cerebellum_8_L,Vermis_4_5,Angular_R,Frontal_Inf_Orb_2_R,Olfactory_L,Cerebellum_9_L,ACC_sup_L,Paracentral_Lobule_L,Vermis_8,SupraMarginal_R,Rectus_R,OFCmed_L,Frontal_Inf_Orb_2_L,Frontal_Mid_2_L,Thal_VPL_L,Cerebellum_Crus1_R,OFClat_R,Thal_MDm_R,Thal_VL_R,Thal_MGN_R,Supp_Motor_Area_R,OFCpost_L,Frontal_Inf_Tri_L,Frontal_Inf_Oper_R,Cerebellum_4_5_L,Rolandic_Oper_R,SupraMarginal_L,OFCmed_R
Thal_LP_R,1.0,0.4453978699475364,0.2874144948646356,-0.23731174364392277,0.5769000180091421,-0.03824247384993249,0.0899924194204125,0.6938354334956414,0.22814091422102378,0.5448831720965007,0.6241785898530026,-0.058028953533570314,-0.07753382355920095,0.7939724900152264,0.5872925075567688,0.44530041842881735,0.3689145177897388,-0.08465102184290166,0.5172443352389746,0.5475367788378076,0.532425165875912,0.11317864306296625,0.044533937501308685,0.4448955136019655,0.4721280763482575,0.28183674995933394,0.6362460322894379,0.43803166265238913,-0.3225489265411598,0.3722695388706584,0.6779854919687718,0.05398223801333968,0.8375920204264704,0.43437155673528727,0.435902204647676,0.3319627855728565,0.5097834803398691,0.05442177979825182,0.5038527606600327,0.2689260022840558,0.5622687008944225,0.21896382914990578,0.3206170045507579,0.2691655447676094,0.693725280167963,0.6895828553101209,0.01636094626002862,0.6236901693780779,0.20437693948606933,0.09751074293526872,0.3727100423244996,0.2583771522974171,0.5652957091531668,0.43457910993677606,0.6109463160103307,0.3470453360500967,0.727446395700905,0.16096594184766314,0.07490560411817945,0.5011375045205765,-0.0030018816050453928,0.38686483829359175,0.29811166691383617,0.08493228017011716,0.6635745595531776,0.2970288031250881,-0.1878127084053747,-0.20410812550407523,0.394446007884435,0.5581620331723466,0.2828006638071125,-0.0399013707676136,0.36647727131709334,0.337719350230092,-0.026063280043369948,0.4096687402486918,0.4652109604413876,0.2892957966908316,0.3589998257742389,0.6120405881875993,0.6859280810884618,0.5848390919907249,0.38839240115084916,0.49007553531583953,0.41166661999292226,0.30568485237846604,-0.05133962236403475,0.15245960119092516,0.5755555045085403,0.48576233918056166,0.04295149101811084,0.5653768938141511,-0.008838517601830213,0.03714513267901018,0.2250381020553954,0.6638349062080008,0.7650524941380262,-0.1252302317344404,0.0056974107552605424,0.6686684200978068,0.8207817070328511,0.14083867464821187,0.5768922494661474,0.0815741342179643,0.603222179338279,0.6951672570581436,0.5661084351176161,0.3826607795927829,0.42678103678046864,0.030177274039985803
Heschl_L,0.4453978699475364,1.0,0.45690217198396765,0.1288680795077305,0.45790150809988855,0.002325721577900878,0.011452358272304406,0.5566134424201297,0.03999948128925491,0.4948747909465567,0.6840733510575864,-0.06228156383044701,0.31626192037236134,0.3981619062486772,0.3142117109167138,0.3629878925978149,0.30748962358854975,-0.08642276176771464,0.39400887714890803,0.5414551504646425,0.6494594822817981,0.5048216583634156,0.24632375963360736,0.32480346225473616,0.5036492510248999,0.44002899429400427,0.7931251414208175,0.443209675151546,0.07398815332591978,0.23029624885169234,0.4363047603126043,0.24014474541655342,0.4797624488885466,0.21630125366836683,0.3732438882795021,0.3947953242956688,0.38926066942512155,0.28031902642496415,0.7285449716029624,0.5066292682781324,0.516982814814998,0.11373892306895199,0.6050698384971861,0.5803393453103799,0.551150197831587,0.6321512336558069,0.24776447803413307,0.6317209337260877,0.5849213610291889,0.18751408103076705,0.3743744627171219,0.13333848483699648,0.7263249713878698,0.35116984624714825,0.5617991949660126,0.3231799063593448,0.6022778816760997,0.32527856540157235,0.4286317095366335,0.23257764762847205,0.05976837092327006,0.4596058418151195,0.2805504391688794,0.20489970888207076,0.5414852839557798,0.3805724068027469,0.08564642223493246,-0.19884423764582992,0.5840739299127965,0.5787946646001892,0.287740803891211,0.19457029364051825,0.778082607041079,0.21185611872015786,0.21870618127928,-0.006499249997530663,0.27707467106516137,0.5713762854408325,0.3972415683950286,0.7051607690785096,0.6360779282486538,0.7468407814189912,0.4687570947942688,0.619623409689144,0.20273283454398877,0.16261009479444066,0.04597054448659503,0.38104629592130806,0.5977555656563517,0.7315603494061118,0.17658658796531132,0.2869018830412751,0.20554853326841938,0.25889335591380314,0.5231803609875831,0.6906167988001816,0.7134470720275004,0.03534201739071391,0.14165676089967635,0.4184760218306858,0.5335993574376082,0.40093116306291665,0.6004246821275502,0.005506188692378978,0.8405130294035357,0.3672444109774174,0.7219514575274714,0.08942450523013698,0.7906643171618615,0.20164217481507196
Occipital_Sup_L,0.2874144948646356,0.45690217198396765,1.0,-0.12410631079746175,0.4605449956112556,0.21147533052420064,0.23640183340108775,0.19254413209124718,0.7216538802789029,0.06075250240585207,0.4788044035147155,0.3070737541262882,0.2516691207485894,0.045559082203754125,0.4791271360370118,0.4370878956105491,0.0037730237039268048,-0.02416035621340935,0.3756209217073114,0.26139809745307196,0.2843419765351035,0.6283605322413648,0.6217745858714164,-0.24461853973069916,0.16864559571954327,0.3147258784238297,0.5797283273478012,0.3161552910898777,0.4426675218017034,0.46514562422580313,0.42389729121467185,0.18226549312536153,0.2614825354823286,0.5192681898419051,-0.08223790414412675,0.26580806694449294,0.08287650262932147,0.192554075803955,0.4484656310533095,0.8253607344615195,0.2906383409878334,-0.30120254427276133,0.2566361351469285,0.5844869380454302,0.32479581451131806,0.4456441784087842,0.18502658218641194,0.23887559326627997,0.443062329719714,0.005483767751726381,0.10141819104426376,0.7589553288011672,0.15227671804939422,0.7954948610341759,0.06731743035975984,0.5147616495311862,0.5410191050081775,0.0817032041243536,0.25541221983355994,-0.047209677790694314,0.6281766175316074,0.7177416360108889,0.09779629958959687,0.6396109364594068,0.318922955251888,0.8155104395277801,-0.21801730817554998,0.26357705810144694,0.46478088137204493,0.4469540212160448,-0.2907236557502028,0.18153784951274662,0.5153706681837379,-0.13623327464256418,0.28121146796347857,0.23696477449449307,0.45326095068061184,0.18500908334821523,-0.25607830412639304,0.5093977985273164,0.6007007258998679,0.6301686286685738,0.2717654471735518,0.6256025382289185,0.637581776480336,-0.12198421084387337,-0.08616112422299631,0.7223838090717439,0.2683425517745759,0.5167001182024102,0.5630516945850818,0.3328051627704963,0.13346670892977272,0.1439806823542846,0.14265411353092294,0.4067648939907945,0.3665963287819169,0.3780940241047386,0.16029250992464683,-0.018212674302180893,0.28085040900821007,0.09273071057802536,0.4036414030685938,-0.13097868007475633,0.5163680646772753,0.33714689600002384,0.612462502634827,0.2861414041118518,0.7044589799433307,0.14575952753286284
Thal_AV_L,-0.23731174364392277,0.1288680795077305,-0.12410631079746175,1.0,0.1718860038085863,-0.22488805281961963,0.0422895745076401,0.17678192116056962,-0.15501695972735308,0.15526286612127443,0.10393323508630092,-0.11112718645512762,-0.04091757788087417,-0.12620545852158727,-0.03501471702016261,-0.11340599367699893,0.0326324858982209,0.15217082069009033,0.015321660806594629,-0.06322361759266479,0.14390576996505072,-0.12604337802081375,-0.17393841157545617,0.08940037225596244,0.12336145681327267,0.22227449335050067,0.15925162362762962,0.0105975996532381,0.012249452622332195,-0.11867202115313487,-0.18656294718277935,0.2396009675641645,-0.32206690091408496,-0.054929515061306035,0.01335619029910531,-0.18164914754265818,0.24540542561095421,0.13485062066073086,0.1982489007848171,-0.1369214549091873,0.2392289878559577,-0.05335703568508666,0.2955025132851667,-0.0771431324610279,-0.08727745186808152,0.041626371824058046,0.19903504399682795,0.18141497015440444,0.059876536046185994,0.10442016361117124,0.019209862192324484,-0.034110133139811066,0.17769270054243064,-0.1492891883099921,-0.05002528937063043,-0.11255907230627882,-0.04975210386585134,0.20357272014076994,0.42131195506654034,-0.14734497549311226,0.03689507311306316,-0.16640170921783792,0.32967875362902027,0.08668445526883858,-0.18524651733936362,-0.07313639280484567,0.16677631064283172,-0.23063170730452376,0.1884027981145165,0.05702209399041718,0.18450751911391558,0.06098974757490794,0.21785008640445744,0.32780671103659415,-0.18998262130624163,0.004666623415600535,-0.26664672219980595,0.1823942635582766,0.22713474470873277,0.06940717977492673,-0.13403064556794442,0.10846352933375186,0.14380124185570378,0.0884955916562658,-0.020294911803351225,0.2569832145907825,0.18534748717561206,-0.07706533172046257,-0.04768200898315841,0.17040694767389725,-0.10126687317387317,-0.0662582204237295,0.19642555750579352,0.2592873429131874,0.2967251349426921,0.2196614625256426,0.042736793497362105,0.09394191005855593,0.3460661548351146,-0.18151659817878849,-0.19839955036923115,0.1816128584623267,0.0359402208178026,0.22804721829421354,0.08893758173981857,-0.04709755143070835,0.060826429611078356,-0.02351244830231147,0.028264636249055702,0.22488195855522025
Thal_PuM_R,0.5769000180091421,0.45790150809988855,0.4605449956112556,0.1718860038085863,1.0,-0.07302021668727533,0.26332828747301,0.6796654087826927,0.4163262730757999,0.5769941256279536,0.8346028102734059,0.05410406484407415,0.15375030831787395,0.46822905558814093,0.7543655613409943,0.690415045834471,0.29932205395575395,-0.13132608158816442,0.8427249644695248,0.6649040132452868,0.5580499689435742,0.26702440487472523,0.27662157155608785,0.09234716713042954,0.3958723880078456,0.4247549209092608,0.7654868901691365,0.6776209091280039,-0.1401545504580073,0.5624861495717431,0.5982646805745296,-0.1278501718237098,0.39050400455721207,0.6623629221982694,0.16687400440594038,0.3407844250409446,0.44497804721205103,-0.17574738341311594,0.5846266819181137,0.49988988539251306,0.6739187140904408,0.12203565101444883,0.6432555900435332,0.35296787079579117,0.6817964700141392,0.7041097679137447,-0.1928312024473108,0.49553425730321166,0.45828183358786234,0.28019941480089966,0.010904221451016959,0.4608105087282764,0.58268815892992,0.6974186825529584,0.46720321184387054,0.5438299695818748,0.8340701112298338,-0.04752395581707461,0.5401414656444977,0.045359526471382,0.4022812949542017,0.5875352608976095,0.5919476348159497,0.4801746590223583,0.47898357487160365,0.5490663736219074,0.07924811963719856,-0.11547204487402886,0.7785582728027493,0.8175100232999397,0.08025830669655591,-0.015646399713269355,0.44163219397447984,0.46956845369786593,0.14155092050091442,0.5814958947076889,0.4083333397410915,0.5849378474260821,0.19761555591454646,0.8039313613759713,0.7045378058314328,0.8132847787152725,0.48877889414567205,0.8230953288288412,0.6882651224659565,0.32624301020269497,-0.10837842193649355,0.4284816951121334,0.5984555946234148,0.7267946034080707,0.39625141165036143,0.77702477431945,-0.23306109886833204,-0.16045934291321848,0.2429201167658802,0.758758399691739,0.6434630795135322,-0.02242485764327581,0.08969141115083179,0.22958962704972652,0.508989653421968,0.38398182954364,0.7942648848914139,-0.022038566526262883,0.5624965608855059,0.7850450077770827,0.7603221273307437,0.5942415561354427,0.5651990990335656,-0.18561852170511006
Occipital_Inf_R,-0.03824247384993249,0.002325721577900878,0.21147533052420064,-0.22488805281961963,-0.07302021668727533,1.0,0.3429622590867363,-0.27850832227271705,0.2526978157670909,-0.19598011193078596,0.02597638648719989,0.462598353261491,0.303172628521651,-0.137642704087641,0.030010849697855113,0.15301540200831718,-0.19847447098636095,0.20987090506466033,0.055191802117748164,0.17620787164540536,-0.20385560917605466,0.38512406343702715,0.45805341049381965,-0.10660098106518588,0.07871115370410019,-0.29801484418222585,-0.1095802978250228,0.01875762122474748,0.5058521937339336,-0.042609001914677765,0.18762319457667997,-0.13624917624127367,0.04393242228289669,0.1449576438223581,-0.08690828207747889,0.2462439875868398,-0.2542735499313092,0.07993198473825758,-0.040982533123491496,0.317227617787868,-0.25117677830511587,-0.028258575771600108,-0.2050873025364985,0.27937068873144233,-0.020588808011107216,-0.10408048237098706,0.06699136601573645,-0.18506617232821224,0.21932020753891857,0.10164507164033573,-0.13351781094387094,-0.06351384292827604,-0.12422452895974698,0.2093053162815664,0.11167514121968083,0.35446390213982637,0.04877326645258165,-0.26964385953098136,-0.23143588148831473,-0.1788094832197424,0.23131834244207736,0.402104400568146,-0.18524981970902235,0.26537351535352066,0.1869051853141153,0.2593193050236061,0.11440350021779026,0.5707478602773667,0.06682791642217434,0.03723086819076824,-0.06191048038285839,0.4614670031354984,0.013095881835115208,-0.3437859306343478,0.4411201818950551,-0.08999540963843786,0.17415932409247942,0.048380296527317714,-0.2365069707807488,0.017297661579831623,0.19805138848107895,0.009037373999190353,0.19887468720011514,0.060631141457333726,-0.08976626255384049,-0.13823422701811833,0.08350575160123677,0.32926950183865894,-0.01256705106842457,0.006018078104190786,0.29554199796866415,-0.016062266917667885,0.07270913617868437,-0.07886799031024114,-0.1254056666541183,-0.19297642707014018,-0.09633531351837739,0.45065388644673743,-0.24361286488441972,0.043422313739834954,0.1311875182968321,-0.10822948612996355,0.016985047715231124,-0.023129110950872684,0.015715049407941502,-0.09201702335499094,0.052210241225043585,0.042578095416108644,0.15008210205093891,0.012539854774041957
Temporal_Pole_Sup_L,0.0899924194204125,0.011452358272304406,0.23640183340108775,0.0422895745076401,0.26332828747301,0.3429622590867363,1.0,0.21911119692375514,0.4591675500246371,0.02176175368206885,0.23498742625638416,0.2039903517925756,-0.21582061955276854,0.06955591893334295,0.21602820934027445,0.08193318091469136,-0.13986053381868147,0.4309251459860488,0.2550035025977368,-0.034888460933585476,0.02647246518766058,-0.14332114444135602,0.018855544221483826,0.018640445878070924,0.09414492912465454,0.13337935506134282,0.1756767928945879,0.2065024463558974,0.06464318677952556,0.013397822498629728,0.23997846018374375,0.24654027936284179,0.03845229764653425,0.3923602185680466,0.04369580118115367,0.037814015985559876,0.31104558738725085,0.28435317929968423,0.21640279173716323,0.14906600874075396,0.2702164627317999,-0.09818748154952045,0.11835021789460627,-0.1811670910415964,0.113728691189096,0.2163880627181888,0.2863040579071675,0.05041947468452818,-0.1419904772510767,0.26839452509439,0.026968981670036852,0.31282187839952963,-0.05462460112611787,0.29287312467171206,-0.08395630956336299,0.043175877232712066,0.18871589283948728,0.08411113735000544,0.19402538619310403,-0.078299755782227,0.3596214336826364,0.16680882566399857,0.30457783852106335,0.4529621577503413,0.03867702526894876,0.1470873285930188,0.03906006088380551,0.15944867547910474,0.2666391524780662,0.12539206785024132,0.10019050793023074,0.10679811427540166,0.08894726551624732,0.243082139772595,-0.1624119349733862,0.4658793162892258,0.0634556446285889,-0.03291063341946157,0.00028010998319216067,0.18944012759061699,0.08121391758575637,0.19904930203273422,0.14811008489247027,0.16730095756428556,0.3813344102257429,0.4024202006799069,0.2577838915102372,0.18405372061534042,-0.07895766717615474,0.16081678318332562,0.18919355433923365,0.25395196539753484,0.27888432947550257,0.24199270085414806,-0.08813499784897698,0.22213138905515362,0.04143233311766249,0.5271882748642044,0.055188297584999366,-0.07844823017879396,0.08748998009070838,-0.10806578283817861,0.0961700547313552,0.5041885916472074,-0.0514835767444986,0.3137666033444843,0.0650080360110609,0.4211827518020663,0.0856729870708605,0.30858650089958267
Cerebellum_4_5_R,0.6938354334956414,0.5566134424201297,0.19254413209124718,0.17678192116056962,0.6796654087826927,-0.27850832227271705,0.21911119692375514,1.0,0.09580827909525816,0.7967604179014937,0.6995297906257549,-0.28578690954834335,-0.20261465110307558,0.7161477496016485,0.6125948208415489,0.3355434785182242,0.42387795517379456,-0.001805165455426185,0.5611003773385288,0.4776298771631167,0.6856882044199334,-0.0972499139633208,-0.20117092585646534,0.5612465637751699,0.5529495395200332,0.4702986298058376,0.7834405705075479,0.5610278476353188,-0.46796261423286933,0.28698318385864063,0.4630194783990007,0.2657805943441336,0.605272877329655,0.39464490930560275,0.5545688270144975,0.249018050895238,0.8283688814704888,0.1503162070723312,0.717535298355289,0.14202128433993788,0.8149045222092338,0.30822294318800575,0.5809463463651632,0.09891585740978139,0.6722732155999847,0.7911182116909995,0.14509164038316813,0.7667052730818762,0.15735943993151047,0.26403806683451175,0.45773729002025815,0.28120813917930043,0.7577265965648349,0.3198700056144836,0.549182423793686,0.15636854175601853,0.6721217258062567,0.37952464778542716,0.40769266622613765,0.36224738216570057,0.008816684311482515,0.19228358915797278,0.6513856036486194,0.13815873110130855,0.499915972367718,0.14453894566396844,0.019594826013318876,-0.5001921253382746,0.49394228203585694,0.5575632119730014,0.5155807303048356,-0.1974120415987077,0.5554361439362717,0.5587292924124272,-0.33471530172429226,0.53280810084702,0.22880408543070777,0.44290043964425013,0.6385405004491351,0.6965097261816686,0.5171945624197409,0.6773393344196167,0.4611568141790837,0.5584687380563783,0.47886491112812085,0.5873460797165112,0.009184913767793174,0.050752328472627006,0.5569963908848894,0.6199540243158101,-0.09480977254093194,0.5691857784986926,0.10597198122973431,0.24468139820296197,0.4300123159997942,0.854483255290346,0.7341906679231929,-0.012879225751651876,0.19502609579236072,0.5361481080408603,0.6352212093183977,0.381145272182228,0.6028319250505317,0.3533783393751569,0.625338151008489,0.7379680973821069,0.5849777702168927,0.39828868022526137,0.42715881606356454,0.19850117638447684
Occipital_Mid_R,0.22814091422102378,0.03999948128925491,0.7216538802789029,-0.15501695972735308,0.4163262730757999,0.2526978157670909,0.4591675500246371,0.09580827909525816,1.0,-0.09515348126908908,0.2662226190789942,0.39415906810740725,0.05394626277769841,-0.016577427800671275,0.5142633801394695,0.4106809817981161,-0.08930385954815034,0.12594801850553417,0.3546116845514893,0.05647588931149636,0.0662447968111556,0.23852251413884648,0.39599835985597526,-0.368125891731125,-0.06707656360650514,0.16768624160360462,0.2689444194670379,0.19571198808092907,0.1900586022380258,0.4050832871367849,0.306865678922667,0.11691753292038559,0.07012784046975665,0.5699132554707123,-0.20319198718840242,0.1697991639785281,0.053241071088135146,0.09181453422229441,0.13762475357600676,0.5505099765429755,0.09068204135135405,-0.2810990130498735,0.02058052139951453,0.13210494961861527,0.13605025435605198,0.23604776365078176,0.06512125350889922,0.0439705053151918,0.14269522535206924,0.05978095632553279,-0.054850034443904024,0.8214312785871253,-0.11101518009623766,0.7356596991501315,-0.20383245390958254,0.39340156662845327,0.36132681524368354,0.018074108151086555,0.14810142172069118,-0.13474699977169458,0.6174379362707384,0.5045704124274042,0.04873546196666634,0.5541785668312496,0.07407443493755465,0.5860758548149152,-0.26980482041507536,0.3711614249297929,0.28662756058772565,0.29017904497720565,-0.37942371367002087,-0.08652896367904192,0.13532120885007964,-0.004786544619470227,0.10870419476510838,0.5454592298120351,0.3311485502976459,-0.004407799891259148,-0.35642861548431604,0.2553691422379718,0.30979411826096326,0.381451595147985,-0.02312350930211237,0.3875559708364025,0.7887731920847922,0.08092183249998008,-0.07004024514692188,0.5050101858205959,0.0047650496904691805,0.16857567244993032,0.5614376682155312,0.46385673904740654,0.04815968381121924,0.058021964237338707,-0.08258548017575788,0.2272521816679515,0.08954860329658282,0.4084760763876353,0.15969164720959486,-0.21760084075770872,0.060392638326423484,-0.16804438535854127,0.24370392959237072,0.03922127202498582,0.0335376808658194,0.3718017048170732,0.28261912638495595,0.5115294667915226,0.2628635620371396,0.08345165663593003
Thal_LGN_R,0.5448831720965007,0.4948747909465567,0.06075250240585207,0.15526286612127443,0.5769941256279536,-0.19598011193078596,0.02176175368206885,0.7967604179014937,-0.09515348126908908,1.0,0.6271578351467118,-0.32964926348860807,-0.09945878754644191,0.6049563740727163,0.443193998410553,0.3596676296758867,0.5240080859326771,-0.10948237512067971,0.5277778979726825,0.5365240452179483,0.7113401637670784,0.010480489794864418,-0.1447253626266411,0.5981652784300489,0.5378210800234288,0.3490847949909157,0.6636328495577308,0.5817583540641726,-0.39206659071449607,0.3132936157838983,0.4069003065822317,0.059921699224978135,0.5262645706031492,0.23261049930876357,0.5562934423648616,0.2321967529519904,0.6814546934528739,0.027471253616890852,0.5518800314473735,0.1114188885146602,0.708742518923101,0.38390800595775815,0.5544083359920262,0.16034604945217634,0.6636728294509625,0.691587442809611,0.026524578991394175,0.6774342483901817,0.22638900543865095,0.16035214170916806,0.36589686517516395,0.06415929945101731,0.7839758640223299,0.19595506951660557,0.5951496377894797,0.15269975221122742,0.5672782254545886,0.181885464785076,0.33897249624595965,0.3431136346198559,-0.10906494111806248,0.20498256665706058,0.6174941840477766,0.023286911062674207,0.4699340088741135,0.07067028935727984,0.11783435595460155,-0.438120068751167,0.398354379199775,0.5468706649229521,0.5935183714969452,-0.0079112817837863,0.391769671255689,0.3538880814358378,-0.15128536258594655,0.3130327329598813,0.20091926306169572,0.5125802004697423,0.6956347376647833,0.6425744094930296,0.4649020702177441,0.559657704748639,0.5288622304907501,0.4905769201338111,0.2732405725169197,0.31456854820639724,-0.002565034438057028,-0.004991911480711906,0.5434522143567092,0.610608130602194,-0.18696625632622546,0.47393161268239326,-0.000997667898548582,0.08150496025291724,0.283640643913523,0.6741855121591492,0.6961161085602078,-0.11589048187517018,-0.03163294911922377,0.5433609662673384,0.5807517228680632,0.5782686854599515,0.6079932779714942,0.20596992615678392,0.5935374755341796,0.5575275347367622,0.5503635070629441,0.17084418847606647,0.3591669169437435,0.0423440820884782
