,Caudate_L,OFClat_L,Red_N_L,Caudate_R,Hippocampus_L,Thal_VPL_R,Thal_VA_L,Frontal_Med_Orb_R,Cerebellum_8_R,Vermis_4_5,Occipital_Inf_R,Cerebellum_Crus1_L,Thal_LP_L,Cerebellum_6_L,Thal_PuM_L,Temporal_Pole_Mid_R,Cerebellum_3_R,Olfactory_R,OFCpost_R,SN_pc_L,Vermis_10,Occipital_Mid_L,Supp_Motor_Area_R,ACC_sub_R,Rolandic_Oper_R,Thal_PuI_R,Occipital_Sup_R,Pallidum_L,Precuneus_L,Frontal_Mid_2_L,SN_pr_L,Putamen_L,Thal_VPL_L,Cingulate_Post_L,Lingual_L,Cerebellum_8_L,OFClat_R,Temporal_Inf_R,Parietal_Sup_R,Frontal_Mid_2_R,Thal_VL_L,Putamen_R,Thal_VL_R,Thal_IL_L,VTA_R,Heschl_L,Thal_VA_R,Thal_MGN_L,Cerebellum_9_L,Thal_LGN_R,Amygdala_R,Cerebellum_Crus2_R,Thal_AV_R,Temporal_Sup_R,Thal_PuA_R,Cingulate_Mid_R,Cingulate_Mid_L,Temporal_Mid_L,Frontal_Med_Orb_L,Temporal_Pole_Sup_R,ACC_pre_R,Red_N_R,SN_pc_R,Vermis_1_2,Thal_PuL_L,Cerebellum_Crus2_L,Frontal_Inf_Oper_L,Thal_IL_R,Pallidum_R,Frontal_Inf_Tri_L,Paracentral_Lobule_L,Supp_Motor_Area_L,Precentral_L,Frontal_Sup_Medial_R,Postcentral_R,Rectus_R,Raphe_D,Parietal_Sup_L,Angular_R,SupraMarginal_L,Cerebellum_7b_L,ParaHippocampal_L,Cerebellum_3_L,Occipital_Inf_L,OFCmed_L,Hippocampus_R,Thal_MDl_R,Temporal_Mid_R,Temporal_Sup_L,Cerebellum_Crus1_R,Parietal_Inf_R,Postcentral_L,ACC_sup_L,N_Acc_R,Olfactory_L,Thal_LGN_L,Paracentral_Lobule_R,Thal_PuA_L,Thal_PuL_R,SN_pr_R,Thal_MDm_L,ACC_sub_L,LC_R,Heschl_R,Cerebellum_10_R,VTA_L,Parietal_Inf_L,OFCpost_L,Thal_MDl_L,Thal_MGN_R,Vermis_3,ACC_sup_R,Raphe_M,Thal_PuI_L,Cerebellum_4_5_R,Cerebellum_9_R,ACC_pre_L,Rectus_L,Thal_LP_R,Cuneus_L,Precentral_R,ParaHippocampal_R,Frontal_Inf_Oper_R,OFCmed_R,Thal_AV_L,Cerebellum_4_5_L,Rolandic_Oper_L,LC_L,Insula_R,Frontal_Inf_Orb_2_R
Caudate_L,1.0,-0.2426570546817973,0.5816395940541758,0.4258455261665513,0.6427027242851627,0.4919411230316793,0.5246253525703711,0.21585376338511686,-0.4488561379083579,0.3408017341271224,-0.3610047762449666,-0.5034943064725662,0.3226449417301565,-0.3910277089331413,0.33121216575903967,-0.023953809863514416,0.6090479376936445,-0.15731857671863433,0.01991297072350944,0.6444713594722212,0.6837937986383599,-0.04057895456297123,0.41853988898545263,0.07770421902338842,0.3516500127549201,0.3380282529546554,-0.019175189326924177,0.4824068941978982,0.5461307221264755,0.7694965296132474,0.5701659803221529,0.7683382330041876,0.5895741195372272,0.5436345993956514,-0.01976303332110157,0.30079103205235136,0.2992237638295075,-0.320243559929864,0.3098445009360364,0.2950288770858753,0.42539979945866807,0.7831268442876309,0.4749343674592627,0.5359757211205481,0.36472877648530355,0.4491571089750374,0.2995753371280183,0.34556634550642573,-0.1424355479008493,0.6386731009479817,-0.2844505868952665,-0.18115113164073054,0.4472807146897412,0.4777435357000619,0.3964758087792963,0.4035749186909764,0.4759079822931891,-0.2660967044966955,0.4383771996090188,-0.24301658384711464,0.4484839619749518,0.5340597323154217,0.30459541385721417,0.515150487056579,0.5743318365993414,-0.5624165000386948,-0.07995599803779864,0.4622413288784896,0.4631640179628878,0.453526631205032,0.4376608921060308,0.5134125467028728,0.6644733398374023,0.6796179950427336,0.389556296887491,0.20868527764221856,0.12540963863557864,0.5295163229957602,0.41620127745631,0.25744131546278576,0.12014263796522767,0.3433235719761492,0.6001715736945853,-0.43839451580634786,0.3569570034545527,0.8040243994182148,0.1751369042216645,-0.11043767879396237,0.30865441653774556,-0.009658707314071844,0.18231359319335733,0.6490095968479366,0.3688989628326544,-0.10071429355198826,-0.0043816961299649754,0.3755568163801585,0.39381251929004085,0.3058229205834093,0.07743648628699584,0.026165545722828008,0.453685620992573,0.34515037815525074,0.1174284701715967,0.4086300664004085,0.2837225272778836,0.3233833037602776,0.4905849436645737,0.461720848914981,0.5697630348085364,0.2021341252233299,0.5910265725920048,0.7246025480821777,-0.01510132100382675,0.18379132468704942,0.8406542681537549,0.017991894745116158,0.41498949230653165,0.22639171061855534,0.5432656254696984,0.030147919723469727,0.3807795036891935,0.7245885553869406,0.6205396864806467,0.2996906152116403,0.3233869665053535,0.4091168741561112,0.46626954511382496,0.30985864385414397,0.26788165757718646,0.6397024612810221
OFClat_L,-0.2426570546817973,1.0,-0.4262742844517697,-0.07210846454481937,-0.2063333764543323,-0.053929361536063515,-0.1365707972453196,-0.0672198812426618,0.44634019449361667,0.19547833203699105,0.462598353261491,0.3627223488805917,0.03016358780007824,0.4958949834448782,0.15527399976206152,0.42964826836004655,-0.16519835274869846,0.14786621599063507,0.1580039621289722,-0.4294808640930679,-0.22817490986602404,0.35711911137722385,0.07384292088941147,-0.0028163917560772842,0.20305741665014956,0.030317119735962184,0.42472018044324095,-0.36867481565590027,0.09783267952318761,-0.0875802443478943,-0.2935827629282147,-0.2148067406353363,-0.152730240749457,0.05787211500979098,0.38670974174027317,0.0002607492680566762,-0.068105515044114,0.5155513243893001,0.2396123132908092,0.13580131982320756,-0.0012411593349529089,-0.32023201371790067,-0.10906612780010794,-0.1636400006099311,-0.2499904621551549,-0.06228156383044701,-0.008883009766616587,-0.20507381369894034,0.40406810893356365,-0.32964926348860807,0.5005536493615015,0.43822104107485954,-0.3331041919876618,-0.020068502187550435,0.17888709684070833,0.2550116423132612,0.20944108547561913,0.3642837704917559,-0.2604113436316172,0.35992429986874336,-0.1637326992808903,-0.40702492265650975,-0.393772820602736,-0.1148197651312322,-0.25143639373558613,0.5999230866829203,0.31409590357281586,-0.13047671305586866,-0.0184426697289081,-0.050765260709989685,0.041773220364309416,0.04635011264985263,-0.11890377690691556,0.021222332942233458,0.1222987697814966,-0.07568460931605883,-0.07387740390759358,0.11647889268945083,0.12831832081787473,0.22250018055568124,0.1428175789662461,0.09734359801193214,-0.12033267692768411,0.4482835977839548,-0.14867573621079594,-0.36794803850145097,-0.22969194133023071,0.4838747875616509,0.03155890911566612,0.18949415050174773,0.2851571767406152,-0.04948321795193427,-0.012850762429864847,0.06623026165609149,-0.02130725339626129,-0.045091332778593674,0.15348475399277575,-0.008781273830349594,0.04500910908933392,0.02149033678771417,-0.046683781859432935,-0.1609789643755531,0.17480691547003435,-0.17420425961499356,0.10144152115748427,-0.16527497333443048,0.13392608381870363,-0.15792839022206687,-0.26721255456043996,-0.16381360309585752,-0.119230293187869,-0.09935961507621678,0.1628211572337619,0.1002567733410509,-0.28578690954834335,0.36638560449187346,-0.27468495938418486,-0.06838832757046288,-0.058028953533570314,0.30278916269364303,0.09219283606986886,-0.2075187140459496,0.00918027988520528,-0.12303813968364538,-0.11112718645512762,0.08209516558434694,0.10372020199891471,-0.24225224527029313,0.2952255099988966,-0.11186278032780343
Red_N_L,0.5816395940541758,-0.4262742844517697,1.0,0.49866042334518934,0.6296593941835231,0.40218321755640063,0.6047375011297792,0.2545242482522611,-0.3892189952593834,-0.06734723292499466,-0.10660098106518588,-0.42202023901388847,0.3160573894842597,-0.5272376919990474,0.16269822368668913,-0.15923512367438025,0.37640701936509297,-0.042661666447635714,0.08126039543733021,0.8668270908367413,0.45194778635401617,-0.23519945450859514,0.14221689608243368,0.06892949272815381,-0.08190363519499387,0.11592513052003266,-0.41648630530071207,0.7179949589217743,0.19824105559510227,0.3939040083942785,0.7909839113322025,0.6687789635083918,0.5037811046285499,0.24136848462015767,-0.3824929581665279,0.31868247732409766,-0.011608200205618065,-0.36920457313715094,-0.012833438626396913,0.14825671192601406,0.47748574744519284,0.6667119169114117,0.5996956522131363,0.3932364494401001,0.6412224572180266,0.32480346225473616,0.2592277782005454,0.35837831973223766,-0.41344446576355254,0.5981652784300489,-0.4526144624087437,-0.27032491721332375,0.6388824894948121,0.0898509402754486,0.2791831178578791,-0.024644551984610772,0.04560004106858858,-0.30881459111770115,0.39354650401183267,-0.23895743127962418,0.32289099798976356,0.9170209517248342,0.7469155534516093,0.27884186528430177,0.6129306245777556,-0.6083486836013781,-0.17326266336328505,0.582739384850229,0.5141841177249495,0.3481081263709273,0.18026431317749603,0.22985067713399018,0.38119124977784535,0.2485517613954898,0.06085205863550265,0.2681286703036667,-0.057724145663063935,0.1319358099964735,-0.1020742349794824,0.010093107468629807,-0.09194380392894468,0.1086363343269654,0.3602490808976435,-0.4705868464208492,0.3305199739735933,0.8057724700303608,0.22350225232176843,-0.39094920354407353,0.24367558383214746,-0.04414845940230807,-0.1283015458863861,0.31813264509615224,0.20862531488644054,0.1349583780702183,0.05182457407589841,0.1469808099585578,0.08252060143770085,-0.06566598878923155,-0.19648566046531873,0.15176555057698593,0.6148334152682116,0.299956331405578,0.10901081924644221,0.217215646026405,0.11207578191783672,0.5007985554527978,0.09956539971862395,0.503316800757404,0.6426449694350231,0.18852930506963525,0.3190126410041478,0.36723961205387984,-0.13321502230822194,-0.04474329548847687,0.5612465637751699,-0.34391935780746635,0.5022168582399114,0.2772973662335468,0.4448955136019655,-0.2755568748439037,0.15511412840960648,0.40012021957599053,0.2695499860275551,0.3196671158419828,0.08940037225596244,0.10590472075711749,0.23221006122937057,0.1060603028762598,-0.15064945087561413,0.3437939804143909
Caudate_R,0.4258455261665513,-0.07210846454481937,0.49866042334518934,1.0,0.7541324250806429,0.6431881580896801,0.6050430221889879,-0.12930074437858324,0.25242867550621195,0.4847948753028232,0.11167514121968083,-0.17852990471798388,0.6805097411661803,0.15215299474268884,0.6842769194945306,0.3352278787772043,0.31301212212354923,-0.15275577227713513,0.0641412802408811,0.5048801105357746,0.37629499388033993,-0.00512558116943646,0.5958445357337697,-0.15576468851663772,0.14888473054024948,0.4472584993242265,0.08460228880254869,0.5636122938769814,0.6144931061709528,0.5450955588079659,0.5248376894742938,0.5585921756134179,0.6407971603388437,0.6270367437571123,0.20076822108304948,0.5310359000315632,-0.11885466934305057,-0.003659858315695742,0.6067621911838645,0.8141930715599149,0.7553880427751595,0.37085721604230226,0.7611908783733412,0.5191566773602969,0.42563196923016755,0.5617991949660126,0.4795515964526639,0.27207076475493497,0.15196985339612257,0.5951496377894797,-0.17287700771262146,-0.2284929955203116,0.44934716737874125,0.01636454125737242,0.5644954433989717,0.49935588135844183,0.4975823846921278,0.3215332584208303,-0.14351762547710467,0.23714381932757206,-0.04387748983210309,0.4636731200275318,0.4563620057110388,0.398543386119344,0.4153551996956114,-0.1304046664575261,0.5214398039856687,0.6646765180238037,0.6628966285237301,0.7285155820066821,0.552026657620441,0.6331212073240949,0.5379149387947747,0.5217847670213389,0.49024016453313896,-0.15303949410263404,0.07675355689595731,0.568874026917,-0.0019329069111800633,0.5555111686345386,0.17481760456101728,0.6182196785895417,0.48235871829922394,-0.12137339441863738,-0.14782331600479945,0.5163564531252182,0.3032912343488567,-0.11515488119400566,0.6411640800456241,-0.2586444640593327,0.44101493544946596,0.5714153974383337,0.7739093019292986,-0.143934207277857,-0.15245108299950472,0.3473784893136079,0.571766704980185,0.08204128764459413,0.2795110741307194,0.25800775036218243,0.7680602409009109,-0.19021555664655268,0.44582587940269935,-0.0027754985956636876,0.43562781285661617,0.49855666068264903,0.4905439687382354,-0.10674331279712164,0.5960328159838524,0.32472629848967866,0.5742794073947818,0.24209305347665747,0.23287656196351456,0.2978910626451767,0.549182423793686,-0.0235680335395662,0.20839732168453345,-0.16546949803961664,0.6109463160103307,0.03782799317827605,0.6748952253648153,0.32044015478419663,0.49732888341287035,-0.1837141951650074,-0.05002528937063043,0.5837726398060462,0.43229286755068036,0.03631695522311214,0.21764540241302716,0.25222566275750496
Hippocampus_L,0.6427027242851627,-0.2063333764543323,0.6296593941835231,0.7541324250806429,1.0,0.6640940886762773,0.5733756592664669,0.09628599692789924,0.08943706352840428,0.5799305640925538,-0.12422452895974698,-0.3287402157445027,0.5384988905779831,-0.030603121694900634,0.6159575489658742,0.18901896119095904,0.47878375364822684,-0.11555067453885945,-0.012333230048126564,0.7606050229851277,0.6157071280812495,0.11304705618854695,0.7023757421232768,-0.09926705679226332,0.13803424358549804,0.5533538369106858,0.0605380526131682,0.8082830755152514,0.7293667227538334,0.7487102918014786,0.6890907359252096,0.7604210396244772,0.778706504418166,0.7160322032251629,0.12526480389874134,0.5646017279235943,0.04294198756486507,-0.13713944967023411,0.5944174005847342,0.6632033771085308,0.5958985433846216,0.5795750423085386,0.6363491113298138,0.7551810731679686,0.6042685297010811,0.7263249713878698,0.5091004001986822,0.553376658173607,0.10443592864026359,0.7839758640223299,-0.3723010624374387,-0.26519435053726875,0.5132086688995495,0.14366511947170996,0.4522842294941701,0.5397959738586957,0.583714024472036,0.24819886433023147,0.16221793427645081,0.12378579458050398,0.25212679936167515,0.6289671463295745,0.6490981558788156,0.6579313360428443,0.5430510045892682,-0.4118823310158267,0.37568898453429456,0.5651912704061964,0.6290343282200558,0.7655951132207298,0.6867633342412323,0.7342207054293982,0.7350043018548734,0.690240300974626,0.5326145896258139,0.04303821470912678,0.23889153974681301,0.7113608903536106,0.18715698652026455,0.5695838592620133,0.21906348986069057,0.7318229121074451,0.6639331089685377,-0.2546496409100897,0.12631980558987624,0.6976276021313187,0.47108857969579876,-0.18222817019820678,0.7245943512005837,-0.18361045867744896,0.4420603219078627,0.7473501231315174,0.6966594893312662,-0.09059873336019358,-0.0016549248407152146,0.5676392078408634,0.6471578659586066,0.4041254822482208,0.26148502905733356,0.30933728131174654,0.612529097662403,0.04743714788788904,0.41864882900823164,0.11841957912445074,0.4603609695817188,0.4933450366236059,0.6425257430102116,0.11178318933330064,0.6356468889510433,0.4996984658095527,0.7282157646351123,0.3936093189690187,0.20185515638742907,0.42436917790746365,0.7577265965648349,-0.03460846666480161,0.37961406656682034,0.07681948530095883,0.5652957091531668,0.02036667577750097,0.6619587103716229,0.5947905099683919,0.5127998049601175,0.05126149468594749,0.17769270054243064,0.6553515154630691,0.6055735839425966,0.3456295323084301,0.17280909258647176,0.3087751317615307
Thal_VPL_R,0.4919411230316793,-0.053929361536063515,0.40218321755640063,0.6431881580896801,0.6640940886762773,1.0,0.7041097467715398,-0.021333640504828097,0.08996183476311717,0.6125977765102883,-0.020588808011107216,-0.1338587990454285,0.6365142383980569,0.11828330175637339,0.7271067495081216,0.19338689052318123,0.49055213769536804,-0.051690257308523196,-0.07461189622783947,0.4011765009652815,0.6227529635989952,0.1038348983499472,0.6725233045332857,-0.07146836914454902,0.41639302878377665,0.5906994301423317,0.2792261196318586,0.4517070215810569,0.7158797243891428,0.7085049875272879,0.3980816783577038,0.6652926843500074,0.71193600289721,0.6845988347284249,0.35247322765962635,0.5486005559135262,0.027497148351181035,-0.0940842374314306,0.6304010113590613,0.6188649559701584,0.6839322964384152,0.5363788052212934,0.7616076899297218,0.6522993842112617,0.24969131631491592,0.551150197831587,0.3080544934517931,0.46089210455976004,0.2660887859188821,0.6636728294509625,-0.14685728901182218,-0.1582719332970474,0.2848808920800428,0.3860971953418422,0.685365037263852,0.5358011854734714,0.5668375435893841,0.22045552801644738,0.004711179864353321,0.13334847215204773,0.06095244555024813,0.2817668013901478,0.2403782055382931,0.5128595665891446,0.3524547451764779,-0.2253910823293604,0.36893435028087823,0.6887500076600022,0.5186995835925488,0.6713570334451399,0.6099674893580651,0.7178866732988862,0.7171465123911317,0.627420631541352,0.6360554640483416,-0.03857187351245377,0.29922028105992654,0.6660063197260024,0.42822111053599965,0.5292939109496657,0.35644650724309634,0.4455352671908939,0.6980166023102831,-0.08787726982014718,-0.012283680945053973,0.5724215393419547,0.4503440870539601,0.1458908171141021,0.4661578540589466,-0.01517536120807718,0.4864332723845242,0.7141811549305773,0.6592598005197967,-0.09971428021774692,-0.06990721120926206,0.4867606913010773,0.6649161062402257,0.27398086693380147,0.48608074080185915,0.03256056531509255,0.6253593692057494,-0.05822199571341836,0.3954100244527635,0.21770612083903704,0.34486254187387333,0.27470943129078146,0.5887109734798731,0.01979781714990092,0.7049480032938716,0.374467789468758,0.7230953580144083,0.32169697805173014,0.39133081965633526,0.4423419577192361,0.6722732155999847,0.25289556076563907,0.32819833768772305,-0.03768324536884168,0.693725280167963,0.3012126367384962,0.6840098421529859,0.4771826629175889,0.7512097803021995,-0.03502192922155971,-0.08727745186808152,0.6816274219503463,0.4278418682628902,0.32738132031327866,0.4881671928350196,0.2056158022582347
Thal_VA_L,0.5246253525703711,-0.1365707972453196,0.6047375011297792,0.6050430221889879,0.5733756592664669,0.7041097467715398,1.0,0.08423148862245598,-0.11183136715045612,0.34599730999229833,-0.0055041485140898015,-0.27014853131054967,0.6451116575025627,-0.08942202716078629,0.6589215918319429,-0.005812932405559671,0.2822675255516005,-0.07321193263364892,-0.1500309085935749,0.4585567669430427,0.525501664673512,0.017896193751187322,0.4781930224295875,-0.027363658288996652,0.3748864826583603,0.3341096116086739,0.1677806784395638,0.4752437785604128,0.5405526347360434,0.6520080520047,0.5439239683374797,0.7412028583834095,0.6719328679218545,0.5060959068187525,0.15137501851334367,0.39869469152642656,0.03374236617220144,-0.2998863163544815,0.3930359533322986,0.4546301310816867,0.7791757047338972,0.6247459295718566,0.8921498502320387,0.5227300330662019,0.21269583445113222,0.4143612643726962,0.17451596787075177,0.39895451069871674,0.0735212951321748,0.5470754550233602,-0.016712826597933956,-0.22301406781488883,0.330517039453255,0.41069667627940515,0.6277423606994031,0.22952577116218595,0.2783652551542959,0.010280413376509562,0.14390731213502103,-0.2245093458350912,0.2349171656829963,0.4077217445705256,0.2624463558801075,0.20761310045940082,0.4341748187574188,-0.3508991164802182,0.17603716494788524,0.8946827530850174,0.5763467229248274,0.5564775066602767,0.37322855431214563,0.5479014752636445,0.62540581310791,0.525008177432538,0.440089694770572,0.07203220422239184,0.31573248414474914,0.453837116726128,0.3490497532240512,0.3261330907705622,0.2378005976868261,0.13276830694167063,0.6231654975500899,-0.20276500249191068,0.10707167944724587,0.6496565646136035,0.351676029506127,0.09975139997039205,0.3486382848947,-0.006601696442894073,0.29175448673438203,0.577260781265646,0.53017123504801,0.027529427804937303,-0.10402472844717404,0.30967737985626176,0.4406974024226473,-0.11308278636061003,0.3433784669899988,-0.1833341442301879,0.7995854229880193,0.14218989280218916,0.3581208053899639,0.27630110229697724,0.2819324085032458,0.28660890486225515,0.42441108339902606,0.24730648045989154,0.8673314800266305,0.1880244365186247,0.5466791110803061,0.22937005619631964,0.3503150613457597,0.22659497701693013,0.6445656577898499,0.05679235085590513,0.5356573633279507,0.08953691750227645,0.8044300425848064,0.29742617862742315,0.48675774051148435,0.28763803248635483,0.7199661806528327,0.116579174163837,-0.19979230044796809,0.4633897623384588,0.37984162303531166,0.15386671151495934,0.4301895250992555,0.2596662796886877
Frontal_Med_Orb_R,0.21585376338511686,-0.0672198812426618,0.2545242482522611,-0.12930074437858324,0.09628599692789924,-0.021333640504828097,0.08423148862245598,1.0,-0.3231227719828288,-0.11920965200311842,0.07993198473825758,0.14393140200559332,-0.05725765798443699,-0.2235597122277481,-0.09818082893955518,-0.20684514517456948,0.02992951348969538,0.46636651425618425,0.306462136726697,0.20778251916739088,0.19369919482308642,0.5025305212325994,-0.19118864674404368,0.5420119410581339,-0.1457527699790884,-0.1143990464848688,-0.28172749279242737,0.24202643512880817,0.033413499073850564,0.22181843063170337,0.25141137098686034,0.2741185525148592,0.09567864959073089,-0.03779609473102013,-0.08085189442952567,0.11347809672351239,0.40277834069235285,-0.18990082487665413,-0.24388828024528345,-0.2993733818420871,-0.014948488190010087,0.3097410823205411,0.0578193839749716,0.09219230611336796,0.07703045569967801,0.28031902642496415,0.038551425214413904,0.12390667410618852,-0.09383188359595222,0.027471253616890852,0.039460670538515534,0.40657622608610594,0.1466760333648092,-0.09693356968355364,-0.10693851458826077,-0.1250209164346539,-0.04620096721079706,-0.09206803614454655,0.8694257027008173,-0.208198656795721,0.7194631566626706,0.2721435763883515,0.17154916894766162,0.07812401527561208,0.18708330811644122,-0.029934788715301534,-0.05517492561682412,0.07049174487929281,0.13157809225986333,0.20297343360780237,0.036664980928167064,-0.04554571413842273,0.2841458918898664,0.2067072500998601,-0.36387869406247425,0.9277502761391574,0.06223967415357319,0.0775266017083543,-0.07917353253413045,0.1110451910928446,0.20474495038233712,-0.10564544460120147,0.06469825182994388,0.2806762140994778,0.9135802685870618,0.24530155969239553,0.022242283217529718,-0.3130483838039768,0.18570414350672482,0.4484082029662077,-0.382631164548375,0.2054695242873074,-0.0646473262547865,0.5420365301504539,0.5572408492375119,0.060149165350734446,-0.20096417009960696,0.11650612787911613,-0.21578848613425225,-0.05314934086642422,0.02543736882318533,0.8703019118773951,-0.09410008250936959,0.01461013183743611,-0.2968784732680431,-0.12508855678403888,0.21456731412140947,0.515053781240638,0.1200845706923859,-0.041948147640729384,-0.003930976789782154,0.020421670946527946,-0.16360971824206585,-0.13845771247470226,0.1503162070723312,-0.047966980460373836,0.6338279862786267,0.9355432694857732,0.05442177979825182,0.10760148005534602,-0.36560262864909215,0.16750883210233491,-0.16444022647330453,0.909261774951516,0.13485062066073086,-0.010950154563343691,0.39134814296599024,0.24072779944758202,-0.14216417657993383,0.24444153454620218
Cerebellum_8_R,-0.4488561379083579,0.44634019449361667,-0.3892189952593834,0.25242867550621195,0.08943706352840428,0.08996183476311717,-0.11183136715045612,-0.3231227719828288,1.0,0.455056452736615,0.4411201818950551,0.4918096257577465,0.1568832229563916,0.8062818331558701,0.4245415037053308,0.5030711276306924,-0.32038459789304935,0.01773254856391556,0.03113147435338246,-0.3536673120518558,-0.2503764489495665,0.33576905015212893,0.426387670271656,-0.2300204708933398,0.07673123281070061,0.24300064532108334,0.40569641150099933,-0.03874151202908249,0.2738639612221079,-0.051674183936004835,-0.24445683649740885,-0.20331811043102027,0.1181847651293245,0.29936172880748396,0.4826361064996539,0.2223669703649253,-0.2561633411825263,0.5063544516106575,0.5327404561309083,0.5205106656102153,0.16594377686079886,-0.5819049080682601,0.025398611306393704,0.06393298550581807,-0.18573306219076038,0.21870618127928,0.272657232290032,-0.020183515130822543,0.6325251968312952,-0.15128536258594655,0.3247808440846979,0.08944954307377313,-0.28543997738608823,-0.24265269924413185,0.24304056281226089,0.42354200226810795,0.36098923689927087,0.8261642832834165,-0.608065362088918,0.6001455751038678,-0.45541925219040696,-0.37718313386818586,-0.17183295251227435,0.08658951638806422,-0.2562133986236486,0.5029742836403445,0.6711626245979926,-0.017972452537813766,-0.0014490802504276456,0.2300130563624928,0.28373925419382245,0.2813921941869941,-0.009006253904245221,0.07631169627481138,0.35948761350909386,-0.3593783012622378,0.05249312858785489,0.3000460448806678,-0.0758289190565058,0.451038674941988,0.2637421457158177,0.4750522521901633,0.019188304503181226,0.5021590142979733,-0.5117326045541888,-0.5240269485426436,-0.002462065072108843,0.3249050318167138,0.43978829324197605,-0.13195418493511507,0.5604934789935982,0.08837487860870655,0.3212269619104926,-0.13791950070445963,-0.11855678021568361,0.14118464729114621,0.48121750442278943,0.07766799488627574,0.2896512362262742,0.15512838715659702,0.11295533148417225,-0.5106221665877727,0.3802984833189635,-0.3403300103740362,0.2861016692682313,-0.12579520292781968,0.23298270178148084,-0.6603132016648405,-0.22340545580216972,0.15663039731829098,0.13559626907599767,-0.2790750434449413,0.3736201709184348,0.39486908853709207,-0.33471530172429226,0.2883642811524292,-0.4006559326567807,-0.36127809227700663,-0.026063280043369948,0.18106419891053893,0.42397777440408874,-0.3267599778906419,-0.04345527554031917,-0.4904486906889533,-0.18998262130624163,0.4163377866835975,0.08707138130317432,-0.14225515668988212,0.21837246385143788,-0.41750081080401363
Vermis_4_5,0.3408017341271224,0.19547833203699105,-0.06734723292499466,0.4847948753028232,0.5799305640925538,0.6125977765102883,0.34599730999229833,-0.11920965200311842,0.455056452736615,1.0,0.060631141457333726,0.13116547382636842,0.4475902874107923,0.6110550737345383,0.789413034696172,0.4102756218118828,0.40357990008809264,-0.010876956112951737,-0.07642976783602563,0.05949189657197786,0.6178281181748023,0.41017037555873714,0.8821637037028314,-0.1805253632226026,0.49545292351405124,0.7478074368679658,0.613621604073456,0.27968690408002833,0.9093899911772623,0.7331126787812601,0.07496658320354513,0.4085567578101657,0.6738417621353289,0.8935228032576157,0.7474355246434543,0.5420811877147729,0.10050976417698151,0.2413176241716456,0.9374748169298847,0.7732664084957764,0.430398934494051,0.24992585873558149,0.4372799928756542,0.612743641615796,-0.04098436956965371,0.619623409689144,0.5465681461728492,0.4133095583975687,0.7334466433728335,0.4905769201338111,0.11114239921783874,0.01708474853016638,-0.0016389183775981635,0.3759600176885239,0.5838769507166728,0.8913636793334229,0.8825421795304007,0.6222170628021148,-0.18834597028797714,0.33357809886529505,-0.04871797706487278,-0.07020455686077817,-0.04356880894940935,0.6482100166551881,0.16816360464039048,0.061584090417155984,0.6820444063323258,0.3497181379113885,0.4098339668615274,0.7346349067898411,0.8626713195559901,0.8944161541042948,0.7535643724965929,0.7699363943851656,0.8423632206737637,-0.1953046624259932,0.4011634732919195,0.9152688927395523,0.5515518121906589,0.8112673967687283,0.5366826948801751,0.7097494069229097,0.7412028198435232,0.21569013622669628,-0.17330601794980593,0.238359368540384,0.3046225644532385,0.4034419630806262,0.6244873179863276,0.008665745072318298,0.7753313365784423,0.8295346849040047,0.6810293129943089,-0.19876268637792513,-0.06845572211154116,0.6519386857347921,0.9202652994830195,0.5992107219287738,0.5394255540446888,0.041429007081315285,0.3337596786994613,-0.1953156547765403,0.4421501193933941,0.11013127081717954,0.5583587024152917,-0.03606764668134065,0.8525452162608496,-0.2438520857991854,0.2821354241262132,0.4672441321842215,0.8330008887409813,0.27812883254234777,0.5497479092482513,0.7554168605748295,0.5584687380563783,0.6253618132539336,-0.021420298668924188,-0.13772675318326272,0.49007553531583953,0.5090248090034922,0.8399845622039632,0.4828010279239281,0.6365041486746155,-0.2076629172382413,0.0884955916562658,0.9155935826990206,0.6069375734418292,0.4157755213010823,0.674448235102268,0.16609691711983737
