,Amygdala_L,LC_R,Putamen_R,Cerebellum_3_R,ACC_pre_R,Thal_PuI_R,OFCmed_L,Cingulate_Post_R,Cerebellum_9_R,Frontal_Sup_Medial_R,Vermis_10,Fusiform_L,Thal_AV_R,Vermis_7,Occipital_Sup_R,Vermis_1_2,Thal_MDl_L,Amygdala_R,Thal_PuL_L,OFCant_R,Cerebellum_10_R,Rectus_R,Insula_R,Raphe_D,Temporal_Sup_R,Precentral_L,Temporal_Sup_L,Frontal_Mid_2_L,Thal_MDm_R,Cerebellum_6_L,Paracentral_Lobule_R,Pallidum_R,Cerebellum_3_L,Cerebellum_8_L,Heschl_L,Frontal_Sup_2_R,Precentral_R,Thal_PuM_L,OFCant_L,Occipital_Inf_L,VTA_L,Frontal_Inf_Tri_R,VTA_R,Caudate_L,Occipital_Sup_L,ParaHippocampal_L,Thal_PuA_L,Frontal_Inf_Orb_2_L,Thal_IL_R,Raphe_M,N_Acc_R,Thal_VL_L,Temporal_Pole_Sup_L,Calcarine_L,Fusiform_R,Thal_MDm_L,Lingual_R,Occipital_Mid_L,Frontal_Inf_Tri_L,SN_pc_R,Rectus_L,Vermis_8,Lingual_L,Rolandic_Oper_R,ACC_sup_L,Thal_LGN_R,Thal_PuA_R,Vermis_9,Vermis_3,Cuneus_L,Thal_VL_R,Thal_VA_L,Frontal_Mid_2_R,Temporal_Pole_Mid_R,Thal_IL_L,Thal_LP_L,Parietal_Sup_R,Paracentral_Lobule_L,Frontal_Med_Orb_R,Thal_AV_L,Cerebellum_8_R,Thal_LP_R,Cingulate_Post_L,Frontal_Sup_2_L,LC_L,Occipital_Mid_R,Pallidum_L,Cerebellum_Crus1_L,Cerebellum_4_5_L,ACC_sup_R,Thal_LGN_L,Rolandic_Oper_L,OFClat_L,Cerebellum_4_5_R,Angular_L,ParaHippocampal_R,Thal_VA_R,OFCpost_L,Precuneus_R,Frontal_Inf_Oper_R
Precentral_L,0.31523431499915716,0.32590931218843044,0.6367160682770772,0.5187294649330488,0.3871276975871766,0.6140321255677879,0.30185066367732566,0.7720522695182305,0.33911660495671003,0.845407460175176,0.8364525205667398,0.42387531456816835,0.2758788950193059,0.13798433754236264,0.27577881995518094,0.6651838187740035,0.5685334730812867,-0.11963335561587764,0.4282451488374562,0.1856378200370581,0.31157663345047,0.20523478505063567,0.4602186034452708,0.4635815192920739,0.3624547582598856,1.0,0.6768096409454935,0.9326063630534585,0.44960901997830355,0.13986809046347132,0.7276176148653112,0.5319300377675908,0.8459968557837595,0.5696937977382694,0.7817787438378465,0.6760589719290822,0.6586132158386803,0.7199143409322256,0.3246456740747611,0.04703202176488016,0.0869559171439698,0.6270928461550745,0.14740080315553325,0.6644733398374023,0.5475715734780063,0.5099846260078493,0.4741006346605632,0.4391553373543397,0.6121084658975388,0.43020838444444764,-0.06739212936967522,0.5725641159251743,0.16445381073522575,0.469519282915039,0.5389942979574901,0.5284678979589884,0.4864540420329333,0.4183955469634417,0.8706555001074859,0.23852719071371925,0.27059638276319997,0.10551794406420707,0.45505844020487296,0.3311372045603403,0.6449321244254405,0.6660050610491256,0.5622950405388261,0.2427754812774225,0.8455707081547107,0.4255687887518317,0.6457703527498323,0.62540581310791,0.5789622577286287,0.03178499528940812,0.7562801303075658,0.5132997804205767,0.6727609562466058,0.8507364974093523,0.2841458918898664,0.16906014250398887,-0.009006253904245221,0.640502255534867,0.816067735369583,0.8333486595003253,0.5257004162258693,0.22183940440809885,0.5730360010424698,-0.07607793203901705,0.8236033341392022,0.3821837639200081,0.6651232339180347,0.7437943798638438,-0.11890377690691556,0.7927948601032775,0.456465690272374,0.5925308724786297,0.49623671673573577,0.14344569496405962,0.7504917135916506,0.6743814659153038
Temporal_Sup_L,0.15003732393828442,0.46394033029429127,0.1773721633270582,0.11885202581496203,0.1896809510661562,0.3993756084813963,0.13592168863254434,0.5873378622894574,0.15962043964038838,0.6074321246236586,0.34072725753858896,0.75082822489209,0.16505984943423405,0.13522889227883905,0.19196188481431825,0.5313851112304682,0.2983643110747078,-0.004638792162711129,0.3057768847668845,0.1447553987500758,0.3071791112775892,0.13836080888822552,0.17333758846373884,0.2243374258965444,-0.15420173117227604,0.6768096409454935,1.0,0.5939664640913825,0.396103743432276,0.40591401180705033,0.6009684377580856,0.4999703220514538,0.5183258230567008,0.46172613563676534,0.8438438502201583,0.6391587052388246,0.5491173334277026,0.6679358091433667,0.09407973398006797,0.3002551441928497,0.08477043514621531,0.18221461148490348,0.17308934357568792,0.30865441653774556,0.4494398699291183,0.6652505757756919,0.3576826723325009,0.5815928180754192,0.43179545841657735,0.2977650007846058,-0.09426636824246555,0.5413905607425566,-0.17449539372162615,0.531654461231061,0.2832766999332646,0.5113431043667216,0.462779263964976,0.5680315717699204,0.8417474844439391,0.2846544143781981,0.15502988010635893,0.28941872924945944,0.42786326345645154,0.0313034878611821,0.6561580527926962,0.41575341547131295,0.3856619904731204,0.4338703972416949,0.5828007692016178,0.28332087196566175,0.4780945903346159,0.3486382848947,0.6270308335108031,0.20570738883969883,0.5699511099291411,0.46161672232150425,0.6223459573071468,0.7071145295933714,0.18570414350672482,0.1108168354416869,0.43978829324197605,0.3918968339805476,0.6512253769004643,0.6629810630186966,0.2981300376227484,-0.005835140770988581,0.6101852644862334,0.17456016485672166,0.7314400534186096,0.12211861646679806,0.5054537402046937,0.7563006180695636,0.03155890911566612,0.40026041689216374,0.5975559491656934,0.24767399994739125,0.5963210100196871,-0.18488941037509812,0.6538717314714385,0.24576315015183267
Frontal_Mid_2_L,0.2749557013838876,0.32178659141705085,0.6928615485808813,0.5374444875409138,0.3989471350982011,0.6363637628667421,0.2490790547980752,0.7848319929315274,0.3177470735831269,0.9280884207856929,0.8175393537943765,0.36285588131755975,0.3242118863842292,0.23579641540474608,0.2539068873494533,0.6369956193266252,0.6326010184530934,-0.13718181658365372,0.4268268937687878,0.09552376241507786,0.43207804797011434,0.1453504489547073,0.5626796148050257,0.4578673441721712,0.5069730622286877,0.9326063630534585,0.5939664640913825,1.0,0.44618901127788824,0.043161877516283094,0.7527675076492233,0.5514286405609504,0.8181814076642921,0.5416830776226599,0.6906167988001816,0.7614578977323815,0.6726838149521825,0.6853289378947967,0.2635290165405319,-0.10024980383773473,0.16116719434441223,0.7814839626746857,0.19244902180942225,0.7694965296132474,0.4067648939907945,0.5320728264992618,0.4904208976147474,0.5134846909733161,0.5962294845364616,0.3775735605926697,-0.07211231819691301,0.5422754164513426,0.22213138905515362,0.3964855561118929,0.6034306875483872,0.5179846378366019,0.47824751279040306,0.2563741931421902,0.7676488811656432,0.20293323126578336,0.19644432332371695,0.1382102576130284,0.35334824801428594,0.5158800484448886,0.6798808946557894,0.6741855121591492,0.5477035342286263,0.20134709371690127,0.8213826437897999,0.3046804824736228,0.6244645380590393,0.6520080520047,0.606046090063086,0.12005415596804932,0.7603345631922221,0.4985100167077479,0.6801939528333006,0.7841719812894097,0.22181843063170337,0.2196614625256426,-0.051674183936004835,0.6638349062080008,0.8209705034155157,0.8273633386292649,0.5060032437668504,0.2272521816679515,0.5440076772892524,-0.24189508205771604,0.7511192019082803,0.5595070439554414,0.6495699364194002,0.7107966487423419,-0.0875802443478943,0.854483255290346,0.35196433541946087,0.6999779534370321,0.44860913257716384,0.22002261230141723,0.7675862765160538,0.7848727324721197
Thal_MDm_R,0.29639246677970865,0.37401738107332116,0.5417967633989796,0.26445159235090904,0.16841705202924304,0.1491121133705819,0.09106876252342634,0.47851754744050295,-0.19389103718823283,0.3228853749054908,0.3173402441387489,0.03255620525144897,0.5035093485868012,0.07813438458555767,-0.11995575982840978,0.18017344188615914,0.7917765000722583,-0.17574814644704914,0.5089418806255697,0.06411069654446316,0.21507342614080507,0.06670480986350112,0.11625200156675862,0.016178659118754716,0.09532368800063318,0.44960901997830355,0.396103743432276,0.44618901127788824,1.0,-0.1822111412603971,0.24271325727233173,0.6152731088123182,0.4224421787017652,0.3829112516270701,0.4184760218306858,0.3075230016551567,0.3697722324918703,0.5278563611534932,0.043546625305181934,-0.2478642799445125,0.4730314242331225,0.5647490251278676,0.42145284579300174,0.4553053155917539,-0.018212674302180893,0.18339475529187485,-0.26119502601909794,0.22226304491566345,0.8316991239407165,0.06498465093763618,-0.014440372481030979,0.82856167155094,-0.07844823017879396,0.16280358162921246,0.16437394375233919,0.8690952157384981,0.08198779693495184,-0.10555422079953035,0.5251712045432088,0.49670397458248905,0.05787132488605877,-0.30749542298405413,-0.04852030957036643,0.08824701324298645,0.47979281916351146,0.5433609662673384,0.5130847673556362,-0.15494461278975194,0.406352840716224,0.04701441416277804,0.8690696490871849,0.8288417722200127,0.43704745237024273,0.0714845589723539,0.3882925174138308,0.6904150182247082,0.21992464260876535,0.22642310078027703,0.05888844340790952,-0.18151659817878849,-0.10132444017281264,0.6686684200978068,0.3549936459447224,0.31770610265987864,-0.050818170679372596,-0.21760084075770872,0.5658797261502218,-0.2659382159437738,0.32621503865210283,0.16256873961746582,0.1267556016995012,0.30454592123951124,-0.23454038519214834,0.5361481080408603,-0.039861331710056035,0.20017213507763343,0.22525672209356548,0.20974344927083205,0.33997039828919656,0.47628689686357445
Cerebellum_6_L,-0.2596410938545286,0.3366146045936466,-0.43564188957088584,-0.17459276678313504,-0.41025404134215265,0.2557598238032576,-0.399769498273198,0.4120864279897478,0.6401927006483756,0.15020209306127935,-0.10952696669066792,0.7476580531862289,-0.3779295779990933,-0.10122238751243234,0.6331305335909078,0.11148875759835933,-0.2615769599536845,0.5169178842954185,-0.21903146977979956,-0.13007270699711584,0.2933995484326882,-0.27888316401061203,0.44903239381796645,0.10647087750842896,-0.0503591679463363,0.13986809046347132,0.40591401180705033,0.043161877516283094,-0.1822111412603971,1.0,0.4799905631909415,0.05653884570533824,0.15169239301870446,0.24508203764387215,0.24632375963360736,0.42420792495450216,0.440260162014285,0.4976327884409575,-0.39202561146891585,0.7219582094570277,-0.3346712390863131,-0.19149953925011506,-0.4141556218370556,-0.3910277089331413,0.6217745858714164,0.3461712004369337,0.1712672020903982,-0.011809576957087372,0.006817345855450043,0.44191176516044284,-0.1284488454498202,0.17651295018309363,0.018855544221483826,0.8529935925315346,0.41453367787703804,0.06882336192724808,0.7911490060878654,0.5573872576321057,0.33145085420241677,-0.38934124935929243,-0.25734204686377715,0.8022035156452547,0.8260919651772013,0.20177957765159577,0.2757857631502062,-0.1447253626266411,0.31182626475101416,0.9245884858199639,0.22674642935468659,0.5690347229941733,0.060031852635092635,-0.08942202716078629,0.46212776038640757,0.4953164402630789,0.03349751593761087,0.19484453753033684,0.6083586994771142,0.38737646909243056,-0.2235597122277481,-0.17393841157545617,0.8062818331558701,0.044533937501308685,0.39289461286898,0.1791704672078235,-0.026170161521030917,0.39599835985597526,-0.18932848016020404,0.6634974596714545,0.5413715311043298,-0.29416273075036625,0.21345971437848454,0.2503576168548668,0.4958949834448782,-0.20117092585646534,0.8100521205893819,-0.20282964470887313,0.346225198707414,-0.5768130823168568,0.4889044210427868,0.06565376440111349
Paracentral_Lobule_R,0.10260081346777794,0.4551809861585428,0.2713127150462222,0.3884581109899177,-0.09787113519567223,0.7760302957957365,-0.2685452726955329,0.853479129704416,0.4888776056976042,0.7802814768992583,0.625213615801395,0.6943855301071011,0.10006338998431125,0.21130946635688058,0.5236096249981201,0.6315298490695891,0.39004653959122854,0.023810459771651526,0.16811505424434403,-0.20235580628284897,0.5924467513537831,-0.27376086090946494,0.6513325515944709,0.40845563955318837,0.43137905965015005,0.7276176148653112,0.6009684377580856,0.7527675076492233,0.24271325727233173,0.4799905631909415,1.0,0.43477725634035064,0.7337710597475223,0.5331789703263118,0.5787946646001892,0.904695324563887,0.901482017045369,0.7832101223823048,-0.26113977536764515,0.036658661678673835,0.07024331081796913,0.560362697563348,0.06574615443324971,0.39381251929004085,0.4469540212160448,0.7258729605522594,0.5288704923029481,0.29320009032495914,0.4484393837315925,0.5658632626229679,-0.1988639238875122,0.48851503707197963,0.12539206785024132,0.7171065532573756,0.6915611594232024,0.4327605226141625,0.7648997174273555,0.2310753943996252,0.6935207791705128,0.06862178469092739,-0.22598726443228337,0.48955490060217477,0.5676685100759625,0.5513119644100488,0.7215652802180124,0.5468706649229521,0.6486083702551075,0.6174824469370247,0.8169842956702743,0.31584365534470177,0.5080310045086569,0.4406974024226473,0.8345485209261502,0.40160242201226026,0.6699749940340063,0.444450139038256,0.9486165115165707,0.8428760790003731,-0.20096417009960696,0.05702209399041718,0.48121750442278943,0.5581620331723466,0.9097151218293655,0.6036495835464748,0.3363892621684021,0.29017904497720565,0.395164945268557,-0.019375424105586504,0.8599554704005083,0.3879072023401147,0.6539975060141416,0.5066092499511037,0.15348475399277575,0.5575632119730014,0.6160396056019489,0.4764849714418109,0.5339746484016217,-0.2464775871439717,0.9593868812016061,0.7107726441031732
Pallidum_R,0.06310274446917775,0.3163808661282536,0.6063053143343669,0.34850502664755967,0.1853184651029993,0.3504974466493015,0.15608422231833494,0.5629979775475367,0.20199797626748311,0.561630178288939,0.4391561495585739,0.26425025061098106,0.49708527224891635,0.21260880500881296,0.023779422639530423,0.32474142233885117,0.5419405082752141,-0.07955210648180792,0.5113191369010336,0.10780199259888251,0.2891649692346142,0.13542999874556588,0.3930877035158124,0.0646616223850447,0.18688334573721455,0.5319300377675908,0.4999703220514538,0.5514286405609504,0.6152731088123182,0.05653884570533824,0.43477725634035064,1.0,0.4522472795993123,0.3695035051753109,0.5036492510248999,0.5291077082844275,0.4467612191667992,0.5186520258622648,0.06172965385028418,-0.06698664251691978,0.2806249425443628,0.5217950688797858,0.3220796397759901,0.4631640179628878,0.16864559571954327,0.4047982229732029,0.207690128445681,0.5632670175003317,0.5380659253465914,0.1037570301691497,0.07955299852488609,0.593408431692481,0.09414492912465454,0.33883332673772537,0.30458953795469396,0.6474311656986591,0.2566783096075175,0.10186499394844709,0.6402929058256573,0.392071778481765,0.1471321568518507,0.06576603412678265,0.22156544481579282,0.2918142436089428,0.5893339893550562,0.5378210800234288,0.4410639653898047,0.15450121061422709,0.47217068623599534,0.12583868701312517,0.6443221348495607,0.5763467229248274,0.5228150542126934,0.2270363628839868,0.4308681581522881,0.559769576408453,0.4562823380916411,0.4538310494732886,0.13157809225986333,0.12336145681327267,-0.0014490802504276456,0.4721280763482575,0.5453844493199507,0.5654903349689419,0.1665877288370136,-0.06707656360650514,0.5630806467491121,-0.08248387782572418,0.4356346236773036,0.3799241478651622,0.27604650127401026,0.5452111205430478,-0.0184426697289081,0.5529495395200332,0.24214398112972135,0.46685550863175995,0.6154512809461076,0.1709578445905774,0.49189294063563593,0.4745141461766886
Cerebellum_3_L,0.3969129670597062,0.35092630760019383,0.5911944373211,0.5118129832295901,0.19597458997448738,0.6677870527713033,0.08614630452423204,0.7558484584662539,0.363641799731697,0.740112069951794,0.8077047151456951,0.3698662759038675,0.18227080776879973,0.15697581687608364,0.32684730813416835,0.6085377982862605,0.5587795444602024,-0.12366706370161733,0.40595072949330374,-0.002112686622488236,0.37839943230091977,0.02290262370238337,0.5328010564094656,0.4794521711925777,0.45090359977054534,0.8459968557837595,0.5183258230567008,0.8181814076642921,0.4224421787017652,0.15169239301870446,0.7337710597475223,0.4522472795993123,1.0,0.48694428404345463,0.6321512336558069,0.6494284236905495,0.6932831813053605,0.6987957830032875,0.11549007579930459,-0.07169300981523317,0.08558198918967544,0.6375364397565723,0.15744103529249856,0.6001715736945853,0.4456441784087842,0.45769985724190904,0.3871494961605169,0.2950194235559797,0.6476227196834174,0.563363758400017,-0.06138315013127557,0.5199299062728102,0.2163880627181888,0.47262755711063753,0.5849532297194289,0.4906521050712972,0.5204490578662752,0.2254071355032344,0.715264346469633,0.1900538729982962,0.07742842401558958,0.10460732083912316,0.40893524378023166,0.39329383970484416,0.5638574934427646,0.691587442809611,0.6314940285101259,0.24421165605386272,0.8787872665789105,0.34772807389282184,0.6270207870774518,0.6231654975500899,0.5851451921858845,0.047461035808953084,0.7157081838974101,0.39335024840038996,0.6803036978729383,0.773877635615045,0.06469825182994388,0.041626371824058046,0.019188304503181226,0.6895828553101209,0.7902171514347541,0.6770546923151517,0.44453004200822815,0.23604776365078176,0.49265520504931803,-0.18465251408404088,0.7836228749398272,0.36087182628200043,0.6651948525121303,0.5642560101977636,-0.12033267692768411,0.7911182116909995,0.40793193740724737,0.5506657521851857,0.39955841188827385,0.08112663487472078,0.7440555814988111,0.7131459089827697
Cerebellum_8_L,0.14620432219486112,0.25420894696592894,0.29676911855674937,0.3986764591148798,0.054003350312192375,0.44200020009944835,0.05010213941451767,0.5185849576394631,0.2375948753720262,0.4877913713191507,0.5196175826919985,0.4340320812729267,0.38315720590329855,0.17315759908251982,0.1349035457837913,0.4689989534051634,0.40847208154732817,-0.10447782032781808,0.28379178899064444,0.18469582464931528,0.39505587218283195,0.0759323939544252,0.26453701797302,0.1854085120975199,0.10309538973591867,0.5696937977382694,0.46172613563676534,0.5416830776226599,0.3829112516270701,0.24508203764387215,0.5331789703263118,0.3695035051753109,0.48694428404345463,1.0,0.4687570947942688,0.5064371738057272,0.5375783694986148,0.5454664546577713,0.029975634104455976,0.09540882566477524,0.1939190990936413,0.33174251462630144,0.26644835504287867,0.30079103205235136,0.2717654471735518,0.45777677490447094,0.3246711227415474,0.15110422275940447,0.3994817745967413,0.23884551686404068,0.10478526728647887,0.4661068789496632,0.14811008489247027,0.44753735212542584,0.38519785571402676,0.4396501752945107,0.3812403644737574,0.16751753115224563,0.5998627153719371,0.36850448791310075,0.13522163542211882,0.08509682185597413,0.3064268637755649,0.14879583265768845,0.49434168558291836,0.5288622304907501,0.42271038528316673,0.235001534190524,0.5786627059065461,0.1614762367647589,0.5273419143186272,0.39869469152642656,0.5187415199403498,0.23509586351801642,0.520513550863732,0.4615140144676576,0.5409432955914127,0.6101380842271223,0.11347809672351239,0.14380124185570378,0.2223669703649253,0.38839240115084916,0.5771242159907986,0.5190387676422601,0.2539894221630234,-0.02312350930211237,0.44850796773433294,0.1079970741658014,0.6018361327247148,0.11533479618208474,0.46422415358300545,0.4180677428189697,0.0002607492680566762,0.4611568141790837,0.3033775212452858,0.35915260048035463,0.4605054265428779,0.06427678485004695,0.5630092690333551,0.37299505173741887
Heschl_L,0.23257764762847205,0.3947953242956688,0.38926066942512155,0.2805504391688794,0.32527856540157235,0.443209675151546,0.25889335591380314,0.6022778816760997,0.20489970888207076,0.6709705514975118,0.516982814814998,0.5849213610291889,0.21966234949630262,0.18751408103076705,0.15232726401039212,0.6050698384971861,0.3981619062486772,-0.10574383033393896,0.4310161402434722,0.19227339075032704,0.2226945308879281,0.20554853326841938,0.21630125366836683,0.29480683617607073,-0.006499249997530663,0.7817787438378465,0.8438438502201583,0.6906167988001816,0.4184760218306858,0.24632375963360736,0.5787946646001892,0.5036492510248999,0.6321512336558069,0.4687570947942688,1.0,0.5990689063574044,0.5197943351141058,0.6360779282486538,0.24014474541655342,0.18843968915578793,0.11373892306895199,0.3277753424526572,0.2069634651555792,0.4491571089750374,0.45690217198396765,0.5713762854408325,0.4286317095366335,0.5231803609875831,0.4797624488885466,0.27707467106516137,-0.05166611759548759,0.5414852839557798,0.011452358272304406,0.4596058418151195,0.3142117109167138,0.494229005555056,0.41206532492564035,0.5077084797670247,0.8405130294035357,0.2970137737495334,0.24776447803413307,0.17658658796531132,0.3805724068027469,0.08942450523013698,0.5977555656563517,0.4948747909465567,0.4363047603126043,0.31182093570347114,0.6699031238899991,0.30447433930399415,0.5335993574376082,0.4143612643726962,0.5414551504646425,0.12987859034038793,0.6494594822817981,0.4665444660125654,0.5757482539951049,0.7315603494061118,0.28031902642496415,0.1288680795077305,0.21870618127928,0.4453978699475364,0.6840733510575864,0.7285449716029624,0.44002899429400427,0.03999948128925491,0.5828207820574928,0.07398815332591978,0.7219514575274714,0.21185611872015786,0.5036267973824609,0.778082607041079,-0.06228156383044701,0.5566134424201297,0.5066292682781324,0.39089472272354503,0.5549099658049645,0.005506188692378978,0.6339955753750199,0.3672444109774174
Frontal_Sup_2_R,0.04392476085101278,0.42136794493834906,0.3013921816286221,0.29744372967947524,-0.014636273475045813,0.7271062062543485,-0.22687236174806408,0.815296648541903,0.4069760082970603,0.84880372290901,0.5222141100594464,0.6803914652672635,0.16923150163495168,0.27345097976785354,0.44138803547743566,0.5421810616326702,0.41391945813063563,0.032680767560961485,0.219515450233217,-0.17044006489382488,0.6283629476141385,-0.2388676465110248,0.6530553605115149,0.364897745242196,0.3763269823568267,0.6760589719290822,0.6391587052388246,0.7614578977323815,0.3075230016551567,0.42420792495450216,0.904695324563887,0.5291077082844275,0.6494284236905495,0.5064371738057272,0.5990689063574044,1.0,0.8380197685961677,0.7724193637170382,-0.24153320612421572,0.023827207656422066,0.16528792785125707,0.601411280431865,0.10013868987539071,0.4351686122723537,0.3454617871881956,0.7493068998607838,0.46560161938073713,0.49340002968173846,0.4471120405629196,0.4878429498718816,-0.19304428471690094,0.5073655881163869,0.11556998389653532,0.6436865996834772,0.6838047611921313,0.48723347614148954,0.7131954645961716,0.17838626176813466,0.7162975092606079,0.05129734514264007,-0.20760472307546624,0.4821083383958048,0.5002128283741829,0.5730202299336586,0.8228498343776773,0.4964675334056302,0.5686533910037497,0.5650767267282701,0.7498679231656741,0.23958321113901085,0.513146811696626,0.44399086766554535,0.8734472867087817,0.46181712411686937,0.6459712041798567,0.5001632727611977,0.8967752757148266,0.7576681633472276,-0.16138408687300287,0.08335549598185855,0.447425434040302,0.5448007632804959,0.8481867109257487,0.7052177594271923,0.27598014059527626,0.20077933876611978,0.3918503753706678,-0.07454146982022375,0.7813632851186865,0.44506063778034544,0.5782241358641651,0.5636666060372384,0.13195377636206562,0.5748686846961372,0.546208444870092,0.4879059647525421,0.5478909949634788,-0.2073012010312088,0.9190260944227534,0.6956373170457123
Precentral_R,0.033899284123229255,0.5276310876880111,0.2646430838463942,0.4605246302670205,-0.2853778879180894,0.7115016540119629,-0.41610174461327254,0.8593774914257886,0.38892869191612256,0.627098451747572,0.5530870103086836,0.6300635803181668,0.19084621774287522,0.22839852725227497,0.5538534450243741,0.596107303824117,0.4023577318137376,-0.05683698799667252,0.24289926089299785,-0.3177937885987351,0.5508149798491115,-0.42141934091308103,0.5745405550096011,0.2623099711271031,0.3748155674082209,0.6586132158386803,0.5491173334277026,0.6726838149521825,0.3697722324918703,0.440260162014285,0.901482017045369,0.4467612191667992,0.6932831813053605,0.5375783694986148,0.5197943351141058,0.8380197685961677,1.0,0.8028493446976439,-0.4039597070308196,-0.05447192864351814,0.21785792196273096,0.5963694972369595,0.1560935734087118,0.3807795036891935,0.36989366562034076,0.7186592929042475,0.38112793614688856,0.1663355264831678,0.4943039239152953,0.5041240898060971,-0.2569645139481297,0.605522019352802,0.09162648709427902,0.7190964124638237,0.657163575749047,0.5278792908971385,0.7447202027196342,0.07368642459464136,0.6496077942076705,0.14230425059215562,-0.3910540255430391,0.40650230461818826,0.5517364098504495,0.46620540132086524,0.6815551728365035,0.597310629745081,0.6883769267868693,0.5135522216577832,0.8019100208641964,0.2994703787418923,0.5800681231513649,0.48675774051148435,0.880146358930723,0.40734718097726924,0.5698671577605994,0.5592728639241665,0.9029622899725416,0.7961876654026028,-0.36560262864909215,0.01477569963044268,0.42397777440408874,0.5481402607390363,0.8630766715823807,0.5130420239798275,0.19194066136686283,0.21783937543296236,0.34376957996096563,-0.06320530679602622,0.8295390791965152,0.2955167460720806,0.5765895653406079,0.4046569976105911,0.09219283606986886,0.5632866479993669,0.5535741692761286,0.4101028775973492,0.5043925308701384,-0.21961535074974342,0.925141451800363,0.729901009238438
Thal_PuM_L,0.07368917500882192,0.5334269070387301,0.2697236983536041,0.2902292887714633,-0.04329133025730267,0.5818134058204377,-0.15511633787798634,0.8615683035092675,0.4216489316380916,0.6631097933797606,0.4898978469067109,0.5823565999134521,0.03178142257565118,0.15586390359546157,0.5437391370361039,0.4278574985367759,0.526481702671779,0.16736595607450003,0.3393735538786165,-0.07452743260382791,0.4186370965915279,-0.1514009108157953,0.612130420672201,0.34859326525516426,0.2834736979666082,0.7199143409322256,0.6679358091433667,0.6853289378947967,0.5278563611534932,0.4976327884409575,0.7832101223823048,0.5186520258622648,0.6987957830032875,0.5454664546577713,0.6360779282486538,0.7724193637170382,0.8028493446976439,1.0,-0.1628817617310889,0.20437848741363146,0.11685589696427402,0.5414735806342534,0.021691523323529,0.33121216575903967,0.6007007258998679,0.5558965584199498,0.19797412927588462,0.2897625304922556,0.6876822962000392,0.5878320762024827,-0.11926223965422701,0.7845702532251976,0.08121391758575637,0.7791053856152585,0.6023311568388265,0.6914938877669726,0.7470061901772783,0.36926297605057695,0.7774652925764501,0.022446776957762055,-0.11989098008268907,0.40565181201474954,0.6510558324740247,0.4231189202523068,0.7015115924873669,0.4649020702177441,0.7320066252030787,0.567692767937204,0.7317466399154697,0.5566295295111676,0.7608279339086745,0.6589215918319429,0.7917999685896006,0.32858168864482995,0.5585771296050649,0.7255344109563435,0.8182509861582731,0.7129111748142596,-0.09818082893955518,-0.13403064556794442,0.4245415037053308,0.6859280810884618,0.7895127491084006,0.6016147136853692,0.18189520262707526,0.30979411826096326,0.32265776404704205,0.11340455802567882,0.8321295462437042,0.13873982768441526,0.48962068786037194,0.5708062640833349,0.15527399976206152,0.5171945624197409,0.6803576312809534,0.24557890280676012,0.4593290856605721,-0.17369458890231004,0.8507996917937463,0.694617481387167
OFCant_L,0.22996415868169728,-0.2188871202435002,0.4319368387462857,0.12313238679965084,0.7810747492039728,-0.17644606614636613,0.9350723535447185,-0.1344477506751677,-0.05681931115387761,0.20198495157760263,0.27092031318614207,-0.25792760530910064,0.16843805935631262,-0.005978912656098468,-0.2926383238640378,0.09634440687768962,0.13559729942868604,5.7800455214297025e-05,0.26381858207270403,0.7469860918272582,-0.3179651573289856,0.8578725222460686,-0.12570297119591814,0.05814555891581022,0.06043985275343079,0.3246456740747611,0.09407973398006797,0.2635290165405319,0.043546625305181934,-0.39202561146891585,-0.26113977536764515,0.06172965385028418,0.11549007579930459,0.029975634104455976,0.24014474541655342,-0.24153320612421572,-0.4039597070308196,-0.1628817617310889,1.0,0.12326403630937896,-0.1604995319296885,0.07211593337591916,0.019162814041248855,0.3710856338292008,0.18226549312536153,-0.23961706476547576,0.10407534458802384,0.289446931352044,0.06487024153628422,-0.2207208992848318,0.3529529335520698,-0.05245660246027419,0.24654027936284179,-0.32263933770349246,-0.13059554479538626,-0.025239152812261214,-0.31885707126666973,0.4117744378956086,0.1417256616037809,0.09878286131219054,0.8738290990752974,-0.3475185263318396,-0.1411229238696817,-0.10009682566967738,-0.17162805667180278,0.059921699224978135,-0.16923976720959388,-0.37096358893118364,0.016029647504181958,0.12795605269377158,0.03294931102016829,0.11275287240114044,-0.43034215304484985,-0.3739876092567543,0.10763291876269089,-0.08716046776162847,-0.32104938134833266,-0.022166821346085264,0.8627739351479794,0.2396009675641645,-0.5477980235229138,0.05398223801333968,-0.06381069654846494,0.3155833848494309,0.3051287287195804,0.11691753292038559,0.21892512939049305,0.03307596270234975,-0.045240244267408254,0.1527175719425447,0.03414853376623642,0.3835148485629459,-0.18824466881868557,0.2657805943441336,-0.1574419855319839,0.26138346131634854,-0.013822877418564786,0.5868313877402782,-0.2658155321515129,-0.08169066532703555
