,LC_R,Cerebellum_9_R,Cerebellum_Crus2_R,Cerebellum_10_L,LC_L,Frontal_Inf_Tri_R,Vermis_8,Thal_PuL_L,Frontal_Inf_Tri_L,Cerebellum_Crus1_R,Thal_VA_R,Amygdala_R,Temporal_Sup_R,Hippocampus_L,Insula_L,Cerebellum_8_L,Occipital_Mid_L,Putamen_R,Temporal_Mid_L,Precentral_R,Thal_MDm_R,Thal_LGN_R,Thal_IL_L,Thal_PuI_R,Temporal_Pole_Sup_R,Cuneus_L,Vermis_7,Parietal_Inf_R,OFClat_R,ACC_sub_L,Frontal_Mid_2_L,Thal_LP_R,Frontal_Inf_Oper_L,Temporal_Inf_L,Precuneus_R,Thal_VA_L,Postcentral_R,ACC_pre_R,Cerebellum_4_5_R,Fusiform_R,Red_N_L,Pallidum_L,Cingulate_Post_R,N_Acc_R,OFCpost_R,Rolandic_Oper_L,Cerebellum_Crus2_L,Calcarine_L,Heschl_L,Raphe_M,Rectus_R,SN_pc_R,SupraMarginal_L,Thal_PuA_L,Thal_VPL_L,Thal_MDl_R,Vermis_4_5,Thal_MDm_L,ParaHippocampal_R,Supp_Motor_Area_R,Cerebellum_7b_R,Temporal_Pole_Mid_R,Thal_AV_R,Thal_MGN_L,Cerebellum_4_5_L,N_Acc_L,Cerebellum_Crus1_L,Olfactory_R,Thal_PuM_L,Temporal_Sup_L,Vermis_10,Olfactory_L,Thal_LGN_L,Fusiform_L,OFCant_L,SN_pc_L,Thal_PuL_R,Frontal_Inf_Orb_2_R,Frontal_Sup_Medial_R,ACC_sup_R,Rolandic_Oper_R,Cuneus_R,Raphe_D,Cerebellum_9_L,OFCmed_L,Caudate_R,Putamen_L,Thal_VL_L,ParaHippocampal_L,Cingulate_Mid_L,Frontal_Med_Orb_L,Precentral_L,OFCpost_L,Frontal_Inf_Orb_2_L,Parietal_Sup_L,Calcarine_R,OFCant_R,Thal_LP_L,Thal_MGN_R,Cerebellum_6_R,ACC_pre_L,Vermis_9,Occipital_Sup_R,Cerebellum_8_R,Lingual_R,Parietal_Sup_R,Frontal_Mid_2_R,Frontal_Inf_Oper_R,Parietal_Inf_L,Angular_L,Paracentral_Lobule_R,Thal_VL_R,Frontal_Sup_2_R,SupraMarginal_R,Thal_IL_R,Precuneus_L,Hippocampus_R,Thal_PuA_R,Temporal_Pole_Mid_L,Cerebellum_3_R,Temporal_Inf_R,SN_pr_L,SN_pr_R,Vermis_6,Occipital_Sup_L,Cerebellum_7b_L,OFCmed_R,Thal_PuM_R,Cerebellum_6_L,Angular_R,Occipital_Inf_R,OFClat_L,Insula_R,Heschl_R,Postcentral_L
LC_R,1.0,0.1705378959425856,-0.014766385362230974,0.43050140179665103,0.05224213683092735,0.2845386540381443,0.29695323104689575,0.18333990260306887,0.39587172075127885,0.011084152174271309,0.21692134125191567,0.10943401975637555,0.09839223548317873,0.41864882900823164,0.48888870179503824,0.25420894696592894,0.1904527624676193,0.06701774355946367,0.4322059176417542,0.5276310876880111,0.37401738107332116,0.2321967529519904,0.22473147584967082,0.3801888172057531,0.29310373510907806,0.27355623049644817,0.2252823270975635,0.4697336878040454,-0.14573970869847291,-0.18514212651382242,0.32178659141705085,0.3319627855728565,0.37726409123279075,0.28334773880610936,0.4969177895251158,0.3581208053899639,0.40800404341717117,-0.18548068974043538,0.249018050895238,0.25280218377342073,0.10901081924644221,0.15966628473657424,0.5248384687225524,-0.05236998481064636,0.11406299219356726,0.33274806802285617,0.04388636889154551,0.48708337448070244,0.3947953242956688,0.14347243225406864,-0.13892516864266877,0.08779155968663166,0.4938643216669142,0.07934779873423208,0.3311571334979262,0.07805205950137128,0.4421501193933941,0.4873339572136463,0.05858133220300501,0.4425771464050336,0.11962932664902429,0.40570651343758174,0.11329796676611364,0.020435320435762273,0.5287048123730812,0.012122898224762308,0.07969728742767047,-0.1277632874037611,0.5334269070387301,0.46394033029429127,0.13973494987912102,-0.19745229360084973,0.08962373216599184,0.43781660007354434,-0.2188871202435002,0.15126482134586663,0.1701405859723183,0.003440654664664779,0.2533030862708235,-0.07423244354827005,0.24836170946568917,0.0766160856326562,-0.01236330074243832,0.3242353692600028,-0.18052226097161533,0.44582587940269935,0.28212260739027545,0.5416256282119066,0.4492391303680204,0.3698714924504199,-0.2028024544502389,0.32590931218843044,-0.102734889232616,0.06507696563043686,0.413936807709959,0.39366141120542514,-0.115317330507772,0.5430597442737972,0.12847575288863736,0.39849675253545475,0.05092209719523256,0.36778068544078174,0.3045085766369603,0.3802984833189635,0.4814243171279293,0.4899596270658417,0.5243743733072239,0.32915971885323947,0.4024274148856047,0.40084119174260174,0.4551809861585428,0.44453624783387,0.42136794493834906,0.3940678819655238,0.34527983973215165,0.4686835054126848,0.1457270703513574,0.438859624294398,0.030845612470841763,0.16152913237922342,0.24898925991449866,0.24381007867088503,0.2829294627346811,0.09437386086118434,0.26580806694449294,0.2711158461573168,-0.1873588447279775,0.3407844250409446,0.3366146045936466,0.18136046275469958,0.2462439875868398,0.17480691547003435,0.26235669413719515,-0.13342534074022855,0.38735341017729663
Cerebellum_9_R,0.1705378959425856,1.0,0.42952112938803433,0.3286941321549446,0.19909490356130738,0.21582678782387338,0.6473482277218339,0.024695616053335128,0.2614577059920802,0.48291172912527347,0.3622439915663219,0.4503957856378053,0.46665012619513513,-0.03460846666480161,0.4013636293357819,0.2375948753720262,0.405632004211312,0.0974356852460137,0.43707285831295783,0.38892869191612256,-0.19389103718823283,0.023286911062674207,0.13063605373641843,0.35209844949123426,0.32077716673641915,0.5703569821604781,-0.015035714817986597,0.3852831291619644,0.17577188218700113,-0.08403249244908195,0.3177470735831269,0.08493228017011716,0.4067085134083525,0.37271299101842076,0.4476975493800246,0.05679235085590513,0.5530460917554783,-0.15600883232843388,0.13815873110130855,0.4643529242117299,-0.34391935780746635,-0.17414566278423832,0.45682684277990127,0.05336713554174668,0.16171147353664553,0.3381462978338189,0.26895430659348873,0.6775522448591453,0.20489970888207076,0.3123235965596136,-0.03295805933758602,-0.4246272127393113,0.47296309577582085,0.3965893821687546,0.14924633211195598,-0.10270517082753544,0.6253618132539336,0.016074176857751407,0.2868972954810092,0.3591610429416987,0.20263640242600658,0.3898435321031694,-0.18462526282412312,0.02298953061471821,0.4843681861040264,0.04220972270883997,0.5035106938510437,0.20445665493689627,0.4216489316380916,0.15962043964038838,0.296143250289722,0.024146578007583106,0.24271624418849388,0.3743868951540394,-0.05681931115387761,-0.3391503848464423,0.2951164079740888,0.09642069275980278,0.38698292045349475,0.13447245157979795,0.5627523548142973,0.49765808338978407,0.13383549472663872,0.8190043820495906,-0.0997893567377815,-0.0235680335395662,0.09644303035129886,0.12757501986265382,0.15278702563599647,0.6109665756282149,-0.1791594290851692,0.33911660495671003,-0.08366053279545406,0.05145993124535803,0.47903442194929,0.7222004316137407,-0.008043882614709966,0.12887363805130722,0.1342286746007859,0.48428048238567345,-0.17437693922288564,0.7530531274873157,0.5641430403205409,0.2883642811524292,0.6771933309135808,0.5736811302668621,0.23959847878986637,0.41230210060118266,0.4566213077810618,0.5963673628056833,0.4888776056976042,0.10860341358393802,0.4069760082970603,0.4169910458377531,0.019438829756784237,0.472977410487721,-0.11319516143803858,0.37101163079114036,0.22879886609131822,0.25180447922068155,0.4357971524820748,-0.30855189464220634,-0.1367370162165143,0.8142929082490051,0.6396109364594068,0.37524330780050624,-0.050503796358368346,0.4801746590223583,0.6401927006483756,0.5357094289150736,0.26537351535352066,0.36638560449187346,0.7533662791798073,0.23219982092686692,0.4193161580679906
Cerebellum_Crus2_R,-0.014766385362230974,0.42952112938803433,1.0,0.09556569894275574,-0.07109672861682986,-0.1404987085425142,0.32389120068762967,-0.022611829207326434,-0.11798670481318173,0.7219527052235546,0.04646798083213765,0.47672877201374525,0.09004736707334383,-0.26519435053726875,0.008911298186645262,0.05291649850985282,0.45179912189379745,-0.09815231556644996,0.17608407566187712,-0.17805142182380213,-0.27150884772092404,-0.24198289388951624,-0.2227795168194696,-0.10344302882513018,0.2862361692043561,0.3209068849097557,0.10771494032011329,-0.06961597336725747,0.04369717550691899,0.2544945553104867,-0.12519128389347875,-0.18915368782257916,0.054924278731516,0.2323877284301794,-0.10371299465535752,-0.22301406781488883,-0.1124415405753921,0.049883529297507424,-0.1823959097807247,0.05696695682198392,-0.27032491721332375,-0.284968507230042,-0.07708441435702372,0.41093280696006923,0.534829762332083,0.09448059807599593,0.5250603792934642,0.22411285504057002,-0.061034305634681284,-0.12709478202359262,0.43848039626425894,-0.24518169555572353,0.09987691920604895,0.044648764971692005,-0.2549121575464095,-0.27158932126252616,0.01708474853016638,-0.19396388987567398,-0.018970507956402337,-0.19033761173179595,0.22021063173483998,0.27757392025261746,-0.16407164017153883,-0.27181911766506645,-0.034962219161020776,0.4525070712425907,0.5079192075912737,0.38365676580782865,-0.03861973251076751,-0.07652731221357317,-0.17101245176541863,0.30442037524207544,-0.1845093910611571,0.059681275777735,0.29836176519794727,-0.283162023292666,-0.03554660353733197,0.05491547472943592,-0.06288671325509573,-0.17556751606795193,0.118970230605928,0.2712262503577525,-0.2133147012169031,0.31179749612317315,0.32982151622229994,-0.2284929955203116,-0.18384967093675184,-0.09301685841094316,-0.073694679653596,0.06055285486478139,0.19732035827555877,-0.09420739005445412,0.2464908778796557,-0.04073868690588696,0.005053706355911865,0.2333759130735613,0.5535477902150004,-0.028503057086653835,-0.14623590569290948,0.1680485557026523,0.012754131306592977,0.2629500689916384,0.24001023855392625,0.08944954307377313,0.16375759093462883,-0.0097439279848765,-0.18202971379575497,-0.12035059849569091,0.08222306309266299,0.29569795854074243,-0.11744666787818532,-0.1359700629017509,-0.1138255484280506,-0.12479788123787705,-0.2585687068545923,-0.034024671176365054,-0.20739512224937018,-0.050162577765360775,0.31432691228024046,-0.020403497397798405,0.5103168841739897,-0.24477405808108915,-0.0033607723745502967,0.45873268597734623,0.3453818631111754,0.06877737805832532,0.38821527770366604,-0.06488563066914638,0.28692705825588694,0.14193045663766915,0.5824552395002711,0.43822104107485954,0.187976082030492,-0.05236302190002213,-0.06576400172917256
Cerebellum_10_L,0.43050140179665103,0.3286941321549446,0.09556569894275574,1.0,-0.06963621658244924,-0.1749798529244819,0.6363262087257228,-0.11244354599723669,0.3130896696752964,-0.04358990914972926,0.39970725669516727,0.30267268356799915,-0.24240600218994882,0.19690157328070745,0.7177020268779235,0.13260805770201486,0.34637733579776575,-0.38482839122988044,0.7595072038574785,0.36194055062731784,-0.01433843989690974,-0.09945878754644191,0.02635221737116941,0.15069180385262382,0.6127022524781136,0.17296807495966496,-0.01573796669268445,0.40827215798137273,-0.05996675193744272,-0.4345101934947973,0.010264902370610571,-0.07753382355920095,0.712714004069139,0.7711096136183695,0.40158897149542827,-0.12389623647237634,0.27686035365805955,-0.31355931382671187,-0.20261465110307558,0.1300003768799202,-0.3045199909451036,0.03858791154807301,0.2876821922504255,-0.2079588705164271,0.19283828514851256,0.27836643479525675,0.3765944144312846,0.5868964390454569,0.31626192037236134,0.061317747617680406,-0.2660421119943319,-0.11274075549281272,0.5195996198056304,0.19851355611299745,0.056912441107556146,-0.04431202175965145,0.4304946234688946,0.17784730750970804,-0.11207403241647602,0.29936950036635585,0.2685495612065222,0.5550139831890446,-0.10280870260779425,-0.09586148568738406,0.3814902724005335,0.06442180356047127,0.4449121085473856,-0.11742655846684626,0.3632363093363163,0.5414905428356451,-0.2640890934998443,-0.1366044150538854,0.0462738961786061,0.7601857639433245,-0.4303201473794219,-0.2147701809632922,0.16760410492507535,-0.16333974889857145,0.1716452293608555,-0.12479977733543822,0.09108040412792347,-0.15299370935845413,-0.1189171438640283,0.6237592823817192,-0.3795499728096607,0.34679080013698227,-0.029297159879623853,0.21302539521851135,0.5197040910050489,0.4263866717595043,-0.4592280056302635,0.02488106021936464,-0.5455256245473493,0.2802169337035834,0.31450656182867764,0.3089911852807767,-0.23460773551514374,0.25533948039575566,0.13148562465606306,0.5873036664267518,-0.28423654560658385,0.720212868133788,0.3048664252103732,0.7913081932567564,0.5120072751231335,0.48551551690539063,0.4967043489988233,-0.03526428327168364,0.25151407735271875,0.5541631295304223,0.3932102397454854,0.04533065738189003,0.4654925305530079,0.12605785240648446,-0.10064121001727272,0.27728432392457864,-0.4091734093903505,0.14269166723869928,0.0404875968575915,-0.19799799873785826,0.48179731245705565,-0.16969675192710973,0.3584707146084256,0.3287212566855875,0.2516691207485894,0.22393311643928512,-0.4014410045130541,0.15375030831787395,0.6999303838566522,-0.10351908719560077,0.303172628521651,0.3595964962422452,0.21239509558592512,-0.2595660993139433,0.1406117628029087
LC_L,0.05224213683092735,0.19909490356130738,-0.07109672861682986,-0.06963621658244924,1.0,0.21910584589428228,0.0992463698637886,0.11884663853812208,0.3956964540635639,0.048769165342273386,0.1787433788605733,-0.2744576296533706,0.2610347822132091,0.3456295323084301,0.06253277239298567,0.2539894221630234,0.22887496293533174,0.4098215105470725,0.07816277422024315,0.19194066136686283,-0.050818170679372596,0.3490847949909157,0.4536569931349977,0.41405391836645833,-0.17988319189181942,0.17792591515020034,0.11114396378702195,0.1872204238387998,0.2801325477056592,0.21702212250449207,0.5060032437668504,0.28183674995933394,0.126278842044114,-0.1947143563910596,0.30627057984009115,0.15386671151495934,0.2796111982568175,0.32070656416478266,0.4702986298058376,0.26824585691000136,0.1060603028762598,0.33331187267478923,0.2839018912000917,0.0009519688515833681,-0.2570595819447156,0.39585953852457273,-0.2812490007543286,0.07640917689007748,0.44002899429400427,0.1886787857597962,0.18525741485803598,0.1328387121511778,0.34210571970350534,0.6891655378226794,0.4533545035994098,0.5208918900564937,0.4157755213010823,-0.07737457018406042,0.49242396708442665,0.3517515961638763,-0.07841041951677374,-0.21453016145618492,0.026311878771946757,0.48146325957348524,0.34814507399897343,0.01930827053271399,-0.1490185925814696,0.06736288258579311,0.18189520262707526,0.2981300376227484,0.5671950476652077,0.32506577689668253,0.4610979890149439,0.15476618719741544,0.3051287287195804,0.2176733049936374,0.2209089843108364,0.24512549046024223,0.4718513895141883,0.22629432575805158,0.20616083536491603,0.28245176758354773,0.45416600916698485,0.22921635367906787,0.2687430145250045,0.03631695522311214,0.32510812171527304,-0.07850235480736013,0.20696293948005562,0.33213156340031597,0.3328916505864739,0.5257004162258693,0.11214701287937061,0.21852832309207704,0.4663390865111034,0.21258096108369226,0.06803815864527683,0.05728958774241414,0.38489911400863946,0.0001851707845223312,0.30223726726770794,0.08066118523569632,0.09882899748185914,-0.14225515668988212,0.18571947462223073,0.2888605215874972,0.11100013980401786,0.27106268517532406,0.4883681482293348,0.2083071054435722,0.3363892621684021,0.17125138130565545,0.27598014059527626,0.26583338105565524,0.07282558722035073,0.4451388749075055,0.3387355161986495,0.0024390649646515933,0.08557973931865953,0.32042990676160027,-0.24908147436415706,0.09873116763951202,0.01784908413097189,0.12920972586981755,0.3147258784238297,0.204223388405771,0.233265984307829,0.4247549209092608,-0.026170161521030917,0.35561413191109237,-0.29801484418222585,-0.24225224527029313,0.19379222041271343,0.20260227293968028,0.5171186658813134
Frontal_Inf_Tri_R,0.2845386540381443,0.21582678782387338,-0.1404987085425142,-0.1749798529244819,0.21910584589428228,1.0,0.0338809330557945,0.45620382585127267,0.4101934806254877,0.008349039951940094,0.23650427553066408,-0.11233077100757233,0.7310999652433217,0.5594134399992071,0.10179927382499404,0.33174251462630144,-0.181434346004882,0.7379620376997147,-0.20491827046683514,0.5963694972369595,0.5647490251278676,0.5940210972069547,0.5035224884850767,0.4768528560361758,-0.14216998939890915,0.17099793001708385,0.3436755456414696,0.3981781810503084,0.17633327000655707,0.05972251390781276,0.7814839626746857,0.6874466497964236,-0.02903426627527071,-0.41201696985589104,0.5898407862169862,0.7274180655563628,0.6593301475792854,0.1998514869837199,0.8203057576168525,0.6028690476710249,0.46961551814605157,0.2919962309457166,0.7005598431234422,-0.12964865246666205,-0.052658362463717856,0.3640255148897154,-0.3741315929230141,0.23221445566547183,0.3277753424526572,0.19310914873262022,-0.06676752542279975,0.10508376354045085,0.2775887120881754,0.18278124862260706,0.5708664868016821,0.2178891437976961,0.47088658301124087,0.585873575199655,0.6557215175324473,0.5703559538740978,-0.25670821738192073,0.20685544424489496,0.3839884424684541,0.28779568503607156,0.46511442034443085,-0.2641907271238309,-0.46660830451428825,-0.16364474819042793,0.5414735806342534,0.18221461148490348,0.645957828236539,-0.1374679140681693,0.30433934148429076,0.009889287246954233,0.07211593337591916,0.4419907406141404,0.2921233273106647,0.6401198095145234,0.695081324349924,0.6635394911456043,0.6904966389033553,0.28740352030468835,0.18661595413840754,0.052238905622263215,0.03885127523014394,0.5091420153183802,0.6803931721180276,0.6076385702778533,0.3077336519430296,0.539263487937364,0.09553082183491873,0.6270928461550745,0.3716933573180672,0.28986605000534654,0.5725961203625167,0.3931123206921343,-0.10612759026556783,0.560456676594864,0.1947943939281701,0.20984835220882891,0.31702240724914243,0.0009332127298026092,0.2310271760283361,-0.2599243230511182,0.36646318193051153,0.502633314675713,0.4912981607378137,0.908782322639698,0.4752494495781745,0.06986067910824215,0.560362697563348,0.6774696071330115,0.601411280431865,0.7267075449446383,0.6275922001728178,0.6333900340502026,0.7113020073909209,0.5770803851899378,0.22279591535597942,0.5728456173006236,-0.169287873872304,0.4334432217677865,-0.04807243342246971,0.05034770497596134,0.12895267751553988,0.11941579128108785,0.012481868742088379,0.7109659603126783,-0.19149953925011506,0.5648675720211364,-0.1537979619346701,-0.0837411509145086,0.6053806730762636,0.5463929078375698,0.6296562860343662
Vermis_8,0.29695323104689575,0.6473482277218339,0.32389120068762967,0.6363262087257228,0.0992463698637886,0.0338809330557945,1.0,-0.18469501891443446,0.17586773510745682,0.12059404086923678,0.2947167041082493,0.5028817371614946,0.21263862108077053,-0.02836068777095686,0.5265546145332339,0.08509682185597413,0.45804833828961206,-0.3056773827665366,0.6665678482512509,0.40650230461818826,-0.30749542298405413,-0.18696625632622546,0.021335521090649002,0.26737889463941134,0.49132987487705576,0.5004576471659161,0.16222721649764726,0.5685413812071776,0.02732793267686855,-0.34296304443597064,0.1382102576130284,0.04295149101811084,0.5436173447013886,0.5986273209565097,0.48482032044363926,-0.1458613971366515,0.49537675205673243,-0.3053115797637987,-0.09480977254093194,0.5047493767486613,-0.5880206953070006,-0.32537613007141514,0.42871321711899124,-0.20131497427225975,0.054592409696551,0.2473713908808989,0.5407872284533247,0.7198151916252269,0.17658658796531132,0.35009632055970363,-0.307474606652332,-0.5204750346155352,0.5236993723685406,0.3319703922485655,0.07814392004160164,-0.1662072180980337,0.6015696281653283,-0.03910167441527127,-0.0050980754141998555,0.389449316436747,0.03229250590747957,0.6023002573288504,-0.4376678119056619,-0.1356378835100714,0.41964764324904325,0.03948431800119525,0.3556788165412153,-0.006563524835683646,0.40565181201474954,0.28941872924945944,-0.11858159861335815,-0.11115296609805156,0.11157904681374085,0.6096824267877471,-0.3475185263318396,-0.5061317765655395,0.3059078044560519,-0.03163117875805405,0.2924181470254175,0.03718271717831488,0.46743572136296985,0.36892529693288884,0.12498375158082493,0.8054382037454791,-0.3499450627658857,0.04681112987061219,-0.13327467244317223,0.06687693399472443,0.35521789714219854,0.5553707973746409,-0.42654581642247547,0.10551794406420707,-0.41401817269670793,0.10241354679897399,0.4656735679068294,0.707623975539195,-0.2194275740758688,0.1272442820496293,-0.0014224604957036157,0.7368837356600322,-0.3864534521595932,0.8766278808733496,0.6931075773408276,0.6393886550465646,0.783386767861936,0.6033725819527915,0.388664401763853,0.22172941105982322,0.4342085608211815,0.7558168383716921,0.48955490060217477,-0.05014576551598987,0.4821083383958048,0.38424686025206345,-0.10178061861562154,0.41487167167175,-0.43525488456096545,0.26718964207703083,0.07744086667476067,-0.11887986549509555,0.5478818578962144,-0.3810071502545546,0.04183417179122876,0.7573495722573172,0.5630516945850818,0.27258805969376576,-0.3689381988631646,0.39625141165036143,0.8022035156452547,0.3883875570828886,0.29554199796866415,0.5688496410441137,0.5689479578217351,-0.038328659497339906,0.24238173473487648
Thal_PuL_L,0.18333990260306887,0.024695616053335128,-0.022611829207326434,-0.11244354599723669,0.11884663853812208,0.45620382585127267,-0.18469501891443446,1.0,0.427665847878696,0.18646986244087907,0.35679981147021855,-0.15799073581381667,0.15836604276229369,0.5430510045892682,0.14381744915681713,0.28379178899064444,0.007142616352367506,0.5941161705575285,-0.06194783831977181,0.24289926089299785,0.5089418806255697,0.48567953366369715,0.3368499597975848,0.18733603471585425,-0.02906211394891123,0.04536496897044323,0.3081761955647501,0.04196633363969905,0.12563368268667605,0.26540431523420427,0.4268268937687878,0.3506683361581524,0.04375728718657676,-0.26764277478378085,0.23500861430363876,0.4341748187574188,0.17589927734869767,0.23845457426247504,0.5283608747636274,0.14434028043401245,0.6129306245777556,0.4339393634751102,0.3284611796489303,0.01617890362179704,0.1572824719751891,0.3963084594893834,-0.4243966424175629,0.04461689681153034,0.4310161402434722,-0.0978882578604214,0.21394243240046298,0.3978489754764785,0.2632291617077812,0.030787254336084074,0.46973860547252083,-0.010402970764034835,0.16816360464039048,0.527753142159742,0.3902397780065708,0.20612456399245874,0.03829656013201393,0.04478565145018773,0.42125828880564675,0.19400981626402203,0.2893273851983751,-0.1751574127851487,-0.1776522422714478,-0.061764602280076415,0.3393735538786165,0.3057768847668845,0.4100126116349371,-0.04674017148641979,0.11454112405105606,0.02540927212809594,0.26381858207270403,0.5522733271854573,-0.07559059653503158,0.33298389980991455,0.35320800759622567,0.3445208074725285,0.06924706207399685,0.0974912799349629,-0.07335016419390133,-0.057257634877810555,0.2834949905173187,0.4153551996956114,0.6258035433935505,0.5037255511469931,0.21631745164495964,0.2561906599080889,0.30717326055485333,0.4282451488374562,0.3495595341772323,0.3338582425130568,0.31140091111799334,0.03493358868571364,0.2022886946663777,0.31016485631550006,0.04568474226147966,0.035822991754220795,0.3351558529748837,-0.17483658253907686,-0.0854666247614945,-0.2562133986236486,0.03803024898922387,0.17633930525705993,0.19240333313989044,0.3470201749947456,0.3320471017818077,0.03521844182934596,0.16811505424434403,0.5015599407924409,0.219515450233217,0.15520992448966836,0.4369726127807416,0.3538735308503097,0.6285461435606389,0.39996261485453194,0.40989299794024425,0.44211579297957077,-0.12560794592518917,0.5415740999587774,0.085821858901762,-0.14346117642046527,0.11342130342846775,0.011335512551631313,0.26968695279760274,0.2531624045691371,-0.21903146977979956,0.15571160030060668,-0.015109589111119806,-0.25143639373558613,0.12309530233474307,0.18063284474054153,0.409482211712377
Frontal_Inf_Tri_L,0.39587172075127885,0.2614577059920802,-0.11798670481318173,0.3130896696752964,0.3956964540635639,0.4101934806254877,0.17586773510745682,0.427665847878696,1.0,-0.03429266162047762,0.6144041489741902,-0.0703566691041909,0.04955968486703033,0.7655951132207298,0.7591955775585364,0.5998627153719371,0.471713683044759,0.4487823825288515,0.5413793668747484,0.6496077942076705,0.5251712045432088,0.5935374755341796,0.7021867904313552,0.5584390294797716,0.15276670497447675,0.37643439462798944,0.1004778960975438,0.4577046616669464,0.1812582372625191,0.13168895418523752,0.7676488811656432,0.603222179338279,0.7458339114975961,0.23615232210855547,0.7555891271037444,0.5564775066602767,0.508432835929195,0.2410580963480739,0.625338151008489,0.4662944204910618,0.3481081263709273,0.6188800363991979,0.7381697989261223,-0.08183961986409986,0.007762283605448179,0.7856929606066428,-0.1404501220965593,0.5643633925981173,0.8405130294035357,0.4245983857678163,0.12036725615595975,0.31351853483344655,0.8519402070687216,0.394923639819774,0.8118147293826432,0.39672279132730975,0.7346349067898411,0.6352524986492013,0.4077288045562492,0.7089466210421814,0.2610841780932507,0.14888997687820985,0.29220522060838555,0.5109289783069328,0.8167465243865178,-0.028040369993170153,0.06142984587719283,0.01857371437473736,0.7774652925764501,0.8417474844439391,0.6351958238191925,0.0037633174854426266,0.6043116807636175,0.6084702008779002,0.1417256616037809,0.37325031598964137,0.3651783066737583,0.19238712110440068,0.7518254282157681,0.19726723864902562,0.14545634631685594,0.16831038232950626,0.38322832426510384,0.4505121695824346,0.16838703090501553,0.7285155820066821,0.6602076060437927,0.6365417562451512,0.6112199187049157,0.6675509084705519,0.16957413205224547,0.8706555001074859,-0.09151712221849473,0.5649168120711898,0.8236065977559016,0.44771276646693375,0.17088076836228872,0.5725355900754836,0.45611519134402057,0.4444196852378562,0.3718791653098923,0.3589102589006557,0.22729829460108475,0.2300130563624928,0.5051772905301961,0.7057349143144815,0.7259499363035516,0.48583690501622223,0.8414898840356346,0.5743925839141356,0.6935207791705128,0.6813532299444424,0.7162975092606079,0.3789102320860256,0.6145782360049573,0.8347108645169706,0.5066246861450484,0.538588589767877,0.05927893107970554,0.33846600455771075,-0.09548182009129644,0.421368056213744,0.05990087735431289,0.13762574915152154,0.5163680646772753,0.5490047435060234,0.11778498497502018,0.5624965608855059,0.33145085420241677,0.2229522702220093,0.015715049407941502,-0.050765260709989685,0.3442372554091648,0.008288426748778492,0.8750145073286509
Cerebellum_Crus1_R,0.011084152174271309,0.48291172912527347,0.7219527052235546,-0.04358990914972926,0.048769165342273386,0.008349039951940094,0.12059404086923678,0.18646986244087907,-0.03429266162047762,1.0,0.07123844576810195,0.38618938076912623,0.2154265242220205,-0.18361045867744896,-0.022782581727452515,0.09560881652583476,0.4022643925592633,0.15893469190893342,0.06669063119950394,-0.195117537286109,-0.0753923698806994,-0.11589048187517018,-0.1751402162153421,-0.13034303504370004,0.09793125328377328,0.37112936918023787,0.03760678568850318,-0.21519251928321437,0.20919434440731888,0.4295308071943017,-0.00955187100123839,-0.1252302317344404,-0.05082370420069429,0.024964173727143865,-0.15388248195047102,-0.006601696442894073,-0.10943592653969715,0.19237416264270538,-0.012879225751651876,0.024376382478816568,-0.04414845940230807,-0.15374671467161444,-0.03938557648531591,0.32169231843888385,0.5403914645270148,0.1687446279837828,0.13462524682758087,0.17215610482531504,0.03534201739071391,-0.187938387041688,0.4922993239344858,-0.188144350591002,0.07935306266597955,0.010329552446728894,-0.1384217187741475,-0.28217158693530087,0.008665745072318298,-0.0297057963288756,0.10334326269798125,-0.22551090325209625,0.14069378945027225,0.11415617025568875,-0.016344432998815217,-0.22250221652092134,0.033838965895206706,0.21985573544733117,0.5175896382289847,0.21399243552849478,-0.0003802244783903035,-0.0648890734916438,0.028294209418472747,0.14494089544667607,-0.1834962735793614,-0.06841214644714617,0.4843990132664058,-0.13628614301662254,-0.10515623030099934,0.10176976410301676,-0.0078218950771526,-0.09030454697219295,0.1386799951679667,0.32685420535747767,-0.2416191444102141,0.2623492258692823,0.45635766334282185,-0.2586444640593327,0.06998313423041687,0.05707517076866824,-0.2354968077048614,0.05691930661079288,0.3843154889663438,0.07602549312487829,0.4303492937556716,-0.06199347536219119,0.008234223285599212,0.20315867403447374,0.5253945454717018,0.07574179181175286,-0.10888339145624597,0.007098314093288088,0.21698920010669612,0.157718091003374,0.09462168021978803,-0.13195418493511507,0.10706142811501912,-0.08724219113533717,-0.29350501125467343,-0.0044090768630739826,0.0907590957095491,0.15682946258706895,-0.1443715844502516,0.03806898951524315,-0.18481309009177396,-0.11201797216475544,-0.08918949630412924,-0.006049536468237594,-0.0042510583197138616,0.01199373752700908,0.41723095668386356,0.1336679793636427,0.417580658751863,-0.13076139985587046,-0.05449262170981871,0.38141662364834567,0.3780940241047386,0.2231460104240795,0.5267853003536656,-0.02242485764327581,0.14449652175272662,0.19917324543785128,0.45065388644673743,0.18949415050174773,0.22780267301937301,0.12079879822314737,0.06573708319463414
