,SN_pr_L,Angular_R,Thal_PuA_L,ACC_sub_L,OFCpost_R,Angular_L,OFCmed_R,Temporal_Sup_R,Vermis_4_5,Cingulate_Post_L,Cuneus_L,Vermis_9,Thal_LGN_R,Cerebellum_7b_R,Thal_MDl_L,Occipital_Inf_L,Frontal_Med_Orb_L,Thal_VL_L,Temporal_Pole_Sup_R,Thal_PuA_R,Vermis_7,SN_pc_R,Parietal_Inf_L,Cerebellum_8_R,Thal_MDl_R,Temporal_Sup_L,ACC_pre_L,Frontal_Inf_Orb_2_L,ParaHippocampal_R,N_Acc_R,Raphe_D,Temporal_Mid_L,Supp_Motor_Area_R,Amygdala_L,Thal_AV_R
Cuneus_L,-0.39883193834441827,0.7009462710132994,0.41157860914468886,-0.2849866858510821,-0.47903643062324425,0.7482141270097783,-0.6542066913888269,0.41058076253544223,0.10655330018969023,0.07816588220731228,1.0,-0.2554012218501309,0.056614628952954056,-0.05615162799655351,-0.22364695709243052,0.7184613906645161,-0.316711295173629,-0.049737936587150526,-0.2795202228959766,0.6955021988561629,0.6336156937100595,-0.22599640235610607,0.6204058341407677,0.3515014974893779,0.006614716239241512,0.4325402689707072,-0.06394039390460059,-0.2764664910116114,-0.1857730778558257,0.4861398091037743,-0.3954308615607148,0.41646731514993585,0.4495226050740901,0.2407749160939153,0.21333407300178797
Vermis_9,0.6113514746816314,-0.17979078041628496,0.13921375597150693,0.37320399832404344,0.619859806443101,-0.2536109567275183,0.6063421837759202,0.2017941173533375,0.6450937485952343,0.12360959045112736,-0.2554012218501309,1.0,0.44205087239145896,0.3832498860831259,0.731318987489074,-0.2147802017713671,0.32331696520068426,0.6100547497040676,0.7624724252896055,-0.0886936712369742,-0.2865579788014237,0.5155710831511443,-0.3238598529942821,0.40921077714336135,0.7004524992365264,0.321310354396069,0.3891436504790373,0.6340913428401298,0.7855333200304603,-0.048744599313559324,0.28282768663801544,0.34159810743311075,-0.008529108643357253,0.4310045521515238,0.3936226005347765
Thal_LGN_R,0.39840332703467796,0.35974505194900425,0.34212951170476424,-0.09041950997910166,0.4270123609022076,-0.032415367930456164,0.17339088572159508,0.501644474859745,0.6628061260817449,0.30257438150797095,0.056614628952954056,0.44205087239145896,1.0,0.4424444516948182,0.6087563124759483,-0.18640675852134708,0.23159917538037292,0.4799702359646977,0.5667425628376068,0.10263689049367418,-0.12516280845225988,0.5208626286185256,-0.04562935024706057,0.48361920408148434,0.6496087910867268,0.321394775717731,0.05005933996245922,0.5373179945759291,0.6249006132911075,0.24646258683556035,-0.03638700936584561,0.1644206244964083,0.5353022845672855,0.6035078861267916,0.5252835790667354
Cerebellum_7b_R,0.37839359813690976,-0.03948960886827154,0.06700522731644692,0.1458899169205266,0.3069907430509214,-0.4594331047655197,0.2098553487812311,0.23542754505932387,0.3214461759728244,0.022758474612769093,-0.05615162799655351,0.3832498860831259,0.4424444516948182,1.0,0.474188632573628,-0.20045865286387504,0.44607921775783466,0.3191106957000145,0.43510150831847993,-0.17083980828071943,0.12086254975900845,0.5506258566567176,-0.5515998122548205,0.6350763733394595,0.5295003312245643,-0.12380563546497146,0.05606175213108812,0.21367852725666664,0.5303753462781553,0.11679374803595058,0.4259319052037319,0.2031419923809434,-0.029370093105560796,0.503048874880422,0.40508990861318284
Thal_MDl_L,0.7289788995025274,-0.20742323711350963,0.07151980148016528,0.5416349122792832,0.6549499765515447,-0.16056008099610916,0.5830050619530317,0.04580886134087781,0.6019264470684293,-0.04521375316993572,-0.22364695709243052,0.731318987489074,0.6087563124759483,0.474188632573628,1.0,-0.13809943341357,0.34383766236222557,0.7860152408295775,0.7267328418786676,-0.16532174158300797,-0.43066427194819173,0.566118149967127,-0.30278034845755547,0.3595559320938986,0.8911680274975111,0.41469486466897376,0.5969647080405358,0.5757670146653814,0.8774701455142714,-0.13341783813498806,0.30092310789021437,0.452828068734908,-0.025088602233303288,0.3623913902690774,0.5993975592204406
Occipital_Inf_L,-0.24681851969258914,0.26527722286459754,0.33897862339256646,0.027162477517763958,-0.4551705181801915,0.6951834714998061,-0.48883639318227906,0.12058852881199356,0.0388193048104879,-0.054065772396809895,0.7184613906645161,-0.2147802017713671,-0.18640675852134708,-0.20045865286387504,-0.13809943341357,1.0,-0.41775897187149885,0.11849642554230252,-0.26022234052765064,0.6229851198377807,0.4364467936937187,-0.3157956401687754,0.5002332634922244,0.20700641806463554,-0.022280434138417727,0.5452434086974536,0.25606957033528266,-0.2976860668509225,-0.20604490111046278,0.26653689726616625,-0.1563239351965948,0.579594020664814,0.09018169742325978,0.012509567027203627,0.1531819175660295
Frontal_Med_Orb_L,0.44784363360273943,-0.23132031457483154,-0.09468937554034008,0.27443739320783667,0.6198728055009215,-0.5053105723886419,0.6024285342994073,0.0022292515854229655,0.19093651647665888,0.1019303262162245,-0.316711295173629,0.32331696520068426,0.23159917538037292,0.44607921775783466,0.34383766236222557,-0.41775897187149885,1.0,0.19514771399894745,0.4759932870707736,-0.36809636993242895,-0.015765674685347453,0.4017432447970114,-0.4433713151762733,0.14877974550568773,0.3466864873070408,-0.1486321895454703,0.1265730877241341,0.34497278958034666,0.437799468727708,-0.2905736517938589,0.4096388103689688,0.14347717132164223,-0.2829428735583186,0.2105162134106702,0.059767339252627116
Thal_VL_L,0.5785381524069788,-0.2539368529197817,0.5380245174651431,0.45443533683204984,0.4783476230634565,-0.05787882754034188,0.43572719744877353,0.306164085687131,0.6337570459514502,0.30694463038404557,-0.049737936587150526,0.6100547497040676,0.4799702359646977,0.3191106957000145,0.7860152408295775,0.11849642554230252,0.19514771399894745,1.0,0.7403414569916725,0.24297390618963824,-0.1386758888515319,0.4479673180186932,-0.18309016199203101,0.46821936594568103,0.6798687093619046,0.6324831531597713,0.6357478206025785,0.5314717427867759,0.6985717909183699,0.05390491009941927,0.3815336365130935,0.5777652212304206,-0.09257284812089199,0.36038972647910494,0.6735548561004021
Temporal_Pole_Sup_R,0.6329623365104384,-0.20951340887093758,0.39659075142292405,0.3824517199513836,0.742096689527997,-0.38875133225165165,0.666003475252107,0.3805243783175083,0.6953514062784086,0.4121927604667973,-0.2795202228959766,0.7624724252896055,0.5667425628376068,0.43510150831847993,0.7267328418786676,-0.26022234052765064,0.4759932870707736,0.7403414569916725,1.0,-0.015825821133878905,-0.14424223054024296,0.6358017284821802,-0.3429394746303929,0.38893959150043067,0.6781612238954682,0.29746415005391813,0.4341693506251354,0.6752878897676348,0.8190687096882987,0.03266187263373171,0.45266737512728794,0.3091318856683889,-0.06626528479657658,0.476323529582128,0.5525120295587859
Thal_PuA_R,-0.34069839028075044,0.4675142010815998,0.8198107643110015,-0.3646201845529741,-0.38088745472670177,0.5520078677618271,-0.5053352911578508,0.6466393271636288,0.3013863490653803,0.5454469533453237,0.6955021988561629,-0.0886936712369742,0.10263689049367418,-0.17083980828071943,-0.16532174158300797,0.6229851198377807,-0.36809636993242895,0.24297390618963824,-0.015825821133878905,1.0,0.5747652229559782,-0.1432581942930529,0.5133155024938465,0.3982330954374026,0.06155148160513238,0.5524317882377422,-0.05096236603324374,-0.03359007457197436,-0.16238092709731838,0.5548944848753333,-0.2190582449447756,0.35858430857153734,0.43067755234602445,0.2917782371965333,0.3666489485089374
Vermis_7,-0.4085613098162869,0.38048821635528385,0.48625123529673037,-0.2745585818120331,-0.39123720366473747,0.19734004822301376,-0.4844854047587044,0.530805145897739,0.013279006316291258,0.34559451285534276,0.6336156937100595,-0.2865579788014237,-0.12516280845225988,0.12086254975900845,-0.43066427194819173,0.4364467936937187,-0.015765674685347453,-0.1386758888515319,-0.14424223054024296,0.5747652229559782,1.0,-0.11014857614713527,0.14616411712948738,0.4598743003137008,-0.20820663928270963,0.061956454806404576,-0.18204302454636434,-0.2566804219127175,-0.33205902122244646,0.5197676046819529,0.06756445163841865,0.19960364041911155,0.1435806201616676,0.26176195614583836,0.08328300033126372
SN_pc_R,0.30336414357345604,-0.10425477411595946,0.22261914547896886,0.12421510853701115,0.4276336260257594,-0.4169549063679253,0.39381253521734483,0.3287293057349982,0.5420835194655599,0.1854210383076963,-0.22599640235610607,0.5155710831511443,0.5208626286185256,0.5506258566567176,0.566118149967127,-0.3157956401687754,0.4017432447970114,0.4479673180186932,0.6358017284821802,-0.1432581942930529,-0.11014857614713527,1.0,-0.46103021759880414,0.4101708012594313,0.5029336224980607,0.006770676160175988,0.1113544092294355,0.4226028284963048,0.6538883757539226,0.17854364798038155,0.28059575439712253,0.11278626861811625,0.049183541347831775,0.48930046987831677,0.2933829120827869
Parietal_Inf_L,-0.31388374169326355,0.6626800027741852,0.18027872351373184,-0.3226688042559545,-0.2589087007050293,0.8655186234298325,-0.41474448999392877,0.10411187437140788,-0.026906190494590875,0.09580087912229462,0.6204058341407677,-0.3238598529942821,-0.04562935024706057,-0.5515998122548205,-0.30278034845755547,0.5002332634922244,-0.4433713151762733,-0.18309016199203101,-0.3429394746303929,0.5133155024938465,0.14616411712948738,-0.46103021759880414,1.0,-0.22138074176343042,-0.15052798928107874,0.5123285703682837,-0.12296330023549282,-0.16950455913534104,-0.30302948441937805,0.028807635930834324,-0.6446829119919883,0.1755182712940862,0.4587268313138205,-0.18236345714473823,0.004427970846504424
Cerebellum_8_R,0.11642393233911369,0.23859218952760694,0.5048600682196807,-0.06855838964606113,0.018359089157597982,-0.00037770835059974025,-0.12903364856149435,0.6442386189051786,0.6205792365991865,0.31955664741035106,0.3515014974893779,0.40921077714336135,0.48361920408148434,0.6350763733394595,0.3595559320938986,0.20700641806463554,0.14877974550568773,0.46821936594568103,0.38893959150043067,0.3982330954374026,0.4598743003137008,0.4101708012594313,-0.22138074176343042,1.0,0.48944334395715317,0.2866667294507571,0.08796579088809599,0.2611868012561779,0.392140626201479,0.49754749400931086,0.2230725384281539,0.46479146296616847,0.3428342190458805,0.7745953227526234,0.5310828854089107
Thal_MDl_R,0.6174308472964685,0.038222423060536644,0.18718819880524676,0.3289117278548727,0.5808113064705009,-0.03473422954045877,0.4365477850342557,0.20704076009733943,0.6132560804443047,0.05554871276141235,0.006614716239241512,0.7004524992365264,0.6496087910867268,0.5295003312245643,0.8911680274975111,-0.022280434138417727,0.3466864873070408,0.6798687093619046,0.6781612238954682,0.06155148160513238,-0.20820663928270963,0.5029336224980607,-0.15052798928107874,0.48944334395715317,1.0,0.4596680480344925,0.42954965004170126,0.5178927759320794,0.8229877946235263,-0.02337704713235225,0.22152850617345227,0.48934327628451957,0.1347849026897499,0.4919871859955482,0.676918563134761
Temporal_Sup_L,0.2926712301580791,0.2564438731282553,0.48405156109106073,0.20976321173182885,0.1788254864053521,0.6051595789425828,0.024781069436518356,0.3042766761366197,0.5222128284649165,0.21681099976420987,0.4325402689707072,0.321310354396069,0.321394775717731,-0.12380563546497146,0.41469486466897376,0.5452434086974536,-0.1486321895454703,0.6324831531597713,0.29746415005391813,0.5524317882377422,0.061956454806404576,0.006770676160175988,0.5123285703682837,0.2866667294507571,0.4596680480344925,1.0,0.4658683046414669,0.3345579143156686,0.3036063618937667,0.07463132585661134,-0.13669936038651476,0.6981362713657715,0.24716646616216684,0.16563274820470691,0.5019717763499588
ACC_pre_L,0.4926962816509421,-0.43137392598197327,0.05810355879220583,0.8312846545826802,0.31649089665888996,0.05314391665219068,0.4006129587433773,-0.19668664297018384,0.29718685171912856,-0.16781025941788233,-0.06394039390460059,0.3891436504790373,0.05005933996245922,0.05606175213108812,0.5969647080405358,0.25606957033528266,0.1265730877241341,0.6357478206025785,0.4341693506251354,-0.05096236603324374,-0.18204302454636434,0.1113544092294355,-0.12296330023549282,0.08796579088809599,0.42954965004170126,0.4658683046414669,1.0,0.16663142409122053,0.4418258969351603,-0.21180325145867504,0.31994699503860763,0.6054536475958219,-0.39549734886332194,-0.033240078042553335,0.37708145341930943
Frontal_Inf_Orb_2_L,0.6218207494411224,-0.06467016412905387,0.17690718721415175,0.26444426049753417,0.722488938592773,-0.23640107393864698,0.5945732465858239,0.2866018102158923,0.5676055832000847,0.2640370422781675,-0.2764664910116114,0.6340913428401298,0.5373179945759291,0.21367852725666664,0.5757670146653814,-0.2976860668509225,0.34497278958034666,0.5314717427867759,0.6752878897676348,-0.03359007457197436,-0.2566804219127175,0.4226028284963048,-0.16950455913534104,0.2611868012561779,0.5178927759320794,0.3345579143156686,0.16663142409122053,1.0,0.6207041103207468,0.00021111443071103169,0.29084750687307476,0.24889928140633463,0.0994011407981832,0.3522457424183265,0.3615369413214982
ParaHippocampal_R,0.6366121538065254,-0.15245265398228275,0.13071803126616177,0.4129708404854389,0.7267789942102962,-0.23576185341350073,0.6419933408182379,0.16356060132338648,0.653784870484887,0.05351604189816744,-0.1857730778558257,0.7855333200304603,0.6249006132911075,0.5303753462781553,0.8774701455142714,-0.20604490111046278,0.437799468727708,0.6985717909183699,0.8190687096882987,-0.16238092709731838,-0.33205902122244646,0.6538883757539226,-0.30302948441937805,0.392140626201479,0.8229877946235263,0.3036063618937667,0.4418258969351603,0.6207041103207468,1.0,-0.07987581969977742,0.28995550479657906,0.39660908636967124,0.012118115017715753,0.53322717824189,0.5384952277598998
N_Acc_R,-0.33107164119613613,0.43310733974622545,0.5594038537338888,-0.3462553187072716,-0.4166424144173519,0.13372428629997485,-0.5435527361884605,0.6882556597266551,0.29876785776740566,0.3420736534726966,0.4861398091037743,-0.048744599313559324,0.24646258683556035,0.11679374803595058,-0.13341783813498806,0.26653689726616625,-0.2905736517938589,0.05390491009941927,0.03266187263373171,0.5548944848753333,0.5197676046819529,0.17854364798038155,0.028807635930834324,0.49754749400931086,-0.02337704713235225,0.07463132585661134,-0.21180325145867504,0.00021111443071103169,-0.07987581969977742,1.0,-0.09099927643372173,0.007854364848747108,0.4580082938408838,0.5008600271130424,0.257278818421113
Raphe_D,0.4443740331634907,-0.5536097029529485,0.06097637088632057,0.5249940229801094,0.38808771100977213,-0.618224806314778,0.48609429853310565,-0.02299747886921268,0.04679566184716712,0.03827326149872557,-0.3954308615607148,0.28282768663801544,-0.03638700936584561,0.4259319052037319,0.30092310789021437,-0.1563239351965948,0.4096388103689688,0.3815336365130935,0.45266737512728794,-0.2190582449447756,0.06756445163841865,0.28059575439712253,-0.6446829119919883,0.2230725384281539,0.22152850617345227,-0.13669936038651476,0.31994699503860763,0.29084750687307476,0.28995550479657906,-0.09099927643372173,1.0,0.13928618361888526,-0.5708116692435828,0.0888278629576529,0.22902416187873678
Temporal_Mid_L,0.34857249458218986,0.03239959425391258,0.2847668941421928,0.4205961549610282,0.19036559093348868,0.38443810893589647,0.1133998202810816,0.07795447636637902,0.5056541411079031,-0.023164389891048454,0.41646731514993585,0.34159810743311075,0.1644206244964083,0.2031419923809434,0.452828068734908,0.579594020664814,0.14347717132164223,0.5777652212304206,0.3091318856683889,0.35858430857153734,0.19960364041911155,0.11278626861811625,0.1755182712940862,0.46479146296616847,0.48934327628451957,0.6981362713657715,0.6054536475958219,0.24889928140633463,0.39660908636967124,0.007854364848747108,0.13928618361888526,1.0,0.0042446025007192275,0.2769575063979511,0.41213384050188206
Supp_Motor_Area_R,-0.24782523476290136,0.7829725472483371,0.2834878314900154,-0.6016753934761371,-0.19018948527738463,0.45526643537791356,-0.44939705779580613,0.4992130512618885,0.4401540792474779,0.3004462277049719,0.4495226050740901,-0.008529108643357253,0.5353022845672855,-0.029370093105560796,-0.025088602233303288,0.09018169742325978,-0.2829428735583186,-0.09257284812089199,-0.06626528479657658,0.43067755234602445,0.1435806201616676,0.049183541347831775,0.4587268313138205,0.3428342190458805,0.1347849026897499,0.24716646616216684,-0.39549734886332194,0.0994011407981832,0.012118115017715753,0.4580082938408838,-0.5708116692435828,0.0042446025007192275,1.0,0.4912503343808679,0.2038138662537053
Amygdala_L,0.0672991693393194,0.31812796136066535,0.42647063541566754,-0.18324710451978457,0.12624437710505812,-0.057034298677256574,-0.030407898922764444,0.6363626364150023,0.6736438656075309,0.37654515335532557,0.2407749160939153,0.4310045521515238,0.6035078861267916,0.503048874880422,0.3623913902690774,0.012509567027203627,0.2105162134106702,0.36038972647910494,0.476323529582128,0.2917782371965333,0.26176195614583836,0.48930046987831677,-0.18236345714473823,0.7745953227526234,0.4919871859955482,0.16563274820470691,-0.033240078042553335,0.3522457424183265,0.53322717824189,0.5008600271130424,0.0888278629576529,0.2769575063979511,0.4912503343808679,1.0,0.4465319956008569
Thal_AV_R,0.3973678173311374,0.15714825258475132,0.49557499261681376,0.2495581574828954,0.29930492106284085,0.07473490739981624,0.09861318356106935,0.4401991848221764,0.5360060856726266,0.28449125372825496,0.21333407300178797,0.3936226005347765,0.5252835790667354,0.40508990861318284,0.5993975592204406,0.1531819175660295,0.059767339252627116,0.6735548561004021,0.5525120295587859,0.3666489485089374,0.08328300033126372,0.2933829120827869,0.004427970846504424,0.5310828854089107,0.676918563134761,0.5019717763499588,0.37708145341930943,0.3615369413214982,0.5384952277598998,0.257278818421113,0.22902416187873678,0.41213384050188206,0.2038138662537053,0.4465319956008569,1.0
