,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L
SN_pr_L,1.0,0.6174308472964685,0.7889453897155542,-0.1546536139792891,0.5803874321525184,0.06581528581409515,-0.39883193834441827,-0.49540328295220115,0.04199753653364292,0.32981861252257505,-0.0350288751553838,0.5593808139410804,0.6410398456815877,-0.2494779654679094,0.6113514746816314,-0.21051471166829833,0.2926712301580791,0.26482037362325517,0.3988571963938845,-0.25049674264961846,0.4443740331634907,0.525189032879392,0.18915462524523097,-0.08400634447040667,-0.4085613098162869,-0.019524342036731483,-0.01660992205561466,0.12681840730798016,-0.30076163900266867,-0.49992931839736304,-0.1329998861826152,0.004241679676833065,-0.4589753552194524,0.4881891044658294,-0.3737076630533966
Thal_MDl_R,0.6174308472964685,1.0,0.5808113064705009,0.20704076009733943,0.4155306730304607,0.37136035260648426,0.006614716239241512,-0.16300377142123523,0.3998222874366431,0.4310128984617783,0.17823932967781328,0.9025146228765525,0.5329199572758777,0.051029119929839044,0.7004524992365264,0.20747559697738782,0.4596680480344925,0.5452935192413354,0.8636160702980911,0.08950868925237118,0.22152850617345227,0.33705227786195396,0.554329386297562,0.12073413040587064,-0.20820663928270963,0.37826886758063705,0.22341737572575313,0.10134469675881747,0.08860835395399073,-0.16755051379136923,0.21929916278856026,0.26109449096708187,-0.11228390223208282,0.8219618012847392,0.00034516366688315677
OFCpost_R,0.7889453897155542,0.5808113064705009,1.0,-0.06341081819860311,0.7831223137350414,0.059302630154659045,-0.47903643062324425,-0.4203111501176811,0.1262858558435133,0.3567646266164754,0.0833655121696236,0.5336189912978087,0.601183058491921,-0.11639291873826545,0.619859806443101,-0.1736680529479889,0.1788254864053521,0.1714352905310805,0.4178932172712003,-0.1828383421050144,0.38808771100977213,0.7852283043802694,0.12354802669551976,-0.11239627593093136,-0.39123720366473747,0.08067209603097665,0.12716295736967936,0.10257323159200259,-0.23112332841349215,-0.3993063510476066,-0.02401880808311312,-0.017687136805758254,-0.5668565487341257,0.5657784281960698,-0.32646801598511804
Temporal_Sup_R,-0.1546536139792891,0.20704076009733943,-0.06341081819860311,1.0,0.140320095285108,0.2194951897876748,0.41058076253544223,0.5102750579729433,0.7548090498735577,0.26713260299585945,0.727736503295521,0.2979316617867213,0.05216122983544945,0.4917176211951268,0.2017941173533375,0.7272576689566876,0.3042766761366197,0.23421201161103114,0.41111482954135353,0.4651541019412434,-0.02299747886921268,0.05149130824547973,0.618215119530429,0.12755383293516892,0.530805145897739,0.6899897166333548,0.6448065468741745,-0.27434026094613845,0.6166778847395311,0.6429507418561974,0.6709982686579679,0.5793117180395353,0.330744479041945,0.30671881641806825,0.5852224771671859
OFClat_L,0.5803874321525184,0.4155306730304607,0.7831223137350414,0.140320095285108,1.0,-0.13489855413589089,-0.5232397271864963,-0.2727031592656154,0.23306300412491435,0.23602718596332256,0.19078815830077409,0.4086826521816093,0.6854325748064519,-0.05009100813002075,0.6000834641902096,0.055343801181305316,0.08930292533930922,0.016352206032826517,0.2840684695715873,-0.11138425958509447,0.3832225254709263,0.8263814938093194,0.05296860087448324,-0.1383449735183818,-0.3062858655534253,0.12476387815852351,0.4120822477545569,-0.06608230094478136,-0.21870346352765332,-0.2647327038411498,0.07450245750689173,0.1546669998309872,-0.6140209343315391,0.4907349203615951,-0.15990541645910142
Heschl_R,0.06581528581409515,0.37136035260648426,0.059302630154659045,0.2194951897876748,-0.13489855413589089,1.0,0.19741476038644476,-0.1513360945394645,0.035964314779884356,0.5326984279499004,0.0439229923567848,0.29466971572622497,0.06239771032254106,0.4220029820133542,0.22074306124793244,0.31210543477891545,0.3647271452138486,0.2632785218222501,0.6169644201556552,0.5469148627547391,-0.4726204924660237,-0.1398023614481703,0.48000615735799873,0.486761039852997,-0.26249407585141593,0.6845235059227603,-0.02858576250306922,0.11776103011300079,0.3857191592485696,0.31343786377560406,0.045145332691528664,0.20623186471919974,0.19614677100042624,0.30804024343356357,0.48637180532201896
Cuneus_L,-0.39883193834441827,0.006614716239241512,-0.47903643062324425,0.41058076253544223,-0.5232397271864963,0.19741476038644476,1.0,0.7277554464145339,0.33713315404789007,-0.04056754621847382,0.2497179623764183,-0.013863832022734297,-0.5687243837512002,0.5235936157054514,-0.2554012218501309,0.4821757592645428,0.4325402689707072,0.26601487928456335,0.1676212446359099,0.5341518127651433,-0.3954308615607148,-0.4932397177962042,0.41592426387846904,0.49762786697607136,0.6336156937100595,0.26753678830317834,0.004844191072886813,0.2417263781961402,0.7881425790099723,0.583946603628962,0.4599919397251801,0.4655047152448633,0.9184638154778091,-0.08239157493611171,0.4987063409978731
Occipital_Inf_R,-0.49540328295220115,-0.16300377142123523,-0.4203111501176811,0.5102750579729433,-0.2727031592656154,-0.1513360945394645,0.7277554464145339,1.0,0.48628509099435635,-0.0037206649351748367,0.4647920909600685,-0.08039321536545133,-0.5322995236893728,0.47254670036459984,-0.2992554205532606,0.4726152531866069,0.06256302765876075,0.006870336349968193,0.024204940116495283,0.3351687799510515,-0.1714365012055449,-0.17868711627452855,0.24214723582280542,0.16036799306575084,0.7687802711201309,0.16153391618383683,0.22224698371398402,-0.06584737795980242,0.5475903474061786,0.6269872270143009,0.5234400214087952,0.2790164825081191,0.6480438083531036,-0.09557011629096189,0.40803328824204943
Temporal_Inf_R,0.04199753653364292,0.3998222874366431,0.1262858558435133,0.7548090498735577,0.23306300412491435,0.035964314779884356,0.33713315404789007,0.48628509099435635,1.0,0.1811262719804317,0.6929061326670023,0.5463878436102871,0.24446271402503494,0.14846168833781834,0.4009285907070341,0.5163368690044937,0.19693477591685507,0.44726956931676665,0.4593071084248092,0.0951754968752812,0.3152907403183619,0.10472015648255253,0.6541973331494059,-0.20126038016985373,0.5270486352528589,0.4879893234622441,0.6219523101051518,-0.2987548401194905,0.34447038001030855,0.22746243777261801,0.6772402103363769,0.4227922216157036,0.19090825486631133,0.62809545278304,0.26292080620961145
SN_pr_R,0.32981861252257505,0.4310128984617783,0.3567646266164754,0.26713260299585945,0.23602718596332256,0.5326984279499004,-0.04056754621847382,-0.0037206649351748367,0.1811262719804317,1.0,0.1757469712788056,0.43326902307514126,0.16976675357833537,0.34676320355921386,0.2299919647851494,0.1769603600939707,-0.0036465019087573453,-0.006785688051722887,0.6205309613449469,0.2789084431302051,-0.12123431308081789,0.445330649569933,0.2741778065922909,0.15939550344861986,-0.20768957922464537,0.503622881051439,-0.017069410295401072,-0.10624183390578933,0.10250066126834607,0.2964074226994363,-0.01177439471965812,0.03313104387324757,-0.10558604191788767,0.4366188171364026,0.25742379670370114
Vermis_8,-0.0350288751553838,0.17823932967781328,0.0833655121696236,0.727736503295521,0.19078815830077409,0.0439229923567848,0.2497179623764183,0.4647920909600685,0.6929061326670023,0.1757469712788056,1.0,0.27793354779523577,0.031121815371690058,0.31981149503771655,0.30331730079999775,0.47224044482161925,0.13028609815867234,0.2940049004623227,0.3069592381530167,0.3102628903257888,0.10934649760251808,0.10184451346111172,0.4203630734956535,-0.021600886393168293,0.6103833060763648,0.43420684351446803,0.5946190976918985,-0.37879677424069796,0.39176562427956946,0.4263764356075392,0.7596494065081375,0.27695420817379646,0.18298208311117833,0.265678235930611,0.4369831294237563
Thal_AV_L,0.5593808139410804,0.9025146228765525,0.5336189912978087,0.2979316617867213,0.4086826521816093,0.29466971572622497,-0.013863832022734297,-0.08039321536545133,0.5463878436102871,0.43326902307514126,0.27793354779523577,1.0,0.5636375093922065,-0.04537293300800536,0.6305766888425453,0.1736758976821362,0.3441160125695184,0.6169211373072029,0.8356577990132016,-0.008368614898875514,0.3377225281211592,0.3310473591224833,0.6020518713770354,-0.06524588637744845,-0.07823935995937388,0.3586096902704977,0.3666885061729341,-0.05781453815880235,0.04807739503624017,-0.18030486903256113,0.21534514249620357,0.23946165524741123,-0.12083103986656443,0.861415201989357,-0.00817462826179949
Thal_MGN_L,0.6410398456815877,0.5329199572758777,0.601183058491921,0.05216122983544945,0.6854325748064519,0.06239771032254106,-0.5687243837512002,-0.5322995236893728,0.24446271402503494,0.16976675357833537,0.031121815371690058,0.5636375093922065,1.0,-0.4146923204896232,0.6597763206599486,-0.09156313878324909,0.19843679191861727,0.3360222255876844,0.3424814238361923,-0.2896961981192678,0.5089090168935344,0.4077079881716605,0.254072498924954,-0.26295595739798205,-0.45812080183733334,0.16733788275204184,0.2665591848782749,-0.11041293243912664,-0.3703786583089635,-0.522701651519841,-0.10747330442209993,0.19159445582376855,-0.6114557530858984,0.635594174046396,-0.2433431966363942
Paracentral_Lobule_R,-0.2494779654679094,0.051029119929839044,-0.11639291873826545,0.4917176211951268,-0.05009100813002075,0.4220029820133542,0.5235936157054514,0.47254670036459984,0.14846168833781834,0.34676320355921386,0.31981149503771655,-0.04537293300800536,-0.4146923204896232,1.0,-0.09619865506235721,0.6175791157097963,0.3461515089754492,-0.011903067534373675,0.35607242324626964,0.8177723943541868,-0.5392192232358247,0.02685546035862555,0.29436693628770944,0.6258310845197478,0.268493757424609,0.5619959185537236,0.18638774899254776,0.10407499551043677,0.7563631031742082,0.7979758278596321,0.35989383359234345,0.39584376721621456,0.5375926761492504,-0.08364080345332703,0.7442686507866547
Vermis_9,0.6113514746816314,0.7004524992365264,0.619859806443101,0.2017941173533375,0.6000834641902096,0.22074306124793244,-0.2554012218501309,-0.2992554205532606,0.4009285907070341,0.2299919647851494,0.30331730079999775,0.6305766888425453,0.6597763206599486,-0.09619865506235721,1.0,0.14362831556439337,0.321310354396069,0.4071476851041524,0.5864359417532659,-0.06692656533011435,0.28282768663801544,0.3594385588656962,0.464859374564076,-0.04675315942510721,-0.2865579788014237,0.28670779330376617,0.3828853163406036,-0.049239613487179375,-0.06960108095450537,-0.2740303138499184,0.3502514152967885,0.12653186146513046,-0.3405185090728698,0.7339589690460067,-0.10233689960230323
Amygdala_R,-0.21051471166829833,0.20747559697738782,-0.1736680529479889,0.7272576689566876,0.055343801181305316,0.31210543477891545,0.4821757592645428,0.4726152531866069,0.5163368690044937,0.1769603600939707,0.47224044482161925,0.1736758976821362,-0.09156313878324909,0.6175791157097963,0.14362831556439337,1.0,0.37423273160866394,0.18890737633885035,0.4175225992062246,0.6277671234882524,-0.2719876204978892,-0.07805310175131275,0.5193662670609325,0.3268293636730248,0.3718985537585725,0.7038609333592528,0.544768052317101,-0.09531257807243755,0.6168512233649706,0.5862813719760561,0.5901981761173558,0.5701294605097667,0.41718302983777733,0.22209351092611218,0.6919052123537317
Temporal_Sup_L,0.2926712301580791,0.4596680480344925,0.1788254864053521,0.3042766761366197,0.08930292533930922,0.3647271452138486,0.4325402689707072,0.06256302765876075,0.19693477591685507,-0.0036465019087573453,0.13028609815867234,0.3441160125695184,0.19843679191861727,0.3461515089754492,0.321310354396069,0.37423273160866394,1.0,0.5937803726531866,0.446767849605485,0.5393948700800753,-0.13669936038651476,-0.13194893217615344,0.5968471401568045,0.6497248272243211,0.061956454806404576,0.4211442007472485,0.11105650992824452,0.43832814775162426,0.6028985755935599,0.12217378878547298,0.22866249424537927,0.7257523269407982,0.4198022673659081,0.22436125373467714,0.36162553526520996
ACC_sup_L,0.26482037362325517,0.5452935192413354,0.1714352905310805,0.23421201161103114,0.016352206032826517,0.2632785218222501,0.26601487928456335,0.006870336349968193,0.44726956931676665,-0.006785688051722887,0.2940049004623227,0.6169211373072029,0.3360222255876844,-0.011903067534373675,0.4071476851041524,0.18890737633885035,0.5937803726531866,1.0,0.47965019022295274,0.20857466598225202,0.1522741698464587,-0.24181152442675322,0.600414354382445,0.15822774434151224,0.13834786849416217,0.3158337791697289,0.24867645786976275,0.06441086806522163,0.33822143585669845,-0.13483781217358592,0.26914874578413417,0.4609517537916661,0.26061811187638506,0.5152450048718312,0.2391352443561517
Thal_MDm_L,0.3988571963938845,0.8636160702980911,0.4178932172712003,0.41111482954135353,0.2840684695715873,0.6169644201556552,0.1676212446359099,0.024204940116495283,0.4593071084248092,0.6205309613449469,0.3069592381530167,0.8356577990132016,0.3424814238361923,0.35607242324626964,0.5864359417532659,0.4175225992062246,0.446767849605485,0.47965019022295274,1.0,0.3718494145800421,-0.06947545725187323,0.24872118810070143,0.7121175931792848,0.26454458504417444,-0.1352774566677993,0.6597458099021721,0.3112726505286496,0.018069088010745034,0.30309816327462524,0.17571372953105763,0.29013719614132744,0.31069940058965856,0.08430386865358246,0.7604225192705949,0.3296912222454306
Precentral_L,-0.25049674264961846,0.08950868925237118,-0.1828383421050144,0.4651541019412434,-0.11138425958509447,0.5469148627547391,0.5341518127651433,0.3351687799510515,0.0951754968752812,0.2789084431302051,0.3102628903257888,-0.008368614898875514,-0.2896961981192678,0.8177723943541868,-0.06692656533011435,0.6277671234882524,0.5393948700800753,0.20857466598225202,0.3718494145800421,1.0,-0.6325345742509461,-0.16105450344307393,0.32442647101931155,0.8020293864399137,0.18980693017238606,0.65744313661151,0.15679937674983718,0.18410467528918767,0.7909428672641945,0.7241214540489342,0.29450739072686144,0.5809192145779005,0.5474787115492736,-0.06903377325737749,0.8925619951579425
Raphe_D,0.4443740331634907,0.22152850617345227,0.38808771100977213,-0.02299747886921268,0.3832225254709263,-0.4726204924660237,-0.3954308615607148,-0.1714365012055449,0.3152907403183619,-0.12123431308081789,0.10934649760251808,0.3377225281211592,0.5089090168935344,-0.5392192232358247,0.28282768663801544,-0.2719876204978892,-0.13669936038651476,0.1522741698464587,-0.06947545725187323,-0.6325345742509461,1.0,0.32786136631388024,0.007501383336609158,-0.6246146230919974,0.06756445163841865,-0.29937486627214843,0.20170835156222117,-0.2150272523751073,-0.46063882346318563,-0.5369956779292573,0.007361485873256206,-0.0418791715406836,-0.4727881807798066,0.31112519791179705,-0.5283729285198085
Frontal_Inf_Orb_2_R,0.525189032879392,0.33705227786195396,0.7852283043802694,0.05149130824547973,0.8263814938093194,-0.1398023614481703,-0.4932397177962042,-0.17868711627452855,0.10472015648255253,0.445330649569933,0.10184451346111172,0.3310473591224833,0.4077079881716605,0.02685546035862555,0.3594385588656962,-0.07805310175131275,-0.13194893217615344,-0.24181152442675322,0.24872118810070143,-0.16105450344307393,0.32786136631388024,1.0,-0.1267091326440251,-0.15864384137740167,-0.25924367711080104,0.028536252369692608,0.21603780235042397,-0.06044116920256041,-0.26323959626639226,-0.13513507546126788,-0.04318872964794105,-0.09882234620936711,-0.6000931247020466,0.37073875508686877,-0.27264383934958564
Insula_L,0.18915462524523097,0.554329386297562,0.12354802669551976,0.618215119530429,0.05296860087448324,0.48000615735799873,0.41592426387846904,0.24214723582280542,0.6541973331494059,0.2741778065922909,0.4203630734956535,0.6020518713770354,0.254072498924954,0.29436693628770944,0.464859374564076,0.5193662670609325,0.5968471401568045,0.600414354382445,0.7121175931792848,0.32442647101931155,0.007501383336609158,-0.1267091326440251,1.0,0.20300606623383127,0.18847582043540329,0.663567554608657,0.3927724803059885,0.013143278756935986,0.48028010970514684,0.22405315992426275,0.45841986686544434,0.5439230183484091,0.3535909148468365,0.5891074768143213,0.3898277721625977
