,N_Acc_R,VTA_L,ParaHippocampal_R,Fusiform_L,OFCmed_R,Cerebellum_7b_R,Temporal_Sup_L,Thal_LGN_R,Frontal_Med_Orb_L,OFClat_R,Frontal_Sup_Medial_R,Thal_LP_L,Cingulate_Post_R,Occipital_Inf_L,Thal_IL_R,Cingulate_Mid_L,Supp_Motor_Area_L,Parietal_Sup_L,Precuneus_L,Calcarine_R,Cerebellum_4_5_L,Hippocampus_R,Thal_MDl_R,Hippocampus_L,Thal_PuA_L,Thal_LGN_L,Amygdala_R,Thal_AV_R,Occipital_Mid_R,Thal_PuL_R,Temporal_Inf_L,Putamen_R,Raphe_M,Rectus_R,Thal_VPL_R,Temporal_Mid_R,Vermis_4_5,ACC_sub_L,Vermis_8,Occipital_Sup_R,Occipital_Sup_L,Postcentral_R,Thal_VA_R,Thal_IL_L,Thal_PuI_L,Angular_L,Occipital_Inf_R,Frontal_Med_Orb_R,Angular_R,Frontal_Mid_2_R,Cerebellum_9_R,Frontal_Inf_Orb_2_L,Frontal_Sup_2_R,Rolandic_Oper_L,Pallidum_L,Cerebellum_Crus1_L,Temporal_Pole_Mid_R,Frontal_Inf_Oper_R,Thal_LP_R,Parietal_Inf_R
Frontal_Sup_Medial_R,-0.17349765594688282,0.08477650735665028,0.21623314793506182,0.10131548156766922,0.4153472630897074,-0.061890443699399014,0.1502361760706281,0.19471514331547754,0.30940668423098433,0.563280855964147,1.0,-0.0024767069398865613,0.35771499790382416,-0.3180403694031441,0.22653725051363374,0.20503992269323712,0.0788532850269156,0.04448471022070346,-0.0722967939495917,-0.12860464290121504,0.2023912448793299,0.13075749868552114,0.1778959405053138,0.27236677534242903,0.18524490279989195,0.42552845741722295,0.17236153894470535,0.04999775447156182,-0.08269519818853635,-0.13931359485753975,0.14574589533731822,0.05857361973770004,0.08987111259666183,0.37057897794584294,0.26923631002131376,0.06198379161398334,0.34036223900960877,-0.023958291788276357,0.15031075496611304,-0.35250387182885273,-0.06896225090114542,-0.13348754787424147,0.24049722643057955,0.39185110934050477,0.1995542110479086,-0.20294980203115134,-0.13602009875342258,0.40003485126188526,-0.1884494032615474,0.08441151526035243,0.15755768577929885,0.538663983613384,0.7882673267756083,0.1431700232025863,0.31411953437073564,-0.32385722775404946,0.31605821768462644,-0.17266383584942505,-0.21587544273851966,0.08404508393300732
Thal_LP_L,0.5028286619699697,0.2392612397803637,0.1366473054332667,0.2813364655385675,-0.4117470778050518,0.13998566672588114,0.4120045038262402,0.6203728204360812,-0.192396599692568,0.12864729990449744,-0.0024767069398865613,1.0,0.3566517330381367,0.20556236176783418,0.2202729957289167,0.6958141869817416,0.7224301731846109,0.04949317172198274,0.7165795961037914,0.629231061356752,0.5196704199919109,0.7410716655114101,0.30355090640570065,0.7054454190064445,0.5379817071426811,0.2440268419120672,0.6679036526209426,0.463813859333504,0.40225654934673255,0.6303773666850179,-0.29120841826576543,0.12472033619255585,0.5570305420878953,-0.25665227340756436,0.5715890085307305,0.6793155855867311,0.4363110156931036,-0.4935763259549614,0.3739294824273637,0.5510812496071096,0.5131543956490965,0.82629552543261,-0.016823367445384214,-0.2684920111972209,0.7085077874199011,0.47754762456305244,0.5316650745759505,-0.3005556315003389,0.8165740911931362,0.5178651331270574,0.3534865057705277,0.14327665046741414,0.4078633584805031,0.2238675673345871,-0.27422232823075227,0.1321010010464309,-0.11198648143330957,0.3737119925925957,0.7376822706632009,0.35734843669519745
Cingulate_Post_R,0.29728516958931805,0.034114995756964,0.32365156668837936,0.603772220099687,-0.013531942746681194,0.07390023970016481,0.6890269625234415,0.34557669002375235,-0.03579343231228955,0.0042400779380551805,0.35771499790382416,0.3566517330381367,1.0,0.3730179480828246,0.22193046318002072,0.6724956704491599,0.45298670713213374,0.08047590490145846,0.48722179010741806,0.5470229092220189,0.5533144845250111,0.5017035660263901,0.44004360457148844,0.5862630492278877,0.729871829343624,0.7067249047353668,0.4704678261568624,0.5738487010799168,0.05750483798867892,0.21402147947841219,0.4095264730275057,0.5743485986707721,0.3504528844152312,-0.0321919396567447,0.7925878096207345,0.411384137162747,0.6555287611605997,0.06987283141551684,0.335752452202328,0.22303133124181668,0.133766584530801,0.09585257422065428,0.49522780412228595,0.35612464555726286,0.7018388661244594,0.25837378290863156,0.09128856735759029,0.06823764390039956,0.10180131377656025,0.3523722029209565,0.5618362292153589,0.3031587862738499,0.3602153451187326,0.7275729484899933,0.16644277642409655,0.35778980946929173,0.08992509630945793,0.55932825026049,-0.05999412618870555,0.02069358351474287
Occipital_Inf_L,0.26653689726616625,-0.3147200641624857,-0.20604490111046278,0.3763724793765603,-0.48883639318227906,-0.20045865286387504,0.5452434086974536,-0.18640675852134708,-0.41775897187149885,-0.5570068764160752,-0.3180403694031441,0.20556236176783418,0.3730179480828246,1.0,-0.46137484721044764,0.279300630802894,0.2838122865689415,0.3261812460325454,0.5295519599279142,0.6015870511752013,0.1321021903777822,0.056471916414629064,-0.022280434138417727,0.13470790274670172,0.33897862339256646,0.1476119386718439,0.29177578747514743,0.1531819175660295,0.4009890554342028,0.5475098310410902,0.21083370503540494,0.341497404246428,0.19298838850236633,-0.5632201734274854,0.1932906180102791,0.15402635756918395,0.0388193048104879,0.027162477517763958,-0.013229075466387642,0.7014346726575241,0.47350207874110484,0.10038985787032555,-0.14760298518144446,-0.2817728511586362,0.3884075974388947,0.6951834714998061,0.3521076334253417,-0.28143142421247924,0.26527722286459754,0.1591502306774334,0.21098711906858536,-0.2976860668509225,-0.2290270643461555,0.27544307355999603,-0.2586786364752604,0.7308096846599139,-0.3694284354883273,0.5289262971030865,0.2600661012530585,-0.02098141625318127
Thal_IL_R,0.06205608742714098,0.5646486915866411,0.7614586899757805,0.375390804537707,0.4954486753562502,0.4625774295081861,0.07655303282070892,0.7694221435843023,0.39889180505666216,0.3295220290441534,0.22653725051363374,0.2202729957289167,0.22193046318002072,-0.46137484721044764,1.0,0.16619272323751502,0.07021809927432901,-0.23105959385511637,-0.10240505033068464,-0.03217612614403931,0.4756214626777498,0.5321161121188548,0.6870384818265399,0.5254219704193206,0.07050322731637887,0.20902945938815873,0.17615800715386204,0.3938516957003344,-0.5142681225529356,-0.4376815618206072,0.22780046345851487,0.33582229229448474,0.01731372621554883,0.6578532905112364,0.3304289701878745,0.2308196657260468,0.6261420450553432,0.1167233027085615,0.2656815412903118,-0.40086137168793196,-0.4149399439482208,0.04435924766674414,0.6362292860242139,0.5992170347868403,0.2244261932507402,-0.3754439760282075,-0.27614912158289495,0.1538360260214673,-0.027528494348581727,0.09559593648419405,0.3452362252694816,0.5794791655783139,0.3314826547726371,0.24375725800086717,0.47363288950877863,-0.2547387512544186,0.5275156702265318,-0.0842426763181293,-0.046344975390801936,-0.188685924946476
Cingulate_Mid_L,0.3967831803116854,0.024778150494322648,0.12423718960407637,0.35997880275476146,-0.2593375820960155,0.10125700202404102,0.537584417726189,0.47629867990500907,-0.06830048641700964,0.13741102734836885,0.20503992269323712,0.6958141869817416,0.6724956704491599,0.279300630802894,0.16619272323751502,1.0,0.7810495239562798,0.008923876188060904,0.7373078304440491,0.6067476125289804,0.649566411022907,0.6799667893796244,0.24729640422265275,0.5929993789268783,0.7096485250453504,0.48444438103809945,0.6497071663612392,0.4042036036532143,0.20465108570030854,0.5003718898129839,-0.05811656312915743,0.31561671868576235,0.5702429357894102,-0.21345504453454184,0.6538191014328658,0.6482759499923009,0.5737862118845702,-0.34893074308236427,0.5670231090146325,0.3998758963007221,0.4217933732167152,0.5689846808926659,0.11591861211234303,-0.03237856171812644,0.7042671048910819,0.372701075297619,0.3550200945131724,-0.2265200894538222,0.5380539726978177,0.4641532169686628,0.46179183154299447,0.1353731899415945,0.40919180139295913,0.5307117905666295,-0.16762870030514418,0.20169880477195687,-0.12815137729894038,0.490164773817189,0.41997411951056457,0.21121565442813614
Supp_Motor_Area_L,0.5121416269829352,-0.11529293053986522,-0.11244185179014425,0.10769821757095556,-0.5174326748842611,-0.16607781909553027,0.36162553526520996,0.368252284626022,-0.3940573754669789,-0.03564078317819691,0.0788532850269156,0.7224301731846109,0.45298670713213374,0.2838122865689415,0.07021809927432901,0.7810495239562798,1.0,-0.046212297214181026,0.7219855702677829,0.4453783788238719,0.4553285613910361,0.7050251537853871,0.00034516366688315677,0.5812514261869186,0.5901929692067733,0.3476941194818353,0.6919052123537317,0.24223528556293109,0.33263625023547916,0.6790204532567897,-0.3908600021690947,-0.01328407348513284,0.7317698296400177,-0.3974080283068084,0.5176535999481782,0.6753223558721753,0.4480633582432163,-0.5644211113235483,0.4369831294237563,0.5280772682524225,0.42382875086837724,0.7451412655714685,-0.15591715435258166,-0.3439122475523608,0.5492671925622243,0.49078462413959606,0.40803328824204943,-0.5782236176020872,0.5884315732023152,0.745038833825325,0.4021838705041623,-0.04601363288840384,0.41267226373386545,0.34037019831459825,-0.33026457180686475,0.0528690255587155,-0.4167065839054502,0.5881492971035824,0.6358288792340631,0.2632522305613728
Parietal_Sup_L,-0.326601841181993,0.08766231839877463,0.04900435246928754,0.2587965604495536,0.06442593960956856,-0.359129790741369,0.43832814775162426,-0.11048226763222208,-0.17106574627791143,-0.2169659290177989,0.04448471022070346,0.04949317172198274,0.08047590490145846,0.3261812460325454,-0.23105959385511637,0.008923876188060904,-0.046212297214181026,1.0,0.25309097544066805,0.07378603605084444,0.03048464804543433,-0.1078655671111487,0.10134469675881747,0.11406195035706647,-0.11339691545828205,0.13906671073368718,-0.09531257807243755,0.00835764782562533,0.29776871291173684,0.09160231836728419,0.18441123576578863,0.26264353502518006,-0.0730522842155427,0.04153216045083729,-0.08575555505943505,-0.2921257095900444,-0.11141643926135548,0.20169244214425683,-0.37879677424069796,0.27550798013466143,0.2730669779179472,-0.11938159055461059,-0.1742769818110222,-0.026953595714466972,0.19912272752086782,0.526794441459439,-0.06584737795980242,0.20008141585234523,0.12989998151905285,-0.07008277546291679,-0.26788569690391434,0.016863190714353427,0.021244372060454386,0.177768789094927,0.233457719509376,0.23639391183230768,0.0788791965789314,0.043817238713608,0.13435584167182163,0.15801354062007733
Precuneus_L,0.4088560156169815,-0.12959479731729795,-0.03714023114820117,0.308406282459457,-0.45332811593648026,-0.2037206429861436,0.6028985755935599,0.2549853734090301,-0.26024527853799995,-0.10396608459445296,-0.0722967939495917,0.7165795961037914,0.48722179010741806,0.5295519599279142,-0.10240505033068464,0.7373078304440491,0.7219855702677829,0.25309097544066805,1.0,0.6466706683791406,0.4794171513725762,0.5468673619760253,0.08860835395399073,0.5550290703658128,0.58261168753494,0.2571303685252598,0.6168512233649706,0.3326411362282826,0.5402702230138928,0.7280580355060589,-0.17628304856036256,0.20539306689424322,0.6405443488717929,-0.42098502127550197,0.4911156193375577,0.6334729442022448,0.3820510186830285,-0.36353270156306616,0.39176562427956946,0.7904504214848665,0.7527571604835763,0.6791797492310709,-0.12164025125385598,-0.4024634677021764,0.6068937841816826,0.7398256977414268,0.5475903474061786,-0.327579624849013,0.7524501557501548,0.45024968895840084,0.363528227625064,-0.02903997402854356,0.19226781511927685,0.43998487868837316,-0.33499514689855314,0.34520825677162625,-0.26675588990323107,0.5317203006687395,0.6177846282841823,0.4099080867230712
Calcarine_R,0.5328629164838549,0.0668209851600806,0.08492857579229596,0.5740461662567723,-0.48480709193423693,0.26235566082338696,0.5505049866032062,0.3084661723172662,-0.14933207567820486,-0.18018021376951635,-0.12860464290121504,0.629231061356752,0.5470229092220189,0.6015870511752013,-0.03217612614403931,0.6067476125289804,0.4453783788238719,0.07378603605084444,0.6466706683791406,1.0,0.47793827037123493,0.4259526335203743,0.3066376358768978,0.5199299170867019,0.5624366220594388,0.2787943914858856,0.589406966450526,0.4162207177902229,0.35435580806608497,0.5720345895337535,0.1748767306477392,0.43348021931507785,0.43865796543067176,-0.3992860189124488,0.5087369979499675,0.4982842879283917,0.3386591938174455,-0.2255060092048723,0.33938698064468587,0.6280309838754025,0.5199409606534795,0.4724434571818025,0.14946858623470183,-0.1354727930859699,0.6705865091822809,0.5392627948991044,0.564019582432639,-0.2153461397048513,0.5717859526061294,0.3467174160098993,0.5676183697973068,0.015368317070588304,0.18259089064358083,0.33957171989713,-0.2592926226338243,0.6965716051120642,-0.162651548039034,0.5214930447118775,0.4130285617618966,0.060965075294321505
Cerebellum_4_5_L,0.2672648602203613,0.29901920426980466,0.5841038749143401,0.671932400910685,0.06552364893915973,0.32981933859534845,0.5095504475430468,0.6048899634638826,0.07508541702895759,0.01624861333763304,0.2023912448793299,0.5196704199919109,0.5533144845250111,0.1321021903777822,0.4756214626777498,0.649566411022907,0.4553285613910361,0.03048464804543433,0.4794171513725762,0.47793827037123493,1.0,0.7067445256801483,0.5121428284120195,0.7232297844813212,0.4168099707259823,0.49050098392339214,0.4830846842615432,0.47273881806212026,-0.06254354803902283,0.07712144890050399,0.27723608005821915,0.5182607563885876,0.35828608117948135,0.2527952901716293,0.48110911925735045,0.46853936114250144,0.8350559556469666,0.009549143528578998,0.4247431154771028,0.18444527463897545,0.11786973545503268,0.24166152326803234,0.3554827386009467,0.3005140683402675,0.6485155887964816,0.22335847638477502,0.11092458880545604,-0.011379547957074356,0.3182541318362509,0.3626203528766927,0.4377967836136191,0.4292929246533977,0.3698888627868179,0.5171191079964402,0.2469101112021792,0.2852051642227165,0.2556349792966398,0.3862695309487281,0.28686404768149554,0.002953862662573059
Hippocampus_R,0.48552421430777226,0.19616683165056262,0.41508706930395106,0.39879119226917226,-0.1439785634394366,0.1444524753520824,0.4211442007472485,0.7494488352787797,-0.136994262390103,0.13037315914663306,0.13075749868552114,0.7410716655114101,0.5017035660263901,0.056471916414629064,0.5321161121188548,0.6799667893796244,0.7050251537853871,-0.1078655671111487,0.5468673619760253,0.4259526335203743,0.7067445256801483,1.0,0.37826886758063705,0.8453057397634227,0.5821774209884746,0.5234851515171325,0.7038609333592528,0.4399688284445721,-0.04551759288964498,0.3247931354134004,-0.11317970950915099,0.29996181171959335,0.6263909870217431,0.03812234954521488,0.6475018590605873,0.6467984301978372,0.6887300431958615,-0.3363979260891335,0.43420684351446803,0.23065979605679512,0.13131819989280452,0.5728637617211833,0.2567613049713537,0.08097547833609878,0.7008437357488074,0.23421147303796414,0.16153391618383683,-0.34794640921958636,0.46770150526804005,0.5739881472544321,0.5036016655240059,0.34452621043388526,0.4500377811863835,0.5067090159364095,0.01672141725919564,-0.0002477630108321213,-0.07198858626753601,0.4712918125817501,0.4996391582608109,0.06745818371424663
